ID,Name,Category
1509,MOSQUITO,noun
151,RAZOR,noun
1510,CHIN,noun
1511,ROOSTER,noun
1512,RISE (ONESELF),verb
1514,HEN,noun
1515,TEN,numeral
1516,SUBJUGATE,verb
1517,WASP,noun
1518,STUPID,adjective
1519,RUN,verb
152,HOOF,noun
1520,CRUSH,verb
1521,SEEM,verb
1522,SOCK,noun
1523,FORGET,verb
1524,WINE,noun
1525,COAST,noun
1526,MEAL,noun
1527,TICK,noun
1528,FORGIVE,verb
1529,LAST (FINAL),other
153,GREY,adjective
1530,BOWL,noun
1531,BRANCH,noun
1532,SHEAR,verb
1533,BE HUNGRY,verb
1534,FEVER,noun
1535,SWORD,noun
1536,UNDERSTAND,verb
1537,SPRINGTIME,noun
1538,SCORPION,noun
1539,BASKET,noun
154,UDDER,noun
1540,EYELASH,noun
1541,CULTIVATE,verb
1542,ACCOMPANY,verb
1543,SNAIL,noun
1544,SOMETIMES,other
1545,HOST,noun
1546,TWICE,other
1547,SOUP,noun
1548,UGLY,adjective
1549,TRIBE,noun
155,CHOP,verb
1550,PREVENT,verb
1552,GLOOMY,adjective
1553,MALE,adjective
1554,MAN,noun
1555,CHAMELEON,noun
1556,YOLK,noun
1557,BEGINNING,noun
1558,SIMILAR,adjective
1559,MONEY,noun
156,RED,adjective
1560,FACE,noun
1561,ARMY,noun
1562,MIND,noun
1563,PYTHON,noun
1564,LAZY,adjective
1565,HEAVEN,noun
1566,GUN,noun
1567,DOOR,noun
1568,ARRANGE,verb
1569,CHEESE,noun
157,DYE,verb
1570,EQUAL,adjective
1571,SELL,verb
1572,SURPRISED,adjective
1573,SWELL,verb
1574,FLOAT,verb
1575,COCKROACH,noun
1576,PILE UP,verb
1577,AND,other
1578,IGUANA,noun
1579,BE,verb
158,PUT ON,verb
1580,ONLY,other
1581,ALLIGATOR,noun
1583,BRAIN,noun
1584,BLISTER,noun
1585,SLEEP,verb
1587,SMELL (STINK),verb
1588,TURN,verb
159,SWEET POTATO,noun
1590,WAIT (FOR),verb
1591,UP,other
1592,CHEST,noun
1593,DEEP,adjective
1594,FLOUR,noun
1595,SOUTH,noun
1596,LOCK,noun
1597,AIRPLANE,noun
1598,NORTH,noun
1599,WORD,noun
16,SLED,noun
160,SET (HEAVENLY BODIES),verb
1600,SKIRT,noun
1601,WEAK,adjective
1602,WAKE UP,verb
1603,MOSQUE,noun
1604,TEMPLES,noun
1605,SKULL,noun
1606,INSIDE,other
1607,HATE,verb
1608,LISTEN,verb
1609,IDEA,noun
161,MISS (A TARGET),verb
1610,PROSTITUTE,noun
1611,INVITE,verb
1612,LETTER,noun
1613,COLOR,noun
1614,SUMMIT,noun
1615,ESCAPE,verb
1616,CLOTH,noun
1617,GRANDCHILD,noun
1618,GRANDSON,noun
1619,GRANDDAUGHTER,noun
162,HICCOUGH,verb
1620,SON,noun
1621,SNEEZE,verb
1622,SHIRT,noun
1623,SPEAK,verb
1624,EMPTY,adjective
1625,DEAD,adjective
1626,EXPLAIN,verb
1627,CHAIN,noun
1628,SQUIRREL,noun
1629,EVENING,noun
163,BLACK,adjective
1631,FAST,adjective
1632,FLOOR,noun
1633,FLAT,adjective
1634,HUNDRED,numeral
1635,OBEY,verb
1636,MOTIONLESS,adjective
1637,AUTHORITY,noun
1638,TRUTH,noun
1639,BEER,noun
1640,SIBLING,noun
1641,SILK,noun
1642,NIECE,noun
1643,COUSIN,noun
1644,RELATIVES,noun
1645,SHORT,adjective
1646,GIRL,noun
1647,FOAL,noun
1648,ANVIL,noun
1649,SIT DOWN,verb
1650,WATCH,verb
1651,TEAR (OF EYE),noun
1652,INSTEAD,other
1653,BLIND,adjective
1654,LIGHTNING,noun
1655,BLINK,verb
1656,NEVER,other
1657,TRUE,adjective
1658,PUPIL,noun
1659,DOLL,noun
1660,LOSE,verb
1661,STRAIT,noun
1662,CAPE,noun
1663,BED,noun
1664,RAFT,noun
1665,BEAT,verb
1666,MUTE,adjective
1667,HOLE,noun
1668,GRIEF,noun
1669,ANCESTORS,noun
167,MAIL,noun
1670,RAPIDS,noun
1671,TOWER,noun
1672,WRITE,verb
1673,ARM,noun
1674,POOR,adjective
1675,PROMISE,verb
1676,ALWAYS,other
1677,WORKSHOP,noun
1678,HUT,noun
1679,LOAD,noun
168,REST,verb
1680,HELMET,noun
1681,WAIST,noun
1682,GUILTY,adjective
1683,BUSH,noun
1684,BUD,noun
1685,AFTER,other
1686,BEHIND,other
1687,PRAISE,noun
1688,FATE,noun
1689,SMOKE (INHALE),verb
169,IT,other
1690,FENCE,noun
1691,FLEXIBLE,adjective
1692,FRIDAY,noun
1693,THURSDAY,noun
1694,WEDNESDAY,noun
1695,TUESDAY,noun
1696,SURRENDER,verb
1697,MONDAY,noun
1698,CURVED,adjective
1699,SUNDAY,noun
17,EYELID,noun
1700,SATURDAY,noun
1701,RIVER MOUTH,noun
1702,HOLY,adjective
1703,SIX,numeral
1704,SEVEN,numeral
1705,EIGHT,numeral
1706,ELEVEN,numeral
1707,TWELVE,numeral
1708,THIRTEEN,numeral
1709,FIFTEEN,numeral
1710,TWENTY,numeral
1711,TELL,verb
1712,OATH,noun
1713,EIGHTEEN,numeral
1714,NINETEEN,numeral
1715,THIRTY,numeral
1716,FORTY,numeral
1717,FIFTY,numeral
1718,SIXTY,numeral
1719,BURY,verb
172,SHOULDERBLADE,noun
1720,SIGN,noun
1721,SEVENTY,numeral
1722,EIGHTY,numeral
1723,RESULT IN,verb
1724,NINETY,numeral
1725,CORRECT (RIGHT),adjective
1726,WET,adjective
1727,THRESHOLD,noun
1728,ROTTEN,adjective
1730,CHEEK,noun
1732,SKY,noun
1733,RAINBOW,noun
1734,TWENTY ONE,numeral
1735,TEAR (SHRED),verb
1736,TWENTY FOUR,numeral
1737,OKRA,noun
1738,TWENTY FIVE,numeral
1739,DECORATE,verb
174,PROUD,adjective
1740,PINE,noun
1741,ABOVE,other
1742,TRAVERSE,verb
1743,JOIN,verb
1744,SPLEEN,noun
1745,HIP,noun
1746,BLADDER,noun
1747,CUSTOM,noun
1748,RIDGE,noun
1749,TAKE,verb
175,BLOW (OF WIND),verb
1750,CHOOSE,verb
1751,BIRTHMARK,noun
1752,LEAVE,verb
1753,TOP,noun
1754,BRACELET,noun
1755,UNDRESS,verb
1756,WIDOW,noun
1757,TIRED,adjective
1758,OLDER SISTER,noun
1759,OLDER BROTHER,noun
176,BLOW (WITH MOUTH),verb
1760,YOUNGER BROTHER,noun
1761,YOUNGER SISTER,noun
1763,CLUB,noun
1764,OBSCURE,adjective
1765,IN VAIN,other
1766,FINISH,verb
1767,SCRAPE,verb
1768,FOAM,noun
1769,AXLE,noun
177,BETEL PEPPER VINE,noun
1770,CARCASS,noun
1771,TASTELESS,adjective
1772,ELK,noun
1773,GRAVE,noun
1774,STINGY,adjective
1775,TABLE,noun
1776,SHAME,noun
1777,RESEMBLE,verb
1778,APPROACH,verb
1779,DARE,verb
178,RIPE,adjective
1780,BILE,noun
1781,THUMB,noun
1782,GUEST,noun
1783,PAIN,noun
1784,WANT,verb
1786,DRY UP,verb
1787,LOOM,noun
1788,TELEVISION,noun
1789,AGE,noun
179,RIPEN,verb
1791,BUTTERFLY,noun
1793,BAT,noun
1794,FURROW,noun
1795,BANANA TREE,noun
1796,SLAUGHTER,verb
1797,HEDGEHOG,noun
1798,GUNPOWDER,noun
1799,HYENA,noun
18,EARLOBE,noun
1801,CHILD (DESCENDANT),noun
1802,SCREW,noun
1803,WOOD,noun
1804,BOMB,noun
1805,INJECTION,noun
1806,BEGIN,verb
1807,AFTERNOON,noun
1808,PUS,noun
1809,PIMPLE,noun
181,ANTEATER,noun
1810,DANGER,noun
1811,SOUND OR NOISE,noun
1812,TRY,verb
1813,TASTY,adjective
1814,ACCUSE,verb
1815,ACHE,verb
1816,BESIDE,other
1817,WEST,noun
1818,ADJUDICATE,verb
1819,LOOK,verb
182,SPOKE,noun
1820,BEAR,noun
1821,BRUSH,noun
1823,BORROW,verb
1824,DEXTEROUS,adjective
1825,COPPER,noun
1826,ANGRY,adjective
1827,HARVEST CROPS,verb
1828,ASK (REQUEST),verb
1829,JUMP,verb
183,BAKE,verb
1830,CRANE,noun
1831,MEET,verb
1833,DINNER (SUPPER),noun
1834,SHE,other
1835,MARROW,noun
1836,VAGINA,noun
1837,VULVA,noun
1838,NAVEL,noun
1839,CRY,verb
184,MAST,noun
1840,BUILD,verb
1841,SUSPECT,verb
1842,OBSTINATE,adjective
1843,THOUSAND,numeral
1844,BOAT,noun
1845,BALL,noun
1846,RULE,verb
1847,SICK,adjective
1848,QUARREL,noun
1849,ROW,verb
185,FIREPLACE,noun
1850,COTTON,noun
1851,POCKET,noun
1852,OFTEN,other
1853,DOVE,noun
1854,SPARROW,noun
1855,BIRCH,noun
1856,SOFT,adjective
1857,CROCODILE,noun
1858,FISHERMAN,noun
1859,THIRD,other
186,SHIN,noun
1860,BEAD,noun
1861,ACTIVE,adjective
1862,DONKEY,noun
1863,AMAZING,adjective
1864,HUNGER,noun
1866,STUTTER,verb
1867,COIN,noun
1868,VISIBLE,adjective
1869,BUY,verb
187,LOIN,noun
1871,CAMEL,noun
1873,ANTHILL,noun
1875,REGRET,verb
1877,EAST,noun
1879,DANCE,verb
188,COMB OF BIRD,noun
1880,PASSIONATE,adjective
1881,ENOUGH,other
1882,BEFORE,other
1883,IN FRONT OF,other
1884,HARD,adjective
1885,ARMADILLO,noun
1886,ARMPIT,noun
1887,CHEAP,adjective
1888,PAIR,noun
189,HAIR (BODY),noun
1890,BELIEVE,verb
1892,TOUCH,verb
1893,QUAIL,noun
1894,ASHAMED,adjective
1895,CLOTHES,noun
1896,FINGERNAIL OR TOENAIL,noun
1897,HELP,verb
1898,SPECTACLES,noun
1899,MAD,adjective
19,FISHING LINE,noun
190,MOW,verb
1901,SHOVEL,noun
1902,BETRAY,verb
1903,SWELLING,noun
1904,DROWN,verb
1905,EAGLE,noun
1906,SOUR,adjective
1907,MOLE,noun
1908,ATTENTIVE,adjective
1909,SHAKE,verb
191,NUT,noun
1910,STINGRAY,noun
1911,DRAW (WATER),verb
1913,PRESS,verb
1914,DEBT,noun
1915,FIR,noun
1916,GILL,noun
1917,TIE,verb
1918,MANE,noun
1919,TORCH,noun
192,CORNER,noun
1920,DREAM (SOMETHING),verb
1921,PLOUGH,verb
1923,ROUGH,adjective
1924,VEIN,noun
1925,ARTERY,noun
1926,OINTMENT,noun
1927,BAMBOO,noun
1928,CEASE,verb
1929,STUDY,verb
193,SHALLOW,adjective
1930,RAVINE,noun
1931,BEESWAX,noun
1932,GUESS,verb
1933,LOOSEN,verb
1934,BEGGAR,noun
1935,ANUS,noun
1936,DEER,noun
1937,THERE,other
1938,FORTRESS,noun
1939,SWEAR,verb
194,FAMILY,noun
1940,GUARD,noun
1941,SOLDIER,noun
1942,NEAR,adjective
1943,CROWN (OF HEAD),noun
1944,GOD,noun
1945,IDOL,noun
1947,BASTARD,noun
1948,SAW,noun
1949,BEDBUG,noun
195,MAT,noun
1951,PASS,verb
1952,TORTURE,verb
1953,ABUSE,noun
1954,GENTLE,adjective
1955,GRIEVE,verb
1956,SUNFLOWER,noun
1957,GOITER,noun
1958,UNRIPE,adjective
1959,RAW,adjective
1961,NECKLACE,noun
1962,ROAST (SOMETHING),verb
1963,IMMEDIATELY,other
1964,ALONE,adjective
1965,LOINCLOTH,noun
1966,BUNCH,noun
1967,CALENDAR,noun
197,OTHER,other
1970,CANOE,noun
1971,FAN (OBJECT),noun
1972,YOUNG GOAT (KID),noun
1973,DEMON,noun
1974,CENTIPEDE,noun
1975,CHECK,verb
1976,MERRY,adjective
1977,DEW,noun
1978,RECOVER,verb
1979,CHISEL,noun
1981,WIDOWER,noun
1982,WHIRLPOOL,noun
1983,SNORE,verb
1985,PATERNAL UNCLE (FATHER'S BROTHER),noun
1986,DISEASE,noun
1989,CALF,noun
199,FAMINE,noun
1990,BECOME,verb
1991,INTESTINES,noun
1992,MORE,other
1993,SELF,other
1994,COLLARBONE,noun
1995,DEFECT,noun
1996,GET TIRED,verb
1997,PRESERVE,verb
1998,COMMAND,verb
1999,OVERCOME,verb
2,DUST,noun
20,SCYTHE,noun
200,SAME,other
2000,CLOVE,noun
2001,PAINTING,verb
2002,DITCH,noun
2003,FLOW,verb
2004,BEND,verb
2005,MASK,noun
2006,FILL,verb
2007,BOLT (OF LIGHTNING),noun
2008,RESCUE,verb
2009,DOG,noun
201,FARM,noun
2010,INVESTIGATE,verb
2011,COFFIN,noun
2012,COLLAR,noun
2013,BAIT,noun
2014,GO DOWN (DESCEND),verb
2015,MAKE DRY,verb
2016,JEALOUSY,noun
2017,MIX,verb
2018,GREEDY,adjective
2019,HAMMOCK,noun
202,STRENGTH,noun
2021,GRASP,verb
2022,ADMIT,verb
2023,CROWD,noun
2024,PLOT,noun
2025,PEA,noun
2026,RICE PLANT,noun
2027,SOYA,noun
2029,TUG,verb
203,MARRY,verb
2030,DRAG,verb
2031,PUT OUT TO PASTURE,verb
2032,WARM UP,verb
2033,DELIVER,verb
2034,FROST,noun
2035,POND,noun
2036,JANUARY,noun
2037,FEBRUARY,noun
2038,DRAGON,noun
2039,MAGPIE,noun
204,AGAIN,other
2040,BUCKWHEAT,noun
2041,HEMP,noun
2042,WALNUT,noun
2043,PEACH,noun
2044,PERSIMMON,noun
2045,COLUMN,noun
2048,QUILT,verb
205,TROUGH,noun
2051,DUSTPAN,noun
2052,BUCKET,noun
2053,SMALL BOWL,noun
2055,CLAY POT,noun
2057,DUNG (ANIMAL FAECES),noun
2058,STOOL,noun
2059,FOLK SONG,noun
206,FIREFLY,noun
2060,STORY,noun
2061,BUDDHA,noun
2063,CLOSE (EYES),verb
2064,SCATTER (SEEDS),verb
2065,STEP (VERB),verb
2067,STEAM (VERB),verb
2069,SOAK (VERB),verb
207,SPARSE,adjective
2070,COMB (VERB),verb
2071,LAY (VERB),verb
2072,USE (VERB),verb
2073,ROB (VERB),verb
2074,CROW (VERB),verb
2075,BROOD (VERB),verb
2076,SPROUT (VERB),verb
2077,DILIGENT,adjective
208,NASAL MUCUS (SNOT),noun
209,RARE,adjective
2090,MY,other
2093,AFTERWARDS,other
2099,CHILD,noun
21,TASTE (SOMETHING),verb
210,LIFE,noun
2101,BE DEAD OR DIE,verb
2102,BURN,verb
2105,FEMALE PERSON,noun
2106,MALE PERSON,noun
2109,FEAR OR FRIGHTEN,verb
211,CAST,verb
2111,YOU TWO,other
2112,OLD (AGED),adjective
2113,OLD (USED),adjective
2115,CEASE OR FINISH,verb
2117,DESIRE,verb
2119,BOW STRING,noun
212,FIELD,noun
2121,ARM OR HAND,noun
2123,MOUNTAIN RIDGE,noun
2124,SMELL,verb
213,FIN,noun
2130,HEADGEAR,noun
2133,STRIKE OR BEAT,verb
2134,RAISE (BRING UP),verb
2135,TRADE OR BARTER,verb
2137,MAGICIAN,noun
214,STRETCH,verb
2142,RUN AWAY,verb
2143,LONG OR TALL,other
2148,PICK,verb
