ID,Tag,Language_ID,Source_Language_ID,Name,Glottocode,Latitude,Longitude,Clade,Location,Quality
loke_chhosher,dialect:Loy:loke_chhosher:Chhosher,Loy,loke_chhosher,Chhosher,lowa1242,29.145,83.958,Other,"Chhosher, Upper Mustang, Nepal",C
loke_jharkot,dialect:Loy:loke_jharkot:Jharkot,Loy,loke_jharkot,Jharkot,lowa1242,28.81937,83.84811,Other,"Jharkot, Bahragaun, Mustang district, Nepal",C
loke_kagbeni,dialect:Loy:loke_kagbeni:Kagbeni,Loy,loke_kagbeni,Kagbeni,lowa1242,28.83717,83.78363,Other,"Kagbeni, Bahragaun, Mustang district, Nepal",C
thakali_tukuche,dialect:Ths:thakali_tukuche:Tukuche,Ths,thakali_tukuche,Tukuche,thak1245,28.7108973,83.6452283,Other,"Tukuche, Mustang district, Nepal",C
thakali_marpha,dialect:Ths:thakali_marpha:Marpha,Ths,thakali_marpha,Marpha,thak1245,28.751913,83.686234,Other,"Marpha, Mustang district, Nepal",C
thakali_thini,dialect:Ths:thakali_thini:Thini,Ths,thakali_thini,Thini,thak1245,28.7688847,83.7225591,Other,"Thini, Mustang district, Nepal",C
thakali_syang,dialect:Ths:thakali_syang:Syang,Ths,thakali_syang,Syang,thak1245,28.7752908,83.7080823,Other,"Syang, Mustang district, Nepal",C
maikoti_maikot,dialect:Kjl:maikoti_maikot:Maikot,Kjl,maikoti_maikot,Maikot,west2420,28.6765833,82.8774444,Other,"Maikot, East Rukum district, Nepal",C
maikoti_ranma,dialect:Kjl:maikoti_ranma:Ranma,Kjl,maikoti_ranma,Ranma,west2420,28.7006389,82.8578611,Other,"Ranma, East Rukum district, Nepal",C
maikoti_arjal,dialect:Kjl:maikoti_arjal:Arjal,Kjl,maikoti_arjal,Arjal,west2420,28.6791667,82.8160833,Other,"Arjal, East Rukum district, Nepal",C
maikoti_hukam,dialect:Kjl:maikoti_hukam:Hukam,Kjl,maikoti_hukam,Hukam,west2420,28.6742222,82.85825,Other,"Hukam, East Rukum district, Nepal",C
pyangaun_newar,dialect:New:pyangaun_newar:Pyangaun%20Newar,New,pyangaun_newar,Pyangaun Newar,newa1246,27.5833,85.3167,Other,"Pyangaun, Lalitpur district, Nepal",C
kochila_morang_east,dialect:KochilaTharu:kochila_morang_east:Morang%20East,KochilaTharu,kochila_morang_east,Morang East,koch1247,26.56281,87.33297,Bihari,"Gidhaniya, Morang district, Nepal",C
kochila_bara_west,dialect:KochilaTharu:kochila_bara_west:Bara%20West,KochilaTharu,kochila_bara_west,Bara West,koch1247,27.0487916,85.3098587,Bihari,"Simara, Rautahat district, Nepal; source wordlist label Bara (West)",C
kochila_siraha_central,dialect:KochilaTharu:kochila_siraha_central:Siraha%20Central,KochilaTharu,kochila_siraha_central,Siraha Central,koch1247,26.70755,86.4431,Bihari,"Jahadi, Siraha district, Nepal",C
majhi_kunauri,dialect:Majhi:majhi_kunauri:Kunauri,Majhi,majhi_kunauri,Kunauri,majh1253,27.3742833,86.0344333,Bihari,"Kunauri, Bhaluwajor VDC, Ramechhap district, Nepal",C
majhi_gaikura,dialect:Majhi:majhi_gaikura:Gaikura,Majhi,majhi_gaikura,Gaikura,majh1253,27.4035667,86.0661,Bihari,"Gaikura, Chisapani VDC, Ramechhap district, Nepal",C
majhi_majhigau,dialect:Majhi:majhi_majhigau:Majhigau,Majhi,majhi_majhigau,Majhigau,majh1253,27.2640167,86.66495,Bihari,"Majhigau, Lamidanda VDC, Khotang district, Nepal",C
majhi_pachuwar,dialect:Majhi:majhi_pachuwar:Pachuwar,Majhi,majhi_pachuwar,Pachuwar,majh1253,27.5465167,85.7642167,Bihari,"Pachuwar, Birtadeurali VDC, Kavre district, Nepal",C
bote_kawasoti,dialect:Bote:bote_kawasoti:Kawasoti,Bote,bote_kawasoti,Kawasoti,bote1238,27.5701167,84.1034667,Other,"Baghkhor and Kokitumbe, Kawasoti NP, Nawalparasi district, Nepal",C
bote_madi,dialect:Bote:bote_madi:Madi,Bote,bote_madi,Madi,bote1238,27.5037167,84.18,Other,"Pandapnagar and Bhankatta, Madi NP, Chitwan district, Nepal",C
kudiya_g1,dialect:Kudiya:kudiya_g1:G1,Kudiya,kudiya_g1,G1,kudi1237,12.42149,75.7387543,S. Dravidian I,"G1, Madikeri taluk, Kodagu district, Karnataka",C
kudiya_k1,dialect:Kudiya:kudiya_k1:K1,Kudiya,kudiya_k1,K1,kudi1237,12.315,75.09,S. Dravidian I,"K1, Hosdurg taluk, Kasargod district, Kerala",C
dotyali_doti,dialect:Dotyali:dotyali_doti:Doti,Dotyali,dotyali_doti,Doti,doty1234,29.2494503,80.9506457,E. Pahari,"Gholtada, Doti district, Nepal",C
dotyali_baitadi,dialect:Dotyali:dotyali_baitadi:Baitadi,Dotyali,dotyali_baitadi,Baitadi,doty1234,29.53715,80.70543,E. Pahari,"Dhole, Baitadi district, Nepal",C
dotyali_darchula,dialect:Dotyali:dotyali_darchula:Darchula,Dotyali,dotyali_darchula,Darchula,doty1234,29.6900645,80.6069041,E. Pahari,"Dethala, Darchula district, Nepal",C
dotyali_bajhang,dialect:Dotyali:dotyali_bajhang:Bajhang,Dotyali,dotyali_bajhang,Bajhang,doty1234,29.5508851,81.1963195,E. Pahari,"Chainpur, Bajhang district, Nepal",C
gurung_ajirkot,dialect:Gurung:gurung_ajirkot:Ajirkot,Gurung,gurung_ajirkot,Ajirkot,guru1261,28.1515556,84.6400667,Other,"Ajirkot, Gorkha district, Nepal",C
gurung_pyarjung,dialect:Gurung:gurung_pyarjung:Pyarjung,Gurung,gurung_pyarjung,Pyarjung,guru1261,28.15512,84.53017,Other,"Pyarjung, Lamjung district, Nepal",C
gurung_maling,dialect:Gurung:gurung_maling:Maling,Gurung,gurung_maling,Maling,guru1261,28.2358778,84.2890833,Other,"Maling, Lamjung district, Nepal",C
gurung_yangjakot,dialect:Gurung:gurung_yangjakot:Yangjakot,Gurung,gurung_yangjakot,Yangjakot,guru1261,28.2500361,84.1020167,Other,"Yangjakot, Kaski district, Nepal",C
gurung_birethanti,dialect:Gurung:gurung_birethanti:Birethanti,Gurung,gurung_birethanti,Birethanti,guru1261,28.3096694,84.775225,Other,"Mohoria near Birethanti, Dangsing VDC, Kaski district, Nepal",C
gurung_bhurdumpola,dialect:Gurung:gurung_bhurdumpola:Bhurdumpola,Gurung,gurung_bhurdumpola,Bhurdumpola,guru1261,28.1376361,83.8189667,Other,"Bhurdumpola, Syangja district, Nepal",C
humla_til,dialect:Humla:humla_til:Til,Humla,humla_til,Til,huml1238,30.2215333,81.4525667,Other,"Til, Limi VDC, Humla district, Nepal",C
humla_muchu,dialect:Humla:humla_muchu:Muchu,Humla,humla_muchu,Muchu,huml1238,30.0664833,81.5416333,Other,"Muchu, Muchu VDC, Humla district, Nepal",C
humla_yalbang,dialect:Humla:humla_yalbang:Yalbang,Humla,humla_yalbang,Yalbang,huml1238,30.05763,81.62784,Other,"Yalbang, Muchu VDC, Humla district, Nepal",C
humla_kermi,dialect:Humla:humla_kermi:Kermi,Humla,humla_kermi,Kermi,huml1238,30.0511667,81.6928333,Other,"Kermi, Muchu VDC, Humla district, Nepal",C
humla_yakpa,dialect:Humla:humla_yakpa:Yakpa,Humla,humla_yakpa,Yakpa,huml1238,30.0366667,81.8215,Other,"Yakpa/Hepka, Hepka VDC, Humla district, Nepal",C
humla_bargaun,dialect:Humla:humla_bargaun:Bargaun,Humla,humla_bargaun,Bargaun,huml1238,29.959,81.8526667,Other,"Bargaun, Bargaun VDC, Humla district, Nepal",C
humla_dojam,dialect:Humla:humla_dojam:Dojam,Humla,humla_dojam,Dojam,huml1238,29.9536667,81.9245,Other,"Dojam, Bargaun VDC, Humla district, Nepal",C
eastern_gorkha_tamang_kashigaun,dialect:EasternGorkhaTamang:eastern_gorkha_tamang_kashigaun:Kashigaun,EasternGorkhaTamang,eastern_gorkha_tamang_kashigaun,Kashigaun,east2346,28.1917778,84.8983722,Other,"Kashigaun, Kashigaun VDC, Gorkha district, Nepal",C
western_tamang_jharlang,dialect:WesternTamang:western_tamang_jharlang:Jharlang,WesternTamang,western_tamang_jharlang,Jharlang,west2415,28.1237778,85.0366944,Other,"Jharlang, Jharlang VDC, Dhading district, Nepal",C
western_tamang_sahugaun,dialect:WesternTamang:western_tamang_sahugaun:Sahugaun,WesternTamang,western_tamang_sahugaun,Sahugaun,west2415,27.97637,85.15427,Other,"Sahugaun, Kimtang VDC, Nuwakot district, Nepal (historically classified as Northwestern Tamang)",C
eastern_magar_dhankuta,dialect:EasternMagar:eastern_magar_dhankuta:Dhankuta,EasternMagar,eastern_magar_dhankuta,Dhankuta,east2352,26.8835778,87.4974194,Other,"Ward 2, Mudhebas VDC, Dhankuta district, Nepal",C
eastern_magar_nawalparasi,dialect:EasternMagar:eastern_magar_nawalparasi:Nawalparasi,EasternMagar,eastern_magar_nawalparasi,Nawalparasi,east2352,27.7983889,84.1529722,Other,"Arkhala, Arkhala VDC, Nawalparasi district, Nepal",C
eastern_magar_panchthar,dialect:EasternMagar:eastern_magar_panchthar:Panchthar,EasternMagar,eastern_magar_panchthar,Panchthar,east2352,27.18025,87.9301111,Other,"Hattikhemba, Prangbung VDC, Panchthar district, Nepal",C
eastern_magar_sarlahi,dialect:EasternMagar:eastern_magar_sarlahi:Sarlahi,EasternMagar,eastern_magar_sarlahi,Sarlahi,east2352,27.0530833,85.6330278,Other,"Sagarnath, Bhaktipur VDC, Sarlahi district, Nepal",C
lohorung_angala,dialect:Lohorung:lohorung_angala:Angala,Lohorung,lohorung_angala,Angala,nort2727,27.44285,87.16231,Other,"Angala, Sitalpati VDC, Sankhuwasabha district, Nepal",C
lohorung_dhupu,dialect:Lohorung:lohorung_dhupu:Dhupu,Lohorung,lohorung_dhupu,Dhupu,nort2727,27.4257,87.27035,Other,"Dhupu, Dhupu VDC, Sankhuwasabha district, Nepal",C
lohorung_gairi_pangma,dialect:Lohorung:lohorung_gairi_pangma:Gairi%20Pangma,Lohorung,lohorung_gairi_pangma,Gairi Pangma,nort2727,27.4215145,87.1863968,Other,"Gairi Pangma, Khandbari, Sankhuwasabha district, Nepal",C
southern_yamphu_devitar,dialect:SouthernYamphu:southern_yamphu_devitar:Devitar,SouthernYamphu,southern_yamphu_devitar,Devitar,sout2734,27.4622833,87.2761833,Other,"Devitar, Matsya Pokhari VDC, Sankhuwasabha district, Nepal",C
southern_yamphu_rajarani,dialect:SouthernYamphu:southern_yamphu_rajarani:Rajarani,SouthernYamphu,southern_yamphu_rajarani,Rajarani,sout2734,26.8922167,87.4135833,Other,"Rajarani, Rajarani VDC, Dhankuta district, Nepal",C
yamphu_hedangna,dialect:Yamphu:yamphu_hedangna:Hedangna,Yamphu,yamphu_hedangna,Hedangna,yamp1242,27.5846667,87.3166167,Other,"Hedangna, Pathibhara VDC, Sankhuwasabha district, Nepal",C
yamphu_khoktak,dialect:Yamphu:yamphu_khoktak:Khoktak,Yamphu,yamphu_khoktak,Khoktak,yamp1242,27.5420167,87.2939333,Other,"Khoktak, Num VDC, Sankhuwasabha district, Nepal",C
yamphu_num,dialect:Yamphu:yamphu_num:Num,Yamphu,yamphu_num,Num,yamp1242,27.53749,87.30097,Other,"Num, Num VDC, Sankhuwasabha district, Nepal",C
yamphu_seduwa,dialect:Yamphu:yamphu_seduwa:Seduwa,Yamphu,yamphu_seduwa,Seduwa,yamp1242,27.5774333,87.26195,Other,"Seduwa, Makalu VDC, Sankhuwasabha district, Nepal",C
pahari_salintar,dialect:PahariNewar:pahari_salintar:Salintar,PahariNewar,pahari_salintar,Salintar,paha1257,27.59928,85.31391,Other,"Salintar, Godawari municipality, Lalitpur district, Nepal",C
pahari_sikharpa,dialect:PahariNewar:pahari_sikharpa:Sikharpa,PahariNewar,pahari_sikharpa,Sikharpa,paha1257,27.561794,85.3192617,Other,"Sikharpa, Godawari municipality, Lalitpur district, Nepal",C
pahari_maasdada,dialect:PahariNewar:pahari_maasdada:Maasdada,PahariNewar,pahari_maasdada,Maasdada,paha1257,27.55,85.31,Other,"Maasdada/Pachma, Godawari municipality, Lalitpur district, Nepal",C
pahari_sakhatar,dialect:PahariNewar:pahari_sakhatar:Sakhatar,PahariNewar,pahari_sakhatar,Sakhatar,paha1257,27.2203744,85.4708433,Other,"Sakhatar, Bagmati rural municipality, Makwanpur district, Nepal",C
pahari_jamune,dialect:PahariNewar:pahari_jamune:Jamune,PahariNewar,pahari_jamune,Jamune,paha1257,27.67371,85.78769,Other,"Jamune, Sunkoshi rural municipality, Sindhupalchok district, Nepal",C
naaba_pibu,dialect:Naaba:naaba_pibu:Pibu,Naaba,naaba_pibu,Pibu,naab1241,27.78,87.36,Other,"Pibu (Ridak), Bhotkhola rural municipality, Sankhuwasabha district, Nepal",C
naaba_kimathanka,dialect:Naaba:naaba_kimathanka:Kimathanka,Naaba,naaba_kimathanka,Kimathanka,naab1241,27.8567209,87.4188354,Other,"Kimathanka, Bhotkhola rural municipality, Sankhuwasabha district, Nepal",C
rabha_rongdani,dialect:Rabha:rabha_rongdani:Rongdani,Rabha,rabha_rongdani,Rongdani,rabh1238,25.6,90.62,Other,"Naguapara, Meghalaya",C
rabha_maituri,dialect:Rabha:rabha_maituri:Maituri,Rabha,rabha_maituri,Maituri,rabh1238,25.56,90.7,Other,"Boro Paham, Meghalaya",C
puroik_phereng,dialect:Puroik:puroik_phereng:Phereng,Puroik,puroik_phereng,Phereng,sulu1241,27.64,93.58,Other,"Phereng, Kurung Kumey district, Arunachal Pradesh",C
puroik_gari,dialect:Puroik:puroik_gari:Gari,Puroik,puroik_gari,Gari,sulu1241,27.55,93.58,Other,"Gari, Mengio Circle, Lower Subansiri district, Arunachal Pradesh",C
puroik_chug,dialect:Puroik:puroik_chug:Chug,Puroik,puroik_chug,Chug,sulu1241,27.418,92.238,Other,"Parchu (Chug), West Kameng district, Arunachal Pradesh",C
puroik_paji,dialect:Puroik:puroik_paji:Paji,Puroik,puroik_paji,Paji,sulu1241,27.6814779,93.4919079,Other,"Paji, Nyapin, Kurung Kumey district, Arunachal Pradesh",C
bugun_singchung,dialect:Bugun:bugun_singchung:Singchung,Bugun,bugun_singchung,Singchung,bugu1246,27.2018151,92.4772724,Other,"Singchung, West Kameng district, Arunachal Pradesh",C
bugun_wangho,dialect:Bugun:bugun_wangho:Wangho,Bugun,bugun_wangho,Wangho,bugu1246,27.22,92.49,Other,"Wangho, West Kameng district, Arunachal Pradesh",C
bugun_bichom,dialect:Bugun:bugun_bichom:Bichom,Bugun,bugun_bichom,Bichom,bugu1246,27.3048995,92.6122758,Other,"Bichom, West Kameng district, Arunachal Pradesh",C
bugun_kaspi,dialect:Bugun:bugun_kaspi:Kaspi,Bugun,bugun_kaspi,Kaspi,bugu1246,27.20627,92.56119,Other,"Kaspi, West Kameng district, Arunachal Pradesh",C
bugun_namphri,dialect:Bugun:bugun_namphri:Namphri,Bugun,bugun_namphri,Namphri,bugu1246,27.23,92.53,Other,"Namphri, West Kameng district, Arunachal Pradesh",C
tagin_sippi,dialect:Tagin:tagin_sippi:Sippi,Tagin,tagin_sippi,Sippi,tagi1241,28.0669127,94.1686586,Other,"Sippi, Upper Subansiri district, Arunachal Pradesh",C
tagin_nacho,dialect:Tagin:tagin_nacho:Nacho,Tagin,tagin_nacho,Nacho,tagi1241,28.3949883,93.8379715,Other,"Nacho, Upper Subansiri district, Arunachal Pradesh",C
tagin_baki,dialect:Tagin:tagin_baki:Baki,Tagin,tagin_baki,Baki,tagi1241,28.2,94.02,Other,"Baki, Siyum, Upper Subansiri district, Arunachal Pradesh",C
tagin_taliha,dialect:Tagin:tagin_taliha:Taliha,Tagin,tagin_taliha,Taliha,tagi1241,28.2334755,94.1473547,Other,"Taliha, Upper Subansiri district, Arunachal Pradesh",C
tagin_maskia,dialect:Tagin:tagin_maskia:Maskia,Tagin,tagin_maskia,Maskia,tagi1241,28.13,94.08,Other,"Maskia, Upper Subansiri district, Arunachal Pradesh",C
tagin_takseng,dialect:Tagin:tagin_takseng:Takseng,Tagin,tagin_takseng,Takseng,tagi1241,28.37481,93.24366,Other,"Takseng, Upper Subansiri district, Arunachal Pradesh",C
nyishi_chimpu,dialect:Nyishi:nyishi_chimpu:Chimpu,Nyishi,nyishi_chimpu,Chimpu,nyis1236,27.0854415,93.5954706,Other,"Chimpu, Papum Pare district, Arunachal Pradesh",C
add,dialect:Md:add:Addu,Md,add,Addu,dhiv1236,0.6333,73.1667,Insular,"Addu, Maldives",C
al,dialect:Pas:al:Alashai,Pas,al,Alashai,nort2665,34.95,69.76,Pashai,"Alashai, Afghanistan",C
ames,dialect:Wg:ames:Amesdes,Wg,ames,Amesdes,waig1243,35.04,70.98,Nuristani,"Amesdes, Afghanistan",C
amg,dialect:Pk:amg:Ardhamagadhi,Pk,amg,Ardhamagadhi,maha1305,25.4,84.5,MIA,"Ardhamagadhi, India (approximate historical reference point)",C
ar,dialect:Pas:ar:Areti,Pas,ar,Areti,nort2666,34.75,70.72,Pashai,"Areti, Afghanistan",C
arm,dialect:Lom:arm:Armenian,Lom,arm,Armenian,loma1235,40.0691,45.0382,Migratory,Armenia (comparative-language label in the Romani source),C
as-ahraura,dialect:As:as-ahraura:Ahraura,As,as-ahraura,Ahraura,maha1305,25.02000,83.02000,MIA,"Ahraura, India (historical inscription site or regional label)",C
as-bahapur,dialect:As:as-bahapur:Bahapur,As,as-bahapur,Bahapur,maha1305,28.55856,77.25662,MIA,"Bahapur, India (historical inscription site or regional label)",C
as-brahmagiri,dialect:As:as-brahmagiri:Brahmagiri,As,as-brahmagiri,Brahmagiri,maha1305,14.81361,76.80611,MIA,"Brahmagiri, India (historical inscription site or regional label)",C
as-erragudi,dialect:As:as-erragudi:Erragudi,As,as-erragudi,Erragudi,maha1305,15.20995,77.57688,MIA,"Erragudi, India (historical inscription site or regional label)",C
as-gujarra,dialect:As:as-gujarra:Gujarra,As,as-gujarra,Gujarra,maha1305,25.57699,78.54594,MIA,"Gujarra, India (historical inscription site or regional label)",C
as-jatinga-ramesvara,dialect:As:as-jatinga-ramesvara:Jatinga-Ramesvara,As,as-jatinga-ramesvara,Jatinga-Ramesvara,maha1305,14.84972,76.79083,MIA,"Jatinga-Ramesvara, India (historical inscription site or regional label)",C
as-maski,dialect:As:as-maski:Maski,As,as-maski,Maski,maha1305,15.95723,76.64122,MIA,"Maski, India (historical inscription site or regional label)",C
as-nittur,dialect:As:as-nittur:Nittur,As,as-nittur,Nittur,maha1305,15.54717,76.83270,MIA,"Nittur, India (historical inscription site or regional label)",C
as-palkigundu,dialect:As:as-palkigundu:Palkigundu,As,as-palkigundu,Palkigundu,maha1305,15.34416,76.13694,MIA,"Palkigundu, India (historical inscription site or regional label)",C
as-panguraria,dialect:As:as-panguraria:Panguraria,As,as-panguraria,Panguraria,maha1305,22.729949,77.519910,MIA,"Panguraria, India (historical inscription site or regional label)",C
as-rajula-mandagiri,dialect:As:as-rajula-mandagiri:Rajula-Mandagiri,As,as-rajula-mandagiri,Rajula-Mandagiri,maha1305,15.43500,77.47166,MIA,"Rajula-Mandagiri, India (historical inscription site or regional label)",C
as-siddapura,dialect:As:as-siddapura:Siddapura,As,as-siddapura,Siddapura,maha1305,14.81361,76.79944,MIA,"Siddapura, India (historical inscription site or regional label)",C
as-udegolam,dialect:As:as-udegolam:Udegolam,As,as-udegolam,Udegolam,maha1305,15.52000,76.83361,MIA,"Udegolam, India (historical inscription site or regional label)",C
Astor,dialect:Sh:Astor:Astor,Sh,Astor,Astor,asto1243,35.038972,75.11025,Shinaic,"Astor, Pakistan",C
awan,dialect:awan:awan:Awankari,awan,awan,Awankari,avan1234,32.91,72.17,Lahndic,"Awankari, Pakistan",C
Bagrot,dialect:Sh:Bagrot:Bagrot,Sh,Bagrot,Bagrot,bagr1244,35.9993831,74.5122799,Shinaic,"Bagrot, Pakistan",C
barg,dialect:Kam:barg:Bargromatol,Kam,barg,Bargromatol,kamv1242,35.41,71.34,Nuristani,"Bargromatol, Afghanistan",C
bh,dialect:As:bh:Bairat%20Bhabhru,As,bh,Bairat Bhabhru,maha1305,27.45,76.18,MIA,"Bairat Bhabhru, India (historical inscription site or regional label)",C
BH,dialect:BH:BH:Bhatibari,BH,BH,Bhatibari,rang1265,26.431739,89.616265,Eastern,"Bhatibari, eastern India",C
bhid,dialect:bhad:bhid:Bhidlai,bhad,bhid,Bhidlai,bhad1241,33.29,75.87,W. Pahari,"Bhidlai, India",C
biori,dialect:Phal:biori:Biori,Phal,biori,Biori,nort2667,35.464600,71.810718,Shinaic,"Biori, Pakistan",C
bir,dialect:Kal:bir:Birir,Kal,bir,Birir,kala1372,35.65,71.73,Chitrali,"Birir, Pakistan",C
Bj,dialect:Shgh:Bj:Bajui,Shgh,Bj,Bajui,baju1247,37.50,71.79,Other,"Bajui, Gorno-Badakhshan, Tajikistan",C
BN,dialect:BH:BN:Bongaigaon,BH,BN,Bongaigaon,rang1265,26.4895061,90.5007068,Eastern,"Bongaigaon, eastern India",C
boh,dialect:RomCarp:boh:Bohemian,RomCarp,boh,Bohemian,carp1235,48.20,20.31,Migratory,"Bohemia, Czechia (comparative-language label in the Romani source)",C
Brt,dialect:Shgh:Brt:Bartangi,Shgh,Brt,Bartangi,baju1247,38.22,72.12,Other,"Bartang Valley, Gorno-Badakhshan, Tajikistan",C
bul,dialect:eur:bul:Bulgarian,eur,bul,Bulgarian,balk1252,42.67,21.17,Migratory,Bulgaria (comparative-language label in the Romani source),C
Bunji,dialect:Sh:Bunji:Bunji,Sh,Bunji,Bunji,bunj1245,35.646534,74.6166084,Shinaic,"Bunji, Pakistan",C
chil,dialect:Sh:chil:Chilas,Sh,chil,Chilas,chil1277,35.4223088,74.0871417,Shinaic,"Chilas, Pakistan",C
ChilasJelil,dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29,Sh,ChilasJelil,Chilas (Jelil),chil1277,35.4223088,74.0871417,Shinaic,"Chilas (Jelil), Pakistan",C
ChilasKhinar,dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29,Sh,ChilasKhinar,Chilas (Khinar),chil1277,35.4223088,74.0871417,Shinaic,"Chilas (Khinar), Pakistan",C
dar,dialect:Pas:dar:Darrai-i%20Nur,Pas,dar,Darrai-i Nur,sout2672,34.43,70.30,Pashai,"Darrai-i Nur, Afghanistan",C
DashkinAstor,dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29,Sh,DashkinAstor,Astor (Dashkin),asto1243,35.481018,74.766795,Shinaic,"Astor (Dashkin), Pakistan",C
deg,dialect:Pas:deg:Gorayk%20%28Degano%29,Pas,deg,Gorayk (Degano),sout2672,34.6458,70.9008,Pashai,"Gorayk (Degano), Afghanistan",C
