Report,PDF_Page,Column,Item,Gloss,Group,Site_Code,Site,Raw_Form,Status,Reason,Entry_Key
kim-ahmad-kim-sangma2011kochbd,42,0,4,star,2,b,Nokshi,taa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,4,star,2,c,Kholchanda,taa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,4,star,2,q,Uttor Nokshi,taa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,4,star,2,r,Chandabhoi,taa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,5,cloud,1,m,Nalchapra,ala,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,5,cloud,1,l,Bharatpur,adla,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,5,cloud,1,b,Nokshi,adla,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,5,cloud,1,c,Kholchanda,adla,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,5,cloud,1,r,Chandabhoi,adla,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,5,cloud,2,0,Bangla,h m,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,5,cloud,3,q,Uttor Nokshi,ap,installed,,silkochbd2011:i005:q:1
kim-ahmad-kim-sangma2011kochbd,42,0,6,rain,1,b,Nokshi,ra,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,6,rain,1,c,Kholchanda,ra,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,6,rain,1,l,Bharatpur,ra,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,6,rain,1,m,Nalchapra,ra,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,6,rain,1,q,Uttor Nokshi,ra,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,6,rain,1,r,Chandabhoi,ra,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,6,rain,2,0,Bangla,bri,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,7,rainbow,0,l,Bharatpur,,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kochbd,42,0,7,rainbow,1,m,Nalchapra,ro,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,7,rainbow,2,b,Nokshi,h ramd onuk,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,7,rainbow,2,c,Kholchanda,h ramd onuk,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,7,rainbow,2,0,Bangla,h rd nu,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,7,rainbow,2,q,Uttor Nokshi,h rd nu,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,0,7,rainbow,2,r,Chandabhoi,h rd nu,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,8,wind,1,l,Bharatpur,balua,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,8,wind,1,m,Nalchapra,balua,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,8,wind,2,b,Nokshi,lampar,installed,,silkochbd2011:i008:b:1
kim-ahmad-kim-sangma2011kochbd,42,1,8,wind,2,c,Kholchanda,lampar,installed,,silkochbd2011:i008:c:1
kim-ahmad-kim-sangma2011kochbd,42,1,8,wind,2,r,Chandabhoi,lampar,installed,,silkochbd2011:i008:r:1
kim-ahmad-kim-sangma2011kochbd,42,1,8,wind,2,q,Uttor Nokshi,nampar,installed,,silkochbd2011:i008:q:1
kim-ahmad-kim-sangma2011kochbd,42,1,8,wind,3,0,Bangla,bata,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,9,lightning,1,c,Kholchanda,rai loun i,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,9,lightning,1,b,Nokshi,raim laun i,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,9,lightning,2,l,Bharatpur,ra dilppa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,9,lightning,2,m,Nalchapra,ra dilppa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,9,lightning,3,0,Bangla,bddut mkano,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,9,lightning,4,q,Uttor Nokshi,ilkait o,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,9,lightning,5,r,Chandabhoi,rakarni,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,10,thunder,0,b,Nokshi,,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kochbd,42,1,10,thunder,1,c,Kholchanda,rapatni,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,10,thunder,1,r,Chandabhoi,rakuni,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,10,thunder,2,l,Bharatpur,ra kwa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,10,thunder,2,m,Nalchapra,ra kwa,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,10,thunder,3,0,Bangla,h m  don,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,10,thunder,4,q,Uttor Nokshi,karto,installed,,silkochbd2011:i010:q:1
kim-ahmad-kim-sangma2011kochbd,42,1,11,sea,1,0,Bangla,aor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,11,sea,1,b,Nokshi,aor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,11,sea,1,c,Kholchanda,aor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,11,sea,1,l,Bharatpur,aor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,11,sea,1,m,Nalchapra,aor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,11,sea,1,q,Uttor Nokshi,aor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,11,sea,1,r,Chandabhoi,aor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,12,mountain,0,l,Bharatpur,,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kochbd,42,1,12,mountain,1,b,Nokshi,bono,installed,,silkochbd2011:i012:b:1
kim-ahmad-kim-sangma2011kochbd,42,1,12,mountain,1,c,Kholchanda,bono,installed,,silkochbd2011:i012:c:1
kim-ahmad-kim-sangma2011kochbd,42,1,12,mountain,2,m,Nalchapra,hapri,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,12,mountain,3,0,Bangla,paha,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,12,mountain,3,q,Uttor Nokshi,paha,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,12,mountain,4,r,Chandabhoi,haku,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,13,water,1,l,Bharatpur,ti ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,13,water,1,m,Nalchapra,ti ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,42,1,13,water,1,b,Nokshi,ti,installed,,silkochbd2011:i013:b:1
kim-ahmad-kim-sangma2011kochbd,42,1,13,water,1,c,Kholchanda,ti,installed,,silkochbd2011:i013:c:1
kim-ahmad-kim-sangma2011kochbd,42,1,13,water,1,r,Chandabhoi,ti,installed,,silkochbd2011:i013:r:1
kim-ahmad-kim-sangma2011kochbd,42,1,13,water,2,0,Bangla,pani,installed,,silkochbd2011:i013:0:1
kim-ahmad-kim-sangma2011kochbd,42,1,13,water,3,q,Uttor Nokshi,tika,installed,,silkochbd2011:i013:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,14,river,1,q,Uttor Nokshi,ɡaŋ,installed,,silkochbd2011:i014:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,14,river,2,b,Nokshi,ɖʒoɾa,installed,,silkochbd2011:i014:b:1
kim-ahmad-kim-sangma2011kochbd,43,0,14,river,3,c,Kholchanda,tholoŋ,installed,,silkochbd2011:i014:c:1
kim-ahmad-kim-sangma2011kochbd,43,0,14,river,4,l,Bharatpur,tei � khar,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,0,14,river,5,m,Nalchapra,tei � muŋ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,0,14,river,6,0,Bangla,nodi,installed,,silkochbd2011:i014:0:1
kim-ahmad-kim-sangma2011kochbd,43,0,14,river,7,r,Chandabhoi,timat,installed,,silkochbd2011:i014:r:1
kim-ahmad-kim-sangma2011kochbd,43,0,15,soil/ground,1,b,Nokshi,ha#,installed,,silkochbd2011:i015:b:1
kim-ahmad-kim-sangma2011kochbd,43,0,15,soil/ground,1,c,Kholchanda,ha#,installed,,silkochbd2011:i015:c:1
kim-ahmad-kim-sangma2011kochbd,43,0,15,soil/ground,1,l,Bharatpur,ha#,installed,,silkochbd2011:i015:l:1
kim-ahmad-kim-sangma2011kochbd,43,0,15,soil/ground,1,m,Nalchapra,ha#,installed,,silkochbd2011:i015:m:1
kim-ahmad-kim-sangma2011kochbd,43,0,15,soil/ground,1,q,Uttor Nokshi,ha#,installed,,silkochbd2011:i015:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,15,soil/ground,1,r,Chandabhoi,ha#,installed,,silkochbd2011:i015:r:1
kim-ahmad-kim-sangma2011kochbd,43,0,15,soil/ground,2,0,Bangla,mati,installed,,silkochbd2011:i015:0:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,1,l,Bharatpur,doba,installed,,silkochbd2011:i016:l:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,1,m,Nalchapra,doba,installed,,silkochbd2011:i016:m:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,2,b,Nokshi,ha#dilɛka / kadoŋ,installed,,silkochbd2011:i016:b:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,2,c,Kholchanda,ha#dilɛka / kadoŋ,installed,,silkochbd2011:i016:c:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,2,r,Chandabhoi,ha#dilɛka / kadoŋ,installed,,silkochbd2011:i016:r:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,2,q,Uttor Nokshi,hadlika,installed,,silkochbd2011:i016:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,3,0,Bangla,kada,installed,,silkochbd2011:i016:0:1
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,3,b,Nokshi,ha#dilɛka / kadoŋ,installed,,silkochbd2011:i016:b:2
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,3,c,Kholchanda,ha#dilɛka / kadoŋ,installed,,silkochbd2011:i016:c:2
kim-ahmad-kim-sangma2011kochbd,43,0,16,mud,3,r,Chandabhoi,ha#dilɛka / kadoŋ,installed,,silkochbd2011:i016:r:2
kim-ahmad-kim-sangma2011kochbd,43,0,17,dust,1,b,Nokshi,hapu,installed,,silkochbd2011:i017:b:1
kim-ahmad-kim-sangma2011kochbd,43,0,17,dust,1,c,Kholchanda,haput̚,installed,,silkochbd2011:i017:c:1
kim-ahmad-kim-sangma2011kochbd,43,0,17,dust,1,r,Chandabhoi,haput̚,installed,,silkochbd2011:i017:r:1
kim-ahmad-kim-sangma2011kochbd,43,0,17,dust,2,m,Nalchapra,hadula,installed,,silkochbd2011:i017:m:1
kim-ahmad-kim-sangma2011kochbd,43,0,17,dust,3,l,Bharatpur,habukhu,installed,,silkochbd2011:i017:l:1
kim-ahmad-kim-sangma2011kochbd,43,0,17,dust,4,0,Bangla,dhula,installed,,silkochbd2011:i017:0:1
kim-ahmad-kim-sangma2011kochbd,43,0,17,dust,5,q,Uttor Nokshi,haʃɛŋ,installed,,silkochbd2011:i017:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,18,stone,1,b,Nokshi,loŋthai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,0,18,stone,1,c,Kholchanda,loŋthai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,0,18,stone,1,r,Chandabhoi,loŋthai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,0,18,stone,1,q,Uttor Nokshi,loŋthɛŋ,installed,,silkochbd2011:i018:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,18,stone,1,l,Bharatpur,roŋthai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,0,18,stone,1,m,Nalchapra,roŋthai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,0,18,stone,2,0,Bangla,pathor,installed,,silkochbd2011:i018:0:1
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,1,m,Nalchapra,han#tʃɛŋ,installed,,silkochbd2011:i019:m:1
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,1,c,Kholchanda,hatʃɛŋ,installed,,silkochbd2011:i019:c:1
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,1,l,Bharatpur,hatʃɛŋ,installed,,silkochbd2011:i019:l:1
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,2,c,Kholchanda,hatʃɛŋ,installed,,silkochbd2011:i019:c:2
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,2,l,Bharatpur,hatʃɛŋ,installed,,silkochbd2011:i019:l:2
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,2,q,Uttor Nokshi,haʃɛŋ,installed,,silkochbd2011:i019:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,2,b,Nokshi,hasɛŋ,installed,,silkochbd2011:i019:b:1
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,2,r,Chandabhoi,hasɛŋ,installed,,silkochbd2011:i019:r:1
kim-ahmad-kim-sangma2011kochbd,43,0,19,sand,3,0,Bangla,bali,installed,,silkochbd2011:i019:0:1
kim-ahmad-kim-sangma2011kochbd,43,0,20,gold,1,0,Bangla,ʃona,installed,,silkochbd2011:i020:0:1
kim-ahmad-kim-sangma2011kochbd,43,0,20,gold,1,b,Nokshi,ʃona,installed,,silkochbd2011:i020:b:1
kim-ahmad-kim-sangma2011kochbd,43,0,20,gold,1,c,Kholchanda,ʃona,installed,,silkochbd2011:i020:c:1
kim-ahmad-kim-sangma2011kochbd,43,0,20,gold,1,l,Bharatpur,ʃona,installed,,silkochbd2011:i020:l:1
kim-ahmad-kim-sangma2011kochbd,43,0,20,gold,1,m,Nalchapra,ʃona,installed,,silkochbd2011:i020:m:1
kim-ahmad-kim-sangma2011kochbd,43,0,20,gold,1,q,Uttor Nokshi,ʃona,installed,,silkochbd2011:i020:q:1
kim-ahmad-kim-sangma2011kochbd,43,0,20,gold,1,r,Chandabhoi,ʃona,installed,,silkochbd2011:i020:r:1
kim-ahmad-kim-sangma2011kochbd,43,1,21,silver,1,0,Bangla,rupa,installed,,silkochbd2011:i021:0:1
kim-ahmad-kim-sangma2011kochbd,43,1,21,silver,1,b,Nokshi,rupa,installed,,silkochbd2011:i021:b:1
kim-ahmad-kim-sangma2011kochbd,43,1,21,silver,1,c,Kholchanda,rupa,installed,,silkochbd2011:i021:c:1
kim-ahmad-kim-sangma2011kochbd,43,1,21,silver,1,l,Bharatpur,rupa,installed,,silkochbd2011:i021:l:1
kim-ahmad-kim-sangma2011kochbd,43,1,21,silver,1,m,Nalchapra,rupa,installed,,silkochbd2011:i021:m:1
kim-ahmad-kim-sangma2011kochbd,43,1,21,silver,1,q,Uttor Nokshi,rupa,installed,,silkochbd2011:i021:q:1
kim-ahmad-kim-sangma2011kochbd,43,1,21,silver,1,r,Chandabhoi,rupa,installed,,silkochbd2011:i021:r:1
kim-ahmad-kim-sangma2011kochbd,43,1,22,today,1,b,Nokshi,tain� i,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,22,today,1,c,Kholchanda,tain� i,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,22,today,1,r,Chandabhoi,tain� i,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,22,today,1,m,Nalchapra,tani,installed,,silkochbd2011:i022:m:1
kim-ahmad-kim-sangma2011kochbd,43,1,22,today,1,q,Uttor Nokshi,tini,installed,,silkochbd2011:i022:q:1
kim-ahmad-kim-sangma2011kochbd,43,1,22,today,2,l,Bharatpur,taan,installed,,silkochbd2011:i022:l:1
kim-ahmad-kim-sangma2011kochbd,43,1,22,today,3,0,Bangla,adʒ,installed,,silkochbd2011:i022:0:1
kim-ahmad-kim-sangma2011kochbd,43,1,23,yesterday,0,l,Bharatpur,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kochbd,43,1,23,yesterday,1,m,Nalchapra,mɨja,installed,,silkochbd2011:i023:m:1
kim-ahmad-kim-sangma2011kochbd,43,1,23,yesterday,1,b,Nokshi,muij� a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,23,yesterday,1,c,Kholchanda,muij� a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,23,yesterday,1,r,Chandabhoi,muij� a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,23,yesterday,2,0,Bangla,ɡ!tokal / kalke,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,23,yesterday,3,q,Uttor Nokshi,ɡanɛkai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,24,tomorrow,0,l,Bharatpur,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kochbd,43,1,24,tomorrow,1,b,Nokshi,ɡɛnɛ,installed,,silkochbd2011:i024:b:1
kim-ahmad-kim-sangma2011kochbd,43,1,24,tomorrow,1,c,Kholchanda,ɡɛnɛ,installed,,silkochbd2011:i024:c:1
kim-ahmad-kim-sangma2011kochbd,43,1,24,tomorrow,1,r,Chandabhoi,ɡɛnɛ,installed,,silkochbd2011:i024:r:1
kim-ahmad-kim-sangma2011kochbd,43,1,24,tomorrow,2,m,Nalchapra,hanɛp,installed,,silkochbd2011:i024:m:1
kim-ahmad-kim-sangma2011kochbd,43,1,24,tomorrow,3,0,Bangla,aɡamikal,installed,,silkochbd2011:i024:0:1
kim-ahmad-kim-sangma2011kochbd,43,1,24,tomorrow,4,q,Uttor Nokshi,oid� ina,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,25,week,1,b,Nokshi,hatai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,25,week,1,c,Kholchanda,hatai �,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,25,week,2,0,Bangla,ʃ!pta,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,25,week,2,l,Bharatpur,ʃ!pta,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,25,week,2,m,Nalchapra,ʃ!pta,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,25,week,2,q,Uttor Nokshi,ʃ!pta,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,25,week,2,r,Chandabhoi,ʃ!pta,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,26,month,1,l,Bharatpur,ɖʒa,installed,,silkochbd2011:i026:l:1
kim-ahmad-kim-sangma2011kochbd,43,1,26,month,1,m,Nalchapra,ɖʒa,installed,,silkochbd2011:i026:m:1
kim-ahmad-kim-sangma2011kochbd,43,1,26,month,2,0,Bangla,maʃ,installed,,silkochbd2011:i026:0:1
kim-ahmad-kim-sangma2011kochbd,43,1,26,month,2,b,Nokshi,maʃ,installed,,silkochbd2011:i026:b:1
kim-ahmad-kim-sangma2011kochbd,43,1,26,month,2,c,Kholchanda,maʃ,installed,,silkochbd2011:i026:c:1
kim-ahmad-kim-sangma2011kochbd,43,1,26,month,2,q,Uttor Nokshi,maʃ,installed,,silkochbd2011:i026:q:1
kim-ahmad-kim-sangma2011kochbd,43,1,26,month,2,r,Chandabhoi,maʃ,installed,,silkochbd2011:i026:r:1
kim-ahmad-kim-sangma2011kochbd,43,1,27,year,1,l,Bharatpur,bɨlʃi,installed,,silkochbd2011:i027:l:1
kim-ahmad-kim-sangma2011kochbd,43,1,27,year,1,m,Nalchapra,bɨlʃi,installed,,silkochbd2011:i027:m:1
kim-ahmad-kim-sangma2011kochbd,43,1,27,year,2,0,Bangla,b!tʃhor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,27,year,2,b,Nokshi,b!tʃhor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,27,year,2,c,Kholchanda,b!tʃhor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,27,year,2,q,Uttor Nokshi,b!tʃhor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,27,year,2,r,Chandabhoi,b!tʃhor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,43,1,28,day,1,l,Bharatpur,ʃan,installed,,silkochbd2011:i028:l:1
kim-ahmad-kim-sangma2011kochbd,43,1,28,day,1,m,Nalchapra,ʃan,installed,,silkochbd2011:i028:m:1
kim-ahmad-kim-sangma2011kochbd,43,1,28,day,2,b,Nokshi,sanok,installed,,silkochbd2011:i028:b:1
kim-ahmad-kim-sangma2011kochbd,43,1,28,day,2,c,Kholchanda,sanok,installed,,silkochbd2011:i028:c:1
kim-ahmad-kim-sangma2011kochbd,43,1,28,day,3,0,Bangla,dɪn,installed,,silkochbd2011:i028:0:1
kim-ahmad-kim-sangma2011kochbd,43,1,28,day,3,q,Uttor Nokshi,dɪn,installed,,silkochbd2011:i028:q:1
kim-ahmad-kim-sangma2011kochbd,43,1,28,day,3,r,Chandabhoi,dɪn,installed,,silkochbd2011:i028:r:1
kim-ahmad-kim-sangma2011kochbd,44,0,29,morning,1,l,Bharatpur,walni,installed,,silkochbd2011:i029:l:1
kim-ahmad-kim-sangma2011kochbd,44,0,29,morning,1,m,Nalchapra,walni,installed,,silkochbd2011:i029:m:1
kim-ahmad-kim-sangma2011kochbd,44,0,29,morning,2,b,Nokshi,manat̚,installed,,silkochbd2011:i029:b:1
kim-ahmad-kim-sangma2011kochbd,44,0,29,morning,2,c,Kholchanda,manat̚,installed,,silkochbd2011:i029:c:1
kim-ahmad-kim-sangma2011kochbd,44,0,29,morning,2,r,Chandabhoi,manap,installed,,silkochbd2011:i029:r:1
kim-ahmad-kim-sangma2011kochbd,44,0,29,morning,3,0,Bangla,ʃ!kal,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kochbd,44,0,29,morning,4,q,Uttor Nokshi,bihan,installed,,silkochbd2011:i029:q:1
kim-ahmad-kim-sangma2011kochbd,44,0,30,noon,1,m,Nalchapra,ʃanmaɖʒi,installed,,silkochbd2011:i030:m:1
kim-ahmad-kim-sangma2011kochbd,44,0,30,noon,2,0,Bangla,dupur,installed,,silkochbd2011:i030:0:1
kim-ahmad-kim-sangma2011kochbd,44,0,30,noon,2,b,Nokshi,dupur,installed,,silkochbd2011:i030:b:1
kim-ahmad-kim-sangma2011kochbd,44,0,30,noon,2,c,Kholchanda,dupur,installed,,silkochbd2011:i030:c:1
kim-ahmad-kim-sangma2011kochbd,44,0,30,noon,2,l,Bharatpur,dupur,installed,,silkochbd2011:i030:l:1
