Status,Reason,Proto_Burushaski_ID,Proto_Source_Key,CDIAL_ID,Claim_Source_Entry_ID,Legacy_Form_ID,Source_Key,Language_ID,Form,Gloss,Source,Prior_Relation,New_Relation,Comparison_IDs
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10113-93eae05eef89,proto-burushaski:indo-aryan:ia-10113-93eae05eef89,10113,10113,24-2291,,Bur,hīṣmāhīṣ,buffalo,backstrom1992,reflex,reflex,burushaski:ia-10113-93eae05eef89:cdial:10113:ed723aca67
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10113-93eae05eef89,proto-burushaski:indo-aryan:ia-10113-93eae05eef89,10113,10113,24-2292,,Bur,hīṣmāhīṣ,buffalo,backstrom1992,reflex,reflex,burushaski:ia-10113-93eae05eef89:cdial:10113:ed723aca67
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10174-de4d846e3312,proto-burushaski:indo-aryan:ia-10174-de4d846e3312,10174,10174,45-5872,berger-entry-6078,Bur,muk man,"to pronounce oneself face to face, to speak (to sh. mukh ""face"", mukh d- ""to speak"", kho. ""múkha"" ""face to face"" Sloan; T 10174)",berger-auto[p. 150 (printed p. 293)],reflex,reflex,burushaski:ia-10174-de4d846e3312:cdial:10174:33328d4de7
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10186-daa5ac96144c,proto-burushaski:indo-aryan:ia-10186-daa5ac96144c,10186,10186,45-5931,berger-entry-6140,Bur,murū̂ti,"man:/-man- hz.ng. curl, contract (e.g. when one has slipped and fallen, or children while sleeping) (T 10186.4)",berger-auto[p. 151 (printed p. 295)],reflex,reflex,burushaski:ia-10186-daa5ac96144c:cdial:10186:0cadba1aac
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10187-a5017fb990db,proto-burushaski:indo-aryan:ia-10187-a5017fb990db,10187,10187,45-5839,berger-entry-6046,Bur,móṭis,very fat (small livestock) (T 10187.11),berger-auto[p. 149 (printed p. 291)],reflex,reflex,burushaski:ia-10187-a5017fb990db:cdial:10187:5f0ea69a1a
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10196-05895de535b0,proto-burushaski:indo-aryan:ia-10196-05895de535b0,10196,10196,45-5959,berger-entry-6171,Bur,mút- -múś,"(bread, etc.) crumble, crumble, (into the soup) chunk",berger-auto[p. 152 (printed p. 296)],reflex,reflex,burushaski:ia-10196-05895de535b0:cdial:10196:1d7e4efa25
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10196-05895de535b0,proto-burushaski:indo-aryan:ia-10196-05895de535b0,10196,10196,45-5960,berger-entry-6171:dialect:1,Bur,mút,"(bread, etc.) crumble, crumble, (into the soup) chunk",berger-auto[p. 152 (printed p. 296)],variant,variant,burushaski:ia-10196-05895de535b0:cdial:10196:1d7e4efa25
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10196-27bfcb4ae8b8,proto-burushaski:indo-aryan:ia-10196-27bfcb4ae8b8,10196,10196,45-5893,berger-entry-6104,Bur,mun,"stump, plant, whose leaves or uppers are cut off; hindquarters, handle (ges pencil); pl., stubble -L",berger-auto[p. 151 (printed p. 294)],reflex,reflex,burushaski:ia-10196-27bfcb4ae8b8:cdial:10196:c1b7354acb
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-68c37737a483,proto-burushaski:indo-aryan:ia-10198-68c37737a483,10198,10198,45-5811,berger:p290:c2:e001,Bur,moŋ,small beans,berger-auto[p. 149 (printed p. 290)],reflex,reflex,burushaski:ia-10198-68c37737a483:cdial:10198:83af18f207
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2144,,Bur,mūŋpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2145,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2146,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2147,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2148,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2149,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2150,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2151,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10198-f3a6d31c334e,proto-burushaski:indo-aryan:ia-10198-f3a6d31c334e,10198,10198,24-2152,,Bur,mūmpʰalī,groundnut,backstrom1992,reflex,reflex,burushaski:ia-10198-f3a6d31c334e:cdial:10198:998e26b106
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10221-3114b67b3337,proto-burushaski:indo-aryan:ia-10221-3114b67b3337,10221,10221,45-5850,berger-entry-6054,Bur,muç,fist; handful,berger-auto[p. 150 (printed p. 292)],reflex,reflex,burushaski:ia-10221-3114b67b3337:cdial:10221:d1ffe74c7e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10221-3114b67b3337,proto-burushaski:indo-aryan:ia-10221-3114b67b3337,10221,10221,45-5851,berger-entry-6054:dialect:1,Bur,muṣṭ,fist; handful,berger-auto[p. 150 (printed p. 292)],variant,variant,burushaski:ia-10221-3114b67b3337:cdial:10221:d1ffe74c7e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10221-3114b67b3337,proto-burushaski:indo-aryan:ia-10221-3114b67b3337,10221,10221,45-5852,berger-entry-6054:dialect:2,Bur,muṣṭí,fist; handful,berger-auto[p. 150 (printed p. 292)],variant,variant,burushaski:ia-10221-3114b67b3337:cdial:10221:d1ffe74c7e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10250-9a8825bee449,proto-burushaski:indo-aryan:ia-10250-9a8825bee449,10250,10250,45-5885,berger-entry-6093,Bur,múlo,"turnip, pile root ; (6h. múulo ""beet"", mulií ""root""; T 10250) -úmuse múlo ng. root of the tongue",berger-auto[p. 150 (printed p. 293)],reflex,reflex,burushaski:ia-10250-9a8825bee449:cdial:10250:33328d4de7
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10292-9e9d0f2550d1,proto-burushaski:indo-aryan:ia-10292-9e9d0f2550d1,10292,10292,45-7836,berger-entry-8220,Bur,sumúdur,gentle,berger-auto[p. 196 (printed p. 385)],reflex,reflex,burushaski:ia-10292-9e9d0f2550d1:cdial:10292:d5a024e6c0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10323-9ace340cfd7e,proto-burushaski:indo-aryan:ia-10323-9ace340cfd7e,10323,10323,45-5979,berger-entry-6189,Bur,múyo,and mío ng. (bone) mark,berger-auto[p. 152 (printed p. 297)],reflex,reflex,burushaski:ia-10323-9ace340cfd7e:cdial:10323:886936b4bf
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10343-22fce96c5a70,proto-burushaski:indo-aryan:ia-10343-22fce96c5a70,10343,10343,45-5710,berger-entry-5913,Bur,mē̌ś,"?meéyaṅ Leather bag (smaller than sarmúċ, 24 - 40 pounds of grain after L) (T 10343)",berger-auto[p. 147 (printed p. 286)],reflex,reflex,burushaski:ia-10343-22fce96c5a70:cdial:10343:a0c6026f2f
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10395-86c24d8cb2a7,proto-burushaski:indo-aryan:ia-10395-86c24d8cb2a7,10395,10395,45-9718,berger-entry-10181,Bur,yaçhaláŋ,"also açhaláṅů type bilas, which appears with thunder; hz. ghost apparition, with the",berger-auto[p. 238 (printed p. 469)],reflex,reflex,burushaski:ia-10395-86c24d8cb2a7:cdial:10395:6b7b2fd6b5
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10412-1eb998ce245d,proto-burushaski:indo-aryan:ia-10412-1eb998ce245d,10412,10412,45-9895,berger-entry-10355,Bur,yoőn,see Hén,berger-auto[p. 243 (printed p. 478)],reflex,reflex,burushaski:ia-10412-1eb998ce245d:cdial:10412:61176159e1
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10412-bf79920f5435,proto-burushaski:indo-aryan:ia-10412-bf79920f5435,10412,10412,45-9727,berger-entry-10189,Bur,yáiů,"¢ mill, water mill ; ; ; ; L",berger-auto[p. 239 (printed p. 470)],reflex,reflex,burushaski:ia-10412-bf79920f5435:cdial:10412:45a48116ec
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10412-bf79920f5435,proto-burushaski:indo-aryan:ia-10412-bf79920f5435,10412,10412,45-9728,berger-entry-10189:dialect:1,Bur,yánji,"¢ mill, water mill ; ; ; ; L",berger-auto[p. 239 (printed p. 470)],variant,variant,burushaski:ia-10412-bf79920f5435:cdial:10412:45a48116ec
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10412-c9fccbba4bd2,proto-burushaski:indo-aryan:ia-10412-c9fccbba4bd2,10412,10412,45-9767,berger-entry-10235,Bur,yándar,"frame (of the sieve), border, border (cap, shield) (T 10412, not < Sh., vgł. under yáiṅ)",berger-auto[p. 240 (printed p. 472)],reflex,reflex,burushaski:ia-10412-c9fccbba4bd2:cdial:10412:d9884f4ffd
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10424-001b170167d3,proto-burushaski:indo-aryan:ia-10424-001b170167d3,10424,10424,45-9756,berger-entry-10225,Bur,yamyō̌r,hand mill L,berger-auto[p. 239 (printed p. 471)],reflex,reflex,burushaski:ia-10424-001b170167d3:cdial:10424:efb2a61803
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10479-6f6c552074d6,proto-burushaski:indo-aryan:ia-10479-6f6c552074d6,10479,10479,45-9919,berger-entry-10379,Bur,yútum,a pair (from ew.),berger-auto[p. 243 (printed p. 479)],reflex,reflex,burushaski:ia-10479-6f6c552074d6:cdial:10479:91b8b9838e
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10481-bfd04cf2ca92,proto-burushaski:indo-aryan:ia-10481-bfd04cf2ca92,10481,10481,45-4507,berger-entry-4643-dialect-1,Bur,juk,"one: touch, touch (with -ċe), meet; be available",berger-auto[p. 118 (printed p. 229)],reflex,reflex,burushaski:ia-10481-bfd04cf2ca92:cdial:10481:a5b143d318
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10493-51b20e55bcde,proto-burushaski:indo-aryan:ia-10493-51b20e55bcde,10493,10493,0-117885,,Bur,yom,pair,CDIAL,reflex,reflex,burushaski:ia-10493-51b20e55bcde:cdial:10493:a78b8840ff
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10545-2918f1d3bb04,proto-burushaski:indo-aryan:ia-10545-2918f1d3bb04,10545,10545,45-7340,berger-entry-7673,Bur,raç,"watchful, on watch",berger-auto[p. 185 (printed p. 362)],reflex,reflex,burushaski:ia-10545-2918f1d3bb04:cdial:10545:ca463c9e69
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10545-2918f1d3bb04,proto-burushaski:indo-aryan:ia-10545-2918f1d3bb04,10545,10545,45-7341,berger-entry-7673:dialect:1,Bur,bevachen,"watchful, on watch",berger-auto[p. 185 (printed p. 362)],variant,variant,burushaski:ia-10545-2918f1d3bb04:cdial:10545:ca463c9e69
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10648-cca13b4e0623,proto-burushaski:indo-aryan:ia-10648-cca13b4e0623,10648,10648,45-7391,berger-entry-7721,Bur,rag,"light, shine (from sun, moon, lamp)",berger-auto[p. 186 (printed p. 364)],reflex,reflex,burushaski:ia-10648-cca13b4e0623:cdial:10648:2c1bfa31df
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10650-0fac708e9ef3,proto-burushaski:indo-aryan:ia-10650-0fac708e9ef3,10650,10650,45-2421,berger-entry-2477,Bur,daŋráso,"(wine) half sour, half sweet (-ṅar-)",berger-auto[p. 69 (printed p. 131)],reflex,reflex,burushaski:ia-10650-0fac708e9ef3:cdial:10650:0a5e13a6d9
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10685-f052c2dafdd5,proto-burushaski:indo-aryan:ia-10685-f052c2dafdd5,10685,10685,45-7339,berger-entry-7671,Bur,rabóőù,b.g. green beans with reddish seeds,berger-auto[p. 185 (printed p. 362)],reflex,reflex,burushaski:ia-10685-f052c2dafdd5:cdial:10685:ca463c9e69
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10711-a22bf56f0970,proto-burushaski:indo-aryan:ia-10711-a22bf56f0970,10711,10711,45-7368,berger-entry-7702,Bur,ramē̌ś man,"(falcon) tamed, trained",berger-auto[p. 185 (printed p. 363)],reflex,reflex,burushaski:ia-10711-a22bf56f0970:cdial:10711:7427f71610
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10752-f92fe9337cab,proto-burushaski:indo-aryan:ia-10752-f92fe9337cab,10752,10752,45-7409,berger-entry-7737,Bur,rī̌l,copper,berger-auto[p. 186 (printed p. 364)],reflex,reflex,burushaski:ia-10752-f92fe9337cab:cdial:10752:2c1bfa31df
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10770-1d48012c8861,proto-burushaski:indo-aryan:ia-10770-1d48012c8861,10770,10770,45-7447,berger-entry-7793,Bur,rúni,leprosy,berger-auto[p. 187 (printed p. 366)],reflex,reflex,burushaski:ia-10770-1d48012c8861:cdial:10770:8476d90da8
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10830-78c9fbfff34f,proto-burushaski:indo-aryan:ia-10830-78c9fbfff34f,10830,10830,45-7429,berger-entry-7774,Bur,rō̂k,disease,berger-auto[p. 186 (printed p. 365)],reflex,reflex,burushaski:ia-10830-78c9fbfff34f:cdial:10830:4a9d1bda52
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10856-c224ab468cc8,proto-burushaski:indo-aryan:ia-10856-c224ab468cc8,10856,10856,45-7460,berger-entry-7807,Bur,rū̂s,"rúuś retribution, revenge, home pay",berger-auto[p. 187 (printed p. 367)],reflex,reflex,burushaski:ia-10856-c224ab468cc8:cdial:10856:3d4ca0444a
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10860-f7fa57e8d93c,proto-burushaski:indo-aryan:ia-10860-f7fa57e8d93c,10860,10860,45-7456,berger-entry-7803,Bur,rū̌,"scarring, healing (of the wound)",berger-auto[p. 187 (printed p. 366)],reflex,reflex,burushaski:ia-10860-f7fa57e8d93c:cdial:10860:8476d90da8
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10866-d6acf3569055,proto-burushaski:indo-aryan:ia-10866-d6acf3569055,10866,10866,45-7419,berger-entry-7766,Bur,rimizil,"has. ramízil Steinmarder (= ng. miċhír) (also re-) (dissim. < *ri-mizir, T 10866 + 10082?)",berger-auto[p. 186 (printed p. 365)],reflex,reflex,burushaski:ia-10866-d6acf3569055:cdial:10866:4a9d1bda52
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10866-d6acf3569055,proto-burushaski:indo-aryan:ia-10866-d6acf3569055,10866,10866,45-7420,berger-entry-7766:dialect:1,Bur,miċhír,"has. ramízil Steinmarder (= ng. miċhír) (also re-) (dissim. < *ri-mizir, T 10866 + 10082?)",berger-auto[p. 186 (printed p. 365)],variant,variant,burushaski:ia-10866-d6acf3569055:cdial:10866:4a9d1bda52
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10928-f43a9af45549,proto-burushaski:indo-aryan:ia-10928-f43a9af45549,10928,10928,45-5156,berger:p260:c1:e009,Bur,lā̂y,cucumber,berger-auto[p. 134 (printed p. 260)],reflex,reflex,burushaski:ia-10928-f43a9af45549:cdial:10928:c25b84b006
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10939-e61dc8e97f6d,proto-burushaski:indo-aryan:ia-10939-e61dc8e97f6d,10939,10939,45-5223,berger-entry-5342,Bur,lap,"often lápan hz.ng. mouthful, bites; part, half (bread, field, etc.) i",berger-auto[p. 135 (printed p. 262)],reflex,reflex,burushaski:ia-10939-e61dc8e97f6d:cdial:10939:4528dcd38c
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-10988-c1090041fe15,proto-burushaski:indo-aryan:ia-10988-c1090041fe15,10988,10988,45-5273,berger-entry-5414,Bur,lē̌ç,"cutting the grain, harvesting",berger-auto[p. 136 (printed p. 265)],reflex,reflex,burushaski:ia-10988-c1090041fe15:cdial:10988:10ae5169e0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11054-7631792d6651,proto-burushaski:indo-aryan:ia-11054-7631792d6651,11054,11054,45-5270,berger-entry-5412,Bur,lédo,"l also -muċ, -io bastard, mixed breed, not pure offspring",berger-auto[p. 136 (printed p. 265)],reflex,reflex,burushaski:ia-11054-7631792d6651:cdial:11054:10ae5169e0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11054-7631792d6651,proto-burushaski:indo-aryan:ia-11054-7631792d6651,11054,11054,45-5271,berger-entry-5412:dialect:1,Bur,lódo,"l also -muċ, -io bastard, mixed breed, not pure offspring",berger-auto[p. 136 (printed p. 265)],variant,variant,burushaski:ia-11054-7631792d6651:cdial:11054:10ae5169e0
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11072-550a4d6e9818,proto-burushaski:indo-aryan:ia-11072-550a4d6e9818,11072,11072,45-5390,berger-entry-5544,Bur,lúgo,"weak, weak, thin (T 11072)",berger-auto[p. 139 (printed p. 270)],reflex,reflex,burushaski:ia-11072-550a4d6e9818:cdial:11072:239e81f180
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11072-fb34fd17e5d4,proto-burushaski:indo-aryan:ia-11072-fb34fd17e5d4,11072,11072,45-5332,berger-entry-5482,Bur,loq,"zuċ, hz. also -ánė rags, ragged clothes ; ; 155",berger-auto[p. 138 (printed p. 268)],reflex,reflex,burushaski:ia-11072-fb34fd17e5d4:cdial:11072:d2a237f1ae
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11077-3363e4c8edb9,proto-burushaski:indo-aryan:ia-11077-3363e4c8edb9,11077,11077,45-5329,berger-entry-5480,Bur,lō̂to,"hbz.ng. -mu skein (of yarn, string, etc.)",berger-auto[p. 138 (printed p. 268)],reflex,reflex,burushaski:ia-11077-3363e4c8edb9:cdial:11077:d2a237f1ae
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11077-3363e4c8edb9,proto-burushaski:indo-aryan:ia-11077-3363e4c8edb9,11077,11077,45-5330,berger-entry-5480:dialect:1,Bur,lóṭi,"hbz.ng. -mu skein (of yarn, string, etc.)",berger-auto[p. 138 (printed p. 268)],variant,variant,burushaski:ia-11077-3363e4c8edb9:cdial:11077:d2a237f1ae
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11078-c685efb10d01,proto-burushaski:indo-aryan:ia-11078-c685efb10d01,11078,11078,45-5336,berger-entry-5486,Bur,lot man,"hz.ng. wrinkled, wrinkled; cowering (from grief), contracting; ng. (butter) colliding together",berger-auto[p. 138 (printed p. 268)],reflex,reflex,burushaski:ia-11078-c685efb10d01:cdial:11078:d2a237f1ae
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11142-68af576e9090,proto-burushaski:indo-aryan:ia-11142-68af576e9090,11142,11142,45-5318,berger:p267:c2:e004,Bur,lói,only ng. fox,berger-auto[p. 137 (printed p. 267)],reflex,reflex,burushaski:ia-11142-68af576e9090:cdial:11142:2bba341903
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11158-429c0308e9e0,proto-burushaski:indo-aryan:ia-11158-429c0308e9e0,11158,11158,45-5322,berger-entry-5473,Bur,lō̂bat,"ét- (furuncles) sting; violent beating (red skin, T 11158 + baf?)",berger-auto[p. 137 (printed p. 267)],reflex,reflex,burushaski:ia-11158-429c0308e9e0:cdial:11158:2bba341903
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11158-d35b720293f2,proto-burushaski:indo-aryan:ia-11158-d35b720293f2,11158,11158,45-5388,berger:p270:c1:e009,Bur,+ltʰalen,see -talén,berger-auto[p. 139 (printed p. 270)],reflex,reflex,burushaski:ia-11158-d35b720293f2:cdial:11158:239e81f180
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11225-7d557078be94,proto-burushaski:indo-aryan:ia-11225-7d557078be94,11225,11225,20-29,berger:gold:cdial11225:baidaar,Bur,baiḍā̌r,"impudence, impudence",berger[p. 31],reflex,reflex,burushaski:ia-11225-7d557078be94:cdial:11225:c52e1ca66c
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11235-c2323373ad62,proto-burushaski:indo-aryan:ia-11235-c2323373ad62,11235,11235,45-591,berger:p036:c2:e004,Bur,banō̌,flesh and food that the Mir to Bophao and Nauros distributes to the people,berger-auto[p. 21 (printed p. 36)],reflex,reflex,burushaski:ia-11235-c2323373ad62:cdial:11235:5d0d2e884a
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11235-c2323373ad62,proto-burushaski:indo-aryan:ia-11235-c2323373ad62,11235,11235,45-592,berger:p036:c2:e004:dialect:1,Bur,banú,flesh and food that the Mir to Bophao and Nauros distributes to the people,berger-auto[p. 21 (printed p. 36)],variant,variant,burushaski:ia-11235-c2323373ad62:cdial:11235:5d0d2e884a
converted,Burushaski--CDIAL claim moved from ancestry to comparison layer,pbsk-ia-11241-5c95bfcd482f,proto-burushaski:indo-aryan:ia-11241-5c95bfcd482f,11241,11241,45-431,berger-entry-411,Bur,baċhár,"play: cockfighting, where one leg is held with one hand `",berger-auto[p. 17 (printed p. 28)],reflex,reflex,burushaski:ia-11241-5c95bfcd482f:cdial:11241:a55cd8af67
