ID,Entry_ID,Compared_Entry_ID,Relation,Direction,Confidence,Source,Evidence
cdial:50:dedr:d5,50,d5,loan,entry-from-compared,high,CDIAL[entry 50],"Turner derives agasti- 'Sesbania grandiflora' from Dravidian; DEDR 5 contains Ta. akatti, Tu. agase-mara/agasti, and other names for the same plant."
cdial:191:dedr:d72,191,d72,loan,entry-from-compared,high,CDIAL[entry 191],"Turner derives *aḍḍi/*aḍi- 'heel' from Dravidian and explicitly cites Ta./Ka. aḍi and Te. aḍugu 'foot, footstep', the forms collected in DEDR 72."
cdial:1695:dedr:d1039,1695,d1039,loan,entry-from-compared,medium,CDIAL[entry 1695],"Turner compares uḍupa- 'raft' with a probably Dravidian boat word and cites Ta. ōṭam; DEDR 1039 contains Ta./Ma. ōṭam 'boat, raft'."
cdial:2547:dedr:d587,2547,d587,loan,entry-from-compared,medium,CDIAL[entry 2547],"Turner compares *ōḍḍh- 'put on, wear, cover' with Ta. uṭu-, Ka. uḍu-, and Te. uḍupu; DEDR 587 is the corresponding Dravidian 'put on clothes, dress' set."
cdial:2688:dedr:d1104,2688,d1104,related,undetermined,low,CDIAL[entry 2688],"Turner considers kaṇḍū- 'itching; sexual desire' Dravidian or Austroasiatic and cross-refers to kacchū-. DEDR 1104 contains Ka. kajji/gajji, Te. kasi, and related forms meaning 'itch' or 'itching, desire'; the formal connection and direction remain uncertain."
cdial:2723:dedr:d1171,2723,d1171,loan,entry-from-compared,medium,CDIAL[entry 2723],"Turner treats kanda- 'bulbous root' as probably Dravidian; DEDR 1171 contains Ta. kaṇṭa and Ka. gaḍḍe/geḍḍe 'bulbous root', especially the root of the lotus."
cdial:2813:dedr:d2550,2813,d2550,loan,entry-from-compared,high,CDIAL[entry 2813],"Turner derives karōṭi- 'cup, skull' probably from Dravidian and explicitly cites Ta. ciraṭṭai 'coconut shell, begging bowl', the form recorded in DEDR 2550."
cdial:2963:dedr:d1187,2963,d1187,loan,entry-from-compared,high,CDIAL[entry 2963],"Turner considers kavāṭa-/kapāṭa- 'door leaf' probably Dravidian; DEDR 1187 contains Ta. katavu/katavam, Ma. katavu/kataku, and Ka. kadavu 'door, door leaf'."
cdial:3023:dedr:d1160,3023,d1160,loan,entry-from-compared,high,CDIAL[entry 3023],Turner derives kāṇḍa- 'joint of a plant' probably from Dravidian and cites Ta. kaṇ; DEDR 1160 contains Ta./Ka. kaṇ and Te. kaṇupu 'joint or node of bamboo or cane'.
cdial:3264:dedr:d1651,3264,d1651,loan,entry-from-compared,high,CDIAL[entry 3264],"Turner derives kuṇḍa- 'bowl, waterpot, basin' from Dravidian and cites Ta. kuṭam and Ka. guṇḍi; DEDR 1651 contains the Dravidian pot, pitcher, and vessel family."
cdial:3340:dedr:d1883,3340,d1883,loan,entry-from-compared,high,CDIAL[entry 3340],"For the 'nest' sense of kulāya-, Turner cites Ta. kūṭu and Ka./Te./Tu. gūḍu; these forms constitute DEDR 1883 'nest, cage, hollow'."
cdial:3340:dedr:d1884,3340,d1884,loan,entry-from-compared,high,CDIAL[entry 3340],"For the 'woven receptacle, basket' sense of kulāya-, Turner cites Ta. kuṭai, Ma. kūṭa, Ka./Tu. gūḍe, and Te. gūḍa; DEDR 1884 is the corresponding basket set."
cdial:3350:dedr:d1884,3350,d1884,loan,entry-from-compared,medium,CDIAL[entry 3350],Turner derives kulya- 'winnowing basket' from Dravidian through the kulāya- comparison; DEDR 1884 contains the cited Dravidian basket family.
cdial:3412:dedr:d1705,3412,d1705,loan,entry-from-compared,high,CDIAL[entry 3412],"Turner derives kūrdati 'leaps, jumps' probably from Dravidian and explicitly cites Ta. kuti and Ka. gudi 'jump, spring', the forms collected in DEDR 1705."
cdial:4216:dedr:d1829,4216,d1829,loan,entry-from-compared,medium,CDIAL[entry 4216],"Turner derives gulpha-/kulpha- 'ankle' from Dravidian and cites Ta. kuḷampu 'hoof'; DEDR 1829 also includes Toda kwïḷx 'lower leg joints down to the hoof, wrist'."
cdial:4286:dedr:d592,4286,d592,loan,entry-from-compared,medium,CDIAL[entry 4286],"Turner considers gōdhā- 'large lizard, iguana' probably Dravidian but remodeled by folk etymology; DEDR 592 contains Ta./Ma. uṭumpu 'iguana'."
cdial:5860:dedr:d624,5860,d624,related,undetermined,low,CDIAL[entry 5860],"Turner discusses Dravidian and Munda analyses of tundi-/tuṇḍi- 'navel'; DEDR 624 contains Ta. unti and Ma. unti/tunti 'navel, belly'. Direction is left open because the source attribution is explicitly disputed."
cdial:7647:dedr:d1688,7647,d1688,related,undetermined,low,CDIAL[entry 7647],"Turner includes paṅgu- 'lame, crippled' among possibly Dravidian or Munda words for bodily defects; DEDR 1688 is the widespread Dravidian kuṇṭ-/kuṇṭi 'be lame, limp; cripple' family, but the formal match is weak."
cdial:16:dedr:d23,16,d23,loan,entry-from-compared,high,CDIAL[entry 16],Ta. akkai 'elder sister' is in DEDR 23.
cdial:179:dedr:d83,179,d83,loan,entry-from-compared,medium,CDIAL[entry 179],CDIAL sends *aṭṭ- 'obstruct' to the *aḍ- group; DEDR 83 is the matching Dravidian obstruct/stop set.
cdial:222:dedr:d142,222,d142,loan,entry-from-compared,high,CDIAL[entry 222],Ta. attai and the corresponding aunt/mother-in-law forms are in DEDR 142.
cdial:292:dedr:d327,292,d327,loan,entry-from-compared,high,CDIAL[entry 292],"DEDR 327 has Ta. aṉal, Ma. anal and Ka. analu 'fire, heat'."
cdial:2622:dedr:d1278,2622,d1278,related,undetermined,low,CDIAL[entry 2622],"DEDR 1278 contains Ta./Ma. kari 'charcoal, lampblack' in the *kar- 'black, scorched' family; CDIAL also leaves Munda open."
cdial:2652:dedr:d1299,2652,d1299,loan,entry-from-compared,high,CDIAL[entry 2652],"Ka. kalapu 'miscellaneous mass' and Ma. kalappu 'whole, sum' match 'collection'."
cdial:2727:dedr:d2766,2727,d2766,loan,entry-from-compared,high,CDIAL[entry 2727],DEDR 2766 ceṇṭu/ceṇḍu is the widespread Dravidian word for a playing ball.
cdial:2740:dedr:d1342,2740,d1342,related,undetermined,low,CDIAL[entry 2740],DEDR 1342 includes Te. gavva 'cowrie' beside kavva- forms; the internal relationship and direction are uncertain.
cdial:2764:dedr:d256,2764,d256,related,undetermined,low,CDIAL[entry 2764],"DEDR 256 is a native Dravidian lotus set, but CDIAL supplies no particular Dravidian form and the formal match is weak."
cdial:2795:dedr:d1265,2795,d1265,loan,entry-from-compared,medium,CDIAL[entry 2795],"DEDR 1265 contains Ka. karaku/garaku and Te. karagasamu 'saw, saw teeth', matching CDIAL's krakara-/karakaya- comparison."
cdial:2851:dedr:d1355,2851,d1355,related,undetermined,low,CDIAL[entry 2851],DEDR 1355 contains Ka. garde/gadde 'field'; CDIAL cites historical galde/gardde/gadde in its Dravidian hole/field comparison.
cdial:2918:dedr:d1297,2918,d1297,loan,entry-from-compared,high,CDIAL[entry 2918],"DEDR 1297 contains Ta./Ka. kal- and Gondi kar- 'learn', exactly CDIAL's comparanda."
cdial:2927:dedr:d1297,2927,d1297,loan,entry-from-compared,high,CDIAL[entry 2927],The 'practical art' noun is referred to kalayati; DEDR 1297 includes Ta. kalai 'arts and sciences'.
cdial:2955:dedr:d240,2955,d240,loan,entry-from-compared,medium,CDIAL[entry 2955],DEDR 240 contains Ta./Ma./Te. alai/ala 'wave'; the formal derivation of kallōla remains non-transparent.
cdial:3031:dedr:d1418,3031,d1418,loan,entry-from-compared,medium,CDIAL[entry 3031],CDIAL explicitly groups kāntāra with kānana; DEDR 1418 is already compared with CDIAL kānana 3028.
cdial:3037:dedr:d2054,3037,d2054,loan,entry-from-compared,medium,CDIAL[entry 3037],"DEDR 2054 is the kuṭ-/koṭ- 'crooked, bent' set and includes Kolami koṭe 'false'."
cdial:3149:dedr:d1931,3149,d1931,loan,entry-from-compared,medium,CDIAL[entry 3149],DEDR 1931 supplies the kēsu/kisu 'redness' base required by Mayrhofer's *kīsuka 'red tree'.
cdial:3268:dedr:d1695,3268,d1695,related,undetermined,medium,CDIAL[entry 3268],"DEDR 1695 guṇḍu denotes round/globular objects and beads, a plausible base for 'ring, coil'."
cdial:3341:dedr:d1651,3341,d1651,loan,entry-from-compared,medium,CDIAL[entry 3341],CDIAL assigns kulāla to the Dravidian pot-word complex; DEDR 1651 is the kuṭam/koḍa pot family.
cdial:3354:dedr:d1651,3354,d1651,loan,entry-from-compared,medium,CDIAL[entry 3354],CDIAL explicitly groups *kulla 'pot' with the pot words represented by DEDR 1651.
cdial:3392:dedr:d1882,3392,d1882,loan,entry-from-compared,high,CDIAL[entry 3392],"DEDR 1882 has Ta./Ma. kūṭṭam and Te. kūṭamu 'assembly, heap, crowd'."
cdial:3393:dedr:d2064,3393,d2064,loan,entry-from-compared,medium,CDIAL[entry 3393],"DEDR 2064 koṭṭ-/kuṭ- 'strike, dig' includes hoe/spade nouns appropriate to a ploughshare."
cdial:3395:dedr:d1914,3395,d1914,related,undetermined,medium,CDIAL[entry 3395],"DEDR 1914 contains Brahui kūṭī 'hornless', CDIAL's proposed bridge to 'defective, false'."
cdial:3465:dedr:d2004,3465,d2004,related,undetermined,low,CDIAL[entry 3465],"DEDR 2004 contains native names for Colocasia antiquorum, one of CDIAL kēmuka's referents; no close form survives."
cdial:3502:dedr:d1651,3502,d1651,loan,entry-from-compared,medium,CDIAL[entry 3502],CDIAL sends *kōḍamba 'pot' to the same Dravidian pot complex represented by DEDR 1651.
cdial:3954:dedr:d1519,3954,d1519,related,undetermined,low,CDIAL[entry 3954],CDIAL compares Dravidian words under *gicc-; DEDR 1519 and 1520 independently cite CDIAL 4153 *gicc-.
cdial:3954:dedr:d1520,3954,d1520,related,undetermined,low,CDIAL[entry 3954],CDIAL compares Dravidian words under *gicc-; DEDR 1519 and 1520 independently cite CDIAL 4153 *gicc-.
cdial:3977:dedr:d1148,3977,d1148,loan,entry-from-compared,medium,CDIAL[entry 3977],"DEDR 1148 includes Te. gaḍḍa 'lump; boil, ulcer' and the wider hardening/swelling family."
cdial:3997:dedr:d1148,3997,d1148,loan,entry-from-compared,high,CDIAL[entry 3997],"Te. gaḍḍa 'lump; boil, ulcer' in DEDR 1148 is an exact form-and-meaning comparison."
cdial:3999:dedr:d1337,3999,d1337,loan,entry-from-compared,medium,CDIAL[entry 3999],DEDR 1337 contains the Ta. kavuḷ/Ma. kaviḷ/Te. gauda 'cheek' family.
cdial:4089:dedr:d1337,4089,d1337,loan,entry-from-compared,medium,CDIAL[entry 4089],DEDR 1337 is the closest Dravidian cheek family and CDIAL groups galla with gaṇḍa.
cdial:4248:dedr:d2766,4248,d2766,loan,entry-from-compared,high,CDIAL[entry 4248],DEDR 2766 ceṇṭu/ceṇḍu 'playing ball' closely matches gēnduka/gēṇḍu.
cdial:4474:dedr:d1595,4474,d1595,loan,entry-from-compared,high,CDIAL[entry 4474],"DEDR 1595 has Ka. giṟi/giṟu and Te. giragira 'go round, whirl'."
cdial:4479:dedr:d1946,4479,d1946,loan,entry-from-compared,medium,CDIAL[entry 4479],"DEDR 1946 includes Tulu gaṇṭu 'ankle, knot, joint', matching the ghuṇṭa variant and joint semantics."
cdial:4497:dedr:d1907,4497,d1907,loan,entry-from-compared,medium,CDIAL[entry 4497],"DEDR 1907 has Gondi/Konda gūr- 'roll over', matching CDIAL's proposed Dravidian *ghūr-."
cdial:4569:dedr:d2664,4569,d2664,loan,entry-from-compared,high,CDIAL[entry 4569],"DEDR 2664 Ta. cuṇṭu/coṇṭu and related forms mean 'bill, beak'."
cdial:5091:dedr:d2313,5091,d2313,loan,entry-from-compared,high,CDIAL[entry 5091],"DEDR 2313 Ka./Te. jaḍḍa means 'union, near, connected', matching 'joins; joining, pair'."
cdial:5254:dedr:d2648,5254,d2648,related,undetermined,low,CDIAL[entry 5254],"DEDR 2648 contains Ka. juṅgu, but its present gloss 'dangling tatter/turban end' conflicts with CDIAL's cited 'pubic hair'."
cdial:5827:dedr:d854,5827,d854,related,undetermined,low,CDIAL[entry 5827],DEDR 854 eḷ/eḷḷu is the closest native Dravidian sesame family; CDIAL itself prefers a Munda source.
cdial:6934:dedr:d3582,6934,d3582,related,undetermined,medium,CDIAL[entry 6934],"DEDR 3582 naṭ-/naḍ- 'walk, move, dance, skip' is formally exact but only semantically adjacent to 'tremble, totter'."
cdial:6936:dedr:d2909,6936,d2909,influence,entry-from-compared,medium,CDIAL[entry 6936],"DEDR 2909 has Ka. naḷḷu 'reed'; DEDR 2931 has Ta. ñeḷ 'be hollow' and Ka. naḷḷu 'depression', CDIAL's two cited contact forms."
cdial:6936:dedr:d2931,6936,d2931,influence,entry-from-compared,medium,CDIAL[entry 6936],"DEDR 2909 has Ka. naḷḷu 'reed'; DEDR 2931 has Ta. ñeḷ 'be hollow' and Ka. naḷḷu 'depression', CDIAL's two cited contact forms."
cdial:7075:dedr:d3651,7075,d3651,related,undetermined,low,CDIAL[entry 7075],Partial compound match only: DEDR 3651 contains Ta. nāri 'fibrous covering of a coconut-palm leaf stalk'; CDIAL's second member kēḷi has no DEDR entry.
cdial:7696:dedr:d3082,7696,d3082,related,undetermined,medium,CDIAL[entry 7696],DEDR 3082 Ta. tappaṭṭam/tappaṭṭai and Te. tappeṭa denote drums and closely match paṭaha by metathesis.
cdial:7780:dedr:d4018,7780,d4018,loan,entry-from-compared,high,CDIAL[entry 7780],"CDIAL cites Kurux padda and cross-refers to pallī; DEDR 4018 is the paḷḷi/palle 'hamlet, village' family."
cdial:8181:dedr:d4142,8181,d4142,related,undetermined,low,CDIAL[entry 8181],DEDR 4142 contains Gondi pitta- 'bile' and notes the corresponding South Dravidian pitta forms; CDIAL prefers Munda.
cdial:8253:dedr:d4452,8253,d4452,loan,entry-from-compared,medium,CDIAL[entry 8253],"DEDR 4452 contains pottu/pōttu 'hole, hollow, cavity', matching CDIAL's *pōṭṭa comparison."
cdial:9124:dedr:d1688,9124,d1688,related,undetermined,low,CDIAL[entry 9124],"DEDR 1688 is the widespread kuṇṭ-/kuṇṭi 'lame, crippled' family; CDIAL only invokes a general Dravidian/Munda bodily-defect stratum."
cdial:9742:dedr:d4919,9742,d4919,loan,entry-from-compared,high,CDIAL[entry 9742],"DEDR 4919 contains Ta. muṭalai 'ball, globe', the exact form cited in Burrow's *mŏṇḍale proposal."
cdial:10059:dedr:d295,10059,d295,influence,entry-from-compared,low,CDIAL[entry 10059],"DEDR 295 is Ta. aḷa/aḷavu 'measure'; DEDR 63 supplies aḍagu 'be contained', the semantic alternation cited by CDIAL."
cdial:10059:dedr:d63,10059,d63,influence,entry-from-compared,low,CDIAL[entry 10059],"DEDR 295 is Ta. aḷa/aḷavu 'measure'; DEDR 63 supplies aḍagu 'be contained', the semantic alternation cited by CDIAL."
cdial:10150:dedr:d4932,10150,d4932,loan,entry-from-compared,high,CDIAL[entry 10150],"DEDR 4932 contains Parji muṭka 'blow with fist' and Kurux muṭkā 'fist', CDIAL's exact forms."
cdial:10223:dedr:d4628,10223,d4628,related,undetermined,low,CDIAL[entry 10223],"CDIAL sends musala 'pestle' to maṣati; the latter is already compared with DEDR 4628 Ka. masagu 'rub, whet'."
cdial:12115:dedr:d5479,12115,d5479,loan,entry-from-compared,medium,CDIAL[entry 12115],"The old DED 4558 footer is lost, but its cited Kurux bīṛī and Malto béru survive in DEDR 5479 and 5517 respectively."
cdial:12115:dedr:d5517,12115,d5517,loan,entry-from-compared,medium,CDIAL[entry 12115],"The old DED 4558 footer is lost, but its cited Kurux bīṛī and Malto béru survive in DEDR 5479 and 5517 respectively."
cdial:13267:dedr:d343,13267,d343,loan,entry-from-compared,medium,CDIAL[entry 13267],"The old DED 288 footer is lost, but CDIAL's cited Ta. āccā 'Shorea robusta' survives in DEDR 343."
cdial:13392:dedr:d2599,13392,d2599,loan,entry-from-compared,high,CDIAL[entry 13392],"DEDR 2599 contains Ta. cīku 'broom-grass', CDIAL's exact comparandum."
