Language_ID	Parameter_ID	Form	Gloss	Native	Phonemic	Notes	Source	Cognateset	Etymology	Entry_Key	Variant_Of_Key	Borrowed_From_Key	Derivation_Parent_Keys	Tags
markodi_vannarkadav		illɨ	House		illɨ	JLSR 2025-005 physical p.29 / printed p.23 / item 24 / MTV / left column	canvin2025[p. 23, item 24, MTV]			sil-mavilan-2025-024-mtv				
markodi_ennappara		illɨ	House		illɨ	JLSR 2025-005 physical p.29 / printed p.23 / item 24 / MTE / left column	canvin2025[p. 23, item 24, MTE]			sil-mavilan-2025-024-mte				
markodi_pannithadam		mond̪ajʌm	Roof		mond̪ajʌm	JLSR 2025-005 physical p.29 / printed p.23 / item 25 / MTP / left column	canvin2025[p. 23, item 25, MTP]			sil-mavilan-2025-025-mtp				
markodi_vannarkadav		mond̪ajʌm	Roof		mond̪ajʌm	JLSR 2025-005 physical p.29 / printed p.23 / item 25 / MTV / left column	canvin2025[p. 23, item 25, MTV]			sil-mavilan-2025-025-mtv				
markodi_ennappara		mond̪æjem	Roof		mond̪æjem	JLSR 2025-005 physical p.29 / printed p.23 / item 25 / MTE / left column	canvin2025[p. 23, item 25, MTE]			sil-mavilan-2025-025-mte				
markodi_pannithadam		vakil	Door		vakil	JLSR 2025-005 physical p.29 / printed p.23 / item 26 / MTP / middle column	canvin2025[p. 23, item 26, MTP]			sil-mavilan-2025-026-mtp				
markodi_vannarkadav		vat̪il	Door		vat̪il	JLSR 2025-005 physical p.29 / printed p.23 / item 26 / MTV / middle column	canvin2025[p. 23, item 26, MTV]			sil-mavilan-2025-026-mtv				
markodi_ennappara		vakːil	Door		vakːil	JLSR 2025-005 physical p.29 / printed p.23 / item 26 / MTE / middle column	canvin2025[p. 23, item 26, MTE]			sil-mavilan-2025-026-mte				
markodi_pannithadam		kolli	Firewood		kolli	JLSR 2025-005 physical p.29 / printed p.23 / item 27 / MTP / middle column	canvin2025[p. 23, item 27, MTP]			sil-mavilan-2025-027-mtp				
markodi_vannarkadav		kolːi	Firewood		kolːi	JLSR 2025-005 physical p.29 / printed p.23 / item 27 / MTV / middle column	canvin2025[p. 23, item 27, MTV]			sil-mavilan-2025-027-mtv				
markodi_ennappara		kolli	Firewood		kolli	JLSR 2025-005 physical p.29 / printed p.23 / item 27 / MTE / middle column	canvin2025[p. 23, item 27, MTE]			sil-mavilan-2025-027-mte				
markodi_pannithadam		mɑːtʃi	Broom		mɑːtʃi	JLSR 2025-005 physical p.29 / printed p.23 / item 28 / MTP / middle column	canvin2025[p. 23, item 28, MTP]			sil-mavilan-2025-028-mtp				
markodi_vannarkadav		matʃːi	Broom		matʃːi	JLSR 2025-005 physical p.29 / printed p.23 / item 28 / MTV / middle column	canvin2025[p. 23, item 28, MTV]			sil-mavilan-2025-028-mtv				
markodi_ennappara		mɑːtʃːi	Broom		mɑːtʃːi	JLSR 2025-005 physical p.29 / printed p.23 / item 28 / MTE / middle column	canvin2025[p. 23, item 28, MTE]			sil-mavilan-2025-028-mte				
markodi_pannithadam		tʃigida	Mortar (for grain)		tʃigida	JLSR 2025-005 physical p.29 / printed p.23 / item 29 / MTP / middle column	canvin2025[p. 23, item 29, MTP]			sil-mavilan-2025-029-mtp				
markodi_vannarkadav		tʃigida	Mortar (for grain)		tʃigida	JLSR 2025-005 physical p.29 / printed p.23 / item 29 / MTV / middle column	canvin2025[p. 23, item 29, MTV]			sil-mavilan-2025-029-mtv				
markodi_ennappara		tʃigida	Mortar (for grain)		tʃigida	JLSR 2025-005 physical p.29 / printed p.23 / item 29 / MTE / middle column	canvin2025[p. 23, item 29, MTE]			sil-mavilan-2025-029-mte				
markodi_pannithadam		dʒigar	Pestle		dʒigar	JLSR 2025-005 physical p.29 / printed p.23 / item 30 / MTP / middle column	canvin2025[p. 23, item 30, MTP]			sil-mavilan-2025-030-mtp				
markodi_vannarkadav		dʒiːger	Pestle		dʒiːger	JLSR 2025-005 physical p.29 / printed p.23 / item 30 / MTV / middle column	canvin2025[p. 23, item 30, MTV]			sil-mavilan-2025-030-mtv				
markodi_ennappara		dʒigːer	Pestle		dʒigːer	JLSR 2025-005 physical p.29 / printed p.23 / item 30 / MTE / middle column	canvin2025[p. 23, item 30, MTE]			sil-mavilan-2025-030-mte				
markodi_pannithadam		tʃuttikɑ	Hammer		tʃuttikɑ	JLSR 2025-005 physical p.29 / printed p.23 / item 31 / MTP / middle column	canvin2025[p. 23, item 31, MTP]			sil-mavilan-2025-031-mtp				
markodi_vannarkadav		tsitːga	Hammer		tsitːga	JLSR 2025-005 physical p.29 / printed p.23 / item 31 / MTV / middle column	canvin2025[p. 23, item 31, MTV]			sil-mavilan-2025-031-mtv				
markodi_ennappara		tʃuttige	Hammer		tʃuttige	JLSR 2025-005 physical p.29 / printed p.23 / item 31 / MTE / middle column	canvin2025[p. 23, item 31, MTE]			sil-mavilan-2025-031-mte				
markodi_pannithadam		katːi	Knife (small)		katːi	JLSR 2025-005 physical p.29 / printed p.23 / item 32 / MTP / middle column	canvin2025[p. 23, item 32, MTP]			sil-mavilan-2025-032-mtp				
markodi_vannarkadav		kat̪i	Knife (small)		kat̪i	JLSR 2025-005 physical p.29 / printed p.23 / item 32 / MTV / middle column	canvin2025[p. 23, item 32, MTV]			sil-mavilan-2025-032-mtv				
markodi_ennappara		kæt̪i	Knife (small)		kæt̪i	JLSR 2025-005 physical p.29 / printed p.23 / item 32 / MTE / middle column	canvin2025[p. 23, item 32, MTE]			sil-mavilan-2025-032-mte				
markodi_pannithadam		kodɑli	Axe		kodɑli	JLSR 2025-005 physical p.29 / printed p.23 / item 33 / MTP / right column	canvin2025[p. 23, item 33, MTP]			sil-mavilan-2025-033-mtp				
markodi_vannarkadav		maoʋ	Axe		maoʋ	JLSR 2025-005 physical p.29 / printed p.23 / item 33 / MTV / right column	canvin2025[p. 23, item 33, MTV]			sil-mavilan-2025-033-mtv				
markodi_ennappara		maɬu	Axe		maɬu	JLSR 2025-005 physical p.29 / printed p.23 / item 33 / MTE / right column	canvin2025[p. 23, item 33, MTE]			sil-mavilan-2025-033-mte				
markodi_pannithadam		kɑjʌr	Rope		kɑjʌr	JLSR 2025-005 physical p.29 / printed p.23 / item 34 / MTP / right column	canvin2025[p. 23, item 34, MTP]			sil-mavilan-2025-034-mtp				
markodi_vannarkadav		kajʌr	Rope		kajʌr	JLSR 2025-005 physical p.29 / printed p.23 / item 34 / MTV / right column	canvin2025[p. 23, item 34, MTV]			sil-mavilan-2025-034-mtv				
markodi_ennappara		kɑjer	Rope		kɑjer	JLSR 2025-005 physical p.29 / printed p.23 / item 34 / MTE / right column	canvin2025[p. 23, item 34, MTE]			sil-mavilan-2025-034-mte				
markodi_pannithadam		nuːl	Thread		nuːl	JLSR 2025-005 physical p.29 / printed p.23 / item 35 / MTP / right column	canvin2025[p. 23, item 35, MTP]			sil-mavilan-2025-035-mtp				
markodi_vannarkadav		nuːl	Thread		nuːl	JLSR 2025-005 physical p.29 / printed p.23 / item 35 / MTV / right column	canvin2025[p. 23, item 35, MTV]			sil-mavilan-2025-035-mtv				
markodi_ennappara		nul	Thread		nul	JLSR 2025-005 physical p.29 / printed p.23 / item 35 / MTE / right column	canvin2025[p. 23, item 35, MTE]			sil-mavilan-2025-035-mte				
markodi_pannithadam		suːtʃi	Needle		suːtʃi	JLSR 2025-005 physical p.29 / printed p.23 / item 36 / MTP / right column	canvin2025[p. 23, item 36, MTP]			sil-mavilan-2025-036-mtp				
markodi_vannarkadav		suːtʃi	Needle		suːtʃi	JLSR 2025-005 physical p.29 / printed p.23 / item 36 / MTV / right column	canvin2025[p. 23, item 36, MTV]			sil-mavilan-2025-036-mtv				
markodi_ennappara		suːdʒi	Needle		suːdʒi	JLSR 2025-005 physical p.29 / printed p.23 / item 36 / MTE / right column	canvin2025[p. 23, item 36, MTE]			sil-mavilan-2025-036-mte				
markodi_pannithadam		muɳdɨ	Cloth		muɳdɨ	JLSR 2025-005 physical p.29 / printed p.23 / item 37 / MTP / right column	canvin2025[p. 23, item 37, MTP]			sil-mavilan-2025-037-mtp				
markodi_vannarkadav		muɳɖi	Cloth		muɳɖi	JLSR 2025-005 physical p.29 / printed p.23 / item 37 / MTV / right column	canvin2025[p. 23, item 37, MTV]			sil-mavilan-2025-037-mtv				
markodi_ennappara		muɳdi	Cloth		muɳdi	JLSR 2025-005 physical p.29 / printed p.23 / item 37 / MTE / right column	canvin2025[p. 23, item 37, MTE]			sil-mavilan-2025-037-mte				
markodi_pannithadam		mot̪iɾʌm	Ring		mot̪iɾʌm	JLSR 2025-005 physical p.29 / printed p.23 / item 38 / MTP / right column	canvin2025[p. 23, item 38, MTP]			sil-mavilan-2025-038-mtp				
markodi_vannarkadav		mot̪iɾam	Ring		mot̪iɾam	JLSR 2025-005 physical p.29 / printed p.23 / item 38 / MTV / right column	canvin2025[p. 23, item 38, MTV]			sil-mavilan-2025-038-mtv				
markodi_ennappara		mot̪iɾem	Ring		mot̪iɾem	JLSR 2025-005 physical p.29 / printed p.23 / item 38 / MTE / right column	canvin2025[p. 23, item 38, MTE]			sil-mavilan-2025-038-mte				
markodi_pannithadam		suːɾjʌm	Sun		suːɾjʌm	JLSR 2025-005 physical p.29 / printed p.23 / item 39 / MTP / right column	canvin2025[p. 23, item 39, MTP]			sil-mavilan-2025-039-mtp				
markodi_vannarkadav		suːɾjʌn	Sun		suːɾjʌn	JLSR 2025-005 physical p.29 / printed p.23 / item 39 / MTV / right column	canvin2025[p. 23, item 39, MTV]			sil-mavilan-2025-039-mtv				
markodi_ennappara		suːɾjaɳ	Sun		suːɾjaɳ	JLSR 2025-005 physical p.29 / printed p.23 / item 39 / MTE / right column	canvin2025[p. 23, item 39, MTE]			sil-mavilan-2025-039-mte				
markodi_pannithadam		tʃʌn̪ɖɾʌn	Moon		tʃʌn̪ɖɾʌn	JLSR 2025-005 physical p.30 / printed p.24 / item 40 / MTP / left column	canvin2025[p. 24, item 40, MTP]			sil-mavilan-2025-040-mtp				
markodi_vannarkadav		nilaʋ	Moon		nilaʋ	JLSR 2025-005 physical p.30 / printed p.24 / item 40 / MTV / left column	canvin2025[p. 24, item 40, MTV]			sil-mavilan-2025-040-mtv				
markodi_ennappara		tʃʌn̪ɖɾen	Moon		tʃʌn̪ɖɾen	JLSR 2025-005 physical p.30 / printed p.24 / item 40 / MTE / left column	canvin2025[p. 24, item 40, MTE]			sil-mavilan-2025-040-mte				
markodi_pannithadam		akaːʃʌm	Sky		akaːʃʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 41 / MTP / left column	canvin2025[p. 24, item 41, MTP]			sil-mavilan-2025-041-mtp				
markodi_vannarkadav		aːkaːʃʌm	Sky		aːkaːʃʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 41 / MTV / left column	canvin2025[p. 24, item 41, MTV]			sil-mavilan-2025-041-mtv				
markodi_ennappara		akaːʃam	Sky		akaːʃam	JLSR 2025-005 physical p.30 / printed p.24 / item 41 / MTE / left column	canvin2025[p. 24, item 41, MTE]			sil-mavilan-2025-041-mte				
markodi_pannithadam		nʌkʃʌt̪ɾʌm	Star		nʌkʃʌt̪ɾʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 42 / MTP / left column	canvin2025[p. 24, item 42, MTP]			sil-mavilan-2025-042-mtp				
markodi_vannarkadav		koʈʈi	Star		koʈʈi	JLSR 2025-005 physical p.30 / printed p.24 / item 42 / MTV / left column	canvin2025[p. 24, item 42, MTV]			sil-mavilan-2025-042-mtv				
markodi_ennappara		nʌkʃʌt̪ɾʌm	Star		nʌkʃʌt̪ɾʌm	JLSR 2025-005 physical p.30 / printed p.24 / item 42 / MTE / left column	canvin2025[p. 24, item 42, MTE]			sil-mavilan-2025-042-mte				
markodi_pannithadam		maːɾi	Rain		maːɾi	JLSR 2025-005 physical p.30 / printed p.24 / item 43 / MTP / left column	canvin2025[p. 24, item 43, MTP]			sil-mavilan-2025-043-mtp				
markodi_vannarkadav		maːɾi	Rain		maːɾi	JLSR 2025-005 physical p.30 / printed p.24 / item 43 / MTV / left column	canvin2025[p. 24, item 43, MTV]			sil-mavilan-2025-043-mtv				
markodi_ennappara		maːɾi	Rain		maːɾi	JLSR 2025-005 physical p.30 / printed p.24 / item 43 / MTE / left column	canvin2025[p. 24, item 43, MTE]			sil-mavilan-2025-043-mte				
markodi_pannithadam		niɾᵘ	Water		niɾᵘ	JLSR 2025-005 physical p.30 / printed p.24 / item 44 / MTP / left column	canvin2025[p. 24, item 44, MTP]			sil-mavilan-2025-044-mtp				
markodi_vannarkadav		niːɾɨ	Water		niːɾɨ	JLSR 2025-005 physical p.30 / printed p.24 / item 44 / MTV / left column	canvin2025[p. 24, item 44, MTV]			sil-mavilan-2025-044-mtv				
markodi_ennappara		niɾᵊ	Water		niɾᵊ	JLSR 2025-005 physical p.30 / printed p.24 / item 44 / MTE / left column	canvin2025[p. 24, item 44, MTE]			sil-mavilan-2025-044-mte				
markodi_pannithadam		tʃal	River		tʃal	JLSR 2025-005 physical p.30 / printed p.24 / item 45 / MTP / left column	canvin2025[p. 24, item 45, MTP]			sil-mavilan-2025-045-mtp				
markodi_vannarkadav		tʃaːl	River		tʃaːl	JLSR 2025-005 physical p.30 / printed p.24 / item 45 / MTV / left column	canvin2025[p. 24, item 45, MTV]			sil-mavilan-2025-045-mtv				
