Form_ID,Position,Kind,Format,Content,Source
1111,200512,comparison,markdown,Southworth Table 2B item 12: source class not specified; OIA āṇḍa 'egg'; printed Turner reference 1111; OIA/source marker RV; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=+; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=+; Av=+; H=+; R=blank; G=+; M=+; Ko=+; Si=+.,"southworth2005m[p. 10, table 2B, item 12]"
2830,200513,comparison,markdown,Southworth Table 2B item 13: source class not specified; OIA karṇa 'ear'; printed Turner reference 2830; OIA/source marker RV; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=+; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=+; Si=+.,"southworth2005m[p. 10, table 2B, item 13]"
10512,200514,comparison,markdown,Southworth Table 2B item 14: source class not specified; OIA yūkā 'louse'; printed Turner reference 10512; OIA/source marker Mn; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=+; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=blank; B=blank; O=+; Bi=blank; Av=+; H=+; R=blank; G=+; M=+; Ko=+; Si=blank.,"southworth2005m[p. 10, table 2B, item 14]"
10250,200515,comparison,markdown,Southworth Table 2B item 15: source class not specified; OIA mūla 'root'; printed Turner reference 10250; OIA/source marker RV; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=blank; D=blank; Kf=+; Dr=+; K=+; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=blank; Si=+.,"southworth2005m[p. 10, table 2B, item 15]"
9268,200516,comparison,markdown,Southworth Table 2B item 16: source class not specified; *buṭṭa etc. 'defective'; printed Turner reference 9268; OIA/source marker -; distribution (source abbreviations as printed): Pa=-; Pk=+; Gy=blank; D=blank; Kf=+; Dr=+; K=blank; S=+; PL=+; Ph=+; N=+; A=+; B=blank; O=+; Bi=blank; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=+.,"southworth2005m[p. 10, table 2B, item 16]"
3277,200517,comparison,markdown,"Southworth Table 2B item 17: source class not specified; *kutt(ir/ūr)a 'dog'; printed Turner reference 3276-8; OIA/source marker -; distribution (source abbreviations as printed): Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=+; K=blank; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=blank; Av=+; H=+; R=+; G=+; M=+; Ko=blank; Si=blank. Editorial note: CDIAL 3277 *kuttira 'dog' and 3278 *kuttūra 'puppy' match. Printed 3276 is homonymous *kutta 'rent, lease' and is not linked; 3275 is *kutta 'dog' but is outside the printed range.","southworth2005m[p. 10, table 2B, item 17]"
3278,200517,comparison,markdown,"Southworth Table 2B item 17: source class not specified; *kutt(ir/ūr)a 'dog'; printed Turner reference 3276-8; OIA/source marker -; distribution (source abbreviations as printed): Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=+; K=blank; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=blank; Av=+; H=+; R=+; G=+; M=+; Ko=blank; Si=blank. Editorial note: CDIAL 3277 *kuttira 'dog' and 3278 *kuttūra 'puppy' match. Printed 3276 is homonymous *kutta 'rent, lease' and is not linked; 3275 is *kutta 'dog' but is outside the printed range.","southworth2005m[p. 10, table 2B, item 17]"
5267,200518,comparison,markdown,Southworth Table 2B item 18: source class not specified; OIA jēmati 'eats'; printed Turner reference 5267-9; OIA/source marker Dhāt.; distribution (source abbreviations as printed): Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=+; Ph=+; N=+; A=blank; B=blank; O=blank; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=+; Si=blank. Editorial note: The complete printed range is retained on the three CDIAL entries.,"southworth2005m[p. 10, table 2B, item 18]"
5268,200518,comparison,markdown,Southworth Table 2B item 18: source class not specified; OIA jēmati 'eats'; printed Turner reference 5267-9; OIA/source marker Dhāt.; distribution (source abbreviations as printed): Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=+; Ph=+; N=+; A=blank; B=blank; O=blank; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=+; Si=blank. Editorial note: The complete printed range is retained on the three CDIAL entries.,"southworth2005m[p. 10, table 2B, item 18]"
5269,200518,comparison,markdown,Southworth Table 2B item 18: source class not specified; OIA jēmati 'eats'; printed Turner reference 5267-9; OIA/source marker Dhāt.; distribution (source abbreviations as printed): Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=+; Ph=+; N=+; A=blank; B=blank; O=blank; Bi=+; Av=+; H=+; R=+; G=+; M=+; Ko=+; Si=blank. Editorial note: The complete printed range is retained on the three CDIAL entries.,"southworth2005m[p. 10, table 2B, item 18]"
5362,200519,comparison,markdown,Southworth Table 2B item 19: source class not specified; OIA jhāṭa 'forest'; printed Turner reference 5362; OIA/source marker lex; distribution (source abbreviations as printed): Pa=blank; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=+; PL=+; Ph=+; N=+; A=+; B=+; O=+; Bi=+; Av=blank; H=+; R=blank; G=+; M=+; Ko=+; Si=blank.,"southworth2005m[p. 10, table 2B, item 19]"
5635,200520,comparison,markdown,Southworth Table 2B item 20: source class not specified; OIA taḍāga 'pool'; printed Turner reference 5634; OIA/source marker ŚāGṛ; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=+; PL=+; Ph=+; N=+; A=blank; B=+; O=+; Bi=+; Av=blank; H=+; R=+; G=+; M=+; Ko=blank; Si=+. Editorial note: The printed 5634 is *taḍapphaḍ 'agitate' and conflicts with both form and gloss. Exact headword-plus-gloss resolution uniquely identifies CDIAL 5635 taḍāga 'pool'; the printed number remains visible in the audit and block.,"southworth2005m[p. 10, table 2B, item 20]"
11006,200521,comparison,markdown,Southworth Table 2B item 21: source class not specified; OIA lāṅgala 'plough'; printed Turner reference 11006; OIA/source marker RV; distribution (source abbreviations as printed): Pa=+; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=blank; Ph=+; N=blank; A=blank; B=+; O=+; Bi=+; Av=blank; H=+; R=blank; G=blank; M=+; Ko=blank; Si=+.,"southworth2005m[p. 10, table 2B, item 21]"
5423,200522,comparison,markdown,"Southworth Table 2B item 22: source class not specified; *ḍuṅga(ra)/ḍo- 'hill'; printed Turner reference 5423(12/13); OIA/source marker -; distribution (source abbreviations as printed): Pa=-; Pk=+; Gy=blank; D=blank; Kf=blank; Dr=blank; K=blank; S=blank; PL=+; Ph=+; N=+; A=blank; B=blank; O=+; Bi=blank; Av=blank; H=+; R=blank; G=+; M=+; Ko=blank; Si=blank. Editorial note: The source cites subentries 12 and 13 within CDIAL 5423; Jambu retains them on the parent entry, whose description contains both forms.","southworth2005m[p. 10, table 2B, item 22]"
10781,200523,comparison,markdown,Southworth Table 2B item 23: source class not specified; OIA rundra 'rich in'; printed Turner reference 10781; OIA/source marker Lex; distribution (source abbreviations as printed): Pa=-; Pk=+; Gy=-; D=-; Kf=-; Dr=-; K=-; S=-; PL=-; Ph=-; N=-; A=-; B=-; O=-; Bi=-; Av=-; H=-; R=-; G=-; M=+; Ko=-; Si=-.,"southworth2005m[p. 10, table 2B, item 23]"
