Form_ID,Position,Kind,Format,Content,Source
wiir-5063599,163599,etymology,markdown,"**Proto-Indo-Iranian \*Hstā́** ‘star’. From Proto-Indo-European *h₂stḗr. Witnesses: Proto-Iranian *Hstā́, Proto-Nuristani *stā́ra, Proto-Indo-Aryan *Hstā́.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hstā́, revision 88613789]"
wiir-5070670,170670,etymology,markdown,"**Proto-Indo-Iranian \*bʰr̥ȷ́ʰáns** ‘high, tall’. From Proto-Indo-European *bʰérǵʰonts. Witnesses: Proto-Iranian *br̥jáns.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/bʰr̥ȷ́ʰáns, revision 91554887]"
wiir-5356787,156787,etymology,markdown,"**Proto-Indo-Iranian \*dáća** ‘ten’. From Proto-Indo-European *déḱm̥. Witnesses: Proto-Iranian *dáca, Proto-Nuristani *daca, Proto-Indo-Aryan *dáśa.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dáća, revision 92152015]"
wiir-5424730,124730,etymology,markdown,"**Proto-Indo-Iranian \*gʰawš-** ‘to hear’. No accepted Proto-Indo-European etymology; the article marks the origin as unknown or disputed. Witnesses: Proto-Indo-Aryan *gʰawṣ-. Reconstruction credited to Rix, LIV²; Cheung, EDIV.","rix2001liv[s.v. ?*g⁽ʷ⁾ʰeṷs-, p. 200];cheung2007ediv[s.v. *gauš, p. 115-116];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/gʰawš-, revision 89099999]"
wiir-5424774,124774,etymology,markdown,"**Proto-Indo-Iranian \*gā́wš** ‘cow’. From Proto-Indo-European *gʷṓws. Witnesses: Proto-Iranian *gā́wš, Proto-Indo-Aryan *gā́wṣ. Reconstruction credited to Rastorgueva–Edel'man, ESIJa.","rastorgueva2000esija[p. 205ff];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/gā́wš, revision 91680820]"
wiir-5424832,124832,etymology,markdown,"**Proto-Indo-Iranian \*mátsyas** ‘fish’. Possibly from Proto-Indo-European *meh₂d-. Witnesses: Proto-Iranian *mácyah, Proto-Indo-Aryan *mátsyas, Young Avestan 𐬨𐬀𐬯𐬌𐬌𐬀. Reconstruction credited to Mayrhofer, EWAia; Lubotsky, The Indo-Iranian substratum; Klein–Joseph–Fritz, HCHIEL; Martínez García–de Vaan, Introduction to Avestan; Lipp, Die Palatale im Indoiranischen.","mayrhofer1992ewaia[p. 297-8];lubotsky1999substratum[p. 3];klein2017hchiel[p. 1949];martinez2014avestan[p. 32];lipp2009palatale[p. 150];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/mátsyas, revision 92356192]"
wiir-5544161,144161,etymology,markdown,"**Proto-Indo-Iranian \*Hā́ps** ‘water’. Witnesses: Proto-Iranian *dwiHpáh, Proto-Nuristani *āpa, Proto-Indo-Aryan *dwiHpás, Avestan 𐬛𐬎𐬎𐬀𐬉𐬞𐬇. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon.","lubotsky2011iail[s.v. áp-];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hā́ps, revision 92152111]"
wiir-5544173,144173,etymology,markdown,"**Proto-Indo-Iranian \*daywás** ‘god’. From Proto-Indo-European *deywós. Witnesses: Proto-Iranian *daywáh, Proto-Indo-Aryan *daywás. Reconstruction credited to Gotō 2013.","goto2013oiamorphology[p. 22];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/daywás, revision 92152007]"
wiir-5554849,154849,etymology,markdown,"**Proto-Indo-Iranian \*súHar** ‘the sun’. Witnesses: Proto-Iranian *húHar, Proto-Indo-Aryan *súHar. Reconstruction credited to Martínez García–de Vaan, Introduction to Avestan.","martinez2014avestan[p. 52];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/súHar, revision 92152207]"
wiir-5554873,154873,etymology,markdown,"**Proto-Indo-Iranian \*Ha-** ‘this’. From Proto-Indo-European *ís. Witnesses: Proto-Indo-Aryan *Ha-, Old Avestan 𐬀𐬚𐬭𐬁, Young Avestan 𐬀𐬚𐬭𐬀. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon; Dunkel, LIPP.","lubotsky2011iail[s.v. a- (2), p. 4-5];dunkel2014lipp[p. 188];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Ha-, revision 92152038]"
wiir-5555454,155454,etymology,markdown,"**Proto-Indo-Iranian \*wayd-** ‘to know; to find’. From Proto-Indo-European *weyd-. Witnesses: Proto-Iranian *wayd-, Proto-Indo-Aryan *wayd-. Reconstruction credited to Martínez García–de Vaan, Introduction to Avestan; Cheung, EDIV.","martinez2014avestan[p. 113];cheung2007ediv[s.v. u̯aid¹, u̯aid², p. 408–410];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wayd-, revision 91411869]"
wiir-5555845,155845,etymology,markdown,"**Proto-Indo-Iranian \*-H**. Witnesses: Proto-Iranian *-H, Proto-Indo-Aryan *-H. Reconstruction credited to Martínez García–de Vaan, Introduction to Avestan.","martinez2014avestan;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/-H, revision 82552124]"
wiir-5555882,155882,etymology,markdown,"**Proto-Indo-Iranian \*HáHugdʰay** ‘to say (solemnly), praise’. Witnesses: Old Avestan 𐬀𐬊𐬔𐬆𐬛𐬁. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon; Cheung, EDIV; Martínez García–de Vaan, Introduction to Avestan.","lubotsky2011iail[s.v. oh, p. 352];cheung2007ediv[s.v. *Hauǰ, p. 169-170];martinez2014avestan[p. 28];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HáHugdʰay, revision 91557220]"
wiir-5557902,157902,etymology,markdown,"**Proto-Indo-Iranian \*Háywas** ‘one’. From Proto-Indo-European *óywos. Witnesses: Proto-Iranian *Háywah, Avestan 𐬀𐬉𐬎𐬎𐬀.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háywas, revision 90197125]"
wiir-5558406,158406,etymology,markdown,"**Proto-Indo-Iranian \*dwáH** ‘two’. From Proto-Indo-European *dwóh₁. Witnesses: Proto-Iranian *dwáH, Proto-Nuristani *dū, Proto-Indo-Aryan *dwáH, Avestan 𐬛𐬎𐬎𐬀.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dwáH, revision 91591816]"
wiir-5558423,158423,etymology,markdown,"**Proto-Indo-Iranian \*a-** ‘un-, a-’. From Proto-Indo-European *n̥-. Witnesses: Proto-Indo-Aryan *a-.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/a-, revision 87170413]"
wiir-5558689,158689,etymology,markdown,**Proto-Indo-Iranian \*-ča** ‘and’. From Proto-Indo-European *-kʷe. Witnesses: Proto-Indo-Aryan *-ća.,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/-ča, revision 87167851]"
wiir-5558719,158719,etymology,markdown,"**Proto-Indo-Iranian \*pHtā́** ‘father’. From Proto-Indo-European *ph₂tḗr. Witnesses: Proto-Iranian *pHtā́, Proto-Indo-Aryan *pHtā́. Reconstruction credited to Turner, CDIAL.","CDIAL[s.v. pitŕ̊];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/pHtā́, revision 88660560]"
wiir-5558723,158723,etymology,markdown,"**Proto-Indo-Iranian \*ȷ́ā́nu** ‘knee’. From Proto-Indo-European *ǵónu. Witnesses: Proto-Iranian *jnú, Proto-Nuristani *dzānu, Proto-Indo-Aryan *ȷ́nú, Avestan 𐬲𐬥𐬎. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon; Kümmel 2015.","lubotsky2011iail[s.v. jā́nu-];kuemmel2015suppletive;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ā́nu, revision 92120907]"
wiir-5558736,158736,etymology,markdown,"**Proto-Indo-Iranian \*HastčiHwánts** ‘the shin, lower part of the leg’. From Proto-Indo-European *(s)kiHu-. Witnesses: Proto-Iranian *HastčiHwánts, Proto-Indo-Aryan *HaṣṭʰiHwánts, Avestan 𐬵𐬎𐬎𐬀𐬯𐬗𐬎𐬎𐬋.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HastčiHwánts, revision 88087214]"
wiir-5558754,158754,etymology,markdown,"**Proto-Indo-Iranian \*túH** ‘you, thou’. From Proto-Indo-European *túh₂. Witnesses: Proto-Iranian *túH, Avestan 𐬙𐬏. Reconstruction credited to Klein–Joseph–Fritz, HCHIEL; Dunkel, LIPP.","klein2017hchiel[p. 1904];dunkel2014lipp[p. 806];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/túH, revision 85694759]"
wiir-5558830,158830,etymology,markdown,"**Proto-Indo-Iranian \*wŕ̥kas** ‘wolf’. From Proto-Indo-European *wĺ̥kʷos. Witnesses: Proto-Iranian *wŕ̥kah, Proto-Indo-Aryan *wŕ̥kas. Reconstruction credited to Turner, CDIAL.","CDIAL[s.v. vŕ̊ka];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wŕ̥kas, revision 92152259]"
wiir-5558832,158832,etymology,markdown,**Proto-Indo-Iranian \*Háykas** ‘one’. From Proto-Indo-European *h₁óynos. Witnesses: Proto-Nuristani *eka.,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háykas, revision 91730312]"
wiir-5558843,158843,etymology,markdown,"**Proto-Indo-Iranian \*wayám**. From Proto-Indo-European *wéy. Witnesses: Proto-Iranian *wayám, Proto-Indo-Aryan *wayám, Avestan 𐬬𐬀𐬉𐬨, Old Persian 𐎺𐎹𐎶. Reconstruction credited to Klein–Joseph–Fritz, HCHIEL; Dunkel, LIPP; Lubotsky, Indo-Aryan Inherited Lexicon.","klein2017hchiel[p. 1904];dunkel2014lipp[p. 849];lubotsky2011iail[s.v. vayám, p. 572-3];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wayám, revision 89053281]"
wiir-5559432,159432,etymology,markdown,"**Proto-Indo-Iranian \*Háćwas** ‘horse’. From Proto-Indo-European *h₁éḱwos. Witnesses: Proto-Iranian *Hácwah, Proto-Nuristani *wašpa, Proto-Indo-Aryan *Háśwas. Reconstruction credited to Mayrhofer, EWAia; Lubotsky, Indo-Aryan Inherited Lexicon; Rastorgueva–Edel'man, ESIJa.","mayrhofer1992ewaia[s.v. *áśva-, p. 139-140];lubotsky2011iail[s.v. áśva-];rastorgueva2000esija[s.v. *āśu̯a-, p. 243-246];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háćwas, revision 92152106]"
wiir-5559452,159452,etymology,markdown,"**Proto-Indo-Iranian \*wišás** ‘poison, venom’. From Proto-Indo-European *wisós. Witnesses: Proto-Iranian *wíšah, Proto-Nuristani *wī́ša, Proto-Indo-Aryan *wíṣas, Avestan 𐬬𐬌𐬱𐬀.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wišás, revision 92152245]"
wiir-5559460,159460,etymology,markdown,"**Proto-Indo-Iranian \*aȷ́ʰám** ‘I, we’. From Proto-Indo-European *éǵh₂. Witnesses: Proto-Iranian *ajám, Proto-Indo-Aryan *aźʰám. Reconstruction credited to Dunkel, LIPP; Klein–Joseph–Fritz, HCHIEL; Lubotsky, Indo-Aryan Inherited Lexicon.","dunkel2014lipp[p. 201];klein2017hchiel[p. 1904];lubotsky2011iail[s.v. ahám, p. 16-17];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/aȷ́ʰám, revision 90086264]"
wiir-5559465,159465,etymology,markdown,"**Proto-Indo-Iranian \*ȷ́ʰŕ̥dayam** ‘heart’. From Proto-Indo-European *ḱḗr. Witnesses: Proto-Iranian *jr̥dáyam, Proto-Nuristani *dzr̥de, Proto-Indo-Aryan *źʰŕ̥dayam. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon.","lubotsky2011iail[s.v. hŕ̥d, p. 230];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰŕ̥dayam, revision 92152321]"
wiir-5559655,159655,etymology,markdown,"**Proto-Indo-Iranian \*Had-** ‘to eat’. From Proto-Indo-European *h₁ed-. Witnesses: Proto-Iranian *Had-, Proto-Indo-Aryan *Had-, Avestan 𐬀𐬛.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Had-, revision 89340624]"
wiir-5559672,159672,etymology,markdown,"**Proto-Indo-Iranian \*Has-** ‘to be’. From Proto-Indo-European *h₁es-. Witnesses: Proto-Iranian *Hah-, Proto-Indo-Aryan *Has-, Avestan 𐬀𐬵.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Has-, revision 90996864]"
wiir-5560092,160092,etymology,markdown,"**Proto-Indo-Iranian \*ȷ́ʰástas** ‘hand’. Witnesses: Proto-Iranian *jástah, Avestan 𐬰𐬀𐬯𐬙𐬀, Old Persian 𐎭𐎿𐎫. Reconstruction credited to Strand, Nuristani Etymological Lexicon.","strand;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰástas, revision 92152319]"
wiir-5560344,160344,etymology,markdown,"**Proto-Indo-Iranian \*Hásmi**. From Proto-Indo-European *h₁ésmi. Witnesses: Proto-Iranian *Háhmi, Proto-Indo-Aryan *Hásmi, Avestan 𐬀𐬵𐬨𐬍, Old Persian 𐎠𐎷𐎡𐎹.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hásmi, revision 90996698]"
wiir-5560368,160368,etymology,markdown,"**Proto-Indo-Iranian \*Hásti** ‘to be’. From Proto-Indo-European *h₁ésti. Witnesses: Proto-Iranian *Hásti, Proto-Nuristani *ásati, Proto-Indo-Aryan *Hásti, Avestan 𐬀𐬯𐬙𐬌, Old Persian 𐎠𐎿𐎫𐎡𐎹.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hásti, revision 89709784]"
wiir-5560387,160387,etymology,markdown,**Proto-Indo-Iranian \*Hátˢti** ‘to eat’. From Proto-Indo-European *h₁édti. Witnesses: Proto-Indo-Aryan *Hátti.,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hátˢti, revision 60937561]"
wiir-5560487,160487,etymology,markdown,"**Proto-Indo-Iranian \*wan-** ‘to triumph, win, overcome; to conquer’. From Proto-Indo-European *wenh₁-. Witnesses: Proto-Iranian *wan-, Proto-Indo-Aryan *wanáwti, Avestan 𐬬𐬀𐬥.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wan-, revision 49985198]"
wiir-5561934,161934,etymology,markdown,"**Proto-Indo-Iranian \*Háyti** ‘to go’. From Proto-Indo-European *h₁éyti. Witnesses: Proto-Iranian *Háyti, Proto-Indo-Aryan *Háyti, Avestan 𐬀𐬉𐬙𐬌, Old Persian 𐎠𐎡𐎫𐎡𐎹. Reconstruction credited to Turner, CDIAL.","CDIAL[s.v. ḗti];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háyti, revision 88600019]"
wiir-5562491,162491,etymology,markdown,"**Proto-Indo-Iranian \*sárwas** ‘all; entire, whole’. Witnesses: Proto-Iranian *hárwa-wícwah, Proto-Nuristani *súwwa, Proto-Indo-Aryan *sárwas, Avestan 𐬵𐬀𐬎𐬭𐬎𐬎𐬀. 𐬬𐬍𐬯𐬞𐬀, Old Persian 𐏃𐎽𐎺. Reconstruction credited to Martínez García–de Vaan, Introduction to Avestan; Turner, CDIAL.","martinez2014avestan;CDIAL[s.v. sárva];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/sárwas, revision 89233142]"
wiir-5562500,162500,etymology,markdown,"**Proto-Indo-Iranian \*wíćwas** ‘all, every’. From Proto-Indo-European *weys-. Witnesses: Proto-Iranian *wícwah, Proto-Indo-Aryan *wíśwas, Avestan 𐬬𐬍𐬯𐬞𐬀, Old Persian 𐎻𐎿𐎱.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wíćwas, revision 88096212]"
wiir-5562674,162674,etymology,markdown,"**Proto-Indo-Iranian \*wiHrás** ‘man’. From Proto-Indo-European *wiHrós. Witnesses: Proto-Iranian *wiHráh, Proto-Nuristani *wīra, Proto-Indo-Aryan *wiHrás.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wiHrás, revision 87170433]"
wiir-5563289,163289,etymology,markdown,"**Proto-Indo-Iranian \*yugám** ‘yoke’. From Proto-Indo-European *yugóm. Witnesses: Proto-Iranian *yugám, Proto-Indo-Aryan *yugám.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/yugám, revision 88459940]"
wiir-5564449,164449,etymology,markdown,"**Proto-Indo-Iranian \*dʰar-** ‘to hold, carry; to bear, support’. From Proto-Indo-European *dʰer-. Witnesses: Proto-Iranian *dar-, Proto-Nuristani *dar-, Proto-Indo-Aryan *dʰar-, Avestan 𐬛𐬁𐬭. Reconstruction credited to Cheung, EDIV.","cheung2007ediv;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dʰar-, revision 92152020]"
wiir-5564575,164575,etymology,markdown,"**Proto-Indo-Iranian \*Hsu-** ‘good’. From Proto-Indo-European *h₁su-. Witnesses: Proto-Iranian *Hhu-, Proto-Indo-Aryan *Hsu-, Avestan 𐬵𐬎-, Old Persian 𐎢-.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hsu-, revision 89323452]"
wiir-5565327,165327,etymology,markdown,"**Proto-Indo-Iranian \*swápnas** ‘sleep, sleeping; dreaming’. From Proto-Indo-European *swépnos. Witnesses: Proto-Iranian *hwáfnah, Proto-Indo-Aryan *swápnas, Avestan 𐬓𐬀𐬟𐬥𐬀.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swápnas, revision 91779451]"
wiir-5565330,165330,etymology,markdown,"**Proto-Indo-Iranian \*swap-** ‘sleep, to sleep; dreaming’. From Proto-Indo-European *swep-. Witnesses: Proto-Indo-Aryan *swápati.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swap-, revision 88087256]"
wiir-5565338,165338,etymology,markdown,"**Proto-Indo-Iranian \*námati** ‘to bend, bow’. Witnesses: Proto-Iranian *námati, Proto-Indo-Aryan *námati, Avestan 𐬀𐬞𐬀𐬥𐬆𐬨𐬀𐬙𐬀, Young Avestan 𐬥𐬆𐬨𐬀𐬌𐬙𐬈. Reconstruction credited to Cheung, EDIV.","cheung2007ediv[s.v. *nam-, p. 280];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/námati, revision 92152158]"
wiir-5569919,169919,etymology,markdown,"**Proto-Indo-Iranian \*náHuš** ‘boat’. From Proto-Indo-European *néh₂us. Witnesses: Proto-Iranian *náHuš, Proto-Nuristani *noyā, Proto-Indo-Aryan *naHwíyaH.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/náHuš, revision 90127110]"
wiir-5570002,170002,etymology,markdown,"**Proto-Indo-Iranian \*naHwíyas** ‘boatable, navigable’. From Proto-Indo-European *neh₂w(i)yos. Witnesses: Proto-Iranian *naHwíyah, Proto-Indo-Aryan *naHwíyas, Avestan 𐬥𐬁𐬎𐬎𐬌𐬌𐬀, Old Persian 𐎴𐎠𐎻𐎡𐎹𐎠. Reconstruction credited to Wodtko–Irslinger–Schneider, NIL; Lubotsky, Indo-Aryan Inherited Lexicon.","wodtko2008nil[p. 515];lubotsky2011iail[s.v. nāvyà-, p. 341-2];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/naHwíyas, revision 90127142]"
wiir-5570029,170029,etymology,markdown,"**Proto-Indo-Iranian \*sáwHmas** ‘soma, haoma’. Witnesses: Proto-Iranian *hawHmyás, Proto-Indo-Aryan *sawHmyás, Avestan 𐬵𐬀𐬊𐬨𐬌𐬌𐬀. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon.","lubotsky2011iail[s.v. sóma-, p. 464];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/sáwHmas, revision 92152201]"
wiir-5570169,170169,etymology,markdown,"**Proto-Indo-Iranian \*waȷ́ʰ-** ‘to bear, carry; to drive’. From Proto-Indo-European *weǵʰ-. Witnesses: Proto-Iranian *waj-, Proto-Indo-Aryan *wáźʰati, Avestan 𐬬𐬀𐬰.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/waȷ́ʰ-, revision 88087262]"
wiir-5570524,170524,etymology,markdown,**Proto-Indo-Iranian \*máHtā** ‘mother’. From Proto-Indo-European *méh₂tēr. Witnesses: Proto-Iranian *máHtā.,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/máHtā, revision 91460558]"
wiir-5570540,170540,etymology,markdown,"**Proto-Indo-Iranian \*HrátʰHas** ‘chariot’. From Proto-Indo-European *Hroth₂ós. Witnesses: Proto-Iranian *HráθHah. Reconstruction credited to Lipp, Die Palatale im Indoiranischen.","lipp2009palatale[p. 58];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HrátʰHas, revision 92152059]"
wiir-5570542,170542,etymology,markdown,"**Proto-Indo-Iranian \*bʰráHtā** ‘brother’. From Proto-Indo-European *bʰréh₂tēr. Witnesses: Proto-Iranian *bráHtā, Proto-Nuristani *brātā̆, Proto-Indo-Aryan *bʰráHtā.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/bʰráHtā, revision 90793375]"
wiir-5570799,170799,etymology,markdown,"**Proto-Indo-Iranian \*dʰuHmás** ‘mist, fog; smoke’. Witnesses: Proto-Iranian *duHmáh, Proto-Nuristani *dūmá, Proto-Indo-Aryan *dʰuHmás, Avestan 𐬛𐬎𐬥𐬨𐬀𐬥.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dʰuHmás, revision 90518066]"
wiir-5570805,170805,etymology,markdown,"**Proto-Indo-Iranian \*náwas** ‘new’. From Proto-Indo-European *néwos. Witnesses: Proto-Iranian *náwah, Proto-Indo-Aryan *náwataH.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/náwas, revision 87170455]"
wiir-5570817,170817,etymology,markdown,"**Proto-Indo-Iranian \*swáćuras** ‘father-in-law’. Witnesses: Proto-Iranian *hwácurah, Proto-Indo-Aryan *swáśuras, Avestan 𐬓𐬀𐬯𐬎𐬭𐬀.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swáćuras, revision 91088980]"
wiir-5571170,171170,etymology,markdown,"**Proto-Indo-Iranian \*Háwiš** ‘sheep’. From Proto-Indo-European *h₂ówis. Witnesses: Proto-Iranian *Háwiš, Proto-Indo-Aryan *Háwiṣ.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háwiš, revision 91305611]"
wiir-5571251,171251,etymology,markdown,"**Proto-Indo-Iranian \*páću** ‘livestock, animal’. From Proto-Indo-European *péḱu. Witnesses: Proto-Iranian *pácu, Proto-Indo-Aryan *páśu. Reconstruction credited to Turner, CDIAL; Abaev, Osetinskij slovar'.","CDIAL[s.v. paśú];abaev1958osetinskogo[p. 500–501];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/páću, revision 92152180]"
wiir-5571483,171483,etymology,markdown,"**Proto-Indo-Iranian \*Hā́yu** ‘lifetime, life’. From Proto-Indo-European *h₂óyu. Witnesses: Proto-Iranian *Hā́yu, Proto-Indo-Aryan *Hā́yu, Avestan 𐬁𐬌𐬌𐬏.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hā́yu, revision 88408827]"
wiir-5571490,171490,etymology,markdown,"**Proto-Indo-Iranian \*Habʰí** ‘to, against; for, on account of’. From Proto-Indo-European *h₂m̥bʰi. Witnesses: Proto-Iranian *Habí, Proto-Indo-Aryan *Habʰí, Old Avestan 𐬀𐬌𐬠𐬍, Young Avestan 𐬀𐬌𐬠𐬌, Old Persian 𐎠𐎲𐎡𐎹. Reconstruction credited to Lubotsky, Indo-Aryan Inherited Lexicon.","lubotsky2011iail[s.v. abhí];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Habʰí, revision 92152039]"
