Form_ID,Position,Kind,Format,Content,Source
d3195,199715,correction,markdown,Emeneau adds **tāring** 'sift' to DEDR 3195 and removes the query on dranz-/drāz-. He rejects the less economical placement of the latter in DEDR 3402.,"emeneau1997brahui[p. 445, §12]"
d3402,199715,correction,markdown,Emeneau adds **tāring** 'sift' to DEDR 3195 and removes the query on dranz-/drāz-. He rejects the less economical placement of the latter in DEDR 3402.,"emeneau1997brahui[p. 445, §12]"
d235,199716,analysis,markdown,"The paper places **allāī** 'long winter nights' in DEDR 235, comparing Kurux ell-. It does not decide whether -āī is the locative suffix.","emeneau1997brahui[p. 445, §13]"
d235,199717,comparison,markdown,Emeneau says a connection between DEDR 235 and 3613 remains doubtful and may ultimately be improbable.,"emeneau1997brahui[p. 445, §13 n. 4]"
d3613,199717,comparison,markdown,Emeneau says a connection between DEDR 235 and 3613 remains doubtful and may ultimately be improbable.,"emeneau1997brahui[p. 445, §13 n. 4]"
d500,199718,correction,markdown,Emeneau rejects the DEDR 500 comparison of Brahui (h)ullī with Tamil ivuḷi on phonological grounds; the Brahui form is reassigned on the following page.,"emeneau1997brahui[p. 445, §14]"
d701,199719,analysis,markdown,"The paper reassigns Brahui **(h)ullī** 'horse' to DEDR 701, deriving it from *uḷ- 'mane' with an uncertain -ī suffix. The former DEDR 500 edge is superseded.","emeneau1997brahui[p. 446, §14]"
6586,199720,comparison,markdown,"Emeneau finds a northwestern Indo-Aryan origin for Brahui **dū** 'hand, arm' highly probable, specifically CDIAL 6586 dṓṣ- 'forearm'. He rejects the Persian dast / CDIAL 14024 hásta- comparison because their final consonants survive.","emeneau1997brahui[p. 446, §15]"
14024,199720,comparison,markdown,"Emeneau finds a northwestern Indo-Aryan origin for Brahui **dū** 'hand, arm' highly probable, specifically CDIAL 6586 dṓṣ- 'forearm'. He rejects the Persian dast / CDIAL 14024 hásta- comparison because their final consonants survive.","emeneau1997brahui[p. 446, §15]"
5228,199721,comparison,markdown,"For Brahui **dūī, duwī** 'tongue', the paper finds CDIAL 5228 tempting but leaves both reconstruction and immediate borrowing source unresolved.","emeneau1997brahui[p. 446, §15 n. 6]"
