Form_ID,Position,Kind,Format,Content,Source
d135,143,comparison,text,Cf. 357 Ta. ātāḷi. DED(N) 115.,"dedr[entry 135, DED(N) 115]"
d1353,390,comparison,text,Cf. 1185 Ta. kaṇṇi.,dedr[entry 1353]
d136,88,comparison,text,? Cf. 140 Ta. atai. DED 116.,"dedr[entry 136, DED 116]"
d1366,327,comparison,text,? Cf. 1996 Kur. xēsᵉr.,dedr[entry 1366]
d137,1243,comparison,text,Cf. 37 Ta. acaṅku .,dedr[entry 137]
d1374,1064,comparison,text,Cf. 1379 Ka. kar̤i .,dedr[entry 1374]
d1375,303,comparison,text,Cf. Mar. kaṇgā corn-bin. DED(N) 1159.,"dedr[entry 1375, DED(N) 1159]"
d1379,182,comparison,text,"Cf. 1374 Ta. kaḷ, kaḷi .",dedr[entry 1379]
d1379,209,comparison,text,"Cf. Skt. ( Yaśastilaka ) kali- sour rice-gruel; ( Vaijayantī ) khali- boiled ground rice gruel. From DED 1158, DED(S, N) 1162.","dedr[entry 1379, DED 1158, DED(S, N) 1162]"
d1389,557,comparison,text,Cf. also the items with -kaṟ-/-kar- in 3986( b ) Tu. parkaḍ(ḍ)i.,dedr[entry 1389]
d1389,624,comparison,text,"Cf. Pkt. ( DNM ) karālī- toothstick. DED(S, N) 1169.","dedr[entry 1389, DED(S, N) 1169]"
d1390,343,comparison,text,Cf. 1097 Ta. kaccu. DED 1170.,"dedr[entry 1390, DED 1170]"
d1395,1634,comparison,text,Cf. 1410 Ta. kaṉṟu.,dedr[entry 1395]
d1395,1656,comparison,text,"Cf. Skt. ( lex. ) karparī- collyrium. DED (S, N) 1175.","dedr[entry 1395, DED(S, N) 1175]"
d1397,757,comparison,text,"Cf. Skt. agarī-, garā-, garī- a kind of grass, Andropogon serratus . [AngloIndian harial(l)i, huriallee (< H. hariālī < Skt. haritālikā- ) = Bermuda grass = Cynodon dactylon , for which Hooker records that one taxonomist used Agrostis linearis. ] DED(S) 1176.","dedr[entry 1397, DED(S) 1176]"
d140,311,comparison,text,Cf. 136 Ta. ataṉam.,dedr[entry 140]
d140,333,comparison,text,Cf. Mar. adaṭ very brave. DED(S) 120.,"dedr[entry 140, DED(S) 120]"
d1404,399,comparison,text,Cf. 1987 To. ken moζ .,dedr[entry 1404]
d1404,423,comparison,text,Influenced by Skt. ghana- . DED(S) 1181.,"dedr[entry 1404, DED(S) 1181]"
d1406,1265,comparison,text,Cf. 1410 Ta. kaṉṟu .,dedr[entry 1406]
d1406,1288,comparison,text,"Cf. Skt. kanala- shining, bright. DED(S) 1183( a ).","dedr[entry 1406, DED(S) 1183(a)]"
d141,220,comparison,text,? Cf. 335 Ka. āku. DEN 2 (from DED 54).,"dedr[entry 141, DEN 2, DED 54]"
d1410,792,comparison,text,Cf. 1395 Ta. kaṟu and 1406 Ta. kaṉal. DED(S) 1186.,"dedr[entry 1410, DED(S) 1186]"
d1416,3224,comparison,text,"Cf. 1486 Ta. kāvaṇam ; ? cf. 2218 Te. kōvuramu , Pa. kōp- .",dedr[entry 1416]
d1416,3288,comparison,text,Cf. Pkt. ( DNM ) kāhila- cowherd. DED(S) 1192.,"dedr[entry 1416, DED(S) 1192]"
d1420,304,comparison,text,Cf. 1869 Manḍ. kū-.,dedr[entry 1420]
d1423,149,comparison,text,"? Cf. Skt. kākinī-, kākiṇī- a small coin; ( lex. ) the shell Cypraea moneta. DED(S) 1196.","dedr[entry 1423, DED(S) 1196]"
d143,63,comparison,text,Cf. 4958 Ta. muttāḷam . DED 122.,"dedr[entry 143, DED 122]"
d1431,356,comparison,text,? Cf. Skt. karṣa-. DED(S) 1200.,"dedr[entry 1431, DED(S) 1200]"
d1432,355,comparison,text,Cf. Skt. (W[ilson]) kāśūkāra- the areca tree. DED(N) 1201.,"dedr[entry 1432, DED(N) 1201]"
d144,306,comparison,text,"Cf. Sgh. aṭṭikkā, attikkā. [ F. glomerata Roxb. = F. racemosa Wall.] DED(S) 123.","dedr[entry 144, DED(S) 123]"
d1443,1793,comparison,text,Cf. 1159 Ta. kaṇ ; ? cf. 1172 Ta. kaṇṭavaṉ. DED (S) 1209.,"dedr[entry 1443, DED(S) 1209]"
d1444,557,comparison,text,Cf. Or. kāṇi a measure. DED(S) 1210.,"dedr[entry 1444, DED(S) 1210]"
d1446,140,comparison,text,Cf. Mar. kāth(y)ā id. DED(N) 1212.,"dedr[entry 1446, DED(N) 1212]"
d1447,249,comparison,text,Cf. 1186 Ta. katavu. DED 1213.,"dedr[entry 1447, DED 1213]"
d145,687,comparison,text,Cf. 149 Ta. attu. DED(S) 43 ( b ).,"dedr[entry 145, DED(S) 43(b)]"
d1458,4213,comparison,text,Cf. 1488 Ka. kāvali and 1500 Ma. kāḷuka.,dedr[entry 1458]
d1462,152,comparison,text,Cf. 1466 Ta. kār and 1492 Ta. kār̤. DED(S) 1223.,"dedr[entry 1462, DED(S) 1223]"
d1463,101,comparison,text,Cf. 1508 Ta. kāṉal. DED 1224.,"dedr[entry 1463, DED 1224]"
d1466,1300,comparison,text,Cf. 1462 Ta. kāyam and 1492 Ta. kār̤; cf. 1471 Ta. kāri.,dedr[entry 1466]
d1466,1358,comparison,text,"Prob. influenced by Skt. kṣāra-. DED(S, N) 1227.","dedr[entry 1466, DED(S, N) 1227]"
d1467,372,comparison,text,Cf. 1223 Ka. kappu. DEDS 198.,"dedr[entry 1467, DEDS 198]"
d147,159,comparison,text,Cf. Pkt. addāa- mirror. DED(S) 125.,"dedr[entry 147, DED(S) 125]"
d1471,185,comparison,text,Cf. 1466 Ta. kār. DED(S) 1230.,"dedr[entry 1471, DED(S) 1230]"
d1475,500,comparison,text,"Cf. 4669 Ta. maṇakkārai and 4716 Ta. marukkārai. [Of the species listed, those belonging to the genera Canthium, Randia, Vangueria, Griffithia, Balanites , and Ulex are spiny, and the others not. An attempt to reconcile Hooker's synonymy and Lushington's synonyms and English equivalents produces inconsistencies. Lushington gives 'emetic nut' as the English equivalent, with qualifiers of several species: Randia dumetorum Lamk. = R. malabarica Wall. 'common emetic nut'; R. malabarica Lamk. = Canthium parviflorum Schlecht. 'bedaly e. n.'; R. uliginosa 'grey e.n.'. But Hooker's further synonymy with R. malabarica Lamk. of Webera tetranda Willd. disagrees with Lushington's Canthium parviflorum Lamk. = Webera tetranda Willd. 'honey-thorn'. To be noted also is Hooker's Vangueria spinosa Roxb. = Canthium Wall., and Lushington's V. s. 'spinous honey-thorn'. Our dictionaries in part defy exact interpretation by species.] DED(S) 1234.","dedr[entry 1475, DED(S) 1234]"
d1477,671,comparison,text,Cf. 1079 Ta. kakku. DED(S) 1236.,"dedr[entry 1477, DED(S) 1236]"
d1478,626,comparison,text,"Cf. 1480 Ta. kāl. DED(S, N) 1237.","dedr[entry 1478, DED(S, N) 1237]"
d1480,402,comparison,text,Cf. 1478 Ta. kāl and 5352 Ta. vāy.,dedr[entry 1480]
d1486,87,comparison,text,Cf. 1416 Ta. kā. DED 1245.,"dedr[entry 1486, DED 1245]"
d1487,139,source-note,text,[Lush. also various other Sterculia species.] DED 1246.,"dedr[entry 1487, DED 1246]"
d1488,112,comparison,text,Cf. 1458 Ta. kāy. DED 1247.,"dedr[entry 1488, DED 1247]"
d149,270,comparison,text,Cf. 145 Ta. attu . DED(S) 127.,"dedr[entry 149, DED(S) 127]"
d1492,308,comparison,text,Cf. 1462 Ta. kāyam and 1466 Ta. kār. DED 1251.,"dedr[entry 1492, DED 1251]"
d15,419,comparison,text,Cf. 335 Ka. āku. DED(S) 16.,"dedr[entry 15, DED(S) 16]"
d1500,256,comparison,text,Cf. 1458 Ta. kāy. DED 1259.,"dedr[entry 1500, DED 1259]"
d1508,103,comparison,text,Cf. 1463 Ta. kāyal. DED 1266.,"dedr[entry 1508, DED 1266]"
d1509,480,comparison,text,Cf. 1980 Ta. ceṟi .,dedr[entry 1509]
d1509,502,comparison,text,? Cf. Skt. kiṣkindha-. DED 1267.,"dedr[entry 1509, DED 1267]"
d1514,591,comparison,text,"Cf. Pkt. ( DNM ) ciccī- fire. DED(S, N) 1272.","dedr[entry 1514, DED(S, N) 1272]"
d1515,888,comparison,text,"Cf. Skt. (epic +) kīcaka- a kind of hollow bamboo (whistling or rattling in the wind), Arundo karka ; a kind of bird. DED(S, N) 1273.","dedr[entry 1515, DED(S, N) 1273]"
d1519,209,comparison,text,Cf. 1880 Ta. kūcci.,dedr[entry 1519]
d1521,75,comparison,text,"For similar words in the Munda languages, see Pinnow, p. 241 (e.g. Mundari kic(ə)ri ; Oriya kicrī ). DEDS(N) 204.",dedr[entry 1521]
d1525,206,comparison,text,"Cf. Hobson-Jobson, s.v. godown. DED 1278.","dedr[entry 1525, DED 1278]"
d1532,196,comparison,text,"Cf. Skt. (inscr.; IEG , p. 159) kiṭikā- matting, screen; Pali kiṭika- movable screen or curtain. DED(N) 1284.","dedr[entry 1532, DED(N) 1284]"
d1541,391,comparison,text,Cf. 1543 Ta. kiṇṇam.,dedr[entry 1541]
d1541,414,comparison,text,Cf. Mar. giṇḍī small metal vessel. DED 1289.,"dedr[entry 1541, DED 1289]"
d1543,304,comparison,text,Cf. 1541 Ta. kiṇṭi.,dedr[entry 1543]
d1543,326,comparison,text,Cf. Or. ginā metal cup. DED(S) 1291.,"dedr[entry 1543, DED(S) 1291]"
d1547,658,comparison,text,Cf. 1953 Ta. cettu. DED(S) 1295.,"dedr[entry 1547, DED(S) 1295]"
d1551,422,comparison,text,Cf. Ga. (Oll.) kusul armpit; Kol. (SR.) kusālīpeŋ to tickle. DEDS 213.,"dedr[entry 1551, DEDS 213]"
d1552,431,comparison,text,"Cf. 1212 Ta. kenti. DED(S, N) 1297.","dedr[entry 1552, DED(S, N) 1297]"
d156,1466,comparison,text,"Cf. 70 Ta. aṭā. DED(S, N) 133.","dedr[entry 156, DED(S, N) 133]"
d157,845,comparison,text,Cf. 2335 Ta. cappāṇi . DED 1928( b ).,"dedr[entry 157, DED 1928(b)]"
d1571,554,comparison,text,Cf. 1594 Ta. ciṟu . DED(N) 1308.,"dedr[entry 1571, DED(N) 1308]"
d1578,651,comparison,text,? Cf. 1683 Konḍa kuṇi . DED(S) 1314.,"dedr[entry 1578, DED(S) 1314]"
d1581,921,comparison,text,"Cf. 1622 Ta. kīḷ and 1624 Ta. kīṟu . DED(S, N) 1316.","dedr[entry 1581, DED(S, N) 1316]"
d1582,326,comparison,text,? Cf. 1588 Ta. kiḷai . DEDS 210.,"dedr[entry 1582, DEDS 210]"
d1588,733,comparison,text,"? Cf. 1582 Go. kille. DED (S, N) 1321.","dedr[entry 1588, DED(S, N) 1321]"
d1594,1912,comparison,text,"Cf. 1571 Ta. cil and 2513 Ta. ciṭṭu . DED(S, N) 1326.","dedr[entry 1594, DED(S, N) 1326]"
d1595,862,comparison,text,Cf. Mar. girakṇẽ to whirl. DED(S) 1327.,"dedr[entry 1595, DED(S) 1327]"
d1599,185,comparison,text,Cf. 2590 Ta. ciṟuttai . DED 1331.,"dedr[entry 1599, DED 1331]"
d161,840,comparison,text,? Cf. 169 Ta. amuṅku . DED 137.,"dedr[entry 161, DED 137]"
d1611,46,comparison,text,"Cf. Krishnamurti, Language 39. 563, for possible derivation with suffix *-mpu from Pkt. giha- < Skt. gṛha- . DED(S) 1342.","dedr[entry 1611, DED(S) 1342]"
d1617,343,comparison,text,"Cf. 1760 Ta. kuy. [Various edible greens, especially Amarant(h)us species. The botanical identification of the several A. species is apparently still a problem. Hooker's possibilities include A. paniculatus Linn. = A. speciosus Sims, and A. caudatus Linn. = A. paniculatus Wall.] DED(N) 1345.","dedr[entry 1617, DED(N) 1345]"
d1618,82,comparison,text,"? Cf. Ta. kūtir cold, cold wind; kūtal sensation of cold, chilliness. DED(S) 1347.","dedr[entry 1618, DED(S) 1347]"
d162,1541,comparison,text,Cf. 2342 Ta. camai. DED(S) 1934( b ).,"dedr[entry 162, DED(S) 1934(b)]"
d1622,574,comparison,text,Cf. 1581 Ta. kir̤i and 1624 Ta. kīṟu. DED(N) 1351.,"dedr[entry 1622, DED(N) 1351]"
d1623,1999,comparison,text,Cf. Or. girā a line. ? Cf. Skt. kiraka- a scribe. DED(S) 1352.,"dedr[entry 1623, DED(S) 1352]"
d1624,753,comparison,text,Cf. 1581 Ta. kir̤i and 1622 Ta. kīḷ . DED(S) 1353.,"dedr[entry 1624, DED(S) 1353]"
d1629,163,comparison,text,"? Cf. 1779 Ma. kuriyan and 1644 Tu. kūñjelů , Pa. kuña . DED(S) 1357.","dedr[entry 1629, DED(S) 1357]"
d163,230,comparison,text,? < Skt. apara- . DED(S) 138.,"dedr[entry 163, DED(S) 138]"
d1634A,205,comparison,text,Cf. Mar. gūguraḍē mosquito. DEDS 228.,"dedr[entry 1634A, DEDS 228]"
d1635,103,comparison,text,"Cf. 2128 Ka. korcu. DED 1362, DEDS 229.","dedr[entry 1635, DED 1362, DEDS 229]"
d1636,427,comparison,text,Cf. 1907 Ka. kūlu. DED(N) 1363.,"dedr[entry 1636, DED(N) 1363]"
