section,pdf_page,printed_page,top,native,raw_head,form,pos,gloss,cdial_ids,link_method,etymology,ocr_confidence,confidence,review_reasons,gold_rows,raw_entry
main,37,2,383,ਉਡਰਿ,uddari,uḍḍari,vi,fly,1697;2001,gold,1697 uddayate x 2001 *uddrāti: = uŅDI]),81.54837990909091,1.0,,24;25,"uddari, v.i. ‘fly’. 3. [1697 uddayate x 2001 *uddrāti: = uŅDI])"
main,37,2,440,ਉਡਾਇ,udāi,uḍāi,vt,"cause to fly; waste, squander",1697,gold,1697 uddāpayati,88.6073425,1.0,,26,"udāi, v.t. ‘cause to fly; waste, squander’. 4. [1697 uddāpayati]"
main,37,2,500,ਉਤਿ,uddi,uḍḍi,vi,"fly, flu up, fly away",1697,gold,"1697 uddayate: =UDDARI, ŪDI",85.42498098076923,1.0,,27,"uddi, v.i. ‘fly, fly up, fly away' (int. + jāi). 10. [1697 uddayate: =UDDARI, ŪDI]"
main,37,2,603,ਉਡੀਣਾ,tudīnā,uḍīṇā,adj,"sad, fearful",2001,gold,<2001 *uddrāti ‘flees’,73.22804146969698,1.0,,28,"tudīnā, adj. ‘sad, fearful’, in vāta hamārī kharī udīnī SuF1. F'. [<2001 *uddrāti ‘flees’]"
main,37,2,707,ਉਤ,uta!,uta,adv,there,10405,crossref,see JATA,84.24599563636365,0.91,,,"uta!, adv. ‘there’, only as ita uta ‘everywhere’. 8. [see JATA]"
main,37,2,765,ਉਤ,uta? (as emph. utahi),uta,pr,"that, in that, it, by it",,unlinked,=uTu,84.28535215384615,0.8300000000000001,,,"uta? (as emph. utahi), pr. ‘that, in that, it, by it. 3. [=uTu]"
main,37,2,831,ਉਤੰਗਾ,uttangā,uttaṅgā,adj,"tall, long-limbed",1794,gold,1794 uttunga- ‘lofty',60.63587455,1.0,,29,"uttangā, adj. ‘tall, long-limbed’, in uttañgī paioharī S11. 1. [1794 uttunga- ‘lofty']"
main,37,2,937,ਉਤਪਤਿ,utapati,utapati,f,"creation, birth, production",,unlinked,Sk. utpatti-: cf. OPATI,90.7219637,0.8300000000000001,,,"utapati, f. ‘creation, birth, production’. 3. [Sk. utpatti-: cf. OPATI]"
main,37,2,998,ਉਤਭ੍ਜ,utabhuju,utabhuju,m,"creative power`: in p. ‘plants (which sprout from the earth): the vegetable kingdom, one of the four types of living creature",,unlinked,for Sk. udbhijja-),88.41945326666666,0.8300000000000001,,,"utabhuju, m. ‘creative power`: in p. ‘plants (which sprout from the earth): the vegetable kingdom, one of the four types of living creature’. 7. [for Sk. udbhijja-)"
main,37,2,1145,ਉਤਮੁ,uttamu,uttamu,adj,"high, exalted; excellent, best",1765,gold,1765 (or Sk.) uttama-: =0TAMU,83.04752527272728,1.0,,30,"uttamu, adj. ‘high, exalted; excellent, best”. 6. [1765 (or Sk.) uttama-: =0TAMU]"
main,37,2,1251,ਉਤਰਿ,uttari (imp. 3s. -asu JP20),uttari,vi,"cross, pass over; alight, descend; be removed, come off",1770,gold,1770 uttarati,90.12504066666665,1.0,,31,"uttari (imp. 3s. -asu JP20), v.i. ‘cross, pass over; alight, descend: be removed, come off. 13. [1770 uttarati]"
main,37,2,1356,ਉਤਰੁ,uttaru,uttari,m,answer,1767,gold,1767 uttara-,90.1780385,1.0,,32,"uttaru, m. ‘answer’, as uttaru de ‘answer, account for, dismiss’. 3. [1767 uttara-]"
main,37,2,1456,ਉਤਾਹਿ,utārhhi,utārhhi,adv,"upwards, up",,unlinked,uttamasmin: cf. tUTTAI,73.82841442857143,0.71,,,"utārhhi, adv. ‘upwards, up’. [uttamasmin: cf. tUTTAI]"
main,37,2,1519,ਉਤਾਰ,utārā,utārā,m,"passage across, deliverance",1791,gold,1791 Ž_uttāra-,79.362792125,1.0,,33,"utārā, m. ‘passage across, deliverance"": 5. [1791 Ž_uttāra-]"
main,37,2,1578,ਉਤਾਰਿ,utāri,utāri,vt,"take across, deliver; remove, get rid of",1770,gold,,65.60000363636364,1.0,,34,"utāri, v.t. ‘take across, deliver; remove, get rid of. 10. (1770 uttārayati)"
main,37,2,1682,ਉਤਾਵਲਾ,utāvalā,utāvalā,adj,"quick, swift",1788,gold,1788 *uttāpala-]-,73.247753,1.0,,35,"utāvalā, adj. ‘quick, swift’. 1"". [1788 *uttāpala-]-"
main,37,2,1737,ਉਤੁ,utu,utu,pr,"that, in that",10405,crossref,=UTA?; see usu,91.93586544444445,0.91,,,"utu, pr. ‘that, in that’. 1. [=UTA?; see usu]"
main,37,2,1798,ਉਤੈ,tuttai,uttai,ppn,òn,,unlinked,uttamasmin: cf. UTAMHI] (a D a aa E ma oaa E e,42.61753682738095,0.5899999999999999,low_ocr_confidence,,"tuttai, ppn. ‘òn’. F. [uttamasmin: cf. UTAMHI] (a D a aa E ma oaa E e"
main,38,3,36,ਉਦਕੁ,udaku,udaku,m,water,,unlinked,Sk. udaka-,90.0719795,0.8300000000000001,,,"udaku, m. ‘water’. 2. [Sk. udaka-]"
main,38,3,97,ਉਦਰੁ,udaru,udaru,m,belly; womb,,unlinked,Sk. udara-,90.13262385714286,0.8300000000000001,,,"udaru, m. ‘belly; womb’. 5. [Sk. udara-]"
main,38,3,153,ਉਦਾਸੀ,"udāsī (-ā, -u')",udāsī,adj,"indifferent, turned away from the world, detached",,unlinked,Sk. udāsin-,87.43752344242425,0.8300000000000001,,,"udāsī (-ā, -u'), adj. ‘indifferent, turned away from the world, detached’: m. ‘yogi who is detached from the world’. 19. [Sk. udāsin-]"
main,38,3,308,ਉਦਾਸੁ,udāsu?,udāsu,m,detachment,,unlinked,Sk. udāsa-,80.66859871428572,0.8300000000000001,,,"udāsu?, m. ‘detachment’. 1 (RaV12.4°). [Sk. udāsa-]"
main,38,3,369,ਉਦਿਆਨਾ,udiānā,udiānā,m,"forest, jungle",,unlinked,Sk. udyāna- ‘park’`,71.052923375,0.71,,,"udiānā, m. ‘forest, jungle’. 4"". [Sk. udyāna- ‘park’`]"
main,38,3,428,ਉਦੈ,udai,udai,m,rising (of the sun,,unlinked,Sk. udaya-]),84.31622077777779,0.8300000000000001,,,"udai, m. ‘rising (of the sun]. 1. [Sk. udaya-])"
main,38,3,485,ਉਂਦੋਸਾਹਾ,udosāhā,udosāhā,m,what is the mark of breathlessness?.,2433,explicit,2433 ürdhvaśvāsa- (cf. UBBHA) with ud- perh. <Sk. udita- ‘risen',77.36017427635328,0.7899999999999999,,,"udosāhā, m., in udosāhai kiā nīsānī S129, comm. ‘what is the mark of breathlessness?. 1. [2433 ürdhvaśvāsa- (cf. UBBHA) with ud- perh. <Sk. udita- ‘risen']"
main,38,3,636,ਉਦੋਸੀਅ,udosīa,udosīa,f,"confusion has rained, i.e. fills the whole house",,unlinked,app. by-form connected with UDOSĀHĀ (?)J,81.0333788939394,0.8300000000000001,,,"udosīa, f. in udosīa ghare hī vutthī S129, comm. ‘confusion has rained, i.e. fills the whole house’. 1. [app. by-form connected with UDOSĀHĀ (?)J"
main,38,3,785,ਉਧਰਿ,uddhari,uddhari,vi,be saved,2009,gold,2009 uddharati,77.48549200000001,1.0,,37,"uddhari, v.i. ‘be saved’. i. [2009 uddharati]]"
main,38,3,844,ਉਧਾਰਿ,udhāri,udhāri,vt,"save, deliver",2009,gold,2009 uddhārayati,81.57721914285715,1.0,,38,"udhāri, v.t. ‘save, deliver’. 9. [2009 uddhārayati]"
main,38,3,903,ਉਨ,unha,unha,pr,"those, them",,unlinked,= UNHAM,87.91578,0.8300000000000001,,,"unha, pr. ‘those, them’. 1. [ = UNHAM]"
main,38,3,959,ਉੱਠ,tunna,unna,f,wool,2424,gold,2424 ürnā-,81.15260566666666,1.0,,39,"tunna, f. ‘wool’. F. [2424 ürnā-]"
main,38,3,1022,ਉਨਮ੍ਨੁ,unamanu,unamanu,m,state of ecstasy,,unlinked,,83.948561625,0.8300000000000001,,,"unamanu, m. ‘state of ecstasy’. 1. (Sk. unmanas-]"
main,38,3,1081,ਉਨਵਿ,unavi,"unavi, ūnavi",vi,bow down; lower (of gathering clouds),788,gold,788 avanamati: = ŪNAVI,76.83509185,1.0,,40,"unavi, v.i. ‘bow down; lower (of gathering clouds]. 1. [788 avanamati: = ŪNAVI]"
main,38,3,1189,ਉਨਾਂ,unhāārh,unhāārh,pr,"those, them",,unlinked,,74.7222351,0.71,,,"unhāārh, pr. ‘those, them’. 1. ( = UNHa; see Usu]"
main,38,3,1248,ਉਨਿ,uni,uni,pr,"that, by that",,unlinked,see usu),91.905563375,0.8300000000000001,,,"uni, pr. ‘that, by that’. 1. [see usu)"
main,38,3,1306,ਉਪਕੰਠੁ,upakantthu,upakaṇṭṭhu,m,neighbourhood,,unlinked,,76.87099202777777,0.71,,,"upakantthu, m. ‘neighbourhood’, as nadi upakanthi MIA2 ‘beside a river’. 1. (Sk. upakantha-])"
main,38,3,1405,ਉਪਕਾਰੁ,tupakāru,upakāru,m,"help, service, benefit",,unlinked,Sk. upakāāra-,78.106174,0.71,,,"tupakāru, m. ‘help, service, benefit’. M2"". [Sk. upakāāra-]"
main,38,3,1471,ਉਪਜੰਪਿ,upajampi,upajampi,vi,silently recite,,unlinked,Sk. upajapati ‘whisper’ x JAMPI,84.32020438371211,0.8300000000000001,,,"upajampi, v.i. ‘silently recite’, in rāmi nāmi cittu rāpai jā kā, upajampi darasanu kījai tā kā GaAl6, ie. ‘silently reciting the Name ta oneself [hardly as most comm. ‘at dawn, always’). 1. [Sk. upajapati ‘whisper’ x JAMPI]"
main,38,3,1668,ਉਪਜਿ,"upaji (pp. -iā, upannā)",upaji,vi,"be produced, created, born",1814,explicit,1814 utpadyate: = UPAJI]) aaa aa AIF anut > wi. a-,58.150570391053385,0.7899999999999999,,,"upaji (pp. -iā, upannā), v.i. ‘be produced, created, born’. 42. [1814 utpadyate: = UPAJI]) aaa aa AIF anut > wi. a-"
main,39,4,34,ਉਪਦੇਸਿ,tupadesi,upadesi,vt,"teach, instruct",,unlinked,< UPADESU,90.395715625,0.8300000000000001,,,"tupadesi, v.t. ‘teach, instruct’. M2. [ < UPADESU]"
main,39,4,91,ਉਪਦੇਸੁ,upadesu,upadesu,m,"instruction, direction, teaching",,unlinked,Sk. upadeśa-,79.58253305555556,0.71,,,"upadesu, m. ‘instruction, direction, teaching’ (+ kari). 8. [[Sk. upadeśa-]"
main,39,4,201,ਉਪੰਨਾ,upannā,upannā,pp,"produced, created, born",1814,gold,1814 utpanna-,87.057824,1.0,,43,"upannā, pp. of UPAJI ‘produced, created, born’. (3). [1814 utpanna-]"
main,39,4,260,ਉਪਮਾ,upamā,upamā,f,praise,,unlinked,Sk. upamā- ‘comparison’,84.66050340000001,0.8300000000000001,,,"upamā, f. ‘praise’ (+ ākhi, kari). 3. [Sk. upamā- ‘comparison’]"
main,39,4,319,ਉਪਰਿ,uppari,uppari,adv,"up, above",,unlinked,,81.67649272727273,0.8300000000000001,,,"uppari, adv. ‘up, above’; also ppn. ‘above, on, upon’: a. uppararhhu"
main,39,4,362,ਉਪਰਿ,AsAIl,AsAIl,adv,from above,2333,explicit,2333 *uppari: = OPARI,83.39438688888889,0.91,,,"AsAIl, adv. ‘from above’. 25. [2333 *uppari: = OPARI]"
main,39,4,427,ਉਪਾਇ,upāi (pp. upāiā,upāi,vt,"produce, bring forth, create",1814,gold,1814 utpādayati,81.95602118681319,1.0,,45,"upāi (pp. upāiā, fs. + 3s. suf. upāīanu VaCl, fs. upātī MjV]’, v.t. ‘produce, bring forth, create’. 92. [1814 utpādayati]"
main,39,4,531,ਉਪਾਰਜਨਾ,upāārajanā,upāārajanā,f,creation,,unlinked,Sk. upārjanā- ‘acquisition’ (x UPĀI),81.01561311111112,0.8300000000000001,,,"upāārajanā, f. ‘creation’. 1. [Sk. upārjanā- ‘acquisition’ (x UPĀI)]"
main,39,4,592,ਉਪੇਤਾਣਾ,upetānā,upetāṇā,adj,bare,1811,gold,ext. <1811 *utpatta-?] .,77.39094073333334,1.0,,46,"upetānā, adj. ‘bare’, as pagga upetānā AsV9.2 ‘barefoot’. 1. [ext. <1811 *utpatta-?] ."
main,39,4,696,ਉਬਰਿ,ubbari,"ubbari, ūbari",vi,"be saved, be delivered",2356,gold,<2356 *urvara-: = OBARI,90.77912133333332,1.0,,47,"ubbari, v.i. ‘be saved, be delivered’. 17. [ <2356 *urvara-: = OBARI]"
main,39,4,752,ਉਬਾਰਿ,ubāri,ubāri,vt,"save, deliver",,unlinked,v.t. < UBBARI,85.3169345,0.8300000000000001,,,"ubāri, v.t. ‘save, deliver’. 17. [v.t. < UBBARI]"
main,39,4,810,ਉਤਾ,ubbhā,"ubbhā, ūbhā, ūbhau",adj,standing,2426,gold,"2426 ürdhva-, and cf. 2433 ūrdhvaśvāsa- ( > UDOSĀHĀ): = ÜŪBHĀ",76.57410158333333,1.0,,49,"ubbhā, adj. ‘standing’: ubbhe sāha MJVi.2 ‘panting, short of breath’. 2. [2426 ürdhva-, and cf. 2433 ūrdhvaśvāsa- ( > UDOSĀHĀ): = ÜŪBHĀ]"
main,39,4,912,ਉਂਮਰ,tummara,ummara,f,,,unlinked,Ar. ‘umr,85.32531383333334,0.56,missing_gloss,,"tummara, f. life’. F. [Ar. ‘umr]]"
main,39,4,976,ਉਮਰੇ,umare,umare,m,"nobles, grandees",,unlinked,"Ar. umarā, p. of amir",88.7533569,0.8300000000000001,,,"umare, mp. ‘nobles, grandees’. 1. [Ar. umarā, p. of amir]"
main,39,4,1035,ਉਰਸਾ,urasā,urasā,m,slab of stone on which sandal-wood is ground,,gold,,86.90788683333332,1.0,,50,"urasā, m. ‘slab of stone on which sandal-wood is ground’. 1. (77; =P., cf. S. uraso, H. hursā]"
main,39,4,1138,ਉਰਹਾਰੁ,urabāru,urabāru,m,"garland (for the breast, hearty. 1"". [URU + HAĀRU",,unlinked,URU + HAĀRU',81.58765936363636,0.71,suspicious_gloss,,"urabāru, m. ‘garland (for the breast, hearty. 1"". [URU + HAĀRU']"
main,39,4,1198,ਉਰਇ,erajhi,urajhi,vi,"be caught, be entangled",2221,gold,2221 uparudhyate,84.127531,1.0,,51,"erajhi, v.i. ‘be caught, be entangled’. 3. [2221 uparudhyate]"
main,39,4,1257,ਉਰਧ,uradha (-i),uradha,adv,"up, upwards; upside down (in the womb",,unlinked,for Sk. ürdhvamj,87.94936466666667,0.8300000000000001,,,"uradha (-i), adv. ‘up, upwards; upside down (in the womb]. 9. [for Sk. ürdhvamj"
main,39,4,1361,ਉਰਧਾਰਿ,uradhāri,uradhāri,vt,"fix in the heart, fix the heart upon (int. + rakkhi)",,unlinked,URU + DHAĀRI),80.73011505952381,0.8300000000000001,,,"uradhāri, v.t. ‘fix in the heart, fix the heart upon (int. + rakkhi). 11. [URU + DHAĀRI)"
main,39,4,1468,ਉਰਵਾਰੁ,gravāru,uravāru,m,"near bank, this side (of river, etc.)",810,gold,810 *avarapāra-,80.16982341666666,1.0,,52,"gravāru, m. ‘near bank, this side (of river, etc.y. 2. [810 *avarapāra-]"
main,39,4,1533,ਉਰੁ,vru,uru,m,heart,2350,gold,"2350 uras-: cf. URAHĀRU, URADHĀRI",83.0642723452381,1.0,,53,"vru, m. ‘heart’, as uri dhāri, uridhāri [ = URADHAĀRI] ‘fix in the heart’. 11. [2350 uras-: cf. URAHĀRU, URADHĀRI]"
main,39,4,1632,ਉਲਟਿ,ulati,ulaṭi,vi,"be upset, reversed; turn away (from the world)",2368,gold,2368 *ullatyate,86.96350097916667,1.0,,54,"ulati, v.i. ‘be upset, reversed; turn away (from the world]: abs. ulati also as adv. ‘back, again’. 7. [2368 *ullatyate]"
main,39,4,1746,ਉਲ੍ਟੁ,ulatu (-0),"ulaṭu, ulaṭo",adj,"upset, reversed, turned away (from the world)",2368,gold,<uLaTi,55.30314104545454,1.0,,55,"ulatu (-0), adj. ‘upset, reversed; turned away (from the world]. 5. [<uLaTi]"
main,40,5,34,ਉਲਾਸਾ,ulāsā,ulāsā,adj,happy,2375,gold,2375 ullāsa-,73.65664366666667,1.0,,57,"ulāsā, adj. ‘happy’. 1"". [2375 ullāsa-]]"
main,40,5,79,ਉਲਾਮਾ,ulāmhbā,ulāmbā,m,"reproach, complain",2314,gold,2314 upālambha-: =0OLĀÄMHĀ,59.05801821428572,1.0,,58,"ulāmhbā, m. ‘reproach, complaint. 1. [2314 upālambha-: =0OLĀÄMHĀ]"
main,40,5,197,ਉਵਤਿਆ,uvattiā,uvattiā,adj,"lost, astray, gone for nothing",2073,gold,< 2073 udvartman-,67.75383441666666,1.0,,59,"uvattiā, adj. ‘lost, astray, gone for nothing’. 1"". [ < 2073 udvartman-]"
main,40,5,309,ਉਸਰਿ,üsari,ūsari,vi,be built,1874,gold,= USSARI,79.95586185714285,1.0,,60,"üsari, v.i. ‘be built’. 1. [= USSARI]"
main,40,5,366,ਉਗਵਿ,ūgavi,ūgavi,vi,shoot up; become manifest,1947,gold,= UGGAvI,87.84521388888889,1.0,,61,"ūgavi, v.i. ‘shoot up; become manifest’. 2. [= UGGAvI]"
main,40,5,424,ਉੱਪ,ürhgha,ūṃgha,f,sleep,901,gold,901 *avoñghā-]),78.07410166666666,1.0,,62,"ürhgha, f. ‘sleep’. 2. [901 *avoñghā-])"
main,40,5,483,ਉਚਰਿ,čcari,ūcari,vt,"utter, pronounce",1641,gold,= UCCARI,71.02121685714285,1.0,,63,"čcari, v.t. ‘utter, pronounce’. 1. [= UCCARI]"
main,40,5,544,ਉਚਾ,"ürhcā, or ücå (-aü)","ūṃcā, ūcā, ūṃcaü, ūcaü",adj,"high, lofty, tall",1634,gold,= UCCA,66.8183554102564,1.0,,64,"ürhcā, or ücå (-aü), adj. ‘high, lofty, tall’: int. ürhco ürhcā ‘very high’. 23. [= UCCA]"
main,40,5,650,ਉਛਲਿ,chali,ūchali,vi,overflow,1843,gold,1843 ucchalati,76.52481083333333,1.0,,65,"chali, v.i. ‘overflow’. 1. [1843 ucchalati]"
main,40,5,710,ਉਜਲੁ,jalu (-o),"ūjalu, ūjalo",adj,"bright, clear, clean",1670,gold,= UJJALA,69.7840277,1.0,,66,"jalu (-o), adj. ‘bright, clear, clean’. 12. [ = UJJALA]"
main,40,5,772,ਊਇੜੁ,ūjharu,ūjhaṛu,m,"trackless country, wilderness",1660b,gold,= UJJHARU,81.462024,1.0,,67,"ūjharu, m. ‘trackless country, wilderness’. 1. [ = UJJHARU]"
main,40,5,830,ਊਂਡਾ,ürhdā,ūṃḍā,adj,"deep, down",2402,gold,2402 *ünda- ‘deep’,71.35114414273504,1.0,,68,"ürhdā, adj. ‘deep, down’, in dūbī mākurī... ūrhdī sira kai bhāri SoA2 [if not ‘in its web’ (1699 unduka- ‘net’)?], and prob. in akhalī ūrhdī M144. 2. [2402 *ünda- ‘deep’]"
main,40,5,971,ਉਤਿ,ūdi,ūdi,vi,"ly, fly up",1697,gold,=UDDI,82.73722414285714,1.0,,69,"ūdi, v.i. ‘ly, fly up’. 4. [=UDDI]"
main,40,5,1043,ਉਣਾ,ünā,ūṇāvi,adj,"empty, empty-handed",2405,gold,2405 üna-',60.618579097222224,1.0,,70,"ünā, adj. ‘empty, empty-handed’: üne jhüne SuCS ‘empty and exhausted’. 3. [2405 üna-']"
main,40,5,1147,ਉਤਮੁ,ūtamu (-ā),ūtamu,adj,"high, exalted; excellent, best",1765,gold,= UTTAMU,85.75007727272727,1.0,,71,"ūtamu (-ā), adj. ‘high, exalted; excellent, best’. 22. [ = UTTAMU]"
main,40,5,1203,ਉਂਦਰੁ,ümdaru,ūṃdaru,m,rat,2095,gold,2095 undura-]),88.99120699999999,1.0,,72,"ümdaru, m. ‘rat’. 1. [2095 undura-])"
main,40,5,1263,ਉਂਧਉ,ümàåbaü (-o),"upaṭṭhā, ūṃdhaü, ūṃdho",adj,upside down,1831;804,gold,804 avamürdha-,76.215593625,1.0,,42;73,"ümàåbaü (-o), adj. ‘upside down’. 6. [804 avamürdha-]"
