section,pdf_page,printed_page,top,native,raw_head,form,pos,gloss,cdial_ids,link_method,etymology,ocr_confidence,confidence,review_reasons,gold_rows,raw_entry
main,41,6,1114,ਓਤਾਕੁ,otāku,otāku,m,"sitting place, abode",,unlinked,"Turk. > Pers. otāq; cf. S. otāqi ‘men’s sitting-room"": =AÙUTAĀKU",68.04100244871795,0.71,,,"otāku, m. ‘sitting place, abode’. 1. [Turk. > Pers. otāq; cf. S. otāqi ‘men’s sitting-room"": =AÙUTAĀKU]"
main,41,6,1730,ਓਮੀ,omī,omī,adj,"illiterate, unlearned",,unlinked,"Ar. ummī], (aaa maaa",52.5727738125,0.5899999999999999,low_ocr_confidence,,"omī, adj., m. ‘illiterate, unlearned’. 2. [Ar. ummī], (aaa maaa"
main,42,7,33,ਓਰੁ,oru?,oru,m,"end, limit",,unlinked,=o0Ru,42.49955408333334,0.5899999999999999,low_ocr_confidence,,"oru?, m. ‘end, limit’, in kathan kathaüm na āvai oru GaA4. 1'. [=o0Ru]"
main,42,7,302,ਓਨ੍ਹਾਮਾ,olhāmāå,olhāmāå,m,"reproach, complaint",,unlinked,= ULHAMA,84.467512125,0.6500000000000001,suspicious_headword,,"olhāmāå, m. ‘reproach, complaint’. 2. [ = ULHAMA]"
main,42,7,1205,ਅਉਗਣਿਆਰ,‘aüganiārā,‘aügaṇiārā,adj,sinful,,unlinked,= AVAGANIĀRU,69.03663842857144,0.53,suspicious_headword,,"‘aüganiārā, adj. ‘sinful’. 1. [ = AVAGANIĀRU]"
main,42,7,1383,ਅਉਗੁਣ,aügunu,aüguṇu,m,,,unlinked,,87.61841316666666,0.56,missing_gloss,,"aügunu, m. 3. Í = AŬGANUJ"
main,42,7,1450,ਅਉਘ੍ਟੁ,aüghatu,aüghaṭu,adj,"difficult, hard (of roadY",,unlinked,= AvaGHaTU,67.92828755555556,0.71,,,"aüghatu, adj. ‘difficult, hard (of roadY. 1. [= AvaGHaTU]"
main,42,7,1510,ਅਉਤਾਕੁ,aütāku,aütāku,m,"sitting-room, reception room",,unlinked,=O0TĀKU,78.334259875,0.71,,,"aütāku, m. ‘sitting-room, reception room’. 1. [ =O0TĀKU]"
main,42,7,1743,ਅਉਧੂਤੁ,"aüdhūtu (-ā', -1)",aüdhūtu,m,,,unlinked,,72.17333785416668,0.44,missing_gloss,,"aüdhūtu (-ā', -1), m. 'one who has shaken off the world, yogi: mendicant ascetic, beggar`. 7. (Sk. avadhūta-: = AUDHŪ]"
main,43,8,175,ਅੰਸ,ansa,ansa,xref,,,unlinked,,95.46947966666669,0.6799999999999999,,,ansa: see ANSU
main,43,8,228,ਅਸੈਖ,asañkha (-ā),asañkha,adj,"countless, innumerable",,unlinked,Sk. asarhkhya-,79.71569825,0.71,,,"asañkha (-ā), adj. ‘countless, innumerable’. 33. [Sk. asarhkhya-]"
main,43,8,291,ਅਸਗਹੁ,_ asagāhu,_ asagāhu,adj,very deep (of water,,unlinked,Sk. *asagāha-: cf. AGAHU,80.53632120833333,0.6500000000000001,suspicious_headword,,"_ asagāhu, adj. ‘very deep (of water]’; m. ‘very deep water, bottomless ocean’. 6. [Sk. *asagāha-: cf. AGAHU]"
main,43,8,395,ਅਸਟ,aseta,aseṭa,num,"eight: asata sidhi (-ïrh], f. ‘the eight magical powers",,unlinked,Sk. aştā: cf. ATTHA,79.74793166212122,0.71,,,"aseta, num. ‘eight: asata sidhi (-ïrh], f. ‘the eight magical powers’: asata daså‘the eighteen (Purānas)': asata dhātu ‘the eight metals’. 6. [Sk. aştā: cf. ATTHA]"
main,43,8,608,ਅਸਤਿ,asanti,asanti,vs,is,,unlinked,Pers. ast,79.1755295,0.71,,,"asanti, v.s. ‘is’. 3'. [Pers. ast]"
main,43,8,847,ਅਸਨਾਈ,asanāi,asanāi,f,"knowledge, acquaintance",,unlinked,Pers. āshnāi,78.06959842857142,0.71,,,"asanāi, f. ‘knowledge, acquaintance’. 1"". [Pers. āshnāi]"
main,43,8,1176,ਅਸਰੂਪ,assrüpu,assrüpu,m,"essential form, nature, identity",,unlinked,for Sk. svarüpa-: =SAROPU',61.31788315,0.71,,,"assrüpu, m. ‘essential form, nature, identity’. 4. [for Sk. svarüpa-: =SAROPU']"
main,43,8,1280,ਅਸਲਿ,asali,asali,adv,really,,unlinked,Ar. asll: = AasuLOM,69.654090375,0.71,,,"asali, adv. ‘really’. 1. [Ar. asll: = AasuLOM]"
main,43,8,1501,ਅਸਾਹੁ,asāhu,asāhu,adj,without breath,,unlinked,<ASSĀM: equ. HAMĀRĀ'] .,75.667153131993,0.71,,,"asāhu, adj. ‘without breath’, in jete jia jivamhi lai sāhārh jīivāle tārh ki asāha MjV14.1', comm. ‘why should He not give them life without breath? 1"". [a- + sĀHU?] asādā, poss. pr. ‘our’. 1. [ <ASSĀM: equ. HAMĀRĀ'] ."
main,44,9,272,ਅਸੂਲੂ,asulūrh,asulūrh,adv,"really, basically",,unlinked,Ar. asi; =Sir. aslūnhi. = ASALI,70.09061218181817,0.71,,,"asulūrh, adv. ‘really, basically’. 1. [Ar. asi; =Sir. aslūnhi. = ASALI]"
main,44,9,325,ਮਹ,abarh,abarh,m,"ego, pride",,unlinked,Sk. aham ‘T: cf. HaUM,74.0187092,0.71,,,"abarh, m? ‘ego, pride’. 2. [Sk. aham ‘T: cf. HaUM]"
main,44,9,393,ਅਹੰਕਰਣ,ahamkaranu,ahamkaraṇu,m,"ego, pride",,unlinked,,78.99159657142857,0.71,,,"ahamkaranu, m. ‘ego, pride’. 2. (Sk ahakarana-]"
main,44,9,512,ਅਹੰਕਾਰੁ,"aharhkāru (-ā', -0"")",aharhkāru,m,"ego, egotism, pride, self-centredness",,unlinked,Sk. ahamkāra-,69.40863452777778,0.71,,,"aharhkāru (-ā', -0""), m. ‘ego, egotism, pride, self-centredness’. 27. [Sk. ahamkāra-]"
main,44,9,679,ਅਹਲਿਆ,ahaliā,ahaliā,f,"Ahalyā, wife of the rẹşi Gotama, seduced by Indra",,unlinked,,78.57859025,0.71,,,"ahaliā, f. ‘Ahalyā, wife of the rẹşi Gotama, seduced by Indra’. 1."
main,44,9,738,ਅਹਵਾਲ,ahavāla,ahavāla,m,"state, condition",,unlinked,"Ar. ahvāl, p. of kāl. equ. HALU",75.83232891666667,0.71,,,"ahavāla, m. ‘state, condition’. 1"". [Ar. ahvāl, p. of kāl. equ. HALU]"
main,44,9,797,ਅਹਾਜੁ,ahāju,ahāju,adj,"not to be eaten, i.e. forbidden, unclean",,unlinked,akhādya-]),79.648478775,0.71,,,"ahāju, adj. ‘not to be eaten, i.e. forbidden, unclean’, in khānā khāju ahāju SaV 14.2"". 1"". [akhādya-])"
main,44,9,903,ਅਹਾਰੰ,ahārarh (-0),ahārarh,m,food,,unlinked,= AKARU,74.53365275,0.71,,,"ahārarh (-0), m. ‘food’. 2. [ = AKARU]"
main,44,9,1221,ਅਹਿ,tahi’,ahi’,pr,this,2530,crossref,"= IHU, EHU; cf. airu",79.06784275,0.6099999999999999,suspicious_headword,,"tahi’, pr. ‘this’, in ahi tanu dheri thīsī SuF2. F. [ = IHU, EHU; cf. airu]"
main,44,9,1610,ਅਗ,akka,akka,xref,,,unlinked,,95.94712299999999,0.6799999999999999,,,akka: see AKKU
main,44,9,1671,ਯੰਗਸੁ,ankasu,aṅkasu,m,elephant goad,,unlinked,Sk. ankuśa-,69.184781,0.71,,,"ankasu, m. ‘elephant goad’. 2. [Sk. ankuśa-]"
main,44,9,1771,ਅਗ੍ਥੁ,kathā,kathā,f,description of the indescribable,,rejected,"Sk. akathya-] 9 aKan \-a ], I reason, SEnse, UNGETStLangIng . 11. LAI. aqij",76.14927912025011,0.63,unverified_cdial_candidate,,"kathā, f. ‘description of the indescribable’: akathu kahi, kathi ‘describe the indescribable’. 33. [Sk. akathya-] 9 aKan \-a ], I reason, SEnse, UNGETStLangIng . 11. LAI. aqij"
main,45,10,217,ਅਕਾਰੁ,akāru,akāru,m,form,,unlinked,= AKÄRU,68.0594935,0.71,,,"akāru, m. ‘form’. 1"". [= AKÄRU]"
main,45,10,472,ਅ੍ਰੁ,with a poisonous milky juice: akka tiddā,with a poisonous milky juice: akka tiddā,m,,625,explicit,625 arka-?: = AKU,81.05875325,0.46,missing_gloss;suspicious_headword,,"with a poisonous milky juice: akka tiddā, m. ʻlarge greer. grasshopper living on the akk’. 5. [625 arka-?: = AKU]"
main,45,10,575,,añku,añku,m,body,,unlinked,Sk. añka-: cf. ANGU,74.50504570833334,0.6499999999999999,missing_native,,"añku, m. ‘body’: añki samāi' ‘be embraced’: añki carhāi ‘rub on the body’. 21. [Sk. añka-: cf. ANGU]"
main,45,10,680,ਅਕੁਲੀਣੁ,akulīnu,akulīṇu,adj,without family (of God]y.,,unlinked,but Sk. akulīna- ‘low- born’,72.69828227272727,0.71,,,"akulīnu, adj. ‘without family (of God]y. 1. [but Sk. akulīna- ‘low- born’]"
main,45,10,1721,ਅਖੂਟੂ,akhūtu,akhūṭu,adj,,3895,crossref,= AKHUTTU,85.5612022,0.64,missing_gloss,,"akhūtu, adj. 1"". [= AKHUTTU]"
main,45,10,1783,ਅੰਖੇਟੁ,akhotu,akhoṭu,adj,,3895,crossref,= AKHUTTU,81.7555558,0.64,missing_gloss,,"akhotu, adj. 1"". [= AKHUTTU]]"
main,46,11,240,ਅਗ੍ਦੂ,ceremony’. 1. [Ar. ‘aqd ‘knot,ceremony’. 1. [Ar. ‘aqd ‘knot,m,,,unlinked,"Ar. ‘aqd ‘knot, marriage-tie’",81.90135233333334,0.38000000000000006,missing_gloss;suspicious_headword,,"ceremony’. 1. [Ar. ‘aqd ‘knot, marriage-tie’]"
main,46,11,780,ਅਗਾਜਾ,agājā,agājā,adj,"manifested, revealed",,unlinked,comm. < GĀJI(??),77.86543983333334,0.71,,,"agājā, adj.? ‘manifested, revealed’, in dekhi gunārn anahada sabada agājā SuC3'.. 1"". [comm. < GĀJI(??)]"
main,46,11,883,ਅਗਾਧਿ,agādhbi,agādhbi,adj,"unfathomable, bottomless",,unlinked,Sk. *agādhya- (or for agādha-). cf. AGĀHU] .,75.01355405555555,0.71,,,"agādhbi, adj. ‘unfathomable, bottomless’. 2. [Sk. *agādhya- (or for agādha-). cf. AGĀHU] ."
main,46,11,992,ਅਗਾਮੰ,agāmarh,agāmarh,adj,inaccessible,,unlinked,= AGAMU,79.48013157142857,0.71,,,"agāmarh, adj. ‘inaccessible’. 1"". [ = AGAMU]"
main,46,11,1165,ਅਗਿਆਨੀ,agiāni (-ā°),agiāni,adj,ignorant,,unlinked,Sk. ajñānin-,71.84220228571428,0.71,,,"agiāni (-ā°), adj. ‘ignorant’. 3. [Sk. ajñānin-]"
main,47,12,589,ਅੰਚ,tañca,añca,f,"injury, pain",,unlinked,=āmĮmcuU,37.004644363636366,0.5899999999999999,low_ocr_confidence,,"tañca, f. ‘injury, pain’, in tinnhāmh añca na lāga SIF82. M5. [=āmĮmcuU]"
main,47,12,979,ਅਚਿੰਤਾ,acintā (-u),acintā,adv,"unexpectedty, suddenly",,unlinked,Sk. acintita-,72.055538875,0.71,,,"acintā (-u), adv. ‘unexpectedty, suddenly’. 3. [Sk. acintita-]"
main,47,12,1097,ਅਛਨੁ,achalu (-io),achalu,adj,who may not be deceiveď,,unlinked,a- + cuai,79.23711191666666,0.71,,,"achalu (-io), adj. ‘who may not be deceiveď’. 3. [a- + cuai]"
main,47,12,1155,ਅਜ੍ਹੂ,ajarhhu,ajarhhu,adv,"still, yet",,unlinked,a. < AJAI,66.809060125,0.71,,,"ajarhhu, adv. ‘still, yet’. 2. [a. < AJAI]"
main,47,12,1213,ਅਜਗਰੁ,ajagaru,ajagaru,adj,"frightful, terribly big",,unlinked,Sk. ajagara- ‘bo constrictor,61.4040829375,0.71,,,"ajagaru, adj. ‘frightful, terribly big’..2. [Sk. ajagara- ‘bo constrictor]"
main,47,12,1423,ਅਜਪਾ,ajapā,ajapā,adj,ʻunrecited,,unlinked,a- + Japu,73.60508318333333,0.71,,,"ajapā, adj. ‘ʻunrecited’, as ajap jāpu, m. ‘silent, inner recitation’. [a- + Japu]"
main,47,12,1529,ਅਜ੍ਬੂ,ajabu,ajabu,m,"wonder, marvel",,unlinked,Ar. ʻajab,78.17720428571428,0.71,,,"ajabu, m. ‘wonder, marvel’. 1. [Ar. ʻajab]"
main,47,12,1705,ਅਜ੍ਰੂ,ajaru’,ajaru’,adj,"undecaying, i.e. strong, powerful (of the world, desire) in ajara gahu jāri lai M19",,unlinked,Sk. ajara-,89.98995761111112,0.6500000000000001,suspicious_headword,,"ajaru’, adj. ‘undecaying, i.e. strong, powerful (of the world, desire) in ajara gahu jāri lai M19. 1. [Sk. ajara-]"
main,48,13,30,ਅਜਾਈ,ajāīth,ajāīth,adv,in vain,,rejected,a- + 1419; =P.: syn. AVAI,73.45066509090908,0.63,unverified_cdial_candidate,,"ajāīth, adv. ‘in vain’. 1"". [a- + 1419; =P.: syn. AVAI]"
main,48,13,150,ਅਜਾਣ,"ajām (-ā', -antā SaV 13.1",ajām,adj,ignorant,,unlinked,a- + JANU? (and cf. Sk. ajānant-),74.17515828846155,0.71,,,"ajām (-ā', -antā SaV 13.1, adj. ‘ignorant’. 4. [a- + JANU? (and cf. Sk. ajānant-)]]"
main,48,13,258,ਅਜਾਰਿ,ajāti,ajāti,adj,"casteless, having no caste (of God); outcaste",,unlinked,a- + JATI,77.55624574999999,0.71,,,"ajāti, adj. ‘casteless, having no caste (of God); outcaste’. 2. [a- + JATI]"
main,48,13,531,ਅਜੂਨੀ,ajūnī,ajūnī,adj,,,unlinked,a- + JONI: =AJONI] .,81.783407875,0.56,missing_gloss,,"ajūnī, adj. 1. [a- + JONI: =AJONI] ."
main,48,13,641,ਅੰਜੋਨੀ,ajoni,ajoni,adj,"not born, not entering existence (of Gody",,unlinked,Sk. ayoni-: = AJNI,64.520057,0.71,,,"ajoni, adj. ‘not born, not entering existence (of Gody. 10. [Sk. ayoni-: = AJNI]"
main,48,13,755,ਅਟਲ,atalu,aṭalu,adj,,,unlinked,a- + TALI,81.61487727272727,0.56,missing_gloss,,"atalu, adj. immoveable, permanent, fixed (of God]. 2. [a- + TALI]"
main,48,13,1787,ਅੰਦੂ,addhu,addhu,m,without,,unlinked,Sk. ana- > Pk. ana-,67.95990636805556,0.71,,,"addhu, m. ʻa half damri [(=[c4 pice), mite, farthing’. 1. [644 ardha-?: cf. ADDHU]] i3 sense of ‘without’, thus anajānata ‘without knowing’, anadīthā ‘without looking’, ananhātiāh ‘without bathing’, anamañgiām ‘without being asked’, anavīcārī ‘without reflecting’, 9. [Sk. ana- > Pk. ana-]"
main,49,14,600,ਅਤਿ,ati,ati,adv,"very, much, extremely",,unlinked,Sk.,77.96140897692307,0.71,,,"ati, adv. ‘very, much, extremely’, written as separate word before adj., like ati siāānā ‘very clever’: also f. ‘excess’, in tatti hür MjV22.1 (M2) ‘excessively, violently’. 31. [Sk.]"
main,49,14,859,ਅਤੀਮੁ,tatīmu,atīmu,m,"orphan, helpless person",,unlinked,Ar. yatim,76.450727375,0.71,,,"tatīmu, m. ‘orphan, helpless person’. F. [Ar. yatim]"
main,49,14,921,ਮੀਤੁ,antu,antu,m,"end, limit",,unlinked,"-e), as adv. ‘in the end, at last’, sim. ant?",79.4462374375,0.71,,,"antu, m. ‘end, limit’: sl. anti [-e), as adv. ‘in the end, at last’, sim. ant?"
main,49,14,964,,vāra MIV6': anti (-a] kāli,vāra MIV6': anti,adv,,,unlinked,,80.30356705,0.32,missing_gloss;missing_native;suspicious_headword,,"vāra MIV6': anti (-a] kāli, adv. ʻat (the time of) the end, at death’. 90. ESk. anta-]"
main,49,14,1232,ਅੰਰੋਲਵਾ,atolavāmh,atolavāmh,adj,,,unlinked,ext. of aTóLUJ,75.688385,0.44,missing_gloss,,"atolavāmh, adj. 2. [ext. of aTóLUJ"
main,49,14,1291,ਅੰਤੋਲੁ,atolu,atolu,adj,not to be weighed or reckoned [of God,,unlinked,a- + TOLI: = ATOLAVĀM; equ. ATULU,81.793722375,0.71,suspicious_gloss,,"atolu, adj. ‘not to be weighed or reckoned [of God]. 3. [a- + TOLI: = ATOLAVĀM; equ. ATULU]"
main,49,14,1401,ਅਬ੍ਹ,athakku,athakku,adj,"unceasing, unbroken (of lamp burningy",,unlinked,a- + THAKKI,66.43564105,0.71,,,"athakku, adj. ‘unceasing, unbroken (of lamp burningy. 1. [a- + THAKKI]"
main,49,14,1504,ਅਥਰਬਣੁ,atharabanu,atharabaṇu,m,the Atharvaveda,,unlinked,Sk. atharvan-,73.19404399999999,0.71,,,"atharabanu, m. ‘the Atharvaveda’. 3. [Sk. atharvan-]"
main,49,14,1670,ਅੰਦਰਹੁ,andararhhu,andararhhu,adv,"from inside, on the inside: from the heart",,unlinked,a. of ANDARIJ] LIJF ARLOTE. CUL ANIAR,47.15574603846154,0.5899999999999999,low_ocr_confidence,,"andararhhu, adv. ‘from inside, on the inside: from the heart’. 4. [a. of ANDARIJ] LIJF ARLOTE. CUL ANIAR]"
main,50,15,161,ਅਦਿਸ੍ਟੁ,adisatu,adisaṭu,adj,invisible,,unlinked,Sk. adrşta-: = ADRISATU; cf. ADITHUJ,70.31149930000001,0.71,,,"adisatu, adj. ‘invisible’. 2. [Sk. adrşta-: = ADRISATU; cf. ADITHUJ"
main,50,15,276,ਅ੍ਦ੍ਰਿਸਟੁ,adrisatu,adrisaṭu,adj,,,unlinked,= ADISATU,77.8627748,0.44,missing_gloss,,"adrisatu, adj. 1. [= ADISATU]"
main,50,15,451,ਅਧ,addha,addha,xref,,,unlinked,,92.251915,0.6799999999999999,,,addha: see ADDHU
main,50,15,510,ਅਧਕਾ,adhakā,adhakā,adj,additional,,unlinked,= ADHIKU,75.39056783333334,0.71,,,"adhakā, adj. ‘additional’. 1. [= ADHIKU]"
main,50,15,1010,ਅੰਧਿਆਰਾ,arhdhiārā (-u),arhdhiārā,adj,blindness; darkness,,unlinked,"=AMDHERA, AMDHYĀRĀ",64.90590675,0.71,,,"arhdhiārā (-u), adj. ‘blindness; darkness’: also adj. ‘blind; dark’. 10. [=AMDHERA, AMDHYĀRĀ]"
main,50,15,1173,ਅਧ੍ਰ੍ਿ,adhiku (-at; ext. -āī SaA2',adhiku,m,"additional, increased; much, great",,unlinked,Sk. adhika-: = ADHAKĀ,79.77193245000001,0.71,,,"adhiku (-at; ext. -āī SaA2', M13), adj. ‘additional, increased; much, great’. 13. [Sk. adhika-: = ADHAKĀ]"
main,50,15,1754,ਅੰਧੂਲਾ,arhdhūlā,arhdhūlā,adj,,,unlinked,= ANDHULAJ,69.824857,0.44,missing_gloss,,"arhdhūlā, adj. 1. [ = ANDHULAJ"
main,51,16,34,ੰਧਰਾਰਾ,amdhyārā,amdhyārā,m,darkness,,unlinked,= AMDHIARA,71.189057,0.71,,,"amdhyārā, m. ‘darkness’. 1"". [= AMDHIARA]"
main,51,16,110,ਅਨ,ana,ana,xref,,,unlinked,,91.24086733333333,0.6799999999999999,,,ana: see ANU!
main,51,16,174,ਅਲਹਤੁ,anahatu (-3),anahatu,adj,,,unlinked,= ANAHADU,83.18387671428572,0.56,missing_gloss,,"anahatu (-3), adj. 8. [ = ANAHADU]"
main,51,16,602,ਅਟੰਝੂ,"anantu (-2; also anarhtu, -3)",añantu,adj,"endless, boundless, infinite",,unlinked,Sk ananta-,71.44160118181819,0.71,,,"anantu (-2; also anarhtu, -3), adj. ‘endless, boundless, infinite’. 7. [Sk ananta-]"
main,51,16,710,ਅਨਦਿਨੁ,"anadinu (-&, -0°)",anadinu,adv,"everyday; always, ever",,unlinked,Sk. anudinam.,62.2703037,0.71,,,"anadinu (-&, -0°), adv. ‘everyday; always, ever’. 36. [Sk. anudinam."
main,51,16,828,ਅਨਭਉ,anabhaü,anabhaü,m,"mystical experience, mystical knowledge",,unlinked,Sk. anubhava-: vs. ana bhat under ANUŻ,74.42691997222222,0.71,,,"anabhaü, m. ‘mystical experience, mystical knowledge’ [inc!. TiA 1 ` for comm. ‘the fearless Lord’]. 3. [Sk. anubhava-: vs. ana bhat under ANUŻ]"
main,51,16,981,ਅਨਰਾਗੀ,annrāgi (-3°),annrāgi,m,free fron love (of the world] ,,unlinked,Sk. anurāgin-,58.50675444642857,0.71,,,"annrāgi (-3°), m. ʻiover (of God’ [incl. S010, for comm. ‘free fron love (of the world] ]. 3.[Sk. anurāgin-]"
main,51,16,1150,ਅਠਾਹਤਿ,anñhbati,anñhbati,adj,"unstruck, i.e. indestructible (of Gody",,unlinked,Sk. anāhata = ANĀHADI; cf. ANAHADU]J,75.08229445,0.71,,,"anñhbati, adj. ‘unstruck, i.e. indestructible (of Gody. 4. [Sk. anāhata = ANĀHADI; cf. ANAHADU]J"
main,51,16,1252,ਅਨਾਹਦਿ,anāāhadi,anāāhadi,adj,,,unlinked,=ANAHATI,57.6019145,0.44,missing_gloss,,"anāāhadi, adj. I(MrS1). [=ANAHATI]"
main,51,16,1537,ਅਨਿਕ,gnikn,gnikn,adj,"many, numerous",,unlinked,Sk. aneka- (x IKKU): =ANEKA,79.48773800000001,0.71,,,"gnikn, adj. ‘many, numerous’. 3. [Sk. aneka- (x IKKU): =ANEKA]"
main,51,16,1596,ਅਨੀਤਿ,aniti ([-e°),aniti,f,"bad conduct, sin",,unlinked,Sk.,71.956395375,0.71,,,"aniti ([-e°), f. ‘bad conduct, sin’. 2°. [Sk.]"
main,51,16,1656,ਅਨੀਲੁ,anīlu,anīlu,adj,"not blue, ie. without colour, lacking describable attributes (of God], in ādi anīlu anādi anāhati JP28, etc",,unlinked,a-. + NILU (q.v.)J -,75.35285012250712,0.71,,,"anīlu, adj. ‘not blue, ie. without colour, lacking describable attributes (of God], in ādi anīlu anādi anāhati JP28, etc. 7. [a-. + NILU (q.v.)J -"
main,52,17,4,,what is other than God’: ana bhau SaA2 (pd. ana bhai Gal 1),what is other than God’: ana bhau SaA,m,fear of what is other than Godď,,rejected,39 anya-: =ĀNU,71.16939858730159,0.38999999999999996,missing_native;unverified_cdial_candidate;suspicious_headword,,"what is other than God’: ana bhau SaA2 (pd. ana bhai Gal 1), m. ‘fear of what is other than Godď’ [vs. ANABHAUJ]. 9. [39 anya-: =ĀNU]"
main,52,17,326,ਅਠੈਗ,"aneka (-arh', -ā)",aneka,adj,"many, numerous",,unlinked,Sk = ANIKA,74.5791184,0.71,,,"aneka (-arh', -ā), adj. ‘many, numerous’. 12. [Sk = ANIKA]"
main,52,17,1298,ਅਪਰੰਪਰੁ,"aparamparu (-ā, -0)",aparamparu,adj,"disassociated, separate (from creation, of Gody",,unlinked,Sk. aparampara-,77.68918206944446,0.71,,,"aparamparu (-ā, -0), adj. ‘disassociated, separate (from creation, of Gody. 21. [Sk. aparampara-]"
main,52,17,1743,ਅਪਿਉ,apiu (-0),apiu,m,that which may not be drunk,,unlinked,na-) filling’: cf. APU,76.26496028517316,0.71,,,"apiu (-0), m. ‘that which may not be drunk’, as apiu pī ‘drink the undrinkable, i.e. consume the mystical nectar’. 5. [Sk. apeya- (or a- + PÌ)) food. 1"". [āpyāya[na-) filling’: cf. APU]"
