Language_ID	Parameter_ID	Form	Gloss	Native	Phonemic	Notes	Source	Cognateset	Etymology	Entry_Key	Variant_Of_Key	Borrowed_From_Key	Derivation_Parent_Keys	Tags
unr		uːb	hair		uːb	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list MAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list MAD]			bhumij1989-madhupur-i003-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		uʔp	hair		uʔp	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list MOH / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list MOH]			bhumij1996-mohuldiha-i003-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		uʔp	hair		uʔp	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list MUN / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list MUN]			bhumij1996-munduy-i003-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		ub	hair		ub	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list POD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list POD]			bhumij1989-podadiha-i003-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		uʔp	hair		uʔp	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 3 / list UDA / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 3, list UDA]			bhumij-mundari1989-udala-i003-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		meʔt moɑŋ	face		meʔt moɑŋ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list BAI / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list BAI]			bhumij1989-baigodia-i004-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		met mutɑ	face		met mutɑ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list CHA / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list CHA]			bhumij1989-champi-i004-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		menmuhɑ̃ʔ	face		menmuhɑ̃ʔ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list DIG / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list DIG]			bhumij1996-dighinuasahi-i004-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		meʔd moʈe	face		meʔd moʈe	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list DUM / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list DUM]			bhumij1989-dumadie-i004-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		metʔn̩mũɑɳɑ	face		metʔn̩mũɑɳɑ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list LAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list LAD]			bhumij1989-ladhiramsai-i004-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
unr		met mute	face		met mute	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list MAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list MAD]			bhumij1989-madhupur-i004-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		menmuhɑɖ	face		menmuhɑɖ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list MOH / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list MOH]			bhumij1996-mohuldiha-i004-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		menmuʈɑ	face		menmuʈɑ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list MUN / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list MUN]			bhumij1996-munduy-i004-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		met mute	face		met mute	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list POD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list POD]			bhumij1989-podadiha-i004-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		meʔt mũɑ	face		meʔt mũɑ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 4 / list UDA / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 4, list UDA]			bhumij-mundari1989-udala-i004-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		meʔn	eye		meʔn	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 5 / list BAI / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list BAI]			bhumij1989-baigodia-i005-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		metʔ	eye		metʔ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 5 / list CHA / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list CHA]			bhumij1989-champi-i005-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		meʔ	eye		meʔ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 5 / list DIG / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list DIG]			bhumij1996-dighinuasahi-i005-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		metʔ	eye		metʔ	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 5 / list DUM / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list DUM]			bhumij1989-dumadie-i005-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		metʔn̩	eye		metʔn̩	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 5 / list LAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list LAD]			bhumij1989-ladhiramsai-i005-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
unr		met	eye		met	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 5 / list MAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list MAD]			bhumij1989-madhupur-i005-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		meʔn	eye		meʔn	Manual rendered-source transcription; source similarity label 1; physical p.34 / printed p.29 / item 5 / list MOH / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 29, item 5, list MOH]			bhumij1996-mohuldiha-i005-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		meʔn	eye		meʔn	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 5 / list MUN / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 5, list MUN]			bhumij1996-munduy-i005-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		metʔ	eye		metʔ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 5 / list POD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 5, list POD]			bhumij1989-podadiha-i005-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		meʔt̪	eye		meʔt̪	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 5 / list UDA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 5, list UDA]			bhumij-mundari1989-udala-i005-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list BAI / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list BAI]			bhumij1989-baigodia-i006-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list CHA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list CHA]			bhumij1989-champi-i006-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list DIG / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list DIG]			bhumij1996-dighinuasahi-i006-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list DUM / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list DUM]			bhumij1989-dumadie-i006-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list LAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list LAD]			bhumij1989-ladhiramsai-i006-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list MAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list MAD]			bhumij1989-madhupur-i006-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list MOH / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list MOH]			bhumij1996-mohuldiha-i006-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list MUN / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list MUN]			bhumij1996-munduy-i006-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list POD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list POD]			bhumij1989-podadiha-i006-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		lut̪uɾ	ear		lut̪uɾ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 6 / list UDA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 6, list UDA]			bhumij-mundari1989-udala-i006-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		muː	nose		muː	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list BAI / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list BAI]			bhumij1989-baigodia-i007-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		muː	nose		muː	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list CHA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list CHA]			bhumij1989-champi-i007-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		mu	nose		mu	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list DIG / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list DIG]			bhumij1996-dighinuasahi-i007-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		mũ	nose		mũ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list DUM / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list DUM]			bhumij1989-dumadie-i007-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		mũ	nose		mũ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list LAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list LAD]			bhumij1989-ladhiramsai-i007-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
unr		mu	nose		mu	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list MAD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list MAD]			bhumij1989-madhupur-i007-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		mu	nose		mu	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list MOH / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list MOH]			bhumij1996-mohuldiha-i007-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		mu	nose		mu	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list MUN / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list MUN]			bhumij1996-munduy-i007-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		mu	nose		mu	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list POD / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list POD]			bhumij1989-podadiha-i007-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		mũ	nose		mũ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 7 / list UDA / left column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 7, list UDA]			bhumij-mundari1989-udala-i007-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		motʃɑ	mouth		motʃɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list BAI / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list BAI]			bhumij1989-baigodia-i008-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		motʃʌŋ	mouth		motʃʌŋ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list CHA / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list CHA]			bhumij1989-champi-i008-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		mɔtʃɑ	mouth		mɔtʃɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list DIG / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list DIG]			bhumij1996-dighinuasahi-i008-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
unr		motʃoŋ	mouth		motʃoŋ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list DUM / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list DUM]			bhumij1989-dumadie-i008-a01				dialect:unr:bhumij1989-dumadie:Bhumij%20%E2%80%93%20Dumadie
unr		motʃɑ	mouth		motʃɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list LAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list LAD]			bhumij1989-ladhiramsai-i008-a01				dialect:unr:bhumij1989-ladhiramsai:Bhumij%20%E2%80%93%20Ladhiramsai
unr		motʃoŋ	mouth		motʃoŋ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list MAD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list MAD]			bhumij1989-madhupur-i008-a01				dialect:unr:bhumij1989-madhupur:Bhumij%20%E2%80%93%20Madhupur
unr		luʈi	mouth		luʈi	Manual rendered-source transcription; source similarity label 3; physical p.35 / printed p.30 / item 8 / list MOH / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list MOH]			bhumij1996-mohuldiha-i008-a01				dialect:unr:bhumij1996-mohuldiha:Bhumij%20%E2%80%93%20Mohuldiha
unr		mɔtʃɑ	mouth		mɔtʃɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list MUN / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list MUN]			bhumij1996-munduy-i008-a01				dialect:unr:bhumij1996-munduy:Bhumij%20%E2%80%93%20Munduy
unr		motʃoŋ	mouth		motʃoŋ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list POD / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list POD]			bhumij1989-podadiha-i008-a01				dialect:unr:bhumij1989-podadiha:Bhumij%20%E2%80%93%20Podadiha
unr		motʃɑ	mouth		motʃɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 8 / list UDA / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 8, list UDA]			bhumij-mundari1989-udala-i008-a01				dialect:unr:bhumij-mundari1989-udala:Bhumij/Mundari%20%E2%80%93%20Udala
unr		dɑtɑ	tooth		dɑtɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 9 / list BAI / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 9, list BAI]			bhumij1989-baigodia-i009-a01				dialect:unr:bhumij1989-baigodia:Bhumij%20%E2%80%93%20Baigodia
unr		dɑtɑ	tooth		dɑtɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 9 / list CHA / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 9, list CHA]			bhumij1989-champi-i009-a01				dialect:unr:bhumij1989-champi:Bhumij%20%E2%80%93%20Champi
unr		ɖɑʈɑ	tooth		ɖɑʈɑ	Manual rendered-source transcription; source similarity label 1; physical p.35 / printed p.30 / item 9 / list DIG / right column	baileymaggard2015bhumij[Appendix B.3, printed p. 30, item 9, list DIG]			bhumij1996-dighinuasahi-i009-a01				dialect:unr:bhumij1996-dighinuasahi:Bhumij%20%E2%80%93%20Dighinuasahi
