@@ p18c1
#1 body
Suregadi	1	nɛt̪ir
Chinachipuru	1	net̪ur
TELUGU	3	rekt̪əmu
#23 urine
DISQUALIFIED
#24 feces
Bobbili	0	No Entry
Gogada	0	No Entry
Panuku	1	ergɪn
Reyavani	0	No Entry
Kotha	1	ɛrgɪn
Suregadi	1	ergɪn
Chinachipuru	0	No Entry
TELUGU	4	mələmu
#25 village
Bobbili	1	polːup
Gogada	1	polːup
Panuku	1	polup
Reyavani	1	polːup
Kotha	1	polːu
Suregadi	1	polːub
Chinachipuru	1	polːup
TELUGU	3	pəlːɛʈuru
@@ p20c1
#26 house
Bobbili	1	ʊlːe
Gogada	1	ʊlːe
Panuku	1	ulːe
Reyavani	1	ʊlːe
Kotha	1	ulːe
Suregadi	1	ulːe
Chinachipuru	1	ʊlːe
TELUGU	2	ɪlːu
#27 roof
Bobbili	2	penəkɑ
Gogada	2	penəkɑ
Panuku	2	peɳɖkɐ
Reyavani	2	penəkɑ
Kotha	2	penəkɐ
Suregadi	2	peɖɛkːɐ
Chinachipuru	2	penəkɑ
TELUGU	4	pəikəpːu
#28 door
Bobbili	1	vɑlu
Gogada	1	vɑlu
-	2	t̪ʌlupu
Panuku	2	t̪əlpu
Reyavani	1	vɑlu
-	2	t̪ʌlupu
Kotha	2	t̪əlʊpːu
Suregadi	2	t̪əlupːɛ
Chinachipuru	1	vɑlu
-	2	t̪ʌlupu
TELUGU	2	t̪əlʊpːu
#29 firewood
Bobbili	1	kʌrtʃil
Gogada	1	kʌrtʃil
Panuku	1	kərtʃil
Reyavani	1	kʌrtʃil
Kotha	2	kəɖutʃi
Suregadi	1	kəɖsil
-	2	kəɖsil
Chinachipuru	1	kʌrtʃil
TELUGU	4	kəʈelu
@@ p20c2
#30 broom
Bobbili	1	tʃepe
Gogada	1	tʃepeʈ
Panuku	1	tʃepːɛʈ
Reyavani	1	tʃip
Kotha	1	tʃepeɖ
-	2	koɖʊvɪl
Suregadi	1	tʃɛpeʈ
Chinachipuru	1	tʃepeʈ
TELUGU	4	tʃipːuru
#31 mortar
Bobbili	5	d̪ɑɳɖɑkʌɳɖu
Gogada	5	d̪ɑɳɖɑkʌɳɖe
Panuku	5	dʒəɳt̪əkəɳɖu
Reyavani	5	d̪ɑɳɖɑkʌɳɖu
Kotha	3	rubukənu
Suregadi	3	rubukəɳɖu
Chinachipuru	1	tʃʌʊol
TELUGU	3	ruburolu
#32 pestle
DISQUALIFIED
#33 hammer
Bobbili	2	tʃut̪e
Gogada	2	sut̪e
Panuku	2	sut̪e
Reyavani	2	sut̪i
Kotha	2	tʃut̪i
Suregadi	2	sut̪e
Chinachipuru	2	sut̪ːi
TELUGU	2	sʊt̪ɪ
#34 knife
Bobbili	1	kɪju
Gogada	1	kɪju
Panuku	1	kiub
Reyavani	1	kɪjub
Kotha	1	kijub
Suregadi	1	kijub
Chinachipuru	1	kɪju
TELUGU	3	kət̪i
@@ p20c3
#35 axe
Bobbili	2	mʌre
Gogada	2	mʌrɪ
Panuku	2	mərːi
Reyavani	2	mʌri
Kotha	2	mərːi
Suregadi	2	məri
Chinachipuru	2	mʌrɪ
TELUGU	3	goɖːəli
#36 rope
Bobbili	1	t̪orːu
-	2	t̪orːu
Gogada	1	t̪oru
-	2	t̪oru
Panuku	1	t̪oru
-	2	t̪oru
Reyavani	1	t̪oru
-	2	t̪oru
Kotha	1	t̪oru
-	2	t̪oru
Suregadi	1	t̪oru
-	2	t̪oru
Chinachipuru	1	t̪oru
-	2	t̪oru
TELUGU	2	t̪ɛɖu
#37 thread
Bobbili	1	nulu
Gogada	1	nulu
Panuku	1	nulu
Reyavani	1	nulu
Kotha	1	nulu
Suregadi	1	nulu
Chinachipuru	1	nulu
TELUGU	3	d̪ɛrɛmu
#38 needle
Bobbili	1	sud̪i
Gogada	1	sud̪ɪ
Panuku	1	sud̪i
Reyavani	1	sud̪i
Kotha	1	sʊd̪i
Suregadi	1	sud̪ɛ
Chinachipuru	1	sud̪i
TELUGU	1	sud̪ɪ
@@ p21c1
#39 cloth
Bobbili	1	tʃen̪d̪rɑ
Gogada	1	tʃen̪d̪rɑl
Panuku	1	tʃendrɛl
Reyavani	1	tʃen̪d̪rɑ
Kotha	3	guɖːɐ
Suregadi	1	tʃɛn̪d̪rə
Chinachipuru	1	tʃen̪d̪rɑl
TELUGU	3	gʊɖːɐ
#40 ring
Bobbili	1	vət̪u
Gogada	1	vʌt̪u
Panuku	1	vət̪u
Reyavani	1	vət̪u
Kotha	1	vət̪u
Suregadi	1	vət̪u
Chinachipuru	1	vʌt̪u
TELUGU	3	ʊŋgərəmu
#41 sun
Bobbili	1	vele
Gogada	1	vele
Panuku	1	velɛ
Reyavani	1	vele
Kotha	1	velɛ
Suregadi	1	vɛlɛ
Chinachipuru	1	vele
TELUGU	3	surjoɖu
#42 moon
Bobbili	1	nelːi
Gogada	1	nelːiŋ
Panuku	1	neliŋ
Reyavani	1	nelːiŋ
Kotha	1	nɛlːi
Suregadi	1	nɛlɪŋ
Chinachipuru	1	nelːiŋ
TELUGU	3	tʃənɖroɖu
@@ p21c2
#43 sky
Bobbili	1	moguɭ
Gogada	1	mogul
Panuku	1	mogul
Reyavani	1	megəm
Kotha	1	moguɭ
Suregadi	1	mogul
Chinachipuru	1	mogul
TELUGU	2	əkɐʃəmu
#44 star
Bobbili	2	tʃokːɑlu
Gogada	2	tʃokɑle
Panuku	2	sukːɐ
Reyavani	2	tʃokːɑl
Kotha	2	tʃukːəl
Suregadi	2	tʃokːe
Chinachipuru	2	tʃukːɑ
TELUGU	4	nəkʂʰət̪rəmu
#45 rain
Bobbili	1	vɑje
Gogada	1	vɑje
Panuku	1	vɛⁱn
Reyavani	1	vɑɲe
Kotha	1	vɛɪn
Suregadi	1	vɛⁱn
Chinachipuru	1	vɑje
TELUGU	3	vərʂʰəmu
#46 water
Bobbili	1	niru
Gogada	1	niru
Panuku	1	niru
Reyavani	1	niru
Kotha	1	niru
Suregadi	1	niru
Chinachipuru	1	niru
TELUGU	1	niru
@@ p21c3
#47 river
Bobbili	2	geɖːɑ
Gogada	2	geɖːe
Panuku	2	geɖːɐ
Reyavani	2	geɖːɑ
Kotha	2	geɖːɐ
Suregadi	2	gɛɖːɐ
Chinachipuru	2	geɖːɑ
TELUGU	4	ɛːru
#48 cloud(white)
Bobbili	2	mɛgɑm
Gogada	2	mɛgɑm
Panuku	2	mɛgəm
Reyavani	2	megɑl
Kotha	2	mɛgəm
Suregadi	2	mɛgəmɛ
Chinachipuru	2	megʌm
TELUGU	2	mɛgəmu
#49 lightning
Bobbili	2	mɪrtʃegid̪ɑ
Gogada	2	mɪrtʃerid̪ɑ
Panuku	2	mɛrtʃegd̪ə
Reyavani	2	mɪrtʃerid̪ɑ
Kotha	2	mɛritʃegid̪ɐ
Suregadi	3	mirpu
Chinachipuru	3	merupu
TELUGU	3	mirupːu
#50 rainbow
Bobbili	2	ərilu
Gogada	2	ʌrile
Panuku	1	nagesərbem
Reyavani	2	ərilu
Kotha	2	əri
Suregadi	2	ɛri
Chinachipuru	2	ʌrile
TELUGU	4	ind̪rəd̪ʰənusu
@@ p22c1
#51 wind
Bobbili	1	vəlːu
Gogada	1	vʌlːu
Panuku	1	vəlːu
Reyavani	1	vəlːu
Kotha	1	vəlːu
Suregadi	1	vəlːu
Chinachipuru	1	vʌlːu
TELUGU	3	geli
#52 stone
Bobbili	1	kʌɳɖu
Gogada	1	kʌɳɖu
Panuku	1	kəɳɖu
Reyavani	1	kʌɳɖu
Kotha	1	kəɳɖu
Suregadi	1	kəɳɖu
Chinachipuru	1	kʌɳɖu
TELUGU	3	reji
#53 path
Bobbili	1	pʌvu
Gogada	1	pʌvu
Panuku	1	pəvu
Reyavani	1	pʌvu
Kotha	1	pəvu
Suregadi	1	pəvu
Chinachipuru	1	pʌvu
TELUGU	3	d̪eri
#54 sand
Bobbili	1	isəkə
Gogada	1	iseke
Panuku	2	iskɛ
Reyavani	1	isəkə
Kotha	2	isekːɛ
Suregadi	2	iskɛ
Chinachipuru	1	isəkə
TELUGU	2	isuke
@@ p22c2
#55 fire
Bobbili	1	kitʃu
Gogada	1	kitʃːu
Panuku	1	kitʃu
Reyavani	1	kitʃu
Kotha	1	kitʃu
Suregadi	1	kitʃu
Chinachipuru	1	kitʃːu
TELUGU	3	əgniː
#56 smoke
Bobbili	1	pogə
-	2	pogə
Gogada	1	pogu
-	2	pogu
Panuku	1	pogu
-	2	pogu
Reyavani	1	pogu
-	2	pogu
Kotha	1	pogu
-	2	pogu
Suregadi	1	pogu
-	2	pogu
Chinachipuru	1	pogu
-	2	pogu
TELUGU	1	poge
-	2	poge
#57 ash
Bobbili	2	bugi
Gogada	2	buge
Panuku	2	bugːi
Reyavani	2	bugi
Kotha	2	bugːi
Suregadi	2	bugːi
Chinachipuru	2	bugːi
TELUGU	4	buɖid̪e
@@ p22c3
#58 mud (wet)
Bobbili	3	borɖə
Gogada	3	borɖe
Panuku	2	məɳːu
Reyavani	3	burɖə
Kotha	2	məɳːu
Suregadi	2	məɳːu
Chinachipuru	3	burɖə
TELUGU	5	mət̪i
#59 dust
Bobbili	3	bugi
Gogada	1	ɖule
Panuku	1	dul
Reyavani	3	bugi
Kotha	2	ɖumːure
Suregadi	2	ɖumːur
Chinachipuru	1	duɭi
TELUGU	1	ɖuɭi
#60 gold
Bobbili	2	bəŋgəram
Gogada	2	beŋgaram
Panuku	2	bəŋgərəm
Reyavani	2	bəŋgəram
Kotha	2	bəŋgərɛm
Suregadi	2	bəŋgərəm
Chinachipuru	2	bʌŋgʌrʌm
TELUGU	2	bəŋgərəmu
#61 tree
Bobbili	1	mare
Gogada	1	maren
Panuku	1	mərin
Reyavani	1	maren
Kotha	1	mɛre
Suregadi	1	mərɛn
Chinachipuru	1	mare
TELUGU	3	tʃeʈːu
@@ p23c1
#62 leaf
Bobbili	1	egɪ
Gogada	1	egɪl
Panuku	1	egu
Reyavani	1	egɪ
Kotha	1	egu
Suregadi	1	egu
Chinachipuru	1	egu
TELUGU	4	eku
#63 root
Bobbili	1	veru
Gogada	1	verkil
Panuku	1	verkil
Reyavani	1	veru
Kotha	1	veru
Suregadi	1	veru
Chinachipuru	1	veru
TELUGU	1	veru
#64 thorn
Bobbili	1	sʌpːu
Gogada	1	sʌpːu
Panuku	1	tʃəpːu
Reyavani	1	sʌpːu
Kotha	1	səpːu
Suregadi	1	səpːu
Chinachipuru	1	sʌpːu
TELUGU	3	mulːu
#65 flower
Bobbili	3	puː
Gogada	1	pʰul
Panuku	2	puve
Reyavani	1	pʰu
-	2	pʰu
Kotha	2	puv
-	2	puve
Suregadi	2	puvu
Chinachipuru	3	puː
TELUGU	2	puvu
@@ p23c2
#66 fruit
Bobbili	2	bulːu
Gogada	2	bulːul
Panuku	2	bulːu
Reyavani	2	bulːu
Kotha	2	bulːu
Suregadi	2	bulːu
Chinachipuru	2	bulːu
TELUGU	3	poɳɖu
#67 mango
Bobbili	1	mʌⁱgabulːu
Gogada	4	kʌrkebulːu
Panuku	1	məⁱgebuːlu
Reyavani	4	kʌrkebulːu
Kotha	1	məⁱgebulu
Suregadi	1	məⁱge
Chinachipuru	1	mʌⁱgabulːu
-	4	kʌrkebulːu
TELUGU	3	məmidipəɳɖu
#68 banana
Bobbili	3	ʌɳʈibulːu
Gogada	1	ulubulːu
Panuku	3	əɳʈibulːu
Reyavani	3	ʌɳʈibulːu
Kotha	3	əɳʈibulːu
Suregadi	1	ulubulːu
Chinachipuru	3	ʌɳʈibulːu
TELUGU	4	ərət̪ipəɳɖu
#69 wheat (husked)
Bobbili	2	goɖəm
Gogada	2	goɖem
Panuku	2	goɖumulu
Reyavani	2	goɖəm
Kotha	2	goɖəm
Suregadi	2	goɖume
Chinachipuru	2	goɖumʌlu
TELUGU	2	goɖuməlu
#70 millet (husked)
DISQUALIFIED
@@ p23c3
#71 rice (husked)
Bobbili	1	mʌndʒɪ
Gogada	1	mʌndʒɪ
Panuku	1	məndʒik
Reyavani	1	mʌndʒɪ
Kotha	1	mẽdʒɪ
Suregadi	1	məndʒik
Chinachipuru	1	mʌndʒɪ
TELUGU	3	bijemu
#72 potato
Bobbili	2	beŋgəlɖompə
Gogada	2	beŋgəlɖompə
Panuku	2	bəŋgəlɖumpəl
Reyavani	2	beŋgəlɖompə
Kotha	2	bəŋgeləɖompəlu
Suregadi	2	bəŋgəlɖompe
Chinachipuru	2	bʌŋgəlɖumpə
TELUGU	2	bəŋgeləd̪ʰompəli
#73 eggplant
Bobbili	1	kakale
Gogada	1	kagesil
Panuku	1	kəkəsil
Reyavani	1	kakale
Kotha	1	kegəlkeje
Suregadi	1	kəkəlkəju
Chinachipuru	1	kakali
TELUGU	3	oŋkejelu
#74 groundnut
Bobbili	1	tʃenənəpikə
Gogada	1	tʃenənəpikal
Panuku	1	tʃeɭnəpikːəl
Reyavani	3	verutʃeləŋ
Kotha	1	tʃenekupikːəl
Suregadi	1	selənəpikːel
Chinachipuru	1	tʃŋgəpikal
TELUGU	3	verusənəkelu
@@ p24c1
#75 chili
Bobbili	1	mirija
Gogada	1	mirija
Panuku	1	mirijel
Reyavani	1	mirija
Kotha	1	mirije
Suregadi	1	mirijekeje
Chinachipuru	1	mid̪ija
TELUGU	3	mirəpəkəjelu
#76 turmeric
Bobbili	1	pʌrep
Gogada	1	pʌreb
Panuku	1	pərep
Reyavani	1	pʌrep
Kotha	1	pərep
Suregadi	1	pərep
Chinachipuru	1	pʌrep
TELUGU	3	pəsupːu
#77 garlic
Bobbili	2	veluːli
Gogada	2	veluːli
Panuku	2	velulipeje
Reyavani	2	veluːli
Kotha	2	veluli
Suregadi	2	veːluːli
Chinachipuru	2	veluːli
TELUGU	2	velːuːli
#78 onion
Bobbili	1	ulipeje
Gogada	1	nirulipeje
Panuku	1	ulupeje
Reyavani	1	ulipeje
Kotha	1	nirulipeⁱje
Suregadi	1	nirulipeje
Chinachipuru	1	ulipeje
TELUGU	1	ulipeje
@@ p24c2
#79 cauliflower
Bobbili	2	kjabedʒpuv
Gogada	2	kjabedʒpuv
Panuku	2	kebedʒpuvu
Reyavani	2	kjabedʒpuv
Kotha	2	kebedʒpuvu
Suregadi	2	kebedʒpuvu
Chinachipuru	2	kjabedʒipuvːu
TELUGU	2	kebedʒupuvu
#80 tomato
Bobbili	3	t̪ʌməd̪bulːu
Gogada	3	t̪omat̪əbulːul
Panuku	3	t̪əmetbulːu
Reyavani	3	t̪omat̪bulːu
Kotha	3	t̪omotobulu
Suregadi	3	t̪ometːo
Chinachipuru	3	t̪əmet̪i
TELUGU	3	t̪əmetːe
#81 cabbage
Bobbili	2	kjabedʒbut̪ə
Gogada	2	kjabedʒbut̪ə
Panuku	2	kebedʒbut̪ːe
Reyavani	2	kjabedʒbut̪ə
Kotha	2	kebedʒbut̪ːe
Suregadi	2	kebedʒbut̪ːe
Chinachipuru	2	kjabedʒibut̪ə
TELUGU	2	kjebedʒubot̪ːe
#82 oil
Bobbili	1	neju
Gogada	1	neⁱju
Panuku	1	neⁱju
Reyavani	1	neju
Kotha	1	nejːu
Suregadi	1	neⁱju
Chinachipuru	1	neⁱju
TELUGU	3	nune
@@ p24c3
#83 salt
Bobbili	1	supːu
-	2	supːu
Gogada	1	supːu
-	2	supːu
Panuku	1	tʃupːu
-	2	tʃupːu
Reyavani	1	supːu
-	2	supːu
Kotha	1	supːu
-	2	supːu
Suregadi	1	supːu
-	2	supːu
Chinachipuru	1	supːu
-	2	supːu
TELUGU	2	upːu
#84 meat (raw)
Bobbili	1	tʃepːu
Gogada	1	tʃepːul
Panuku	1	tʃepːul
Reyavani	1	tʃepːu
Kotha	1	tʃepːul
Suregadi	1	sepul
Chinachipuru	1	tʃepːu
TELUGU	3	məmsəmu
#85 fat
Bobbili	1	kuɖuku
-	2	kuɖuku
Gogada	1	koɖukːul
-	2	koɖukːul
Panuku	1	koɖukut
-	2	koɖukut
Reyavani	1	koɖukur
-	2	koɖukur
Kotha	1	koɖuku
-	2	koɖuku
Suregadi	1	koɖukːur
Chinachipuru	1	koɖuku
-	2	koɖuku
TELUGU	4	kovu
@@ p25c1
#86 fish
Bobbili	1	minu
Gogada	1	minu
Panuku	1	minu
Reyavani	1	minu
Kotha	1	minu
Suregadi	1	minu
Chinachipuru	1	minu
TELUGU	3	tʃepːe
#87 chicken
Bobbili	1	koru
Gogada	1	koru
Panuku	1	koru
Reyavani	1	koru
Kotha	1	koru
Suregadi	1	koru
Chinachipuru	1	koru
TELUGU	3	koɖi
#88 egg
Bobbili	1	kʌrbe
Gogada	1	kʌrbe
Panuku	1	kərbe
Reyavani	1	kʌrbe
Kotha	1	kərbe
Suregadi	1	kərbe
Chinachipuru	1	kʌrbe
TELUGU	4	gruɖːu
#89 cow
Bobbili	1	muɖe
Gogada	1	muɖe
Panuku	2	koɳɖe
Reyavani	1	muɖe
Kotha	2	koɳɖe
Suregadi	2	koɳɖe
Chinachipuru	1	muɖe
TELUGU	4	evu
@@ p25c2
#90 buffalo
Bobbili	2	geɖe
Gogada	1	siru
Panuku	1	tʃiru
Reyavani	2	geɖə
Kotha	2	geɖe
Suregadi	1	siru
Chinachipuru	2	geɖe
TELUGU	4	d̪ʰunepot̪u
#91 milk
Bobbili	1	palu
Gogada	1	pale
Panuku	1	pele
Reyavani	1	pal
Kotha	1	pelu
Suregadi	1	pəlu
Chinachipuru	1	palu
TELUGU	1	pelu
#92 horns
Bobbili	2	komu
Gogada	2	komu
Panuku	2	komusul
Reyavani	2	komu
Kotha	2	komutʃu
Suregadi	2	komːulu
Chinachipuru	2	komu
TELUGU	2	kumːulu
#93 tail
Bobbili	1	kɪnɖir
Gogada	1	kɪnɖir
Panuku	1	kɪnɖir
Reyavani	2	ʈokə
Kotha	1	kɪnɖur
Suregadi	1	kɪnɖir
Chinachipuru	1	kɪnɖir
TELUGU	2	ʈoke
@@ p25c3
#94 goat
Bobbili	1	megə
Gogada	1	megə
Panuku	1	mẽge
Reyavani	1	megə
Kotha	1	mege
Suregadi	1	mẽge
Chinachipuru	1	mege
TELUGU	1	meke
#95 dog
Bobbili	1	nəʈe
Gogada	1	nəʈe
Panuku	1	nəʈe
Reyavani	1	nəʈe
Kotha	1	nəʈe
Suregadi	1	nəʈẽ
Chinachipuru	1	nəʈe
TELUGU	3	kukːe
#96 snake
Bobbili	1	bamu
Gogada	1	bamu
Panuku	1	bemu
Reyavani	1	bamu
Kotha	1	bemu
Suregadi	1	bemu
Chinachipuru	1	bamu
TELUGU	1	pamu
#97 monkey
Bobbili	1	koʈi
Gogada	1	koʈe
Panuku	1	konʈi
Reyavani	1	koʈi
Kotha	1	koʈi
Suregadi	1	koʈi
Chinachipuru	1	koʈi
TELUGU	1	koʈi
@@ p26c1
#98 mosquito
Bobbili	1	burtʃoɳɖi
Gogada	1	busoɳɖi
Panuku	1	burtʃoɳɖi
Reyavani	1	burtʃoɳɖi
Kotha	1	burtʃoɳɖi
Suregadi	1	burtʃoɳɖi
Chinachipuru	1	bursoɳɖi
TELUGU	2	ɖome
#99 ant
Bobbili	1	tʃuɖi
Gogada	1	tʃuːɖil
Panuku	1	tʃuːɖi
Reyavani	1	tʃuːɖil
Kotha	1	suːɖi
Suregadi	1	suːɖi
Chinachipuru	1	tʃuɖi
TELUGU	4	tʃime
#100 spider
Bobbili	8	t̪ʰampe
Gogada	7	salipuɖu
Panuku	4	kokːəvədʒe
Reyavani	7	salipuɖu
Kotha	5	koʈevele
Suregadi	6	kovəntʃe
Chinachipuru	4	kokʌvʌɖe
TELUGU	7	səlipurugu
#101 name
Bobbili	1	pɪɖir
Gogada	1	pɪɖir
Panuku	1	pɪɖir
Reyavani	1	pɪɖir
Kotha	1	pɪɖir
Suregadi	1	pɪɖir
Chinachipuru	1	pɪɖir
TELUGU	3	peru
@@ p26c2
#102 man
Bobbili	2	lokːu
Gogada	2	lokːu
Panuku	1	məgɪnɖsɪnɖ
-	2	lokːu
Reyavani	2	lokːu
Kotha	1	məgɪntʃɪnɖu
Suregadi	1	məkɪnɖsɪnɖ
-	2	lokːu
Chinachipuru	2	lok
TELUGU	4	mənɪʃi
#103 woman
Bobbili	1	asmʌl
Gogada	1	asmʌl
Panuku	1	esməl
Reyavani	1	asmʌl
Kotha	1	etʃmelu
Suregadi	1	esmeːlu
Chinachipuru	1	asmʌl
TELUGU	3	əɖəməɳɪʃi
#104 child
Bobbili	3	pʌpkul
Gogada	1	tʃepəl
-	3	pʌpkul
Panuku	1	tʃepel
Reyavani	1	pit̪itʃepəl
-	3	pʌpkul
Kotha	1	pit̪itʃəpel
Suregadi	1	sepel
Chinachipuru	3	papu
TELUGU	2	pilːəvəɖu
#105 father
Bobbili	1	abə
Gogada	1	abə
Panuku	1	ebə
Reyavani	1	abə
Kotha	1	ebə
Suregadi	1	ebə
Chinachipuru	1	abə
TELUGU	2	t̪əɳɖri
@@ p26c3
#106 mother
Bobbili	1	aja
Gogada	1	aja
Panuku	1	eje
Reyavani	1	aja
Kotha	1	eje
Suregadi	1	eje
Chinachipuru	1	aja
TELUGU	2	əmːe
#107 older brother
Bobbili	1	berɖeɖe
-	1	ɖeɖe
Gogada	1	berɖeɖe
Panuku	1	put̪ːiɖeɖe
-	1	berɖeɖe
Reyavani	1	berɖeɖe
Kotha	1	berɖeɖe
Suregadi	1	berɖeɖe
Chinachipuru	1	ɖeɖe
TELUGU	4	peɖːərənːə
#108 younger brother
Bobbili	1	ʈoroɳ
-	5	pit̪iɖəɖə
Gogada	1	ʈoɖoɳ
-	5	put̪iɖəɖə
Panuku	1	ʈoɖoɳɖ
Reyavani	5	put̪iɖəɖə
Kotha	1	ʈoɖon
Suregadi	1	ʈoɖoɳ
Chinachipuru	5	pit̪iɖəɖə
TELUGU	6	tʃinːənːə
#109 older sister
Bobbili	2	bekakːo
Gogada	2	berkakːo
Panuku	2	berkeko
Reyavani	2	berkakːə
Kotha	2	kekːo
Suregadi	2	kekːo
Chinachipuru	2	berkako
TELUGU	5	peɖːəkːə
@@ p27c1
#110 younger sister
Bobbili	2	pit̪imalu
-	5	tʃelːal
Gogada	2	put̪imalu
