@@ p18c1
#1 body
Kotha	1	nɛt̪ɪr
Suregadi	1	nɛt̪ir
Chinachipuru	1	net̪ur
TELUGU	3	rekt̪əmu
#23 urine
DISQUALIFIED
#24 feces
Bobbili	0	No Entry
Gogada	0	No Entry
Panuku	1	ergɪn
Reyavani	0	No Entry
Kotha	1	ɛrgɪn
Suregadi	1	ergɪn
Chinachipuru	0	No Entry
TELUGU	4	mələmu
#25 village
Bobbili	1	polːup
Gogada	1	polːup
Panuku	1	polup
Reyavani	1	polːup
Kotha	1	polːu
Suregadi	1	polːub
Chinachipuru	1	polːup
TELUGU	3	pəlːɛʈuru
@@ p20c1
#26 house
Bobbili	1	ʊlːe
Gogada	1	ʊlːe
Panuku	1	ulːe
Reyavani	1	ʊlːe
Kotha	1	ulːe
Suregadi	1	ulːe
Chinachipuru	1	ʊlːe
TELUGU	2	ɪlːu
#27 roof
Bobbili	2	penəkɑ
Gogada	2	penəkɑ
Panuku	2	peɳɖkɐ
Reyavani	2	penəkɑ
Kotha	2	penəkɐ
Suregadi	2	peɖɛkːɐ
Chinachipuru	2	penəkɑ
TELUGU	4	pəikəpːu
#28 door
Bobbili	1	vɑlu
Gogada	1	vɑlu
-	2	t̪ʌlupu
Panuku	2	t̪əlpu
Reyavani	1	vɑlu
-	2	t̪ʌlupu
Kotha	2	t̪əlʊpːu
Suregadi	2	t̪əlupːɛ
Chinachipuru	1	vɑlu
-	2	t̪ʌlupu
TELUGU	2	t̪əlʊpːu
#29 firewood
Bobbili	1	kʌrtʃɪl
Gogada	1	kʌɽtʃil??CHECK
Panuku	1	kərtʃɪl
Reyavani	1	kʌɽtʃil??CHECK
Kotha	2	kəɖutʃi
Suregadi	1	kəɖsɪl
-	2	kəɖsɪl
Chinachipuru	1	kʌrtʃɪl
TELUGU	4	kəʈːɛlu
@@ p20c2
#30 broom
Bobbili	1	tʃepe
Gogada	1	tʃepeʈ
Panuku	1	tʃepːɛʈ
Reyavani	1	tʃip
Kotha	1	tʃepeɖ
-	2	koɖʊvɪl
Suregadi	1	tʃɛpeʈ
Chinachipuru	1	tʃepeʈ
TELUGU	4	tʃipːuru
#31 mortar
Bobbili	5	d̪ɑn̪d̪ɑkʌnɖu??CHECK
Gogada	5	d̪ɑn̪d̪ɑkʌnɖe??CHECK
Panuku	5	dʒənʈəkənɖu
Reyavani	5	d̪ɑn̪d̪ɑkʌnɖu??CHECK
Kotha	3	rubukənu
Suregadi	3	rubukənɖu
Chinachipuru	1	tʃʌʊol
TELUGU	3	ruburolu
#32 pestle
DISQUALIFIED
#33 hammer
Bobbili	2	tʃut̪e
Gogada	2	sut̪e
Panuku	2	sut̪ɛ
Reyavani	2	sut̪i
Kotha	2	tʃut̪i
Suregadi	2	sut̪e
Chinachipuru	2	sut̪ːi
TELUGU	2	sʊt̪ɪ
#34 knife
Bobbili	1	kɪju
Gogada	1	kɪju
Panuku	1	kiub
Reyavani	1	kɪjub
Kotha	1	kijub
Suregadi	1	kijub
Chinachipuru	1	kɪju
TELUGU	3	kət̪i
@@ p20c3
#35 axe
Bobbili	2	mʌre
Gogada	2	mʌrɪ
Panuku	2	mərːi
Reyavani	2	mʌri
Kotha	2	mərːi
Suregadi	2	məri
Chinachipuru	2	mʌrɪ
TELUGU	3	goɖːəli
#36 rope
Bobbili	1	t̪orːu
-	2	t̪orːu
Gogada	1	t̪oru
-	2	t̪oru
Panuku	1	t̪oru
-	2	t̪oru
Reyavani	1	t̪oru
-	2	t̪oru
Kotha	1	t̪oru
-	2	t̪oru
Suregadi	1	t̪oru
-	2	t̪oru
Chinachipuru	1	t̪oru
-	2	t̪oru
TELUGU	2	t̪ɐɖu??CHECK
#37 thread
Bobbili	1	nulu
Gogada	1	nulu
Panuku	1	nulu
Reyavani	1	nulu
Kotha	1	nulu
Suregadi	1	nulu
Chinachipuru	1	nulu
TELUGU	3	d̪ɐremu
#38 needle
Bobbili	1	sud̪i
Gogada	1	sud̪ɪ
Panuku	1	sud̪i
Reyavani	1	sud̪i
Kotha	1	sʊd̪i
Suregadi	1	sud̪e
Chinachipuru	1	sud̪i
TELUGU	1	sud̪ɪ
