wiir-5558689,Indo-ir,-ča,and,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/-ča, revision 87167851]"
wiir-5558719,Indo-ir,pHtā́,father,"CDIAL[s.v. pitŕ̊];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/pHtā́, revision 88660560]"
wiir-5558723,Indo-ir,ȷ́ā́nu,knee,"lubotsky2011iail[s.v. jā́nu-];kuemmel2015suppletive;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ā́nu, revision 92120907]"
wiir-5558736,Indo-ir,HastčiHwánts,"the shin, lower part of the leg","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HastčiHwánts, revision 88087214]"
wiir-5558754,Indo-ir,túH,"you, thou","klein2017hchiel[p. 1904];dunkel2014lipp[p. 806];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/túH, revision 85694759]"
wiir-5558830,Indo-ir,wŕ̥kas,wolf,"CDIAL[s.v. vŕ̊ka];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wŕ̥kas, revision 92152259]"
wiir-5558832,Indo-ir,Háykas,one,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háykas, revision 91730312]"
wiir-5558843,Indo-ir,wayám,,"klein2017hchiel[p. 1904];dunkel2014lipp[p. 849];lubotsky2011iail[s.v. vayám, p. 572-3];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wayám, revision 89053281]"
wiir-5559432,Indo-ir,Háćwas,horse,"mayrhofer1992ewaia[s.v. *áśva-, p. 139-140];lubotsky2011iail[s.v. áśva-];rastorgueva2000esija[s.v. *āśu̯a-, p. 243-246];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háćwas, revision 92152106]"
wiir-5559452,Indo-ir,wišás,"poison, venom","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wišás, revision 92152245]"
wiir-5559460,Indo-ir,aȷ́ʰám,"I, we","dunkel2014lipp[p. 201];klein2017hchiel[p. 1904];lubotsky2011iail[s.v. ahám, p. 16-17];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/aȷ́ʰám, revision 90086264]"
wiir-5559465,Indo-ir,ȷ́ʰŕ̥dayam,heart,"lubotsky2011iail[s.v. hŕ̥d, p. 230];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰŕ̥dayam, revision 92152321]"
wiir-5559655,Indo-ir,Had-,to eat,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Had-, revision 89340624]"
wiir-5559672,Indo-ir,Has-,to be,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Has-, revision 90996864]"
wiir-5560092,Indo-ir,ȷ́ʰástas,hand,"strand;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰástas, revision 92152319]"
wiir-5560344,Indo-ir,Hásmi,,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hásmi, revision 90996698]"
wiir-5560368,Indo-ir,Hásti,to be,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hásti, revision 89709784]"
wiir-5560387,Indo-ir,Hátˢti,to eat,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hátˢti, revision 60937561]"
wiir-5560487,Indo-ir,wan-,"to triumph, win, overcome; to conquer","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wan-, revision 49985198]"
wiir-5561934,Indo-ir,Háyti,to go,"CDIAL[s.v. ḗti];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háyti, revision 88600019]"
wiir-5562491,Indo-ir,sárwas,"all; entire, whole","martinez2014avestan;CDIAL[s.v. sárva];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/sárwas, revision 89233142]"
wiir-5562500,Indo-ir,wíćwas,"all, every","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wíćwas, revision 88096212]"
wiir-5562674,Indo-ir,wiHrás,man,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wiHrás, revision 87170433]"
wiir-5563289,Indo-ir,yugám,yoke,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/yugám, revision 88459940]"
wiir-5564449,Indo-ir,dʰar-,"to hold, carry; to bear, support","cheung2007ediv;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dʰar-, revision 92152020]"
wiir-5564575,Indo-ir,Hsu-,good,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hsu-, revision 89323452]"
wiir-5565327,Indo-ir,swápnas,"sleep, sleeping; dreaming","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swápnas, revision 91779451]"
wiir-5565330,Indo-ir,swap-,"sleep, to sleep; dreaming","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swap-, revision 88087256]"
wiir-5565338,Indo-ir,námati,"to bend, bow","cheung2007ediv[s.v. *nam-, p. 280];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/námati, revision 92152158]"
wiir-5569919,Indo-ir,náHuš,boat,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/náHuš, revision 90127110]"
wiir-5570002,Indo-ir,naHwíyas,"boatable, navigable","wodtko2008nil[p. 515];lubotsky2011iail[s.v. nāvyà-, p. 341-2];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/naHwíyas, revision 90127142]"
wiir-5570029,Indo-ir,sáwHmas,"soma, haoma","lubotsky2011iail[s.v. sóma-, p. 464];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/sáwHmas, revision 92152201]"
wiir-5570169,Indo-ir,waȷ́ʰ-,"to bear, carry; to drive","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/waȷ́ʰ-, revision 88087262]"
wiir-5570524,Indo-ir,máHtā,mother,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/máHtā, revision 91460558]"
wiir-5570540,Indo-ir,HrátʰHas,chariot,"lipp2009palatale[p. 58];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HrátʰHas, revision 92152059]"
wiir-5570542,Indo-ir,bʰráHtā,brother,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/bʰráHtā, revision 90793375]"
wiir-5570799,Indo-ir,dʰuHmás,"mist, fog; smoke","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dʰuHmás, revision 90518066]"
wiir-5570805,Indo-ir,náwas,new,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/náwas, revision 87170455]"
wiir-5570817,Indo-ir,swáćuras,father-in-law,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swáćuras, revision 91088980]"
wiir-5571170,Indo-ir,Háwiš,sheep,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háwiš, revision 91305611]"
wiir-5571251,Indo-ir,páću,"livestock, animal","CDIAL[s.v. paśú];abaev1958osetinskogo[p. 500–501];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/páću, revision 92152180]"
wiir-5571483,Indo-ir,Hā́yu,"lifetime, life","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hā́yu, revision 88408827]"
wiir-5571490,Indo-ir,Habʰí,"to, against; for, on account of","lubotsky2011iail[s.v. abhí];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Habʰí, revision 92152039]"
wiir-5571503,Indo-ir,Hápa,"off, away, from","dunkel2014lipp[p. 71];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hápa, revision 92152091]"
wiir-5571523,Indo-ir,tráyas,three,"CDIAL[s.v. tráyaḥ];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/tráyas, revision 92152213]"
wiir-5571537,Indo-ir,dā́ru,tree; wood,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dā́ru, revision 88450346]"
wiir-5571540,Indo-ir,Hdánts,tooth,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hdánts, revision 88990253]"
wiir-5572472,Indo-ir,-as,,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/-as, revision 76138026]"
wiir-5572525,Indo-ir,yáwgas,"team, yoke; yoking","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/yáwgas, revision 92022795]"
wiir-5572598,Indo-ir,yawg-,to yoke,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/yawg-, revision 88087263]"
wiir-5572607,Indo-ir,čakrám,wheel,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/čakrám, revision 91796925]"
wiir-5572673,Indo-ir,ȷ́ánHas,"race, group of people; race, people; creature; man, human","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ánHas, revision 92152311]"
wiir-5573263,Indo-ir,HwaHyúš,"wind, air","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HwaHyúš, revision 88096221]"
wiir-5575726,Indo-ir,ȷ́ʰánuš,jaw; chin,"mayrhofer1992ewaia[s.v. hánu-, p. 801-2];lubotsky2011iail[s.v. hánu-];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰánuš, revision 92152317]"
wiir-5575745,Indo-ir,pstánas,"breast; teat, nipple","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/pstánas, revision 91492762]"
wiir-5576010,Indo-ir,pátiš,"master, lord; husband","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/pátiš, revision 87448638]"
wiir-5576018,Indo-ir,bʰaHȷ́ʰúš,arm,"lubotsky2011iail[s.v. *bāhú-];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/bʰaHȷ́ʰúš, revision 92151994]"
wiir-5576402,Indo-ir,Hyás,"that, who, which","dunkel2014lipp[p. 312];klein2017hchiel[p. 1902];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hyás, revision 92152082]"
wiir-5576406,Indo-ir,saptá,seven,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/saptá, revision 90070805]"
wiir-5588759,Indo-ir,ȷ́ʰansás,goose,"mayrhofer1992ewaia[s.v. haṃsá-, p. 799];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰansás, revision 92152313]"
wiir-5588795,Indo-ir,ćwā́,dog,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ćwā́, revision 89043488]"
wiir-5588818,Indo-ir,Hŕ̥ćšas,bear,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hŕ̥ćšas, revision 90340044]"
wiir-5588823,Indo-ir,Hušā́s,dawn,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hušā́s, revision 92171786]"
wiir-5589360,Indo-ir,witˢtás,found,"wodtko2008nil[p. 719];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/witˢtás, revision 81624435]"
wiir-5589376,Indo-ir,niždás,nest,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/niždás, revision 91773706]"
wiir-5589464,Indo-ir,pratamás,first,"klein2017hchiel[p. 491];rastorgueva2000esija[s.v. *fratama-, *fraϑama-, p. 58-60];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/pratamás, revision 90962346]"
wiir-5591651,Indo-ir,wī́naH,a lute,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wī́naH, revision 84285906]"
wiir-5591875,Indo-ir,máH,do not,"CDIAL[s.v. mahyā];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/máH, revision 90710572]"
wiir-5592594,Indo-ir,swás,self; own,"dunkel2014lipp[p. 751];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swás, revision 90097275]"
wiir-5592720,Indo-ir,Hyaȷ́nás,worship; sacrifice,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hyaȷ́nás, revision 87170487]"
wiir-5592724,Indo-ir,átʰarwā,priest,"lubotsky1999substratum;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/átʰarwā, revision 92152271]"
wiir-5592789,Indo-ir,Hásuras,deity,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hásuras, revision 92152099]"
wiir-5592801,Indo-ir,Yamás,"Yama, god of the underworld","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Yamás, revision 86563986]"
wiir-5593241,Indo-ir,sá,he,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/sá, revision 87170485]"
wiir-5653536,Indo-ir,Há-,,"dunkel2014lipp[p. 179];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Há-, revision 92152085]"
wiir-5844004,Indo-ir,Haȷ́ʰíH,"heifer, cow","kuemmel2017agricultural[p. 277];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Haȷ́ʰíH, revision 81824834]"
wiir-5844007,Indo-ir,dʰa(H)inúš,milch cow,"kuemmel2017agricultural[p. 277];lubotsky2011iail[s.v. dhenú-];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dʰa(H)inúš, revision 92152016]"
wiir-5844030,Indo-ir,Haȷ́ás,goat,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Haȷ́ás, revision 85456423]"
wiir-5844033,Indo-ir,kʰáras,donkey,"witzel2003exchange[p. 29];klein2017hchiel[p. 1948];lubotsky2011iail;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/kʰáras, revision 92152129]"
wiir-5848983,Indo-ir,pánča,five,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/pánča, revision 90070798]"
wiir-5872981,Indo-ir,kʰumbʰás,pot,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/kʰumbʰás, revision 92152126]"
wiir-5873967,Indo-ir,stʰuHnáH,pillar,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/stʰuHnáH, revision 78349809]"
wiir-6059241,Indo-ir,dʰárati,"to hold, have","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dʰárati, revision 82647360]"
wiir-6068448,Indo-ir,Hrā́ćš,"king, ruler","lubotsky2011iail;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hrā́ćš, revision 92152062]"
wiir-6078407,Indo-ir,ȷ́ʰimás,"cold, frost; winter","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰimás, revision 89007359]"
wiir-6078408,Indo-ir,stáHnam,"the act of standing; position, location, place","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/stáHnam, revision 91953160]"
wiir-6081003,Indo-ir,wā́kš,"speech, voice","mayrhofer1992ewaia[s.v. vā́c-, p. 539-40];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wā́kš, revision 92152257]"
wiir-6081428,Indo-ir,swásā,sister,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/swásā, revision 92077647]"
wiir-6084241,Indo-ir,bʰábʰruš,"reddish-brown, deep-brown, tawny; beaver, mongoose; reddish-brown animal; one of the ten species of dogs of Indo-Iranian creation myth","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/bʰábʰruš, revision 88096719]"
wiir-6085828,Indo-ir,nagnás,"naked, nude","mayrhofer1992ewaia[p. 6];bailey1979khotan[p. 297];abaev1958osetinskogo[p. 247];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/nagnás, revision 92152152]"
wiir-6089482,Indo-ir,ćradᶻdʰáH,"belief, trust","lubotsky2011iail;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ćradᶻdʰáH, revision 92152277]"
wiir-6091469,Indo-ir,wáy,truly; woe! alas!,"mayrhofer1992ewaia[s.v. vái, p. 587];dunkel2014lipp[p. 765];lubotsky2011iail[s.v. uvé, p. 536];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wáy, revision 91290361]"
wiir-6097395,Indo-ir,dáHtā,giver,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dáHtā, revision 84334761]"
wiir-6097399,Indo-ir,dádaHti,to give,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dádaHti, revision 88106994]"
wiir-6097405,Indo-ir,warš-,height?,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/warš-, revision 67559038]"
wiir-6097414,Indo-ir,námas,"deference, respect, homage","lubotsky2011iail[s.v. námas-];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/námas, revision 92152157]"
wiir-6100452,Indo-ir,mántras,"meditation, chanting","mayrhofer1992ewaia[s.v. mántra-, p. 311];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/mántras, revision 92152145]"
wiir-6101084,Indo-ir,gadaH,"club, mace","lubotsky1999substratum;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/gadaH, revision 92152027]"
wiir-6101335,Indo-ir,Ćarwás,the name of a deity,"lubotsky1999substratum;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Ćarwás, revision 52794271]"
wiir-6101794,Indo-ir,ȷ́ʰarmyám,"permanent house, building","lubotsky1999substratum;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ʰarmyám, revision 92152315]"
wiir-6101811,Indo-ir,abʰrás,"cloud, raincloud","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/abʰrás, revision 60938504]"
wiir-6109375,Indo-ir,dr̥Hgʰás,"long, lengthy","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/dr̥Hgʰás, revision 91554866]"
wiir-6109389,Indo-ir,ǰʰatás,"killed, slain; struck","CDIAL[s.v. hatá];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ǰʰatás, revision 89132740]"
wiir-6110712,Indo-ir,ǰiHwás,alive,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ǰiHwás, revision 87486861]"
wiir-6113242,Indo-ir,bálam,strength,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/bálam, revision 92171761]"
wiir-6113247,Indo-ir,bálas,"strong, forceful","mayrhofer1992ewaia[s.v. bála-, p. 215];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/bálas, revision 92151990]"
wiir-6114794,Indo-ir,gʰáwšas,"noise, sound","mayrhofer1992ewaia[s.v. GHOṢ, p. 518];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/gʰáwšas, revision 92171776]"
wiir-6114817,Indo-ir,gʰáwšati,"to hear, listen; to shout","rix2001liv[s.v. ?*g⁽ʷ⁾ʰeṷs-, p. 200];cheung2007ediv[s.v. *gauš, p. 115];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/gʰáwšati, revision 89101315]"
wiir-6116501,Indo-ir,kšatrám,"kingdom, dominion, empire; rule, reign","cheung2007ediv[s.v. *xšaH];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/kšatrám, revision 92152121]"
wiir-6117245,Indo-ir,naHuHaȷ́ás,"navigator, captain, skipper.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/naHuHaȷ́ás, revision 91600135]"
wiir-6117259,Indo-ir,síndʰuš,"river, stream.; the Indus river.; the region surrounding the Indus, Sindh.","lubotsky1999substratum;wiktionary-piir[Reconstruction:Proto-Indo-Iranian/síndʰuš, revision 92307266]"
wiir-6117604,Indo-ir,čákšuš,the eye.,"rix2001liv[s.v. *k<sup>u̯</sup>ek̑-, p. 383-385];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/čákšuš, revision 92152292]"
wiir-6129910,Indo-ir,Háćru,tear,"klein2017hchiel[p. 582];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háćru, revision 92152103]"
wiir-6135306,Indo-ir,putrás,boy; son,"lubotsky2011iail[s.v. putrá-, p. 400-1];CDIAL[s.v. putrá];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/putrás, revision 92152175]"
wiir-6139519,Indo-ir,ćasás,hare,"CDIAL[s.v. śaśá];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ćasás, revision 92152276]"
wiir-6139894,Indo-ir,mr̥gás,a forest animal,"mallory1997eiec[p. 147];mayrhofer1992ewaia[p. 370-1];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/mr̥gás, revision 92152137]"
wiir-6141407,Indo-ir,Háćmā,"stone, thunderstone?; thunderbolt, sky?","lubotsky2011iail[s.v. áśman-, p. 61-62];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Háćmā, revision 87170629]"
wiir-6142635,Indo-ir,Hyáȷ́ati,"to worship, sacrifice","cheung2007ediv[s.v. *i̯az];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hyáȷ́ati, revision 92152084]"
wiir-6143566,Indo-ir,tanúHs,"body, self.","lubotsky2011iail[s.v. taní-, p. 503];mayrhofer1992ewaia[p. 618-9, 621-2];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/tanúHs, revision 92152210]"
wiir-6144438,Indo-ir,ćwaytás,white; bright,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ćwaytás, revision 87167870]"
wiir-6145442,Indo-ir,nápāts,descendant; grandson,"goto2013oiamorphology[p. 32];klein2017hchiel[p. 1945];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/nápāts, revision 92152159]"
wiir-6145458,Indo-ir,sr̥ȷ́áti,"to let go, dismiss, release, cast off","cheung2007ediv[s.v. *harz-];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/sr̥ȷ́áti, revision 92152215]"
wiir-6145466,Indo-ir,sarȷ́-,"abandon, discharge, loose off","cheung2007ediv[s.v. *harz-];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/sarȷ́-, revision 92152189]"
wiir-6145479,Indo-ir,ȷ́ámbʰas,tooth; jawbone?,"cheung2007ediv[s.v. *zamb<sup>1</sup>];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/ȷ́ámbʰas, revision 92152310]"
wiir-6146167,Indo-ir,náHs,nose,"mayrhofer1992ewaia[s.v. nás-, p. 30];CDIAL[s.v. nāˊsā];rastorgueva2000esija[s.v. *¹nah- : nāh-, p. 423-6];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/náHs, revision 92152156]"
wiir-6146978,Indo-ir,(H)íšuš,arrow.,"CDIAL[s.v. iṣukāˊ];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/(H)íšuš, revision 92151975]"
wiir-6151910,Indo-ir,čáćšma,eye; sight,"rastorgueva2000esija[p. 238–240];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/čáćšma, revision 92152293]"
wiir-6152435,Indo-ir,Hnáwa,nine,"wiktionary-piir[Reconstruction:Proto-Indo-Iranian/Hnáwa, revision 92113243]"
wiir-6157567,Indo-ir,maHám,,"klein2017hchiel[p. 1904];dunkel2014lipp[p. 505];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/maHám, revision 85776824]"
wiir-6157602,Indo-ir,HráwdHti,"to cry, weep.","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HráwdHti, revision 91726348]"
wiir-6158308,Indo-ir,HsuHápas,well created; artistic; doing good work,"novak2013easterniranian[p. 208];wiktionary-piir[Reconstruction:Proto-Indo-Iranian/HsuHápas, revision 92152072]"
wiir-6164416,Indo-ir,wáȷ́ras,"strong, hard; a mace, club or any such weapon","wiktionary-piir[Reconstruction:Proto-Indo-Iranian/wáȷ́ras, revision 92152254]"
