Report,PDF_Page,Column,Item,Gloss,Group,Site_Code,Site,Raw_Form,Status,Reason,Entry_Key
kim-ahmad-kim-sangma2011kurux,38,1,13,water,1,B,Gabindanagar,ammɛ,installed,,silkurux2011:i013:B:1
kim-ahmad-kim-sangma2011kurux,38,1,13,water,1,C,Boldipukur,ammɛ,installed,,silkurux2011:i013:C:1
kim-ahmad-kim-sangma2011kurux,38,1,13,water,1,D,Lohanipara,ammɛ,installed,,silkurux2011:i013:D:1
kim-ahmad-kim-sangma2011kurux,38,1,13,water,1,E,Dulhapur,ammɛ,installed,,silkurux2011:i013:E:1
kim-ahmad-kim-sangma2011kurux,38,1,13,water,2,0,Bangla,pani,installed,,silkurux2011:i013:0:1
kim-ahmad-kim-sangma2011kurux,38,1,13,water,3,A,Dima,ɑm,installed,,silkurux2011:i013:A:1
kim-ahmad-kim-sangma2011kurux,38,1,14,river,1,A,Dima,khɑr,installed,,silkurux2011:i014:A:1
kim-ahmad-kim-sangma2011kurux,38,1,14,river,1,B,Gabindanagar,xar,installed,,silkurux2011:i014:B:1
kim-ahmad-kim-sangma2011kurux,38,1,14,river,1,D,Lohanipara,xar,installed,,silkurux2011:i014:D:1
kim-ahmad-kim-sangma2011kurux,38,1,14,river,1,E,Dulhapur,xar,installed,,silkurux2011:i014:E:1
kim-ahmad-kim-sangma2011kurux,38,1,14,river,2,C,Boldipukur,nadi,installed,,silkurux2011:i014:C:1
kim-ahmad-kim-sangma2011kurux,38,1,14,river,2,0,Bangla,nodi,installed,,silkurux2011:i014:0:1
kim-ahmad-kim-sangma2011kurux,38,1,15,soil/ground,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,38,1,15,soil/ground,1,B,Gabindanagar,xat$ʒɛ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,38,1,15,soil/ground,1,C,Boldipukur,xat$ʒɛ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,38,1,15,soil/ground,1,D,Lohanipara,xat$ʒɛ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,38,1,15,soil/ground,1,E,Dulhapur,xat$ʒɛ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,38,1,15,soil/ground,2,0,Bangla,mati,installed,,silkurux2011:i015:0:1
kim-ahmad-kim-sangma2011kurux,39,0,16,mud,1,0,Bangla,kada,installed,,silkurux2011:i016:0:1
kim-ahmad-kim-sangma2011kurux,39,0,16,mud,1,B,Gabindanagar,kado,installed,,silkurux2011:i016:B:1
kim-ahmad-kim-sangma2011kurux,39,0,16,mud,1,C,Boldipukur,kado,installed,,silkurux2011:i016:C:1
kim-ahmad-kim-sangma2011kurux,39,0,16,mud,1,D,Lohanipara,kado,installed,,silkurux2011:i016:D:1
kim-ahmad-kim-sangma2011kurux,39,0,16,mud,1,E,Dulhapur,kado,installed,,silkurux2011:i016:E:1
kim-ahmad-kim-sangma2011kurux,39,0,16,mud,1,A,Dima,khəd,installed,,silkurux2011:i016:A:1
kim-ahmad-kim-sangma2011kurux,39,0,17,dust,1,0,Bangla,dhula,installed,,silkurux2011:i017:0:1
kim-ahmad-kim-sangma2011kurux,39,0,17,dust,1,B,Gabindanagar,dhuli,installed,,silkurux2011:i017:B:1
kim-ahmad-kim-sangma2011kurux,39,0,17,dust,1,C,Boldipukur,dhuli,installed,,silkurux2011:i017:C:1
kim-ahmad-kim-sangma2011kurux,39,0,17,dust,1,D,Lohanipara,dhuli,installed,,silkurux2011:i017:D:1
kim-ahmad-kim-sangma2011kurux,39,0,17,dust,1,E,Dulhapur,dhuli,installed,,silkurux2011:i017:E:1
kim-ahmad-kim-sangma2011kurux,39,0,17,dust,1,A,Dima,dhur,installed,,silkurux2011:i017:A:1
kim-ahmad-kim-sangma2011kurux,39,0,18,stone,1,B,Gabindanagar,pakhɛna,installed,,silkurux2011:i018:B:1
kim-ahmad-kim-sangma2011kurux,39,0,18,stone,1,C,Boldipukur,pakhna,installed,,silkurux2011:i018:C:1
kim-ahmad-kim-sangma2011kurux,39,0,18,stone,1,D,Lohanipara,pakhna,installed,,silkurux2011:i018:D:1
kim-ahmad-kim-sangma2011kurux,39,0,18,stone,1,E,Dulhapur,pakhna,installed,,silkurux2011:i018:E:1
kim-ahmad-kim-sangma2011kurux,39,0,18,stone,2,0,Bangla,pathor,installed,,silkurux2011:i018:0:1
kim-ahmad-kim-sangma2011kurux,39,0,18,stone,3,A,Dima,dho!ɡɑ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,0,19,sand,1,0,Bangla,bali,installed,,silkurux2011:i019:0:1
kim-ahmad-kim-sangma2011kurux,39,0,19,sand,1,B,Gabindanagar,balu,installed,,silkurux2011:i019:B:1
kim-ahmad-kim-sangma2011kurux,39,0,19,sand,1,E,Dulhapur,balu,installed,,silkurux2011:i019:E:1
kim-ahmad-kim-sangma2011kurux,39,0,19,sand,2,C,Boldipukur,tʃalkul,installed,,silkurux2011:i019:C:1
kim-ahmad-kim-sangma2011kurux,39,0,19,sand,2,D,Lohanipara,tʃalkul,installed,,silkurux2011:i019:D:1
kim-ahmad-kim-sangma2011kurux,39,0,19,sand,2,A,Dima,tʃhɑlkul,installed,,silkurux2011:i019:A:1
kim-ahmad-kim-sangma2011kurux,39,0,20,gold,1,0,Bangla,ʃona,installed,,silkurux2011:i020:0:1
kim-ahmad-kim-sangma2011kurux,39,0,20,gold,1,B,Gabindanagar,ʃona,installed,,silkurux2011:i020:B:1
kim-ahmad-kim-sangma2011kurux,39,0,20,gold,1,C,Boldipukur,ʃona,installed,,silkurux2011:i020:C:1
kim-ahmad-kim-sangma2011kurux,39,0,20,gold,1,D,Lohanipara,ʃona,installed,,silkurux2011:i020:D:1
kim-ahmad-kim-sangma2011kurux,39,0,20,gold,1,E,Dulhapur,ʃona,installed,,silkurux2011:i020:E:1
kim-ahmad-kim-sangma2011kurux,39,0,20,gold,2,A,Dima,tʃhutɑ,installed,,silkurux2011:i020:A:1
kim-ahmad-kim-sangma2011kurux,39,0,21,silver,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,39,0,21,silver,1,0,Bangla,rupa,installed,,silkurux2011:i021:0:1
kim-ahmad-kim-sangma2011kurux,39,0,21,silver,1,B,Gabindanagar,rupa,installed,,silkurux2011:i021:B:1
kim-ahmad-kim-sangma2011kurux,39,0,21,silver,1,C,Boldipukur,rupa,installed,,silkurux2011:i021:C:1
kim-ahmad-kim-sangma2011kurux,39,0,21,silver,1,D,Lohanipara,rupa,installed,,silkurux2011:i021:D:1
kim-ahmad-kim-sangma2011kurux,39,0,21,silver,1,E,Dulhapur,rupa,installed,,silkurux2011:i021:E:1
kim-ahmad-kim-sangma2011kurux,39,0,22,today,1,B,Gabindanagar,ɪn%a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,0,22,today,1,C,Boldipukur,ɪn%a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,0,22,today,1,A,Dima,ɪn%ɑ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,0,22,today,1,D,Lohanipara,ɪn%ɑ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,0,22,today,1,E,Dulhapur,ɪn%ɛ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,0,22,today,2,0,Bangla,adʒ,installed,,silkurux2011:i022:0:1
kim-ahmad-kim-sangma2011kurux,39,0,23,yesterday,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,39,0,23,yesterday,1,B,Gabindanagar,tʃɛɾo,installed,,silkurux2011:i023:B:1
kim-ahmad-kim-sangma2011kurux,39,0,23,yesterday,1,C,Boldipukur,tʃɛɾo,installed,,silkurux2011:i023:C:1
kim-ahmad-kim-sangma2011kurux,39,0,23,yesterday,1,D,Lohanipara,tʃɛɾo,installed,,silkurux2011:i023:D:1
kim-ahmad-kim-sangma2011kurux,39,0,23,yesterday,1,E,Dulhapur,tʃɛɾo,installed,,silkurux2011:i023:E:1
kim-ahmad-kim-sangma2011kurux,39,0,23,yesterday,2,0,Bangla,ɡ tokal / kalke,installed,,silkurux2011:i023:0:1
kim-ahmad-kim-sangma2011kurux,39,0,24,tomorrow,1,B,Gabindanagar,nɛla,installed,,silkurux2011:i024:B:1
kim-ahmad-kim-sangma2011kurux,39,0,24,tomorrow,1,C,Boldipukur,nɛla,installed,,silkurux2011:i024:C:1
kim-ahmad-kim-sangma2011kurux,39,0,24,tomorrow,1,D,Lohanipara,nɛla,installed,,silkurux2011:i024:D:1
kim-ahmad-kim-sangma2011kurux,39,0,24,tomorrow,1,E,Dulhapur,nɛla,installed,,silkurux2011:i024:E:1
kim-ahmad-kim-sangma2011kurux,39,0,24,tomorrow,1,A,Dima,nɛlɑ,installed,,silkurux2011:i024:A:1
kim-ahmad-kim-sangma2011kurux,39,0,24,tomorrow,2,0,Bangla,aɡamikal,installed,,silkurux2011:i024:0:1
kim-ahmad-kim-sangma2011kurux,39,1,25,week,1,A,Dima,hɑptɑ,installed,,silkurux2011:i025:A:1
kim-ahmad-kim-sangma2011kurux,39,1,25,week,1,B,Gabindanagar,hapta,installed,,silkurux2011:i025:B:1
kim-ahmad-kim-sangma2011kurux,39,1,25,week,1,C,Boldipukur,hapta,installed,,silkurux2011:i025:C:1
kim-ahmad-kim-sangma2011kurux,39,1,25,week,1,D,Lohanipara,hapta,installed,,silkurux2011:i025:D:1
kim-ahmad-kim-sangma2011kurux,39,1,25,week,1,E,Dulhapur,hapta,installed,,silkurux2011:i025:E:1
kim-ahmad-kim-sangma2011kurux,39,1,25,week,1,0,Bangla,ʃ pta,installed,,silkurux2011:i025:0:1
kim-ahmad-kim-sangma2011kurux,39,1,26,month,1,A,Dima,mɑinɑ,installed,,silkurux2011:i026:A:1
kim-ahmad-kim-sangma2011kurux,39,1,26,month,1,B,Gabindanagar,mahina,installed,,silkurux2011:i026:B:1
kim-ahmad-kim-sangma2011kurux,39,1,26,month,1,C,Boldipukur,mahina,installed,,silkurux2011:i026:C:1
kim-ahmad-kim-sangma2011kurux,39,1,26,month,1,D,Lohanipara,mahina,installed,,silkurux2011:i026:D:1
kim-ahmad-kim-sangma2011kurux,39,1,26,month,1,E,Dulhapur,mahina,installed,,silkurux2011:i026:E:1
kim-ahmad-kim-sangma2011kurux,39,1,26,month,2,0,Bangla,maʃ,installed,,silkurux2011:i026:0:1
kim-ahmad-kim-sangma2011kurux,39,1,27,year,1,B,Gabindanagar,batʃhar,installed,,silkurux2011:i027:B:1
kim-ahmad-kim-sangma2011kurux,39,1,27,year,1,C,Boldipukur,batʃhar,installed,,silkurux2011:i027:C:1
kim-ahmad-kim-sangma2011kurux,39,1,27,year,1,D,Lohanipara,batʃhar,installed,,silkurux2011:i027:D:1
kim-ahmad-kim-sangma2011kurux,39,1,27,year,1,E,Dulhapur,batʃhar,installed,,silkurux2011:i027:E:1
kim-ahmad-kim-sangma2011kurux,39,1,27,year,1,0,Bangla,b tʃhor,installed,,silkurux2011:i027:0:1
kim-ahmad-kim-sangma2011kurux,39,1,27,year,2,A,Dima,sɑl,installed,,silkurux2011:i027:A:1
kim-ahmad-kim-sangma2011kurux,39,1,28,day,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,39,1,28,day,1,B,Gabindanagar,'l%a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,1,28,day,1,C,Boldipukur,'l%a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,1,28,day,1,D,Lohanipara,'l%a,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,1,28,day,1,E,Dulhapur,'l%ɛ,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,39,1,28,day,2,0,Bangla,dɪn,installed,,silkurux2011:i028:0:1
kim-ahmad-kim-sangma2011kurux,39,1,29,morning,1,B,Gabindanagar,paiɾ( i,installed,,silkurux2011:i029:B:1
kim-ahmad-kim-sangma2011kurux,39,1,29,morning,1,C,Boldipukur,paiɾ( i,installed,,silkurux2011:i029:C:1
kim-ahmad-kim-sangma2011kurux,39,1,29,morning,1,D,Lohanipara,paiɾ( i,installed,,silkurux2011:i029:D:1
kim-ahmad-kim-sangma2011kurux,39,1,29,morning,1,E,Dulhapur,paiɾ( i,installed,,silkurux2011:i029:E:1
kim-ahmad-kim-sangma2011kurux,39,1,29,morning,1,A,Dima,phɑiɾi,installed,,silkurux2011:i029:A:1
kim-ahmad-kim-sangma2011kurux,39,1,29,morning,2,0,Bangla,ʃ kal,installed,,silkurux2011:i029:0:1
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,1,C,Boldipukur,dupahar,installed,,silkurux2011:i030:C:1
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,1,B,Gabindanagar,dupar,installed,,silkurux2011:i030:B:1
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,1,D,Lohanipara,dupar,installed,,silkurux2011:i030:D:1
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,1,E,Dulhapur,dupar,installed,,silkurux2011:i030:E:1
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,2,B,Gabindanagar,dupar,installed,,silkurux2011:i030:B:2
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,2,D,Lohanipara,dupar,installed,,silkurux2011:i030:D:2
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,2,E,Dulhapur,dupar,installed,,silkurux2011:i030:E:2
kim-ahmad-kim-sangma2011kurux,39,1,30,noon,2,0,Bangla,dupur,installed,,silkurux2011:i030:0:1
kim-ahmad-kim-sangma2011kurux,39,1,32,night,1,A,Dima,mɑxɑb,installed,,silkurux2011:i032:A:1
kim-ahmad-kim-sangma2011kurux,39,1,32,night,1,B,Gabindanagar,maxa,installed,,silkurux2011:i032:B:1
kim-ahmad-kim-sangma2011kurux,39,1,32,night,1,C,Boldipukur,maxa,installed,,silkurux2011:i032:C:1
kim-ahmad-kim-sangma2011kurux,39,1,32,night,1,D,Lohanipara,maxa,installed,,silkurux2011:i032:D:1
kim-ahmad-kim-sangma2011kurux,39,1,32,night,1,E,Dulhapur,maxa,installed,,silkurux2011:i032:E:1
kim-ahmad-kim-sangma2011kurux,39,1,32,night,2,0,Bangla,rat,installed,,silkurux2011:i032:0:1
kim-ahmad-kim-sangma2011kurux,40,0,33,paddy rice,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,40,0,33,paddy rice,1,C,Boldipukur,xɛs,installed,,silkurux2011:i033:C:1
kim-ahmad-kim-sangma2011kurux,40,0,33,paddy rice,1,B,Gabindanagar,xɛʃɛ,installed,,silkurux2011:i033:B:1
kim-ahmad-kim-sangma2011kurux,40,0,33,paddy rice,1,E,Dulhapur,xɛʃɛ,installed,,silkurux2011:i033:E:1
kim-ahmad-kim-sangma2011kurux,40,0,33,paddy rice,1,D,Lohanipara,xɛsɛ,installed,,silkurux2011:i033:D:1
kim-ahmad-kim-sangma2011kurux,40,0,33,paddy rice,2,0,Bangla,dhan,installed,,silkurux2011:i033:0:1
kim-ahmad-kim-sangma2011kurux,40,0,34,uncooked rice,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,40,0,34,uncooked rice,1,E,Dulhapur,tihil,installed,,silkurux2011:i034:E:1
kim-ahmad-kim-sangma2011kurux,40,0,34,uncooked rice,1,B,Gabindanagar,tixil,installed,,silkurux2011:i034:B:1
kim-ahmad-kim-sangma2011kurux,40,0,34,uncooked rice,1,C,Boldipukur,tixil,installed,,silkurux2011:i034:C:1
kim-ahmad-kim-sangma2011kurux,40,0,34,uncooked rice,1,D,Lohanipara,tixil,installed,,silkurux2011:i034:D:1
kim-ahmad-kim-sangma2011kurux,40,0,34,uncooked rice,2,0,Bangla,tʃal,installed,,silkurux2011:i034:0:1
kim-ahmad-kim-sangma2011kurux,40,0,35,cooked rice,1,C,Boldipukur,mɑndi,installed,,silkurux2011:i035:C:1
kim-ahmad-kim-sangma2011kurux,40,0,35,cooked rice,1,B,Gabindanagar,mandi,installed,,silkurux2011:i035:B:1
kim-ahmad-kim-sangma2011kurux,40,0,35,cooked rice,1,D,Lohanipara,mandi,installed,,silkurux2011:i035:D:1
kim-ahmad-kim-sangma2011kurux,40,0,35,cooked rice,1,E,Dulhapur,mandi,installed,,silkurux2011:i035:E:1
kim-ahmad-kim-sangma2011kurux,40,0,35,cooked rice,2,0,Bangla,bhat,installed,,silkurux2011:i035:0:1
kim-ahmad-kim-sangma2011kurux,40,0,35,cooked rice,3,A,Dima,tɛkhil,installed,,silkurux2011:i035:A:1
kim-ahmad-kim-sangma2011kurux,40,0,36,wheat,1,A,Dima,ɡohəm,installed,,silkurux2011:i036:A:1
kim-ahmad-kim-sangma2011kurux,40,0,36,wheat,1,B,Gabindanagar,ɡohom,installed,,silkurux2011:i036:B:1
kim-ahmad-kim-sangma2011kurux,40,0,36,wheat,1,C,Boldipukur,ɡohom,installed,,silkurux2011:i036:C:1
kim-ahmad-kim-sangma2011kurux,40,0,36,wheat,1,D,Lohanipara,ɡohom,installed,,silkurux2011:i036:D:1
kim-ahmad-kim-sangma2011kurux,40,0,36,wheat,1,E,Dulhapur,ɡohom,installed,,silkurux2011:i036:E:1
kim-ahmad-kim-sangma2011kurux,40,0,36,wheat,2,0,Bangla,ɡ m,installed,,silkurux2011:i036:0:1
kim-ahmad-kim-sangma2011kurux,40,0,37,corn,0,A,Dima,no entry,excluded,printed gap: the item was not elicited at this site,
kim-ahmad-kim-sangma2011kurux,40,0,37,corn,1,D,Lohanipara,$ʒinhor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,40,0,37,corn,1,E,Dulhapur,$ʒinhor,excluded,contains a glyph with no verified reading,
kim-ahmad-kim-sangma2011kurux,40,0,37,corn,1,B,Gabindanagar,$ʒinxor,excluded,contains a glyph with no verified reading,
