Status,Entry_Key,Snapshot_Revision,Snapshot_Timestamp,Wikitext_Line,Raw_Gloss,Gloss,Raw_Form,Form,Raw_Origin,Origin,Raw_Page_Marker,Variant_Number
ingested,nagaraja2014-wiktionary:50,88143027,2025-11-12T18:53:49Z,109,[[person]] [[swinging]],person swinging,asuṛ-re,asuṛ-re,,,,1
ingested,nagaraja2014-wiktionary:51,88143027,2025-11-12T18:53:49Z,111,to [[turn]] [[sides]] (a [[loaf]]),to turn sides (a loaf),asur-ki,asur-ki,,,,1
ingested,nagaraja2014-wiktionary:52,88143027,2025-11-12T18:53:49Z,113,[[good]] ([[quality]]),good (quality),awal-ka,awal-ka,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:53,88143027,2025-11-12T18:53:49Z,115,[[good]],good,ayin,ayin,,,,1
ingested,nagaraja2014-wiktionary:54,88143027,2025-11-12T18:53:49Z,117,[[gently]],gently,ayinkiben,ayinkiben,,,,1
ingested,nagaraja2014-wiktionary:55,88143027,2025-11-12T18:53:49Z,119,[[mirror]],mirror,ayna,ayna,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:56,88143027,2025-11-12T18:53:49Z,121,to [[break]],to break,ayomkam-be,ayomkam-be,,,,1
ingested,nagaraja2014-wiktionary:57,88143027,2025-11-12T18:53:49Z,123,[[habit]],habit,aːdat,aːdat,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:58,88143027,2025-11-12T18:53:49Z,125,[[tree]],tree,aːḍḍo,aːḍḍo,,,,1
ingested,nagaraja2014-wiktionary:59,88143027,2025-11-12T18:53:49Z,127,[[tree]] [[trunk]],tree trunk,aːḍḍo bunḍi,aːḍḍo bunḍi,,,,1
ingested,nagaraja2014-wiktionary:60,88143027,2025-11-12T18:53:49Z,129,[[feel]] [[lazy]],feel lazy,aːdmoskini,aːdmoskini,,,,1
ingested,nagaraja2014-wiktionary:61,88143027,2025-11-12T18:53:49Z,131,to [[fill]] ([[belly]]),to fill (belly),aːgaːn,aːgaːn,,,,1
ingested,nagaraja2014-wiktionary:62,88143027,2025-11-12T18:53:49Z,133,[[sky]],sky,aːgaso,aːgaso,IA,IA,,1
ingested,nagaraja2014-wiktionary:63,88143027,2025-11-12T18:53:49Z,135,to [[sweat]],to sweat,aːgin-,aːgin-,Korku,Korku,*,1
ingested,nagaraja2014-wiktionary:64,88143027,2025-11-12T18:53:49Z,137,"[[below]], [[underneath]]","below, underneath",aːhi,aːhi,,,,1
ingested,nagaraja2014-wiktionary:65,88143027,2025-11-12T18:53:49Z,139,[[axle]],axle,aːkhu,aːkhu,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:66,88143027,2025-11-12T18:53:49Z,141,[[quickly]] in [[fear]],quickly in fear,aːlabaːla-ki,aːlabaːla-ki,,,,1
ingested,nagaraja2014-wiktionary:67,88143027,2025-11-12T18:53:49Z,143,[[potato]],potato,aːlu,aːlu,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:68,88143027,2025-11-12T18:53:49Z,145,"[[story]], [[tale]]","story, tale",aːna,aːna,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:69,88143027,2025-11-12T18:53:49Z,147,[[bad]],bad,aːnḍa,aːnḍa,,,,1
ingested,nagaraja2014-wiktionary:70,88143027,2025-11-12T18:53:49Z,149,a [[root]] [[like]] [[potato]],a root like potato,aːnḍij,aːnḍij,,,,1
ingested,nagaraja2014-wiktionary:71,88143027,2025-11-12T18:53:49Z,151,[[husband]] [[staying]] [[with]] [[his]] [[in-laws]],husband staying with his in-laws,aːnḍin,aːnḍin,,,,1
ingested,nagaraja2014-wiktionary:72,88143027,2025-11-12T18:53:49Z,153,"[[for]], [[because]]","for, because",aːnṭi (t),aːnṭi,,,,1
ingested,nagaraja2014-wiktionary:73,88143027,2025-11-12T18:53:49Z,155,"to [[weep]], [[cry]] ([[intr]].)","to weep, cry (intr.)",aːpa-be,aːpa-be,,,,1
ingested,nagaraja2014-wiktionary:74,88143027,2025-11-12T18:53:49Z,157,to [[fly]] ([[some]] [[thing]]),to fly (some thing),aːphir kamaː-be,aːphir kamaː-be,,,,1
ingested,nagaraja2014-wiktionary:75,88143027,2025-11-12T18:53:49Z,159,[[firewood]],firewood,aːpho,aːpho,,,,1
ingested,nagaraja2014-wiktionary:75:v2,88143027,2025-11-12T18:53:49Z,159,[[firewood]],firewood,aːpo,aːpo,,,,2
ingested,nagaraja2014-wiktionary:75:v3,88143027,2025-11-12T18:53:49Z,159,[[firewood]],firewood,aːpa,aːpa,,,,3
ingested,nagaraja2014-wiktionary:76,88143027,2025-11-12T18:53:49Z,161,[[innocent]],innocent,aːraːni,aːraːni,,,,1
ingested,nagaraja2014-wiktionary:77,88143027,2025-11-12T18:53:49Z,163,"to [[fall]] ([[tooth]]), [[break]]","to fall (tooth), break",aːrom,aːrom,,,,1
ingested,nagaraja2014-wiktionary:78,88143027,2025-11-12T18:53:49Z,165,to [[demolish]],to demolish,aːromkamaː-be,aːromkamaː-be,,,,1
ingested,nagaraja2014-wiktionary:79,88143027,2025-11-12T18:53:49Z,167,[[idle]],idle,aːrsa,aːrsa,,,,1
ingested,nagaraja2014-wiktionary:80,88143027,2025-11-12T18:53:49Z,169,to [[feel]] [[drowsy]],to feel drowsy,aːrsacakay,aːrsacakay,,,,1
ingested,nagaraja2014-wiktionary:81,88143027,2025-11-12T18:53:49Z,171,to [[make]] to [[stop]] [[weeping]],to make to stop weeping,aːrthikamaː-be,aːrthikamaː-be,,,,1
ingested,nagaraja2014-wiktionary:82,88143027,2025-11-12T18:53:49Z,173,to [[do]],to do,aarti aːrtikam-be,aarti aːrtikam-be,IA,IA,,1
ingested,nagaraja2014-wiktionary:83,88143027,2025-11-12T18:53:49Z,175,[[eight]],eight,aːṭho,aːṭho,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:84,88143027,2025-11-12T18:53:49Z,177,[[husband]],husband,aːṭo,aːṭo,,,*,1
ingested,nagaraja2014-wiktionary:84:v2,88143027,2025-11-12T18:53:49Z,177,[[husband]],husband,aːṭho,aːṭho,,,*,2
ingested,nagaraja2014-wiktionary:85,88143027,2025-11-12T18:53:49Z,179,to [[round]],to round,aːṭo-be,aːṭo-be,,,,1
ingested,nagaraja2014-wiktionary:86,88143027,2025-11-12T18:53:49Z,181,[[house]],house,aːwaːr,aːwaːr,,,,1
ingested,nagaraja2014-wiktionary:87,88143027,2025-11-12T18:53:49Z,183,an [[edible]] [[root]],an edible root,babra,babra,,,,1
ingested,nagaraja2014-wiktionary:88,88143027,2025-11-12T18:53:49Z,185,a [[thorny]] [[bush]],a thorny bush,babuːr,babuːr,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:89,88143027,2025-11-12T18:53:49Z,187,[[finger]] – [[little]],finger – little,backa akhanḍa,backa akhanḍa,,,,1
ingested,nagaraja2014-wiktionary:90,88143027,2025-11-12T18:53:49Z,189,[[narrow]] [[passage]],narrow passage,backa pasaːr,backa pasaːr,,,,1
ingested,nagaraja2014-wiktionary:91,88143027,2025-11-12T18:53:49Z,191,"[[little]], [[small]], [[young]]","little, small, young",backa/baska,backa/baska,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:92,88143027,2025-11-12T18:53:49Z,193,[[child]],child,backari,backari,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:93,88143027,2025-11-12T18:53:49Z,195,(to [[be]]) [[similar]],(to be) similar,badaː-ka,badaː-ka,,,,1
ingested,nagaraja2014-wiktionary:94,88143027,2025-11-12T18:53:49Z,197,to [[scratch]],to scratch,badaːr,badaːr,,,,1
ingested,nagaraja2014-wiktionary:95,88143027,2025-11-12T18:53:49Z,199,[[duck]],duck,badak,badak,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:96,88143027,2025-11-12T18:53:49Z,201,[[bad]] ([[person]]),bad (person),baḍhwa,baḍhwa,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:97,88143027,2025-11-12T18:53:49Z,203,[[cloud]],cloud,badra,badra,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:98,88143027,2025-11-12T18:53:49Z,205,[[young]] [[one]] of [[buffalo]],young one of buffalo,bagarpaːlso,bagarpaːlso,,,,1
ingested,nagaraja2014-wiktionary:99,88143027,2025-11-12T18:53:49Z,207,[[slowly]],slowly,bage-bage,bage-bage,,,,1
ingested,nagaraja2014-wiktionary:100,88143027,2025-11-12T18:53:49Z,209,[[silently]],silently,bageṭika,bageṭika,,,,1
ingested,nagaraja2014-wiktionary:101,88143027,2025-11-12T18:53:49Z,211,"to [[leave]], [[release]]","to leave, release",bakaːn-be,bakaːn-be,,,,1
ingested,nagaraja2014-wiktionary:102,88143027,2025-11-12T18:53:49Z,213,to [[bear]] [[fruit]] ([[plenty]]),to bear fruit (plenty),bakaːyram,bakaːyram,,,,1
ingested,nagaraja2014-wiktionary:103,88143027,2025-11-12T18:53:49Z,215,([[he]]-[[goat]]),(he-goat),bakhra,bakhra,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:104,88143027,2025-11-12T18:53:49Z,217,[[hand]] [[and]] [[arm]] [[together]],hand and arm together,bakko,bakko,,,,1
ingested,nagaraja2014-wiktionary:105,88143027,2025-11-12T18:53:49Z,219,[[lines]] ([[on]] [[palm]]),lines (on palm),bakko khiːr,bakko khiːr,,,*,1
ingested,nagaraja2014-wiktionary:106,88143027,2025-11-12T18:53:49Z,221,[[wrist]],wrist,bakko minḍi-jikit,bakko minḍi-jikit,,,,1
ingested,nagaraja2014-wiktionary:107,88143027,2025-11-12T18:53:49Z,223,[[palm]] of [[hand]],palm of hand,bakko minjar,bakko minjar,,,,1
ingested,nagaraja2014-wiktionary:108,88143027,2025-11-12T18:53:49Z,225,[[dorsum]] of [[hand]],dorsum of hand,bakko ṭephrej,bakko ṭephrej,,,,1
ingested,nagaraja2014-wiktionary:109,88143027,2025-11-12T18:53:49Z,227,to [[clasp]] ([[hands]]),to clasp (hands),bakko thapṭi-be,bakko thapṭi-be,,,,1
ingested,nagaraja2014-wiktionary:110,88143027,2025-11-12T18:53:49Z,229,"to [[cringe]], [[withdraw]] (in [[fear]])","to cringe, withdraw (in fear)",bakkuḍi,bakkuḍi,,,,1
ingested,nagaraja2014-wiktionary:111,88143027,2025-11-12T18:53:49Z,231,[[kid]],kid,bakru,bakru,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:112,88143027,2025-11-12T18:53:49Z,233,[[hill]],hill,balla,balla,,,,1
ingested,nagaraja2014-wiktionary:113,88143027,2025-11-12T18:53:49Z,235,[[hill]] [[side]],hill side,balla oṭoki,balla oṭoki,,,,1
ingested,nagaraja2014-wiktionary:114,88143027,2025-11-12T18:53:49Z,237,[[otherwise]],otherwise,bammakey,bammakey,,,,1
ingested,nagaraja2014-wiktionary:115,88143027,2025-11-12T18:53:49Z,239,[[wick]],wick,bamra,bamra,,,,1
ingested,nagaraja2014-wiktionary:116,88143027,2025-11-12T18:53:49Z,241,to [[make]] [[cloth]],to make cloth,bana-,bana-,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:117,88143027,2025-11-12T18:53:49Z,243,[[flute]] – a [[type]],flute – a type,bancari,bancari,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:118,88143027,2025-11-12T18:53:49Z,245,"to [[close]], [[shut]] ([[door]]) ([[intr]].)","to close, shut (door) (intr.)",banḍo-be,banḍo-be,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:119,88143027,2025-11-12T18:53:49Z,247,to [[close]] ([[door]]) ([[tr]].),to close (door) (tr.),banḍo-kama-,banḍo-kama-,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:120,88143027,2025-11-12T18:53:49Z,249,[[together]],together,baraːbor,baraːbor,Marathi?,Marathi?,,1
ingested,nagaraja2014-wiktionary:121,88143027,2025-11-12T18:53:49Z,251,[[song]],song,barow,barow,,,,1
ingested,nagaraja2014-wiktionary:122,88143027,2025-11-12T18:53:49Z,253,to [[deliver]]/[[handover]] ([[something]]),to deliver/handover (something),baraw-be/baro-be,baraw-be/baro-be,,,,1
ingested,nagaraja2014-wiktionary:123,88143027,2025-11-12T18:53:49Z,255,to [[accompany]],to accompany,baraw-kam-be,baraw-kam-be,,,,1
ingested,nagaraja2014-wiktionary:124,88143027,2025-11-12T18:53:49Z,257,to [[speak]] [[indistinctly]],to speak indistinctly,barbar-,barbar-,IA,IA,,1
ingested,nagaraja2014-wiktionary:125,88143027,2025-11-12T18:53:49Z,259,[[sickle]],sickle,bardo,bardo,,,,1
ingested,nagaraja2014-wiktionary:126,88143027,2025-11-12T18:53:49Z,261,"[[noon]], [[afternoon]]","noon, afternoon",baripa,baripa,,,*,1
ingested,nagaraja2014-wiktionary:127,88143027,2025-11-12T18:53:49Z,263,[[calf]] – ([[female]]),calf – (female),basḍa,basḍa,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:128,88143027,2025-11-12T18:53:49Z,265,"[[small]], [[thin]]","small, thin",basel,basel,,,,1
ingested,nagaraja2014-wiktionary:129,88143027,2025-11-12T18:53:49Z,267,"[[bush]], [[shrub]]","bush, shrub",basel aːḍḍo,basel aːḍḍo,,,,1
ingested,nagaraja2014-wiktionary:130,88143027,2025-11-12T18:53:49Z,269,[[young]] [[one]],young one,basel hela,basel hela,,,,1
ingested,nagaraja2014-wiktionary:131,88143027,2025-11-12T18:53:49Z,271,[[young]](er) [[wife]],young(er) wife,baselkoːl,baselkoːl,,,,1
ingested,nagaraja2014-wiktionary:132,88143027,2025-11-12T18:53:49Z,273,to [[be]] [[thirsty]],to be thirsty,baṭaːm,baṭaːm,,,,1
ingested,nagaraja2014-wiktionary:133,88143027,2025-11-12T18:53:49Z,275,[[finger]] – [[little]],finger – little,baṭka akhanḍa,baṭka akhanḍa,,,,1
ingested,nagaraja2014-wiktionary:134,88143027,2025-11-12T18:53:49Z,277,[[mango]],mango,baṭko,baṭko,,,,1
ingested,nagaraja2014-wiktionary:135,88143027,2025-11-12T18:53:49Z,279,to [[check]]/[[inspect]],to check/inspect,batni-be,batni-be,,,,1
ingested,nagaraja2014-wiktionary:136,88143027,2025-11-12T18:53:49Z,281,[[bee]] – a [[type]],bee – a type,baṭṭa,baṭṭa,,,,1
ingested,nagaraja2014-wiktionary:137,88143027,2025-11-12T18:53:49Z,283,[[wife]]’s [[younger]] [[sister]],wife’s younger sister,bawan,bawan,Korku?,Korku?,,1
ingested,nagaraja2014-wiktionary:138,88143027,2025-11-12T18:53:49Z,285,[[father]],father,baː,baː,IA,IA,,1
ingested,nagaraja2014-wiktionary:138:v2,88143027,2025-11-12T18:53:49Z,285,[[father]],father,aːba,aːba,IA,IA,,2
ingested,nagaraja2014-wiktionary:139,88143027,2025-11-12T18:53:49Z,287,[[father]]’s [[elder]] [[brother]]; [[father]]’s [[father]],father’s elder brother; father’s father,baːba,baːba,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:140,88143027,2025-11-12T18:53:49Z,289,[[paddy]],paddy,baːba,baːba,Korku,Korku,,1
ingested,nagaraja2014-wiktionary:141,88143027,2025-11-12T18:53:49Z,291,[[paddy]] – a [[variety]],paddy – a variety,baːbakodaw,baːbakodaw,,,,1
ingested,nagaraja2014-wiktionary:142,88143027,2025-11-12T18:53:49Z,293,[[after]],after,baːdo,baːdo,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:143,88143027,2025-11-12T18:53:49Z,295,to [[thatch]] ([[with]] [[leaves]]),to thatch (with leaves),baːe-be,baːe-be,,,,1
ingested,nagaraja2014-wiktionary:144,88143027,2025-11-12T18:53:49Z,297,"to [[get]] [[stuck]], [[caught]]","to get stuck, caught",baːki-jere(y),baːki-jere(y),,,,1
ingested,nagaraja2014-wiktionary:145,88143027,2025-11-12T18:53:49Z,299,[[earring]],earring,baːli,baːli,IA,IA,,1
ingested,nagaraja2014-wiktionary:146,88143027,2025-11-12T18:53:49Z,301,[[arrow]],arrow,baːn,baːn,IA/Dr.?,IA/Dr.?,,1
ingested,nagaraja2014-wiktionary:147,88143027,2025-11-12T18:53:49Z,303,[[trunk]] (of a [[tree]]),trunk (of a tree),baːrbor minjar,baːrbor minjar,,,,1
ingested,nagaraja2014-wiktionary:148,88143027,2025-11-12T18:53:49Z,305,to [[sing]],to sing,baːroː-be (< baːrow-be),baːroː-be,,,*,1
ingested,nagaraja2014-wiktionary:149,88143027,2025-11-12T18:53:49Z,307,[[monsoon]],monsoon,baːrsaḍo,baːrsaḍo,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:150,88143027,2025-11-12T18:53:49Z,309,[[front]] [[part]] of [[house]],front part of house,baːrya,baːrya,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:151,88143027,2025-11-12T18:53:49Z,311,[[before]],before,baːsta,baːsta,,,,1
ingested,nagaraja2014-wiktionary:152,88143027,2025-11-12T18:53:49Z,313,to [[bark]] (a [[dog]]),to bark (a dog),baːto,baːto,,,,1
ingested,nagaraja2014-wiktionary:153,88143027,2025-11-12T18:53:49Z,315,[[father]] ([[one]]’s [[own]]),father (one’s own),baːw-re,baːw-re,,,,1
ingested,nagaraja2014-wiktionary:154,88143027,2025-11-12T18:53:49Z,317,"[[muscle]], [[biceps]]","muscle, biceps",baːwṛi,baːwṛi,,,,1
ingested,nagaraja2014-wiktionary:155,88143027,2025-11-12T18:53:49Z,319,"[[today]], [[now]]","today, now",baːy,baːy,,,,1
ingested,nagaraja2014-wiktionary:156,88143027,2025-11-12T18:53:49Z,321,"[[woman]], [[elder]] [[sister]]","woman, elder sister",baːy,baːy,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:157,88143027,2025-11-12T18:53:49Z,323,[[village]] [[women]],village women,baːy bawri,baːy bawri,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:158,88143027,2025-11-12T18:53:49Z,325,a [[kind]] of [[bird]],a kind of bird,baːy piya,baːy piya,,,,1
ingested,nagaraja2014-wiktionary:159,88143027,2025-11-12T18:53:49Z,327,"[[dull]] ([[knife]], [[etc]].)","dull (knife, etc.)",bebhum,bebhum,,,,1
ingested,nagaraja2014-wiktionary:160,88143027,2025-11-12T18:53:49Z,329,"[[opaque]], [[not]] [[clearly]] [[visible]]","opaque, not clearly visible",beddiso,beddiso,,,,1
ingested,nagaraja2014-wiktionary:161,88143027,2025-11-12T18:53:49Z,331,[[different]]-[[different]],different-different,bede-bede,bede-bede,,,,1
ingested,nagaraja2014-wiktionary:162,88143027,2025-11-12T18:53:49Z,333,[[quickly]],quickly,beḍe-beḍe,beḍe-beḍe,Dr.?,Dr.?,,1
ingested,nagaraja2014-wiktionary:163,88143027,2025-11-12T18:53:49Z,335,[[useless]],useless,be-ḍhang (< beṭhe-ḍhang),be-ḍhang,Hindi,Hindi,,1
ingested,nagaraja2014-wiktionary:164,88143027,2025-11-12T18:53:49Z,337,to [[reap]],to reap,bekki-be,bekki-be,,,,1
ingested,nagaraja2014-wiktionary:165,88143027,2025-11-12T18:53:49Z,339,[[w:Aegle marmelos|bael]] [[tree]],bael tree,bela,bela,Hindi?,Hindi?,,1
ingested,nagaraja2014-wiktionary:166,88143027,2025-11-12T18:53:49Z,341,to [[mix]],to mix,bella,bella,,,,1
ingested,nagaraja2014-wiktionary:167,88143027,2025-11-12T18:53:49Z,343,[[oar]],oar,belsa,belsa,IA,IA,,1
ingested,nagaraja2014-wiktionary:168,88143027,2025-11-12T18:53:49Z,345,[[jungle]],jungle,bendi,bendi,,,,1
ingested,nagaraja2014-wiktionary:169,88143027,2025-11-12T18:53:49Z,347,a [[unit]] of [[length]] – [[thumb]] [[tip]] to [[small]] [[finger]] of a [[hand]] [[stretched]],a unit of length – thumb tip to small finger of a hand stretched,benga,benga,,,*,1
