Source_Key,PDF_Page,Printed_Page,Page_Line,Item,Gloss,Source_Code,Site,Source_Classification,Similarity_Group,Extracted_Form,Verified_Form,Review_Method,Review_Status,Confidence,Record_Type,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
abraham-daimary2021amrikarbi,37,27,16,1,sky,d,"Umrinti, W K A",Karbi,3,sĭnĭŋ,sĭnĭŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 1, site d]",silamrikarbi2021:p037:l016:d
abraham-daimary2021amrikarbi,37,27,17,1,sky,h,"Bankri, W K A",Karbi,3,sĭnĭŋ,sĭnĭŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 1, site h]",silamrikarbi2021:p037:l017:h
abraham-daimary2021amrikarbi,37,27,18,1,sky,k,"Rongtheang, E K A",Karbi,3,sĭneŋ,sĭneŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 1, site k]",silamrikarbi2021:p037:l018:k
abraham-daimary2021amrikarbi,37,27,19,1,sky,l,"Sunajoli, Lakhimpur",Karbi,3,sĭnĭŋ,sĭnĭŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sunajoli,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 1, site l]",silamrikarbi2021:p037:l019:l
abraham-daimary2021amrikarbi,37,27,20,1,sky,m,"Mikirgaon, Nagaon",Karbi,3,ɕĭniŋ,ɕĭniŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-mikirgaon,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 1, site m]",silamrikarbi2021:p037:l020:m
abraham-daimary2021amrikarbi,37,27,21,1,sky,s,"Sardoka Ingti, E K A",Karbi,3,sĭneŋ,sĭneŋ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sardoka-ingti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 1, site s]",silamrikarbi2021:p037:l021:s
abraham-daimary2021amrikarbi,37,27,24,2,sun,A,"Holanki, Papumpare AP",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-holanki,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site A]",silamrikarbi2021:p037:l024:A
abraham-daimary2021amrikarbi,37,27,25,2,sun,C,S Cherrapunjee,Khasi control,4,sŋi,sŋi,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Khasi control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site C]",
abraham-daimary2021amrikarbi,37,27,26,2,sun,H,"Hajarongpi, E K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-hajarongpi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site H]",silamrikarbi2021:p037:l026:H
abraham-daimary2021amrikarbi,37,27,27,2,sun,K,"Amguri, Kamrup",Amri Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-amguri-kamrup,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site K]",silamrikarbi2021:p037:l027:K
abraham-daimary2021amrikarbi,37,27,28,2,sun,M,"PaboiMisamari, Sonitpur",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site M]",silamrikarbi2021:p037:l028:M
abraham-daimary2021amrikarbi,37,27,29,2,sun,P,"Maina Kharong, Kamrup",Amri Karbi,3,arni,arni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-maina-kharong,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site P]",silamrikarbi2021:p037:l029:P
abraham-daimary2021amrikarbi,37,27,30,2,sun,S,"RongjariPlasha, Ri-Bhoi",Amri Karbi,3,ʌɾni,ʌɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-plasha,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site S]",silamrikarbi2021:p037:l030:S
abraham-daimary2021amrikarbi,37,27,31,2,sun,Z,"Assamese, Dibrugarh",Assamese control,1,hŭdʒjɔ,hŭdʒjɔ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site Z]",
abraham-daimary2021amrikarbi,37,27,32,2,sun,Z,"Assamese, Dibrugarh",Assamese control,2,bĕlli,bĕlli,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site Z]",
abraham-daimary2021amrikarbi,37,27,33,2,sun,a,"Amguri, W K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site a]",silamrikarbi2021:p037:l033:a
abraham-daimary2021amrikarbi,37,27,34,2,sun,b,"Sermansingner, E K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sermansingner,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site b]",silamrikarbi2021:p037:l034:b
abraham-daimary2021amrikarbi,37,27,35,2,sun,c,"Langhemphi, W K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-langhemphi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site c]",silamrikarbi2021:p037:l035:c
abraham-daimary2021amrikarbi,37,27,36,2,sun,d,"Umrinti, W K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site d]",silamrikarbi2021:p037:l036:d
abraham-daimary2021amrikarbi,37,27,37,2,sun,h,"Bankri, W K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site h]",silamrikarbi2021:p037:l037:h
abraham-daimary2021amrikarbi,37,27,38,2,sun,k,"Rongtheang, E K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site k]",silamrikarbi2021:p037:l038:k
abraham-daimary2021amrikarbi,37,27,39,2,sun,l,"Sunajoli, Lakhimpur",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sunajoli,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site l]",silamrikarbi2021:p037:l039:l
abraham-daimary2021amrikarbi,37,27,40,2,sun,m,"Mikirgaon, Nagaon",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-mikirgaon,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site m]",silamrikarbi2021:p037:l040:m
abraham-daimary2021amrikarbi,37,27,41,2,sun,s,"Sardoka Ingti, E K A",Karbi,3,ʌ̆ɾni,ʌ̆ɾni,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sardoka-ingti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 2, site s]",silamrikarbi2021:p037:l041:s
abraham-daimary2021amrikarbi,37,27,44,3,moon,A,"Holanki, Papumpare AP",Karbi,2,tʃekɭo,tʃekɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-holanki,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site A]",silamrikarbi2021:p037:l044:A
abraham-daimary2021amrikarbi,37,27,45,3,moon,C,S Cherrapunjee,Khasi control,3,bnai,bnai,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Khasi control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site C]",
abraham-daimary2021amrikarbi,37,27,46,3,moon,H,"Hajarongpi, E K A",Karbi,2,tʃekɭo,tʃekɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-hajarongpi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site H]",silamrikarbi2021:p037:l046:H
abraham-daimary2021amrikarbi,37,27,47,3,moon,K,"Amguri, Kamrup",Amri Karbi,2,tʃĭklo,tʃĭklo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-amguri-kamrup,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site K]",silamrikarbi2021:p037:l047:K
abraham-daimary2021amrikarbi,37,27,48,3,moon,M,"PaboiMisamari, Sonitpur",Karbi,2,tʃikɭo,tʃikɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site M]",silamrikarbi2021:p037:l048:M
abraham-daimary2021amrikarbi,37,27,49,3,moon,P,"Maina Kharong, Kamrup",Amri Karbi,2,tʃikɭo,tʃikɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-maina-kharong,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site P]",silamrikarbi2021:p037:l049:P
abraham-daimary2021amrikarbi,37,27,50,3,moon,S,"RongjariPlasha, Ri-Bhoi",Amri Karbi,2,tʃĭklo,tʃĭklo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-plasha,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site S]",silamrikarbi2021:p037:l050:S
abraham-daimary2021amrikarbi,37,27,51,3,moon,Z,"Assamese, Dibrugarh",Assamese control,1,dʒun,dʒun,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site Z]",
abraham-daimary2021amrikarbi,37,27,52,3,moon,a,"Amguri, W K A",Karbi,2,tʃikɭo,tʃikɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site a]",silamrikarbi2021:p037:l052:a
abraham-daimary2021amrikarbi,37,27,53,3,moon,b,"Sermansingner, E K A",Karbi,2,tʃekɭo,tʃekɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sermansingner,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site b]",silamrikarbi2021:p037:l053:b
abraham-daimary2021amrikarbi,37,27,54,3,moon,c,"Langhemphi, W K A",Karbi,2,tʃikɭo,tʃikɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-langhemphi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site c]",silamrikarbi2021:p037:l054:c
abraham-daimary2021amrikarbi,37,27,55,3,moon,d,"Umrinti, W K A",Karbi,2,tʃikɭo,tʃikɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site d]",silamrikarbi2021:p037:l055:d
abraham-daimary2021amrikarbi,37,27,56,3,moon,h,"Bankri, W K A",Karbi,2,tʃekɭo,tʃekɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site h]",silamrikarbi2021:p037:l056:h
abraham-daimary2021amrikarbi,37,27,57,3,moon,k,"Rongtheang, E K A",Karbi,2,tʃĭklo,tʃĭklo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site k]",silamrikarbi2021:p037:l057:k
abraham-daimary2021amrikarbi,37,27,58,3,moon,l,"Sunajoli, Lakhimpur",Karbi,2,tʃekɭo,tʃekɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sunajoli,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site l]",silamrikarbi2021:p037:l058:l
abraham-daimary2021amrikarbi,37,27,59,3,moon,m,"Mikirgaon, Nagaon",Karbi,2,tʃĭklo,tʃĭklo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-mikirgaon,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site m]",silamrikarbi2021:p037:l059:m
abraham-daimary2021amrikarbi,37,27,60,3,moon,s,"Sardoka Ingti, E K A",Karbi,2,tʃikɭo,tʃikɭo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sardoka-ingti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 3, site s]",silamrikarbi2021:p037:l060:s
abraham-daimary2021amrikarbi,37,27,63,4,star,A,"Holanki, Papumpare AP",Karbi,1,tʃekɭoloŋso,tʃekɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-holanki,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site A]",silamrikarbi2021:p037:l063:A
abraham-daimary2021amrikarbi,37,27,64,4,star,C,S Cherrapunjee,Khasi control,4,khɭuɾ,khɭuɾ,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Khasi control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site C]",
abraham-daimary2021amrikarbi,37,27,65,4,star,H,"Hajarongpi, E K A",Karbi,1,tʃekɭoloŋso,tʃekɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-hajarongpi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site H]",silamrikarbi2021:p037:l065:H
abraham-daimary2021amrikarbi,37,27,66,4,star,K,"Amguri, Kamrup",Amri Karbi,1,tʃĭklolʌ̆ŋso,tʃĭklolʌ̆ŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-amguri-kamrup,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site K]",silamrikarbi2021:p037:l066:K
abraham-daimary2021amrikarbi,37,27,67,4,star,M,"PaboiMisamari, Sonitpur",Karbi,1,tʃikɭoloŋso,tʃikɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-paboi-misamari,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site M]",silamrikarbi2021:p037:l067:M
abraham-daimary2021amrikarbi,37,27,68,4,star,P,"Maina Kharong, Kamrup",Amri Karbi,1,tʃikɭoɾaŋʃo,tʃikɭoɾaŋʃo,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-maina-kharong,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site P]",silamrikarbi2021:p037:l068:P
abraham-daimary2021amrikarbi,37,27,69,4,star,S,"RongjariPlasha, Ri-Bhoi",Amri Karbi,1,tʃĭklolʌ̆ŋso,tʃĭklolʌ̆ŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,amri_karbi,sil-amri-karbi-2021-plasha,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site S]",silamrikarbi2021:p037:l069:S
abraham-daimary2021amrikarbi,37,27,70,4,star,Z,"Assamese, Dibrugarh",Assamese control,3,tɔɾʌ̆,tɔɾʌ̆,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,excluded,Assamese control,,,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site Z]",
abraham-daimary2021amrikarbi,37,27,71,4,star,a,"Amguri, W K A",Karbi,1,tʃekɭoloŋso,tʃekɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site a]",silamrikarbi2021:p037:l071:a
abraham-daimary2021amrikarbi,37,27,72,4,star,a,"Amguri, W K A",Karbi,1,tʃĭkɭomaloŋso,tʃĭkɭomaloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-amguri-wka,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site a]",silamrikarbi2021:p037:l072:a
abraham-daimary2021amrikarbi,37,27,73,4,star,b,"Sermansingner, E K A",Karbi,1,tʃekɭoloŋso,tʃekɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-sermansingner,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site b]",silamrikarbi2021:p037:l073:b
abraham-daimary2021amrikarbi,37,27,74,4,star,c,"Langhemphi, W K A",Karbi,1,tʃikɭoloŋso,tʃikɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-langhemphi,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site c]",silamrikarbi2021:p037:l074:c
abraham-daimary2021amrikarbi,37,27,75,4,star,d,"Umrinti, W K A",Karbi,1,tʃekɭoloŋso,tʃekɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-umrinti,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site d]",silamrikarbi2021:p037:l075:d
abraham-daimary2021amrikarbi,37,27,76,4,star,h,"Bankri, W K A",Karbi,1,tʃekɭoloŋso,tʃekɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site h]",silamrikarbi2021:p037:l076:h
abraham-daimary2021amrikarbi,37,27,77,4,star,h,"Bankri, W K A",Karbi,1,tʃekɭomaloŋso,tʃekɭomaloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-bankri,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site h]",silamrikarbi2021:p037:l077:h
abraham-daimary2021amrikarbi,37,27,78,4,star,k,"Rongtheang, E K A",Karbi,1,tsĭkɭoloŋso,tsĭkɭoloŋso,manual visual comparison against rendered canonical PDF page; PDF text layer used only as extraction scaffold,complete,high,response,installed,,karbi,sil-amri-karbi-2021-rongtheang,"abraham-daimary2021amrikarbi[Appendix B.3, PDF p. 37, printed p. 27, item 4, site k]",silamrikarbi2021:p037:l078:k
