Snapshot_Date,Unit_ID,Region,PDF_Page,Printed_Page,Locator,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Form,Final_Gloss,Final_Phonemic,Final_Tags,Final_Parameter,Emitted_Key,Merged_Into,Source,Record_SHA256
2026-08-25,t1:24,t1,5,132,"p. 132, table 1",meem,mother’s mother,palula=méemi; gawri=meem,installed,read from the PDF text layer and installed unchanged,meem,mother's mother,,noun,10058,kalkoti:t1:24,,"kalkoti[p. 132, table 1]",98ca719467a829f4fcae9934ee6aa658f8ae9832c722e356d9374f6d1e1b2ad8
2026-08-25,t2:1:ipfv,t2,5,132,"p. 132, table 2",in,is,aspect=ipfv; printed=in (aas); palula=hínu (de); gawri=thu (aaš),installed,read from the PDF text layer and installed unchanged,in,is,,verb ipfv,9416,kalkoti:t2:1:ipfv,,"kalkoti[p. 132, table 2]",a6de7c15005567da9654e1d39274c8f75bb93c1c1cc1a1ab2cd48b0789a86568
2026-08-25,t2:1:pfv,t2,5,132,"p. 132, table 2",aas,was,aspect=pfv; printed=in (aas); palula=hínu (de); gawri=thu (aaš),installed,read from the PDF text layer and installed unchanged,aas,was,,verb pfv,1480,kalkoti:t2:1:pfv,,"kalkoti[p. 132, table 2]",b8cf85c38fc40df3a5d4f08406ba3b93ea248f4f81269d5f9f6724fb187eed8d
2026-08-25,t2:2:ipfv,t2,5,132,"p. 132, table 2",buun,becomes,aspect=ipfv; printed=buun (bil); palula=bháanu (bhílu); gawri=hoant (hu),installed,read from the PDF text layer and installed unchanged,buun,becomes,,verb ipfv,,kalkoti:t2:2:ipfv,,"kalkoti[p. 132, table 2]",fb93349fe5001779becc78742efcc94c4f83b02f67be03097e01c4654256e205
2026-08-25,t2:2:pfv,t2,5,132,"p. 132, table 2",bil,became,aspect=pfv; printed=buun (bil); palula=bháanu (bhílu); gawri=hoant (hu),installed,read from the PDF text layer and installed unchanged,bil,became,,verb pfv,,kalkoti:t2:2:pfv,,"kalkoti[p. 132, table 2]",ec9f7f3dba3c82c4bd52b2c56abf628643a0fa068c8dfcaa06caf78a102254a9
2026-08-25,t2:3:ipfv,t2,5,132,"p. 132, table 2",thuun,does,aspect=ipfv; printed=thuun (thääl); palula=tháanu (thíilu); gawri=kärant (kiir),installed,read from the PDF text layer and installed unchanged,thuun,does,,verb ipfv,13756,kalkoti:t2:3:ipfv,,"kalkoti[p. 132, table 2]",881e6d210f90cf19043ff6ae90066b73ca6bb6efd5112887660e29de59d75776
2026-08-25,t2:3:pfv,t2,5,132,"p. 132, table 2",thääl,did,aspect=pfv; printed=thuun (thääl); palula=tháanu (thíilu); gawri=kärant (kiir),installed,read from the PDF text layer and installed unchanged,thääl,did,,verb pfv,,kalkoti:t2:3:pfv,,"kalkoti[p. 132, table 2]",31c9039527608b5697556a16c77197698762c36c6f9d1aaf4d7bb35b9af6dbc1
2026-08-25,t2:4:ipfv,t2,6,133,"p. 133, table 2",buun,goes,aspect=ipfv; printed=buun (ɡoo); palula=baáanu (ɡúum); gawri=bäčant (ɡaa),installed,read from the PDF text layer and installed unchanged,buun,goes,,verb ipfv,12225,kalkoti:t2:4:ipfv,,"kalkoti[p. 133, table 2]",24b193c3c27830ceae5789d1f8d99312cbe674a40443f81b7178d835b2901b72
2026-08-25,t2:4:pfv,t2,6,133,"p. 133, table 2",ɡoo,went,aspect=pfv; printed=buun (ɡoo); palula=baáanu (ɡúum); gawri=bäčant (ɡaa),installed,read from the PDF text layer and installed unchanged,ɡoo,went,,verb pfv,4008,kalkoti:t2:4:pfv,,"kalkoti[p. 133, table 2]",ce3da3468c895ce342bbe667a5212ff53a7a96aa93019fdff3c43bfca6402453
2026-08-25,t2:5:ipfv,t2,6,133,"p. 133, table 2",duun,gives,aspect=ipfv; printed=duun (dit); palula=dáanu (dítu); gawri=diant (dit),installed,read from the PDF text layer and installed unchanged,duun,gives,,verb ipfv,6141,kalkoti:t2:5:ipfv,,"kalkoti[p. 133, table 2]",b1709971b4570384f226003950333d8c80be227a06904d3982a518cfa3fd6d8f
2026-08-25,t2:5:pfv,t2,6,133,"p. 133, table 2",dit,gave,aspect=pfv; printed=duun (dit); palula=dáanu (dítu); gawri=diant (dit),installed,read from the PDF text layer and installed unchanged,dit,gave,,verb pfv,6140,kalkoti:t2:5:pfv,,"kalkoti[p. 133, table 2]",b76f1611b48e6e73ad43bac4d6d4b4d02f37771b4cf2e9b005ab8888a63648aa
2026-08-25,t2:6:ipfv,t2,6,133,"p. 133, table 2",yuun,comes,aspect=ipfv; printed=yuun (yaal); palula=yháandu (yhóolu); gawri=yant (yaay),installed,read from the PDF text layer and installed unchanged,yuun,comes,,verb ipfv,10452,kalkoti:t2:6:ipfv,,"kalkoti[p. 133, table 2]",2fb4151989a84c201c1f6697371d542d7dbcc58a9527a9a3fbfdf794ac355655
2026-08-25,t2:6:pfv,t2,6,133,"p. 133, table 2",yaal,came,aspect=pfv; printed=yuun (yaal); palula=yháandu (yhóolu); gawri=yant (yaay),installed,read from the PDF text layer and installed unchanged,yaal,came,,verb pfv,,kalkoti:t2:6:pfv,,"kalkoti[p. 133, table 2]",3ad623dbb2c6b317bb49b5f80dec5c3d967156c810f3db17b4d9a1cdf91a7c23
2026-08-25,t2:7:ipfv,t2,6,133,"p. 133, table 2",wuun,comes down,aspect=ipfv; printed=wuun (waat); palula=wháandu (wháatu); gawri=waant (was),installed,read from the PDF text layer and installed unchanged,wuun,comes down,,verb ipfv,841,kalkoti:t2:7:ipfv,,"kalkoti[p. 133, table 2]",7a40fe045baedb69104f86bfeed81459c2c1f9fd770489584b13fe042d2cb01c
2026-08-25,t2:7:pfv,t2,6,133,"p. 133, table 2",waat,came down,aspect=pfv; printed=wuun (waat); palula=wháandu (wháatu); gawri=waant (was),installed,read from the PDF text layer and installed unchanged,waat,came down,,verb pfv,,kalkoti:t2:7:pfv,,"kalkoti[p. 133, table 2]",2bde152790e01eb893170d9c3bf034b12828e331cc3a6fa9c58e3910f1e4a0fc
2026-08-25,t2:8:ipfv,t2,6,133,"p. 133, table 2",khuun,eats,aspect=ipfv; printed=khuun (khaal); palula=khaáanu (khóolu); gawri=khaant (khaay),installed,read from the PDF text layer and installed unchanged,khuun,eats,,verb ipfv,3865,kalkoti:t2:8:ipfv,,"kalkoti[p. 133, table 2]",c3721d083aaf2331779f38e393ed63469c84a70ffef0f310888d36c983573b21
2026-08-25,t2:8:pfv,t2,6,133,"p. 133, table 2",khaal,ate,aspect=pfv; printed=khuun (khaal); palula=khaáanu (khóolu); gawri=khaant (khaay),installed,read from the PDF text layer and installed unchanged,khaal,ate,,verb pfv,,kalkoti:t2:8:pfv,,"kalkoti[p. 133, table 2]",0e65a1d1069ef22ba36e28fd88851d81183e8476f131314b9aca2868faafeb98
2026-08-25,t2:9:ipfv,t2,6,133,"p. 133, table 2",nikhuun,comes out,aspect=ipfv; printed=nikhuun (nikhät); palula=nikháandu (nikháatu); gawri=nikaant (nikas),installed,read from the PDF text layer and installed unchanged,nikhuun,comes out,,verb ipfv,7479,kalkoti:t2:9:ipfv,,"kalkoti[p. 133, table 2]",ec831cf4111f2ccd46fb32c09c015063a990d4ad00734931cb8ba9b3ccbf0a8a
2026-08-25,t2:9:pfv,t2,6,133,"p. 133, table 2",nikhät,came out,aspect=pfv; printed=nikhuun (nikhät); palula=nikháandu (nikháatu); gawri=nikaant (nikas),installed,read from the PDF text layer and installed unchanged,nikhät,came out,,verb pfv,7114,kalkoti:t2:9:pfv,,"kalkoti[p. 133, table 2]",b85ac0c5f67ae215bcdfdd6ebab7bc00b4bab1e609fc707cb63cdb79a7920d7b
2026-08-25,t2:10:ipfv,t2,6,133,"p. 133, table 2",päšuun,sees,aspect=ipfv; printed=päšuun (driṣ); palula=pašáanu (dhríṣṭu); gawri=päšant (lic̣),installed,read from the PDF text layer and installed unchanged,päšuun,sees,,verb ipfv,8012,kalkoti:t2:10:ipfv,,"kalkoti[p. 133, table 2]",e69b022afc4f76b092ce2f8f5764e7619603f1e4a4e1419fd1434aa9f9eb0601
2026-08-25,t2:10:pfv,t2,6,133,"p. 133, table 2",driṣ,saw,aspect=pfv; printed=päšuun (driṣ); palula=pašáanu (dhríṣṭu); gawri=päšant (lic̣),installed,read from the PDF text layer and installed unchanged,driṣ,saw,,verb pfv,6518,kalkoti:t2:10:pfv,,"kalkoti[p. 133, table 2]",52fd79aa44547de3989e91b79a7a06e18b19bdb2df2672ee39b2f45398f8f135
2026-08-25,t2:11:ipfv,t2,6,133,"p. 133, table 2",piluun,drinks,aspect=ipfv; printed=piluun (piil); palula=piláanu (píilu); gawri=puant (puuy),installed,read from the PDF text layer and installed unchanged,piluun,drinks,,verb ipfv,8209,kalkoti:t2:11:ipfv,,"kalkoti[p. 133, table 2]",6099a2be52ad3cbecd57aa8c942389ca1f9c277e328edd79e5a51cd643af15c4
2026-08-25,t2:11:pfv,t2,6,133,"p. 133, table 2",piil,drank,aspect=pfv; printed=piluun (piil); palula=piláanu (píilu); gawri=puant (puuy),installed,read from the PDF text layer and installed unchanged,piil,drank,,verb pfv,,kalkoti:t2:11:pfv,,"kalkoti[p. 133, table 2]",07490192990341c2e0205095a83431950e1e94a969e34a6dbf2e634a6f71c626
2026-08-25,t2:12:ipfv,t2,6,133,"p. 133, table 2",bišuun,sits down,aspect=ipfv; printed=bišuun (bäṭ); palula=bhešáanu (bhéṭu); gawri=bäyant (bääṣt),installed,read from the PDF text layer and installed unchanged,bišuun,sits down,,verb ipfv,2245,kalkoti:t2:12:ipfv,,"kalkoti[p. 133, table 2]",3ff5912897cba6a02f0182d59f4b09c1e219b72342467a0d026f31572d3ab0a4
2026-08-25,t2:12:pfv,t2,6,133,"p. 133, table 2",bäṭ,sat down,aspect=pfv; printed=bišuun (bäṭ); palula=bhešáanu (bhéṭu); gawri=bäyant (bääṣt),installed,read from the PDF text layer and installed unchanged,bäṭ,sat down,,verb pfv,14327,kalkoti:t2:12:pfv,,"kalkoti[p. 133, table 2]",14168274aeb23a566abce676f7dd796c47e14c303ead190ee7945341d89ce626
2026-08-25,t2:13:ipfv,t2,6,133,"p. 133, table 2",märuun,dies,aspect=ipfv; printed=märuun (mur); palula=maráanu (múṛu); gawri=märant (mur),installed,read from the PDF text layer and installed unchanged,märuun,dies,,verb ipfv,9871,kalkoti:t2:13:ipfv,,"kalkoti[p. 133, table 2]",71a2b65162759cd089f1552965babc210a6afbfbfdbede7f3cb4a492d4c53dc8
2026-08-25,t2:13:pfv,t2,6,133,"p. 133, table 2",mur,died,aspect=pfv; printed=märuun (mur); palula=maráanu (múṛu); gawri=märant (mur),installed,read from the PDF text layer and installed unchanged,mur,died,,verb pfv,10278,kalkoti:t2:13:pfv,,"kalkoti[p. 133, table 2]",4f87e3343992cf21294115bbf941dbb2e52756283ab9dd51f12d67cd318f41b0
2026-08-25,t3:1,t3,6,133,"p. 133, table 3",äɡa bil,it rained,structure=BECOME + nonverb,installed,read from the PDF text layer and installed unchanged,äɡa bil,it rained,,verb multiword-expression,,kalkoti:t3:1,,"kalkoti[p. 133, table 3]",87dbac9a3593fc77418e8abbe0fe08230a0afc87277f8d13b2f6e59aa4405e10
2026-08-25,t3:2,t3,6,133,"p. 133, table 3",traam thääl,worked,structure=DO + nonverb,installed,read from the PDF text layer and installed unchanged,traam thääl,worked,,verb multiword-expression,,kalkoti:t3:2,,"kalkoti[p. 133, table 3]",d060ecb34dbc7a966bf21b200e8f6bbc20c7e86606734abefd4c4f09990ada3d
2026-08-25,t3:3,t3,6,133,"p. 133, table 3",niin buun,is sleeping,structure=GO + nonverb,installed,read from the PDF text layer and installed unchanged,niin buun,is sleeping,,verb multiword-expression,,kalkoti:t3:3,,"kalkoti[p. 133, table 3]",015c41702de348797dd677aad7726aa547b5e85fda3248dc3a47b5f44979f86a
2026-08-25,t3:4,t3,6,133,"p. 133, table 3",šiiš diin,is flying,structure=GIVE + nonverb,installed,read from the PDF text layer and installed unchanged,šiiš diin,is flying,,verb multiword-expression,,kalkoti:t3:4,,"kalkoti[p. 133, table 3]",ee0d96bc597da88ce0f056f4fe9c51c9fd9ca1e5b11d8e7d9312c9d81032477f
2026-08-25,t3:5,t3,6,133,"p. 133, table 3",šidäl yuun,is feeling cold,structure=COME + nonverb,installed,read from the PDF text layer and installed unchanged,šidäl yuun,is feeling cold,,verb multiword-expression,,kalkoti:t3:5,,"kalkoti[p. 133, table 3]",b6f9e05c8f3ad05f8880445d66fe097000cecb1e6b44bc92c6ce1eaa10f15a43
2026-08-25,t4:1sg:nom,t4,6,133,"p. 133, table 4",ma,1 SG,case=nom; person=1 SG; printed=ma (ma); palula=ma (ma); gawri=yä (mäy),installed,read from the PDF text layer and installed unchanged,ma,I,,pron personal 1sg nom,9691,kalkoti:t4:1sg:nom,,"kalkoti[p. 133, table 4]",44ce55a92de16adc23e7fe64bda7ccce3187702a446610555df14b870666d5a6
2026-08-25,t4:1sg:obl,t4,6,133,"p. 133, table 4",ma,1 SG,case=obl; person=1 SG; printed=ma (ma); palula=ma (ma); gawri=yä (mäy),installed,read from the PDF text layer and installed unchanged,ma,I,,pron personal 1sg obl,,kalkoti:t4:1sg:obl,kalkoti:t4:1sg:nom,"kalkoti[p. 133, table 4]",c1a5dedada33a3d5d2f8a4a3a35805d4f3fa4bb7a52d923dbb443234da22b124
2026-08-25,t4:2sg:nom,t4,6,133,"p. 133, table 4",tu,2 SG,case=nom; person=2 SG; printed=tu (tu); palula=tu (tu); gawri=tu (thäy),installed,read from the PDF text layer and installed unchanged,tu,you (singular),,pron personal 2sg nom,5889,kalkoti:t4:2sg:nom,,"kalkoti[p. 133, table 4]",c176268e24089456e6b1dca9455ce123476bf6ad23b334e1083ae99854484ee7
2026-08-25,t4:2sg:obl,t4,6,133,"p. 133, table 4",tu,2 SG,case=obl; person=2 SG; printed=tu (tu); palula=tu (tu); gawri=tu (thäy),installed,read from the PDF text layer and installed unchanged,tu,you (singular),,pron personal 2sg obl,,kalkoti:t4:2sg:obl,kalkoti:t4:2sg:nom,"kalkoti[p. 133, table 4]",bc751f6bd3d3ce609270b4a980e8c1657e5f1ff53c227aa31498663b27861531
2026-08-25,t4:3sg:nom,t4,7,134,"p. 134, table 4",soo,3 SG,"case=nom; person=3 SG; printed=soo (täs); palula=so, se (tas); gawri=sä (tääs)",installed,read from the PDF text layer and installed unchanged,soo,"he, she, it",,pron personal 3sg nom,12815,kalkoti:t4:3sg:nom,,"kalkoti[p. 134, table 4]",c174ced7994333db89b03f5f1792fbc3d5628888f122f88c77e2874304a2f20a
2026-08-25,t4:3sg:obl,t4,7,134,"p. 134, table 4",täs,3 SG,"case=obl; person=3 SG; printed=soo (täs); palula=so, se (tas); gawri=sä (tääs)",installed,read from the PDF text layer and installed unchanged,täs,"he, she, it",,pron personal 3sg obl,,kalkoti:t4:3sg:obl,,"kalkoti[p. 134, table 4]",b0b82217414b20b73c7841e27279475e9ad9016210e63d9133974394e89fc1d4
2026-08-25,t4:1pl:nom,t4,7,134,"p. 134, table 4",bä,1 PL,case=nom; person=1 PL; printed=bä (asaa~); palula=be (asaám); gawri=mä (mä),installed,read from the PDF text layer and installed unchanged,bä,we,,pron personal 1pl nom,11302,kalkoti:t4:1pl:nom,,"kalkoti[p. 134, table 4]",bd2e3baa5a739b82171fac8cfed2c12967ec702c9eb0d61ce96dfc25a04ed30e
2026-08-25,t4:1pl:obl,t4,7,134,"p. 134, table 4",asaa~,1 PL,case=obl; person=1 PL; printed=bä (asaa~); palula=be (asaám); gawri=mä (mä),installed,read from the PDF text layer and installed unchanged,asaa~,we,,pron personal 1pl obl,,kalkoti:t4:1pl:obl,,"kalkoti[p. 134, table 4]",26b62e45614d73c42ea8f0bf2b544c100b870509df83c12a306f01e53d0861dc
2026-08-25,t4:2pl:nom,t4,7,134,"p. 134, table 4",tis,2 PL,case=nom; person=2 PL; printed=tis (tusaa~); palula=tus (tusaám); gawri=thä (thä),installed,read from the PDF text layer and installed unchanged,tis,you (plural),,pron personal 2pl nom,10511,kalkoti:t4:2pl:nom,,"kalkoti[p. 134, table 4]",d69c4e2c869a8824cbd367b26a58f72c17e560d68b0b4b8f87bfb995a3d976b5
2026-08-25,t4:2pl:obl,t4,7,134,"p. 134, table 4",tusaa~,2 PL,case=obl; person=2 PL; printed=tis (tusaa~); palula=tus (tusaám); gawri=thä (thä),installed,read from the PDF text layer and installed unchanged,tusaa~,you (plural),,pron personal 2pl obl,,kalkoti:t4:2pl:obl,,"kalkoti[p. 134, table 4]",18501946b496a35444766beffa9e601cf444b7986668285bef688be220e843b3
2026-08-25,t4:3pl:nom,t4,7,134,"p. 134, table 4",tin,3 PL,case=nom; person=3 PL; printed=tin (tänaa); palula=se (tanaám); gawri=tam (tam),installed,read from the PDF text layer and installed unchanged,tin,they,,pron personal 3pl nom,,kalkoti:t4:3pl:nom,,"kalkoti[p. 134, table 4]",ec1ddace043a63fcf4f579809cdd6ede76bdcf2eb7ccc6171e744335a20c878a
2026-08-25,t4:3pl:obl,t4,7,134,"p. 134, table 4",tänaa,3 PL,case=obl; person=3 PL; printed=tin (tänaa); palula=se (tanaám); gawri=tam (tam),installed,read from the PDF text layer and installed unchanged,tänaa,they,,pron personal 3pl obl,,kalkoti:t4:3pl:obl,,"kalkoti[p. 134, table 4]",9ef8e72792d4464578a8592659e63a4e4b8b5800c471581195348a1fa3cbf4a9
2026-08-25,t5:1,t5,7,134,"p. 134, table 5",äk,1,"palula=áak, ak (B); gawri=äk, ä",installed,read from the PDF text layer and installed unchanged,äk,one,,num,2462,kalkoti:t5:1,,"kalkoti[p. 134, table 5]",4a9086e4f6cfed7a656dd3a73450eb9128b45e13723cd2366ac6f1b1f5ff0ee4
2026-08-25,t5:2,t5,7,134,"p. 134, table 5",duu,2,palula=dúu; gawri=duu,installed,read from the PDF text layer and installed unchanged,duu,two,,num,6648,kalkoti:t5:2,,"kalkoti[p. 134, table 5]",57e758da8e745d2d189957410578187e16bf23f6c6e7e56c5d5ea3d3127b8b00
2026-08-25,t5:3,t5,7,134,"p. 134, table 5",traa,3,"palula=tróo, trúu (B); gawri=ɬaa, ɬä",installed,read from the PDF text layer and installed unchanged,traa,three,,num,5994,kalkoti:t5:3,,"kalkoti[p. 134, table 5]",bfe6782d20c8074ed126d64d35786d73afe248aaab3614404a1aea9bd86f91f8
2026-08-25,t5:4,t5,7,134,"p. 134, table 5",čoor,4,"palula=čúur, čáar (B); gawri=čor",installed,read from the PDF text layer and installed unchanged,čoor,four,,num,4655,kalkoti:t5:4,,"kalkoti[p. 134, table 5]",4ee6612f39eb0a26634e20ce37647caf1629469af966a884f3d7a9bf6ab788da
2026-08-25,t5:5,t5,7,134,"p. 134, table 5",paanǰ,5,"palula=páanǰ, panǰ (B); gawri=pãǰ",installed,read from the PDF text layer and installed unchanged,paanǰ,five,,num,7655,kalkoti:t5:5,,"kalkoti[p. 134, table 5]",554a233574480a1b00070ec06f013c5f27fd0fb474babe598fd75ac920c6411b
2026-08-25,t5:6,t5,7,134,"p. 134, table 5",ṣoo,6,palula=ṣo; gawri=ṣo,installed,read from the PDF text layer and installed unchanged,ṣoo,six,,num,12803,kalkoti:t5:6,,"kalkoti[p. 134, table 5]",3e08c68d6e632c7d4b60e0c8ce321e1a2955ad72be47bbc72bcc9e02b2e2ee73
2026-08-25,t5:7,t5,7,134,"p. 134, table 5",saat,7,"palula=sáat, sat (B); gawri=sat",installed,read from the PDF text layer and installed unchanged,saat,seven,,num,13139,kalkoti:t5:7,,"kalkoti[p. 134, table 5]",de835d3b932b7a01e2955c510555db3ce415192ba5b929ee5f39ad5093391965
2026-08-25,t5:8,t5,7,134,"p. 134, table 5",eeṣ,8,"palula=áaṣṭ, aṣṭ (B); gawri=äc̣",installed,read from the PDF text layer and installed unchanged,eeṣ,eight,,num,941,kalkoti:t5:8,,"kalkoti[p. 134, table 5]",9635d225938950094e1f5dd846931adcebce6470e82219d927504029397544cd
