Snapshot_Date,Collation_Date,Unit_ID,PDF_Page,Printed_Page,Section,Span_Index,Raw_Form,Raw_Gloss,Status,Reason,Final_Forms,Final_Gloss,Final_Tags,Etymology,Emitted_Keys,Review,Material_Error,Source,Record_SHA256
2026-08-25,2026-08-25,2.3.8:1,5,127,2.3.8,1,tatho for tatto,hot; warm,ingest,Zargari lexical item glossed by the source,tatho/tatto,hot; warm,adj,,rezaibaghbidi2003zargari:p127:s2.3.8:i1 rezaibaghbidi2003zargari:p127:s2.3.8:i1:variant:2,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.8]",cd891b9e48c00703a462689f1f2918b7325cf6208b94fad38ef3509c018a2b62
2026-08-25,2026-08-25,2.3.1:2,5,127,2.3.1,2,thān,place,ingest,Zargari lexical item glossed by the source,thān/tān,place,noun,,rezaibaghbidi2003zargari:p127:s2.3.1:i2 rezaibaghbidi2003zargari:p127:s2.3.1:i2:variant:2,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",ef4602fcd24a3ed1a075d1d87c0c30075c01a76e5000374a8e07b943ec162582
2026-08-25,2026-08-25,2.3.2:2,5,127,2.3.2,2,Ali-s baγisti si [Ali-z baγisti si],Ali is in the garden,x-clause,"clause or sentence example illustrating syntax, not a lexical citation",,,,,,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.2]",5e75f6521fa79d411ce6347ade75c1b7b77ef31565ad5a20b489dc98e605ebca
2026-08-25,2026-08-25,2.3.3:2,5,127,2.3.3,2,"per [pher], ber",belly; stomach,ingest,Zargari lexical item glossed by the source,per/ber,belly; stomach,noun,"Hindi peṭ 'basket; belly', Sanskrit peṭa-/peṭā- 'basket', cf. Qorbati of Širāz pitu 'belly'.",rezaibaghbidi2003zargari:p127:s2.3.3:i2 rezaibaghbidi2003zargari:p127:s2.3.3:i2:variant:2,the aspirated realization [pher] is phonetic; the comparanda are printed at 5.4,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.3]",a0157c6c61fd978a561c1c19a5c81eeae04335389f23d8556039ef8b7757b00d
2026-08-25,2026-08-25,2.3.5:2,5,127,2.3.5,2,jākh [jāk],eye,ingest,Zargari lexical item glossed by the source,jākh,eye,noun,,rezaibaghbidi2003zargari:p127:s2.3.5:i2,the deaspirated realization [jāk] is phonetic,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.5]",3fe6013a12e6c8740b24ebe829126454829035c43dce84d04607785f56b42630
2026-08-25,2026-08-25,2.3.6:2,5,127,2.3.6,2,vās(t),arm; hand,ingest,Zargari lexical item glossed by the source,vāst/vās,arm; hand,noun,"< Old Indo-Aryan *hasta-, cf. Sanskrit hasta-, Hindi hāth.",rezaibaghbidi2003zargari:p127:s2.3.6:i2 rezaibaghbidi2003zargari:p127:s2.3.6:i2:variant:2,the source prints vās(t),no,"rezaibaghbidi2003zargari[p. 127, section 2.3.6]",528affc58074ba1bf5ca7e1710689cbb585250a4399932b5a9df3d2a4ce88be6
2026-08-25,2026-08-25,2.3.7:2,5,127,2.3.7,2,ākkur,walnut,ingest,Zargari lexical item glossed by the source,ākkur,walnut,noun,cf. Early Romani akhor.,rezaibaghbidi2003zargari:p127:s2.3.7:i2,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",e37aa987866b6dc8e20384ffb2c75a2a3efcfd92420ead4dad223c1fc8d7aea9
2026-08-25,2026-08-25,2.3.8:2,5,127,2.3.8,2,dākhār for dākkār,king,ingest,Zargari lexical item glossed by the source,dākhār/dākkār,king,noun,< Early Romani thagar < Armenian thagavor.,rezaibaghbidi2003zargari:p127:s2.3.8:i2 rezaibaghbidi2003zargari:p127:s2.3.8:i2:variant:2,etymology printed at 2.3.25,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.8]",3aec68704abf891caa8c54bd89dc976827e21588afa4fa5ac7af1bc09124b0f0
2026-08-25,2026-08-25,2.3.1:3,5,127,2.3.1,3,thimi,price,ingest,Zargari lexical item glossed by the source,thimi/timi,price,noun,,rezaibaghbidi2003zargari:p127:s2.3.1:i3 rezaibaghbidi2003zargari:p127:s2.3.1:i3:variant:2,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",2ce605b65a3dbd38835f95e03b6ed3bed745e6664902be2929694b16c49b5c15
2026-08-25,2026-08-25,2.3.3:3,5,127,2.3.3,3,opro [ophro],up,ingest,Zargari lexical item glossed by the source,opro,up; above,adv spatial,,rezaibaghbidi2003zargari:p127:s2.3.3:i3,gloss 'above' added from the repeated mention at 3.20.1.3,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.3]",14a7272163c6095db6d0cabfc36f6e367c51352079be3c7bada2752aff3614bd
2026-08-25,2026-08-25,2.3.5:3,5,127,2.3.5,3,jekh [jek],one,ingest,Zargari lexical item glossed by the source,jekh/jek,one,num,,rezaibaghbidi2003zargari:p127:s2.3.5:i3 rezaibaghbidi2003zargari:p127:s2.3.5:i3:variant:2,the deaspirated spelling jek is printed here and used throughout,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.5]",599f746a0dbe83a76943a43396547dccd96967f74fe211fe7242a3ddcfa6f45d
2026-08-25,2026-08-25,2.3.6:3,5,127,2.3.6,3,dān(d),tooth,ingest,Zargari lexical item glossed by the source,dānd/dān,tooth,noun,,rezaibaghbidi2003zargari:p127:s2.3.6:i3 rezaibaghbidi2003zargari:p127:s2.3.6:i3:variant:2,the source prints dān(d),no,"rezaibaghbidi2003zargari[p. 127, section 2.3.6]",c4cac222c0d1650964a3e99909eb161172fa7e7aaec49c4a824b6e6741629294
2026-08-25,2026-08-25,2.3.7:3,5,127,2.3.7,3,pukko/puqqo,shoulder,ingest,Zargari lexical item glossed by the source,pukko/puqqo,shoulder,noun,cf. Early Romani phiko.,rezaibaghbidi2003zargari:p127:s2.3.7:i3 rezaibaghbidi2003zargari:p127:s2.3.7:i3:variant:2,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",9e5d39cab363a01f6f58e1f10c62fdb81a3b712368bb4c758d457f0345be4921
2026-08-25,2026-08-25,2.3.1:4,5,127,2.3.1,4,kher,house,ingest,Zargari lexical item glossed by the source,kher/ker,house,noun,,rezaibaghbidi2003zargari:p127:s2.3.1:i4 rezaibaghbidi2003zargari:p127:s2.3.1:i4:variant:2,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",203b155b4b3c00cdbf2a44157c4e0cab10ac7314f872b8aadf6554582cbf7116
2026-08-25,2026-08-25,2.3.3:4,5,127,2.3.3,4,"kiri [khiri], giri",ant,ingest,Zargari lexical item glossed by the source,kiri/giri,ant,noun,,rezaibaghbidi2003zargari:p127:s2.3.3:i4 rezaibaghbidi2003zargari:p127:s2.3.3:i4:variant:2,the aspirated realization [khiri] is phonetic,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.3]",0b5c9dbcd09a8027b025be0a02baf18a762c8c9e7055c0ef2f8f019f7cc3f2a1
2026-08-25,2026-08-25,2.3.7:4,5,127,2.3.7,4,āmmā,but,ingest,Zargari lexical item glossed by the source,āmmā/āmā,but,conj,,rezaibaghbidi2003zargari:p127:s2.3.7:i4 rezaibaghbidi2003zargari:p127:s2.3.7:i4:variant:2,the variant āmā is printed as ām(m)ā at 3.20.3.1 and 4.4.1,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",2f4428a1b103cedb829153fdbcd021f70ae3fbd3349bd2755a3c00aa5cb3ff08
2026-08-25,2026-08-25,2.3.1:5,5,127,2.3.1,5,čhal,shadow,ingest,Zargari lexical item glossed by the source,čhal/čal,shadow,noun,cf. Early Romani učhal.,rezaibaghbidi2003zargari:p127:s2.3.1:i5 rezaibaghbidi2003zargari:p127:s2.3.1:i5:variant:2,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.1]",cc53e6fd6e0f4dda1a13d5849d7b41ff3585b2834fa45378cd22dd26809dedb0
2026-08-25,2026-08-25,2.3.3:5,5,127,2.3.3,5,bakri [bakhri],sheep,ingest,Zargari lexical item glossed by the source,bakri,sheep,noun,,rezaibaghbidi2003zargari:p127:s2.3.3:i5,the aspirated realization [bakhri] is phonetic,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.3]",a5de8fb95b9d96b5be985e9275dbcde6d3ecbd00d2302517642e95365684a79d
2026-08-25,2026-08-25,2.3.7:5,5,127,2.3.7,5,āssajipej,to laugh,ingest,Zargari lexical item glossed by the source,āssajipej,to laugh,verb inf,,rezaibaghbidi2003zargari:p127:s2.3.7:i5,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",21295bb1834a710c3b5982e130d76c5d6b21234f4acff73a6af439dc098dcc10
2026-08-25,2026-08-25,2.3.3:6,5,127,2.3.3,6,kakliqā [kakhliqā],partridge,ingest,Zargari lexical item glossed by the source,kakliqā,partridge,noun,,rezaibaghbidi2003zargari:p127:s2.3.3:i6,the aspirated realization [kakhliqā] is phonetic,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.3]",cba4fe16792e4e496acd205ec88d325a22b1ee90cd695ce780a4ac9f464bb150
2026-08-25,2026-08-25,2.3.7:6,5,127,2.3.7,6,tāššā,tomorrow,ingest,Zargari lexical item glossed by the source,tāššā,tomorrow,adv temporal,,rezaibaghbidi2003zargari:p127:s2.3.7:i6,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",7696d15232de54d37637b48b64959c7a3479299a09a7d76746ce0fb642ee608e
2026-08-25,2026-08-25,2.3.7:7,5,127,2.3.7,7,māččho,fish,ingest,Zargari lexical item glossed by the source,māččho,fish,noun,cf. Early Romani mačho.,rezaibaghbidi2003zargari:p127:s2.3.7:i7,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",19fe2d55684a39375ddd287ab7175b5d408dfab209b327eb6edcefa0cc76fe5d
2026-08-25,2026-08-25,2.3.7:8,5,127,2.3.7,8,sudždžo,clean,ingest,Zargari lexical item glossed by the source,sudždžo,clean,adj,,rezaibaghbidi2003zargari:p127:s2.3.7:i8,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",7c941d0d161d336f6839936a733fdd066fb9660f223987ba22dbcf053e527434
2026-08-25,2026-08-25,2.3.7:9,5,127,2.3.7,9,bellu,testicle,ingest,Zargari lexical item glossed by the source,bellu,testicle,noun,cf. Early Romani pelo.,rezaibaghbidi2003zargari:p127:s2.3.7:i9,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",7c820cbcabd1bb15839b54b428b05a480e229d419392ab30b3763a68c7304786
2026-08-25,2026-08-25,2.3.7:10,5,127,2.3.7,10,zorreti,maize,ingest,Zargari lexical item glossed by the source,zorreti,maize,noun,,rezaibaghbidi2003zargari:p127:s2.3.7:i10,,no,"rezaibaghbidi2003zargari[p. 127, section 2.3.7]",bba7bbbcfe396f6fa093b21ab58690767fc0f2355456ccbabf0d284e32ff7a23
2026-08-25,2026-08-25,2.3.10:1,6,128,2.3.10,1,"vānvro [vanvro, vavro] or even [vāvro]",egg,ingest,Zargari lexical item glossed by the source,vānvro/vāvro,egg,noun,,rezaibaghbidi2003zargari:p128:s2.3.10:i1 rezaibaghbidi2003zargari:p128:s2.3.10:i1:variant:2,"the realizations [vanvro], [vavro], [vāvro] are phonetic; vā(n)vro is printed at 3.1.9",no,"rezaibaghbidi2003zargari[p. 128, section 2.3.10]",619209b33a9d69bc472e179976d7215636230379b17ddcf223cfdad4bcd22df5
2026-08-25,2026-08-25,2.3.11:1,6,128,2.3.11,1,m-āč (< mā-āč),Do not stay!,ingest,Zargari lexical item glossed by the source,m-āč,do not stay!,verb impv neg 2sg,,rezaibaghbidi2003zargari:p128:s2.3.11:i1,the source derives it from mā-āč,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.11]",5615c2602855b473dfd24fecf66cd634d3f28a8889eb96d1fbc511ca26fe64fd
2026-08-25,2026-08-25,2.3.12:1,6,128,2.3.12,1,olungu (< olun-ke),their; for them; to them,ingest,Zargari lexical item glossed by the source,olungu,their; for them; to them,pron personal 3pl dat gen,,rezaibaghbidi2003zargari:p128:s2.3.12:i1,the source derives it from olun-ke,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.12]",61c52712e7914b6b06b405fc6bb3d0d0787e52ffa187d8b103f4a3b82bedb864
2026-08-25,2026-08-25,2.3.13:1,6,128,2.3.13,1,soj-,to sleep,ingest,Zargari lexical item glossed by the source,soj-,to sleep,verb pres stem,The source derives the stem-final -j from *-v.,rezaibaghbidi2003zargari:p128:s2.3.13:i1,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.13]",3ae56080a8002e78894de09eed5aff9e243539d71f483035a900f560355045f1
2026-08-25,2026-08-25,2.3.14:1,6,128,2.3.14,1,karas [kjaras],butter,ingest,Zargari lexical item glossed by the source,karas,butter,noun,,rezaibaghbidi2003zargari:p128:s2.3.14:i1,the palatalized realization [kjaras] is phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.14]",47f3d04ee57ac7c3d7f38ee547019b0768c62b5abf2c3aa1cf0ebced9eda6d32
2026-08-25,2026-08-25,2.3.15:1,6,128,2.3.15,1,eftā [efdā],seven,ingest,Zargari lexical item glossed by the source,eftā,seven,num loanword,< Greek εφτά.,rezaibaghbidi2003zargari:p128:s2.3.15:i1,etymology printed at 5.3; the realization [efdā] is phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.15]",1cf88ef477ae6d84fba0edff5d76a6ce272a2146671e6d457be67b62dd62d5af
2026-08-25,2026-08-25,2.3.16:1,6,128,2.3.16,1,kāšt/ qāšt,wood,ingest,Zargari lexical item glossed by the source,kāšt/qāšt,wood,noun,,rezaibaghbidi2003zargari:p128:s2.3.16:i1 rezaibaghbidi2003zargari:p128:s2.3.16:i1:variant:2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.16]",08cd610c551b0e2fe31bb70960437e4a8d6ab50128eac238fe6e508f281d0d2d
2026-08-25,2026-08-25,2.3.17:1,6,128,2.3.17,1,dastas [dassas],handle; group,ingest,Zargari lexical item glossed by the source,dastas,handle; group,noun,,rezaibaghbidi2003zargari:p128:s2.3.17:i1,the geminate realization [dassas] is phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.17]",82f00138ad13a9d3c7388be981aca2ccbf44f8f14a56dee1a0dbd70a1f834370
2026-08-25,2026-08-25,2.3.18:1,6,128,2.3.18,1,ānāv,name,ingest,Zargari lexical item glossed by the source,ānāv,name,noun,"< Old Indo-Aryan *nāman-, cf. Sanskrit nāman-, Hindi nām.",rezaibaghbidi2003zargari:p128:s2.3.18:i1,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.18]",654dda5c929ca2e084bc41ea94b552c132a9481aa3e96d6c29a7c1e8bb11563b
2026-08-25,2026-08-25,2.3.19:1,6,128,2.3.19,1,čhiv,language; tongue,ingest,Zargari lexical item glossed by the source,čhiv/čhip/čiph,language; tongue,noun,< čhib; the source also records the further developments čhip and čiph.,rezaibaghbidi2003zargari:p128:s2.3.19:i1 rezaibaghbidi2003zargari:p128:s2.3.19:i1:variant:2 rezaibaghbidi2003zargari:p128:s2.3.19:i1:variant:3,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.19]",e258d554548d0f0be94a6aa11add839f688ab4119126d8b30f19845056d4aee1
2026-08-25,2026-08-25,2.3.20:1,6,128,2.3.20,1,čuv [čuw],Throw!,ingest,Zargari lexical item glossed by the source,čuv,throw!,verb impv 2sg,,rezaibaghbidi2003zargari:p128:s2.3.20:i1,the realization [čuw] is phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.20]",2b89e0cccf61807bc01271aacf2e2fc67f805760c7dc7c1d5034649646fc5673
2026-08-25,2026-08-25,2.3.21:1,6,128,2.3.21,1,idž/iž,yesterday,ingest,Zargari lexical item glossed by the source,idž/iž,yesterday,adv temporal,,rezaibaghbidi2003zargari:p128:s2.3.21:i1 rezaibaghbidi2003zargari:p128:s2.3.21:i1:variant:2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.21]",117e4c5ea141c912ab3be7763638362294a1802f0d6cf839bb83c969065abfba
2026-08-25,2026-08-25,2.3.22:1,6,128,2.3.22,1,haftas,week,ingest,Zargari lexical item glossed by the source,haftas,week,noun loanword,cf. Persian hafte.,rezaibaghbidi2003zargari:p128:s2.3.22:i1,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.22]",1c4e17afafcf1a0c6639f915ce3bc598ad0f39455e3fecc5f54d0174bcaaee20
2026-08-25,2026-08-25,2.3.9:1,6,128,2.3.9,1,"ānglāl [ānglāl, ānglār]",from the front,ingest,Zargari lexical item glossed by the source,ānglāl/ānglār,from the front,adv spatial,,rezaibaghbidi2003zargari:p128:s2.3.9:i1 rezaibaghbidi2003zargari:p128:s2.3.9:i1:variant:2,"the source prints ānglāl [ānglāl, ānglār]",no,"rezaibaghbidi2003zargari[p. 128, section 2.3.9]",9de7751c3e8640752fc30d9175313043cecfd598b7e6209aba093c823e0c9d00
2026-08-25,2026-08-25,2.3.10:2,6,128,2.3.10,2,mān [man] or ̄̃ [ma],me,ingest,Zargari lexical item glossed by the source,mān,me,pron personal 1sg obl,,rezaibaghbidi2003zargari:p128:s2.3.10:i2,the nasalized realizations [man] and [ma] are phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.10]",ded9cb184582c13666f56eb7400a663de854a9b9f5b3dfb1f2e0e395c92f412e
2026-08-25,2026-08-25,2.3.11:2,6,128,2.3.11,2,m-ān (< mā-ān),Do not bring!,ingest,Zargari lexical item glossed by the source,m-ān,do not bring!,verb impv neg 2sg,,rezaibaghbidi2003zargari:p128:s2.3.11:i2,the source derives it from mā-ān,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.11]",b133e0b7e54082b95cadfa0e6b6c92721e8949bf22b42cb8a0b5657dc7c2f49a
2026-08-25,2026-08-25,2.3.12:2,6,128,2.3.12,2,olundār (< olun-tār),from them; with them,ingest,Zargari lexical item glossed by the source,olundār,from them; with them,pron personal 3pl abl instr,,rezaibaghbidi2003zargari:p128:s2.3.12:i2,the source derives it from olun-tār,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.12]",44792bf3f9ec5209874721285a9d4a3d8794186d9b7171025a6726819e5179af
2026-08-25,2026-08-25,2.3.13:2,6,128,2.3.13,2,ruj-,"to cry, to weep",ingest,Zargari lexical item glossed by the source,ruj-,to cry; to weep,verb pres stem,The source derives the stem-final -j from *-v.,rezaibaghbidi2003zargari:p128:s2.3.13:i2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.13]",25b21eede9cbd8c14924c77cf7be210fd7c4654410c8e32a46f09025476cc6af
2026-08-25,2026-08-25,2.3.14:2,6,128,2.3.14,2,kirmo [kjirmo],worm,ingest,Zargari lexical item glossed by the source,kirmo,worm,noun,,rezaibaghbidi2003zargari:p128:s2.3.14:i2,the palatalized realization [kjirmo] is phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.14]",ae533cda383fbcec98ec39ea3a1772e06bfb066a31b88dbf9277188ceb6662a8
2026-08-25,2026-08-25,2.3.15:2,6,128,2.3.15,2,oxto [oxdo],eight,ingest,Zargari lexical item glossed by the source,oxto/oxtó,eight,num loanword,< Greek οχτώ.,rezaibaghbidi2003zargari:p128:s2.3.15:i2 rezaibaghbidi2003zargari:p128:s2.3.15:i2:variant:2,etymology printed at 5.3; oxtó is the stress-marked citation at 2.5.1,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.15]",b71e0758da9d2e82efe20d15d43c631b398076a2e97e302e9df96692cd650a8b
2026-08-25,2026-08-25,2.3.16:2,6,128,2.3.16,2,kāt/qāt,scissors,ingest,Zargari lexical item glossed by the source,kāt/qāt,scissors,noun,,rezaibaghbidi2003zargari:p128:s2.3.16:i2 rezaibaghbidi2003zargari:p128:s2.3.16:i2:variant:2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.16]",72b0ee3ae05ebf504ea3347e65fecef49f0ea7c3aa0cb2434bf27d3700f1e61f
2026-08-25,2026-08-25,2.3.17:2,6,128,2.3.17,2,pistas [pissas],pistachio,ingest,Zargari lexical item glossed by the source,pistas,pistachio,noun,,rezaibaghbidi2003zargari:p128:s2.3.17:i2,the geminate realization [pissas] is phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.17]",c8aa77ec1209cbd59d5babe6a7038c8caeb5e61e5c94ceef9b06e63c5a807d7e
2026-08-25,2026-08-25,2.3.18:2,6,128,2.3.18,2,vās(t),arm; hand,dup,repeated mention; citation folded into the record installed at 2.3.6:2,,,,,rezaibaghbidi2003zargari:p127:s2.3.6:i2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.18]",36813330b5862f8e5167f52a598e7ef6270454a2886096277a68f8a993aed50e
2026-08-25,2026-08-25,2.3.20:2,6,128,2.3.20,2,guruv [guruw],"ox, bull",ingest,Zargari lexical item glossed by the source,guruv,ox; bull,noun,,rezaibaghbidi2003zargari:p128:s2.3.20:i2,the realization [guruw] is phonetic,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.20]",2ee07730b4bdfbe36410c33184f73496d40da1c5b0f7f08931afb76d6586442c
2026-08-25,2026-08-25,2.3.21:2,6,128,2.3.21,2,mindž/minž,female organ,ingest,Zargari lexical item glossed by the source,mindž/minž,female organ,noun,,rezaibaghbidi2003zargari:p128:s2.3.21:i2 rezaibaghbidi2003zargari:p128:s2.3.21:i2:variant:2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.21]",b11c00b93031a82a3203de54acb56da8049e0967bc4c50d8787bd0e21eb6c798
2026-08-25,2026-08-25,2.3.22:2,6,128,2.3.22,2,har,every,ingest,Zargari lexical item glossed by the source,har,every,quantifier,cf. Persian har.,rezaibaghbidi2003zargari:p128:s2.3.22:i2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.22]",661310fbbdb03cdd60fae4eb1462aa341bdb04d8509f630714ebef171ae1654f
2026-08-25,2026-08-25,2.3.9:2,6,128,2.3.9,2,"somlāl [somlāl, somlār]",gold,ingest,Zargari lexical item glossed by the source,somlāl/somlār,gold,noun,,rezaibaghbidi2003zargari:p128:s2.3.9:i2 rezaibaghbidi2003zargari:p128:s2.3.9:i2:variant:2,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.9]",f4c5c85d869453d1581d484df89a6fb576bf4a5a298e65c34b95b2fc30a0b5aa
2026-08-25,2026-08-25,2.3.13:3,6,128,2.3.13,3,nāšaj-,to make run,ingest,Zargari lexical item glossed by the source,nāšaj-,to make run,verb caus pres stem,The source derives the stem-final -j from *-v.,rezaibaghbidi2003zargari:p128:s2.3.13:i3,,no,"rezaibaghbidi2003zargari[p. 128, section 2.3.13]",427c9896dfc1546d139844a06edcc52ff045bc134eebda373944900ab85b9c75
