Record_Type,Report,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,0,Standard Bangla,comparison control,1,1,udo,ʃuɹdʒo,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison list; not Meitei,,,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Standard Bangla]",
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,7,Lilong Bazaar,Manipur comparison variety,1,2,nmt,nʊːmɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-lilong-bazaar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Lilong Bazaar]",silmeitei2008:g002:sil-meitei-2008-lilong-bazaar:i1
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,1,Mukabil,"Pangal community, Bangladesh",1,2,numt,numɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-mukabil,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Mukabil]",silmeitei2008:g002:sil-meitei-2008-mukabil:i1
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,2,Humerjan,"Meitei community, Bangladesh",1,2,numt,numɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-humerjan,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Humerjan]",silmeitei2008:g002:sil-meitei-2008-humerjan:i1
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,3,Shivganj,"Meitei community, Bangladesh",1,2,numt,numɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivganj,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Shivganj]",silmeitei2008:g002:sil-meitei-2008-shivganj:i1
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,4,Shivnagar,"Meitei community, Bangladesh",1,2,numt,numɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivnagar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Shivnagar]",silmeitei2008:g002:sil-meitei-2008-shivnagar:i1
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,5,Choto Dhamai,"Meitei community, Bangladesh",1,2,numt,numɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-choto-dhamai,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Choto Dhamai]",silmeitei2008:g002:sil-meitei-2008-choto-dhamai:i1
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,6,Kunagaon,"Meitei community, Bangladesh",1,2,numt,numɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-kunagaon,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Kunagaon]",silmeitei2008:g002:sil-meitei-2008-kunagaon:i1
expanded wordlist attestation,kim-kim2008meitei,45,2,sun,8,Imphal,Manipur comparison variety,1,3,n,nɪː,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-imphal,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 2, Imphal]",silmeitei2008:g002:sil-meitei-2008-imphal:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,0,Standard Bangla,comparison control,1,1,ad,ʈʃãd,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison list; not Meitei,,,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Standard Bangla]",
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,1,Mukabil,"Pangal community, Bangladesh",1,2,tha,tha,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-mukabil,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Mukabil]",silmeitei2008:g003:sil-meitei-2008-mukabil:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,2,Humerjan,"Meitei community, Bangladesh",1,2,tha,tha,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-humerjan,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Humerjan]",silmeitei2008:g003:sil-meitei-2008-humerjan:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,3,Shivganj,"Meitei community, Bangladesh",1,2,tha,tha,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivganj,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Shivganj]",silmeitei2008:g003:sil-meitei-2008-shivganj:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,4,Shivnagar,"Meitei community, Bangladesh",1,2,tha,tha,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivnagar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Shivnagar]",silmeitei2008:g003:sil-meitei-2008-shivnagar:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,5,Choto Dhamai,"Meitei community, Bangladesh",1,2,tha,tha,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-choto-dhamai,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Choto Dhamai]",silmeitei2008:g003:sil-meitei-2008-choto-dhamai:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,6,Kunagaon,"Meitei community, Bangladesh",1,2,tha,tha,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-kunagaon,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Kunagaon]",silmeitei2008:g003:sil-meitei-2008-kunagaon:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,8,Imphal,Manipur comparison variety,1,2,th,thɐ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-imphal,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Imphal]",silmeitei2008:g003:sil-meitei-2008-imphal:i1
expanded wordlist attestation,kim-kim2008meitei,45,3,moon,7,Lilong Bazaar,Manipur comparison variety,1,2,th,thɐː,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-lilong-bazaar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 3, Lilong Bazaar]",silmeitei2008:g003:sil-meitei-2008-lilong-bazaar:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,0,Standard Bangla,comparison control,1,1,taa,taɾa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison list; not Meitei,,,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Standard Bangla]",
expanded wordlist attestation,kim-kim2008meitei,45,4,star,7,Lilong Bazaar,Manipur comparison variety,1,2,thwnmtsk,thɐwɐnmɪtsɐːk,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-lilong-bazaar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Lilong Bazaar]",silmeitei2008:g004:sil-meitei-2008-lilong-bazaar:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,8,Imphal,Manipur comparison variety,1,2,thwnmtsk,thɐwɐnmɪtsɐk,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-imphal,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Imphal]",silmeitei2008:g004:sil-meitei-2008-imphal:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,6,Kunagaon,"Meitei community, Bangladesh",1,2,thawaimaa,thawai̯maʈʃa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-kunagaon,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Kunagaon]",silmeitei2008:g004:sil-meitei-2008-kunagaon:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,3,Shivganj,"Meitei community, Bangladesh",1,2,thawamasa,thawamasa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivganj,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Shivganj]",silmeitei2008:g004:sil-meitei-2008-shivganj:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,1,Mukabil,"Pangal community, Bangladesh",1,2,thawamaa,thawamaʈʃa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-mukabil,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Mukabil]",silmeitei2008:g004:sil-meitei-2008-mukabil:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,4,Shivnagar,"Meitei community, Bangladesh",1,2,thawamaa,thawamaʈʃa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivnagar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Shivnagar]",silmeitei2008:g004:sil-meitei-2008-shivnagar:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,5,Choto Dhamai,"Meitei community, Bangladesh",1,2,thawamaa,thawamaʈʃa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-choto-dhamai,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Choto Dhamai]",silmeitei2008:g004:sil-meitei-2008-choto-dhamai:i1
expanded wordlist attestation,kim-kim2008meitei,45,4,star,2,Humerjan,"Meitei community, Bangladesh",1,2,thawanmeia,thawanmei̯ʈʃa,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-humerjan,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 4, Humerjan]",silmeitei2008:g004:sil-meitei-2008-humerjan:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,0,Standard Bangla,comparison control,1,1,mh,mɛgh,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison list; not Meitei,,,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Standard Bangla]",
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,1,Mukabil,"Pangal community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-mukabil,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Mukabil]",silmeitei2008:g005:sil-meitei-2008-mukabil:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,2,Humerjan,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-humerjan,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Humerjan]",silmeitei2008:g005:sil-meitei-2008-humerjan:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,3,Shivganj,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivganj,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Shivganj]",silmeitei2008:g005:sil-meitei-2008-shivganj:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,4,Shivnagar,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivnagar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Shivnagar]",silmeitei2008:g005:sil-meitei-2008-shivnagar:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,5,Choto Dhamai,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-choto-dhamai,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Choto Dhamai]",silmeitei2008:g005:sil-meitei-2008-choto-dhamai:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,6,Kunagaon,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-kunagaon,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Kunagaon]",silmeitei2008:g005:sil-meitei-2008-kunagaon:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,7,Lilong Bazaar,Manipur comparison variety,1,3,nthkup,nɔːŋthɐːŋkupːɐʔ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-lilong-bazaar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Lilong Bazaar]",silmeitei2008:g005:sil-meitei-2008-lilong-bazaar:i1
expanded wordlist attestation,kim-kim2008meitei,45,5,cloud,8,Imphal,Manipur comparison variety,1,4,leitsl,leitsɪl,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-imphal,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 5, Imphal]",silmeitei2008:g005:sil-meitei-2008-imphal:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,0,Standard Bangla,comparison control,1,1,bri,brɪʃʈi,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison list; not Meitei,,,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Standard Bangla]",
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,7,Lilong Bazaar,Manipur comparison variety,1,2,n,nɔːŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-lilong-bazaar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Lilong Bazaar]",silmeitei2008:g006:sil-meitei-2008-lilong-bazaar:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,8,Imphal,Manipur comparison variety,1,2,n,nɔːŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-imphal,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Imphal]",silmeitei2008:g006:sil-meitei-2008-imphal:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,1,Mukabil,"Pangal community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-mukabil,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Mukabil]",silmeitei2008:g006:sil-meitei-2008-mukabil:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,2,Humerjan,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-humerjan,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Humerjan]",silmeitei2008:g006:sil-meitei-2008-humerjan:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,3,Shivganj,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivganj,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Shivganj]",silmeitei2008:g006:sil-meitei-2008-shivganj:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,4,Shivnagar,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivnagar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Shivnagar]",silmeitei2008:g006:sil-meitei-2008-shivnagar:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,5,Choto Dhamai,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-choto-dhamai,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Choto Dhamai]",silmeitei2008:g006:sil-meitei-2008-choto-dhamai:i1
expanded wordlist attestation,kim-kim2008meitei,45,6,rain,6,Kunagaon,"Meitei community, Bangladesh",1,2,no,noŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-kunagaon,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 6, Kunagaon]",silmeitei2008:g006:sil-meitei-2008-kunagaon:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,0,Standard Bangla,comparison control,1,1,rdhnu,rɔŋdhɔnu,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison list; not Meitei,,,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Standard Bangla]",
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,2,Humerjan,"Meitei community, Bangladesh",1,2,umdha,ʈʃumdhaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-humerjan,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Humerjan]",silmeitei2008:g007:sil-meitei-2008-humerjan:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,3,Shivganj,"Meitei community, Bangladesh",1,2,umdha,ʈʃumdhaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivganj,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Shivganj]",silmeitei2008:g007:sil-meitei-2008-shivganj:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,4,Shivnagar,"Meitei community, Bangladesh",1,2,umdha,ʈʃumdhaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-shivnagar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Shivnagar]",silmeitei2008:g007:sil-meitei-2008-shivnagar:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,7,Lilong Bazaar,Manipur comparison variety,1,2,tsmth,tsʊmthɐːŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-lilong-bazaar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Lilong Bazaar]",silmeitei2008:g007:sil-meitei-2008-lilong-bazaar:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,8,Imphal,Manipur comparison variety,1,2,tsmth,tsʊmthɐːŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-imphal,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Imphal]",silmeitei2008:g007:sil-meitei-2008-imphal:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,1,Mukabil,"Pangal community, Bangladesh",1,3,nodabi,noŋdʒabi,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-mukabil,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Mukabil]",silmeitei2008:g007:sil-meitei-2008-mukabil:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,6,Kunagaon,"Meitei community, Bangladesh",1,3,nodabi,noŋdʒabi,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-kunagaon,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Kunagaon]",silmeitei2008:g007:sil-meitei-2008-kunagaon:i1
expanded wordlist attestation,kim-kim2008meitei,45,7,rainbow,5,Choto Dhamai,"Meitei community, Bangladesh",1,4,stha,sɪŋthaŋ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-choto-dhamai,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 7, Choto Dhamai]",silmeitei2008:g007:sil-meitei-2008-choto-dhamai:i1
expanded wordlist attestation,kim-kim2008meitei,45,8,wind,0,Standard Bangla,comparison control,1,1,bata,bataʃ,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison list; not Meitei,,,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 8, Standard Bangla]",
expanded wordlist attestation,kim-kim2008meitei,45,8,wind,6,Kunagaon,"Meitei community, Bangladesh",1,2,noit,noŋʃit,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-kunagaon,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 8, Kunagaon]",silmeitei2008:g008:sil-meitei-2008-kunagaon:i1
expanded wordlist attestation,kim-kim2008meitei,45,8,wind,7,Lilong Bazaar,Manipur comparison variety,1,2,nst,nʊŋsɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-lilong-bazaar,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 8, Lilong Bazaar]",silmeitei2008:g008:sil-meitei-2008-lilong-bazaar:i1
expanded wordlist attestation,kim-kim2008meitei,45,8,wind,8,Imphal,Manipur comparison variety,1,2,nst,nʊŋsɪt,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-imphal,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 8, Imphal]",silmeitei2008:g008:sil-meitei-2008-imphal:i1
expanded wordlist attestation,kim-kim2008meitei,45,8,wind,1,Mukabil,"Pangal community, Bangladesh",1,2,nuit,nuŋʃit,official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0,,installed,,Manipuri,sil-meitei-2008-mukabil,"kim-kim2008meitei[Appendix B.3, printed p. 45, item 8, Mukabil]",silmeitei2008:g008:sil-meitei-2008-mukabil:i1
