Snapshot_Date,Collation_Date,Unit_ID,PDF_Page,Printed_Page,Raw_Form,Raw_Gloss_German,English_Gloss,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Key,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-24,2026-08-24,p71:e10,13,71,am'i,wir,we,installed_form,am'i,986,buddruss-waigali1992:p71:e10,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 71, glossary entry 10]",c37504db89655c4a0af07a9dbd82d4272b67b7528fa4bad715407792a2fe0e01
2026-08-24,2026-08-24,p71:e11,13,71,änist'a,solch,such,installed_form,änist'a,283,buddruss-waigali1992:p71:e11,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 71, glossary entry 11]",7d5ea84913aa6d68ff3f5168d632a2a3836e5e1151c504b0bdcaaee5a4d23ae1
2026-08-24,2026-08-24,p71:e12,13,71,aṇtal'a,gekreuzt,crossed,installed_form,aṇtal'a,,buddruss-waigali1992:p71:e12,source compares Wamai aṭ'ala,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 71, glossary entry 12]",2657ad719a37cb26a407543ac4c97f8b0357112996396f4a6fe182577c03458b
2026-08-24,2026-08-24,p71:e13,13,71,ara-,"hinwerfen, wegwerfen, in Unordnung bringen, zerstören",throw away; disorder; destroy,installed_form,ara-,,buddruss-waigali1992:p71:e13,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 71, glossary entry 13]",878b047bebc8d215d1d76efb229d7ee34aa3ecedcab4676ae12da35d61a132eb
2026-08-24,2026-08-24,p71:e14,13,71,at'er,"innen, hinein",inside; inward,installed_form,at'er,357,buddruss-waigali1992:p71:e14,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 71, glossary entry 14]",22518f675967369225429bf2edb3876d46595bf3f234f483eb688adc82fc526d
2026-08-24,2026-08-24,p71:e15,13,71,atr'ö,gerade hinauf,straight upward,installed_form,atr'ö,,buddruss-waigali1992:p71:e15,opposite of brö,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 71, glossary entry 15]",d250912e50f94f81d3f989ec66ff22e7c0df2b58db19d0069fc97f5dde9df3a2
2026-08-24,2026-08-24,p72:e01,14,72,b-,werden,become,installed_form,b-,9416,buddruss-waigali1992:p72:e01,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 01]",b3331af1bffa607bc33855b164f9a4da3ada70457be9d1af8ae6cf47dc4e6c73
2026-08-24,2026-08-24,p72:e02,14,72,ba-,können,be able,installed_form,ba-,9477,buddruss-waigali1992:p72:e02,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 02]",cef87aa3c79f078a43c9e6a238911078e09e3b3fbe3699483a5cf6ab1dea115f
2026-08-24,2026-08-24,p72:e03,14,72,-ba,Formans des Genitivs,genitive formative,installed_form,-ba,,buddruss-waigali1992:p72:e03,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 03]",89c2089560cd189122c314fc845a769aab7164f29b09a02e49155919d6c4bae6
2026-08-24,2026-08-24,p72:e04,14,72,-bār,Suffix,abstract-noun suffix,installed_form,-bār,,buddruss-waigali1992:p72:e04,"printed in daṇurab'ār, ištrimačb'ār, ǰentab'ār, trazab'ār",full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 04]",f4453ce119873f1439f5f90fbf7ab1c3e6b282b60eadd18935fd8494c4f1f36b
2026-08-24,2026-08-24,p72:e05,14,72,bašā-,"zur Rede stellen, beschuldigen",challenge; accuse,installed_form,bašā-,,buddruss-waigali1992:p72:e05,source's proposed T. 11589 is explicitly tentative,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 05]",eedab15f807f10b75460861078e39ec8e03021f86c8e4848d0c48aac43f61f53
2026-08-24,2026-08-24,p72:e06,14,72,ber'am,außen,outside,installed_form,ber'am,9183,buddruss-waigali1992:p72:e06,formed from ber plus suffix -am,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 06]",faa14789a0dae2d8ea7c522f2d972e518c7c5376327fef0035fcfbed3116b5bb
2026-08-24,2026-08-24,p72:e07,14,72,bernes-,hinausgelangen; zum Frühling gelangen,come out; reach spring,installed_form,bernes-,,buddruss-waigali1992:p72:e07,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 07]",6dda236809298a53526564ce670d77fc6543eb5a818fb96a69d70d6623ef5d76
2026-08-24,2026-08-24,p72:e08,14,72,ber'a,dumm,stupid,installed_form,ber'a,9238,buddruss-waigali1992:p72:e08,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 08]",52069f305a88077c313a01838a1a34c0aab910e86982bf381855cfee8669b978
2026-08-24,2026-08-24,p72:e09,14,72,bin-,"im Zweifel sein, überlegen, nachdenken, bereuen",doubt; deliberate; regret,installed_form,bin-,,buddruss-waigali1992:p72:e09,source's comparison to T. 9498 is tentative,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 09]",6928f6cee45a91b463bd71b48ec413f68ee8ddc3436200db960999e64271f03d
2026-08-24,2026-08-24,p72:e10,14,72,brö,hinab,downward,installed_form,brö,,buddruss-waigali1992:p72:e10,opposite of atr'ö,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 10]",edf3ac2f24b2cfe0e7f396fffe1a51583a9a96a3705ca8a02947d661fb81e37c
2026-08-24,2026-08-24,p72:e11,14,72,bur'a,taub,deaf,installed_form,bur'a,9268,buddruss-waigali1992:p72:e11,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 11]",15e194e12cdbedec4356d478ecae5278e6b21cf8bf6ebd9c3544edce63bef547
2026-08-24,2026-08-24,p72:e12,14,72,čin-,"schneiden, fällen; entscheiden",cut; fell; decide,installed_form,čin-,5046,buddruss-waigali1992:p72:e12,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 12]",ee8fc1840b6612d6ceb5456a3101be1bc76c96ef4d402f039a92f2ca6acec049
2026-08-24,2026-08-24,p72:e13,14,72,čipičipun'i,Geräusch des Tröpfelns,sound of dripping,installed_form,čipičipun'i,,buddruss-waigali1992:p72:e13,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 13]",28cda3d63d971ab3c3bc6584d0a8fbace13d2c63bed13a043f4f7a04565cf520
2026-08-24,2026-08-24,p72:e14,14,72,čot,"Dung, Mist",dung; manure,installed_form,čot,,buddruss-waigali1992:p72:e14,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 72, glossary entry 14]",1941cb86feddb3b5baf61bddc02aaed4b7c869d2f3e20354237cdd35b084d633
2026-08-24,2026-08-24,p73:e01,15,73,č-,"machen, tun, sagen",do; make; say,installed_form,č-,2814,buddruss-waigali1992:p73:e01,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 01]",0e0dcc810b61da737bd9cad3acf8ca8cdd360d71cb2bdef4b1d5122f269cba69
2026-08-24,2026-08-24,p73:e02,15,73,čira-,sich verspäten,be late,installed_form,čira-,4824,buddruss-waigali1992:p73:e02,denominative from cira-,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 02]",e8e588c5c05b080e4e2e6b23c7e87d9fcf97e3add77cc7a360934c46412907b9
2026-08-24,2026-08-24,p73:e03,15,73,da,Expletivpartikel zur Hervorhebung,emphatic expletive particle,installed_form,da,,buddruss-waigali1992:p73:e03,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 03]",f5f6ecbb3a1ea41509b78cd08145f746c5d92c8603edef548c7a2284eb669ecc
2026-08-24,2026-08-24,p73:e04,15,73,dā,Berg,mountain,installed_form,dā,6793,buddruss-waigali1992:p73:e04,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 04]",12e1c4b31092ff744db0d94eccb0913a474774b1ee7f9cb62f7983578e49556c
2026-08-24,2026-08-24,p73:e05,15,73,de,Gott kafirisch,pre-Islamic god,installed_form,de,6523,buddruss-waigali1992:p73:e05,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 05]",9322f21e04dba52f5fe2a88d7ce9d592afff7271cf8a48ee4a2f9a7965f3653d
2026-08-24,2026-08-24,p73:e06,15,73,des,Dorf,village,installed_form,des,6547,buddruss-waigali1992:p73:e06,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 06]",a1bc22f492d4a269516d77ff50e0caa9cf2875f59b27ef5257dc96207d481b8a
2026-08-24,2026-08-24,p73:e07,15,73,di-,gehen,go,installed_form,di-,227,buddruss-waigali1992:p73:e07,present stem; source also prints d-,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 07]",3c850bf4a46413a1c512c6a809f43f8d39c762eb9324d808797d353a3bf5ebf1
2026-08-24,2026-08-24,p73:e07,15,73,d-,gehen,go,installed_form,d-,227,buddruss-waigali1992:p73:e07:v2,explicit alternate stem,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 07]",8de7255d7cafdb73a83e19867eaf886d34eb155f76d3994e48bc7425e186204d
2026-08-24,2026-08-24,p73:e08,15,73,di,auch,also,installed_form,di,200,buddruss-waigali1992:p73:e08,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 08]",8c130d569ad9479c5940449201335ae10df34a02108bb2e9e9d80bd8193fda23
2026-08-24,2026-08-24,p73:e09,15,73,dū,zwei,two,installed_form,dū,6648,buddruss-waigali1992:p73:e09,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 09]",6731b2efe834d495b67a936c2ddee9e08845f6df6cf953741349ef5131ead089
2026-08-24,2026-08-24,p73:e10,15,73,duk,"Kummer, Leid",sorrow; suffering,installed_form,duk,6375,buddruss-waigali1992:p73:e10,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 10]",5e6f0df90afa6a1b18a0be3f6c6efcdd3e4680dee138edc2588f7b71dd6de43c
2026-08-24,2026-08-24,p73:e11,15,73,daṇur'a,"schwach, untüchtig, feige, niedrig, arm",weak; incapable; cowardly; lowly; poor,installed_form,daṇur'a,5524,buddruss-waigali1992:p73:e11,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 11]",737365d863a21dd3d757b913e3314a4a056d3ccbe05dc713ec11f1ae0d655bce
2026-08-24,2026-08-24,p73:e12,15,73,daṇurab'ār,Niedrigkeit,lowliness,installed_form,daṇurab'ār,,buddruss-waigali1992:p73:e12,derived from daṇur'a with -bār,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 12]",0093eec859d99371d28e8a22d3d7bd5e7b268f68eefdd93859736f9a6a241531
2026-08-24,2026-08-24,p73:e13,15,73,e,ein,one,installed_form,e,,buddruss-waigali1992:p73:e13,short form of ew; source gives no Turner number in this entry,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 13]",3900d16fd45b2cf5d2d12f801281f464a5999f58736a8bdb7fc934e126c56eed
2026-08-24,2026-08-24,p73:e14,15,73,e-,kommen,come,installed_form,e-,2534,buddruss-waigali1992:p73:e14,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 14]",3ee79e5211a389acd198d31fc6a149c35d5ce8c6a9436117b6d14105afe807f3
2026-08-24,2026-08-24,p73:e15,15,73,gā,Kuh,cow,installed_form,gā,4147,buddruss-waigali1992:p73:e15,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 15]",8577aebfff1906000002ad0d4b0abf278884add7befdc42c15a606ad7a1b32b5
2026-08-24,2026-08-24,p73:e16,15,73,gar,"Hausstand, Familie",household; family,installed_form,gar,4428,buddruss-waigali1992:p73:e16,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 16]",dc4ea7e641343a0ba7a6b70bdab5402bc4c9aa4e557c466d8bb3a0ac524af42a
2026-08-24,2026-08-24,p73:e17,15,73,gar'aš,Tag,day,installed_form,gar'aš,4440,buddruss-waigali1992:p73:e17,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 17]",af53b78781b11865dc205abb5dae2c156f7f39c1717672da495418fd310365a8
2026-08-24,2026-08-24,p73:e18,15,73,go-,Präteritalstamm zu di- gehen,go,installed_form,go-,4008,buddruss-waigali1992:p73:e18,past stem of di-,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 18]",dcea7098c65a96e5765e489f4bfdded75a53c838b9224f92ebb679704884f8e4
2026-08-24,2026-08-24,p73:e19,15,73,gol,"Tal, Land",valley; land,installed_form,gol,4453,buddruss-waigali1992:p73:e19,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 19]",c1b1e22be891b93aae2ee3682864da5e8ed1921442135d172e5087bb41240a43
2026-08-24,2026-08-24,p73:e20,15,73,ištič'ū,das Tropfen vom Dach ins Haus bei Regen,rain dripping through the roof,installed_form,ištič'ū,,buddruss-waigali1992:p73:e20,first printed alternate,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 20]",4e4031d2ad14079d89ae7e02a7fff574c105c83b6360005426c792354700306e
2026-08-24,2026-08-24,p73:e20,15,73,ištač'ū,das Tropfen vom Dach ins Haus bei Regen,rain dripping through the roof,installed_form,ištač'ū,,buddruss-waigali1992:p73:e20:v2,second printed alternate,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 20]",d43fd7ec924e24fffd69c877680dcf4d966caa0439b2376c24a825e3be660d21
2026-08-24,2026-08-24,p73:e21,15,73,ištr'i,Ehefrau,wife,installed_form,ištr'i,13734,buddruss-waigali1992:p73:e21,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 73, glossary entry 21]",5ac1e39e506d338a2f0dcb6acc4ed8457fba08abe96278e62bbfc47c73ae6756
2026-08-24,2026-08-24,p74:e01,16,74,ištri-mač-b'ār,"Ehe, Eheleben",marriage; married life,installed_form,ištri-mač-b'ār,,buddruss-waigali1992:p74:e01,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 01]",69ecba9ed22398c98a97b7258a50f2abf25f331c2f0f1eee4ae8bcbeaa325884
2026-08-24,2026-08-24,p74:e02,16,74,ǰat'a,ander,other,installed_form,ǰat'a,,buddruss-waigali1992:p74:e02,first printed headword alternate,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 02]",d58bf20f73f840d28f4156dfeff8e7fb411dd25916182af669fc3ba3937f7383
2026-08-24,2026-08-24,p74:e02,16,74,jat'a,ander,other,installed_form,jat'a,,buddruss-waigali1992:p74:e02:v2,second printed headword alternate; relation to Wamai jad'a is unclear,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 02]",ad280646a805bd506d7a6dee9b4fd82fe20f0108080c6863e91fe0936102211e
2026-08-24,2026-08-24,p74:e03,16,74,ǰay,gut,good,installed_form,ǰay,5190,buddruss-waigali1992:p74:e03,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 03]",07518af84613946bc917a3b726adc4d8ce04c15c16114e08a5399e00074cc518
2026-08-24,2026-08-24,p74:e04,16,74,ǰar-,verdauen,digest,installed_form,ǰar-,5304,buddruss-waigali1992:p74:e04,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 04]",987249973edb5b1e9eeafd25fe2ccf226ef6be59f708a2241ee2061dcd27009f
2026-08-24,2026-08-24,p74:e05,16,74,ǰent'a,lebend,alive,installed_form,ǰent'a,5244,buddruss-waigali1992:p74:e05,first printed headword alternate,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 05]",d561aed9ef13ed2f76a30ab84edc34889e2558547871651a3c2673b6b39ff0c3
2026-08-24,2026-08-24,p74:e05,16,74,ǰet'a,lebend,alive,installed_form,ǰet'a,5244,buddruss-waigali1992:p74:e05:v2,second printed headword alternate,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 05]",56071cf4128abe8c9965b919025ba2bebd37ae549534eab13bafd38831f82b71
2026-08-24,2026-08-24,p74:e06,16,74,ǰentab'ār,"Lebendigsein, Leben",being alive; life,installed_form,ǰentab'ār,,buddruss-waigali1992:p74:e06,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 06]",7ae361d3fa6831468afa43fb8d75978afe483a7992edbc0df5027613a345d352
2026-08-24,2026-08-24,p74:e07,16,74,ǰūt,Leopard,leopard,installed_form,ǰūt,13969,buddruss-waigali1992:p74:e07,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 07]",47144c8ab5ce2155c055f768700417c8987c5dbadc99aac4b8361811002ddec9
2026-08-24,2026-08-24,p74:e08,16,74,ka,Absolutiv zu č- tun,having done,installed_form,ka,2814,buddruss-waigali1992:p74:e08,absolutive of č-,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 08]",9cf88236362ad333ba276a61037d2e5b866e9fb7e005779b46113f529a0cf1c1
2026-08-24,2026-08-24,p74:e09,16,74,kāy,irgendwer,someone; anyone,installed_form,kāy,,buddruss-waigali1992:p74:e09,"source cites both Turner 2694 and 2696, so no single link is imposed",full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 09]",552cc74ab82d3baccae53f9feb41913e74233cf8d2a21c53c6d759bf31511e44
2026-08-24,2026-08-24,p74:e10,16,74,kan-,lachen,laugh,installed_form,kan-,3815,buddruss-waigali1992:p74:e10,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 10]",c2a0fead3d7a054870b3cfd53608fef8769607651e305ea271163a9039882782
2026-08-24,2026-08-24,p74:e11,16,74,-kan,"Postposition in, bei",in; at,installed_form,-kan,2830,buddruss-waigali1992:p74:e11,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 11]",9ac47a7a2631017427aeecb44229eb0b6e6abc1a565aeb47ae681f05fcaec0c5
2026-08-24,2026-08-24,p74:e12,16,74,-kanty'āw,"Postposition um willen, für",for; for the sake of,installed_form,-kanty'āw,,buddruss-waigali1992:p74:e12,first printed headword alternate,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 12]",7900736edfce045a8403e7a7e84e70703fa24d6e77079cfab65dc6daaf78d44c
2026-08-24,2026-08-24,p74:e12,16,74,-kanty'aw,"Postposition um willen, für",for; for the sake of,installed_form,-kanty'aw,,buddruss-waigali1992:p74:e12:v2,second printed headword alternate,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 12]",1a2af9e55d9f287f766ed4adb0a99398c8626c49a1c3d37ac84c21db89020735
2026-08-24,2026-08-24,p74:e13,16,74,kar'a,"hart arbeitend, aktiv",hard-working; active,installed_form,kar'a,,buddruss-waigali1992:p74:e13,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 13]",bcc52360c6241c736f6266c24b056be66b963413473987d8a643825f18adee31
2026-08-24,2026-08-24,p74:e14,16,74,kaṣ'e,ein Raubvogel,small bird of prey,installed_form,kaṣ'e,,buddruss-waigali1992:p74:e14,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 14]",0ab1413d64bb54eaec8cf51ab578c613b2763496492f345503594dea7d8ceb23
2026-08-24,2026-08-24,p74:e15,16,74,kiš,"was, warum",what; why,installed_form,kiš,,buddruss-waigali1992:p74:e15,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 15]",3e84eada32714f6b36dc5446af44eed2dc3e75ca7fdbc3c583c975bab0a843ce
2026-08-24,2026-08-24,p74:e16,16,74,kiti,"wieviele, einige",how many; some,installed_form,kiti,3167,buddruss-waigali1992:p74:e16,manually collated printed glossary headword,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 16]",f9f23ce8c6cb45bee5c015afbcbf16e100b2529e53c335218d929d3f1cd25460
2026-08-24,2026-08-24,p74:e17,16,74,kō,Obliquus Singular zu kāy wer,whom,installed_form,kō,,buddruss-waigali1992:p74:e17,oblique singular of kāy,full manual census against the 400 dpi render; embedded OCR and two Tesseract passes compared,no,"buddruss-waigali1992[p. 74, glossary entry 17]",45cb7f4ed74e0b47fdece8e88ac4d702c9f0c2da226e88b3a2f922a2eb30f296
