Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Raw_Note,Source_Language,Language_ID,Page,Row,Item,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Final_Notes,Final_Etymology,Note_Class,Parameter_ID,Link_Status,Alignment_Method,Rau_Citation,Rau_Form,Rau_Gloss,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,bahl1962korwa:C:c1.p1.r13.i13,akʰam,to absent oneself from work.,,Korwa,kw,1,13,13,1,bahl1962korwa:C:c1.p1.r13.i13,,akʰam,to absent oneself from work.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 1, row 13, item 13]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,3db89cf0e02570f472684b8ef3bdcbf35e3c8cae2f03c8692a60311e3331a167
2026-08-28,bahl1962korwa:C:c1.p1.r14.i14,akʰariŋ,to sell.,,Korwa,kw,1,14,14,1,bahl1962korwa:C:c1.p1.r14.i14,,akʰariŋ,to sell.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 1, row 14, item 14]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,92f252b63dd1d52974f7bcb530e9aa79cafab9d5163c7513166382dffbe1e533
2026-08-28,bahl1962korwa:C:c1.p2.r3.i17,"akʰaɽaː, akaɽaː",an inner room in a Korwa house where the family god is kept.,,Korwa,kw,2,3,17,1,bahl1962korwa:C:c1.p2.r3.i17,,akʰaɽaː,an inner room in a Korwa house where the family god is kept.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 2, row 3, item 17]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,54b62e1ee37a66c2c3dc5f84266b5600aa6a1450bc3bd926d90cccd24c452851
2026-08-28,bahl1962korwa:C:c1.p2.r3.i17,"akʰaɽaː, akaɽaː",an inner room in a Korwa house where the family god is kept.,,Korwa,kw,2,3,17,2,bahl1962korwa:C:c1.p2.r3.i17:v2,bahl1962korwa:C:c1.p2.r3.i17,akaɽaː,an inner room in a Korwa house where the family god is kept.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 2, row 3, item 17]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,54b62e1ee37a66c2c3dc5f84266b5600aa6a1450bc3bd926d90cccd24c452851
2026-08-28,bahl1962korwa:C:c1.p2.r4.i18,akʰiaːo,"to wink, to beckon.",,Korwa,kw,2,4,18,1,bahl1962korwa:C:c1.p2.r4.i18,,akʰiaːo,"to wink, to beckon.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 2, row 4, item 18]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,bf7876cf99f08477885d07444807fbf0862adea25268d2607bd288d7f566d938
2026-08-28,bahl1962korwa:C:c1.p3.r12.i42,amalaːo,to take possession.,,Korwa,kw,3,12,42,1,bahl1962korwa:C:c1.p3.r12.i42,,amalaːo,to take possession.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 12, item 42]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,1e67b9bfe5b3fbff71590cde775bf73047ebe2c8be7f4eda1b0f47736a5aea78
2026-08-28,bahl1962korwa:C:c1.p3.r13.i43,amaliː,tamarind.,,Korwa,kw,3,13,43,1,bahl1962korwa:C:c1.p3.r13.i43,,amaliː,tamarind.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 13, item 43]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,5462f080393f263679cfe7164fbbec49d6228fa6e71bd935457f97254d826718
2026-08-28,bahl1962korwa:C:c1.p3.r14.i44,amaːrob,orphan.,,Korwa,kw,3,14,44,1,bahl1962korwa:C:c1.p3.r14.i44,,amaːrob,orphan.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 14, item 44]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,84f5d78e81771fe46b9ca67dce616312cebc0bb457d385d1835bbdde46c6e40f
2026-08-28,bahl1962korwa:C:c1.p3.r15.i45,"amrut, amrud",guava.,,Korwa,kw,3,15,45,1,bahl1962korwa:C:c1.p3.r15.i45,,amrut,guava.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 15, item 45]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,35258f32f0f734a96f2f08fe5710aef4ad261287cb528a9313388ae9d622a1da
2026-08-28,bahl1962korwa:C:c1.p3.r15.i45,"amrut, amrud",guava.,,Korwa,kw,3,15,45,2,bahl1962korwa:C:c1.p3.r15.i45:v2,bahl1962korwa:C:c1.p3.r15.i45,amrud,guava.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 15, item 45]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,35258f32f0f734a96f2f08fe5710aef4ad261287cb528a9313388ae9d622a1da
2026-08-28,bahl1962korwa:C:c1.p2.r16.i30,anaː,third inanimate reflexive.,,Korwa,kw,2,16,30,1,bahl1962korwa:C:c1.p2.r16.i30,,anaː,third inanimate reflexive.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 2, row 16, item 30]",pron,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,4ec20df2b2c3f68a1aa1db8b9bc3197f4ff9a05a0aa4e0ce70071f95470ba9af
2026-08-28,bahl1962korwa:C:c1.p3.r1.i31,andʰaː,blind.,,Korwa,kw,3,1,31,1,bahl1962korwa:C:c1.p3.r1.i31,,andʰaː,blind.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 1, item 31]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,bf0a5450e71b41804b6537a09aabf02952b8779957620cb904bb3ba66813d0ea
2026-08-28,bahl1962korwa:C:c1.p3.r2.i32,andʰaː,to be blind.,,Korwa,kw,3,2,32,1,bahl1962korwa:C:c1.p3.r2.i32,,andʰaː,to be blind.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 2, item 32]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,75b2a04ee3863f5ccf1cfafe9466a7f43089c0ccea47d3c972f4daf00fd479b2
2026-08-28,bahl1962korwa:C:c1.p3.r3.i33,ansaːo,to make (someone) restless.,,Korwa,kw,3,3,33,1,bahl1962korwa:C:c1.p3.r3.i33,,ansaːo,to make (someone) restless.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 3, item 33]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,694ccf307ff4ae4463ecc3241c064a02028b0a6f7fcbf087f0a08460066c31f0
2026-08-28,bahl1962korwa:C:c1.p3.r4.i34,apaeɖ,"to be fussy, to fuss.",,Korwa,kw,3,4,34,1,bahl1962korwa:C:c1.p3.r4.i34,,apaeɖ,"to be fussy, to fuss.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 4, item 34]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,7cf197b5ef64a42a249122af5706c0af8dbb850912ce991beb4ecd6e68caaca3
2026-08-28,bahl1962korwa:C:c1.p3.r5.i35,apiˀ,sleep.,,Korwa,kw,3,5,35,1,bahl1962korwa:C:c1.p3.r5.i35,,apiˀ,sleep.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 5, item 35]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,0349a62d17d0f1e14d4629c54ba9aa558f3317d36e8bf3f3c23e54c4b7874885
2026-08-28,bahl1962korwa:C:c1.p3.r6.i36,apiˀ,to sleep.,,Korwa,kw,3,6,36,1,bahl1962korwa:C:c1.p3.r6.i36,,apiˀ,to sleep.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 3, row 6, item 36]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,6ad98ac2c4731f60a91b064894ac7a48e95c2a3c2162dac55e37628d417c27c9
2026-08-28,bahl1962korwa:C:c1.p4.r12.i59,arnaːo,to lower the head to fight (ref. to animals).,,Korwa,kw,4,12,59,1,bahl1962korwa:C:c1.p4.r12.i59,,arnaːo,to lower the head to fight (ref. to animals).,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 4, row 12, item 59]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,03ebe6b004ba9cc92b4239b26f2fe8ba9b78f34b033308fb0d265e6cbd5daaa5
2026-08-28,bahl1962korwa:C:c1.p4.r13.i60,arpaː,to snatch a thing by pouncing upon it (ref. to animals).,,Korwa,kw,4,13,60,1,bahl1962korwa:C:c1.p4.r13.i60,,arpaː,to snatch a thing by pouncing upon it (ref. to animals).,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 4, row 13, item 60]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,cd08ff5a4d53535acbe51e5fb88f9c60ee2f99b26e47411d40118aa40f7bbffd
2026-08-28,bahl1962korwa:C:c1.p4.r15.i62,arpoɖ,to draw in one's stomach.,,Korwa,kw,4,15,62,1,bahl1962korwa:C:c1.p4.r15.i62,,arpoɖ,to draw in one's stomach.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 4, row 15, item 62]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,f1a4cabda729a42c93eeb687015aafbc544720b0d2420fe938815ed955f0ffe2
2026-08-28,bahl1962korwa:C:c1.p5.r1.i63,arsal,to search with the aid of light.,,Korwa,kw,5,1,63,1,bahl1962korwa:C:c1.p5.r1.i63,,arsal,to search with the aid of light.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 5, row 1, item 63]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,68a0ad4b4579203fd64f56dc40900f61628b9392502ac25ba59d5eaba6e9114e
2026-08-28,bahl1962korwa:C:c1.p4.r11.i58,aru,"more, and.",,Korwa,kw,4,11,58,1,bahl1962korwa:C:c1.p4.r11.i58,,aru,"more, and.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 4, row 11, item 58]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,bda1d0f3ae979e8262925d3f22166dd01914dde9f2609bf3c5846d5ee725ba3b
2026-08-28,bahl1962korwa:C:c1.p5.r6.i68,asaraː,to wish to get.,,Korwa,kw,5,6,68,1,bahl1962korwa:C:c1.p5.r6.i68,,asaraː,to wish to get.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 5, row 6, item 68]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,d4d8aaf9e0d7fc1be8fc6de02900dffb49cc9dba8be126b55729602c01decefc
2026-08-28,bahl1962korwa:C:c1.p5.r7.i69,asiɖ,to stop breathing (ref. to death).,,Korwa,kw,5,7,69,1,bahl1962korwa:C:c1.p5.r7.i69,,asiɖ,to stop breathing (ref. to death).,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 5, row 7, item 69]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,bc23429c6f3e7baa07bd46187490199f00eb9a230abf4251152b03d0919ee3da
2026-08-28,bahl1962korwa:C:c1.p5.r9.i71,askal,a bird.,,Korwa,kw,5,9,71,1,bahl1962korwa:C:c1.p5.r9.i71,,askal,a bird.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 5, row 9, item 71]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,55482266a291cd9d4b1956af6b6a255dcc8de90549da41623072c87cdd305cc7
2026-08-28,bahl1962korwa:C:c1.p5.r11.i73,aslaːo,to fade (ref. to flowers).,,Korwa,kw,5,11,73,1,bahl1962korwa:C:c1.p5.r11.i73,,aslaːo,to fade (ref. to flowers).,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 5, row 11, item 73]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,cad0047c4dbabeda12490ff85a2ff02df5d34ba8008611d180004d3b421b735d
2026-08-28,bahl1962korwa:C:c1.p5.r10.i72,astir,"slowly, calmly.",,Korwa,kw,5,10,72,1,bahl1962korwa:C:c1.p5.r10.i72,,astir,"slowly, calmly.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 5, row 10, item 72]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,33976512d67ddc3172ed1210e33f5215ed58982b581a4cbd547e3d6047cb208b
2026-08-28,bahl1962korwa:C:c1.p11.r9.i166,ave,to be able to.,,Korwa,kw,11,9,166,1,bahl1962korwa:C:c1.p11.r9.i166,,ave,to be able to.,,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 11, row 9, item 166]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,98b83e76b5b7a59fe464b74132a08063ac2d1adab5ad9295e372f7815e9c4760
2026-08-28,bahl1962korwa:C:c1.p5.r14.i76,avir,"to take along, lead.",,Korwa,kw,5,14,76,1,bahl1962korwa:C:c1.p5.r14.i76,,avir,"to take along, lead.",,,none,,unlinked,no conservative Rau Proto-Munda resolution,,,,ingested,structured dictionary record,"BAHL[p. 5, row 14, item 76]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,39be24e874f5da508edd0e658d75306ba6921472b021b69bfaa2871960e34bd9
2026-08-28,bahl1962korwa:C:c1.p3.r16.i46,ayub,early evening.,,Korwa,kw,3,16,46,1,bahl1962korwa:C:c1.p3.r16.i46,,ayub,early evening.,,Rau 2019 assigns Bahl's Korwa form to Proto-Munda m33; resolved by unique normalized source form and compatible meaning.,none,m33,linked,unique normalized source form plus compatible meaning,BAHL[p3],ayub,night,ingested,structured dictionary record,"BAHL[p. 3, row 16, item 46]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=bahl1962korwa,8f565d1b4b28c1e070f770803f1506693c65b0a5f750ce4fce28a4c86487bba5,68ec7d941e20b146f2b898d66c60dd64ed17a96a7f0ba909c28587b8f7d2813f
