Record_Type,Source_Key,PDF_Page,Printed_Page,Concept,Gloss,Lect,Scope,Category,Response_Index,Raw_Form,Form,Notes,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,varkey-vunnamatla2018bareli,87,80,1,body,Marathi,standard control,3,1,Marathi 3 ʃəɾiɾ,ʃəɾiɾ,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Marathi]",
wordlist response,varkey-vunnamatla2018bareli,87,80,1,body,Marathi,standard control,5,2,5 ʌŋg,ʌŋg,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 1, Marathi]",
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathwi Pauri-Amalwadi,regional list,"5,6",1,"Rathwi Pauri-Amalwadi 5,6 munɖkʌ",munɖkʌ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-amalwadi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Pauri-Amalwadi]",silbareli2018:g002:sil-bareli-2018-rathwi-pauri-amalwadi:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathwi Pauri-Segwi,regional list,"5,6",1,"Rathwi Pauri-Segwi 5,6 munɖkʌ",munɖkʌ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-segwi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Pauri-Segwi]",silbareli2018:g002:sil-bareli-2018-rathwi-pauri-segwi:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathwi Bareli-Tharadpura,regional list,6,1,Rathwi Bareli-Tharadpura 6 munkɔ,munkɔ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-tharadpura,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Bareli-Tharadpura]",silbareli2018:g002:sil-bareli-2018-rathwi-bareli-tharadpura:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathwi Bareli-Udainagar,regional list,6,1,Rathwi Bareli-Udainagar 6 mukɔ,mukɔ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-udainagar,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Bareli-Udainagar]",silbareli2018:g002:sil-bareli-2018-rathwi-bareli-udainagar:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathwi Bareli-Chiklia,regional list,5,1,Rathwi Bareli-Chiklia 5 mʊɳɖ,mʊɳɖ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-chiklia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi Bareli-Chiklia]",silbareli2018:g002:sil-bareli-2018-rathwi-bareli-chiklia:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathwi-Chenpur,regional list,6,1,Rathwi-Chenpur 6 muɳkɔ,muɳkɔ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-chenpur,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi-Chenpur]",silbareli2018:g002:sil-bareli-2018-rathwi-chenpur:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathwi-Dongargaon,regional list,6,1,Rathwi-Dongargaon 6 mʊɳko,mʊɳko,,installed,,RathwiBareli,sil-bareli-2018-rathwi-dongargaon,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathwi-Dongargaon]",silbareli2018:g002:sil-bareli-2018-rathwi-dongargaon:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Bodugam,regional list,1,1,Bhilali-Bodugam 1 mɑth̪ɑ,mɑth̪ɑ,,installed,,Bhilali,sil-bareli-2018-bhilali-bodugam,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Bodugam]",silbareli2018:g002:sil-bareli-2018-bhilali-bodugam:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhili-Punyawat,regional list,5,1,Bhili-Punyawat 5 muɳɖu,muɳɖu,,installed,,Bhili,sil-bareli-2018-bhili-punyawat,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Punyawat]",silbareli2018:g002:sil-bareli-2018-bhili-punyawat:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhili-Anjhera,regional list,6,1,Bhili-Anjhera 6 munko,munko,,installed,,Bhili,sil-bareli-2018-bhili-anjhera,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Anjhera]",silbareli2018:g002:sil-bareli-2018-bhili-anjhera:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Anjhera,regional list,6,1,Bhilali-Anjhera 6 munko,munko,,installed,,Bhilali,sil-bareli-2018-bhilali-anjhera,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Anjhera]",silbareli2018:g002:sil-bareli-2018-bhilali-anjhera:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Mandwi,regional list,6,1,Bhilali-Mandwi 6 mʊnkɑ,mʊnkɑ,,installed,,Bhilali,sil-bareli-2018-bhilali-mandwi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Mandwi]",silbareli2018:g002:sil-bareli-2018-bhilali-mandwi:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Navalpura,regional list,6,1,Bhilali-Navalpura 6 munko,munko,,installed,,Bhilali,sil-bareli-2018-bhilali-navalpura,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Navalpura]",silbareli2018:g002:sil-bareli-2018-bhilali-navalpura:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Agar,regional list,6,1,Bhilali-Agar 6 munka,munka,,installed,,Bhilali,sil-bareli-2018-bhilali-agar,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Agar]",silbareli2018:g002:sil-bareli-2018-bhilali-agar:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Udaigadh,regional list,6,1,Bhilali-Udaigadh 6 munka,munka,,installed,,Bhilali,sil-bareli-2018-bhilali-udaigadh,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Udaigadh]",silbareli2018:g002:sil-bareli-2018-bhilali-udaigadh:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Kattivada,regional list,5,1,Bhilali-Kattivada 5 munɖɑ,munɖɑ,,installed,,Bhilali,sil-bareli-2018-bhilali-kattivada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Kattivada]",silbareli2018:g002:sil-bareli-2018-bhilali-kattivada:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Parya Bhilali-Bhorwada,regional list,1,1,Parya Bhilali- Bhorwada 1 mɑth̪o,mɑth̪o,,installed,,Bhilali,sil-bareli-2018-parya-bhilali-bhorwada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Parya Bhilali-Bhorwada]",silbareli2018:g002:sil-bareli-2018-parya-bhilali-bhorwada:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhili-Piplia,regional list,1,1,Bhili-Piplia 1 mɑth̪o,mɑth̪o,,installed,,Bhili,sil-bareli-2018-bhili-piplia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Piplia]",silbareli2018:g002:sil-bareli-2018-bhili-piplia:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhili-Kharod,regional list,1,1,Bhili-Kharod 1 math̪u,math̪u,,installed,,Bhili,sil-bareli-2018-bhili-kharod,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhili-Kharod]",silbareli2018:g002:sil-bareli-2018-bhili-kharod:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bhilali-Aspai,regional list,5,1,Bhilali-Aspai 5 munɖʊ,munɖʊ,,installed,,Bhilali,sil-bareli-2018-bhilali-aspai,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bhilali-Aspai]",silbareli2018:g002:sil-bareli-2018-bhilali-aspai:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Rathawi-Mankodi,regional list,5,1,Rathawi-Mankodi 5 muɳɖu,muɳɖu,,installed,,Rathawi,sil-bareli-2018-rathawi-mankodi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Rathawi-Mankodi]",silbareli2018:g002:sil-bareli-2018-rathawi-mankodi:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Palya-Choutharya,regional list,5,1,Palya-Choutharya 5 muɳɖu,muɳɖu,,installed,,PalyaBareli,sil-bareli-2018-palya-choutharya,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Palya-Choutharya]",silbareli2018:g002:sil-bareli-2018-palya-choutharya:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Palya-Natvada,regional list,1,1,Palya-Natvada 1 mɑth̪ɑ,mɑth̪ɑ,,installed,,PalyaBareli,sil-bareli-2018-palya-natvada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Palya-Natvada]",silbareli2018:g002:sil-bareli-2018-palya-natvada:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Palya-Natvada,regional list,6,2,6 mʊnkɑ,mʊnkɑ,,installed,,PalyaBareli,sil-bareli-2018-palya-natvada,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Palya-Natvada]",silbareli2018:g002:sil-bareli-2018-palya-natvada:i2
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bareli Pauri-Shahana,regional list,"5,6",1,"Bareli Pauri-Shahana 5,6 munɖkʌ",munɖkʌ,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-shahana,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bareli Pauri-Shahana]",silbareli2018:g002:sil-bareli-2018-bareli-pauri-shahana:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bareli Pauri-Mandvi,regional list,5,1,Bareli Pauri-Mandvi 5 munɖ,munɖ,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-mandvi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bareli Pauri-Mandvi]",silbareli2018:g002:sil-bareli-2018-bareli-pauri-mandvi:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Bareli Pauri-Khadki,regional list,5,1,Bareli Pauri-Khadki 5 muɳɖ,muɳɖ,,installed,,PauriBareli,sil-bareli-2018-bareli-pauri-khadki,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Bareli Pauri-Khadki]",silbareli2018:g002:sil-bareli-2018-bareli-pauri-khadki:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Nimadi-Khargone,regional list,1,1,Nimadi-Khargone 1 mɑth̪ɑ,mɑth̪ɑ,,installed,,Nimadi,sil-bareli-2018-nimadi-khargone,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Nimadi-Khargone]",silbareli2018:g002:sil-bareli-2018-nimadi-khargone:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Nimadi-Awlia,regional list,1,1,Nimadi-Awlia 1 mɑth̪o,mɑth̪o,,installed,,Nimadi,sil-bareli-2018-nimadi-awlia,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Nimadi-Awlia]",silbareli2018:g002:sil-bareli-2018-nimadi-awlia:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Nimadi-Ashapur,regional list,1,1,Nimadi-Ashapur 1 mɑth̪ɑ,mɑth̪ɑ,,installed,,Nimadi,sil-bareli-2018-nimadi-ashapur,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Nimadi-Ashapur]",silbareli2018:g002:sil-bareli-2018-nimadi-ashapur:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Ahirani-Dhule,regional list,4,1,Ahirani-Dhule 4 ɖokʌ,ɖokʌ,,installed,,Khandesi,sil-bareli-2018-ahirani-dhule,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Ahirani-Dhule]",silbareli2018:g002:sil-bareli-2018-ahirani-dhule:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Hindi,standard control,3,1,Hindi 3 sɪɾ,sɪɾ,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Hindi]",
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Gujarati,standard control,1,1,Gujarati 1 mɑth̪ũ,mɑth̪ũ,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Gujarati]",
wordlist response,varkey-vunnamatla2018bareli,87,80,2,head,Marathi,standard control,4,1,Marathi 4 ɖoke,ɖoke,,excluded,standard-language comparison control,,,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 2, Marathi]",
wordlist response,varkey-vunnamatla2018bareli,87,80,3,hair,Rathwi Pauri-Amalwadi,regional list,4,1,Rathwi Pauri-Amalwadi 4 dz̪ɦ̪ʌʈa,dz̪ɦ̪ʌʈa,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-amalwadi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 3, Rathwi Pauri-Amalwadi]",silbareli2018:g003:sil-bareli-2018-rathwi-pauri-amalwadi:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,3,hair,Rathwi Pauri-Segwi,regional list,3,1,Rathwi Pauri-Segwi 3 kesː̪,kesː̪,,installed,,RathwiBareli,sil-bareli-2018-rathwi-pauri-segwi,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 3, Rathwi Pauri-Segwi]",silbareli2018:g003:sil-bareli-2018-rathwi-pauri-segwi:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,3,hair,Rathwi Bareli-Tharadpura,regional list,4,1,Rathwi Bareli-Tharadpura 4 dʒɦɔʈɑ,dʒɦɔʈɑ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-tharadpura,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 3, Rathwi Bareli-Tharadpura]",silbareli2018:g003:sil-bareli-2018-rathwi-bareli-tharadpura:i1
wordlist response,varkey-vunnamatla2018bareli,87,80,3,hair,Rathwi Bareli-Udainagar,regional list,4,1,Rathwi Bareli-Udainagar 4 dʒɦoʈɑ,dʒɦoʈɑ,,installed,,RathwiBareli,sil-bareli-2018-rathwi-bareli-udainagar,"varkey-vunnamatla2018bareli[Appendix C.3, printed p. 80, item 3, Rathwi Bareli-Udainagar]",silbareli2018:g003:sil-bareli-2018-rathwi-bareli-udainagar:i1
