Snapshot_Date,Collation_Date,Unit_ID,PDF_Page,Printed_Page,Raw_Form,Raw_Gloss_German,English_Gloss,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Key,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-28,2026-08-28,p44:e03,21,44,han,ist; sind,is; are,installed_form,han,9416,buddruss-shina1996:p44:e03,historical derivation and Turner assignment printed together,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 44, glossary entry 03]",0910c9948bbc1ad091b80b27ff7cbf989ee403b85f5e17d9e504e34d9747d62a
2026-08-28,2026-08-28,p44:e06,21,44,Hindustáan,Hindustan,Hindustan,installed_form,Hindustáan,,buddruss-shina1996:p44:e06,manually collated printed glossary headword,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 44, glossary entry 06]",0a0689b172aff2f4bb7d0b7edbe7de00217697055f376dee608fa844e869b977
2026-08-28,2026-08-28,p40:e21,17,40,báagan,Scheitel,parting of the hair,installed_form,báagan,,buddruss-shina1996:p40:e21,source etymology is explicitly tentative,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 40, glossary entry 21]",0aab7c13ace7b5c6684addfe61f5c81af80572b5af258f1729b61a4d0ee11042
2026-08-28,2026-08-28,p46:e23,23,46,muč-,"losgelassen werden, aufhören",be released; stop,installed_form,muč-,10181,buddruss-shina1996:p46:e23,manually collated printed glossary headword,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 46, glossary entry 23]",0b2f19f3736bfec6012684f7bc1067d67132315cd81373025b30edc67ae5d8fc
2026-08-28,2026-08-28,p49:e12,26,49,táaro,Stern,star,installed_form,táaro,5798,buddruss-shina1996:p49:e12,manually collated printed glossary headword,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 49, glossary entry 12]",0b326e143d16f50efebcba8d9cfde24704dca08b6b8005c792ec821f40832dc0
2026-08-28,2026-08-28,p44:e08,21,44,insáan,Mensch,human being,installed_form,insáan,,buddruss-shina1996:p44:e08,Arabic through Urdu,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 44, glossary entry 08]",0bd17f8de4292e259ea42ff2bd4625a8c858bf5266a69870b909dd0a008486b1
2026-08-28,2026-08-28,p44:e10,21,44,jak,Leute,people,installed_form,jak,,buddruss-shina1996:p44:e10,source discusses tatsama versus Hindi loan analysis,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 44, glossary entry 10]",0bd62b0cad44042819a0236a238b690ade0d1db4894685468586e5486bfc3257
2026-08-28,2026-08-28,p45:e11,22,45,kúulyo,unten,below,installed_form,kúulyo,,buddruss-shina1996:p45:e11,Turner 3416/17 is not a single resolvable id,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 45, glossary entry 11]",0d0f249494318cd086c02d3caedc92742dae22c7520091d822f1d538b7ae8c9a
2026-08-28,2026-08-28,p43:e06,20,43,dudúro,Euterzitze,teat,installed_form,dudúro,,buddruss-shina1996:p43:e06,Burushaski comparison,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 43, glossary entry 06]",0e24ef9aaee421e9d7b00542c574555f54630a3d42ed32b9ce3ec2f0c73783c1
2026-08-28,2026-08-28,p41:e01,18,41,báakur,Ziegenstall,goat pen,installed_form,báakur,,buddruss-shina1996:p41:e01,Burushaski comparison and Turner analysis are tentative,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 41, glossary entry 01]",0e75c3384dc4b8f095ee19289072ddf5a7bd443b53ea638e1211d2b978414495
2026-08-28,2026-08-28,p49:e29,26,49,Ṭúuṭi,Personenname,personal name,installed_form,Ṭúuṭi,,buddruss-shina1996:p49:e29,manually collated printed glossary headword,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 49, glossary entry 29]",0f19916b4d94d0b8d2b8b0c8b9c98c84da65f83f3e1b4fe0c9e43284c7554872
2026-08-28,2026-08-28,p41:e22,18,41,čamraáto,"biegsam, elastisch",flexible; elastic,installed_form,čamraáto,,buddruss-shina1996:p41:e22,Burushaski comparison,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 41, glossary entry 22]",1130d8f707ef30954c906088a9ac75513a1fc52f217fa3168bac8b0b0b7b978d
2026-08-28,2026-08-28,p41:e28,18,41,čhal,Zicklein,kid; young goat,installed_form,čhal,4963,buddruss-shina1996:p41:e28,manually collated printed glossary headword,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 41, glossary entry 28]",1191173c70b3f86bc6322d84c4e8cb46b4e315680b241258a1e9d2c70834cc76
2026-08-28,2026-08-28,p45:e19,22,45,khíri,unten; unter,below; under,installed_form,khíri,,buddruss-shina1996:p45:e19:v3,third printed alternate,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 45, glossary entry 19]",1281e3f8d1bdebbacbf1bb403f594eff40bb0d0067e6ec460295d68d2c769a3d
2026-08-28,2026-08-28,p49:e30,26,49,tharii~,Poloball,polo ball,installed_form,tharii~,,buddruss-shina1996:p49:e30,first printed alternate; nasal vowel normalized to ~ notation,full manual census against 300 dpi renders; embedded PDF text used only for navigation,no,"buddruss-shina1996[p. 49, glossary entry 30]",12d5cfdbad9c45fc5e7f087fd2d17b55f23df0ad2b933676f215136d9b00ba80
