Snapshot_Date,Collation_Date,Unit_ID,Printed_Page,Scan,Raw_Headline,Raw_Subparagraphs,Raw_Gloss_German,English_Gloss,Headwords,Labels,Turner_Claim,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Keys,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-27,2026-08-27,p243:e12,243,TN446831,"adáp Höflichkeit, Bildung, Umgangsformen. [← Ar.-Ur. adab]. Vgl. bee-adap.","113. ⁋ adáp th- (+ Dat) jmdn. anständig, freundlich behandeln 259.","Höflichkeit, Bildung, Umgangsformen. Vgl. bee-adap","politeness, education, manners",adáp,,,installed_form,adáp,,degener-shina2008:p243:e12,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 12]",c99b6bc47edefcd24524c8c746ee71fba2519b5d5df211926fa8d444eb475b37
2026-08-27,2026-08-27,p243:e13,243,TN446831,"adáapi adj. fem. (ein Mädchen), dem keine Mitgift (dáap) gegeben wurde.",97.,"(ein Mädchen), dem keine Mitgift (dáap) gegeben wurde",(a girl) who was not given a dowry (dáap),adáapi,adj. | fem.,,installed_form,adáapi,,degener-shina2008:p243:e13,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 13]",be86565dd6314a6709aa4556cfdd3d5d6f0e55ee532cdbd3ff716529789b5eb3
2026-08-27,2026-08-27,p243:e14,243,TN446831,aadát fem. Gewohnheit. [← Ar.-Pers. ʿaadat].,"204, 418.",Gewohnheit,habit,aadát,fem.,,installed_form,aadát,,degener-shina2008:p243:e14,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 14]",c4ef59a53eb485586d4fda66e8fa12918cccda665777ab1cfc73fa1948fdc19c
2026-08-27,2026-08-27,p243:e15,243,TN446831,"adée adv. so, solchermaßen.","598, 656.4, 675, 763, 767.2, 779.","so, solchermaßen","so, in such a way",adée,adv.,,installed_form,adée,,degener-shina2008:p243:e15,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 15]",085b2c081b3b99bfbbc6c7a755349f8c7ac36fec79841a6efd20f628dc0b93c2
2026-08-27,2026-08-27,p243:e16,243,TN446831,agáar s. hagáar.,,,fire,agáar,,,installed_cross_reference_variant,agáar,,degener-shina2008:p243:e16,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 16]",44ae3a231f8a2fda57ee1bf2aa3b78e1f32c402770d6ec1cd8e22ff367908143
2026-08-27,2026-08-27,p243:e17,243,TN446831,agaṭyar- verleumden. [vgl. agaṭ(y)- verleumden].,"Präs 3pl agaṭyaárenen 659, 664.",verleumden,slander,agaṭyar-,,,installed_form,agaṭyar-,,degener-shina2008:p243:e17,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 17]",c06e08cc541965b5bfd9b4cd042a0041d5bdd7abcfb3148297c6b8539710ae30
2026-08-27,2026-08-27,p243:e18,243,TN446831,agúi s. hagúi.,,,"finger, toe",agúi,,,installed_cross_reference_variant,agúi,,degener-shina2008:p243:e18,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 18]",f6a5c72218bc070ed4872c99b963ea969c424f32c0db2607c3093a9d186f90a5
2026-08-27,2026-08-27,p243:e19,243,TN446831,agúro s. hagúro.,,,heavy,agúro,,,installed_cross_reference_variant,agúro,,degener-shina2008:p243:e19,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 19]",3bda01d5d747e0f699d7c8c9e028e6dcda60214b41b29e52d8bbcea11e3b9797
2026-08-27,2026-08-27,p243:e20,243,TN446831,"ai fem. Ziege. [T. 145, 887].","168, 215, 767.2. áyak 767.1. Erg-s ái-se 767.4. Obl-s áye-waary 767.2. Dat-s Dialekt áaiyeṭ, Gilgit áyeṭ 102. Erg-pl áyes 774. Gen-pl áyoo 717.",Ziege,goat,ai,fem.,,installed_form,ai,,degener-shina2008:p243:e20,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 20]",4f498c232d63c8bfbea11c04de4c89fcec3de9f0830227eca54c5eac46128ea4
2026-08-27,2026-08-27,p243:e21,243,TN446831,"áa~i fem. Mund. [T. 1533, Atlas 23, Ikoh ʌy~].","431, 575, 664, 690, 714. Dat-s áa~yeṭ 481. Locii-s áa~yer 186, 201, 394, 537, 656.3, 690, 714.",Mund,mouth,áa~i,fem.,1533,installed_form,áa~i,1533,degener-shina2008:p243:e21,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 21]",0b75a1c988712b4f87bcb9f20dbf14c4ec8d513f9b3dbffc9d8b6207c099a7a1
2026-08-27,2026-08-27,p243:e22,243,TN446831,aáil s. aál.,,,there,aáil,,,installed_cross_reference_variant,aáil,,degener-shina2008:p243:e22,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 22]",99c50c2c18e01fb31f45a6da6b42dd15d12f21baa328875aa73d9a50e89e7a1d
2026-08-27,2026-08-27,p243:e23,243,TN446831,"aǰí adv. oben, nach oben. [T. 274]. 195, 239, 317, 370, 407, 584, 588.4, 622, 630, 680, 681, 682, 761, 766.1, 776. Dat-s aǰíṭ hinauf 351.",,"oben, nach oben. 195, 239, 317, 370, 407, 584, 588.4, 622, 630, 680, 681, 682, 761, 766.1, 776. Dat-s aǰíṭ hinauf 351","above, upwards",aǰí,adv.,274,installed_form,aǰí,274,degener-shina2008:p243:e23,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 243, glossary entry 23]",4f24f58c78844215418149ddb71a4a5489932e7a662e75fd2046636feb5f7f9c
2026-08-27,2026-08-27,p244:e01,244,TN446831,aáǰi fem. Mutter. [T. 1351].,"13, 484, 685.",Mutter,mother,aáǰi,fem.,1351,installed_form,aáǰi,1351,degener-shina2008:p244:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 1]",a5725c41c2c2a4d08d1a477b53cd550f1eb31b94a4a0293b11329ae3feb8526c
2026-08-27,2026-08-27,p244:e02,244,TN446831,"aǰiíno adj. m. oben befindlich; folgend (Jahr, Tag).","643, 759.1. ⁋ fem. aǰiíni 502.","oben befindlich; folgend (Jahr, Tag)","located above; following (year, day)",aǰiíno,adj. | m.,,installed_form,aǰiíno,,degener-shina2008:p244:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 2]",86d2633224788e43fd114370f2125c7f4e0dd2d3d73e7810fd84a0e0abb4db23
2026-08-27,2026-08-27,p244:e03,244,TN446831,aǰinóo adv. von oben.,351.,von oben,from above,aǰinóo,adv.,,installed_form,aǰinóo,,degener-shina2008:p244:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 3]",4a374d8e9850b37cbdc5a25c94f7122b3a2fdef93a9d8a1f793eeee55b4b375f
2026-08-27,2026-08-27,p244:e04,244,TN446831,"aǰóono adj. m. fremd, Fremder. [= Bur., s. Berger s. v.].",133.,"fremd, Fremder","foreign, stranger",aǰóono,adj. | m.,,installed_form,aǰóono,,degener-shina2008:p244:e04,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 4]",2f86ad15f475800fca929f503ca25d606fe2c427d95c7e261254aefd78a2a715
2026-08-27,2026-08-27,p244:e05,244,TN446831,aǰú adv. dieses Jahr.,406.,dieses Jahr,this year,aǰú,adv.,,installed_form,aǰú,,degener-shina2008:p244:e05,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 5]",1da13d461aed4a76670b300061ed92781a7a1bfdd8f03cf4e3a69121ba003e4f
2026-08-27,2026-08-27,p244:e06,244,TN446831,"akéṣ adj. m./ fem. dumm. [vielleicht zu Bur. akhéṣ seltsam, Gegensatz zu Shina sukéṣ / Bur. sukhéṣ wohlvertraut, Ikoh sukhīṣ intelligent, ʌkhḗṣ broken, terrible?].",322.,dumm,stupid,akéṣ,adj. | m./ | fem.,,installed_form,akéṣ,,degener-shina2008:p244:e06,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 6]",fc0f1608d757d9744fcd64a0593e1bc73ac1ac2f7cf7471b562cb176c5bbf2ea
2026-08-27,2026-08-27,p244:e07,244,TN446831,"akí Partikel: eben, gleich. [= akí selbst; Gramm. 5.8.2].","55, 100, 589, 596, 598.","eben, gleich","particle: just, precisely",akí,Partikel:,,installed_form,akí,,degener-shina2008:p244:e07,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 7]",42f485cb080750bf013b54d7471c312e42bda10ca22d2fc48678e36fef3da79c
2026-08-27,2026-08-27,p244:e08,244,TN446831,"akí, akíi selbst. [Gramm. 2.4.2].","450, 758. Obl. akóo 24, 449. akóo-maǰaá 415, akóo-waary 243. Dat-s akóoṭ 81, 301.",selbst,"self, oneself",akí | akíi,,,installed_form,akí,,degener-shina2008:p244:e08 degener-shina2008:p244:e08:v2,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 8]",eb4e87fc8a5c6c91aa9eb909779b79881313941df58ad95d1883f491022a161c
2026-08-27,2026-08-27,p244:e09,244,TN446831,"akhán conj. falls. [Bailey akhanaá, Bur. aqhanaá; Gramm. 5.2.4].","588.4, 592, 599, 719, 759.3, 766.2, 767.2, 767.4.",conj. falls,if,akhán,,,installed_form,akhán,,degener-shina2008:p244:e09,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 9]",9b268e627f41179fb237aed7d4f9df570988b2ce7ba61c5d7541a973ba54825d
2026-08-27,2026-08-27,p244:e10,244,TN446831,akhanaá ... to ga obwohl. [vgl. akhán].,49.,... to ga obwohl,(with ... to ga) although,akhanaá,,,installed_form,akhanaá,,degener-shina2008:p244:e10,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 10]",0ebafea56db0a15333d42a7199ecdcc29bcc052271077899a4a71efa77a33bf0
2026-08-27,2026-08-27,p244:e11,244,TN446831,"akhár m. Schmied. [Ikoh ʌkhā́r, < ayaskāra-].",Abl-s akharéǰo 512.,Schmied,blacksmith,akhár,m.,,installed_form,akhár,,degener-shina2008:p244:e11,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 11]",e3668a497b7cd129233e4ca8b18bedd84a0e067bf0bac34da028a1f7fee52d1e
2026-08-27,2026-08-27,p244:e12,244,TN446831,"akhón, axón m. (schiitischer) Geistlicher. [← Pers.-Ur. aaxun].","Obl-pl akhonó, axonó 548.",(schiitischer) Geistlicher,(Shiite) cleric,akhón | axón,m.,,installed_form,akhón,,degener-shina2008:p244:e12 degener-shina2008:p244:e12:v2,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 12]",e80a0bee29c93bf8d6c7b9d02fde6452bb90a4dc55d9282505db508459f8bcd0
2026-08-27,2026-08-27,p244:e13,244,TN446831,aál adv. dort. [Bailey āli].,"aály 168, 594, 723, 724, 738. mei aál bei mir zu Hause 10. aáil 10. Dat-s aályeṭ 724.",dort,there,aál,adv.,,installed_form,aál,,degener-shina2008:p244:e13,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 13]",c4a7a7ea8ff1a43f23963f1e4adefca0ea43cdc572e2442e1ae7476db3aefbb2
2026-08-27,2026-08-27,p244:e14,244,TN446831,áal- kommen (nur Perfektstamm). [T. 1288].,"Prät 3sm áalu-t 585, 586, 691 schwoll an, 708; 3sf áali 36, 188, 268, 292, 634, 676, áali-t 210, 675; 3pl áale 588.1, 730. Perf 3sm áalun 759.2.",kommen (nur Perfektstamm),come (only perfect stem),áal-,,1288,installed_form,áal-,1288,degener-shina2008:p244:e14,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 14]",5a011c37a50d288c2943050cf161191f5808ccbb0cb72b68c6c361c7109a2d7e
2026-08-27,2026-08-27,p244:e15,244,TN446831,"aalím m. Gelehrter, islamischer Rechtsgelehrter. [← Ar.-Ur. ʿaalim].",Gen-s aaliméi 260.,"Gelehrter, islamischer Rechtsgelehrter","scholar, Islamic legal scholar",aalím,m.,,installed_form,aalím,,degener-shina2008:p244:e15,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 15]",188937194ae26d05ca0898c4440abb12101ab7c8e4ed5b5d7b283be5c362f34c
2026-08-27,2026-08-27,p244:e16,244,TN446831,áali-nagáali adv. hier und dort.,Gen-s áali-nagáaliyei 148.,hier und dort,here and there,áali-nagáali,adv.,,installed_form,áali-nagáali,,degener-shina2008:p244:e16,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 16]",3b5ced889c5e667d36e27a9187d56c415b9f76af909f69d67d229fd9865d1945
2026-08-27,2026-08-27,p244:e17,244,TN446831,aalú-phunár fem. Kartoffelblüte. [Urdu aaluu + phunár].,Gen-s aalú-phunaréi 680.,Kartoffelblüte,potato blossom,aalú-phunár,fem.,,installed_form,aalú-phunár,,degener-shina2008:p244:e17,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 17]",cae496dd9c1d536afb1023a2178fc8c67fc9096bc4b686b2c977d6f0a785d6b5
2026-08-27,2026-08-27,p244:e18,244,TN446831,aály s. aál.,,,there,aály,,,installed_cross_reference_variant,aály,,degener-shina2008:p244:e18,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 18]",acc00352c92433d6c9d98c5655324a71f3e551d35811d79d29d74fa096e8c34f
2026-08-27,2026-08-27,p244:e19,244,TN446831,"amagác̣ fem. größere Ledertasche, lederner Sack.",96.,"größere Ledertasche, lederner Sack","larger leather bag, leather sack",amagác̣,fem.,,installed_form,amagác̣,,degener-shina2008:p244:e19,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 19]",c8043ed2bf11be84ce78821ba8b2af9a2ff52acfdefafbd368fa9b98191d652f
2026-08-27,2026-08-27,p244:e20,244,TN446831,amíir m. Reicher. [← Ar.-Ur. amiir].,Dat-s amíireṭ 35.,Reicher,rich man,amíir,m.,,installed_form,amíir,,degener-shina2008:p244:e20,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 20]",5198d3b9495d3c29f0cea32417e37499785c0c486d84a4bc7413a3b7ef249618
2026-08-27,2026-08-27,p244:e21,244,TN446831,amuš- itr. vergessen. [T. 1265].,"Fut 3s amúušei 255, 283. Abs amušíi 381.",vergessen,forget,amuš-,itr.,1265,installed_form,amuš-,1265,degener-shina2008:p244:e21,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 21]",fdfe1cf54061b26d97ce55bcf2ada168223471b467942dc0dddec48d49c86317
2026-08-27,2026-08-27,p244:e22,244,TN446831,áno m. Hirse. [T. 192?].,"425, 579, 583. Gen-s ánei 138, 467.",Hirse,millet,áno,m.,,installed_form,áno,,degener-shina2008:p244:e22,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 22]",f0feff329fbae27ee384dc48ed0b332858ebab9ce807fc63e52e99b7bb9b988b
2026-08-27,2026-08-27,p244:e23,244,TN446831,anú dem. pron. m. dieser. [T. 283].,"715.1, 758, 763, 767.1, 768. ⁋ fem. diese ané 715.3, 767.3, 767.5, 767.6. ⁋ pl aní diese. 683.",dieser,this,anú,dem. | pron. | m.,283,installed_form,anú,283,degener-shina2008:p244:e23,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 244, glossary entry 23]",a4f9e34162e2a3b52d8599774107a25945c80a83338bb288010f284d770be2f6
2026-08-27,2026-08-27,p245:e01,245,TN446831,aáŋ th- schreien (Esel).,301.,schreien (Esel),cry out (of a donkey),aáŋ th-,,,installed_form,aáŋ th-,,degener-shina2008:p245:e01,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 245, glossary entry 1]",15666a3ca5f7c4b9fdc54b1363e5c495498fdfeb7acf788ad91a80150f2fa78f
2026-08-27,2026-08-27,p245:e02,245,TN446831,"aápo adj. m. wenig, geringfügig. [T. 722].","474. ⁋ fem. aápi 170, 254.","wenig, geringfügig","little, slight",aápo,adj. | m.,722,installed_form,aápo,722,degener-shina2008:p245:e02,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 245, glossary entry 2]",e7a8e4013a93828a07109644bcd21c97e56ad6197c03bfdacba76da706bc3a2e
2026-08-27,2026-08-27,p245:e03,245,TN446831,aql Verstand. [← Ar.-Ur. ʿaql].,323.,Verstand,"intellect, understanding",aql,,,installed_form,aql,,degener-shina2008:p245:e03,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 245, glossary entry 3]",64853358d32685bf3c2524ce4001cd5b49aa423c39d6cbd8f999ca15aa45a599
2026-08-27,2026-08-27,p245:e04,245,TN446831,"ariíno adj. m. inner, eigen.",136.,"inner, eigen","inner, own",ariíno,adj. | m.,,installed_form,ariíno,,degener-shina2008:p245:e04,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 245, glossary entry 4]",05497404683a4b385f0247b004ac9dc7528698b168ffa1370a78c80ef5677b51
2026-08-27,2026-08-27,p245:e05,245,TN446831,"áro Ahle, Ledernadel.",219.,"Ahle, Ledernadel","awl, leather needle",áro,,,installed_form,áro,,degener-shina2008:p245:e05,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 245, glossary entry 5]",29044fa9a1c2d13bc63aa2255a451b79ba7ae99708dc6d4c97ce38f55097c90c
2026-08-27,2026-08-27,p245:e06,245,TN446831,"arr Furcht, Schrecken; adj./ adv. fürchterlich, gefährlich, gespannt. [Bur. ar -mán- sich fürchten, ar ~-t- in Furcht versetzen].","472, 486, 715.2. ⁋ arr b- erschrecken, verängstigt sein 715.1, 715.3, 731, 773. ⁋ arr d- sich umbringen 468. ⁋ arr uc̣ar- zur Verzweiflung treiben 63.","Furcht, Schrecken; adj./ adv. fürchterlich, gefährlich, gespannt","fear, terror; frightful, dangerous, tense",arr,,,installed_form,arr,,degener-shina2008:p245:e06,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 245, glossary entry 6]",54f1431547bc91bad6ef84e199908f26d7671ce409cc5f8ca416fafcec2a8dfe
2026-08-27,2026-08-27,p245:e07,245,TN446831,arú adv. innen. Vgl. darú.,,innen. Vgl. darú,inside,arú,adv.,,installed_form,arú,,degener-shina2008:p245:e07,manually collated printed glossary headword paragraph,full manual census against 300 dpi renders with zoomed band verification; Tesseract digit cross-check,no,"degener-shina2008[p. 245, glossary entry 7]",865eaa01820cbe8137b927f3e000797c14db51e67b11f2fba0ed1d00061db7c4
