Record_Type,Source_Key,PDF_Page,Printed_Page,Concept,Gloss,Lect,Scope,Category,Response_Index,Raw_Form,Form,Notes,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,N-Mah-Bhi,Nimadi target list,3,1,N-Mah-Bhi 3 mɑtʰ̪ɑ,mɑtʰ̪ɑ,,installed,,Nimadi,sil-nimadi-2012-maheshwar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, N-Mah-Bhi]",silnimadi2012:g002:sil-nimadi-2012-maheshwar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,N-Rup-Br,Nimadi target list,3,1,N-Rup-Br 3 mɑtʰ̪ʌ,mɑtʰ̪ʌ,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, N-Rup-Br]",silnimadi2012:g002:sil-nimadi-2012-rupkheda-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,N-Khr-Gen,Nimadi target list,3,1,N-Khr-Gen 3 mɑtʰ̪ɑ,mɑtʰ̪ɑ,,installed,,Nimadi,sil-nimadi-2012-khargone-general,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, N-Khr-Gen]",silnimadi2012:g002:sil-nimadi-2012-khargone-general:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,N-Awl-Bal,Nimadi target list,3,1,N-Awl-Bal 3 mɑtʰ̪o,mɑtʰ̪o,,installed,,Nimadi,sil-nimadi-2012-awlia-khandwa-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, N-Awl-Bal]",silnimadi2012:g002:sil-nimadi-2012-awlia-khandwa-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,N-Sir-OBC,Nimadi target list,3,1,N-Sir-OBC 3 mɑtʰ̪o,mɑtʰ̪o,,installed,,Nimadi,sil-nimadi-2012-sirpur-melgav-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, N-Sir-OBC]",silnimadi2012:g002:sil-nimadi-2012-sirpur-melgav-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,N-Sir-OBC,Nimadi target list,3,2,3 mʌd̪ʰo,mʌd̪ʰo,,installed,,Nimadi,sil-nimadi-2012-sirpur-melgav-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, N-Sir-OBC]",silnimadi2012:g002:sil-nimadi-2012-sirpur-melgav-obc:i2
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,N-Kup-Dar,Nimadi target list,3,1,N-Kup-Dar 3 mɑtʰ̪o,mɑtʰ̪o,,installed,,Nimadi,sil-nimadi-2012-kupdol-badgav-darbar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, N-Kup-Dar]",silnimadi2012:g002:sil-nimadi-2012-kupdol-badgav-darbar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,Par Bhi,comparison list,3,1,Par Bhi 3 mɑtʰ̪o,mɑtʰ̪o,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, Par Bhi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,Malvi,comparison list,3,1,Malvi 3 mɑtʰ̪ɑ,mɑtʰ̪ɑ,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, Malvi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,Hindi,comparison list,1,1,Hindi 1 sɪɾ,sɪɾ,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, Hindi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,Gujarati,comparison list,3,1,Gujarati 3 mɑtʰ̪ũ,mɑtʰ̪ũ,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, Gujarati]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,2,head,Marathi,comparison list,2,1,Marathi 2 ɖoke,ɖoke,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 2, Marathi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Son-Bal,Nimadi target list,2,1,N-Son-Bal 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Son-Bal]",silnimadi2012:g003:sil-nimadi-2012-sonipura-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Son-Pat,Nimadi target list,2,1,N-Son-Pat 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-sonipura-patidar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Son-Pat]",silnimadi2012:g003:sil-nimadi-2012-sonipura-patidar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Bal-Br,Nimadi target list,4,1,N-Bal-Br 4 bɑbɾejʌ,bɑbɾejʌ,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Bal-Br]",silnimadi2012:g003:sil-nimadi-2012-balkhad-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Jaj-OBC,Nimadi target list,4,1,N-Jaj-OBC 4 bɑbɾijʌ,bɑbɾijʌ,,installed,,Nimadi,sil-nimadi-2012-jajamkhedi-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Jaj-OBC]",silnimadi2012:g003:sil-nimadi-2012-jajamkhedi-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Bhi-Bhi,Nimadi target list,2,1,N-Bhi-Bhi 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-bhilkheda-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Bhi-Bhi]",silnimadi2012:g003:sil-nimadi-2012-bhilkheda-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Dhar-Bhi,Nimadi target list,2,1,N-Dhar-Bhi 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-awlia-dhar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Dhar-Bhi]",silnimadi2012:g003:sil-nimadi-2012-awlia-dhar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Khj-Bhi,Nimadi target list,2,1,N-Khj-Bhi 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-khajuri-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Khj-Bhi]",silnimadi2012:g003:sil-nimadi-2012-khajuri-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Mah-Bhi,Nimadi target list,2,1,N-Mah-Bhi 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-maheshwar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Mah-Bhi]",silnimadi2012:g003:sil-nimadi-2012-maheshwar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Rup-Br,Nimadi target list,4,1,N-Rup-Br 4 bɑbɾejʌ,bɑbɾejʌ,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Rup-Br]",silnimadi2012:g003:sil-nimadi-2012-rupkheda-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Khr-Gen,Nimadi target list,2,1,N-Khr-Gen 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-khargone-general,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Khr-Gen]",silnimadi2012:g003:sil-nimadi-2012-khargone-general:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Awl-Bal,Nimadi target list,2,1,N-Awl-Bal 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-awlia-khandwa-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Awl-Bal]",silnimadi2012:g003:sil-nimadi-2012-awlia-khandwa-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Sir-OBC,Nimadi target list,2,1,N-Sir-OBC 2 bɑl,bɑl,,installed,,Nimadi,sil-nimadi-2012-sirpur-melgav-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Sir-OBC]",silnimadi2012:g003:sil-nimadi-2012-sirpur-melgav-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,N-Kup-Dar,Nimadi target list,4,1,N-Kup-Dar 4 bɑbɾijʌ,bɑbɾijʌ,,installed,,Nimadi,sil-nimadi-2012-kupdol-badgav-darbar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, N-Kup-Dar]",silnimadi2012:g003:sil-nimadi-2012-kupdol-badgav-darbar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,Par Bhi,comparison list,2,1,Par Bhi 2 bɑl,bɑl,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, Par Bhi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,Malvi,comparison list,2,1,Malvi 2 bɑl,bɑl,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, Malvi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,Hindi,comparison list,2,1,Hindi 2 bɑl,bɑl,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, Hindi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,Gujarati,comparison list,1,1,Gujarati 1 βɑɭ,βɑɭ,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, Gujarati]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,3,hair,Marathi,comparison list,3,1,Marathi 3 kes,kes,,excluded,borrowed or standard comparison list,,,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 3, Marathi]",
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Son-Bal,Nimadi target list,3,1,N-Son-Bal 3 mʊɳɖo,mʊɳɖo,,installed,,Nimadi,sil-nimadi-2012-sonipura-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Son-Bal]",silnimadi2012:g004:sil-nimadi-2012-sonipura-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Son-Pat,Nimadi target list,3,1,N-Son-Pat 3 mʊnɖɔ,mʊnɖɔ,,installed,,Nimadi,sil-nimadi-2012-sonipura-patidar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Son-Pat]",silnimadi2012:g004:sil-nimadi-2012-sonipura-patidar:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Bal-Br,Nimadi target list,3,1,N-Bal-Br 3 mũɖo,mũɖo,,installed,,Nimadi,sil-nimadi-2012-balkhad-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Bal-Br]",silnimadi2012:g004:sil-nimadi-2012-balkhad-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Jaj-OBC,Nimadi target list,5,1,N-Jaj-OBC 5 tʃoktɔ,tʃoktɔ,,installed,,Nimadi,sil-nimadi-2012-jajamkhedi-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Jaj-OBC]",silnimadi2012:g004:sil-nimadi-2012-jajamkhedi-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Bhi-Bhi,Nimadi target list,3,1,N-Bhi-Bhi 3 munɖɑ,munɖɑ,,installed,,Nimadi,sil-nimadi-2012-bhilkheda-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Bhi-Bhi]",silnimadi2012:g004:sil-nimadi-2012-bhilkheda-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Dhar-Bhi,Nimadi target list,4,1,N-Dhar-Bhi 4 ɾup,ɾup,,installed,,Nimadi,sil-nimadi-2012-awlia-dhar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Dhar-Bhi]",silnimadi2012:g004:sil-nimadi-2012-awlia-dhar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Khj-Bhi,Nimadi target list,3,1,N-Khj-Bhi 3 munɖɑ,munɖɑ,,installed,,Nimadi,sil-nimadi-2012-khajuri-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Khj-Bhi]",silnimadi2012:g004:sil-nimadi-2012-khajuri-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Mah-Bhi,Nimadi target list,3,1,N-Mah-Bhi 3 munɖɑ,munɖɑ,,installed,,Nimadi,sil-nimadi-2012-maheshwar-bhilala,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Mah-Bhi]",silnimadi2012:g004:sil-nimadi-2012-maheshwar-bhilala:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Rup-Br,Nimadi target list,3,1,N-Rup-Br 3 munɖɑ,munɖɑ,,installed,,Nimadi,sil-nimadi-2012-rupkheda-brahmin,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Rup-Br]",silnimadi2012:g004:sil-nimadi-2012-rupkheda-brahmin:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Khr-Gen,Nimadi target list,3,1,N-Khr-Gen 3 munɖɔ,munɖɔ,,installed,,Nimadi,sil-nimadi-2012-khargone-general,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Khr-Gen]",silnimadi2012:g004:sil-nimadi-2012-khargone-general:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Awl-Bal,Nimadi target list,3,1,N-Awl-Bal 3 munɖʰo,munɖʰo,,installed,,Nimadi,sil-nimadi-2012-awlia-khandwa-balai,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Awl-Bal]",silnimadi2012:g004:sil-nimadi-2012-awlia-khandwa-balai:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Sir-OBC,Nimadi target list,3,1,N-Sir-OBC 3 munɖo,munɖo,,installed,,Nimadi,sil-nimadi-2012-sirpur-melgav-obc,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Sir-OBC]",silnimadi2012:g004:sil-nimadi-2012-sirpur-melgav-obc:i1
wordlist response,vunnamatla-john-samuvel2012nimadi,58,57,4,face,N-Kup-Dar,Nimadi target list,3,1,N-Kup-Dar 3 mʊɳɖʌ,mʊɳɖʌ,,installed,,Nimadi,sil-nimadi-2012-kupdol-badgav-darbar,"vunnamatla-john-samuvel2012nimadi[Appendix A, printed p. 57, item 4, N-Kup-Dar]",silnimadi2012:g004:sil-nimadi-2012-kupdol-badgav-darbar:i1
