Snapshot_Date,Gandhari_ID,Entry_Key,Lemma,Homograph,Sanskrit,Status,Exclusion_Reason,CDIAL_ID,Candidates,Gloss,POS_Raw,SubPOS_Raw,Tags,Source_Citation,Article_URL,Volume,Page,Column,Morphology_Raw,Attestations_Raw,Native,Phonetic,Etymology_Raw
2026-08-05,24,gandhari:24,agamana,,āgamana,matched,,1046,āgamana,coming.,f.,,noun f,"gandhari[entry 24, lemma agamana]",https://gandhari.org/dictionary/agamana,,,,"n. sg. dat. aghamaṇa, akamaṇaï, sg. loc. agamaṃnaṃmi.","DhpL r12 aghamaṇa; DhpK 88 akamaṇaï; CKD 506, o5 agamaṃnaṃmi.",𐨀𐨒𐨨𐨣,ʔaːjəmənə,"(Skt. āgamana, P āgamana)"
2026-08-05,25,gandhari:25,agi,1,agni,ambiguous,Multiple exact accent-normalized CDIAL head matches,,14198:agní-¹ | 55:agní | 56:agni,fire.,m.,,noun m,"gandhari[entry 25, homograph 1, lemma agi]",https://gandhari.org/dictionary/agi,,,,"sg. dir. agi, instr. agiṇa.","Khvs 20 (*agi); NirdL2 r87 agi; Mnrs r17 agiṇa; DhpK 74 agi, 319 agi.",𐨀𐨒𐨁,ʔəgːi,"(Skt. agni, P aggi; bib:688: 769)"
2026-08-05,27,gandhari:27,agra,,agra,matched,,68,ágra,"top, highest, future.",adj.,,adj,"gandhari[entry 27, lemma agra]",https://gandhari.org/dictionary/agra,,,,"m. sg. dir. agro, aghro, (*a)gro, agra, instr. agrena. ◾ m. sg. loc. agre. ◾ n. sg. dir. agro, agho. ◾ f. sg. dir. ag(*r)a.","Shāh VI 16 agre⟨*na⟩; X 22 agrena; Mān VI 32 agrena; X 11 agrena; AnavL 12 agh(*ro), 22 aghro, 68 aghro; NirdL2 r2 agro, v218 ag(*r)a; CKI 328, 3 agho; CKI 165, 1 agre [2×]; Bhks 15r1 (*agro) [2×], 3 (*agro) [2×], 5 (*agro) [2×], v2 agro [2×], 4 agro [2×], 5 (*agro) [2×], 17r1 (*agro) [2×], 3 (*agro) [2×], 5 agro [2×], v2 (*agro), (*a)gro, 4 (*agro) [2×], 1 (*agro) [2×], 20r1 agra, (*agro), 3 (*agro) [2×], 5 agro [2×], v3 (*agro) [2×], 5 (*agro) [2×], 25B4 (*agro), 32Aa (*a)g(*r)o, 33Ab agro.",𐨀𐨒𐨿𐨪,ʔəgɾə,"(Skt. agra, P agga)"
2026-08-05,28,gandhari:28,agrado,,agrataḥ,unmatched,No exact accent-normalized CDIAL head match,,,in front.,adv.,,adv,"gandhari[entry 28, lemma agrado]",https://gandhari.org/dictionary/agrado,,,,"agrata, agratu, aghridu.","AnavL 70 aghridu; CKD 519, r2 agratu, 5 agrata.",𐨀𐨒𐨿𐨪𐨡𐨆,ʔəgɾəðo,"(Skt. agrataḥ, P aggato)"
2026-08-05,30,gandhari:30,ayaya,,ācaya,unmatched,No exact accent-normalized CDIAL head match,,,accumulation.,m.,,noun m,"gandhari[entry 30, lemma ayaya]",https://gandhari.org/dictionary/ayaya,,,,"sg. dir. ayao, ayayu.",MSūB r3G.37+EF26 ayao; DhpK 207 ayayu.,𐨀𐨩𐨩,ʔaːjəjə,"(Skt. ācaya, P ācaya)"
2026-08-05,31,gandhari:31,ayaraṃta,,ācarant,unmatched,No exact accent-normalized CDIAL head match,,,practising.,adj.,,adj,"gandhari[entry 31, lemma ayaraṃta]",https://gandhari.org/dictionary/ayara%E1%B9%83ta,,,,"m. sg. dir. ayaru, ayaro.","DhpK 209 ayaro, 210 ayaru.",𐨀𐨩𐨪𐨎𐨟,ʔaːjəɾəntə,"(Skt. ācarant, P ācaranta)"
2026-08-05,32,gandhari:32,acala,,acala,unmatched,No exact accent-normalized CDIAL head match,,,immovable.,adj.,,adj,"gandhari[entry 32, lemma acala]",https://gandhari.org/dictionary/acala,,,,"m. sg. dir. acalo. ◾ n. sg. dir. ayalu, acala.","AnavL 12 (*ayalu), 22 ayalu; MSūB r1F.36 acalo [2×]; BC 11, v02 acala.",𐨀𐨕𐨫,ʔət͡ɕələ,"(Skt. acala, P acala)"
2026-08-05,33,gandhari:33,acirena,,cireṇa,unmatched,No exact accent-normalized CDIAL head match,,,not for long.,adv.,,adv,"gandhari[entry 33, lemma acirena]",https://gandhari.org/dictionary/acirena,,,,ayireṇa.,DhpK 153 ayireṇa.,𐨀𐨕𐨁𐨪𐨅𐨣,ʔət͡ɕiɾeːnə,"(a- + Skt. cireṇa, P cirena)"
2026-08-05,34,gandhari:34,acokṣa,,caukṣa,unmatched,No exact accent-normalized CDIAL head match,,,unclean.,adj.,,adj,"gandhari[entry 34, lemma acokṣa]",https://gandhari.org/dictionary/acok%E1%B9%A3a,,,,n. sg. dir. ayokṣa.,"AnavL 30 ay(*o)kṣa, 33 ayokṣa.",𐨀𐨕𐨆𐨐𐨿𐨮,ʔət͡ɕoʈʂə,"(a- + Skt. caukṣa, P cokkha)"
2026-08-05,35,gandhari:35,acha,,accha,matched,,142,accha,clear.,adj.,,adj,"gandhari[entry 35, lemma acha]",https://gandhari.org/dictionary/acha,,,,"m. sg. dir. acha, achu.",EĀL r8 achu; Śrphs v69 acha.,𐨀𐨖,ʔət͡ɕʰːə,"(Skt. accha, P accha)"
2026-08-05,37,gandhari:37,achidravuti,,vr̥tti,matched,,12070,vr̥tti,of flawless conduct.,adj.,,adj,"gandhari[entry 37, lemma achidravuti]",https://gandhari.org/dictionary/achidravuti,,,,"m. sg. dir. achidravurti, achidravuti.",Khvs 23 achidravurti; DhpK 241 achidravuti.,𐨀𐨖𐨁𐨡𐨿𐨪𐨬𐨂𐨟𐨁,ʔət͡ɕʰːidɾəʋutːi,"(a- + #3859 + Skt. vr̥tti, P vutti)"
2026-08-05,38,gandhari:38,aja,,adya,ambiguous,Multiple exact accent-normalized CDIAL head matches,,14208:adyá | 242:adyá,"now, today.",ind.,,indecl,"gandhari[entry 38, lemma aja]",https://gandhari.org/dictionary/aja,,,,"aja, aca, aju, aco, aj̱a, aji, ajo, uju.","Shāh IV 7 aja, 8 aja; XIII 7 aja; Mān IV 13 aja, 14 aja; XIII 7 aja; AvL1 v137 ajo, 173a aco; AvL2 r8a aca, 11 aca; Khvs 39 aja; AvL6 r18 aca; CKI 251, 3 aja; BC 11, r35 aja; unlinked 6 aja; CKI 401, 1 aja; CKD 123, o2 aja; CKD 125, r2 aja; CKD 184, r1 aj̱a; CKD 201, o5 aja; CKD 222, o5 uju; CKD 324, o8 aja; CKD 345, uo11 aja; CKD 361, o4 aja; CKD 420, o8 aja; CKD 436, cr1 aja; CKD 437, cr2 aja; CKD 499, r1 aja; CKD 506, o5 aja; CKD 515, uo3 aja; CKD 554, o2 aja [2×]; CKD 572, uo4 aja; CKD 573, cr2 aja; CKD 575, uo2 aja; CKD 577, uo4 aja; CKD 580, uo7 aja; CKD 587, uo4 aja; CKD 588, uo5 aja; CKD 590, uo5 aja; CKD 591, uo5 aju; CKD 592, uo5 aja; CKD 652, uo5 aja; CKD 661, o5 aji; CKD 678, uo4 aja; CKD 788, 11 aja; CKD 839, uo4 aja; CKD 889, 2 aju; SC 2, A38 aja, B2 aja.",𐨀𐨗,ʔəd͡ʑːə,"(Skt. adya, P ajja)"
2026-08-05,40,gandhari:40,ajadana,,adyatana,unmatched,No exact accent-normalized CDIAL head match,,,modern.,adj.,,adj,"gandhari[entry 40, lemma ajadana]",https://gandhari.org/dictionary/ajadana,,,,n. sg. dir. ajetaṇa.,DhpK 237 ajetaṇa.,𐨀𐨗𐨡𐨣,ʔəd͡ʑːəðənə,"(#38 + -dana-; cf. Skt. adyatana, P ajjatana)"
2026-08-05,41,gandhari:41,ayanadi,,ājānāti,matched,,1091,ā́jānāti,understands.,v.,,verb,"gandhari[entry 41, lemma ayanadi]",https://gandhari.org/dictionary/ayanadi,,,,"pres. pl. 1st ayaṇama. ◾ opt. sg. 1st ayaneja. ◾ pres. sg. 2nd aṃñata. ◾ abs. (*aṃñae), añaï. ◾ inf. ajaṇito.","AvL4 v230 ajaṇito; Khvs 24 (*aṃñae); AvL6 v40 ayaneja; MSūB r7Fv.54 ayaṇama; DhpK 250 añaï; CKD 288, uo4 aṃñata.",𐨀𐨩𐨣𐨡𐨁,ʔaːjaːnaːði,"(Skt. ājānāti, P ājānāti)"
2026-08-05,43,gandhari:43,aj̄ayaṃta,,adhyāyant,unmatched,No exact accent-normalized CDIAL head match,,,not thinking.,adj.,,adj,"gandhari[entry 43, lemma aj̄ayaṃta]",https://gandhari.org/dictionary/aj%CC%84aya%E1%B9%83ta,,,,m. sg. gen. aj̄ayado.,DhpK 58 aj̄ayado.,𐨀𐨗𐨸𐨩𐨎𐨟,ʔəʝaːjəntə > ʔəʝaːjəndə,"(Skt. adhyāyant, P ajjhāyanta)"
2026-08-05,45,gandhari:45,Ayiviga,,Ājīvika,unmatched,No exact accent-normalized CDIAL head match,,,Ājīvika.,m.,,noun m,"gandhari[entry 45, lemma Ayiviga]",https://gandhari.org/dictionary/Ayiviga,,,,sg. dir. āyivi.,AvL1 r129 āyivi.,𐨀𐨩𐨁𐨬𐨁𐨒,ʔaːjiːʋijə,"(Skt. Ājīvika, P Ājīvika)"
2026-08-05,47,gandhari:47,aṃña,1,anya,matched,,399,anyá,"other, another.",adj.,,adj,"gandhari[entry 47, homograph 1, lemma aṃña]",https://gandhari.org/dictionary/a%E1%B9%83%C3%B1a,,,,"m. sg. dir. aṃña, aña, aṃñi, aña, añe, aṃño, año, año, aṇe, anyam, (*a)ña, dat. añaye, gen. aṃñas̱a, aṃñisya, aṃñasa, aṃñasya, añasa, pl. dir. añe, aṃñe, aṃña, aña, añani, añi, añe, instr. añahi, añehi, gen. aṃñeṣa, añeṣa, aṃñano, aṃnyeṣa, añaṇa, añeṣa. ◾ m. (?) pl. loc. añeṣu. ◾ m. sg. loc. aṃñe. ◾ n. sg. dir. añaṃ, aña, añe, aṇe, dat. añaye, pl. dir. añani, aṃñe, añe. ◾ f. sg. dir. aṃña, aṃña, loc. añaye, añage. ◾ f. pl. dir. aña, sg. dir. aṃña. ◾ Other: año. ◾ aṃña.","Shāh II 4 aṃñe; III 6 añaye; IV 8 añani, 9 añaṃ; V 13 aṃñe; VIII 17 aṃñi, añani; IX 18 añaye, 19 añaṃ; XII 9 añe; XIII 4 aṃñe; Mān II 6 a(*ñe); III 10 añaye; IV 13 añani, 15 añe; V 22 añe, 25 añe; VIII 34 añani, 37 aṇe; IX 2 añaye, 5 aṇe; XII 8 añe; AvL4 r217 año; NirdL2 r8 añeṣu, 34 añasa, v149 añeṣa; AvL6 r27 añage; NirdL2 v19 año; MSūB r1A.7 añehi, 2D.37 añahi; BC 4, r17 aña, 18 (*a)ña, añe; CKI 564, 3‐3 añaṇa; DhpK 61 añeṣa [2×], 150 añe, 227 añi, 260 aña, 272 añeṣa; MĀS3 r33 aña, 39 (*a)ña, 43 aña, 45 aña, 46 aña, 49 aña; SĀS6 r16 aña, v18 aña, 19 aña; CKM 98, r2 anyam; CKI 249, 1 aṃña, 3 aṃñe, añe, 6 añe; CKD 29, uo3 aṃña; CKD 32, cr1 aṃñeṣa; CKD 45, cr1 aṃña; CKD 88, r2 aṃña; CKD 133, o4 aṃña; CKD 140, cr1 aṃñeṣa; CKD 164, o10 aṃña; CKD 211, r3 aṃñeṣa; CKD 265, uo2 aṃñeṣa, 3 aṃñeṣa; CKD 283, o4 aṃña; CKD 320, r4 aṃña; CKD 324, o6 aṃñeṣa; CKD 358, o4 aṃñe, 10 aṃñeṣa; CKD 403, uo4 aṃñeṣa; CKD 431, uo8 aṃña; CKD 432, cr1 aña, 2 aña, uo6 aṃña; CKD 437, cr1 aṃña, 5 aṃña; CKD 482, uo3 aṃñasya, aṃñe; CKD 491, uo3 aṃñeṣa; CKD 498, o6 aṃña; CKD 502, o2 aṃñeṣa, 4 aṃñeṣa; CKD 506, o6 aṃña; CKD 509, cr2 aṃña, aṃñeṣa; CKD 510, r2 aṃño; CKD 515, uo3 aṃña; CKD 518, uo2 aṃñeṣa; CKD 564, uo3 aṃnyeṣa; CKD 567, cr1 aṃñeṣa, uo4 aṃña; CKD 571, uo3 aṃña, 6 aṃñisya; CKD 575, cr1 aṃña; CKD 577, uo5 aṃña; CKD 579, uo6 aṃñasa, 9 aṃña; CKD 580, uo7 aṃñisya; CKD 581, cr1 aṃña; CKD 582, uo5 aṃñisya; CKD 590, uo5 aṃñano; CKD 591, uo6 aṃñeṣa; CKD 654, uo5 aṃñas̱a; CKD 655, uo6 aṃña; CKD 678, uo6 aṃñeṣa; CKD 684, oB4 aṃñi; CKD 690, r6 aṃñeṣa; CKD 713, o9 aṃñe; CKD 715, o5 aṃña; CKD 839, uo5 aṃñas̱a; CKD 879, C4 aṃñas̱a; EĀBm 9.1v2 año; SC 2, A26 añe, A31 añe, B35 aña; DhpSp 89 aṃña.",𐨀𐨎𐨙,ʔəɲːə,"(Skt. anya, P añña)"
2026-08-05,48,gandhari:48,aṃñati,,ājñapti,unmatched,No exact accent-normalized CDIAL head match,,,order.,f.,,noun f,"gandhari[entry 48, lemma aṃñati]",https://gandhari.org/dictionary/a%E1%B9%83%C3%B1ati,,,,"sg. dir. anati, anadi, sg. instr. anatena, anatiyena, anadiyena, abl. anatiyade.","CKD 63, uo3 anati, 4 anati; CKD 144, uo3 anadi; CKD 193, r1 anati; CKD 271, o4 anati; CKD 272, o2 anati; CKD 278, r7 anati; CKD 291, o2 anadi; CKD 292, o1 anadi; CKD 331, cr1 anatiyena; CKD 341, o2 anadi; CKD 351, o2 anati; CKD 357, o2 anati; CKD 358, o2 anadi; CKD 362, o2 anati; CKD 368, o2 anati; CKD 377, r6 anatiyena; CKD 385, o5 anati; CKD 387, o2 anadi; CKD 415, cr5 anatena; CKD 419, cr3 anatena [2×]; CKD 436, cr5 anatiyena; CKD 469, r1 anadi; CKD 497, r1 anati; CKD 507, o3 anatena; CKD 562, uo3 anatiyade; CKD 569, cr1 anatena; CKD 571, cr6 anatena; CKD 572, uo7 anatena; CKD 576, cr2 anatiyena; CKD 577, uo8 anadiyena; CKD 579, cr4 anatena; CKD 580, cr3 anatena; CKD 581, cr4 anatiyena; CKD 582, cr2 anatena; CKD 586, uo9 anatiyena; CKD 587, cr2 anatena; CKD 589, uo3 anatiyena; CKD 590, uo10 anatiyena; CKD 592, cr6 anatiyena; CKD 598, r2 anatena; CKD 648, o8 anatena; CKD 654, cr3 anatena; CKD 655, cr5 anatena; CKD 656, uo8 a(*na)tena; CKD 658, r3 anat(*e)na; CKD 677, cr3 anatiyena; CKD 715, o10 anatiyena; CKD 779, uo8 anatena; CKD 781, uo6 anatena; CKD 797, cr2 anati; CKD 820, uo9 anatiyena; CKD 879, D3 anatiyena; CKD 880, 9 anatiyena.",𐨀𐨎𐨙𐨟𐨁,ʔəɲːətːi,"(Skt. ājñapti, P aññatti)"
2026-08-05,50,gandhari:50,aṃñatra,,anyatra,matched,,401,anyátra,"elsewhere, except for.",adv.,,adv,"gandhari[entry 50, lemma aṃñatra]",https://gandhari.org/dictionary/a%E1%B9%83%C3%B1atra,,,,"añatra, añatra, aṇatra, anatra.","Shāh VI 16 añatra; X 21 añatra, 22 añatra; Mān VI 32 añatra; X 9 aṇatra, 11 anatra; XIII 6 añatra; BC 4, r18 añatra; DhpK 257 añatra; AnavS 3 añatra.",𐨀𐨎𐨙𐨟𐨿𐨪,ʔəɲːətɾə,"(Skt. anyatra, P aññatra)"
2026-08-05,51,gandhari:51,aṃñada,,ājñāta,unmatched,No exact accent-normalized CDIAL head match,,,understood.,adj.,,adj,"gandhari[entry 51, lemma aṃñada]",https://gandhari.org/dictionary/a%E1%B9%83%C3%B1ada,,,,"m. sg. dir. añado, aṃñatha, abs. añadu.","NirdL2 v215 añad(*o), 217 añado; EĀL r57 añadu; CKD 219, uo3 aṃñatha.",𐨀𐨎𐨙𐨡,ʔəɲːaːðə,"(Skt. ājñāta, P aññāta)"
2026-08-05,52,gandhari:52,Aṃñadakoṃḍiṃña,,Kauṇḍinya,unmatched,No exact accent-normalized CDIAL head match,,,Ājñātakauṇḍinya (personal name; name of a disciple of the Buddha).,m.,,noun m,"gandhari[entry 52, lemma Aṃñadakoṃḍiṃña]",https://gandhari.org/dictionary/A%E1%B9%83%C3%B1adako%E1%B9%83%E1%B8%8Di%E1%B9%83%C3%B1a,,,,"sg. dir. Añadakoḍiño, gen. Añadakoḍiñasa, (*Añadakoḍiñasa), Aña(*da)(*k)oḍiñasa.","AvL3 v1 (*Añadakoḍiñasa); AvL6 r27 Añadakoḍiñasa, Añadakoḍiño, v41 Aña(*da)(*k)oḍiñasa.",𐨀𐨎𐨙𐨡𐨐𐨆𐨎𐨜𐨁𐨎𐨙,ʔəɲːaːðəkoɳɖiɲːə,"(#51 + Skt. Kauṇḍinya, P Koṇḍañña)"
2026-08-05,53,gandhari:53,aṃñadara,,anyatara,matched,,400,anyatará,some.,adj.,,adj,"gandhari[entry 53, lemma aṃñadara]",https://gandhari.org/dictionary/a%E1%B9%83%C3%B1adara,,,,"m. sg. dir. añadaro, añeare, añeara, añearo, aṃñataraṃ, (*a)ñadaro, instr. añadareṇo, gen. añadarasa. ◾ n. sg. dir. añadara, añadaro, acc. aña(*daro), dir. (*aña)daro.","AvL1 v189 (*aña)daro; AvL3 v1 aña(*daro); AvL4 v233 añadaro, 237 añadareṇo; Khvs 1 aṃñataraṃ; EĀL r2 aña(*daro), 6 añadaro, 61 añadara [2×]; AvL6 r16 (*añadaro), 17 añadarasa, 28 (*a)ñadaro, v46 añadaro, 47 añadaro; SĀS1 v31 añeare; SĀS5 r1 añe(*are), 12 añeara [2×], v31 añeare; SĀS6 r1 añ(*e)aro, 15 añearo.",𐨀𐨎𐨙𐨡𐨪,ʔəɲːəðəɾə,"(Skt. anyatara, P aññatara)"
2026-08-05,54,gandhari:54,aṃñamaṃña,,anyonya,unmatched,No exact accent-normalized CDIAL head match,,,each other; one and the other.,adj.,,adj,"gandhari[entry 54, lemma aṃñamaṃña]",https://gandhari.org/dictionary/a%E1%B9%83%C3%B1ama%E1%B9%83%C3%B1a,,,,"m. sg. dir. añamaña, gen. aṃñamañas̱a, añamañasa, aṇamaṇasa, pl. gen. aṃñamaṃñana, aṃñamañāna, añamañaṇa, añamañeṣu, anyonyana. ◾ n. sg. dir. anyamaṃño.","Shāh XII 6 añamañasa; Mān XII 6 aṇamaṇasa; AnavL 63 añamañeṣu, 83 añamañaṇa; AvL2 r11 añamaña; CKM 98, r1 anyonyana; CKM 156, a1 anyamaṃño; CKD 357, o3 aṃñamaṃñana, 4 aṃñamañāna; CKD 889, 2 aṃñamañas̱a.",𐨀𐨎𐨙𐨨𐨎𐨙,ʔəɲːəʋ̃əɲːə,"(#47 + #47; cf. Skt. anyonya, P aññoñña, BHS anyamanya)"
2026-08-05,55,gandhari:55,aṭa,,aṭṭa,ambiguous,Multiple exact accent-normalized CDIAL head matches,,180:aṭṭa | 181:*aṭṭa,flour.,m.,,noun m,"gandhari[entry 55, lemma aṭa]",https://gandhari.org/dictionary/a%E1%B9%ADa,,,,sg. dir. aṭa.,"CKD 358, o6 aṭa; CKD 637, o3 aṭa.",𐨀𐨚,ʔəʈːə,"(Skt. aṭṭa, P aṭṭa)"
2026-08-05,56,gandhari:56,aṭha,,aṣṭan,unmatched,No exact accent-normalized CDIAL head match,,,eight.,num.,,num,"gandhari[entry 56, lemma aṭha]",https://gandhari.org/dictionary/a%E1%B9%ADha,,,,"m. dir. aṭha, aṣṭi, gen. aṭhana. ◾ mfn. pl. dir. aṭha. ◾ aṭha.","CKI 44, 4 aṭhana; SĀS1 v40 (*a)ṭha; CKD 256, uo3 aṭha, 5 aṭha; CKD 511, r3 aṭha; CKD 661, o3 aṣṭi; CKD 883, 3 aṭha.",𐨀𐨛,ʔəʂʈə,"(Skt. aṣṭan, P aṭṭha)"
2026-08-05,57,gandhari:57,aṭhaṃgiga,,aṅga,matched,,114,áṅga,with eight limbs.,adj.,,adj,"gandhari[entry 57, lemma aṭhaṃgiga]",https://gandhari.org/dictionary/a%E1%B9%ADha%E1%B9%83giga,,,,"m. sg. dir. aṭhaḡio, gen. aṭhagiasa, aṭhag̱ias̱a.","DhpK 109 aṭhaḡio; SĀS1 v35 aṭhagiasa, 39 aṭhag̱ias̱a.",𐨀𐨛𐨎𐨒𐨁𐨒,ʔəʂʈəŋgijə > ʔəʂʈəŋːijə,"(#56 + Skt. aṅga, P aṅga + -iga-)"
