Snapshot_Date,Collation_Date,Unit_ID,PDF_Page,Printed_Page,Raw_Form,Raw_Gloss_German,English_Gloss,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Key,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-24,2026-08-24,p188:e31,17,188,polaŋ-,drehen,turn,installed_form,polaŋ-,8591,buddruss-wama2006:p188:e31:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 188, glossary entry 31]",0ec96b3b33c53360d513a5d87ef37d2a332824cb037342ea3424672d3dabb81a
2026-08-24,2026-08-24,p189:e25,18,189,šikul-,graben,dig,installed_form,šikul-,,buddruss-wama2006:p189:e25:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 189, glossary entry 25]",0f767effb192b80de3ab85c67d9d6d75da29e38ac4b364627d9493605c73e999
2026-08-24,2026-08-24,p185:e03,14,185,ōst-,aufstehen,stand up,installed_form,ōst-,1900,buddruss-wama2006:p185:e03,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 03]",11a62334db0b807a1b645eed030e48744ee1e3b870748e871cbc25413a8b7a16
2026-08-24,2026-08-24,p191:e05,20,191,yaustag,ein wenig,a little,installed_form,yaustag,,buddruss-wama2006:p191:e05,source derives from *yaut-stə-ag and compares T. 10475,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 191, glossary entry 05]",127f78417812a862b9834a036bbefad53b176b90d7495b1a43e2102691570828
2026-08-24,2026-08-24,p189:e11,18,189,sa,"jener, er",that one; he,installed_form,sa,12815,buddruss-wama2006:p189:e11,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 189, glossary entry 11]",137614b06b34ae71527655bde847309e67d6de8d57c9ccc1274fd9df5d0c9904
2026-08-24,2026-08-24,p186:e29,15,186,gandalə(stə),"schwer, schwanger",heavy; pregnant,installed_form,gandalə(stə),14468,buddruss-wama2006:p186:e29,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 29]",15554d5ad7b9b2d427533b33cc09a6d03306b12da2b620efcbfb1808630dcdd7
2026-08-24,2026-08-24,p189:e12,18,189,seu,Brücke,bridge,installed_form,seu,13585,buddruss-wama2006:p189:e12,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 189, glossary entry 12]",157d3de5ff5f4508f5f1bbb66ff2ca4c45cc480f1ce261a778ab3b05a8efc805
2026-08-24,2026-08-24,p189:e01,18,189,palyaŋ b-,"glänzen, scheinen",shine,installed_form,palyaŋ b-,,buddruss-wama2006:p189:e01,relation to Ashkun lightning term is unclear,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 189, glossary entry 01]",160c2a71f1ee9292f7552035d75da79fee709aa447c4d2063394282eb1091365
2026-08-24,2026-08-24,p191:e04,20,191,yus,Gras,grass,installed_form,yus,10436,buddruss-wama2006:p191:e04,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 191, glossary entry 04]",183b44390871942695e12a8cf6e7b7bd05c4adbbad2ccf90dca5bdc6328b8fc2
2026-08-24,2026-08-24,p185:e12,14,185,autra,sohnlos,sonless,installed_form,autra,,buddruss-wama2006:p185:e12,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 12]",19010c70f3db4d2cbc150cbcce8bbb0bc708f793c8b31966702b47f179081544
2026-08-24,2026-08-24,p186:e03,15,186,bēyu,draußen,outside,installed_form,bēyu,,buddruss-wama2006:p186:e03:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 03]",195499a3fc2e43f1b9b12ffde0cb6f4efd3c254621b849f1a14ee56a82d8635b
2026-08-24,2026-08-24,p185:e08,14,185,ut-,sich hinstellen,stand oneself up,installed_form,ut-,1907,buddruss-wama2006:p185:e08,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 08]",2064210e714e24a68203a51b35cc43cd57b0b052944a9db13a1333c9bac72144
2026-08-24,2026-08-24,p191:e07,20,191,zō,Milch,milk,installed_form,zō,14019,buddruss-wama2006:p191:e07,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 191, glossary entry 07]",219b22e4839ac5be54ef9c170c0f4fb946acea117e3ae682efb3c26cb8eb9f97
