Record_Type,Report,Printed_Page,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,b,Jamunachari,Bangladesh Kuki-Chin target wordlist,1,2,,ni,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,BawmChin,sil-kuki-chin-2011-jamunachari,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Jamunachari]",silkukichin2011:g002:sil-kuki-chin-2011-jamunachari:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,i,Bethel Para (Bawm),Bangladesh Kuki-Chin target wordlist,1,2,,ni,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,BawmChin,sil-kuki-chin-2011-bethel-para-bawm,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Bethel Para (Bawm)]",silkukichin2011:g002:sil-kuki-chin-2011-bethel-para-bawm:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,j,Bethel Para (Mizo),Bangladesh Kuki-Chin target wordlist,1,2,,ni,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-bethel-para-mizo,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Bethel Para (Mizo)]",silkukichin2011:g002:sil-kuki-chin-2011-bethel-para-mizo:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,l,Konglak,Bangladesh Kuki-Chin target wordlist,1,2,,ni,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Pangkhua,sil-kuki-chin-2011-konglak,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Konglak]",silkukichin2011:g002:sil-kuki-chin-2011-konglak:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,m,Mahmuam Para,Bangladesh Kuki-Chin target wordlist,1,2,,ni,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-mahmuam-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Mahmuam Para]",silkukichin2011:g002:sil-kuki-chin-2011-mahmuam-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,g,Manglung Headman Para,Bangladesh Kuki-Chin target wordlist,1,3,,kɨnːi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-manglung-headman-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Manglung Headman Para]",silkukichin2011:g002:sil-kuki-chin-2011-manglung-headman-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,e,Myanmar Khumi,Myanmar Khumi comparison supplied by another linguist,1,3,,kəní,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,excluded,Myanmar Khumi comparison supplied by another linguist; outside target scope,,,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Myanmar Khumi]",
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,c,Boro Kukyachari,Bangladesh Kuki-Chin target wordlist,1,3,,khɔni,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-boro-kukyachari,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Boro Kukyachari]",silkukichin2011:g002:sil-kuki-chin-2011-boro-kukyachari:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,k,Ghungurumukh Para,Bangladesh Kuki-Chin target wordlist,1,3,,khɔni,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-ghungurumukh-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Ghungurumukh Para]",silkukichin2011:g002:sil-kuki-chin-2011-ghungurumukh-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,g,Manglung Headman Para,Bangladesh Kuki-Chin target wordlist,2,4,,kɨnːi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-manglung-headman-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Manglung Headman Para]",silkukichin2011:g002:sil-kuki-chin-2011-manglung-headman-para:i2
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,h,Prongphung Para,Bangladesh Kuki-Chin target wordlist,1,4,,kɨnːito,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-prongphung-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Prongphung Para]",silkukichin2011:g002:sil-kuki-chin-2011-prongphung-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,2,sun,e,Myanmar Khumi,Myanmar Khumi comparison supplied by another linguist,2,4,,kəní,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,excluded,Myanmar Khumi comparison supplied by another linguist; outside target scope,,,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 2, Myanmar Khumi]",
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,0,Standard Bangla,standard Bangla comparison,1,1,,tʃãd,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison; outside target scope,,,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Standard Bangla]",
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,a,Bilaichari,Bangladesh Kuki-Chin target wordlist,1,2,,hla,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Pangkhua,sil-kuki-chin-2011-bilaichari-pangkhua,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Bilaichari]",silkukichin2011:g003:sil-kuki-chin-2011-bilaichari-pangkhua:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,b,Jamunachari,Bangladesh Kuki-Chin target wordlist,1,2,,hla,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,BawmChin,sil-kuki-chin-2011-jamunachari,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Jamunachari]",silkukichin2011:g003:sil-kuki-chin-2011-jamunachari:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,i,Bethel Para (Bawm),Bangladesh Kuki-Chin target wordlist,1,2,,hla,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,BawmChin,sil-kuki-chin-2011-bethel-para-bawm,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Bethel Para (Bawm)]",silkukichin2011:g003:sil-kuki-chin-2011-bethel-para-bawm:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,l,Konglak,Bangladesh Kuki-Chin target wordlist,1,2,,hla,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Pangkhua,sil-kuki-chin-2011-konglak,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Konglak]",silkukichin2011:g003:sil-kuki-chin-2011-konglak:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,c,Boro Kukyachari,Bangladesh Kuki-Chin target wordlist,1,3,,khrɔ,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-boro-kukyachari,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Boro Kukyachari]",silkukichin2011:g003:sil-kuki-chin-2011-boro-kukyachari:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,k,Ghungurumukh Para,Bangladesh Kuki-Chin target wordlist,1,3,,khrɔ,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-ghungurumukh-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Ghungurumukh Para]",silkukichin2011:g003:sil-kuki-chin-2011-ghungurumukh-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,e,Myanmar Khumi,Myanmar Khumi comparison supplied by another linguist,1,4,,lo,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,excluded,Myanmar Khumi comparison supplied by another linguist; outside target scope,,,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Myanmar Khumi]",
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,g,Manglung Headman Para,Bangladesh Kuki-Chin target wordlist,1,4,,lou̯,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-manglung-headman-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Manglung Headman Para]",silkukichin2011:g003:sil-kuki-chin-2011-manglung-headman-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,h,Prongphung Para,Bangladesh Kuki-Chin target wordlist,1,4,,lou̯,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-prongphung-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Prongphung Para]",silkukichin2011:g003:sil-kuki-chin-2011-prongphung-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,j,Bethel Para (Mizo),Bangladesh Kuki-Chin target wordlist,1,5,,thla,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-bethel-para-mizo,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Bethel Para (Mizo)]",silkukichin2011:g003:sil-kuki-chin-2011-bethel-para-mizo:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,m,Mahmuam Para,Bangladesh Kuki-Chin target wordlist,1,5,,thla,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-mahmuam-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Mahmuam Para]",silkukichin2011:g003:sil-kuki-chin-2011-mahmuam-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,3,moon,e,Myanmar Khumi,Myanmar Khumi comparison supplied by another linguist,2,6,,lo,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,excluded,Myanmar Khumi comparison supplied by another linguist; outside target scope,,,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 3, Myanmar Khumi]",
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,0,Standard Bangla,standard Bangla comparison,1,1,,taɾa,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,excluded,standard Bangla comparison; outside target scope,,,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Standard Bangla]",
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,b,Jamunachari,Bangladesh Kuki-Chin target wordlist,1,2,,arfi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,BawmChin,sil-kuki-chin-2011-jamunachari,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Jamunachari]",silkukichin2011:g004:sil-kuki-chin-2011-jamunachari:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,i,Bethel Para (Bawm),Bangladesh Kuki-Chin target wordlist,1,2,,arfi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,BawmChin,sil-kuki-chin-2011-bethel-para-bawm,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Bethel Para (Bawm)]",silkukichin2011:g004:sil-kuki-chin-2011-bethel-para-bawm:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,a,Bilaichari,Bangladesh Kuki-Chin target wordlist,1,2,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Pangkhua,sil-kuki-chin-2011-bilaichari-pangkhua,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Bilaichari]",silkukichin2011:g004:sil-kuki-chin-2011-bilaichari-pangkhua:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,j,Bethel Para (Mizo),Bangladesh Kuki-Chin target wordlist,1,2,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-bethel-para-mizo,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Bethel Para (Mizo)]",silkukichin2011:g004:sil-kuki-chin-2011-bethel-para-mizo:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,l,Konglak,Bangladesh Kuki-Chin target wordlist,1,2,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Pangkhua,sil-kuki-chin-2011-konglak,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Konglak]",silkukichin2011:g004:sil-kuki-chin-2011-konglak:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,m,Mahmuam Para,Bangladesh Kuki-Chin target wordlist,1,2,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-mahmuam-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Mahmuam Para]",silkukichin2011:g004:sil-kuki-chin-2011-mahmuam-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,a,Bilaichari,Bangladesh Kuki-Chin target wordlist,2,3,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Pangkhua,sil-kuki-chin-2011-bilaichari-pangkhua,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Bilaichari]",silkukichin2011:g004:sil-kuki-chin-2011-bilaichari-pangkhua:i2
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,j,Bethel Para (Mizo),Bangladesh Kuki-Chin target wordlist,2,3,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-bethel-para-mizo,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Bethel Para (Mizo)]",silkukichin2011:g004:sil-kuki-chin-2011-bethel-para-mizo:i2
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,l,Konglak,Bangladesh Kuki-Chin target wordlist,2,3,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Pangkhua,sil-kuki-chin-2011-konglak,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Konglak]",silkukichin2011:g004:sil-kuki-chin-2011-konglak:i2
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,m,Mahmuam Para,Bangladesh Kuki-Chin target wordlist,2,3,,arʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,Mizo,sil-kuki-chin-2011-mahmuam-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Mahmuam Para]",silkukichin2011:g004:sil-kuki-chin-2011-mahmuam-para:i2
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,c,Boro Kukyachari,Bangladesh Kuki-Chin target wordlist,1,3,,aʃɛ,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-boro-kukyachari,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Boro Kukyachari]",silkukichin2011:g004:sil-kuki-chin-2011-boro-kukyachari:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,k,Ghungurumukh Para,Bangladesh Kuki-Chin target wordlist,1,3,,aʃɛ,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-ghungurumukh-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Ghungurumukh Para]",silkukichin2011:g004:sil-kuki-chin-2011-ghungurumukh-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,c,Boro Kukyachari,Bangladesh Kuki-Chin target wordlist,2,4,,aʃɛ,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-boro-kukyachari,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Boro Kukyachari]",silkukichin2011:g004:sil-kuki-chin-2011-boro-kukyachari:i2
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,k,Ghungurumukh Para,Bangladesh Kuki-Chin target wordlist,2,4,,aʃɛ,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,AshoChin,sil-kuki-chin-2011-ghungurumukh-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Ghungurumukh Para]",silkukichin2011:g004:sil-kuki-chin-2011-ghungurumukh-para:i2
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,g,Manglung Headman Para,Bangladesh Kuki-Chin target wordlist,1,4,,kai̯ʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-manglung-headman-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Manglung Headman Para]",silkukichin2011:g004:sil-kuki-chin-2011-manglung-headman-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,h,Prongphung Para,Bangladesh Kuki-Chin target wordlist,1,4,,kai̯ʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-prongphung-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Prongphung Para]",silkukichin2011:g004:sil-kuki-chin-2011-prongphung-para:i1
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,e,Myanmar Khumi,Myanmar Khumi comparison supplied by another linguist,1,5,,kɑːishí,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,excluded,Myanmar Khumi comparison supplied by another linguist; outside target scope,,,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Myanmar Khumi]",
expanded wordlist attestation,kim-roy-sangma2011kukichin,50,4,star,g,Manglung Headman Para,Bangladesh Kuki-Chin target wordlist,2,5,,kai̯ʃi,public Appendix A PDF text layer; embedded SAG-IPA subset decoded from font outlines and SIL SAGIPA2Uni.map v1.0,,installed,,KhumiChin,sil-kuki-chin-2011-manglung-headman-para,"kim-roy-sangma2011kukichin[Appendix A.3, printed p. 50, item 4, Manglung Headman Para]",silkukichin2011:g004:sil-kuki-chin-2011-manglung-headman-para:i2
