Snapshot_Date,Raw_ID,Raw_Form,Raw_Gloss,Source_Language,Language_ID,Page,Item,Column,Comparison_Group,Group_Status,Variant_Index,Entry_Key,Variant_Of_Key,Final_Form,Final_Gloss,Status,Reason,Citation,Tags,Source_URL,HTML_SHA256,Record_SHA256
2026-08-28,zide1982reconstruction:C:c2.p397.i940-3,a-ɔn-siab,brood of chicks,Juray,Juray,397,940-3,2,Z82-p397-i940-3,paired,1,zide1982reconstruction:C:c2.p397.i940-3,,a-ɔn-siab,brood of chicks,ingested,structured source comparison record,"zide1982reconstruction[p. 397, item 940-3]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,53c5d86d73578b7f54966bf38d0f5586205188bb589cc0fd0348e249d79b1303
2026-08-28,zide1982reconstruction:C:c2.p338.i670,a-ɟʌd,root,Juray,Juray,338,670,2,Z82-p338-i670,paired,1,zide1982reconstruction:C:c2.p338.i670,,a-ɟʌd,root,ingested,structured source comparison record,"zide1982reconstruction[p. 338, item 670]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,18a363f13ab69d0f2a4eae00b00e89235d107b02bbf92fe8a30d01eeef8b957a
2026-08-28,zide1982reconstruction:C:c2.p241.i98,ab-,"to husk, to open, pry apart",Juray,Juray,241,98,2,Z82-p241-i98,paired,1,zide1982reconstruction:C:c2.p241.i98,,ab-,"to husk, to open, pry apart",ingested,structured source comparison record,"zide1982reconstruction[p. 241, item 98]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6d0b276f26d4ecb9b736172c526d66c4d4746d24e687e50248f75bc6f5ba1736
2026-08-28,zide1982reconstruction:C:c1.p241.i98,ab-,"to husk, to open, pry apart",Sora,so,241,98,1,Z82-p241-i98,paired,1,zide1982reconstruction:C:c1.p241.i98,,ab-,"to husk, to open, pry apart",ingested,structured source comparison record,"zide1982reconstruction[p. 241, item 98]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,d6e1a2669a6ee12c129c0b34707159c0deaf7f780a4654337f703b3d1a2f7b1e
2026-08-28,zide1982reconstruction:C:c2.p614.i2525,ab-duɟ-,to bend over,Juray,Juray,614,2525,2,Z82-p614-i2525,paired,1,zide1982reconstruction:C:c2.p614.i2525,,ab-duɟ-,to bend over,ingested,structured source comparison record,"zide1982reconstruction[p. 614, item 2525]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,2d841972ba1cdda0515645dbd917307fd3d2b72838d986caaef1e50efca3c60e
2026-08-28,zide1982reconstruction:C:c2.p533.i1931,ab-kɨb-tʌm-,to close the mouth,Juray,Juray,533,1931,2,Z82-p533-i1931,paired,1,zide1982reconstruction:C:c2.p533.i1931,,ab-kɨb-tʌm-,to close the mouth,ingested,structured source comparison record,"zide1982reconstruction[p. 533, item 1931]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,35be584fac94b8fedf455fcc6727aeae5b86e654af48b22b935e15871b47cafc
2026-08-28,zide1982reconstruction:C:c2.p407.i1000,"ab-mʔɔj-, ab-moaɲ-","to be amused, to be bored",Juray,Juray,407,1000,2,Z82-p407-i1000,paired,1,zide1982reconstruction:C:c2.p407.i1000,,ab-mʔɔj-,"to be amused, to be bored",ingested,structured source comparison record,"zide1982reconstruction[p. 407, item 1000]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6f31878edd61d028c876706aa452c604afff9c80ee64478d797f36696c4b070c
2026-08-28,zide1982reconstruction:C:c2.p407.i1000,"ab-mʔɔj-, ab-moaɲ-","to be amused, to be bored",Juray,Juray,407,1000,2,Z82-p407-i1000,paired,2,zide1982reconstruction:C:c2.p407.i1000:v2,zide1982reconstruction:C:c2.p407.i1000,ab-moaɲ-,"to be amused, to be bored",ingested,structured source comparison record,"zide1982reconstruction[p. 407, item 1000]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6f31878edd61d028c876706aa452c604afff9c80ee64478d797f36696c4b070c
2026-08-28,zide1982reconstruction:C:c2.p265.i274,ab-sɔɟ-,to teach,Juray,Juray,265,274,2,Z82-p265-i274,paired,1,zide1982reconstruction:C:c2.p265.i274,,ab-sɔɟ-,to teach,ingested,structured source comparison record,"zide1982reconstruction[p. 265, item 274]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,85d73203ca923c700f1a80fff188f885e4d84af2df0c393ba2895ad7592e5fdb
2026-08-28,zide1982reconstruction:C:c2.p411.i1036,ab-ɟimu-,to make knots,Juray,Juray,411,1036,2,Z82-p411-i1036,paired,1,zide1982reconstruction:C:c2.p411.i1036,,ab-ɟimu-,to make knots,ingested,structured source comparison record,"zide1982reconstruction[p. 411, item 1036]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,95051b85629626bb4c088ef0e3ef2fb7485f17e57d893d16501a8efd1bbaa8e2
2026-08-28,zide1982reconstruction:C:c2.p392.i891,abaŋɛ,"underripe, half-ripe",Juray,Juray,392,891,2,Z82-p392-i891,paired,1,zide1982reconstruction:C:c2.p392.i891,,abaŋɛ,"underripe, half-ripe",ingested,structured source comparison record,"zide1982reconstruction[p. 392, item 891]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,8a06b58a9e73cdb1e08c03521636501afb6793c9ca50ce5ee60460f87b9580ae
2026-08-28,zide1982reconstruction:C:c1.p339.i674,abjel-,"to pile up earth, mound earth over, to bury",Sora,so,339,674,1,Z82-p339-i674,paired,1,zide1982reconstruction:C:c1.p339.i674,,abjel-,"to pile up earth, mound earth over, to bury",ingested,structured source comparison record,"zide1982reconstruction[p. 339, item 674]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,7265e292a1fae1ac6d446c19ec6fef24ac39020eff7aaf9371ccc324fa981fc0
2026-08-28,zide1982reconstruction:C:c2.p594.i2389,abʌb-si-,thumb,Juray,Juray,594,2389,2,Z82-p594-i2389,paired,1,zide1982reconstruction:C:c2.p594.i2389,,abʌb-si-,thumb,ingested,structured source comparison record,"zide1982reconstruction[p. 594, item 2389]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,df927765940bbde0aa37fd9803a96bf3dec97c2901ab631d8a770cd17df9c15a
2026-08-28,zide1982reconstruction:C:c1.p448.i1363,ad-(sʌdʌd),"to push down threads on an upright loom, to drive",Sora,so,448,1363,1,Z82-p448-i1363,singleton,1,zide1982reconstruction:C:c1.p448.i1363,,ad-(sʌdʌd),"to push down threads on an upright loom, to drive",ingested,structured source comparison record,"zide1982reconstruction[p. 448, item 1363]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,fe2248d0b30b66301c9a5614d35bdd16c4196113d809978601dcf9c5c08c2f5f
2026-08-28,zide1982reconstruction:C:c1.p439.i1274,ad-da,small measure,Sora,so,439,1274,1,Z82-p439-i1274,paired,1,zide1982reconstruction:C:c1.p439.i1274,,ad-da,small measure,ingested,structured source comparison record,"zide1982reconstruction[p. 439, item 1274]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,a1e7a20c10afbcbd4f4370d513ab371343938616f6a99089569c0ddf6fc77bf2
2026-08-28,zide1982reconstruction:C:c2.p439.i1274,"ad-da, aʔda",small measure,Juray,Juray,439,1274,2,Z82-p439-i1274,paired,1,zide1982reconstruction:C:c2.p439.i1274,,ad-da,small measure,ingested,structured source comparison record,"zide1982reconstruction[p. 439, item 1274]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,2d79a540da84ad53e7a52564e7b482dbeb3de7205d43111d6ce334564d6bbdac
2026-08-28,zide1982reconstruction:C:c2.p439.i1274,"ad-da, aʔda",small measure,Juray,Juray,439,1274,2,Z82-p439-i1274,paired,2,zide1982reconstruction:C:c2.p439.i1274:v2,zide1982reconstruction:C:c2.p439.i1274,aʔda,small measure,ingested,structured source comparison record,"zide1982reconstruction[p. 439, item 1274]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,2d79a540da84ad53e7a52564e7b482dbeb3de7205d43111d6ce334564d6bbdac
2026-08-28,zide1982reconstruction:C:c2.p283.i452,"ad-rɛ, ad",egg,Juray,Juray,283,452,2,Z82-p283-i452,paired,1,zide1982reconstruction:C:c2.p283.i452,,ad-rɛ,egg,ingested,structured source comparison record,"zide1982reconstruction[p. 283, item 452]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,d72c87fdaaf3e2bf50a6edf97b19b82730c91ff727da45699beeacb42cc66cd9
2026-08-28,zide1982reconstruction:C:c2.p283.i452,"ad-rɛ, ad",egg,Juray,Juray,283,452,2,Z82-p283-i452,paired,2,zide1982reconstruction:C:c2.p283.i452:v2,zide1982reconstruction:C:c2.p283.i452,ad,egg,ingested,structured source comparison record,"zide1982reconstruction[p. 283, item 452]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,d72c87fdaaf3e2bf50a6edf97b19b82730c91ff727da45699beeacb42cc66cd9
2026-08-28,zide1982reconstruction:C:c1.p369.i770,ad-sin-da-,to sneeze,Sora,so,369,770,1,Z82-p369-i770,paired,1,zide1982reconstruction:C:c1.p369.i770,,ad-sin-da-,to sneeze,ingested,structured source comparison record,"zide1982reconstruction[p. 369, item 770]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,22cfe0a5f7f7d2a07635cde9e6dd78c4f8502485d0a00694b04204eb0d004c7b
2026-08-28,zide1982reconstruction:C:c1.p243.i117,adara,"fish scales, facets",Sora,so,243,117,1,Z82-p243-i117,paired,1,zide1982reconstruction:C:c1.p243.i117,,adara,"fish scales, facets",ingested,structured source comparison record,"zide1982reconstruction[p. 243, item 117]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,ec5888085a7ca418c4c5a4d4674c1b71b81b6612ab0b0855b9d2d2cf954c54e5
2026-08-28,zide1982reconstruction:C:c2.p243.i117,adara,fish scales,Juray,Juray,243,117,2,Z82-p243-i117,paired,1,zide1982reconstruction:C:c2.p243.i117,,adara,fish scales,ingested,structured source comparison record,"zide1982reconstruction[p. 243, item 117]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,7e8068b837dbe075c6accbdb9718926220b9980765398ad88a05678834fedae2
2026-08-28,zide1982reconstruction:C:c2.p636.i2635,aj,cislocative suffix,Juray,Juray,636,2635,2,Z82-p636-i2635,paired,1,zide1982reconstruction:C:c2.p636.i2635,,aj,cislocative suffix,ingested,structured source comparison record,"zide1982reconstruction[p. 636, item 2635]",suffix,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,5bae5dae0512d5eae54cb9b7db4c0fbe4c84802d2c249242b5444c05560d41d2
2026-08-28,zide1982reconstruction:C:c1.p636.i2635,aj,cislocative suffix,Sora,so,636,2635,1,Z82-p636-i2635,paired,1,zide1982reconstruction:C:c1.p636.i2635,,aj,cislocative suffix,ingested,structured source comparison record,"zide1982reconstruction[p. 636, item 2635]",suffix,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,6905bd53fa9cb29ff1a4e5b359c8ce14feb487e964ac7a0e29bb5cda4316167a
2026-08-28,zide1982reconstruction:C:c2.p393.i901,aj-bɔŋ,female buffalo,Juray,Juray,393,901,2,Z82-p393-i901,singleton,1,zide1982reconstruction:C:c2.p393.i901,,aj-bɔŋ,female buffalo,ingested,structured source comparison record,"zide1982reconstruction[p. 393, item 901]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,9aa284f6ae75fcf9757044e988fbbe7c0462759369950dd3813bdb7b7d3fa76d
2026-08-28,zide1982reconstruction:C:c1.p567.i2151,ajaŋ-aon,"ancestors, father and sons, family",Sora,so,567,2151,1,Z82-p567-i2151,paired,1,zide1982reconstruction:C:c1.p567.i2151,,ajaŋ-aon,"ancestors, father and sons, family",ingested,structured source comparison record,"zide1982reconstruction[p. 567, item 2151]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,0f21b1298db039ba2f6b59ae3785448f9663c5f2c501429c427f4d1a380b7c16
2026-08-28,zide1982reconstruction:C:c2.p567.i2151,ajoŋ-aɔn,"ancestors, father and sons, family",Juray,Juray,567,2151,2,Z82-p567-i2151,paired,1,zide1982reconstruction:C:c2.p567.i2151,,ajoŋ-aɔn,"ancestors, father and sons, family",ingested,structured source comparison record,"zide1982reconstruction[p. 567, item 2151]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,8fe7f6ab3d080af4efaa31b59f284a5c91d668773372d9f4cec969f9fd3ad3d2
2026-08-28,zide1982reconstruction:C:c1.p368.i768,ajɛ,green mango,Sora,so,368,768,1,Z82-p368-i768,paired,1,zide1982reconstruction:C:c1.p368.i768,,ajɛ,green mango,ingested,structured source comparison record,"zide1982reconstruction[p. 368, item 768]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,23a216f2c0bb270a8f73a2dfd2386cfd219ad5b26105919cb8ce70f1b094d26a
2026-08-28,zide1982reconstruction:C:c2.p251.i191,ajɛ,unripe mango,Juray,Juray,251,191,2,Z82-p251-i191,paired,1,zide1982reconstruction:C:c2.p251.i191,,ajɛ,unripe mango,ingested,structured source comparison record,"zide1982reconstruction[p. 251, item 191]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b1cee175b7ae05882d4a4f3b19a86db67a24b370ecb2df9d5a9e7d1fbe71e3db
2026-08-28,zide1982reconstruction:C:c1.p251.i191,ajɛ,"unripe, raw",Sora,so,251,191,1,Z82-p251-i191,paired,1,zide1982reconstruction:C:c1.p251.i191,,ajɛ,"unripe, raw",ingested,structured source comparison record,"zide1982reconstruction[p. 251, item 191]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b831df49c99819c90d19c4bb000aae4da3c95eb379a92b24ff602c904170bc92
2026-08-28,zide1982reconstruction:C:c2.p368.i768,"ajɛ-ul, ajɛH-ul",green mango,Juray,Juray,368,768,2,Z82-p368-i768,paired,1,zide1982reconstruction:C:c2.p368.i768,,ajɛ-ul,green mango,ingested,structured source comparison record,"zide1982reconstruction[p. 368, item 768]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b54c097d57652f7d9ed7121e9be0c8becad961cdea641ebf71d91b4ba56e8ad6
2026-08-28,zide1982reconstruction:C:c2.p368.i768,"ajɛ-ul, ajɛH-ul",green mango,Juray,Juray,368,768,2,Z82-p368-i768,paired,2,zide1982reconstruction:C:c2.p368.i768:v2,zide1982reconstruction:C:c2.p368.i768,ajɛH-ul,green mango,ingested,structured source comparison record,"zide1982reconstruction[p. 368, item 768]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,b54c097d57652f7d9ed7121e9be0c8becad961cdea641ebf71d91b4ba56e8ad6
2026-08-28,zide1982reconstruction:C:c2.p323.i622,ajɛr-ɡud-ɡɨɟ-,to look backwards,Juray,Juray,323,622,2,Z82-p323-i622,paired,1,zide1982reconstruction:C:c2.p323.i622,,ajɛr-ɡud-ɡɨɟ-,to look backwards,ingested,structured source comparison record,"zide1982reconstruction[p. 323, item 622]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,d09b90c5569f055b9aced6e0b014134b87a08727fcf3d2c0d79e0eff0ea22f81
2026-08-28,zide1982reconstruction:C:c1.p323.i622,ajɛr-ɡɨɟ-,to look backwards,Sora,so,323,622,1,Z82-p323-i622,paired,1,zide1982reconstruction:C:c1.p323.i622,,ajɛr-ɡɨɟ-,to look backwards,ingested,structured source comparison record,"zide1982reconstruction[p. 323, item 622]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,77d399a018a869cf4246d07e9c672180f9f2e03fc8f2ccec27efdb79663956aa
2026-08-28,zide1982reconstruction:C:c2.p240.i91,al-,to thatch,Juray,Juray,240,91,2,Z82-p240-i91,paired,1,zide1982reconstruction:C:c2.p240.i91,,al-,to thatch,ingested,structured source comparison record,"zide1982reconstruction[p. 240, item 91]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,45715ad5d2490f7bec5d39ec777bde235e186a010002afd9e152c8d577985fb5
2026-08-28,zide1982reconstruction:C:c1.p240.i91,al-,to thatch,Sora,so,240,91,1,Z82-p240-i91,paired,1,zide1982reconstruction:C:c1.p240.i91,,al-,to thatch,ingested,structured source comparison record,"zide1982reconstruction[p. 240, item 91]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,1ec359056822c57b95af4c76d0617a9a85ae90819fbdc6df9c72db1c51061d28
2026-08-28,zide1982reconstruction:C:c2.p319.i582,al-sɨŋ-,"to thatch a house, newly thatched house",Juray,Juray,319,582,2,Z82-p319-i582,singleton,1,zide1982reconstruction:C:c2.p319.i582,,al-sɨŋ-,"to thatch a house, newly thatched house",ingested,structured source comparison record,"zide1982reconstruction[p. 319, item 582]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,8c0b5a6022b2e1fa8f425b61e985d66ed55f06c1d7f21a675d56bc8dbe7701d8
2026-08-28,zide1982reconstruction:C:c1.p257.i237,"aloŋ, ʌloŋ","in, into (postposition), inside",Sora,so,257,237,1,Z82-p257-i237,paired,1,zide1982reconstruction:C:c1.p257.i237,,aloŋ,"in, into (postposition), inside",ingested,structured source comparison record,"zide1982reconstruction[p. 257, item 237]",postp,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,9583a1060cd833ace443d2bd28fbcbe6a0a798901ea9a8df71fe30ed60ccd7bc
2026-08-28,zide1982reconstruction:C:c1.p257.i237,"aloŋ, ʌloŋ","in, into (postposition), inside",Sora,so,257,237,1,Z82-p257-i237,paired,2,zide1982reconstruction:C:c1.p257.i237:v2,zide1982reconstruction:C:c1.p257.i237,ʌloŋ,"in, into (postposition), inside",ingested,structured source comparison record,"zide1982reconstruction[p. 257, item 237]",postp,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,9583a1060cd833ace443d2bd28fbcbe6a0a798901ea9a8df71fe30ed60ccd7bc
2026-08-28,zide1982reconstruction:C:c1.p238.i75,alu-da-,sprinkle consecrated water on a sick person,Sora,so,238,75,1,Z82-p238-i75,singleton,1,zide1982reconstruction:C:c1.p238.i75,,alu-da-,sprinkle consecrated water on a sick person,ingested,structured source comparison record,"zide1982reconstruction[p. 238, item 75]",,http://sealang.net/munda/dictionary/search.pl?caller=database&include=zide1982reconstruction,3b81fcc719b57434ee50733914bacbc33ed497f283fdfdf4a79d64073f31af68,4360863a70290d05bcd8e0e706ccbc36bea03083ea2c5dba52c71d2057a4e3e2
