Snapshot_Date,Unit_ID,Region,PDF_Page,Printed_Page,Locator,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Form,Final_Gloss,Final_Phonemic,Final_Tags,Emitted_Key,Merged_Into,Source,Record_SHA256
2026-08-25,t10:1(-il):to kill:ipfv:2,table10,32,28,"p. 28, Table 10, class 1(-il) ipfv stem",moreen-,to kill,ipfv stem (f),installed,extracted from the PDF text layer and installed unchanged,moreen-,kill,,verb stem Sauji-verb-class-1 f,knobloch2020sauji:t10:1(-il):to kill:ipfv:2,,"knobloch2020sauji[p. 28, Table 10, class 1(-il) ipfv stem]",02992ad80a16603c79f2b6aae8bd5b8e649f2160a69f870c9ca258dc2511236f
2026-08-25,t9:1,table9,28,24,"p. 24, Table 9, numeral 1",yak,1,composition 1,installed,extracted from the PDF text layer and installed unchanged,yak,one,,num,knobloch2020sauji:t9:1,,"knobloch2020sauji[p. 24, Table 9, numeral 1]",02a117a338adef2af2d16666aecda67d23e4164b260f195218ff1128b51568e9
2026-08-25,t2:q:final,table2,17,13,"p. 13, Table 2, /q/ final",qaʃuq,spoon,"(Buddruss, 1967: 124)",installed,extracted from the PDF text layer and installed unchanged,qaʃuq,spoon,qaʃuq,,knobloch2020sauji:t2:q:final,,"knobloch2020sauji[p. 13, Table 2, /q/ final];buddruss1967sau[p. 124]",03543f54e0c0ff5695a89ab163d8fd9479a38eab5802a87caff4a4a81b64f5cf
2026-08-25,ex40:t1:w3,interlinear,29,25,"p. 25, example (40) word 3, data 17_NU_000613",čeduaṇ-ee,borrower-obl,example (40) line 1; 17_NU_000613,installed,extracted from the PDF text layer and installed unchanged,čeduaṇ-ee,borrower,,obl noun,knobloch2020sauji:ex40:t1:w3,,"knobloch2020sauji[p. 25, example (40) word 3, data 17_NU_000613]",0366e719f39287feb8c0784915697e532d16e4281ee544a1d3143cf02aa62642
2026-08-25,t8:postp:rem.pron.sg:1,t8,26,22,"p. 22, Table 8, postp rem.pron.sg",ta,,postp rem.pron.sg,installed,extracted from the PDF text layer and installed unchanged,ta,"he, she, it (remote)",,postp dist demonstrative sg pron 3sg,knobloch2020sauji:t8:postp:rem.pron.sg:1,,"knobloch2020sauji[p. 22, Table 8, postp rem.pron.sg];buddruss1967sau[pp. 41-43]",03cb263b7e843381a2edc0e31ec5f4ebf356833d85207aa2582e2d8e967f5ef5
2026-08-25,ex78:t1:w1,interlinear,53,49,"p. 49, example (78) word 1, data 14_HR_000519",aw,and,example (78) line 1; 14_HR_000519,installed,extracted from the PDF text layer and installed unchanged,aw,and,,,knobloch2020sauji:ex78:t1:w1,knobloch2020sauji:ex33:t1:w7,"knobloch2020sauji[p. 49, example (78) word 1, data 14_HR_000519]",03cc48e8d8ae5964e87d3879185659aa6ecae6350820262e81b07f883bd298d0
2026-08-25,ex19:t1:w5,interlinear,23,19,"p. 19, example (19) word 5, data 51_FR_170405",til-u,do.pfv-m.sg,example (19) line 1; 51_FR_170405,installed,extracted from the PDF text layer and installed unchanged,til-u,do,,pfv m sg verb,knobloch2020sauji:ex19:t1:w5,,"knobloch2020sauji[p. 19, example (19) word 5, data 51_FR_170405]",03e6f76a45978ca0ba1c7ec320ad31f53c506018ab5c02df49f0631bc4537db4
2026-08-25,ex75:t1:w2,interlinear,40,36,"p. 36, example (75) word 2, data 46_FS_100213",kraam,work,example (75) line 1; 46_FS_100213,installed,extracted from the PDF text layer and installed unchanged,kraam,work,,,knobloch2020sauji:ex75:t1:w2,knobloch2020sauji:ex29:t1:w2,"knobloch2020sauji[p. 36, example (75) word 2, data 46_FS_100213]",040ab269453d20e4659d08d7fc17d4ca3270b01f1d963c4c32f9182460d6c965
2026-08-25,ex57:t1:w2,interlinear,35,31,"p. 31, example (57) word 2, data 46_FS_100213",mi,1sg.gen,example (57) line 1; 46_FS_100213,installed,extracted from the PDF text layer and installed unchanged,mi,I,,1sg pron gen,knobloch2020sauji:ex57:t1:w2,knobloch2020sauji:t6:Ergative/Genitive:1sg:1,"knobloch2020sauji[p. 31, example (57) word 2, data 46_FS_100213]",041efec240f024f7e6d84bdb3b4d0a559ae38b4cee86172905c66a0de0866ca3
2026-08-25,ex55:t1:w6,interlinear,35,31,"p. 31, example (55) word 6, data 16_NU_000613",šahedi,?,example (55) line 1; 16_NU_000613,installed,the author marks the gloss itself as uncertain,šahedi,,,uncertain,knobloch2020sauji:ex55:t1:w6,,"knobloch2020sauji[p. 31, example (55) word 6, data 16_NU_000613]",0456e666186fe1a2c77e1df366dc1bf31ed373bb384d15759029275a60cddd83
2026-08-25,ex62:t1:w7,interlinear,37,33,"p. 33, example (62) word 7, data 14_HR_000519",i,water,example (62) line 1; 14_HR_000519,installed,extracted from the PDF text layer and installed unchanged,i,water,,,knobloch2020sauji:ex62:t1:w7,knobloch2020sauji:ex50:t1:w7,"knobloch2020sauji[p. 33, example (62) word 7, data 14_HR_000519]",047c864c3f70160945fffdb900c1c2cb173d8dfbafddbc86cb54af9f2ee57931
2026-08-25,p21:c5,inline,21,17,p. 17,si,bridge,,installed,extracted from the PDF text layer and installed unchanged,si,bridge,,noun f,knobloch2020sauji:p21:c5,knobloch2020sauji:p20:c4,knobloch2020sauji[p. 17],04865b6d0d92986ec5af768b78cfd8258cad2ae8ba827014cea2af82605b866e
2026-08-25,prose:p21:1,prose,25,21,p. 21,asan,us,postpositional pronoun reported by Buddruss (1967: 39); final a nasalized,installed,extracted from the PDF text layer and installed unchanged,asan,us,,pron 1pl postp,knobloch2020sauji:prose:p21:1,,knobloch2020sauji[p. 21];buddruss1967sau[p. 39],04b0f4cf960c9b40c19c15537e5761e5f1110604b448f71c150edc0756d3797d
2026-08-25,ex26:t1:w4,interlinear,25,21,"p. 21, example (26) word 4, data 36_S_100213",tuṭee,2sg.dat,example (26) line 1; 36_S_100213,installed,extracted from the PDF text layer and installed unchanged,tuṭee,you (singular),,2sg pron dat,knobloch2020sauji:ex26:t1:w4,,"knobloch2020sauji[p. 21, example (26) word 4, data 36_S_100213]",04d4f500b51cf9affc259f2cf3cf5f412d611f91676161a3b3115aaf4e719589
2026-08-25,ex71:t1:w1,interlinear,38,34,"p. 34, example (71) word 1, data 36_S_100213",tu,2sg.nom,example (71) line 1; 36_S_100213,installed,extracted from the PDF text layer and installed unchanged,tu,you (singular),,2sg pron nom,knobloch2020sauji:ex71:t1:w1,knobloch2020sauji:t6:Nominative:2sg:1,"knobloch2020sauji[p. 34, example (71) word 1, data 36_S_100213]",04e16cb0622c6f6002c7be3c338fad328bdeb328cb12357c1e9b6c371fc93a18
