Record_Type,Source_Key,PDF_Page,Printed_Page,Concept,Gloss,Lect,Scope,Category,Response_Index,Raw_Form,Form,Notes,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Rajwadi-Malvi-Lojithara,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-lojithara-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Rajwadi-Malvi-Lojithara]",silmalvi2009:g001:sil-malvi-2009-lojithara-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Rajwadi-Malvi-Bhimakhedi,Malvi target list,"1,4",1,"(cid:53)(cid:106)(cid:52)i(cid:52), (cid:106)(cid:132)(cid:73)","ʃʌɾiɾ, ʌŋg",,installed,,mewari_basad,sil-malvi-2009-bhimakhedi-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Rajwadi-Malvi-Bhimakhedi]",silmalvi2009:g001:sil-malvi-2009-bhimakhedi-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Rajwadi-Malvi-Kishorpura,Malvi target list,3,1,(cid:122)il,ɖil,,installed,,mewari_basad,sil-malvi-2009-kishorpura-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Rajwadi-Malvi-Kishorpura]",silmalvi2009:g001:sil-malvi-2009-kishorpura-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Rajwadi-Malvi-Bhunyakhedi,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-bhunyakhedi-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Rajwadi-Malvi-Bhunyakhedi]",silmalvi2009:g001:sil-malvi-2009-bhunyakhedi-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Rajwadi-Malvi-Jesingpura,Malvi target list,"3,6",1,"(cid:122)il, t(cid:196)(cid:106)n","ɖil, t̪ʌn",,installed,,mewari_basad,sil-malvi-2009-jesingpura-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Rajwadi-Malvi-Jesingpura]",silmalvi2009:g001:sil-malvi-2009-jesingpura-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Rajwadi-Malvi-Bhandia,Malvi target list,1,1,(cid:53)(cid:106)(cid:52)i(cid:52),ʃʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-bhandia-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Rajwadi-Malvi-Bhandia]",silmalvi2009:g001:sil-malvi-2009-bhandia-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Umadwadi-Malvi-Jhadmu,Malvi target list,6,1,t(cid:196)(cid:106)n,t̪ʌn,,installed,,mewari_basad,sil-malvi-2009-jhadmu-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Umadwadi-Malvi-Jhadmu]",silmalvi2009:g001:sil-malvi-2009-jhadmu-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Umadwadi-Malvi-Semlikakad,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-semlikakad-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Umadwadi-Malvi-Semlikakad]",silmalvi2009:g001:sil-malvi-2009-semlikakad-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Umadwadi-Malvi-Sagpur,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-sagpur-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Umadwadi-Malvi-Sagpur]",silmalvi2009:g001:sil-malvi-2009-sagpur-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Umadwadi-Malvi-Paldyabana,Malvi target list,2,1,b(cid:106)d(cid:196)(cid:106)n,bʌd̪ʌn,,installed,,mewari_basad,sil-malvi-2009-paldyabana-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Umadwadi-Malvi-Paldyabana]",silmalvi2009:g001:sil-malvi-2009-paldyabana-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Umadwadi-Malvi-Mungavali,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-mungavali-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Umadwadi-Malvi-Mungavali]",silmalvi2009:g001:sil-malvi-2009-mungavali-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Umadwadi-Malvi-Mungavali,Malvi target list,2,2,b(cid:106)d(cid:196)(cid:106)n,bʌd̪ʌn,,installed,,mewari_basad,sil-malvi-2009-mungavali-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Umadwadi-Malvi-Mungavali]",silmalvi2009:g001:sil-malvi-2009-mungavali-umadwadi:i2
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Sondhwadi-Malvi-Harnauda,Malvi target list,3,1,(cid:122)il,ɖil,,installed,,mewari_basad,sil-malvi-2009-harnauda-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Sondhwadi-Malvi-Harnauda]",silmalvi2009:g001:sil-malvi-2009-harnauda-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Sondhwadi-Malvi-Narana,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-narana-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Sondhwadi-Malvi-Narana]",silmalvi2009:g001:sil-malvi-2009-narana-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Sondhwadi-Malvi-Adakhedi,Malvi target list,2,1,b(cid:106)d(cid:196)(cid:106)n,bʌd̪ʌn,,installed,,mewari_basad,sil-malvi-2009-adakhedi-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Sondhwadi-Malvi-Adakhedi]",silmalvi2009:g001:sil-malvi-2009-adakhedi-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Sondhwadi-Malvi-Era,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-era-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Sondhwadi-Malvi-Era]",silmalvi2009:g001:sil-malvi-2009-era-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Sondhwadi-Malvi-Deevdi,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-deevdi-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Sondhwadi-Malvi-Deevdi]",silmalvi2009:g001:sil-malvi-2009-deevdi-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Sondhwadi-Malvi-Jamli,Malvi target list,"2,3",1,"b(cid:106)d(cid:196)(cid:106)n, (cid:122)il","bʌd̪ʌn, ɖil",,installed,,mewari_basad,sil-malvi-2009-jamli-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Sondhwadi-Malvi-Jamli]",silmalvi2009:g001:sil-malvi-2009-jamli-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Gond-Malvi-Kalwar,Malvi target list,3,1,(cid:122)il,ɖil,,installed,,mewari_basad,sil-malvi-2009-kalwar-gond,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Gond-Malvi-Kalwar]",silmalvi2009:g001:sil-malvi-2009-kalwar-gond:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Gond-Malvi-Samapura,Malvi target list,1,1,s(cid:106)(cid:52)i(cid:52),sʌɾiɾ,,installed,,mewari_basad,sil-malvi-2009-samapura-gond,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Gond-Malvi-Samapura]",silmalvi2009:g001:sil-malvi-2009-samapura-gond:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Gond-Malvi-Samapura,Malvi target list,2,2,b(cid:106)d(cid:196)(cid:106)n,bʌd̪ʌn,,installed,,mewari_basad,sil-malvi-2009-samapura-gond,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Gond-Malvi-Samapura]",silmalvi2009:g001:sil-malvi-2009-samapura-gond:i2
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Bhil-Malvi-Bhandikhali,Malvi target list,1,1,(cid:139)(cid:106)(cid:52)ili,ɕʌɾili,,installed,,mewari_basad,sil-malvi-2009-bhandikhali-bhil,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Bhil-Malvi-Bhandikhali]",silmalvi2009:g001:sil-malvi-2009-bhandikhali-bhil:i1
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Bhili-Kankaria,comparison list,7,1,m(cid:106)n(cid:106)k,mʌnʌk,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Bhili-Kankaria]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Bhili-Athwaniya,comparison list,3,1,(cid:122)il,ɖil,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Bhili-Athwaniya]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Nimadi-Jajumkhedi,comparison list,2,1,b(cid:35)d(cid:196)(cid:35)n,bɑd̪ɑn,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Nimadi-Jajumkhedi]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Nimadi-Sonipura,comparison list,1,1,s(cid:106)(cid:52)ir,sʌɾir,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Nimadi-Sonipura]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Bhopali-Rpura,comparison list,5,1,sin(cid:35),sinɑ,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Bhopali-Rpura]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Hindi-standard,comparison list,1,1,(cid:53)(cid:101)(cid:52)i(cid:52),ʃəɾiɾ,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Hindi-standard]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Gujarati-Standard,comparison list,1,1,(cid:53)(cid:101)(cid:52)i(cid:52),ʃəɾiɾ,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Gujarati-Standard]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Marathi-Standard,comparison list,1,1,s(cid:101)(cid:52)i(cid:52),səɾiɾ,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Marathi-Standard]",
wordlist response,varghese-john-samuel2009malvi,59,59,1,body,Marathi-Standard,comparison list,4,2,(cid:106)(cid:132)(cid:73),ʌŋg,,excluded,borrowed or standard comparison list,,,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 1, Marathi-Standard]",
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Harsodan,Malvi target list,1,1,m(cid:35)t(cid:196)ho,mɑt̪ʰo,,installed,,mewari_basad,sil-malvi-2009-harsodan-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Harsodan]",silmalvi2009:g002:sil-malvi-2009-harsodan-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Chandukhedi,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-chandukhedi-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Chandukhedi]",silmalvi2009:g002:sil-malvi-2009-chandukhedi-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Nain,Malvi target list,1,1,mad(cid:196)(cid:137)o,mad̪ʱo,,installed,,mewari_basad,sil-malvi-2009-nain-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Nain]",silmalvi2009:g002:sil-malvi-2009-nain-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Koyal,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-koyal-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Koyal]",silmalvi2009:g002:sil-malvi-2009-koyal-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Rojdi,Malvi target list,1,1,mad(cid:196)(cid:137)(cid:35),mad̪ʱɑ,,installed,,mewari_basad,sil-malvi-2009-rojdi-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Rojdi]",silmalvi2009:g002:sil-malvi-2009-rojdi-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Thillorkhurd,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-thillorkhurd-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Thillorkhurd]",silmalvi2009:g002:sil-malvi-2009-thillorkhurd-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Kumardi,Malvi target list,1,1,mad(cid:196)(cid:137)o,mad̪ʱo,,installed,,mewari_basad,sil-malvi-2009-kumardi-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Kumardi]",silmalvi2009:g002:sil-malvi-2009-kumardi-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Jokhar,Malvi target list,1,1,mad(cid:196)(cid:137)(cid:35),mad̪ʱɑ,,installed,,mewari_basad,sil-malvi-2009-jokhar-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Jokhar]",silmalvi2009:g002:sil-malvi-2009-jokhar-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Bercha,Malvi target list,1,1,m(cid:35)t(cid:196)ho,mɑt̪ʰo,,installed,,mewari_basad,sil-malvi-2009-bercha-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Bercha]",silmalvi2009:g002:sil-malvi-2009-bercha-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Bercha,Malvi target list,3,2,k(cid:106)bal,kʌbal,,installed,,mewari_basad,sil-malvi-2009-bercha-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Bercha]",silmalvi2009:g002:sil-malvi-2009-bercha-ujjaini:i2
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Ujjaini-Malvi-Moondikhedi,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-moondikhedi-ujjaini,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Ujjaini-Malvi-Moondikhedi]",silmalvi2009:g002:sil-malvi-2009-moondikhedi-ujjaini:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Rajwadi-Malvi-Lojithara,Malvi target list,1,1,m(cid:35)t(cid:196)ho,mɑt̪ʰo,,installed,,mewari_basad,sil-malvi-2009-lojithara-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Rajwadi-Malvi-Lojithara]",silmalvi2009:g002:sil-malvi-2009-lojithara-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Rajwadi-Malvi-Bhimakhedi,Malvi target list,1,1,m(cid:35)d(cid:196)(cid:35),mɑd̪ɑ,,installed,,mewari_basad,sil-malvi-2009-bhimakhedi-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Rajwadi-Malvi-Bhimakhedi]",silmalvi2009:g002:sil-malvi-2009-bhimakhedi-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Rajwadi-Malvi-Kishorpura,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-kishorpura-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Rajwadi-Malvi-Kishorpura]",silmalvi2009:g002:sil-malvi-2009-kishorpura-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Rajwadi-Malvi-Bhunyakhedi,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-bhunyakhedi-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Rajwadi-Malvi-Bhunyakhedi]",silmalvi2009:g002:sil-malvi-2009-bhunyakhedi-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Rajwadi-Malvi-Jesingpura,Malvi target list,1,1,m(cid:35)t(cid:196)ho,mɑt̪ʰo,,installed,,mewari_basad,sil-malvi-2009-jesingpura-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Rajwadi-Malvi-Jesingpura]",silmalvi2009:g002:sil-malvi-2009-jesingpura-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Rajwadi-Malvi-Bhandia,Malvi target list,1,1,mat(cid:196)o,mat̪o,,installed,,mewari_basad,sil-malvi-2009-bhandia-rajwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Rajwadi-Malvi-Bhandia]",silmalvi2009:g002:sil-malvi-2009-bhandia-rajwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Umadwadi-Malvi-Jhadmu,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-jhadmu-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Umadwadi-Malvi-Jhadmu]",silmalvi2009:g002:sil-malvi-2009-jhadmu-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Umadwadi-Malvi-Semlikakad,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-semlikakad-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Umadwadi-Malvi-Semlikakad]",silmalvi2009:g002:sil-malvi-2009-semlikakad-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Umadwadi-Malvi-Sagpur,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-sagpur-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Umadwadi-Malvi-Sagpur]",silmalvi2009:g002:sil-malvi-2009-sagpur-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Umadwadi-Malvi-Paldyabana,Malvi target list,1,1,mat(cid:196)h(cid:106),mat̪ʰʌ,,installed,,mewari_basad,sil-malvi-2009-paldyabana-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Umadwadi-Malvi-Paldyabana]",silmalvi2009:g002:sil-malvi-2009-paldyabana-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Umadwadi-Malvi-Mungavali,Malvi target list,1,1,mad(cid:196)(cid:137)(cid:35),mad̪ʱɑ,,installed,,mewari_basad,sil-malvi-2009-mungavali-umadwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Umadwadi-Malvi-Mungavali]",silmalvi2009:g002:sil-malvi-2009-mungavali-umadwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Sondhwadi-Malvi-Harnauda,Malvi target list,1,1,m(cid:35)t(cid:196)ho,mɑt̪ʰo,,installed,,mewari_basad,sil-malvi-2009-harnauda-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Sondhwadi-Malvi-Harnauda]",silmalvi2009:g002:sil-malvi-2009-harnauda-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Sondhwadi-Malvi-Narana,Malvi target list,1,1,mat(cid:196)(cid:35),mat̪ɑ,,installed,,mewari_basad,sil-malvi-2009-narana-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Sondhwadi-Malvi-Narana]",silmalvi2009:g002:sil-malvi-2009-narana-sondhwadi:i1
wordlist response,varghese-john-samuel2009malvi,59,59,2,head,Sondhwadi-Malvi-Adakhedi,Malvi target list,1,1,m(cid:35)t(cid:196)h(cid:35),mɑt̪ʰɑ,,installed,,mewari_basad,sil-malvi-2009-adakhedi-sondhwadi,"varghese-john-samuel2009malvi[Appendix B, printed p. 59, item 2, Sondhwadi-Malvi-Adakhedi]",silmalvi2009:g002:sil-malvi-2009-adakhedi-sondhwadi:i1
