Source_Key,PDF_Page,Printed_Page,Source_Line,Item,Gloss,Similarity_Groups,Site_Code,Site,Scope,Manual_Form,Confidence,Review_Method,Review_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
behera2022korwakodaku,66,56,p66:l9,1,body,1,R,Rakkaya Korwa,Korwa target,d̪ẽh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site R]",silkorwakodaku2022:i001:R:f1
behera2022korwakodaku,66,56,p66:l13,1,body,2,S,Sagardinwa Kodaku,Kodaku target,d̪ejaɲ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site S]",silkorwakodaku2022:i001:S:f1
behera2022korwakodaku,66,56,p66:l9,1,body,1,T,Tanmai mixed variety,Tanmai comparison control,d̪ẽh,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site T]",
behera2022korwakodaku,66,56,p66:l15,1,body,3,U,Mahuabathan Mundari,Mundari comparison control,hoɽmɔ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site U]",
behera2022korwakodaku,66,56,p66:l9,1,body,1,V,Kotgohna Sadri,Sadri comparison control,d̪ẽh,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site V]",
behera2022korwakodaku,66,56,p66:l9,1,body,1,Z,Sardih Korwa,Korwa target,d̪ẽh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-sardih,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site Z]",silkorwakodaku2022:i001:Z:f1
behera2022korwakodaku,66,56,p66:l8,1,body,1,b,Jamuniatanr Kodaku,Kodaku target,d̪ẽa,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jamuniatanr,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site b]",silkorwakodaku2022:i001:b:f1
behera2022korwakodaku,66,56,p66:l12,1,body,2,b,Jamuniatanr Kodaku,Kodaku target,d̪eja,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jamuniatanr,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site b]",silkorwakodaku2022:i001:b:f2
behera2022korwakodaku,66,56,p66:l8,1,body,1,c,Chainpur Kodaku,Kodaku target,d̪ẽa,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site c]",silkorwakodaku2022:i001:c:f1
behera2022korwakodaku,66,56,p66:l12,1,body,2,c,Chainpur Kodaku,Kodaku target,d̪eja,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site c]",silkorwakodaku2022:i001:c:f2
behera2022korwakodaku,66,56,p66:l8,1,body,1,d,Dhengura Kodaku,Kodaku target,d̪ẽa,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-dhengura,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site d]",silkorwakodaku2022:i001:d:f1
behera2022korwakodaku,66,56,p66:l7,1,body,1,j,Jhaleria Kodaku,Kodaku target,d̪eh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jhaleria,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site j]",silkorwakodaku2022:i001:j:f1
behera2022korwakodaku,66,56,p66:l16,1,body,4,k,Kesrelmal Standard Sadri,Sadri comparison control,gət̪ːeɾ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site k]",
behera2022korwakodaku,66,56,p66:l17,1,body,5,k,Kesrelmal Standard Sadri,Sadri comparison control,bəd̪ɐn,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site k]",
behera2022korwakodaku,66,56,p66:l6;p66:l10,1,body,1;2,m,Chilma Kodaku,Kodaku target,d̪ɛah,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site m]",silkorwakodaku2022:i001:m:f1
behera2022korwakodaku,66,56,p66:l7,1,body,1,p,Kodakupara Kodaku,Kodaku target,d̪eh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site p]",silkorwakodaku2022:i001:p:f1
behera2022korwakodaku,66,56,p66:l9,1,body,1,t,Tharki Kodaku,Kodaku target,d̪ẽh,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-tharki,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site t]",silkorwakodaku2022:i001:t:f1
behera2022korwakodaku,66,56,p66:l11,1,body,2,w,Baikanthpur Kodaku,Kodaku target,d̪eham,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-baikanthpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 1, site w]",silkorwakodaku2022:i001:w:f1
behera2022korwakodaku,66,56,p66:l25,2,head,2,A,Husambu Asuri,Asuri comparison control,bɔhɔ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site A]",
behera2022korwakodaku,66,56,p66:l27,2,head,3,B,Dumortoli Sadri,Sadri comparison control,mʊɖɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site B]",
behera2022korwakodaku,66,56,p66:l22;p66:l26,2,head,1;2,C,Chilma Korwa,Korwa target,boʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site C]",silkorwakodaku2022:i002:C:f1
behera2022korwakodaku,66,56,p66:l22;p66:l26,2,head,1;2,D,Dhaneshpur Korwa,Korwa target,boʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-dhaneshpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site D]",silkorwakodaku2022:i002:D:f1
behera2022korwakodaku,66,56,p66:l22,2,head,1,G,Gaseband Korwa,Korwa target,boʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-gaseband,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site G]",silkorwakodaku2022:i002:G:f1
behera2022korwakodaku,66,56,p66:l21,2,head,1,H,Harrapat Korwa,Korwa target,bo,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-harrapat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site H]",silkorwakodaku2022:i002:H:f1
behera2022korwakodaku,66,56,p66:l25,2,head,2,J,Arahas Birjia,Birjia comparison control,bɔhɔ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site J]",
behera2022korwakodaku,66,56,p66:l21,2,head,1,K,Bladerpat Korwa,Korwa target,bo,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site K]",silkorwakodaku2022:i002:K:f1
behera2022korwakodaku,66,56,p66:l22;p66:l26,2,head,1;2,L,Kirkima Korwa,Korwa target,boʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-kirkima,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site L]",silkorwakodaku2022:i002:L:f1
behera2022korwakodaku,66,56,p66:l22;p66:l26,2,head,1;2,M,Musakhoel Korwa,Korwa target,boʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-musakhoel,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site M]",silkorwakodaku2022:i002:M:f1
behera2022korwakodaku,66,56,p66:l21,2,head,1,R,Rakkaya Korwa,Korwa target,bo,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site R]",silkorwakodaku2022:i002:R:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,S,Sagardinwa Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site S]",silkorwakodaku2022:i002:S:f1
behera2022korwakodaku,66,56,p66:l22,2,head,1,T,Tanmai mixed variety,Tanmai comparison control,boʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site T]",
behera2022korwakodaku,66,56,p66:l24,2,head,2,U,Mahuabathan Mundari,Mundari comparison control,bɔʔɔ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site U]",
behera2022korwakodaku,66,56,p66:l28,2,head,3,V,Kotgohna Sadri,Sadri comparison control,muɖɪ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site V]",
behera2022korwakodaku,66,56,p66:l22;p66:l26,2,head,1;2,Z,Sardih Korwa,Korwa target,boʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-sardih,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site Z]",silkorwakodaku2022:i002:Z:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,b,Jamuniatanr Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jamuniatanr,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site b]",silkorwakodaku2022:i002:b:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,c,Chainpur Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site c]",silkorwakodaku2022:i002:c:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,d,Dhengura Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-dhengura,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site d]",silkorwakodaku2022:i002:d:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,j,Jhaleria Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jhaleria,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site j]",silkorwakodaku2022:i002:j:f1
behera2022korwakodaku,66,56,p66:l29,2,head,3,k,Kesrelmal Standard Sadri,Sadri comparison control,muʈ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site k]",
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,m,Chilma Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site m]",silkorwakodaku2022:i002:m:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,p,Kodakupara Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site p]",silkorwakodaku2022:i002:p:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,t,Tharki Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-tharki,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site t]",silkorwakodaku2022:i002:t:f1
behera2022korwakodaku,66,56,p66:l20;p66:l23,2,head,1;2,w,Baikanthpur Kodaku,Kodaku target,bhoʔ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-baikanthpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 2, site w]",silkorwakodaku2022:i002:w:f1
behera2022korwakodaku,66,56,p66:l33,3,hair,1,A,Husambu Asuri,Asuri comparison control,uːbɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site A]",
behera2022korwakodaku,66,56,p66:l36,3,hair,2,B,Dumortoli Sadri,Sadri comparison control,kɛ̃s,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site B]",
behera2022korwakodaku,66,56,p66:l34,3,hair,1,C,Chilma Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site C]",silkorwakodaku2022:i003:C:f1
behera2022korwakodaku,66,56,p66:l34,3,hair,1,D,Dhaneshpur Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-dhaneshpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site D]",silkorwakodaku2022:i003:D:f1
behera2022korwakodaku,66,56,p66:l34,3,hair,1,G,Gaseband Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-gaseband,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site G]",silkorwakodaku2022:i003:G:f1
behera2022korwakodaku,66,56,p66:l34,3,hair,1,H,Harrapat Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-harrapat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site H]",silkorwakodaku2022:i003:H:f1
behera2022korwakodaku,66,56,p66:l33,3,hair,1,J,Arahas Birjia,Birjia comparison control,uːbɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site J]",
behera2022korwakodaku,66,56,p66:l34,3,hair,1,K,Bladerpat Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site K]",silkorwakodaku2022:i003:K:f1
behera2022korwakodaku,66,56,p66:l34,3,hair,1,L,Kirkima Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-kirkima,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site L]",silkorwakodaku2022:i003:L:f1
behera2022korwakodaku,66,56,p66:l34,3,hair,1,M,Musakhoel Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-musakhoel,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site M]",silkorwakodaku2022:i003:M:f1
behera2022korwakodaku,66,56,p66:l34,3,hair,1,R,Rakkaya Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-rakkaya,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site R]",silkorwakodaku2022:i003:R:f1
behera2022korwakodaku,66,56,p66:l35,3,hair,1,S,Sagardinwa Kodaku,Kodaku target,ubɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2004-sagardinwa,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site S]",silkorwakodaku2022:i003:S:f1
behera2022korwakodaku,66,56,p66:l34,3,hair,1,T,Tanmai mixed variety,Tanmai comparison control,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site T]",
behera2022korwakodaku,66,56,p66:l39,3,hair,5,U,Mahuabathan Mundari,Mundari comparison control,uːʔum,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site U]",
behera2022korwakodaku,66,56,p66:l37,3,hair,3,V,Kotgohna Sadri,Sadri comparison control,tʃun̪d̪i,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site V]",
behera2022korwakodaku,66,56,p66:l34,3,hair,1,Z,Sardih Korwa,Korwa target,ub,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-sardih,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site Z]",silkorwakodaku2022:i003:Z:f1
behera2022korwakodaku,66,56,p66:l36,3,hair,2,Z,Sardih Korwa,Korwa target,kɛ̃s,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-sardih,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site Z]",silkorwakodaku2022:i003:Z:f2
behera2022korwakodaku,66,56,p66:l32,3,hair,1,b,Jamuniatanr Kodaku,Kodaku target,uːb,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jamuniatanr,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site b]",silkorwakodaku2022:i003:b:f1
behera2022korwakodaku,66,56,p66:l32,3,hair,1,c,Chainpur Kodaku,Kodaku target,uːb,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chainpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site c]",silkorwakodaku2022:i003:c:f1
behera2022korwakodaku,66,56,p66:l35,3,hair,1,d,Dhengura Kodaku,Kodaku target,ubɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-dhengura,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site d]",silkorwakodaku2022:i003:d:f1
behera2022korwakodaku,66,56,p66:l32,3,hair,1,j,Jhaleria Kodaku,Kodaku target,uːb,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-jhaleria,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site j]",silkorwakodaku2022:i003:j:f1
behera2022korwakodaku,66,56,p66:l36,3,hair,2,k,Kesrelmal Standard Sadri,Sadri comparison control,kɛ̃s,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site k]",
behera2022korwakodaku,66,56,p66:l38,3,hair,4,m,Chilma Kodaku,Kodaku target,rɔã,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site m]",silkorwakodaku2022:i003:m:f1
behera2022korwakodaku,66,56,p66:l32,3,hair,1,p,Kodakupara Kodaku,Kodaku target,uːb,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site p]",silkorwakodaku2022:i003:p:f1
behera2022korwakodaku,66,56,p66:l35,3,hair,1,p,Kodakupara Kodaku,Kodaku target,ubɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-kodakupara,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site p]",silkorwakodaku2022:i003:p:f2
behera2022korwakodaku,66,56,p66:l35,3,hair,1,t,Tharki Kodaku,Kodaku target,ubɨ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-tharki,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site t]",silkorwakodaku2022:i003:t:f1
behera2022korwakodaku,66,56,p66:l32,3,hair,1,w,Baikanthpur Kodaku,Kodaku target,uːb,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,Kodaku,sil-kodaku-2005-baikanthpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 3, site w]",silkorwakodaku2022:i003:w:f1
behera2022korwakodaku,66,56,p66:l46,4,face,2,A,Husambu Asuri,Asuri comparison control,tʃɛhəɾa,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site A]",
behera2022korwakodaku,66,56,p66:l51,4,face,4,B,Dumortoli Sadri,Sadri comparison control,aːkh muh,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site B]",
behera2022korwakodaku,66,56,,4,face,,C,Chilma Korwa,Korwa target,,high,manual visual review of typeset source; text/OCR comparison only,confirmed-blank,missing,source explicitly assigns NO ENTRY to this site,kw,sil-korwa-2004-chilma,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site C]",
behera2022korwakodaku,66,56,,4,face,,D,Dhaneshpur Korwa,Korwa target,,high,manual visual review of typeset source; text/OCR comparison only,confirmed-blank,missing,source explicitly assigns NO ENTRY to this site,kw,sil-korwa-2004-dhaneshpur,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site D]",
behera2022korwakodaku,66,56,p66:l50,4,face,3,G,Gaseband Korwa,Korwa target,gʌlʊ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2005-gaseband,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site G]",silkorwakodaku2022:i004:G:f1
behera2022korwakodaku,66,56,,4,face,,H,Harrapat Korwa,Korwa target,,high,manual visual review of typeset source; text/OCR comparison only,confirmed-blank,missing,source explicitly assigns NO ENTRY to this site,kw,sil-korwa-2004-harrapat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site H]",
behera2022korwakodaku,66,56,p66:l44,4,face,1,J,Arahas Birjia,Birjia comparison control,menʌha,high,manual visual review of typeset source; text/OCR comparison only,complete,excluded,comparison control not installed,,,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site J]",
behera2022korwakodaku,66,56,p66:l47,4,face,2,K,Bladerpat Korwa,Korwa target,tʃɛhɾa,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site K]",silkorwakodaku2022:i004:K:f1
behera2022korwakodaku,66,56,p66:l50,4,face,3,K,Bladerpat Korwa,Korwa target,gʌlʊ,high,manual visual review of typeset source; text/OCR comparison only,complete,installed,,kw,sil-korwa-2004-bladerpat,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site K]",silkorwakodaku2022:i004:K:f2
behera2022korwakodaku,66,56,,4,face,,L,Kirkima Korwa,Korwa target,,high,manual visual review of typeset source; text/OCR comparison only,confirmed-blank,missing,source explicitly assigns NO ENTRY to this site,kw,sil-korwa-2004-kirkima,"behera2022korwakodaku[Appendix B.5, printed p. 56, item 4, site L]",
