Snapshot_Date,Entry_Key,PDF_Page,Printed_Page,Column,Column_Entry,Headword,Homograph_Number,IPA,Raw_POS,Gloss,Native_Example,English_Example,Scientific_Name,Relation_Label,Relation_Target,Relation_Target_Key,Dialect,Status,Reason,Tags,Source,Raw_Record,Review,Material_Error,Record_SHA256
2026-08-20,torwali2023student:p174:cL:e03,175,174,L,3,کیِنچن,,,,free variant ہاتار,,,,A kind fr. var. of,ہاتار,torwali2023student:p221:cL:e05,Sinkaen/Bahrain,excluded_no_ipa,source entry supplies no pronunciation,alternate dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 174, col. 2, entry 3]",کینچنfo .rav .rfہاتار dnik A ⏎ ےےے ⏎ ےof fern,"source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,b7f0ffedb4fed13b983e3b57949da122f13c530e2b1fefc3167e771279e79eb8
2026-08-20,torwali2023student:p181:cR:e03,182,181,R,3,گوگألے دیؤ,,gogæle deu,vi,To toddle,اے کال سی لؤ گوگألے دیدو۔,A one-year child toddles.,,,,,Sinkaen/Bahrain,installed,,verb intr dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 181, col. 1, entry 3]",گوگألے دیؤ] .iv ⏎ [gogæle deu ⏎ To toddle ⏎ اے کال سی لؤ گوگألے دیدو۔ ⏎ A one-year child toddles.,"source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,a2a90a08c0f72bd0502826f07538dde7c11751288fd7c091ed963248393c0fae
2026-08-20,torwali2023student:p181:cR:e05,182,181,R,5,گولی,,goli,n,"Tablet, pill Bullet",ی دوئ می گولی ہم ہودی۔,"Medicine comes in tablet, too.",,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 181, col. 1, entry 5]","گولی] .n llip ,telbaT ⏎ )1 [goli ⏎ ی ⏎ دوئ می گولی ہم ہودی۔ ⏎ Medicine comes in tablet, too. ⏎ Bullet ) 2 ⏎ لیوگ","source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,a95ceb33b9d38f7c94d2a89dcdaae83392cf1d99e5fabd4ed73699b03c722798
2026-08-20,torwali2023student:p194:cL:e01,195,194,L,1,لھیگیِل,,lʰegi:l,n,"Broom, mop",لھیگیل دے پوت ڙھندی۔,Floor is swept with a broom.,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 194, col. 2, entry 1]","لھیگیل] .n ,moorB ⏎ l:igeʰl[ ⏎ mop ⏎ لھیگیل دے پوت ڙھندی۔ ⏎ Floor is swept with a broom. ⏎ لیگیھل ⏎ ِ","source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,5a6069463d4386c551db91f49757995574708fb784d4a93f8bf8cec620e4de22
2026-08-20,torwali2023student:p201:cL:e02,202,201,L,2,مُسکنئ,,muskəi,adj,Smiley,ی سے مسکئ تھو۔,He is a smiley guy.,,,,,Sinkaen/Bahrain,installed,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 201, col. 2, entry 2]",مسکنئ] .jda yelimS ⏎ [muskəi ⏎ ی ⏎ سے مسکئ تھو۔ ⏎ He is a smiley guy.,"source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,c5ab2aa168138a3d2db736f4b5718d6c6024c5eb779171b1a8e107fa1cf786ac
2026-08-20,torwali2023student:p209:cR:e05,210,209,R,5,مین,,mez,n,Table,ن مری زید کتاب تھو۔,The book is on the table. )(,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 209, col. 1, entry 5]",مین] .n elbaT ⏎ [mez ⏎ ن ⏎ مری زید کتاب تھو۔ ⏎ The book is on the table. ⏎ (.rav .rf ٹیول),"source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,e9d7a6d30af60eec11fbe61085f45ace44ba1c4988982570a4cbd3d4b5d73c2e
2026-08-20,torwali2023student:p215:cR:e03,216,215,R,3,نن,,nən,adj,"Naked, nude",لوڑ نن پیدا ہودو۔,A child is born naked.,,,,,Sinkaen/Bahrain,installed,,adj dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 215, col. 1, entry 3]","نن] .jda edun ,dekaN ⏎ [nən ⏎ لوڑ نن پیدا ہودو۔ ⏎ A child is born naked.","source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,4f5525d711b38d8ae777263f23c1daca67b6e405f62b6992ae212be819d60c65
2026-08-20,torwali2023student:p217:cL:e02,218,217,L,2,نیاشام ش خڑنن,,,n,Dusk,ی نیاشام خڑئ می دھأک دھأک پشدی۔,We see less in the dusk.,,,,,Sinkaen/Bahrain,excluded_no_ipa,source entry supplies no pronunciation,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 217, col. 2, entry 2]",نیاشام ش خڑنن ⏎ [niaʃa:m si ⏎ Dusk n. ] ⏎ χəɾəi ⏎ ی ⏎ نیاشام خڑئ می دھأک دھأک ⏎ پشدی۔ ⏎ We see less in the dusk.,"source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,9b8be7b314ef25d423af55b644e716bb410aa613cd5df7e8e763e30322255257
2026-08-20,torwali2023student:p219:cL:e04,220,219,L,4,وجہ,,wɟa,n,"Cause, reason",چھی خفگان سی کا وجہ چھی؟,What is the reason of your worry?,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 219, col. 2, entry 4]","وجہ] .n nosaer ,esuaC ⏎ [wɟa ⏎ چھی خفگان سی کا وجہ چھی؟ ⏎ What is the reason of your ⏎ worry?","source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,d1ba4a2a1454895e5007a8f9a29dc4a34a308e9138d71d2c2551a43986cbf2dc
2026-08-20,torwali2023student:p229:cL:e02,230,229,L,2,یُواڑ,,yu:aɾ,n,Pair of bulls in a yoke,گوا سی یواڑ بھوم می چھی۔,A pair of bull in yokes is in the field.,,,,,Sinkaen/Bahrain,installed,,noun dialect:Tor:torwali2023student-BAH:Bahrain%20%28Torwali%202023%29,"torwali2023student[p. 229, col. 2, entry 2]",یواڑ] .n sllub fo riaP ⏎ [yu:aɾ ⏎ in a yoke ⏎ گوا سی یواڑ بھوم می چھی۔ ⏎ A pair of bull in yokes is in the ⏎ field. ⏎ ُ ⏎ ڑ اوی,"source-image-verified: IPA, gloss, POS, dialect marker, and inclusion status; PDF ToUnicode headword candidate excluded from canonical Native",no,fa3d0f3dcc102e01a875245a7c520da587451197192dcb1e97e43cbfd9767feb
