Snapshot_Date,Collation_Date,Unit_ID,PDF_Page,Printed_Page,Raw_Form,Raw_Gloss_German,English_Gloss,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Key,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-24,2026-08-24,p184:e10,13,184,ači,Auge,eye,installed_form,ači,43,buddruss-wama2006:p184:e10,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 10]",9f49523ebd87b8564d6656e4c2c592be9407eb1b01846360db70f457ce1406fd
2026-08-24,2026-08-24,p184:e11,13,184,a čit,einige,some,installed_form,a čit,,buddruss-wama2006:p184:e11,source presents Turner 4831 versus 3167 as alternatives,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 11]",d0f7c11e7f5bd08279de9e1a5e3c4b7e8dac8a9379cffae620c68a351d020e37
2026-08-24,2026-08-24,p184:e12,13,184,ač,eins,one,installed_form,ač,,buddruss-wama2006:p184:e12,source's relation to aika is uncertain,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 12]",a65d92b83f464c6e70cf7747c851e22cee570d1f0972486bd85a6b2987ed19c0
2026-08-24,2026-08-24,p184:e13,13,184,ačəgə,kalt,cold,installed_form,ačəgə,1078,buddruss-wama2006:p184:e13,masculine headword form,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 13]",30b8386d1f7eb7dba986fea144f950bf9bfd7081a5d99f6590a4da308013ddb5
2026-08-24,2026-08-24,p184:e13,13,184,ačegi,kalt,cold,installed_form,ačegi,1078,buddruss-wama2006:p184:e13:v2,feminine headword form,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 13]",c140694fd0f1a8856d7c4915c9104e70fac8c410cdc66774c1d8c6e188624179
2026-08-24,2026-08-24,p184:e14,13,184,ačəwə́,Schatten,shade; shadow,installed_form,ačəwə́,,buddruss-wama2006:p184:e14,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 14]",76378adcd6b84a1871da2729583371fb325e451869e94a3e44d64d49ce943f85
2026-08-24,2026-08-24,p184:e15,13,184,ūdr-,fliegen,fly,installed_form,ūdr-,2001,buddruss-wama2006:p184:e15,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 15]",5e7dfe09babd3dcf9ebb49fff8250dad9699288cfb3604c01893a2a0d39c8db4
2026-08-24,2026-08-24,p184:e15,13,184,undr-,fliegen,fly,installed_form,undr-,2001,buddruss-wama2006:p184:e15:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 15]",74d637b4cc0c3153a688ed8a5c75635407f0018e5e743a94a88f6652867e8e21
2026-08-24,2026-08-24,p184:e16,13,184,ūdrāwat,Flügel,wing,installed_form,ūdrāwat,,buddruss-wama2006:p184:e16,source's comparison to T. 7733 is tentative,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 16]",b43fd2d3921b31201ae670e0e58900de25fcf8581d4a9ade7f8ab36e69f431e6
2026-08-24,2026-08-24,p184:e17,13,184,adusestə́,leicht von Gewicht,light in weight,installed_form,adusestə́,,buddruss-wama2006:p184:e17,etymology and analysis are tentative,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 17]",2fd126f6f4903c38e9f084451ffdb397f9ae24c10b8fec69126d5c8dff711827
2026-08-24,2026-08-24,p184:e18,13,184,oga-,hochnehmen,lift up,installed_form,oga-,1967,buddruss-wama2006:p184:e18,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 18]",a283928acd45ece37e9fce152fa549c9493967ee64ef0ba3b7caab6d376b4b56
2026-08-24,2026-08-24,p184:e18,13,184,õga-,hochnehmen,lift up,installed_form,õga-,1967,buddruss-wama2006:p184:e18:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 18]",2353088fbe0f0b32ed96ea3886076f1733e4b65c78955b30936cbfc06bbd8e53
2026-08-24,2026-08-24,p184:e19,13,184,augān,"Afghane, Pashtune",Afghan; Pashtun,installed_form,augān,,buddruss-wama2006:p184:e19,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 19]",dd639be0a5182caf6c427c792db627017e28205aec9cb0f505ec66a6cccea3d0
2026-08-24,2026-08-24,p184:e20,13,184,okas-,senkrecht hochschauen,look straight upward,installed_form,okas-,,buddruss-wama2006:p184:e20,directional compound of o- and kas-,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 20]",c833d0e6af98f53cef3d539c6f1ea78dee5b5cad6733f4c7bef9cbbe5a6a7050
2026-08-24,2026-08-24,p184:e21,13,184,amə́,Haus,house,installed_form,amə́,560,buddruss-wama2006:p184:e21,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 21]",9ed7ab3edc23ef9f4f5362f1c349720527960b5112ea0369950f20d96dee590f
2026-08-24,2026-08-24,p184:e21,13,184,amā́,Haus,house,installed_form,amā́,560,buddruss-wama2006:p184:e21:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 21]",bb7aaf792c0a1e4882d01f4352eee440982c1b0eb2bd039e0c2185b8a9d29593
2026-08-24,2026-08-24,p184:e22,13,184,imā́,mein,my,installed_form,imā́,,buddruss-wama2006:p184:e22,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 22]",012c4ed376c2501aef4724fc78124717ba89d5d919efd486e23b4a36e3e5b413
2026-08-24,2026-08-24,p184:e23,13,184,imə́,wir,we,installed_form,imə́,986,buddruss-wama2006:p184:e23,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 23]",d34211ab8a0b2fa748aac28a5fa886a36fce0c239f19edb137b538f67401f75e
2026-08-24,2026-08-24,p184:e24,13,184,aŋā́,Feuer,fire,installed_form,aŋā́,125,buddruss-wama2006:p184:e24,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 184, glossary entry 24]",969284cbebb825d8d0471b09ca4b308182d3a4d7cf8f68728cda64668ac487de
2026-08-24,2026-08-24,p185:e01,14,185,onis-,aufgehen Sonne,rise; come out,installed_form,onis-,,buddruss-wama2006:p185:e01,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 01]",c6e930ae31f6a12d055f4f3f8e002de164a9b7104351d69ad66d91b3ba0b037f
2026-08-24,2026-08-24,p185:e01,14,185,unis-,aufgehen Sonne,rise; come out,installed_form,unis-,,buddruss-wama2006:p185:e01:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 01]",c4f285ee6caeaf8d57f52dcefddf4779692d65d172d8820bb0ca318f65631b87
2026-08-24,2026-08-24,p185:e02,14,185,istā́,Stern,star,installed_form,istā́,13713,buddruss-wama2006:p185:e02,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 02]",5d1e503649a692f34d223e1636357539650366c8df3ebf3d0543b7fe62c251cb
2026-08-24,2026-08-24,p185:e02,14,185,istə̄́,Stern,star,installed_form,istə̄́,13713,buddruss-wama2006:p185:e02:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 02]",cd6c002883d50c20d3fa6950f8abe94883b61b5cdda359a3218012ef7fe60c54
2026-08-24,2026-08-24,p185:e03,14,185,ōst-,aufstehen,stand up,installed_form,ōst-,1900,buddruss-wama2006:p185:e03,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 03]",11a62334db0b807a1b645eed030e48744ee1e3b870748e871cbc25413a8b7a16
2026-08-24,2026-08-24,p185:e04,14,185,istrī́,Ehefrau,wife,installed_form,istrī́,13734,buddruss-wama2006:p185:e04,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 04]",d6689f4676806ddce28e9b0f1ddc5e2eb9b8b9dd9bdcdb2d7d84945988027a34
2026-08-24,2026-08-24,p185:e05,14,185,istrṓ,Sichel,sickle,installed_form,istrṓ,,buddruss-wama2006:p185:e05,source treats etymology as uncertain,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 05]",e13e1a44ea0cf208b7c3b2b1213f39d0060939d2b42765f4202e470fb51ece3a
2026-08-24,2026-08-24,p185:e06,14,185,aṣai,versammelt,assembled,installed_form,aṣai,1468,buddruss-wama2006:p185:e06,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 06]",c44a8b97544c1ee46636c87c93f9556928916ef524809346899ede243115f99e
2026-08-24,2026-08-24,p185:e07,14,185,uṣṭ,Lippe,lip,installed_form,uṣṭ,2503,buddruss-wama2006:p185:e07,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 07]",f9e58c42d638cfba2581919e659ec8d5142f2468e185372bf7957bf69ac6a2fe
2026-08-24,2026-08-24,p185:e08,14,185,ut-,sich hinstellen,stand oneself up,installed_form,ut-,1907,buddruss-wama2006:p185:e08,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 08]",2064210e714e24a68203a51b35cc43cd57b0b052944a9db13a1333c9bac72144
2026-08-24,2026-08-24,p185:e09,14,185,utiə,innen,inside,installed_form,utiə,,buddruss-wama2006:p185:e09,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 09]",dd87bc442eeabea31c62a4e67beaf6d10f6a9d022a3b17a22ef18199c8c1ec2c
2026-08-24,2026-08-24,p185:e10,14,185,otādi-,hineingehen,go inside,installed_form,otādi-,,buddruss-wama2006:p185:e10,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 10]",07859c58b51a3e708df70594e1872c18d6058d4e0b31be0e57e75e1c4e537c90
2026-08-24,2026-08-24,p185:e11,14,185,oteipei,innen,inside,installed_form,oteipei,,buddruss-wama2006:p185:e11,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 11]",ddbf6227f902c15fae18f7c1556cf604fd33c9622db2f77e48f954ebeefebc68
2026-08-24,2026-08-24,p185:e12,14,185,autra,sohnlos,sonless,installed_form,autra,,buddruss-wama2006:p185:e12,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 12]",19010c70f3db4d2cbc150cbcce8bbb0bc708f793c8b31966702b47f179081544
2026-08-24,2026-08-24,p185:e12,14,185,autre,sohnlos,sonless,installed_form,autre,,buddruss-wama2006:p185:e12:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 12]",a4429a1d898b8984fba0123f9af848e40c53db2573adac1aa0620e314b49563e
2026-08-24,2026-08-24,p185:e13,14,185,utiē-(a)w-,(eilig) hereinkommen,come in quickly,installed_form,utiē-(a)w-,,buddruss-wama2006:p185:e13,directional compound,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 13]",e9178f2ff81fdbf00a2d8168261bafc75cb8e9404d63af885e8147718f63be38
2026-08-24,2026-08-24,p185:e14,14,185,aṭalə́,"Bergabschnitt, Dorfteil",mountain section; village quarter,installed_form,aṭalə́,,buddruss-wama2006:p185:e14,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 14]",d1a120af79eec52ad71a02ff6a361b6c6a43576db9eec9ebde07feccca6e0448
2026-08-24,2026-08-24,p185:e15,14,185,aw-,"sich rasch bewegen, springen",move quickly; jump,installed_form,aw-,,buddruss-wama2006:p185:e15,source marks Turner 1193 comparison with a query,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 15]",85b3bbecbce7733aa74719b8b9d22f5adbf32188feecbd52e1e124402e44a58b
2026-08-24,2026-08-24,p185:e16,14,185,b-,werden,become,installed_form,b-,9416,buddruss-wama2006:p185:e16,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 16]",53d33490cff25fa0f9f776ce8457ce1d4885caebccbd56abd50f863f4c025baa
2026-08-24,2026-08-24,p185:e17,14,185,ba-,können,be able,installed_form,ba-,,buddruss-wama2006:p185:e17,causative to b-; Ashkun comparison,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 17]",e2bdab4d8fdb55177bf0da5aa426e8d5598393ecb5e9269ef8fa7018b6129b23
2026-08-24,2026-08-24,p185:e18,14,185,-ba,Partikel beim Konjunktiv,conjunctive particle,installed_form,-ba,,buddruss-wama2006:p185:e18,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 18]",929f1c9b4e664c8edde4ae651554309a5d904d7857f9d2b45074c13c92992957
2026-08-24,2026-08-24,p185:e19,14,185,biē-,Richtungspräfix hinaus,outward,installed_form,biē-,,buddruss-wama2006:p185:e19,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 19]",5da816ce95c02fbeddbd84ca68bd4a67fc567c20ca9a4dcb46facd1de54f8d25
2026-08-24,2026-08-24,p185:e19,14,185,byē-,Richtungspräfix hinaus,outward,installed_form,byē-,,buddruss-wama2006:p185:e19:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 19]",2512f3bbfbb7d29a247d3587697c50fb0f3eb996af642a480ef41628acb43181
2026-08-24,2026-08-24,p185:e20,14,185,baḍi-,talab gehen,go downstream,installed_form,baḍi-,,buddruss-wama2006:p185:e20,directional compound,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 20]",981afa4b60d0926438b79bba05932293e3ce4e8385ff8a03a68b4f2f21ab8fed
2026-08-24,2026-08-24,p185:e21,14,185,baḍa,Bestechung,bribe,installed_form,baḍa,,buddruss-wama2006:p185:e21,from Pashto,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 21]",440e524f43bdfd3f12d45d59cc68470cae0c57df7b823163df55891036f53f5c
2026-08-24,2026-08-24,p185:e22,14,185,beikə́,Tür,door,installed_form,beikə́,,buddruss-wama2006:p185:e22,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 22]",f88ea568beafde4422802e4bf759b3bfbddd9d74ac4571deddd21eecf3d4a9e4
2026-08-24,2026-08-24,p185:e23,14,185,bal-,"sprechen, sagen",speak; say,installed_form,bal-,9406,buddruss-wama2006:p185:e23,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 23]",dbdb84ca4f0a2737ebb84c261f6a3d7db44145bf951e47b49de112fb99d418e5
2026-08-24,2026-08-24,p185:e24,14,185,beipā,außerhalb von,outside of,installed_form,beipā,,buddruss-wama2006:p185:e24,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 24]",b3d5d9c78d85fe8f59422316f356c5f4c4a7bbfe35269644c85976904f56ec4e
2026-08-24,2026-08-24,p185:e25,14,185,brā,Bruder,brother,installed_form,brā,9661,buddruss-wama2006:p185:e25,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 25]",2d1314cbda46a20c7dab1fe3e8dbb3ef18fade507503bcb7215aa1361f087c41
2026-08-24,2026-08-24,p185:e26,14,185,bərā,Präteritum zu gut- forttragen,carried away,installed_form,bərā,9588,buddruss-wama2006:p185:e26,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 26]",491b5bed5592f61689eb4330e73d8355c3e6f205b149927c88ca15dac94e6c69
2026-08-24,2026-08-24,p185:e26,14,185,birā,Präteritum zu gut- forttragen,carried away,installed_form,birā,9588,buddruss-wama2006:p185:e26:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 26]",46ee9e8176cf69b19f53c6f7df60672f591258a68c982aca673b190df9b17ffd
2026-08-24,2026-08-24,p185:e27,14,185,bās,Wind,wind,installed_form,bās,11592,buddruss-wama2006:p185:e27,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 27]",8df98dbad7ff288dc4bfaa5785e09f11b190542dcc2f0257c84c1ff3f00b5c8d
2026-08-24,2026-08-24,p185:e28,14,185,bat-,"denken, meinen",think; suppose,installed_form,bat-,9276,buddruss-wama2006:p185:e28,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 28]",0744336407de61a40e21fe7aba3f928ed9b6d09b6bf80e7a37146eb501272ad7
2026-08-24,2026-08-24,p185:e29,14,185,bata-,denken lassen,cause to think; misinform,installed_form,bata-,,buddruss-wama2006:p185:e29,causative of bat-,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 185, glossary entry 29]",4b6606001debaaeeafd27db38a9fc48e8c5bf636893103b4d2ab368b283466db
2026-08-24,2026-08-24,p186:e01,15,186,baūtiə,innen,inside,installed_form,baūtiə,,buddruss-wama2006:p186:e01,used specifically of building interiors,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 01]",3ce228d7f5ac1ec58c11a6c824c079d02181f62d8868d7bc455b4cf11cf4c808
2026-08-24,2026-08-24,p186:e02,15,186,biē(a)w-,hinausspringen,jump out,installed_form,biē(a)w-,,buddruss-wama2006:p186:e02,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 02]",91c10263c4a59152295d7af6884d5c1e0e469c44f1051a0c76b3d838636c2aaa
2026-08-24,2026-08-24,p186:e02,15,186,byē(a)w-,hinausspringen,jump out,installed_form,byē(a)w-,,buddruss-wama2006:p186:e02:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 02]",c1c04a0d748884557c4b256ef0d83ab6e3dd07c0ef334da372c119c956f26050
2026-08-24,2026-08-24,p186:e03,15,186,bēyo,draußen,outside,installed_form,bēyo,,buddruss-wama2006:p186:e03,first printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 03]",c704cab942228d7fe8699ae4d8a23db7bbd595b22d9adcde0c55938d383df271
2026-08-24,2026-08-24,p186:e03,15,186,bēyu,draußen,outside,installed_form,bēyu,,buddruss-wama2006:p186:e03:v2,second printed headword alternate,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 03]",195499a3fc2e43f1b9b12ffde0cb6f4efd3c254621b849f1a14ee56a82d8635b
2026-08-24,2026-08-24,p186:e04,15,186,ce,"Präteritum zu ko- machen, sagen",did; said,installed_form,ce,,buddruss-wama2006:p186:e04,first printed gender form,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 04]",b501b5e1dfa4cb92756097c1dd42a90a262cb68049f7603079785ca134a71180
2026-08-24,2026-08-24,p186:e04,15,186,ci,"Präteritum zu ko- machen, sagen",did; said,installed_form,ci,,buddruss-wama2006:p186:e04:v2,second printed gender form,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 04]",8385b5ec6bf39701c21e07484d5197e6b9c9c2791b419496282c15c9de86c8a7
2026-08-24,2026-08-24,p186:e05,15,186,cima-karā,Schmied,blacksmith,installed_form,cima-karā,14496,buddruss-wama2006:p186:e05,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 05]",a036503222c24b1c3b83e40523870c4bb18d77209fd312bd714526a35510694b
2026-08-24,2026-08-24,p186:e06,15,186,cən,versteckt,hidden,installed_form,cən,5046,buddruss-wama2006:p186:e06,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 06]",d5b1ea0901025875d2054b253688914a57a74dcaeed9e6396d6ce409ba4b792e
2026-08-24,2026-08-24,p186:e07,15,186,cuniye,in Richtung auf,toward; in the direction of,installed_form,cuniye,,buddruss-wama2006:p186:e07,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 07]",e75073436096e3fc5c43329a40cb8e4369b6b2fda13394170c495bc1b4e15a6b
2026-08-24,2026-08-24,p186:e08,15,186,cestə,gemacht,made,installed_form,cestə,,buddruss-wama2006:p186:e08,ce plus -stə,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 08]",d6f944cc0fcbac7b03e86790775762cabfacb54fda5eb66ec965925034526e7c
2026-08-24,2026-08-24,p186:e09,15,186,citra-,schreiben,write,installed_form,citra-,4810,buddruss-wama2006:p186:e09,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 09]",87fd1912de20a9b3aeb039e10babd630a105d703e5464f087c1c382983ac0d9d
2026-08-24,2026-08-24,p186:e10,15,186,čital,"Magen, Bauch",stomach; belly,installed_form,čital,3157,buddruss-wama2006:p186:e10,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 10]",21a4d9544fcd2394b6e6bb22331253d5df0251a93a5d81b9590217c0eb5063e9
2026-08-24,2026-08-24,p186:e11,15,186,dai,Vater,father,installed_form,dai,6261,buddruss-wama2006:p186:e11,manually collated printed glossary headword,full manual census against the 400 dpi render; two Tesseract page-layout passes compared,no,"buddruss-wama2006[p. 186, glossary entry 11]",9f0c2df6036ae4d43079327ac29f026714046c23e87981549eaa0c64ee1a1093
