Item	Gloss	Site_Code	Site_Name	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
50	fire	DHA	Dharba	18	13	3	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
50	fire	KUK	Kukanar	18	13	4	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
50	fire	U5	Unlabeled fifth printed column	18	13	5	kic:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
51	smoke	TIR	Tiriya	18	13	1	gu:ñyikuɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
51	smoke	NET	Nethanar	18	13	2	gu:ñyikuɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
51	smoke	DHA	Dharba	18	13	3	gu:ñyikuɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
51	smoke	KUK	Kukanar	18	13	4	gu:ñyi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
51	smoke	U5	Unlabeled fifth printed column	18	13	5	gu:ñji	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
52	ash	TIR	Tiriya	18	13	1	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
52	ash	NET	Nethanar	18	13	2	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
52	ash	DHA	Dharba	18	13	3	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
52	ash	KUK	Kukanar	18	13	4	niɖ	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
52	ash	U5	Unlabeled fifth printed column	18	13	5	niɖu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
53	mud	TIR	Tiriya	18	13	1	dʒo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
53	mud	NET	Nethanar	18	13	2	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
53	mud	DHA	Dharba	18	13	3	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
53	mud	KUK	Kukanar	18	13	4	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
53	mud	U5	Unlabeled fifth printed column	18	13	5	jo:ba	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
54	stone	TIR	Tiriya	18	13	1	kɛl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
54	stone	NET	Nethanar	18	13	2	kɛl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
54	stone	DHA	Dharba	18	13	3	kɛl:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
54	stone	KUK	Kukanar	18	13	4	kɛl:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
54	stone	U5	Unlabeled fifth printed column	18	13	5	kɛl:u	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
55	dust	TIR	Tiriya	18	13	1	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
55	dust	NET	Nethanar	18	13	2	ʈuri/guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
55	dust	DHA	Dharba	18	13	3	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
55	dust	KUK	Kukanar	18	13	4	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
55	dust	U5	Unlabeled fifth printed column	18	13	5	guɳɖa	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
56	gold	TIR	Tiriya	18	13	1	con	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
56	gold	NET	Nethanar	18	13	2	co:n	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
56	gold	DHA	Dharba	18	13	3	co:n	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
56	gold	KUK	Kukanar	18	13	4	co:n	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
56	gold	U5	Unlabeled fifth printed column	18	13	5	co:nu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
57	brass	TIR	Tiriya	18	13	1	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
57	brass	NET	Nethanar	18	13	2	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
57	brass	DHA	Dharba	18	13	3	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
57	brass	KUK	Kukanar	18	13	4	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
57	brass	U5	Unlabeled fifth printed column	18	13	5	piʈal	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
58	silver	TIR	Tiriya	18	13	1	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
58	silver	NET	Nethanar	18	13	2	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
58	silver	DHA	Dharba	18	13	3	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
58	silver	KUK	Kukanar	18	13	4	caɳʈi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
58	silver	U5	Unlabeled fifth printed column	18	13	5	ru:p	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
59	iron	TIR	Tiriya	18	13	1	lov:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
59	iron	NET	Nethanar	18	13	2	lova	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
59	iron	DHA	Dharba	18	13	3	lov:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
59	iron	KUK	Kukanar	18	13	4	lov:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
59	iron	U5	Unlabeled fifth printed column	18	13	5	lov:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
60	forest	TIR	Tiriya	18	13	1	mɛram	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
60	forest	NET	Nethanar	18	13	2	mɛram	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
60	forest	DHA	Dharba	18	13	3	ran	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
60	forest	KUK	Kukanar	18	13	4	mɛram	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
60	forest	U5	Unlabeled fifth printed column	18	13	5	gup:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
61	plant	TIR	Tiriya	18	13	1	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
61	plant	NET	Nethanar	18	13	2	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
61	plant	DHA	Dharba	18	13	3	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
61	plant	KUK	Kukanar	18	13	4	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
61	plant	U5	Unlabeled fifth printed column	18	13	5	para	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
62	thorn	TIR	Tiriya	18	13	1	caka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
62	thorn	NET	Nethanar	18	13	2	caka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
62	thorn	DHA	Dharba	18	13	3	caka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
62	thorn	KUK	Kukanar	18	13	4	caka	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
62	thorn	U5	Unlabeled fifth printed column	18	13	5	koy:a	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
63	root	TIR	Tiriya	18	13	1	var	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
63	root	NET	Nethanar	18	13	2	var	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
63	root	DHA	Dharba	18	13	3	var	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
63	root	KUK	Kukanar	18	13	4	var	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
63	root	U5	Unlabeled fifth printed column	18	13	5	var	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
64	flower	TIR	Tiriya	18	13	1	pu:v	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
64	flower	NET	Nethanar	18	13	2	pu:va	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
64	flower	DHA	Dharba	18	13	3	pu:vu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
64	flower	KUK	Kukanar	18	13	4	pu:vu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
64	flower	U5	Unlabeled fifth printed column	18	13	5	pu:v	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
65	fruit	TIR	Tiriya	18	13	1	pʌl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
65	fruit	NET	Nethanar	18	13	2	pʌl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
65	fruit	DHA	Dharba	18	13	3	pʌl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
65	fruit	KUK	Kukanar	18	13	4	pʌlu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
65	fruit	U5	Unlabeled fifth printed column	18	13	5	pʌl:	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
66	mango	TIR	Tiriya	18	13	1	mɛɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
66	mango	NET	Nethanar	18	13	2	mɛɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
66	mango	DHA	Dharba	18	13	3	mɛɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
66	mango	KUK	Kukanar	18	13	4	mɛɖi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
66	mango	U5	Unlabeled fifth printed column	18	13	5	mɛɖu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
67	banana	TIR	Tiriya	18	13	1	u:lubi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
67	banana	NET	Nethanar	18	13	2	u:lubi	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
67	banana	DHA	Dharba	18	13	3	u:lupʌl	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
67	banana	KUK	Kukanar	18	13	4	u:lu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
67	banana	U5	Unlabeled fifth printed column	18	13	5	u:lu	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
68	tamarind	TIR	Tiriya	18	13	1	cupari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
68	tamarind	NET	Nethanar	18	13	2	cupari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
68	tamarind	DHA	Dharba	18	13	3	cupari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
68	tamarind	KUK	Kukanar	18	13	4	cupar	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
68	tamarind	U5	Unlabeled fifth printed column	18	13	5	cupari	attested	high		manual visual inspection of 600-dpi rendered page; difficult glyphs rechecked at 1200 dpi	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
