Wg,986,am'i,we,,,wir,"buddruss-waigali1992[p. 71, glossary entry 10]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 986.,buddruss-waigali1992:p71:e10,,,,pron dialect:Wg:nis:Nisheigram
Wg,283,änist'a,such,,,solch,"buddruss-waigali1992[p. 71, glossary entry 11]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 283.,buddruss-waigali1992:p71:e11,,,,demonstrative dialect:Wg:nis:Nisheigram
Wg,,aṇtal'a,crossed,,,gekreuzt,"buddruss-waigali1992[p. 71, glossary entry 12]",,source compares Wamai aṭ'ala,buddruss-waigali1992:p71:e12,,,,adj dialect:Wg:nis:Nisheigram
Wg,,ara-,throw away; disorder; destroy,,,"hinwerfen, wegwerfen, in Unordnung bringen, zerstören","buddruss-waigali1992[p. 71, glossary entry 13]",,,buddruss-waigali1992:p71:e13,,,,verb tr dialect:Wg:nis:Nisheigram
Wg,357,at'er,inside; inward,,,"innen, hinein","buddruss-waigali1992[p. 71, glossary entry 14]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 357.,buddruss-waigali1992:p71:e14,,,,spatial dialect:Wg:nis:Nisheigram
Wg,,atr'ö,straight upward,,,gerade hinauf,"buddruss-waigali1992[p. 71, glossary entry 15]",,opposite of brö,buddruss-waigali1992:p71:e15,,,,spatial dialect:Wg:nis:Nisheigram
Wg,9416,b-,become,,,werden,"buddruss-waigali1992[p. 72, glossary entry 01]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 9416.,buddruss-waigali1992:p72:e01,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,9477,ba-,be able,,,können,"buddruss-waigali1992[p. 72, glossary entry 02]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 9477.,buddruss-waigali1992:p72:e02,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,,-ba,genitive formative,,,Formans des Genitivs,"buddruss-waigali1992[p. 72, glossary entry 03]",,,buddruss-waigali1992:p72:e03,,,,suffix dialect:Wg:nis:Nisheigram
Wg,,-bār,abstract-noun suffix,,,Suffix,"buddruss-waigali1992[p. 72, glossary entry 04]",,"printed in daṇurab'ār, ištrimačb'ār, ǰentab'ār, trazab'ār",buddruss-waigali1992:p72:e04,,,,suffix dialect:Wg:nis:Nisheigram
Wg,,bašā-,challenge; accuse,,,"zur Rede stellen, beschuldigen","buddruss-waigali1992[p. 72, glossary entry 05]",,source's proposed T. 11589 is explicitly tentative,buddruss-waigali1992:p72:e05,,,,verb tr dialect:Wg:nis:Nisheigram
Wg,9183,ber'am,outside,,,außen,"buddruss-waigali1992[p. 72, glossary entry 06]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 9183. formed from ber plus suffix -am,buddruss-waigali1992:p72:e06,,,,spatial dialect:Wg:nis:Nisheigram
Wg,,bernes-,come out; reach spring,,,hinausgelangen; zum Frühling gelangen,"buddruss-waigali1992[p. 72, glossary entry 07]",,,buddruss-waigali1992:p72:e07,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,9238,ber'a,stupid,,,dumm,"buddruss-waigali1992[p. 72, glossary entry 08]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 9238.,buddruss-waigali1992:p72:e08,,,,adj dialect:Wg:nis:Nisheigram
Wg,,bin-,doubt; deliberate; regret,,,"im Zweifel sein, überlegen, nachdenken, bereuen","buddruss-waigali1992[p. 72, glossary entry 09]",,source's comparison to T. 9498 is tentative,buddruss-waigali1992:p72:e09,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,,brö,downward,,,hinab,"buddruss-waigali1992[p. 72, glossary entry 10]",,opposite of atr'ö,buddruss-waigali1992:p72:e10,,,,spatial dialect:Wg:nis:Nisheigram
Wg,9268,bur'a,deaf,,,taub,"buddruss-waigali1992[p. 72, glossary entry 11]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 9268.,buddruss-waigali1992:p72:e11,,,,adj dialect:Wg:nis:Nisheigram
Wg,5046,čin-,cut; fell; decide,,,"schneiden, fällen; entscheiden","buddruss-waigali1992[p. 72, glossary entry 12]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 5046.,buddruss-waigali1992:p72:e12,,,,verb tr dialect:Wg:nis:Nisheigram
Wg,,čipičipun'i,sound of dripping,,,Geräusch des Tröpfelns,"buddruss-waigali1992[p. 72, glossary entry 13]",,,buddruss-waigali1992:p72:e13,,,,noun onomatopoeia dialect:Wg:nis:Nisheigram
Wg,,čot,dung; manure,,,"Dung, Mist","buddruss-waigali1992[p. 72, glossary entry 14]",,,buddruss-waigali1992:p72:e14,,,,noun dialect:Wg:nis:Nisheigram
Wg,2814,č-,do; make; say,,,"machen, tun, sagen","buddruss-waigali1992[p. 73, glossary entry 01]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2814.,buddruss-waigali1992:p73:e01,,,,verb tr dialect:Wg:nis:Nisheigram
Wg,4824,čira-,be late,,,sich verspäten,"buddruss-waigali1992[p. 73, glossary entry 02]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 4824. denominative from cira-,buddruss-waigali1992:p73:e02,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,,da,emphatic expletive particle,,,Expletivpartikel zur Hervorhebung,"buddruss-waigali1992[p. 73, glossary entry 03]",,,buddruss-waigali1992:p73:e03,,,,part dialect:Wg:nis:Nisheigram
Wg,6793,dā,mountain,,,Berg,"buddruss-waigali1992[p. 73, glossary entry 04]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 6793.,buddruss-waigali1992:p73:e04,,,,noun dialect:Wg:nis:Nisheigram
Wg,6523,de,pre-Islamic god,,,Gott kafirisch,"buddruss-waigali1992[p. 73, glossary entry 05]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 6523.,buddruss-waigali1992:p73:e05,,,,noun dialect:Wg:nis:Nisheigram
Wg,6547,des,village,,,Dorf,"buddruss-waigali1992[p. 73, glossary entry 06]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 6547.,buddruss-waigali1992:p73:e06,,,,noun dialect:Wg:nis:Nisheigram
Wg,227,di-,go,,,gehen,"buddruss-waigali1992[p. 73, glossary entry 07]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 227. present stem; source also prints d-,buddruss-waigali1992:p73:e07,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,227,d-,go,,,gehen,"buddruss-waigali1992[p. 73, glossary entry 07]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 227. explicit alternate stem,buddruss-waigali1992:p73:e07:v2,buddruss-waigali1992:p73:e07,,,verb intr alternate dialect:Wg:nis:Nisheigram
Wg,200,di,also,,,auch,"buddruss-waigali1992[p. 73, glossary entry 08]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 200.,buddruss-waigali1992:p73:e08,,,,part dialect:Wg:nis:Nisheigram
Wg,6648,dū,two,,,zwei,"buddruss-waigali1992[p. 73, glossary entry 09]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 6648.,buddruss-waigali1992:p73:e09,,,,num dialect:Wg:nis:Nisheigram
Wg,6375,duk,sorrow; suffering,,,"Kummer, Leid","buddruss-waigali1992[p. 73, glossary entry 10]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 6375.,buddruss-waigali1992:p73:e10,,,,noun dialect:Wg:nis:Nisheigram
Wg,5524,daṇur'a,weak; incapable; cowardly; lowly; poor,,,"schwach, untüchtig, feige, niedrig, arm","buddruss-waigali1992[p. 73, glossary entry 11]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 5524.,buddruss-waigali1992:p73:e11,,,,adj dialect:Wg:nis:Nisheigram
Wg,,daṇurab'ār,lowliness,,,Niedrigkeit,"buddruss-waigali1992[p. 73, glossary entry 12]",,derived from daṇur'a with -bār,buddruss-waigali1992:p73:e12,,,,noun dialect:Wg:nis:Nisheigram
Wg,,e,one,,,ein,"buddruss-waigali1992[p. 73, glossary entry 13]",,short form of ew; source gives no Turner number in this entry,buddruss-waigali1992:p73:e13,,,,num dialect:Wg:nis:Nisheigram
Wg,2534,e-,come,,,kommen,"buddruss-waigali1992[p. 73, glossary entry 14]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2534.,buddruss-waigali1992:p73:e14,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,4147,gā,cow,,,Kuh,"buddruss-waigali1992[p. 73, glossary entry 15]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 4147.,buddruss-waigali1992:p73:e15,,,,noun dialect:Wg:nis:Nisheigram
Wg,4428,gar,household; family,,,"Hausstand, Familie","buddruss-waigali1992[p. 73, glossary entry 16]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 4428.,buddruss-waigali1992:p73:e16,,,,noun dialect:Wg:nis:Nisheigram
Wg,4440,gar'aš,day,,,Tag,"buddruss-waigali1992[p. 73, glossary entry 17]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 4440.,buddruss-waigali1992:p73:e17,,,,noun dialect:Wg:nis:Nisheigram
Wg,4008,go-,go,,,Präteritalstamm zu di- gehen,"buddruss-waigali1992[p. 73, glossary entry 18]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 4008. past stem of di-,buddruss-waigali1992:p73:e18,,,,verb intr pret stem dialect:Wg:nis:Nisheigram
Wg,4453,gol,valley; land,,,"Tal, Land","buddruss-waigali1992[p. 73, glossary entry 19]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 4453.,buddruss-waigali1992:p73:e19,,,,noun dialect:Wg:nis:Nisheigram
Wg,,ištič'ū,rain dripping through the roof,,,das Tropfen vom Dach ins Haus bei Regen,"buddruss-waigali1992[p. 73, glossary entry 20]",,first printed alternate,buddruss-waigali1992:p73:e20,,,,noun dialect:Wg:nis:Nisheigram
Wg,,ištač'ū,rain dripping through the roof,,,das Tropfen vom Dach ins Haus bei Regen,"buddruss-waigali1992[p. 73, glossary entry 20]",,second printed alternate,buddruss-waigali1992:p73:e20:v2,buddruss-waigali1992:p73:e20,,,noun alternate dialect:Wg:nis:Nisheigram
Wg,13734,ištr'i,wife,,,Ehefrau,"buddruss-waigali1992[p. 73, glossary entry 21]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 13734.,buddruss-waigali1992:p73:e21,,,,noun dialect:Wg:nis:Nisheigram
Wg,,ištri-mač-b'ār,marriage; married life,,,"Ehe, Eheleben","buddruss-waigali1992[p. 74, glossary entry 01]",,,buddruss-waigali1992:p74:e01,,,,noun dialect:Wg:nis:Nisheigram
Wg,,ǰat'a,other,,,ander,"buddruss-waigali1992[p. 74, glossary entry 02]",,first printed headword alternate,buddruss-waigali1992:p74:e02,,,,adj dialect:Wg:nis:Nisheigram
Wg,,jat'a,other,,,ander,"buddruss-waigali1992[p. 74, glossary entry 02]",,second printed headword alternate; relation to Wamai jad'a is unclear,buddruss-waigali1992:p74:e02:v2,buddruss-waigali1992:p74:e02,,,adj alternate dialect:Wg:nis:Nisheigram
Wg,5190,ǰay,good,,,gut,"buddruss-waigali1992[p. 74, glossary entry 03]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 5190.,buddruss-waigali1992:p74:e03,,,,adj dialect:Wg:nis:Nisheigram
Wg,5304,ǰar-,digest,,,verdauen,"buddruss-waigali1992[p. 74, glossary entry 04]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 5304.,buddruss-waigali1992:p74:e04,,,,verb tr dialect:Wg:nis:Nisheigram
Wg,5244,ǰent'a,alive,,,lebend,"buddruss-waigali1992[p. 74, glossary entry 05]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 5244. first printed headword alternate,buddruss-waigali1992:p74:e05,,,,adj dialect:Wg:nis:Nisheigram
Wg,5244,ǰet'a,alive,,,lebend,"buddruss-waigali1992[p. 74, glossary entry 05]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 5244. second printed headword alternate,buddruss-waigali1992:p74:e05:v2,buddruss-waigali1992:p74:e05,,,adj alternate dialect:Wg:nis:Nisheigram
Wg,,ǰentab'ār,being alive; life,,,"Lebendigsein, Leben","buddruss-waigali1992[p. 74, glossary entry 06]",,,buddruss-waigali1992:p74:e06,,,,noun dialect:Wg:nis:Nisheigram
Wg,13969,ǰūt,leopard,,,Leopard,"buddruss-waigali1992[p. 74, glossary entry 07]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 13969.,buddruss-waigali1992:p74:e07,,,,noun dialect:Wg:nis:Nisheigram
Wg,2814,ka,having done,,,Absolutiv zu č- tun,"buddruss-waigali1992[p. 74, glossary entry 08]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2814. absolutive of č-,buddruss-waigali1992:p74:e08,,,,participle dialect:Wg:nis:Nisheigram
Wg,,kāy,someone; anyone,,,irgendwer,"buddruss-waigali1992[p. 74, glossary entry 09]",,"source cites both Turner 2694 and 2696, so no single link is imposed",buddruss-waigali1992:p74:e09,,,,pron dialect:Wg:nis:Nisheigram
Wg,3815,kan-,laugh,,,lachen,"buddruss-waigali1992[p. 74, glossary entry 10]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 3815.,buddruss-waigali1992:p74:e10,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,2830,-kan,in; at,,,"Postposition in, bei","buddruss-waigali1992[p. 74, glossary entry 11]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2830.,buddruss-waigali1992:p74:e11,,,,postp dialect:Wg:nis:Nisheigram
Wg,,-kanty'āw,for; for the sake of,,,"Postposition um willen, für","buddruss-waigali1992[p. 74, glossary entry 12]",,first printed headword alternate,buddruss-waigali1992:p74:e12,,,,postp dialect:Wg:nis:Nisheigram
Wg,,-kanty'aw,for; for the sake of,,,"Postposition um willen, für","buddruss-waigali1992[p. 74, glossary entry 12]",,second printed headword alternate,buddruss-waigali1992:p74:e12:v2,buddruss-waigali1992:p74:e12,,,postp alternate dialect:Wg:nis:Nisheigram
Wg,,kar'a,hard-working; active,,,"hart arbeitend, aktiv","buddruss-waigali1992[p. 74, glossary entry 13]",,,buddruss-waigali1992:p74:e13,,,,adj dialect:Wg:nis:Nisheigram
Wg,,kaṣ'e,small bird of prey,,,ein Raubvogel,"buddruss-waigali1992[p. 74, glossary entry 14]",,,buddruss-waigali1992:p74:e14,,,,noun dialect:Wg:nis:Nisheigram
Wg,,kiš,what; why,,,"was, warum","buddruss-waigali1992[p. 74, glossary entry 15]",,,buddruss-waigali1992:p74:e15,,,,pron dialect:Wg:nis:Nisheigram
Wg,3167,kiti,how many; some,,,"wieviele, einige","buddruss-waigali1992[p. 74, glossary entry 16]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 3167.,buddruss-waigali1992:p74:e16,,,,num dialect:Wg:nis:Nisheigram
Wg,,kō,whom,,,Obliquus Singular zu kāy wer,"buddruss-waigali1992[p. 74, glossary entry 17]",,oblique singular of kāy,buddruss-waigali1992:p74:e17,,,,pron obl dialect:Wg:nis:Nisheigram
Wg,2814,kō,done,,,Präteritalstamm zu č- tun,"buddruss-waigali1992[p. 74, glossary entry 18]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2814. first printed headword alternate,buddruss-waigali1992:p74:e18,,,,verb tr pret stem dialect:Wg:nis:Nisheigram
Wg,2814,krō,done,,,Präteritalstamm zu č- tun,"buddruss-waigali1992[p. 74, glossary entry 18]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2814. second printed headword alternate,buddruss-waigali1992:p74:e18:v2,buddruss-waigali1992:p74:e18,,,verb tr pret stem alternate dialect:Wg:nis:Nisheigram
Wg,,k'oma,whose,,,wessen,"buddruss-waigali1992[p. 74, glossary entry 19]",,,buddruss-waigali1992:p74:e19,,,,pron dialect:Wg:nis:Nisheigram
Wg,,kor'ān,Qur'an,,,"Koran, Qur'an","buddruss-waigali1992[p. 74, glossary entry 20]",,from Arabic-Persian,buddruss-waigali1992:p74:e20,,,,noun loanword dialect:Wg:nis:Nisheigram
Wg,,kud'āy,God,,,Gott,"buddruss-waigali1992[p. 74, glossary entry 21]",,from Persian xudāy,buddruss-waigali1992:p74:e21,,,,noun loanword dialect:Wg:nis:Nisheigram
Wg,,lap'a,bundle of torches,,,Bündel von Fackeln,"buddruss-waigali1992[p. 75, glossary entry 01]",,,buddruss-waigali1992:p75:e01,,,,noun dialect:Wg:nis:Nisheigram
Wg,9981,mā,not; prohibitive,,,nicht beim Imperativ und Konjunktiv,"buddruss-waigali1992[p. 75, glossary entry 02]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 9981.,buddruss-waigali1992:p75:e02,,,,part neg dialect:Wg:nis:Nisheigram
Wg,,māl,right; entitlement,,,Recht,"buddruss-waigali1992[p. 75, glossary entry 03]",,source considers Arabic-Persian māl or ma'āl,buddruss-waigali1992:p75:e03,,,,noun loanword dialect:Wg:nis:Nisheigram
Wg,9888,mač,husband,,,Ehemann,"buddruss-waigali1992[p. 75, glossary entry 04]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 9888.,buddruss-waigali1992:p75:e04,,,,noun dialect:Wg:nis:Nisheigram
Wg,10049,man'aṣ,man,,,Mann,"buddruss-waigali1992[p. 75, glossary entry 05]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 10049.,buddruss-waigali1992:p75:e05,,,,noun dialect:Wg:nis:Nisheigram
Wg,,mel'a,conversation; word; matter,,,"Gespräch, Unterhaltung, Wort; Angelegenheit","buddruss-waigali1992[p. 75, glossary entry 06]",,source marks the comparison to Turner 10331 with a query,buddruss-waigali1992:p75:e06,,,,noun dialect:Wg:nis:Nisheigram
Wg,,meloḍ'a,eloquent; conversational,,,Gespräche habend,"buddruss-waigali1992[p. 75, glossary entry 07]",,,buddruss-waigali1992:p75:e07,,,,adj dialect:Wg:nis:Nisheigram
Wg,,Melak'an,Melakan,,,Personenname,"buddruss-waigali1992[p. 75, glossary entry 08]",,personal name,buddruss-waigali1992:p75:e08,,,,noun proper-noun dialect:Wg:nis:Nisheigram
Wg,10133,-mili,together with,,,Postposition zusammen mit,"buddruss-waigali1992[p. 75, glossary entry 09]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 10133.,buddruss-waigali1992:p75:e09,,,,postp dialect:Wg:nis:Nisheigram
Wg,10042,mŕa,nest,,,Nest,"buddruss-waigali1992[p. 75, glossary entry 10]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 10042. first printed headword alternate,buddruss-waigali1992:p75:e10,,,,noun dialect:Wg:nis:Nisheigram
Wg,10042,mŕā,nest,,,Nest,"buddruss-waigali1992[p. 75, glossary entry 10]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 10042. second printed headword alternate,buddruss-waigali1992:p75:e10:v2,buddruss-waigali1992:p75:e10,,,noun alternate dialect:Wg:nis:Nisheigram
Wg,10174,mūk,face; opposite; before,,,"Gesicht; gegenüber, vor","buddruss-waigali1992[p. 75, glossary entry 11]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 10174.,buddruss-waigali1992:p75:e11,,,,noun spatial dialect:Wg:nis:Nisheigram
Wg,6906,na,not,,,nicht,"buddruss-waigali1992[p. 75, glossary entry 12]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 6906.,buddruss-waigali1992:p75:e12,,,,part neg dialect:Wg:nis:Nisheigram
Wg,7067,nām,name,,,Name,"buddruss-waigali1992[p. 75, glossary entry 13]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 7067.,buddruss-waigali1992:p75:e13,,,,noun dialect:Wg:nis:Nisheigram
Wg,,n'äri,now,,,jetzt,"buddruss-waigali1992[p. 75, glossary entry 14]",,first printed headword alternate; etymology uncertain,buddruss-waigali1992:p75:e14,,,,adv dialect:Wg:nis:Nisheigram
Wg,,n'ari,now,,,jetzt,"buddruss-waigali1992[p. 75, glossary entry 14]",,second printed headword alternate,buddruss-waigali1992:p75:e14:v2,buddruss-waigali1992:p75:e14,,,adv alternate dialect:Wg:nis:Nisheigram
Wg,7580,nāṭ,dance,,,Tanz,"buddruss-waigali1992[p. 75, glossary entry 15]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 7580.,buddruss-waigali1992:p75:e15,,,,noun dialect:Wg:nis:Nisheigram
Wg,,o-,be,,,Präsens der Kopula sein,"buddruss-waigali1992[p. 75, glossary entry 16]",,source relates om to asmi and oš to asi without assigning a Turner number,buddruss-waigali1992:p75:e16,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,2445,oč,bear,,,Bär,"buddruss-waigali1992[p. 75, glossary entry 17]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 2445.,buddruss-waigali1992:p75:e17,,,,noun dialect:Wg:nis:Nisheigram
Wg,1814,opuǰ-,be born,,,geboren werden,"buddruss-waigali1992[p. 75, glossary entry 18]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 1814.,buddruss-waigali1992:p75:e18,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,,oṣ'a,satiety; enough,,,Sattheit; genug,"buddruss-waigali1992[p. 75, glossary entry 19]",,,buddruss-waigali1992:p75:e19,,,,noun part dialect:Wg:nis:Nisheigram
Wg,,pa,only,,,nur,"buddruss-waigali1992[p. 76, glossary entry 01]",,,buddruss-waigali1992:p76:e01,,,,part dialect:Wg:nis:Nisheigram
Wg,8118,pāč,side; direction,,,"Seite, Richtung","buddruss-waigali1992[p. 76, glossary entry 02]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 8118.,buddruss-waigali1992:p76:e02,,,,noun dialect:Wg:nis:Nisheigram
Wg,,pāǰ'i,large bird of prey; eagle,,,ein großer Raubvogel,"buddruss-waigali1992[p. 76, glossary entry 03]",,,buddruss-waigali1992:p76:e03,,,,noun dialect:Wg:nis:Nisheigram
Wg,,pār,blow; time,,,Schlag; mal,"buddruss-waigali1992[p. 76, glossary entry 04]",,,buddruss-waigali1992:p76:e04,,,,noun num dialect:Wg:nis:Nisheigram
Wg,,payd'a b-,arise; originate,,,entstehen,"buddruss-waigali1992[p. 76, glossary entry 05]",,from Persian,buddruss-waigali1992:p76:e05,,,,verb intr loanword dialect:Wg:nis:Nisheigram
Wg,7732,pat'om,afterward; later,,,"nachher, später","buddruss-waigali1992[p. 76, glossary entry 06]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 7732. first printed headword alternate,buddruss-waigali1992:p76:e06,,,,adv dialect:Wg:nis:Nisheigram
Wg,7732,pot'om,afterward; later,,,"nachher, später","buddruss-waigali1992[p. 76, glossary entry 06]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 7732. second printed headword alternate,buddruss-waigali1992:p76:e06:v2,buddruss-waigali1992:p76:e06,,,adv alternate dialect:Wg:nis:Nisheigram
Wg,8298,piš'ä,cat,,,Katze,"buddruss-waigali1992[p. 76, glossary entry 07]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 8298.,buddruss-waigali1992:p76:e07,,,,noun dialect:Wg:nis:Nisheigram
Wg,7785,pōt,path; road,,,Weg,"buddruss-waigali1992[p. 76, glossary entry 08]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 7785.,buddruss-waigali1992:p76:e08,,,,noun dialect:Wg:nis:Nisheigram
Wg,7700,poṭ,red soft imported cloth,,,roter weicher Stoff aus der Stadt,"buddruss-waigali1992[p. 76, glossary entry 09]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 7700.,buddruss-waigali1992:p76:e09,,,,noun dialect:Wg:nis:Nisheigram
Wg,8655,pr-,give,,,geben,"buddruss-waigali1992[p. 76, glossary entry 10]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 8655.,buddruss-waigali1992:p76:e10,,,,verb tr dialect:Wg:nis:Nisheigram
Wg,,prü,like; equal to,,,gleich wie,"buddruss-waigali1992[p. 76, glossary entry 11]",,first printed headword alternate,buddruss-waigali1992:p76:e11,,,,part degree dialect:Wg:nis:Nisheigram
Wg,,prüst'a,like; equal to,,,gleich wie,"buddruss-waigali1992[p. 76, glossary entry 11]",,second printed headword alternate,buddruss-waigali1992:p76:e11:v2,buddruss-waigali1992:p76:e11,,,part degree alternate dialect:Wg:nis:Nisheigram
Wg,,prust'a,like; equal to,,,gleich wie,"buddruss-waigali1992[p. 76, glossary entry 11]",,third printed headword alternate,buddruss-waigali1992:p76:e11:v3,buddruss-waigali1992:p76:e11,,,part degree alternate dialect:Wg:nis:Nisheigram
Wg,,pus'a,mouse,,,Maus,"buddruss-waigali1992[p. 76, glossary entry 12]",,source tentatively compares *mus'a,buddruss-waigali1992:p76:e12,,,,noun dialect:Wg:nis:Nisheigram
Wg,8310,püs b-,be lost; disappear,,,"verloren gehen, verschwinden","buddruss-waigali1992[p. 76, glossary entry 13]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 8310.,buddruss-waigali1992:p76:e13,,,,verb intr dialect:Wg:nis:Nisheigram
Wg,434,ri,but,,,aber,"buddruss-waigali1992[p. 76, glossary entry 14]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 434.,buddruss-waigali1992:p76:e14,,,,conj dialect:Wg:nis:Nisheigram
Wg,,ṛa,dative formative; for,,,Formans des Dativs oder Postposition für,"buddruss-waigali1992[p. 76, glossary entry 15]",,,buddruss-waigali1992:p76:e15,,,,postp dialect:Wg:nis:Nisheigram
Wg,12815,sa,that,,,jener,"buddruss-waigali1992[p. 76, glossary entry 16]",,Buddruss directly compares or assigns this headword to Turner/CDIAL 12815.,buddruss-waigali1992:p76:e16,,,,demonstrative dialect:Wg:nis:Nisheigram
