OM,126,aṅgārā,holy ash.,अंगारा,,,"tulpule1999[p. 3, entry 20]",,Sk. aṅgāraka,tulpule:p3:e20:v1,,,,m noun
OM,132,aṅgī,a shirt.,अंगी,,,"tulpule1999[p. 4, entry 3]",,Sk. aṅgikā/cf. āṅgī,tulpule:p4:e3:v1,,,,f noun
OM,114,aṅgulēṁ,a jacket.,अंगुलें,,,"tulpule1999[p. 4, entry 7]",,Sk. aṅga-/cf. āṅgulẽ,tulpule:p4:e7:v1,,,,n noun
OM,134,aṅguḷa,a finger; the breadth of a finger.,अंगुळ,,,"tulpule1999[p. 4, entry 9]",,Sk. aṅgula/cf. aṅgoḷī; āṅguḷī; āṅgoḷī,tulpule:p4:e9:v1,,,,f n noun
OM,66,agnisthāna,in Yoga) the cakra between the eyebrows.,अग्निस्थान,,,"tulpule1999[p. 4, entry 20]",,Sk.,tulpule:p4:e20:v1,,,,n noun
OM,68,aṅgra,the tip or point of a weapon.,अंग्र,,,"tulpule1999[p. 4, entry 22]",,Sk. agra,tulpule:p4:e22:v1,,,,n noun
OM,98a,agha,sin.,अघ,,,"tulpule1999[p. 5, entry 1]",,Sk.,tulpule:p5:e1:v1,,,,n noun
OM,168,añcaḷa,the loose end of a garment.,अंचळ,,,"tulpule1999[p. 5, entry 12]",,Sk. añcala/cf. acuḷā; āñcaḷe,tulpule:p5:e12:v1,,,,m noun
OM,168,añcaḷā,a short dhoti.,अंचळा,,,"tulpule1999[p. 5, entry 14]",,Sk. añcala-,tulpule:p5:e14:v1,,,,m noun
OM,168,acuḷā,the loose end of a garment.,अचुळा,,,"tulpule1999[p. 5, entry 19]",,Sk. añcala/cf. añcaḷa; āñcaḷe,tulpule:p5:e19:v1,,,,m noun
OM,145,aja,unborn.,अज,,,"tulpule1999[p. 5, entry 25]",,Sk.,tulpule:p5:e25:v1,,,,m adj
OM,r14,añjaṇē,to apply collyrium to the eyes.,अंजणे,,,"tulpule1999[p. 6, entry 2]",,Sk. √añj,tulpule:p6:e2:v1,,,,tr verb
OM,177,aṭavī,a forest.,अटवी,,,"tulpule1999[p. 6, entry 20]",,Sk.,tulpule:p6:e20:v1,,,,f noun
OM,177,aḍava,a thicket; dense bushes.,अडव,,,"tulpule1999[p. 7, entry 21]",,Sk. aṭavī/cf. aḍavī; āḍavī,tulpule:p7:e21:v1,,,,f noun
OM,177,aḍavī,a wilderness.,अडवी,,,"tulpule1999[p. 7, entry 23]",,Sk. aṭavī/cf. aḍava; āḍavī,tulpule:p7:e23:v1,,,,f noun
OM,7064,aḍināṁva,a name.,अडिनांव,,,"tulpule1999[p. 8, entry 1]",,-Sk. nāma/cf. āḍanã̄va,tulpule:p8:e1:v1,,,,n noun
OM,r624,aḍukhuḷaṇē,to slip; to falter.,अडुखुळणे,,,"tulpule1999[p. 8, entry 3]",,-Sk. √skhal/cf. āḍukhaḷaṇe,tulpule:p8:e3:v1,,,,intr verb
OM,399,aṇa,other.,अण,,,"tulpule1999[p. 8, entry 12]",,Sk. anya/cf. ana; anu; āna,tulpule:p8:e12:v1,,,,adj
OM,1109,aṇava,the science of the Aṇava deities.,अणव,,,"tulpule1999[p. 8, entry 16]",,Sk. āṇava/cf. āṇava; ānava; ānnava,tulpule:p8:e16:v1,,,,m f noun
OM,380,anta,intestines.,अंत,,,"tulpule1999[p. 8, entry 25]",,Sk. antra/cf. ānta,tulpule:p8:e25:v1,,,,n noun
OM,347,anta,a limit.; a last wish.,अंत,,,"tulpule1999[p. 8, entry 26]",,Sk. anta,tulpule:p8:e26:v1,,,,m noun
OM,347,antara,an end; a limit.,अंतर,,,"tulpule1999[p. 9, entry 2]",,Sk. anta-,tulpule:p9:e2:v1,,,,n noun
OM,367,antarāḷa,the class of deities whose abode is the sky.,अंतराळ,,,"tulpule1999[p. 9, entry 9]",,Sk. antarāla/cf. antrāḷa,tulpule:p9:e9:v1,,,,m n noun
OM,198,atasī,a linseed tree.,अतसी,,,"tulpule1999[p. 9, entry 13]",,Sk.,tulpule:p9:e13:v1,,,,f noun
OM,203,atikrānta,crossed over; escaped from.,अतिक्रांत,,,"tulpule1999[p. 9, entry 17]",,Sk.,tulpule:p9:e17:v1,,,,adj
OM,220,atīta,passed beyond; transcended.,अतीत,,,"tulpule1999[p. 10, entry 7]",,Sk.,tulpule:p10:e7:v1,,,,adj
OM,14218,antya,a member of one of the lowest castes; an Untouchable.,अंत्य,,,"tulpule1999[p. 10, entry 23]",,Sk.,tulpule:p10:e23:v1,,,,m noun
OM,367,antrāḷa,the sky.,अंत्राळ,,,"tulpule1999[p. 11, entry 2]",,Sk. antarāla/cf. antarāḷa,tulpule:p11:e2:v1,,,,m n noun
OM,230,atha,if; however.,अथ,,,"tulpule1999[p. 11, entry 4]",,Sk.,tulpule:p11:e4:v1,,,,conj
OM,230,tu,if; however.,तु,,,"tulpule1999[p. 11, entry 4]",,Sk.,tulpule:p11:e4:v2,tulpule:p11:e4:v1,,,conj
OM,231,athavā,or.,अथवा,,,"tulpule1999[p. 11, entry 6]",,Sk./cf. āthavā,tulpule:p11:e6:v1,,,,conj
OM,1506,anthuraṇa,a bed.,अंथुरण,,,"tulpule1999[p. 11, entry 8]",,Sk. āstaraṇa/cf. ānthuraṇa,tulpule:p11:e8:v1,,,,n noun
OM,240,adabhūta,fantastic.,अदभूत,,,"tulpule1999[p. 11, entry 11]",,Sk. adbhuta/cf. adbhuta,tulpule:p11:e11:v1,,,,adj
OM,250,adīka,too much.,अदीक,,,"tulpule1999[p. 11, entry 15]",,Sk. adhika/cf. adhīka; ādīka,tulpule:p11:e15:v1,,,,adj
OM,250,adhikāō,pride.,अधिकाओ,,,"tulpule1999[p. 12, entry 23]",,Sk. adhika-,tulpule:p12:e23:v1,,,,m noun
OM,262,adhiṣṭāna,a base; a support.; a generation of teachers.,अधिष्टान,,,"tulpule1999[p. 13, entry 10]",,Sk. adhiṣṭhāna,tulpule:p13:e10:v1,,,,n noun
OM,250,adhīka,an intercalary month.,अधीक,,,"tulpule1999[p. 13, entry 12]",,Sk. adhika/cf. adīka; ādīka,tulpule:p13:e12:v1,,,,m noun
OM,266,adhīna,subject (to).,अधीन,,,"tulpule1999[p. 13, entry 13]",,Sk.,tulpule:p13:e13:v1,,,,adj
OM,279,adhyāō,a section of a book.,अध्याओ,,,"tulpule1999[p. 13, entry 20]",,Sk. adhyāya,tulpule:p13:e20:v1,,,,m noun
OM,279,adhyāvō,a section of a book.,अध्यावो,,,"tulpule1999[p. 13, entry 20]",,Sk. adhyāya,tulpule:p13:e20:v2,tulpule:p13:e20:v1,,,m noun
OM,395,ana,food.,अन,,,"tulpule1999[p. 13, entry 27]",,Sk. anna/cf. anna; āna,tulpule:p13:e27:v1,,,,n noun
OM,399,ana,other.,अन,,,"tulpule1999[p. 13, entry 28]",,Sk. anya/cf. aṇa; anu; āna,tulpule:p13:e28:v1,,,,adj
OM,395,anna,food.,अंन,,,"tulpule1999[p. 14, entry 1]",,Sk. anna/cf. ana; āna,tulpule:p14:e1:v1,,,,n noun
OM,286,ananta,endless; infinite.; a silk band representing the god Ananta.; the text of the Ananta- vrata .; an earring.,अनंत,,,"tulpule1999[p. 14, entry 8]",,Sk.,tulpule:p14:e8:v1,,,,m noun
OM,290,anargha,priceless; invaluable.,अनर्घ,,,"tulpule1999[p. 14, entry 23]",,Sk.,tulpule:p14:e23:v1,,,,adj
OM,399,anāḍhaḷa,different; transformed.,अनाढळ,,,"tulpule1999[p. 15, entry 9]",,Sk. anya-,tulpule:p15:e9:v1,,,,adj
OM,399,anu,other.,अनु,,,"tulpule1999[p. 16, entry 12]",,Sk. anya/cf. aṇa; ana; āna,tulpule:p16:e12:v1,,,,m adj
OM,310,anukarmēṁ,in due time; in order.,अनुकर्में,,,"tulpule1999[p. 16, entry 15]",,Sk. anukrama-,tulpule:p16:e15:v1,,,,adj
OM,328,anumānaṇē,to infer; to be inferred.; to be in doubt; to waver.,अनुमानणे,,,"tulpule1999[p. 17, entry 8]",,Sk. anumāna-,tulpule:p17:e8:v1,,,,intr verb tr
OM,339,anusara,consent.; expression.,अनुसर,,,"tulpule1999[p. 18, entry 7]",,Sk. anusāra,tulpule:p18:e7:v1,,,,m noun
OM,339,anusaraḷa,in accordance with; suitably.,अनुसरळ,,,"tulpule1999[p. 18, entry 11]",,Sk. anusāra,tulpule:p18:e11:v1,,,,adv
OM,401,anētra,elsewhere.,अनेत्र,,,"tulpule1999[p. 18, entry 19]",,Sk. anyatra,tulpule:p18:e19:v1,,,,adv
OM,401,anautēṁ,elsewhere.,अनौतें,,,"tulpule1999[p. 19, entry 3]",,Sk. anyatra/cf. ānauta,tulpule:p19:e3:v1,,,,adv
OM,410,apakāra,a misdeed; an evil act.,अपकार,,,"tulpule1999[p. 20, entry 1]",,Sk.,tulpule:p20:e1:v1,,,,m noun
OM,1135,apaṅgaṇē,to adopt; to take as one's own.,अपंगणे,,,"tulpule1999[p. 20, entry 4]",,Sk. ātman-/cf. āpaṅgaṇe,tulpule:p20:e4:v1,,,,tr verb
OM,r833,apajavaṇē,to get; to obtain.,अपजवणे,,,"tulpule1999[p. 20, entry 7]",,Sk. √āp/cf. āpajavaṇe,tulpule:p20:e7:v1,,,,tr verb
OM,1196,apada,a difficult situation.,अपद,,,"tulpule1999[p. 20, entry 11]",,Sk. āpad,tulpule:p20:e11:v1,,,,f noun
OM,1135,apamurēṁ,spontaneously coagulating.,अपमुरें,,,"tulpule1999[p. 20, entry 14]",,Sk. ātman-/cf. āpamurẽ,tulpule:p20:e14:v1,,,,n adj
OM,434,apara,other.; next.; flowing toward the west.,अपर,,,"tulpule1999[p. 20, entry 17]",,Sk.,tulpule:p20:e17:v1,,,,m adj
OM,456,apavāda,scandal; malicious gossip.,अपवाद,,,"tulpule1999[p. 21, entry 5]",,Sk./cf. āpavāda,tulpule:p21:e5:v1,,,,m noun
OM,414,apakṣa,without wings.,अपक्ष,,,"tulpule1999[p. 21, entry 8]",,Sk.,tulpule:p21:e8:v1,,,,adj
OM,481,apāō,damage.,अपाओ,,,"tulpule1999[p. 21, entry 9]",,Sk. apāya/cf. apāvo,tulpule:p21:e9:v1,,,,m noun
OM,482,apāra,limitless.,अपार,,,"tulpule1999[p. 21, entry 16]",,Sk./cf. āpāra,tulpule:p21:e16:v1,,,,adj
OM,481,apāvō,harm.,अपावो,,,"tulpule1999[p. 21, entry 18]",,Sk. apāya/cf. apāo,tulpule:p21:e18:v1,,,,m noun
OM,433,apimāna,an insult.,अपिमान,,,"tulpule1999[p. 21, entry 20]",,Sk. apamāna/cf. apīmāna,tulpule:p21:e20:v1,,,,m noun
OM,1135,apula,one's own.,अपुल,,,"tulpule1999[p. 21, entry 23]",,Sk. ātman-/cf. āpula,tulpule:p21:e23:v1,,,,adj pron
OM,494,apūrva,unprecedented; not previously seen.,अपूर्व,,,"tulpule1999[p. 21, entry 25]",,Sk.,tulpule:p21:e25:v1,,,,adj
OM,1135,apaitē,without effort; naturally.,अपैते,,,"tulpule1999[p. 22, entry 1]",,Sk. ātman-/cf. āpaita,tulpule:p22:e1:v1,,,,adv
OM,573,ambara,the sky.; cloth.,अंबर,,,"tulpule1999[p. 22, entry 17]",,Sk.,tulpule:p22:e17:v1,,,,n noun
OM,577,ambha,water.,अंभ,,,"tulpule1999[p. 23, entry 6]",,Sk. ambhas/cf. āmbha,tulpule:p23:e6:v1,,,,n noun
OM,524,abhimāna,fondness.; pride.,अभिमान,,,"tulpule1999[p. 24, entry 8]",,Sk.,tulpule:p24:e8:v1,,,,m noun
OM,525,abhimukha,facing.,अभिमुख,,,"tulpule1999[p. 24, entry 11]",,Sk.,tulpule:p24:e11:v1,,,,adv
OM,542,abhyaṅga,a ritual bath.,अभ्यंग,,,"tulpule1999[p. 25, entry 4]",,Sk.,tulpule:p25:e4:v1,,,,m noun
OM,544,abhyantarila,inside; inner.,अभ्यंतरिल,,,"tulpule1999[p. 25, entry 5]",,Sk. abhyantara-,tulpule:p25:e5:v1,,,,adj
OM,544,abhyāntara,the mind; inner thoughts.,अभ्यांतर,,,"tulpule1999[p. 25, entry 8]",,Sk. abhyantara,tulpule:p25:e8:v1,,,,n noun
OM,547,abhyāsa,practice.; a test.,अभ्यास,,,"tulpule1999[p. 25, entry 9]",,Sk. abhyāsa,tulpule:p25:e9:v1,,,,m noun
OM,1224,abhraṇa,an ornament.,अभ्रण,,,"tulpule1999[p. 25, entry 11]",,Sk. ābharaṇa/cf. ābharaṇa,tulpule:p25:e11:v1,,,,n noun
OM,986,amaca,our (excluding the second person and including only the first and third persons).,अमच,,,"tulpule1999[p. 25, entry 13]",,Sk. asmad/cf. āmaca,tulpule:p25:e13:v1,,,,adj pron
OM,558,amarṣa,anger.,अमर्ष,,,"tulpule1999[p. 25, entry 18]",,Sk.,tulpule:p25:e18:v1,,,,m noun
OM,560,amā,together; in conjunction.,अमा,,,"tulpule1999[p. 25, entry 20]",,Sk.,tulpule:p25:e20:v1,,,,adv
OM,568,amuka,particular.,अमुक,,,"tulpule1999[p. 25, entry 22]",,Sk./cf. āmuka,tulpule:p25:e22:v1,,,,adj
OM,600,araṇa,a forest.,अरण,,,"tulpule1999[p. 26, entry 23]",,Sk. araṇya,tulpule:p26:e23:v1,,,,n noun
OM,599,araṇī,a fire stick used to light a sacrificial fire.,अरणी,,,"tulpule1999[p. 26, entry 25]",,Sk. araṇi,tulpule:p26:e25:v1,,,,m noun
OM,690,arisēṁ,piles; hemorrhoids.,अरिसें,,,"tulpule1999[p. 27, entry 8]",,Sk. arśas,tulpule:p27:e8:v1,,,,n noun
OM,616,aruṇa,the charioteer of the sun.,अरुण,,,"tulpule1999[p. 27, entry 13]",,Sk.,tulpule:p27:e13:v1,,,,m noun
OM,621,arē,a word of exclamation meant to give assurance.,अरे,,,"tulpule1999[p. 27, entry 17]",,Sk.,tulpule:p27:e17:v1,,,,indecl
OM,633,arghya,water offered at the respectful reception of a guest.,अर्घ्य,,,"tulpule1999[p. 27, entry 26]",,Sk.,tulpule:p27:e26:v1,,,,m noun
OM,r7,arcaṇē,"to worship ritually, to do pūjā to.",अर्चणे,,,"tulpule1999[p. 27, entry 27]",,Sk. √arc,tulpule:p27:e27:v1,,,,tr verb
OM,638,artha,for the sake of.,अर्थ,,,"tulpule1999[p. 28, entry 6]",,Sk./cf. arthĩ; ārthe,tulpule:p28:e6:v1,,,,postp dat
OM,638,artha,a purpose.; truth.; an action; a deed.,अर्थ,,,"tulpule1999[p. 28, entry 7]",,Sk./cf. ārtha,tulpule:p28:e7:v1,,,,m noun
OM,10602,artha,a chariot.,अर्थ,,,"tulpule1999[p. 28, entry 8]",,Sk. ratha,tulpule:p28:e8:v1,,,,m noun
OM,638,arthiṁ,for the sake of.,अर्थिं,,,"tulpule1999[p. 28, entry 10]",,Sk. artha-/cf. artha; ārthe,tulpule:p28:e10:v1,,,,postp dat
OM,722,alpasatā,with little expense and work.,अल्पसता,,,"tulpule1999[p. 29, entry 23]",,Sk. alpa-,tulpule:p29:e23:v1,,,,adv
OM,2661,avakaṇa,a grain of cereal.; a drop of water.,अवकण,,,"tulpule1999[p. 29, entry 26]",,-Sk. kaṇa,tulpule:p29:e26:v1,,,,m noun
OM,410,avakara,"disgust, boredom.",अवकर,,,"tulpule1999[p. 29, entry 27]",,Sk. apakāra,tulpule:p29:e27:v1,,,,m noun
OM,728,avakāśa,space; room.; scope; an opportunity.; defecation.; faeces; excrement.,अवकाश,,,"tulpule1999[p. 30, entry 3]",,Sk. avakāśa,tulpule:p30:e3:v1,,,,m noun
OM,728,avakāsa,space; room.; scope; an opportunity.; defecation.; faeces; excrement.,अवकास,,,"tulpule1999[p. 30, entry 3]",,Sk. avakāśa,tulpule:p30:e3:v2,tulpule:p30:e3:v1,,,m noun
OM,872,avacchā,a state; a condition.,अवच्छा,,,"tulpule1999[p. 31, entry 8]",,Sk. avasthā/cf. avastā; avasthā; āvastā; āvasthā,tulpule:p31:e8:v1,,,,f noun
OM,777,avatāra,an incarnation; a manifestation; a descent (of a god).; birth.,अवतार,,,"tulpule1999[p. 31, entry 20]",,Sk.,tulpule:p31:e20:v1,,,,m noun
OM,786,avadhāna,attention.,अवधान,,,"tulpule1999[p. 32, entry 5]",,Sk.,tulpule:p32:e5:v1,,,,n noun
OM,805,avara,deities etc.) inferior to the one supreme God.,अवर,,,"tulpule1999[p. 32, entry 13]",,Sk.,tulpule:p32:e13:v1,,,,m adj
OM,836,avalōka,light.,अवलोक,,,"tulpule1999[p. 33, entry 2]",,Sk.,tulpule:p33:e2:v1,,,,m noun
OM,445,avalhāvō,a charge; an accusation.,अवल्हावो,,,"tulpule1999[p. 33, entry 4]",,Sk. apalāpa/cf. avhaḷāo,tulpule:p33:e4:v1,,,,m noun
OM,860,avasāna,the end; death.; valour.,अवसान,,,"tulpule1999[p. 33, entry 13]",,Sk.,tulpule:p33:e13:v1,,,,n noun
OM,560,avasīṁ,early evening.,अवसीं,,,"tulpule1999[p. 33, entry 14]",,Sk. amā-?,tulpule:p33:e14:v1,,,,adv
OM,872,avastā,a state of the mind.; pangs of separation; a state of pining for an absent loved one.,अवस्ता,,,"tulpule1999[p. 33, entry 15]",,Sk. avasthā/cf. avacchā; avasthā; āvastā; āvasthā,tulpule:p33:e15:v1,,,,f noun
OM,872,avasthā,a state of mind.; dispassion; not caring.; rapture; a trancelike state (But A.F.: derangement).; intense desire.; a state of pining.; one of the eight types of knowledge given by the eight Bhairavas.,अवस्था,,,"tulpule1999[p. 34, entry 1]",,Sk./cf. avacchā; avastā; āvastā; āvasthā,tulpule:p34:e1:v1,,,,m f noun
OM,873,avasthāna,a long stay at one place.,अवस्थान,,,"tulpule1999[p. 34, entry 2]",,Sk./cf. āvasthāna,tulpule:p34:e2:v1,,,,n noun
OM,445,avhaḷāō,a charge; an accusation.,अव्हळाओ,,,"tulpule1999[p. 35, entry 13]",,Sk. apalāpa/cf. avalhāo,tulpule:p35:e13:v1,,,,m noun
OM,4,aṁśa,a ray.,अंश,,,"tulpule1999[p. 36, entry 6]",,Sk. aṃśu,tulpule:p36:e6:v1,,,,m noun
OM,922,aśvattha,a pippala tree.; the perishable material world.,अश्वत्थ,,,"tulpule1999[p. 36, entry 17]",,Sk. aśvattha,tulpule:p36:e17:v1,,,,m noun
OM,922,aśvatha,a pippala tree.; the perishable material world.,अश्वथ,,,"tulpule1999[p. 36, entry 17]",,Sk. aśvattha,tulpule:p36:e17:v2,tulpule:p36:e17:v1,,,m noun
OM,1477,asakata,attached; involved.,असकत,,,"tulpule1999[p. 37, entry 4]",,Sk. āsakta,tulpule:p37:e4:v1,,,,adj
OM,1472,asavana,the month of Āśvina.,असवन,,,"tulpule1999[p. 37, entry 26]",,Sk. āśvina,tulpule:p37:e26:v1,,,,m noun
OM,919,asū,tears.,असू,,,"tulpule1999[p. 38, entry 26]",,Sk. aśru/cf. āsu,tulpule:p38:e26:v1,,,,n noun
OM,973,astavaṇē,to set (the sun etc.).,अस्तवणे,,,"tulpule1999[p. 39, entry 7]",,Sk. asta-/cf. stavaṇe,tulpule:p39:e7:v1,,,,intr verb
OM,982,asti,a bone.,अस्ति,,,"tulpule1999[p. 39, entry 9]",,Sk. asthi/cf. āstī,tulpule:p39:e9:v1,,,,f noun
OM,982,astī,a bone.,अस्ती,,,"tulpule1999[p. 39, entry 9]",,Sk. asthi/cf. āstī,tulpule:p39:e9:v2,tulpule:p39:e9:v1,,,f noun
OM,13769,astīti,a state of trance.,अस्तीति,,,"tulpule1999[p. 39, entry 12]",,Sk. sthiti/cf. cchiti; stitī; stīti; sthiti,tulpule:p39:e12:v1,,,,f noun
OM,13698,astuti,praise.,अस्तुति,,,"tulpule1999[p. 39, entry 13]",,Sk. stuti/cf. stuta,tulpule:p39:e13:v1,,,,f noun
OM,13734,asturī,a woman.,अस्तुरी,,,"tulpule1999[p. 39, entry 14]",,Sk. strī/cf. astrī; āstrī; strī,tulpule:p39:e14:v1,,,,f noun
OM,979,astra,a missile made powerful with mantras.,अस्त्र,,,"tulpule1999[p. 39, entry 16]",,Sk.,tulpule:p39:e16:v1,,,,n noun
OM,13734,astrī,a woman.; a wife.,अस्त्री,,,"tulpule1999[p. 39, entry 17]",,Sk. strī/cf. asturī; āstrī; strī,tulpule:p39:e17:v1,,,,f noun
OM,13753,asthāna,a place.,अस्थान,,,"tulpule1999[p. 39, entry 19]",,Sk. sthāna/cf. āsthāna; sthāna,tulpule:p39:e19:v1,,,,n noun
OM,r659,asphuraṇē,to come to mind.; to blow.,अस्फुरणे,,,"tulpule1999[p. 39, entry 25]",,Sk. √sphur/cf. āsphuraṇe; sphuraṇe,tulpule:p39:e25:v1,,,,intr verb
OM,1232,ahira,of the Abhīra community.,अहिर,,,"tulpule1999[p. 40, entry 6]",,Sk. ābhīra,tulpule:p40:e6:v1,,,,adj
OM,996,ahō,oh; (a vocative particle).,अहो,,,"tulpule1999[p. 40, entry 13]",,Sk./cf. avo; āvo,tulpule:p40:e13:v1,,,,interj
OM,1373,aḷāpa,whining.,अळाप,,,"tulpule1999[p. 40, entry 26]",,Sk. ālāpa/cf. ālāpa; āḷāpa,tulpule:p40:e26:v1,,,,m noun
OM,722,aḷū,a little.,अळू,,,"tulpule1999[p. 41, entry 2]",,Sk. alpa,tulpule:p41:e2:v1,,,,adj
OM,28,akṣata,an invitation.,अक्षत,,,"tulpule1999[p. 41, entry 5]",,Sk./cf. akṣeta; āketa; ākhata; ākhetī; āṣata; āṣeta,tulpule:p41:e5:v1,,,,f noun
OM,1292a,akṣavāṇēṁ,a rite performed for longevity and to ward off evil.,अक्षवाणें,,,"tulpule1999[p. 41, entry 9]",,Sk. āyuṣya-/cf. akṣevāṇẽ; ākhivāṇī; ākhyavānī; ākṣevāevāṇẽ,tulpule:p41:e9:v1,,,,n noun
OM,1292a,akṣēvaṇēṁ,waving a tray with lighted oil lamps before someone as a sign of reverence.,अक्षेवणें,,,"tulpule1999[p. 41, entry 15]",,Sk. āyuṣya-/cf. akṣavāṇẽ; ākhivāṇī; ākhyavānī; ākṣavānī; ākṣevāṇẽ,tulpule:p41:e15:v1,,,,n noun
OM,1292a,āukha,the span of a person's life.,आउख,,,"tulpule1999[p. 42, entry 15]",,Sk. āyuṣya/cf. aükṣa; āükṣa; āyukṣa,tulpule:p42:e15:v1,,,,n noun
OM,1290,āuta,a plough.,आउत,,,"tulpule1999[p. 43, entry 4]",,Sk. āyukta?,tulpule:p43:e4:v1,,,,n noun
OM,1418,āurtti,an eddy; a whirlpool.,आउर्त्ति,,,"tulpule1999[p. 43, entry 5]",,Sk. āvarta,tulpule:p43:e5:v1,,,,f noun
OM,1292a,āukṣa,the span of a person's life.,आउक्ष,,,"tulpule1999[p. 43, entry 8]",,Sk. āyuṣya/cf. aükṣa; āükha; āyukṣa,tulpule:p43:e8:v1,,,,n noun
OM,106,āṅka,a slave,आंक,,,"tulpule1999[p. 43, entry 12]",,Sk. aṅkita/cf. aṅkita,tulpule:p43:e12:v1,,,,m noun
OM,100,āṅka,a mark; an imprint.,आंक,,,"tulpule1999[p. 43, entry 13]",,Sk. aṅka/cf. aṅka,tulpule:p43:e13:v1,,,,n noun
OM,102,āṅkaṇā,a slave.; an anklet stamped with images of one's conquered foes.,आंकणा,,,"tulpule1999[p. 43, entry 15]",,Sk. aṅkana/cf. aṅkaṇā; āṅkaṇẽ; āṅkanā,tulpule:p43:e15:v1,,,,m noun
OM,102,āṅkaṇēṁ,an anklet stamped with images of one's conquered foes.; a poetic eulogy.,आंकणें,,,"tulpule1999[p. 43, entry 17]",,Sk. aṅkana/cf. aṅkaṇā; āṅkaṇā; āṅkanā,tulpule:p43:e17:v1,,,,n noun
OM,106,āṅkanā,a trap.,आंकना,,,"tulpule1999[p. 43, entry 18]",,Sk. aṅkita-,tulpule:p43:e18:v1,,,,m noun
OM,102,āṅkanā,"an anklet stamped with images of one's conquered foes (See Raeside, GR., p. 91, n. 2).; an ornament.",आंकना,,,"tulpule1999[p. 43, entry 19]",,Sk. aṅkana/cf. aṅkaṇā; āṅkaṇā; āṅkaṇẽ,tulpule:p43:e19:v1,,,,m n noun
OM,102,āṅkanēṁ,"an anklet stamped with images of one's conquered foes (See Raeside, GR., p. 91, n. 2).; an ornament.",आंकनें,,,"tulpule1999[p. 43, entry 19]",,Sk. aṅkana/cf. aṅkaṇā; āṅkaṇā; āṅkaṇẽ,tulpule:p43:e19:v2,tulpule:p43:e19:v1,,,m n noun
