Bur,,bampfu,children,,,Donor form cited in Bashir's Khowar etymology: [< Bur. bampfu ‘children’s ball for playing foot-polo’ (L:1962: 44)],bashir2023,,Source form cited by Bashir: [< Bur. bampfu ‘children’s ball for playing foot-polo’ (L:1962: 44)],bashir:donor:Bur:391a74fa75,,,,source-form
Eng,,gallon,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘gallon’],bashir2023,,Source form cited by Bashir: [< Eng. ‘gallon’],bashir:donor:Eng:829432e161,,,,source-form
Eng,,gas,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘gas’],bashir2023,,Source form cited by Bashir: [< Eng. ‘gas’],bashir:donor:Eng:2c1474d1a7,,,,source-form
Eng,,German,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘German’],bashir2023,,Source form cited by Bashir: [< Eng. ‘German’],bashir:donor:Eng:6fd55368cd,,,,source-form
Eng,,glass,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘glass’],bashir2023,,Source form cited by Bashir: [< Eng. ‘glass’],bashir:donor:Eng:c23fe2b1b0,,,,source-form
Eng,,gramophone,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘gramophone’],bashir2023,,Source form cited by Bashir: [< Eng. ‘gramophone’],bashir:donor:Eng:1fbc781dea,,,,source-form
Eng,,horn,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘horn’],bashir2023,,Source form cited by Bashir: [< Eng. ‘horn’],bashir:donor:Eng:804d60a063,,,,source-form
Eng,,jail,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘jail’],bashir2023,,Source form cited by Bashir: [< Eng. ‘jail’],bashir:donor:Eng:5f78d47f7a,,,,source-form
Eng,,jeep,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘jeep’],bashir2023,,Source form cited by Bashir: [< Eng. ‘jeep’],bashir:donor:Eng:38e192e6ac,,,,source-form
Eng,,jerrycan,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘jerrycan’],bashir2023,,Source form cited by Bashir: [< Eng. ‘jerrycan’],bashir:donor:Eng:2a974f3f0f,,,,source-form
Eng,,jug,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘jug’],bashir2023,,Source form cited by Bashir: [< Eng. ‘jug’],bashir:donor:Eng:3d802bf48b,,,,source-form
Eng,,lantern,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘lantern’],bashir2023,,Source form cited by Bashir: [< Eng. ‘lantern’],bashir:donor:Eng:6266f7cccb,,,,source-form
Eng,,load,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘load’],bashir2023,,Source form cited by Bashir: [< Eng. ‘load’],bashir:donor:Eng:4f5410dc3f,,,,source-form
Eng,,lord,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘lord’],bashir2023,,Source form cited by Bashir: [< Eng. ‘lord’],bashir:donor:Eng:df302b1031,,,,source-form
Eng,,master,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘master’ (i.e. school teacher)],bashir2023,,Source form cited by Bashir: [< Eng. ‘master’ (i.e. school teacher)],bashir:donor:Eng:edaf969eaa,,,,source-form
Eng,,meeting,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘meeting’],bashir2023,,Source form cited by Bashir: [< Eng. ‘meeting’],bashir:donor:Eng:b4ca927f17,,,,source-form
Eng,,member,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘member’],bashir2023,,Source form cited by Bashir: [< Eng. ‘member’],bashir:donor:Eng:58b87c25a4,,,,source-form
Eng,,mile,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘mile’],bashir2023,,Source form cited by Bashir: [< Eng. ‘mile’],bashir:donor:Eng:59556b69a5,,,,source-form
Eng,,minute,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘minute’],bashir2023,,Source form cited by Bashir: [< Eng. ‘minute’],bashir:donor:Eng:28c1c0a1b3,,,,source-form
Eng,,motor,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘motor’],bashir2023,,Source form cited by Bashir: [< Eng. ‘motor’],bashir:donor:Eng:8968aff347,,,,source-form
Eng,,note,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘note’],bashir2023,,Source form cited by Bashir: [< Eng. ‘note’],bashir:donor:Eng:1ba33f4f89,,,,source-form
Eng,,number,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘number’],bashir2023,,Source form cited by Bashir: [< Eng. ‘number’],bashir:donor:Eng:7649cedc2e,,,,source-form
Eng,,operation,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘operation’],bashir2023,,Source form cited by Bashir: [< Eng. ‘operation’],bashir:donor:Eng:9952426890,,,,source-form
Eng,,paracetamol,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘paracetamol’],bashir2023,,Source form cited by Bashir: [< Eng. ‘paracetamol’],bashir:donor:Eng:cef2d4d02d,,,,source-form
Eng,,plaster,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘plaster’],bashir2023,,Source form cited by Bashir: [< Eng. ‘plaster’],bashir:donor:Eng:f3807757ca,,,,source-form
Eng,,plate,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘plate’],bashir2023,,Source form cited by Bashir: [< Eng. ‘plate’],bashir:donor:Eng:53745ba15f,,,,source-form
Eng,,plug,spark plug,,,Donor form cited in Bashir's Khowar etymology: [< Eng. plug ‘spark plug’],bashir2023,,Source form cited by Bashir: [< Eng. plug ‘spark plug’],bashir:donor:Eng:1ff9326923,,,,source-form
Eng,,pneumonia,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘pneumonia’],bashir2023,,Source form cited by Bashir: [< Eng. ‘pneumonia’],bashir:donor:Eng:38ae9fbd96,,,,source-form
Eng,,program,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘program’],bashir2023,,Source form cited by Bashir: [< Eng. ‘program’],bashir:donor:Eng:7685d2425f,,,,source-form
Eng,,propaganda,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘propaganda’],bashir2023,,Source form cited by Bashir: [< Eng. ‘propaganda’],bashir:donor:Eng:32d47f7d62,,,,source-form
Eng,,radio,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘radio’],bashir2023,,Source form cited by Bashir: [< Eng. ‘radio’],bashir:donor:Eng:577e1b9088,,,,source-form
Eng,,rag doll,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘rag doll’],bashir2023,,Source form cited by Bashir: [< Eng. ‘rag doll’],bashir:donor:Eng:58f3305f11,,,,source-form
Eng,,recruit,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘recruit’],bashir2023,,Source form cited by Bashir: [< Eng. ‘recruit’],bashir:donor:Eng:80326d9127,,,,source-form
Eng,,ribbon,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘ribbon’],bashir2023,,Source form cited by Bashir: [< Eng. ‘ribbon’],bashir:donor:Eng:3bfdcb612d,,,,source-form
Eng,,rocket,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘rocket’],bashir2023,,Source form cited by Bashir: [< Eng. ‘rocket’],bashir:donor:Eng:2640aebb34,,,,source-form
Eng,,scout,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘scout’],bashir2023,,Source form cited by Bashir: [< Eng. ‘scout’],bashir:donor:Eng:2d9bf5f9bc,,,,source-form
Eng,,secretary,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘secretary’],bashir2023,,Source form cited by Bashir: [< Eng. ‘secretary’],bashir:donor:Eng:6941be109a,,,,source-form
Eng,,self,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘self’],bashir2023,,Source form cited by Bashir: [< Eng. ‘self’],bashir:donor:Eng:4d98ed1b62,,,,source-form
Eng,,slate,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘slate’],bashir2023,,Source form cited by Bashir: [< Eng. ‘slate’],bashir:donor:Eng:339bfbf609,,,,source-form
Eng,,slip,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘slip’],bashir2023,,Source form cited by Bashir: [< Eng. ‘slip’],bashir:donor:Eng:41841a7f8b,,,,source-form
Eng,,slipper,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘slipper’],bashir2023,,Source form cited by Bashir: [< Eng. ‘slipper’],bashir:donor:Eng:0ccab69654,,,,source-form
Eng,,stapler,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘stapler’],bashir2023,,Source form cited by Bashir: [< Eng. ‘stapler’],bashir:donor:Eng:7b2f35cccf,,,,source-form
Eng,,tape recorder,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘tape recorder’],bashir2023,,Source form cited by Bashir: [< Eng. ‘tape recorder’],bashir:donor:Eng:91214572b0,,,,source-form
Eng,,tarpaulin,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘tarpaulin’],bashir2023,,Source form cited by Bashir: [< Eng. ‘tarpaulin’],bashir:donor:Eng:2e478d3471,,,,source-form
Eng,,TB,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘TB’],bashir2023,,Source form cited by Bashir: [< Eng. ‘TB’],bashir:donor:Eng:5da9166140,,,,source-form
Eng,,thermos,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘thermos’],bashir2023,,Source form cited by Bashir: [< Eng. ‘thermos’],bashir:donor:Eng:6dd4ccf752,,,,source-form
Eng,,tin,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘tin’],bashir2023,,Source form cited by Bashir: [< Eng. ‘tin’],bashir:donor:Eng:95664277eb,,,,source-form
Eng,,tractor,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘tractor’],bashir2023,,Source form cited by Bashir: [< Eng. ‘tractor’],bashir:donor:Eng:c1d4eef85c,,,,source-form
Eng,,turkey,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘turkey’],bashir2023,,Source form cited by Bashir: [< Eng. ‘turkey’],bashir:donor:Eng:bc7f99a0cd,,,,source-form
Eng,,vote,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘vote’],bashir2023,,Source form cited by Bashir: [< Eng. ‘vote’],bashir:donor:Eng:b0ec333cff,,,,source-form
Eng,,washer,,,,Donor form cited in Bashir's Khowar etymology: [< Eng. ‘washer’],bashir2023,,Source form cited by Bashir: [< Eng. ‘washer’],bashir:donor:Eng:90b0355f3a,,,,source-form
H,,gaz,yard,,,Donor form cited in Bashir's Khowar etymology: [< Ur. gaz ‘yard’],bashir2023,,Source form cited by Bashir: [< Ur. gaz ‘yard’],bashir:donor:H:1e83a1e9ea,,,,source-form
H,,ghanṭā,hour,,,Donor form cited in Bashir's Khowar etymology: [< Ur. ghanṭā ‘hour’],bashir2023,,Source form cited by Bashir: [< Ur. ghanṭā ‘hour’],bashir:donor:H:b92f95b495,,,,source-form
H,,ghaṛī,"watch, clock",,,"Donor form cited in Bashir's Khowar etymology: [< Ur. ghaṛī ‘watch, clock’]",bashir2023,,"Source form cited by Bashir: [< Ur. ghaṛī ‘watch, clock’]",bashir:donor:H:9dd80a35e3,,,,source-form
H,,gīṭī,playing piece,,,Donor form cited in Bashir's Khowar etymology: [< Ur. gīṭī ‘playing piece’],bashir2023,,Source form cited by Bashir: [< Ur. gīṭī ‘playing piece’],bashir:donor:H:be55db3ccf,,,,source-form
H,,ǰamāt,class (in school),,,Donor form cited in Bashir's Khowar etymology: [< Ur. ǰamāt ‘class (in school)’],bashir2023,,Source form cited by Bashir: [< Ur. ǰamāt ‘class (in school)’],bashir:donor:H:0d09c9206a,,,,source-form
H,,kamrā,room,,,Donor form cited in Bashir's Khowar etymology: [< Ur. kamrā ‘room’],bashir2023,,Source form cited by Bashir: [< Ur. kamrā ‘room’],bashir:donor:H:73d9dd2516,,,,source-form
H,,khiṛkī,window,,,Donor form cited in Bashir's Khowar etymology: [< Ur. khiṛkī ‘window’],bashir2023,,Source form cited by Bashir: [< Ur. khiṛkī ‘window’],bashir:donor:H:a75fceb65c,,,,source-form
H,,madad,"help, assistance",,,"Donor form cited in Bashir's Khowar etymology: [< Ur. madad ‘help, assistance’]",bashir2023,,"Source form cited by Bashir: [< Ur. madad ‘help, assistance’]",bashir:donor:H:b0f24f19ad,,,,source-form
H,,man,maund,,,Donor form cited in Bashir's Khowar etymology: [< Ur. man ‘maund’],bashir2023,,Source form cited by Bashir: [< Ur. man ‘maund’],bashir:donor:H:00a213ca55,,,,source-form
H,,masāla,mixed/ prepared cement,,,Donor form cited in Bashir's Khowar etymology: [< Ur. masāla ‘mixed/ prepared cement’],bashir2023,,Source form cited by Bashir: [< Ur. masāla ‘mixed/ prepared cement’],bashir:donor:H:944db7e116,,,,source-form
H,,mirgī,epilepsy,,,Donor form cited in Bashir's Khowar etymology: [< Ur. mirgī ‘epilepsy’ ],bashir2023,,Source form cited by Bashir: [< Ur. mirgī ‘epilepsy’ ],bashir:donor:H:bb475984e2,,,,source-form
H,,miṭhāī,,,,Donor form cited in Bashir's Khowar etymology: [< Ur. miṭhāī],bashir2023,,Source form cited by Bashir: [< Ur. miṭhāī],bashir:donor:H:5c02cdb9c4,,,,source-form
H,,"most recently, also",,,,"Donor form cited in Bashir's Khowar etymology: [< Ur. most recently, also (T5958)]",bashir2023,,"Source form cited by Bashir: [< Ur. most recently, also (T5958)]",bashir:donor:H:12f4c00147,,,,source-form
H,,nokarī,job,,,Donor form cited in Bashir's Khowar etymology: [< Ur. nokarī ‘job’],bashir2023,,Source form cited by Bashir: [< Ur. nokarī ‘job’],bashir:donor:H:3cbd02f154,,,,source-form
H,,pahāṛa,multiplication table,,,Donor form cited in Bashir's Khowar etymology: [< Ur. pahāṛa ‘multiplication table’ < Skt. (T8041)],bashir2023,,Source form cited by Bashir: [< Ur. pahāṛa ‘multiplication table’ < Skt. (T8041)],bashir:donor:H:8cc474e0c0,,,,source-form
H,,pirč,saucer,,,Donor form cited in Bashir's Khowar etymology: [< Ur. pirč ‘saucer’],bashir2023,,Source form cited by Bashir: [< Ur. pirč ‘saucer’],bashir:donor:H:2e3589dbc1,,,,source-form
H,,pūrā karnā,to complete,,,"Donor form cited in Bashir's Khowar etymology: [< Ur. pūrā karnā ‘to complete’, ‘to finish’]",bashir2023,,"Source form cited by Bashir: [< Ur. pūrā karnā ‘to complete’, ‘to finish’]",bashir:donor:H:0ecbb838a7,,,,source-form
H,,qabūl karnā,to accept,,,Donor form cited in Bashir's Khowar etymology: [< Ur. qabūl karnā ‘to accept’],bashir2023,,Source form cited by Bashir: [< Ur. qabūl karnā ‘to accept’],bashir:donor:H:8c4b7f9352,,,,source-form
H,,rukhnā,to stop,,,Donor form cited in Bashir's Khowar etymology: [< Ur. rukhnā ‘to stop’?],bashir2023,,Source form cited by Bashir: [< Ur. rukhnā ‘to stop’?],bashir:donor:H:339f567827,,,,source-form
H,,sabaq,lesson,,,Donor form cited in Bashir's Khowar etymology: [< Ur. sabaq ‘lesson’],bashir2023,,Source form cited by Bashir: [< Ur. sabaq ‘lesson’],bashir:donor:H:bbeb47c351,,,,source-form
H,,sænkṛā,aggregate of one hundred,,,Donor form cited in Bashir's Khowar etymology: [< Ur. sænkṛā ‘aggregate of one hundred’],bashir2023,,Source form cited by Bashir: [< Ur. sænkṛā ‘aggregate of one hundred’],bashir:donor:H:5d23df34a3,,,,source-form
H,,talāi,thin mattress,,,Donor form cited in Bashir's Khowar etymology: [< Ur. talāi ‘thin mattress’],bashir2023,,Source form cited by Bashir: [< Ur. talāi ‘thin mattress’],bashir:donor:H:b1d95a3718,,,,source-form
H,,tanhā,separate,,,Donor form cited in Bashir's Khowar etymology: [< Ur. tanhā ‘separate’],bashir2023,,Source form cited by Bashir: [< Ur. tanhā ‘separate’],bashir:donor:H:b5123c21bc,,,,source-form
H,,tāna,"a taunt, taunting",,,"Donor form cited in Bashir's Khowar etymology: [< Ur. tāna ‘a taunt, taunting’]",bashir2023,,"Source form cited by Bashir: [< Ur. tāna ‘a taunt, taunting’]",bashir:donor:H:2e70a31baa,,,,source-form
Pers,,bad,bad,,,Donor form cited in Bashir's Khowar etymology: [< Prs. bad ‘bad’],bashir2023,,Source form cited by Bashir: [< Prs. bad ‘bad’],bashir:donor:Pers:cae80218cd,,,,source-form
Pers,,bahādur,brave,,,Donor form cited in Bashir's Khowar etymology: [< Prs. bahādur ‘brave’],bashir2023,,Source form cited by Bashir: [< Prs. bahādur ‘brave’],bashir:donor:Pers:8044e5f2f5,,,,source-form
Pers,,faraši,which touches the ground,,,Donor form cited in Bashir's Khowar etymology: [< Prs. faraši ‘which touches the ground’],bashir2023,,Source form cited by Bashir: [< Prs. faraši ‘which touches the ground’],bashir:donor:Pers:87ad1fbb3c,,,,source-form
Pers,,kunjišk,sparrow,,,Donor form cited in Bashir's Khowar etymology: [< Prs. kunjišk ‘sparrow’],bashir2023,,Source form cited by Bashir: [< Prs. kunjišk ‘sparrow’],bashir:donor:Pers:2b781d90ac,,,,source-form
Pers,,lājevard,,,,Donor form cited in Bashir's Khowar etymology: [< Prs. lājevard],bashir2023,,Source form cited by Bashir: [< Prs. lājevard],bashir:donor:Pers:e7184a2a9f,,,,source-form
Pers,,paranda,flying creature,,,Donor form cited in Bashir's Khowar etymology: [< Prs. paranda ‘flying creature’; Ur. parinda ‘bird’],bashir2023,,Source form cited by Bashir: [< Prs. paranda ‘flying creature’; Ur. parinda ‘bird’],bashir:donor:Pers:0e56ee5b10,,,,source-form
Pers,,qasāb,butcher,,,Donor form cited in Bashir's Khowar etymology: [< Prs. qasāb ‘butcher’],bashir2023,,Source form cited by Bashir: [< Prs. qasāb ‘butcher’],bashir:donor:Pers:5855ae0413,,,,source-form
Pers,,qissah,story,,,Donor form cited in Bashir's Khowar etymology: [< Prs. qissah ‘story’ ‘tale’],bashir2023,,Source form cited by Bashir: [< Prs. qissah ‘story’ ‘tale’],bashir:donor:Pers:bcf76c7eaa,,,,source-form
Pers,,rahʋar,,,,Donor form cited in Bashir's Khowar etymology: [< Prs. rahʋar],bashir2023,,Source form cited by Bashir: [< Prs. rahʋar],bashir:donor:Pers:dde9294314,,,,source-form
Pers,,sablat,mustache,,,Donor form cited in Bashir's Khowar etymology: [< Prs. sablat ‘mustache’],bashir2023,,Source form cited by Bashir: [< Prs. sablat ‘mustache’],bashir:donor:Pers:fd0e13a5a1,,,,source-form
Pers,,tutī,parrot,,,Donor form cited in Bashir's Khowar etymology: [< Prs. tutī ‘parrot’],bashir2023,,Source form cited by Bashir: [< Prs. tutī ‘parrot’],bashir:donor:Pers:7110541d90,,,,source-form
Pers,,xuftan,to sleep,,,Donor form cited in Bashir's Khowar etymology: [< Prs. xuftan ‘to sleep’],bashir2023,,Source form cited by Bashir: [< Prs. xuftan ‘to sleep’],bashir:donor:Pers:e9d82e6bb7,,,,source-form
Pers,,xāndānī,,,,Donor form cited in Bashir's Khowar etymology: [< Prs. xāndānī],bashir2023,,Source form cited by Bashir: [< Prs. xāndānī],bashir:donor:Pers:3533ab4719,,,,source-form
Pers,,xātam-e-barkat,ring of blessing,,,Donor form cited in Bashir's Khowar etymology: [< Prs. xātam-e-barkat ‘ring of blessing’],bashir2023,,Source form cited by Bashir: [< Prs. xātam-e-barkat ‘ring of blessing’],bashir:donor:Pers:53722a822e,,,,source-form
Pers,,zeb,beauty,,,Donor form cited in Bashir's Khowar etymology: [< Prs. zeb ‘beauty’],bashir2023,,Source form cited by Bashir: [< Prs. zeb ‘beauty’],bashir:donor:Pers:f5c01b98a6,,,,source-form
Pers,,šagird,pupil,,,"Donor form cited in Bashir's Khowar etymology: [< Prs. šagird ‘pupil’, ‘apprentice’]",bashir2023,,"Source form cited by Bashir: [< Prs. šagird ‘pupil’, ‘apprentice’]",bashir:donor:Pers:c3e4643090,,,,source-form
Pers,,šikār,,,,Donor form cited in Bashir's Khowar etymology: [< Prs. šikār],bashir2023,,Source form cited by Bashir: [< Prs. šikār],bashir:donor:Pers:99b6f09e0a,,,,source-form
