M,,ațou,"to remember, to think.,",,,,"ghatage-kasargod1970[p. 136, entry 22]",,,ghatage-kasargod1970:p136:e22,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ațə,memory.,,,,"ghatage-kasargod1970[p. 136, entry 23]",,,ghatage-kasargod1970:p136:e23,,,,dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,atlu,jack fruit pit.,,,,"ghatage-kasargod1970[p. 136, entry 24]",,,ghatage-kasargod1970:p136:e24,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,adige kəri,to cook.,,,,"ghatage-kasargod1970[p. 136, entry 25]",,,ghatage-kasargod1970:p136:e25,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,adige kərtələ,cook.,,,,"ghatage-kasargod1970[p. 136, entry 26]",,,ghatage-kasargod1970:p136:e26,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aduku,bone.,,,,"ghatage-kasargod1970[p. 136, entry 27]",,,ghatage-kasargod1970:p136:e27,,,,noun f n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aduve,rafter.,,,,"ghatage-kasargod1970[p. 136, entry 28]",,,ghatage-kasargod1970:p136:e28,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,adye,horizontal.,,,,"ghatage-kasargod1970[p. 136, entry 29]",,,ghatage-kasargod1970:p136:e29,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aņtkəțttt,dam.,,,,"ghatage-kasargod1970[p. 136, entry 30]",,,ghatage-kasargod1970:p136:e30,,,,noun m n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aņi,and,,,,"ghatage-kasargod1970[p. 136, entry 31]",,,ghatage-kasargod1970:p136:e31,,,,dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aņņa,elder brother.,,,,"ghatage-kasargod1970[p. 136, entry 32]",,,ghatage-kasargod1970:p136:e32,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,atače gaiņtțti,elbow.,,,,"ghatage-kasargod1970[p. 136, entry 33]",,,ghatage-kasargod1970:p136:e33,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,addi,"before,",,,,"ghatage-kasargod1970[p. 137, entry 1]",,,ghatage-kasargod1970:p137:e1,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,antəri,to spread.,,,,"ghatage-kasargod1970[p. 137, entry 2]",,,ghatage-kasargod1970:p137:e2,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,anta,now.,,,,"ghatage-kasargod1970[p. 137, entry 3]",,,ghatage-kasargod1970:p137:e3,,,,adv dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,andajt,"idea, thought, guess.",,,,"ghatage-kasargod1970[p. 137, entry 4]",,,ghatage-kasargod1970:p137:e4,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,apadi,to touch.,,,,"ghatage-kasargod1970[p. 137, entry 5]",,,ghatage-kasargod1970:p137:e5,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,apki:rti,"blame, infamy.",,,,"ghatage-kasargod1970[p. 137, entry 6]",,,ghatage-kasargod1970:p137:e6,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,appal),papad.,,,,"ghatage-kasargod1970[p. 137, entry 7]",,,ghatage-kasargod1970:p137:e7,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ami,we,,,,"ghatage-kasargod1970[p. 137, entry 8]",,,ghatage-kasargod1970:p137:e8,,,,pron dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ambəți,"sour,",,,,"ghatage-kasargod1970[p. 137, entry 9]",,,ghatage-kasargod1970:p137:e9,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ambədi,to plough.,,,,"ghatage-kasargod1970[p. 137, entry 10]",,,ghatage-kasargod1970:p137:e10,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ambari,to low.,,,,"ghatage-kasargod1970[p. 137, entry 11]",,,ghatage-kasargod1970:p137:e11,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ambo,mango.,,,,"ghatage-kasargod1970[p. 137, entry 12]",,,ghatage-kasargod1970:p137:e12,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ayki,to hear.,,,,"ghatage-kasargod1970[p. 137, entry 13]",,,ghatage-kasargod1970:p137:e13,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aytva:ri,Sunday.,,,,"ghatage-kasargod1970[p. 137, entry 14]",,,ghatage-kasargod1970:p137:e14,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aysi,ice.,,,,"ghatage-kasargod1970[p. 137, entry 15]",,,ghatage-kasargod1970:p137:e15,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,araməne,palace.,,,,"ghatage-kasargod1970[p. 137, entry 16]",,,ghatage-kasargod1970:p137:e16,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,arde,"half.,",,,,"ghatage-kasargod1970[p. 137, entry 17]",,,ghatage-kasargod1970:p137:e17,,,,num dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,arveča da:rł,"creek, bay.",,,,"ghatage-kasargod1970[p. 137, entry 18]",,,ghatage-kasargod1970:p137:e18,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,avgge,all.,,,,"ghatage-kasargod1970[p. 137, entry 19]",,,ghatage-kasargod1970:p137:e19,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,alo:čəna,consideration.,,,,"ghatage-kasargod1970[p. 137, entry 20]",,,ghatage-kasargod1970:p137:e20,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,almara,"niche,",,,,"ghatage-kasargod1970[p. 137, entry 21]",,,ghatage-kasargod1970:p137:e21,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,avəli,"to tighten, to tie.",,,,"ghatage-kasargod1970[p. 137, entry 22]",,,ghatage-kasargod1970:p137:e22,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ave,"to need, want.",,,,"ghatage-kasargod1970[p. 137, entry 23]",,,ghatage-kasargod1970:p137:e23,,,,indeclinable dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,avkou,to shake.,,,,"ghatage-kasargod1970[p. 137, entry 24]",,,ghatage-kasargod1970:p137:e24,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aləti kə:ri,to measure.,,,,"ghatage-kasargod1970[p. 137, entry 25]",,,ghatage-kasargod1970:p137:e25,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:kari,form.,,,,"ghatage-kasargod1970[p. 137, entry 26]",,,ghatage-kasargod1970:p137:e26,,,,dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:gi,"fire, flame.",,,,"ghatage-kasargod1970[p. 137, entry 27]",,,ghatage-kasargod1970:p137:e27,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:gudu,hoof.,,,,"ghatage-kasargod1970[p. 137, entry 28]",,,ghatage-kasargod1970:p137:e28,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:čari,black-smith.,,,,"ghatage-kasargod1970[p. 137, entry 29]",,,ghatage-kasargod1970:p137:e29,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:ji,today.,,,,"ghatage-kasargod1970[p. 137, entry 30]",,,ghatage-kasargod1970:p137:e30,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:tt,eight.,,,,"ghatage-kasargod1970[p. 137, entry 31]",,,ghatage-kasargod1970:p137:e31,,,,num dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:di,"to bring, to earn.",,,,"ghatage-kasargod1970[p. 137, entry 32]",,,ghatage-kasargod1970:p137:e32,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:duku,bone.,,,,"ghatage-kasargod1970[p. 137, entry 33]",,,ghatage-kasargod1970:p137:e33,,,,noun m f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,aiņi,nail (of iron).,,,,"ghatage-kasargod1970[p. 137, entry 34]",,,ghatage-kasargod1970:p137:e34,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:ndi,testicles.,,,,"ghatage-kasargod1970[p. 137, entry 35]",,,ghatage-kasargod1970:p137:e35,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:ti,hand.,,,,"ghatage-kasargod1970[p. 137, entry 36]",,,ghatage-kasargod1970:p137:e36,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:dne de:sɨ,to order.,,,,"ghatage-kasargod1970[p. 137, entry 37]",,,ghatage-kasargod1970:p137:e37,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:dle,a kind of serpent.,,,,"ghatage-kasargod1970[p. 137, entry 38]",,,ghatage-kasargod1970:p137:e38,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,anti,intestine.,,,,"ghatage-kasargod1970[p. 138, entry 1]",,,ghatage-kasargod1970:p138:e1,,,,noun f n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:fimi,opium.,,,,"ghatage-kasargod1970[p. 138, entry 2]",,,ghatage-kasargod1970:p138:e2,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:širvadi,blessing.,,,,"ghatage-kasargod1970[p. 138, entry 3]",,,ghatage-kasargod1970:p138:e3,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:širvadi deist,"to bless,",,,,"ghatage-kasargod1970[p. 138, entry 4]",,,ghatage-kasargod1970:p138:e4,,,,dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:še kə:ri,to hope.,,,,"ghatage-kasargod1970[p. 138, entry 5]",,,ghatage-kasargod1970:p138:e5,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ã:stɨ,"to smile, laugh.",,,,"ghatage-kasargod1970[p. 138, entry 6]",,,ghatage-kasargod1970:p138:e6,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:sa,greedy.,,,,"ghatage-kasargod1970[p. 138, entry 7]",,,ghatage-kasargod1970:p138:e7,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:spətit,hospital.,,,,"ghatage-kasargod1970[p. 138, entry 8]",,,ghatage-kasargod1970:p138:e8,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,a:likayi,hail.,,,,"ghatage-kasargod1970[p. 138, entry 9]",,,ghatage-kasargod1970:p138:e9,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ikkili,pincers.,,,,"ghatage-kasargod1970[p. 138, entry 10]",,,ghatage-kasargod1970:p138:e10,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,iččari,to ask.,,,,"ghatage-kasargod1970[p. 138, entry 11]",,,ghatage-kasargod1970:p138:e11,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ittige,brick.,,,,"ghatage-kasargod1970[p. 138, entry 12]",,,ghatage-kasargod1970:p138:e12,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ițtteņi,ladder.,,,,"ghatage-kasargod1970[p. 138, entry 13]",,,ghatage-kasargod1970:p138:e13,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,itte,here.,,,,"ghatage-kasargod1970[p. 138, entry 14]",,,ghatage-kasargod1970:p138:e14,,,,adv dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,injini,engine.,,,,"ghatage-kasargod1970[p. 138, entry 15]",,,ghatage-kasargod1970:p138:e15,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,irgəli,to bloom.,,,,"ghatage-kasargod1970[p. 138, entry 16]",,,ghatage-kasargod1970:p138:e16,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,irjəņi,curds.,,,,"ghatage-kasargod1970[p. 138, entry 17]",,,ghatage-kasargod1970:p138:e17,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,irde,"heart, chest.",,,,"ghatage-kasargod1970[p. 138, entry 18]",,,ghatage-kasargod1970:p138:e18,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,irdeče gu:du,rib.,,,,"ghatage-kasargod1970[p. 138, entry 19]",,,ghatage-kasargod1970:p138:e19,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ivače ka:ļł,winter.,,,,"ghatage-kasargod1970[p. 138, entry 20]",,,ghatage-kasargod1970:p138:e20,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,iskəri,"to furrow, to scrape.",,,,"ghatage-kasargod1970[p. 138, entry 21]",,,ghatage-kasargod1970:p138:e21,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,istri pəțti,the iron.,,,,"ghatage-kasargod1970[p. 138, entry 22]",,,ghatage-kasargod1970:p138:e22,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,iki,poison.,,,,"ghatage-kasargod1970[p. 138, entry 23]",,,ghatage-kasargod1970:p138:e23,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,iki,to sell.,,,,"ghatage-kasargod1970[p. 138, entry 24]",,,ghatage-kasargod1970:p138:e24,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ijt,"to go off, to be extinguished.",,,,"ghatage-kasargod1970[p. 138, entry 25]",,,ghatage-kasargod1970:p138:e25,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,indi,a kind of palm tree.,,,,"ghatage-kasargod1970[p. 138, entry 26]",,,ghatage-kasargod1970:p138:e26,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,i:st,twenty.,,,,"ghatage-kasargod1970[p. 138, entry 27]",,,ghatage-kasargod1970:p138:e27,,,,num dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,issart,to forget.,,,,"ghatage-kasargod1970[p. 138, entry 28]",,,ghatage-kasargod1970:p138:e28,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,i:ščeri,easy chair.,,,,"ghatage-kasargod1970[p. 138, entry 29]",,,ghatage-kasargod1970:p138:e29,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ugau,to climb.,,,,"ghatage-kasargod1970[p. 138, entry 30]",,,ghatage-kasargod1970:p138:e30,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uggədi,to open.,,,,"ghatage-kasargod1970[p. 138, entry 31]",,,ghatage-kasargod1970:p138:e31,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ujjədu,bright,,,,"ghatage-kasargod1970[p. 138, entry 32]",,,ghatage-kasargod1970:p138:e32,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ujjodu,light.,,,,"ghatage-kasargod1970[p. 138, entry 33]",,,ghatage-kasargod1970:p138:e33,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ujve,right (hand).,,,,"ghatage-kasargod1970[p. 138, entry 34]",,,ghatage-kasargod1970:p138:e34,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uḍu,iguana.,,,,"ghatage-kasargod1970[p. 138, entry 35]",,,ghatage-kasargod1970:p138:e35,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,udki,hiccough.,,,,"ghatage-kasargod1970[p. 138, entry 36]",,,ghatage-kasargod1970:p138:e36,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uņțou,to stick.,,,,"ghatage-kasargod1970[p. 138, entry 37]",,,ghatage-kasargod1970:p138:e37,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uta:ri,to climb down.,,,,"ghatage-kasargod1970[p. 138, entry 38]",,,ghatage-kasargod1970:p138:e38,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uttəri de:st,"to answer,",,,,"ghatage-kasargod1970[p. 139, entry 1]",,,ghatage-kasargod1970:p139:e1,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uda:ri,to vomit.,,,,"ghatage-kasargod1970[p. 139, entry 2]",,,ghatage-kasargod1970:p139:e2,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uda:ri,"generous,",,,,"ghatage-kasargod1970[p. 139, entry 3]",,,ghatage-kasargod1970:p139:e3,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,udesi,morning.,,,,"ghatage-kasargod1970[p. 139, entry 4]",,,ghatage-kasargod1970:p139:e4,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,udde,tomorrow.,,,,"ghatage-kasargod1970[p. 139, entry 5]",,,ghatage-kasargod1970:p139:e5,,,,adv dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,unču,long.,,,,"ghatage-kasargod1970[p. 139, entry 6]",,,ghatage-kasargod1970:p139:e6,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,undəli,to swing.,,,,"ghatage-kasargod1970[p. 139, entry 7]",,,ghatage-kasargod1970:p139:e7,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,undi:ri,mouse.,,,,"ghatage-kasargod1970[p. 139, entry 8]",,,ghatage-kasargod1970:p139:e8,,,,noun m n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,upəde: ši de:si,"to preach, to advise,",,,,"ghatage-kasargod1970[p. 139, entry 9]",,,ghatage-kasargod1970:p139:e9,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,upəyogi ka:ri,to use.,,,,"ghatage-kasargod1970[p. 139, entry 10]",,,ghatage-kasargod1970:p139:e10,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,upaji,birth.,,,,"ghatage-kasargod1970[p. 139, entry 11]",,,ghatage-kasargod1970:p139:e11,,,,noun f dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,upasi kə:ri,to fast.,,,,"ghatage-kasargod1970[p. 139, entry 12]",,,ghatage-kasargod1970:p139:e12,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ubau,to sweat.,,,,"ghatage-kasargod1970[p. 139, entry 13]",,,ghatage-kasargod1970:p139:e13,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ubavne,sweat.,,,,"ghatage-kasargod1970[p. 139, entry 14]",,,ghatage-kasargod1970:p139:e14,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ube,vertical.,,,,"ghatage-kasargod1970[p. 139, entry 15]",,,ghatage-kasargod1970:p139:e15,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ubero:vu,to stand.,,,,"ghatage-kasargod1970[p. 139, entry 16]",,,ghatage-kasargod1970:p139:e16,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,umbəli,to root out.,,,,"ghatage-kasargod1970[p. 139, entry 17]",,,ghatage-kasargod1970:p139:e17,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,umbura,threshold.,,,,"ghatage-kasargod1970[p. 139, entry 18]",,,ghatage-kasargod1970:p139:e18,,,,noun m dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uyyele,swing.,,,,"ghatage-kasargod1970[p. 139, entry 19]",,,ghatage-kasargod1970:p139:e19,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uru: ti,circle.,,,,"ghatage-kasargod1970[p. 139, entry 20]",,,ghatage-kasargod1970:p139:e20,,,,noun n dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,urou,to save.,,,,"ghatage-kasargod1970[p. 139, entry 21]",,,ghatage-kasargod1970:p139:e21,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,urləpi,to roll.,,,,"ghatage-kasargod1970[p. 139, entry 22]",,,ghatage-kasargod1970:p139:e22,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ulučɨ,slowly.,,,,"ghatage-kasargod1970[p. 139, entry 23]",,,ghatage-kasargod1970:p139:e23,,,,adv dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uša:ri,"clever, brave.",,,,"ghatage-kasargod1970[p. 139, entry 24]",,,ghatage-kasargod1970:p139:e24,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,ušņu,warm.,,,,"ghatage-kasargod1970[p. 139, entry 25]",,,ghatage-kasargod1970:p139:e25,,,,adj dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
M,,uslou,to be rash.,,,,"ghatage-kasargod1970[p. 139, entry 26]",,,ghatage-kasargod1970:p139:e26,,,,verb dialect:M:ghatage-kasargod1970:Marati%20of%20Kasargod ocr-review
