Kund,4270,gobi,cabbage,,,Borrowed from plains?,kund,,,legacy:20220913-kundalshahi:row:48,,,,
Kund,4368,grā̃,village,,,,kund,,,legacy:20220913-kundalshahi:row:49,,,,
Kund,4055,gub,heavy,?,,,kund,,,legacy:20220913-kundalshahi:row:50,,,,
Kund,14028,hatēṛi,hammer,,,,kund,,,legacy:20220913-kundalshahi:row:51,,,,
Kund,14028,tēṛi,hammer,,,,kund,,,legacy:20220913-kundalshahi:row:52,,,,
Kund,13952,hiṛ,bone,,,,kund,,,legacy:20220913-kundalshahi:row:53,,,,
Kund,434,hor,different,,,,kund,,,legacy:20220913-kundalshahi:row:54,,,,
Kund,5334,jē̌ṭ,goat,,,,kund,,,legacy:20220913-kundalshahi:row:55,,,,
Kund,5334,gʸē̌ṭ,goat,,,,kund,,,legacy:20220913-kundalshahi:row:56,,,,
Kund,5228,jib,tongue,,,,kund,,,legacy:20220913-kundalshahi:row:57,,,,
Kund,2668,kaṇḍ,thorn,,,,kund,,,legacy:20220913-kundalshahi:row:58,,,,
Kund,2665,kaṇak,wheat,,,Borrowed from plains?,kund,,,legacy:20220913-kundalshahi:row:59,,,,
Kund,2944,kapə,cut,,,,kund,,,legacy:20220913-kundalshahi:row:60,,,,
Kund,2871,kapuṛ,cloth,,,,kund,,,legacy:20220913-kundalshahi:row:61,,,,
Kund,2910,karɛ̄̂,when,,,,kund,,,legacy:20220913-kundalshahi:row:62,,,,
Kund,2830,kān,ear,,,,kund,,,legacy:20220913-kundalshahi:row:63,,,,
Kund,3120,kāṭʰō,wood; firewood,,,,kund,,,legacy:20220913-kundalshahi:row:64,,,,
Kund,3120,kaṭśɛ̄ṛ,wood; firewood,,,,kund,,,legacy:20220913-kundalshahi:row:65,,,,
Kund,2712,kēlá,banana,,,,kund,,,legacy:20220913-kundalshahi:row:66,,,,
Kund,3208,kikiṛ,chicken,,,,kund,,,legacy:20220913-kundalshahi:row:67,,,,
Kund,3451,kin,black,,,,kund,,,legacy:20220913-kundalshahi:row:68,,,,
Kund,3245,kiṛ,woman; girl,,,,kund,,,legacy:20220913-kundalshahi:row:69,,,,
Kund,3167,kiti,how many,,,,kund,,,legacy:20220913-kundalshahi:row:70,,,,
Kund,2574,kō̂,who,,,,kund,,,legacy:20220913-kundalshahi:row:71,,,,
Kund,3546,kōṭʰ,home; house,,,,kund,,,legacy:20220913-kundalshahi:row:72,,,,
Kund,357,ándar,home; house,,,,kund,,,legacy:20220913-kundalshahi:row:73,,,,
Kund,357,énder,home; house,,,,kund,,,legacy:20220913-kundalshahi:row:74,,,,
Kund,3219,kucur,dog,,,,kund,,,legacy:20220913-kundalshahi:row:75,,,,
Kund,3245,kuṛ,boy,,,,kund,,,legacy:20220913-kundalshahi:row:76,,,,
Kund,2744,kwaji,mortar,,,,kund,,,legacy:20220913-kundalshahi:row:77,,,,
Kund,3244,kvāṛ,axe,,,,kund,,,legacy:20220913-kundalshahi:row:78,,,,
Kund,3244,kvēṛ,axe,,,,kund,,,legacy:20220913-kundalshahi:row:79,,,,
Kund,3865,kʰa,eat,,,,kund,,,legacy:20220913-kundalshahi:row:80,,,,
Kund,3832,kʰabɔṇ,left,,,,kund,,,legacy:20220913-kundalshahi:row:81,,,,
Kund,3682,kʰíbak,lightning,,,?,kund,,,legacy:20220913-kundalshahi:row:82,,,,
Kund,10930,latr,bad,,,,kund,,,legacy:20220913-kundalshahi:row:83,,,,
Kund,13992,lɛ̄dár,turmeric,,,,kund,,,legacy:20220913-kundalshahi:row:84,,,,
Kund,11009,lumuṭ,tail,,,,kund,,,legacy:20220913-kundalshahi:row:85,,,,
Kund,13992,lut,light,,,,kund,,,legacy:20220913-kundalshahi:row:86,,,,
Kund,11165,lū̌,red,,,,kund,,,legacy:20220913-kundalshahi:row:87,,,,
Kund,9757,macʰar,mosquito,,,,kund,,,legacy:20220913-kundalshahi:row:88,,,,
Kund,9875,marc,chilli,,,,kund,,,legacy:20220913-kundalshahi:row:89,,,,
Kund,9691,mã,I (1sg),,,,kund,,,legacy:20220913-kundalshahi:row:90,,,,
Kund,9935,mā̌l,father,,,,kund,,,legacy:20220913-kundalshahi:row:91,,,,
Kund,10323,mɛ,fat,,,,kund,,,legacy:20220913-kundalshahi:row:92,,,,
Kund,9758,mɛcʰé,fish,,,,kund,,,legacy:20220913-kundalshahi:row:93,,,,
Kund,9871,mɛrgo,he died,,,,kund,,,legacy:20220913-kundalshahi:row:94,,,,
Kund,9964,mɛ̄̌ś,buffalo,,,,kund,,,legacy:20220913-kundalshahi:row:95,,,,
Kund,9888,mɛ̄̃c,man,,,,kund,,,legacy:20220913-kundalshahi:row:96,,,,
Kund,10299,miṣṭ,good,,,,kund,,,legacy:20220913-kundalshahi:row:97,,,,
Kund,10286,mit,dust,,,,kund,,,legacy:20220913-kundalshahi:row:98,,,,
Kund,10174,mukʰ,mouth; face,,,,kund,,,legacy:20220913-kundalshahi:row:99,,,,
Kund,10198,muŋpʰil,groundnut,,,Borrowed from plains.,kund,,,legacy:20220913-kundalshahi:row:100,,,,
Kund,10234,mutrā̂̃,urine,,,,kund,,,legacy:20220913-kundalshahi:row:101,,,,
Kund,10187,muṭ,tree,,,,kund,,,legacy:20220913-kundalshahi:row:102,,,,
Kund,10250,mūl,root,,,,kund,,,legacy:20220913-kundalshahi:row:103,,,,
Kund,6943,nad,river,,,Why is *-d-* preserved?,kund,,,legacy:20220913-kundalshahi:row:104,,,,
Kund,7031,natʰ,nose,,,,kund,,,legacy:20220913-kundalshahi:row:105,,,,
Kund,7067,nā̃,name,,,,kund,,,legacy:20220913-kundalshahi:row:106,,,,
Kund,7200,níndr,sleep,,,,kund,,,legacy:20220913-kundalshahi:row:107,,,,
Kund,6920,nōr,nail,,,,kund,,,legacy:20220913-kundalshahi:row:108,,,,
Kund,6983,nōv,new,,,,kund,,,legacy:20220913-kundalshahi:row:109,,,,
Kund,6984,nɔ̄̃,nine,,,,kund,,,legacy:20220913-kundalshahi:row:110,,,,
Kund,10978,nū̃,salt,,,,kund,,,legacy:20220913-kundalshahi:row:111,,,,
Kund,7918,pan,leaf,,,,kund,,,legacy:20220913-kundalshahi:row:112,,,,
Kund,8082,pā̌nī̂,water,,,,kund,,,legacy:20220913-kundalshahi:row:113,,,,
Kund,7655,pā̃j,five,,,,kund,,,legacy:20220913-kundalshahi:row:114,,,,
Kund,8201,pilū̂l,ant,,,,kund,,,legacy:20220913-kundalshahi:row:115,,,,
Kund,8209,pī,drink!,,,,kund,,,legacy:20220913-kundalshahi:row:116,,,,
Kund,8306,pōś,flower,,,,kund,,,legacy:20220913-kundalshahi:row:117,,,,
Kund,8283,purān,old,,,,kund,,,legacy:20220913-kundalshahi:row:118,,,,
Kund,8265,pūtr,son,,,,kund,,,legacy:20220913-kundalshahi:row:119,,,,
Kund,13845,pʰiṭgel,broken,,,,kund,,,legacy:20220913-kundalshahi:row:120,,,,
Kund,10883,rak,look!,,,,kund,,,legacy:20220913-kundalshahi:row:121,,,,
Kund,10582,rāj,rope,,,,kund,,,legacy:20220913-kundalshahi:row:122,,,,
Kund,10539,rāt,blood,,,,kund,,,legacy:20220913-kundalshahi:row:123,,,,
Kund,10702,rāt,night,,,,kund,,,legacy:20220913-kundalshahi:row:124,,,,
Kund,10763,rɛ̄d,tomorrow,,,,kund,,,legacy:20220913-kundalshahi:row:125,,,,
Kund,10763,rādẽy,morning,,,,kund,,,legacy:20220913-kundalshahi:row:126,,,,
Kund,10803,rupul,pretty,,,,kund,,,legacy:20220913-kundalshahi:row:127,,,,
Kund,13139,sat,seven,,,,kund,,,legacy:20220913-kundalshahi:row:128,,,,
Kund,13386,sígal,sand,,,,kund,,,legacy:20220913-kundalshahi:row:129,,,,
Kund,12815,so,he (3sg),,,,kund,,,legacy:20220913-kundalshahi:row:130,,,,
Kund,13519,sō̂nɔ,gold,,,,kund,,,legacy:20220913-kundalshahi:row:131,,,,
Kund,13551,suĩ,needle,,,,kund,,,legacy:20220913-kundalshahi:row:132,,,,
Kund,13574,sūr,sun,,,,kund,,,legacy:20220913-kundalshahi:row:133,,,,
Kund,13574,sīr,sun,,,,kund,,,legacy:20220913-kundalshahi:row:134,,,,
Kund,12803,śa,six,,,,kund,,,legacy:20220913-kundalshahi:row:135,,,,
Kund,12278,śad,hundred,,,,kund,,,legacy:20220913-kundalshahi:row:136,,,,
Kund,12487,śal,cold,,,,kund,,,legacy:20220913-kundalshahi:row:137,,,,
Kund,12487,śī,cold,,,,kund,,,legacy:20220913-kundalshahi:row:138,,,,
Kund,12583,śīŋ,horn,,,,kund,,,legacy:20220913-kundalshahi:row:139,,,,
Kund,12772,śit,white,,,,kund,,,legacy:20220913-kundalshahi:row:140,,,,
Kund,12548,śok,dry,,,,kund,,,legacy:20220913-kundalshahi:row:141,,,,
Kund,12548,śuk,dry,,,,kund,,,legacy:20220913-kundalshahi:row:142,,,,
Kund,12694,śō,head,,,?,kund,,,legacy:20220913-kundalshahi:row:143,,,,
Kund,12694,śɔ,head,,,?,kund,,,legacy:20220913-kundalshahi:row:144,,,,
Kund,12598,śɔn,listen!,,,,kund,,,legacy:20220913-kundalshahi:row:145,,,,
Kund,12598,śan,listen!,,,,kund,,,legacy:20220913-kundalshahi:row:146,,,,
Kund,5798,tār,star,,,,kund,,,legacy:20220913-kundalshahi:row:147,,,,
Kund,5661,tā̃d,thread,,,,kund,,,legacy:20220913-kundalshahi:row:148,,,,
Kund,5661,tand,thread,,,,kund,,,legacy:20220913-kundalshahi:row:149,,,,
Kund,5731,tēl,palm,,,,kund,,,legacy:20220913-kundalshahi:row:150,,,,
Kund,5958,tɛ̄l,oil,,,,kund,,,legacy:20220913-kundalshahi:row:151,,,,
Kund,5836,til,walk,,,,kund,,,legacy:20220913-kundalshahi:row:152,,,,
Kund,5889,tu,you (2sg),,,,kund,,,legacy:20220913-kundalshahi:row:153,,,,
Kund,10511,tus,you (2pl),,,,kund,,,legacy:20220913-kundalshahi:row:154,,,,
Kund,5637,tō̃l,rice,,,,kund,,,legacy:20220913-kundalshahi:row:155,,,,
Kund,5994,trā,three,,,,kund,,,legacy:20220913-kundalshahi:row:156,,,,
Kund,13776,ṭʰūl,egg,,,,kund,,,legacy:20220913-kundalshahi:row:157,,,,
Kund,3895,xaṭūṭ,short,,,,kund,,,legacy:20220913-kundalshahi:row:158,,,,
Kund,2485,yagáy,eleven,,,,kund,,,legacy:20220913-kundalshahi:row:159,,,,
Kund,10452,yɛ,come!,,,,kund,,,legacy:20220913-kundalshahi:row:160,,,,
Kund,5301,yɔ̄n,moon,,,,kund,,,legacy:20220913-kundalshahi:row:161,,,,
Kund,5301,yūn,moon,,,,kund,,,legacy:20220913-kundalshahi:row:162,,,,
Kund,5214,zarál,spider,,,Kashmiri loan?,kund,,,legacy:20220913-kundalshahi:row:163,,,,
