hal,,ũɡa,,ऊँगा,ũɡa,borr. fr. Hin ऊँदे,woods2019halbi[entry g00b49301-3fc3-48b9-8f72-8d1474fab0e7],,,woods2019halbi:g00b49301-3fc3-48b9-8f72-8d1474fab0e7,woods2019halbi:g55c87b54-223f-4d21-82b8-0b91b7d8a165,,,borrowed:hin dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,hasi nata,cross-cousin relative,हासी नाता,hasi nata,,woods2019halbi[entry g00b973c1-ecd4-415e-9de7-c38729491b68],,,woods2019halbi:g00b973c1-ecd4-415e-9de7-c38729491b68,,,,cn semdom:4.1.9 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,paẽ tʃo ãɖka,big toe,पाएँ चो आँडका,paẽ tʃo ãɖka,,woods2019halbi[entry g00b98936-be92-4bfa-b3f5-798717b01703],,,woods2019halbi:g00b98936-be92-4bfa-b3f5-798717b01703,,,woods2019halbi:gffc45ece-cc31-4761-aef4-5a63a65033c6 woods2019halbi:g24033af4-9295-49ed-a536-216300e3cd74 woods2019halbi:gbc491d9c-bbba-4ab9-93c1-51baf0de6e3b,cn semdom:8.2 semdom:2.1.3.3 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,təɡadʒa kəruk,to demand repayment,तगाजा करूक,təɡadʒa kəruk,,woods2019halbi[entry g00c03892-d83e-49db-ac73-b29e0ea46a7c],,,woods2019halbi:g00c03892-d83e-49db-ac73-b29e0ea46a7c,,,woods2019halbi:ge66e4e90-c354-4b7c-8fcd-a31cdcd5d92e,comVb semdom:6.8.4.5 semdom:3.3.2 semdom:3.3.3.4 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,no lak bilɖĩɡ,large building,नो लाक बीलडींग,no lak bilɖĩɡ,,woods2019halbi[entry g00c23e27-e1ed-4fd5-bd69-17bfd3a978d9],,,woods2019halbi:g00c23e27-e1ed-4fd5-bd69-17bfd3a978d9,,,woods2019halbi:gd59296fc-d2b7-4332-939a-6b777d83c035,cn dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,rəbi mohema,,रबी मोहेमा,rəbi mohema,dial. var. of रबी महेमा,woods2019halbi[entry g00c2fb13-862c-4792-a0a1-cf9bee3093ee],,,woods2019halbi:g00c2fb13-862c-4792-a0a1-cf9bee3093ee,woods2019halbi:g618e516e-8725-41f6-b2b7-78c475cb31c9,,,dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,kal kəruk,to die,काल करूक,kal kəruk,can use to refer to all deaths,woods2019halbi[entry g00d84ba9-9280-429b-87c8-0a4e76fef74e],,,woods2019halbi:g00d84ba9-9280-429b-87c8-0a4e76fef74e,,,woods2019halbi:ge66e4e90-c354-4b7c-8fcd-a31cdcd5d92e,comVb semdom:2.6.6 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,tum,you,तूम,tum,Hindi gloss: आप,woods2019halbi[entry g00df300e-1a2a-4f99-9486-4153b6485d10],,,woods2019halbi:g00df300e-1a2a-4f99-9486-4153b6485d10,,,,ppron semdom:9.2.3 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ʈaim,time,टाईम,ʈaim,Hindi gloss: समय; Hin. borr. तेम,woods2019halbi[entry g00f705bf-4a4a-46a0-87f9-9d60ed1845d6],,,woods2019halbi:g00f705bf-4a4a-46a0-87f9-9d60ed1845d6,,,,n semdom:8.4 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,mosəha,very greedy and hungry (masc),मोसहा,mosəha,Hindi gloss: लालची; cf. खावरा,woods2019halbi[entry g01094c22-87e4-4685-b8df-bac7d086b9d0],,,woods2019halbi:g01094c22-87e4-4685-b8df-bac7d086b9d0,,,,adj dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,hĩɖte,walking; on foot,हींडते,hĩɖte,Hindi gloss: चलना,woods2019halbi[entry g01196b58-2987-41f2-b3bb-ded8dd2efa18],,,woods2019halbi:g01196b58-2987-41f2-b3bb-ded8dd2efa18,,,woods2019halbi:g49cfcd93-84d4-4661-b305-f2b53863e4fb woods2019halbi:g56062625-5eed-43b0-8982-9f25ee4af9f3,adv semdom:7.2.1.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,əmra əmri houk,1) to arrive; 2) to become due as when a baby's birth is due,अमरा अमरी होऊक,əmra əmri houk,Hindi gloss: पहुँचना,woods2019halbi[entry g012a284d-cf92-4f31-a4ff-9e1830b737b6],,,woods2019halbi:g012a284d-cf92-4f31-a4ff-9e1830b737b6,,,woods2019halbi:g854504eb-c729-41ca-ad5f-f1411d36eef7 woods2019halbi:g05604c28-ca3e-4359-a249-88b1710ec8f0,comVb semdom:7.2.3.3.1 semdom:2.6.3 semdom:2.6.4.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,rawna,bird type,रावना,rawna,may be a vulture,woods2019halbi[entry g012db2ba-26c3-4891-a6e9-94f5f4852549],,,woods2019halbi:g012db2ba-26c3-4891-a6e9-94f5f4852549,,,,n semdom:1.6.1.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,bud nahalo,stupid; dull; senseless,बूद नाहालो,bud nahalo,Hindi gloss: मूर्ख,woods2019halbi[entry g013309a3-760c-4018-a174-19e6d6dd63f0],,,woods2019halbi:g013309a3-760c-4018-a174-19e6d6dd63f0,,,woods2019halbi:g3cde0568-340c-4bd6-a2cc-de8b6653f148 woods2019halbi:g078fd8b6-96e9-4aa8-a34c-8b337a1a3b67,comAdj semdom:3.2.1.4 semdom:3.5.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,pətʃas,,पचास,pətʃas,borr. fr. Hin दूई कोड़ी दस,woods2019halbi[entry g01441136-59b6-46d8-8a1e-14ff4d109131],,,woods2019halbi:g01441136-59b6-46d8-8a1e-14ff4d109131,woods2019halbi:ga73eb0f5-5727-48ba-b503-eef9b5d71bf3,,,borrowed:hin dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,səkɽauk,to cause to make smaller,सकड़ाऊक,səkɽauk,Hindi gloss: घटाना,woods2019halbi[entry g014b7a54-3605-4ae5-93dc-feffaddf7b06],,,woods2019halbi:g014b7a54-3605-4ae5-93dc-feffaddf7b06,,,,cvVb semdom:8.1.4.3 semdom:9.6.2.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ənlek ɡahna,uncertain meaning,अनलेक गाहना,ənlek ɡahna,,woods2019halbi[entry g014c3012-63d8-43a4-8cd1-678d003a7f26],,,woods2019halbi:g014c3012-63d8-43a4-8cd1-678d003a7f26,,,,cn dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,pora paʈa,sari,पोरा पाटा,pora paʈa,,woods2019halbi[entry g0150cf07-f299-41d9-8346-1ddba8f31f7c],,,woods2019halbi:g0150cf07-f299-41d9-8346-1ddba8f31f7c,,,woods2019halbi:ga427f710-95ce-4fcb-a266-02b7ff8dae34,cn semdom:5.3 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,dərəd katʃa,very fresh,दरद काचा,dərəd katʃa,Hindi gloss: बहुत ताज़ा; especially refers to meat and paddy rice; cf. गड़ली काचा,woods2019halbi[entry g0163ad61-5c9a-43b2-993f-23462934aecc],,,woods2019halbi:g0163ad61-5c9a-43b2-993f-23462934aecc,,,woods2019halbi:g1e2579d7-ccd7-47b6-ba9a-d30854857356 woods2019halbi:g6d0c305d-819c-474e-855b-d82e5d6f5c07,comAdj dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,tʃip,golden,चीप,tʃip,Hindi gloss: सुनहरा; cf. करली,woods2019halbi[entry g016645c1-e799-4b7b-b3a6-e31319484388],,,woods2019halbi:g016645c1-e799-4b7b-b3a6-e31319484388,,,,adj semdom:1.2.2.5 semdom:1.2.2.3 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,utʃki maruk,to hiccough,ऊचकी मारूक,utʃki maruk,Hindi gloss: हिचकी लेना,woods2019halbi[entry g01682df8-2cbf-4c47-a656-1727c8ad908d],,,woods2019halbi:g01682df8-2cbf-4c47-a656-1727c8ad908d,,,woods2019halbi:g5808bd7e-eca0-4259-8453-93c7c9988e90 woods2019halbi:g9cbd0574-0599-423a-bb24-84a1990e0379,comVb semdom:2.2.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,piuk,1) to drink; 2) to smoke a cigarette,पीऊक,piuk,cf. ऊपास,woods2019halbi[entry g016fc5f9-60b5-49ad-9323-b84a62a3ecf9],,,woods2019halbi:g016fc5f9-60b5-49ad-9323-b84a62a3ecf9,,,,v dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,pelna ɖʰuʈi,fish basket,पेलना ढूटी,pelna ɖʰuʈi,,woods2019halbi[entry g017c10bb-0304-4bd7-aa12-314ac9b5db48],,,woods2019halbi:g017c10bb-0304-4bd7-aa12-314ac9b5db48,,,woods2019halbi:gbd87e836-a90b-4a26-8a60-aeeef02b7885 woods2019halbi:g95c9e582-aaf0-4bdc-8fb0-e4094fbfd743,cn semdom:6.7.3 semdom:1.6.1.5 semdom:6.4.5.3 semdom:6.7.7 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ek ədli,monetary unit; one pice,एक अदली,ek ədli,,woods2019halbi[entry g0183718d-198a-438d-9e1e-04dfbfbccd3b],,,woods2019halbi:g0183718d-198a-438d-9e1e-04dfbfbccd3b,,,woods2019halbi:gdd6f2e82-0900-4ab4-888f-e45fbc53f966 woods2019halbi:ga0e1c8cf-e509-42ad-8f6e-9a63a1dc7f45,cn semdom:6.8.6 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,õɖka,intestines; bowels,ओंडका,õɖka,Hindi gloss: अँतड़ी,woods2019halbi[entry g018f893b-ece8-4508-8759-804e485dbfe3],,,woods2019halbi:g018f893b-ece8-4508-8759-804e485dbfe3,,,,n semdom:2.1.8 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,bodʒər,hard,बोजर,bodʒər,Hindi gloss: कड़ा; मुश्किल; cf. बोज,woods2019halbi[entry g0190bedc-6de0-4cbc-9c96-effffb0c28dc],,,woods2019halbi:g0190bedc-6de0-4cbc-9c96-effffb0c28dc,,,,adj semdom:8.3.6.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,naik,government official,नाईक,naik,,woods2019halbi[entry g019ebbd8-ccbb-4fe2-814f-ed61ebd1abe4],,,woods2019halbi:g019ebbd8-ccbb-4fe2-814f-ed61ebd1abe4,,,,n dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ɡʰəɽ ɡʰəɽuk,to flare up,घड़ घड़ूक,ɡʰəɽ ɡʰəɽuk,as flames when a lot of timber on fire,woods2019halbi[entry g01a37b30-b8e0-48ad-870a-61174b2738e3],,,woods2019halbi:g01a37b30-b8e0-48ad-870a-61174b2738e3,,,woods2019halbi:g9ab452ce-6a66-41e9-b44d-fe804e5b0723,comVb semdom:5.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,bia dʒoɽa houk,to become married,बीआ जोड़ा होऊक,bia dʒoɽa houk,Hindi gloss: विवाहित होना,woods2019halbi[entry g01b27f4e-4aa4-4fba-9b3b-8dc6ab858634],,,woods2019halbi:g01b27f4e-4aa4-4fba-9b3b-8dc6ab858634,,,woods2019halbi:g6f8d9f32-fecb-49d4-86ff-678d03cb4308 woods2019halbi:g05604c28-ca3e-4359-a249-88b1710ec8f0,comVb dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,besra,1) bird name; 2) totem name,बेसरा,besra,,woods2019halbi[entry g01b546bc-080b-4b0a-b8c2-3f5f74e3de55],,,woods2019halbi:g01b546bc-080b-4b0a-b8c2-3f5f74e3de55,,,,n semdom:1.6.1.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,kuɽhi pan,a leaf type,कूड़ही पान,kuɽhi pan,"used when eating the new rice, has small white flowers but no smell; cf. कूड़ीई पान",woods2019halbi[entry g01cbd303-0c53-4f69-881e-e39f1752e37c],,,woods2019halbi:g01cbd303-0c53-4f69-881e-e39f1752e37c,,,woods2019halbi:g5800b507-300f-4e35-b1bb-07efb506d726,cn semdom:1.5.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,kərpən,cave,करपन,kərpən,Hindi gloss: गुफा; cf. भील,woods2019halbi[entry g01cd651b-22c2-4e2f-9403-524e91c391ff],,,woods2019halbi:g01cd651b-22c2-4e2f-9403-524e91c391ff,,,,n semdom:1.2.1.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,dʒər mũɖ poɽuk,to get fever and headaches; to have fever with headaches,जर मूँड पोड़ूक,dʒər mũɖ poɽuk,,woods2019halbi[entry g01d149ef-6710-435f-80a8-4c9612413fe6],,,woods2019halbi:g01d149ef-6710-435f-80a8-4c9612413fe6,,,woods2019halbi:g2550603e-8162-45b7-a9b4-a26dd45aab01 woods2019halbi:g85fd63ea-e398-40f2-989d-73f29676e4ac,comVb semdom:2.5.6.2 semdom:2.5.6.1 semdom:2.5.1 semdom:2.5.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,koɖri,cheetal deer; deer type,कोगरी,koɖri,Hindi gloss: अक्ष हिरण; चीतल हिरण; small red-spotted without horns and about the size of a goat,woods2019halbi[entry g01d20fb0-d673-4785-acd5-2cb2b79d2011],,,woods2019halbi:g01d20fb0-d673-4785-acd5-2cb2b79d2011,,,,n semdom:1.6.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ban dʰur maruk,to curse,बान धूर मारूक,ban dʰur maruk,"Hindi gloss: शाप देना; animals, people, and inanimate things such as trees, paddy rice, etc.",woods2019halbi[entry g01f68e88-b8f9-461d-9d7b-868ef533672d],,,woods2019halbi:g01f68e88-b8f9-461d-9d7b-868ef533672d,,,woods2019halbi:ge58d22a6-c457-4f07-826e-d37a8509fb04 woods2019halbi:g9cbd0574-0599-423a-bb24-84a1990e0379,comVb dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,lək lək lək lək lək ləkʰouk,to pulsate with light,लक लक लक लक लक लखोऊक,lək lək lək lək lək ləkʰouk,Hindi gloss: रौनक से कमघटित होना,woods2019halbi[entry g020ea50c-7bee-4d1c-a374-dc05ffa58a45],,,woods2019halbi:g020ea50c-7bee-4d1c-a374-dc05ffa58a45,,,,comVb dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ulʈʰauk,1) to tip over; 2) to return or give back a borrowed thing; 3) to remove something; 4) to demolish,ऊल‍ठाऊक,ulʈʰauk,,woods2019halbi[entry g020f8ed7-bd1c-4ad6-9f14-38ac5ab1bc4f],,,woods2019halbi:g020f8ed7-bd1c-4ad6-9f14-38ac5ab1bc4f,,,,v semdom:7.9.2 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,pʰapɽuk,1) to shake out; 2) to remove by shaking,फापड़ूक,pʰapɽuk,"with hands, back and forth",woods2019halbi[entry g0217d30f-fd5d-4107-944c-8e2f09719efb],,,woods2019halbi:g0217d30f-fd5d-4107-944c-8e2f09719efb,,,,v semdom:7.3.1.3 semdom:7.2.2.8 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,dʒʰəɡɽa ɡari,fight,झगड़ा गारी,dʒʰəɡɽa ɡari,,woods2019halbi[entry g021bf2a5-852c-4d15-bb98-33048ad27b2e],,,woods2019halbi:g021bf2a5-852c-4d15-bb98-33048ad27b2e,,,woods2019halbi:g8d874988-5000-4cc6-aa0f-cb9444d4c4c9,cn semdom:4.8.2 semdom:4.8.3 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,tʃʰapa,picture,छापा,tʃʰapa,Hindi gloss: चित्र,woods2019halbi[entry g021d69be-6ce6-4524-9893-a569174d5067],,,woods2019halbi:g021d69be-6ce6-4524-9893-a569174d5067,,,,n semdom:6.6.5 semdom:6.6.5.2 semdom:6.6.5.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,porauk,1) to run; 2) moon to set,पोराऊक,porauk,Hindi gloss: दौड़ना; चाँद डूबना,woods2019halbi[entry g02248523-2532-4b38-9dc9-c9176f52f01b],,,woods2019halbi:g02248523-2532-4b38-9dc9-c9176f52f01b,,,,v semdom:1.1.1.1 semdom:1.1.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,ləɡin maruk,to make bride and groom walk around worship centre at wedding,लगीन मारूक,ləɡin maruk,"done separately, behind blankets, opposite each other",woods2019halbi[entry g023be7ab-621a-4380-ba03-219b53418fe5],,,woods2019halbi:g023be7ab-621a-4380-ba03-219b53418fe5,,,woods2019halbi:gbac1e12a-73f0-4d7a-8de5-ee2104a6ab24 woods2019halbi:g9cbd0574-0599-423a-bb24-84a1990e0379,comVb semdom:7.2.1.1 semdom:8.5.1.2.1 semdom:2.6.1 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,sədʒaruk,to get ready; to beautify; to make beautiful; to repair items needed for a ceremony,सजारूक,sədʒaruk,"Hindi gloss: तैयारी होना; such as preparing hurricane lamp, wash glass, trim wick, fix",woods2019halbi[entry g023f806e-5615-4b37-b6c6-e50e77d57058],,,woods2019halbi:g023f806e-5615-4b37-b6c6-e50e77d57058,,,,v semdom:6.1.2.6 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,likʰa poɽa kəruk,to write official record,लीखा पोड़ा करूक,likʰa poɽa kəruk,Hindi gloss: कार्यालयिक रिकॉर्ड लिखना,woods2019halbi[entry g02498366-adc5-4163-8754-2a21b1f155bf],,,woods2019halbi:g02498366-adc5-4163-8754-2a21b1f155bf,,,woods2019halbi:gfd88ebbc-89e1-44ee-a1f7-b2115133f967 woods2019halbi:ge66e4e90-c354-4b7c-8fcd-a31cdcd5d92e,comVb dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,kotʃea,owl,कोचेआ,kotʃea,Hindi gloss: उल्‍लू,woods2019halbi[entry g0252c64d-b7ea-446e-82df-acbd5d5f865a],,,woods2019halbi:g0252c64d-b7ea-446e-82df-acbd5d5f865a,,,,n dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,kãɖa kuʈa,husking,काँडा कूटा,kãɖa kuʈa,fr. var. कूटा काँडा,woods2019halbi[entry g0263f162-8c47-4df4-a58e-1e090796bd0f],,,woods2019halbi:g0263f162-8c47-4df4-a58e-1e090796bd0f,,,woods2019halbi:g28959723-e1e7-489e-86a4-22a823712220 woods2019halbi:g420bf95d-31a0-4170-a2eb-82dc6dcad030 woods2019halbi:g6160f3c5-9893-499f-9b4a-fad5c7a8e81c,cn semdom:6.2.6 semdom:6.2.5 dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
hal,,mõdʒa,central part of fruit or vegetable; inside part,मोंजा,mõdʒa,"Hindi gloss: अंदर का हिस्सा; गिरी; where seeds are in fruits and vegetables such as like watermelon, cucumber, pumpkin, etc; cf. नरमोंजा",woods2019halbi[entry g02749dee-68a8-4587-a980-3d6b125a0703],,,woods2019halbi:g02749dee-68a8-4587-a980-3d6b125a0703,,,,n dialect:hal:woods2019halbi-BHATPAL:Bhatpal%20%28Woods%202019%29
