Koch,,məhuŋ,face,,məhuŋ,,"kondakov2011koch[wordlist item 'face', site D, Harigaya Koch]",,,silkoch2011:D:i1:face,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,mɑhɑŋ,face,,mɑhɑŋ,,"kondakov2011koch[wordlist item 'face', site E, Harigaya Koch]",,,silkoch2011:E:i1:face,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,mɑhɑŋ,face,,mɑhɑŋ,,"kondakov2011koch[wordlist item 'face', site C, Margan Koch]",,,silkoch2011:C:i1:face,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,mukʰɑŋ,face,,mukʰɑŋ,,"kondakov2011koch[wordlist item 'face', site J, Tintekiya Koch]",,,silkoch2011:J:i1:face,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,mukʰɑŋ,face,,mukʰɑŋ,,"kondakov2011koch[wordlist item 'face', site K, Tintekiya Koch]",,,silkoch2011:K:i1:face,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,mɨkɾon,eye,,mɨkɾon,,"kondakov2011koch[wordlist item 'eye', site A, Garo]",,,silkoch2011:A:i1:eye,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,neken,eye,,neken,,"kondakov2011koch[wordlist item 'eye', site B, Rongdani Rabha]",,,silkoch2011:B:i1:eye,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,mɨkɨɾ,eye,,mɨkɨɾ,,"kondakov2011koch[wordlist item 'eye', site F, Koch-Rabha]",,,silkoch2011:F:i1:eye,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,mokon,eye,,mokon,,"kondakov2011koch[wordlist item 'eye', site I, Tintekiya Koch]",,,silkoch2011:I:i1:eye,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,məkəɾ,eye,,məkəɾ,,"kondakov2011koch[wordlist item 'eye', site G, Wanang Koch]",,,silkoch2011:G:i1:eye,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,mɨkɨɾ,eye,,mɨkɨɾ,,"kondakov2011koch[wordlist item 'eye', site H, Wanang Koch]",,,silkoch2011:H:i1:eye,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,mukɾuŋ,eye,,mukɾuŋ,,"kondakov2011koch[wordlist item 'eye', site D, Harigaya Koch]",,,silkoch2011:D:i1:eye,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,mukɾuŋ,eye,,mukɾuŋ,,"kondakov2011koch[wordlist item 'eye', site E, Harigaya Koch]",,,silkoch2011:E:i1:eye,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,nukun,eye,,nukun,,"kondakov2011koch[wordlist item 'eye', site C, Margan Koch]",,,silkoch2011:C:i1:eye,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,mokon,eye,,mokon,,"kondakov2011koch[wordlist item 'eye', site J, Tintekiya Koch]",,,silkoch2011:J:i1:eye,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,moqon,eye,,moqon,,"kondakov2011koch[wordlist item 'eye', site K, Tintekiya Koch]",,,silkoch2011:K:i1:eye,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,nɑt͡ʃɨl,ear,,nɑt͡ʃɨl,,"kondakov2011koch[wordlist item 'ear', site A, Garo]",,,silkoch2011:A:i1:ear,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,nɑkoɾ,ear,,nɑkoɾ,,"kondakov2011koch[wordlist item 'ear', site B, Rongdani Rabha]",,,silkoch2011:B:i1:ear,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,nɑt͡ʃoɾ,ear,,nɑt͡ʃoɾ,,"kondakov2011koch[wordlist item 'ear', site F, Koch-Rabha]",,,silkoch2011:F:i1:ear,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,nɑkʰɑɾ,ear,,nɑkʰɑɾ,,"kondakov2011koch[wordlist item 'ear', site I, Tintekiya Koch]",,,silkoch2011:I:i1:ear,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,nɑt͡ʃoɾ,ear,,nɑt͡ʃoɾ,,"kondakov2011koch[wordlist item 'ear', site G, Wanang Koch]",,,silkoch2011:G:i1:ear,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,nɑkoɾ,ear,,nɑkoɾ,,"kondakov2011koch[wordlist item 'ear', site H, Wanang Koch]",,,silkoch2011:H:i1:ear,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,nɑkoɾ,ear,,nɑkoɾ,,"kondakov2011koch[wordlist item 'ear', site D, Harigaya Koch]",,,silkoch2011:D:i1:ear,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,nɑkoɾ,ear,,nɑkoɾ,,"kondakov2011koch[wordlist item 'ear', site E, Harigaya Koch]",,,silkoch2011:E:i1:ear,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,nɑkoɾ,ear,,nɑkoɾ,,"kondakov2011koch[wordlist item 'ear', site C, Margan Koch]",,,silkoch2011:C:i1:ear,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,nɑkʰɑɾ,ear,,nɑkʰɑɾ,,"kondakov2011koch[wordlist item 'ear', site J, Tintekiya Koch]",,,silkoch2011:J:i1:ear,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,nɑkʰɑɾ,ear,,nɑkʰɑɾ,,"kondakov2011koch[wordlist item 'ear', site K, Tintekiya Koch]",,,silkoch2011:K:i1:ear,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,ɡɨŋtʰɨŋ,nose,,ɡɨŋtʰɨŋ,,"kondakov2011koch[wordlist item 'nose', site A, Garo]",,,silkoch2011:A:i1:nose,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,kumpɑk̚,nose,,kumpɑk̚,,"kondakov2011koch[wordlist item 'nose', site B, Rongdani Rabha]",,,silkoch2011:B:i1:nose,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,nukuŋ,nose,,nukuŋ,,"kondakov2011koch[wordlist item 'nose', site F, Koch-Rabha]",,,silkoch2011:F:i1:nose,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site I, Tintekiya Koch]",,,silkoch2011:I:i1:nose,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site G, Wanang Koch]",,,silkoch2011:G:i1:nose,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site H, Wanang Koch]",,,silkoch2011:H:i1:nose,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site D, Harigaya Koch]",,,silkoch2011:D:i1:nose,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site E, Harigaya Koch]",,,silkoch2011:E:i1:nose,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site C, Margan Koch]",,,silkoch2011:C:i1:nose,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site J, Tintekiya Koch]",,,silkoch2011:J:i1:nose,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,nɑkuŋ,nose,,nɑkuŋ,,"kondakov2011koch[wordlist item 'nose', site K, Tintekiya Koch]",,,silkoch2011:K:i1:nose,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,kʰusɨk,mouth,,kʰusɨk,,"kondakov2011koch[wordlist item 'mouth', site A, Garo]",,,silkoch2011:A:i1:mouth,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,kʰút͡ʃem,mouth,,kʰút͡ʃem,,"kondakov2011koch[wordlist item 'mouth', site B, Rongdani Rabha]",,,silkoch2011:B:i1:mouth,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,hotoŋ,mouth,,hotoŋ,,"kondakov2011koch[wordlist item 'mouth', site F, Koch-Rabha]",,,silkoch2011:F:i1:mouth,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,hut͡ʃiŋ,mouth,,hut͡ʃiŋ,,"kondakov2011koch[wordlist item 'mouth', site F, Koch-Rabha]",,,silkoch2011:F:i2:mouth,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,kut͡ʃəɾ,mouth,,kut͡ʃəɾ,,"kondakov2011koch[wordlist item 'mouth', site I, Tintekiya Koch]",,,silkoch2011:I:i1:mouth,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,hotoŋ,mouth,,hotoŋ,,"kondakov2011koch[wordlist item 'mouth', site G, Wanang Koch]",,,silkoch2011:G:i1:mouth,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,hotoŋ,mouth,,hotoŋ,,"kondakov2011koch[wordlist item 'mouth', site H, Wanang Koch]",,,silkoch2011:H:i1:mouth,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,hut͡ʃuɾ,mouth,,hut͡ʃuɾ,,"kondakov2011koch[wordlist item 'mouth', site D, Harigaya Koch]",,,silkoch2011:D:i1:mouth,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,husuɾ,mouth,,husuɾ,,"kondakov2011koch[wordlist item 'mouth', site E, Harigaya Koch]",,,silkoch2011:E:i1:mouth,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,otoŋ,mouth,,otoŋ,,"kondakov2011koch[wordlist item 'mouth', site C, Margan Koch]",,,silkoch2011:C:i1:mouth,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,kut͡ʃɑɾ,mouth,,kut͡ʃɑɾ,,"kondakov2011koch[wordlist item 'mouth', site J, Tintekiya Koch]",,,silkoch2011:J:i1:mouth,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,kʰusəɾ,mouth,,kʰusəɾ,,"kondakov2011koch[wordlist item 'mouth', site K, Tintekiya Koch]",,,silkoch2011:K:i1:mouth,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,wɑɡɑm,tooth,,wɑɡɑm,,"kondakov2011koch[wordlist item 'tooth', site A, Garo]",,,silkoch2011:A:i1:tooth,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,pʰɑkʰəm,tooth,,pʰɑkʰəm,,"kondakov2011koch[wordlist item 'tooth', site B, Rongdani Rabha]",,,silkoch2011:B:i1:tooth,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,fətoŋ,tooth,,fətoŋ,,"kondakov2011koch[wordlist item 'tooth', site F, Koch-Rabha]",,,silkoch2011:F:i1:tooth,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,pʰɑ,tooth,,pʰɑ,,"kondakov2011koch[wordlist item 'tooth', site I, Tintekiya Koch]",,,silkoch2011:I:i1:tooth,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,fɑtoŋ,tooth,,fɑtoŋ,,"kondakov2011koch[wordlist item 'tooth', site G, Wanang Koch]",,,silkoch2011:G:i1:tooth,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,fɑ,tooth,,fɑ,,"kondakov2011koch[wordlist item 'tooth', site H, Wanang Koch]",,,silkoch2011:H:i1:tooth,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,pʰɑ,tooth,,pʰɑ,,"kondakov2011koch[wordlist item 'tooth', site D, Harigaya Koch]",,,silkoch2011:D:i1:tooth,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,pʰɑ,tooth,,pʰɑ,,"kondakov2011koch[wordlist item 'tooth', site E, Harigaya Koch]",,,silkoch2011:E:i1:tooth,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,pʰɑ,tooth,,pʰɑ,,"kondakov2011koch[wordlist item 'tooth', site C, Margan Koch]",,,silkoch2011:C:i1:tooth,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
Koch,,pʰɑ,tooth,,pʰɑ,,"kondakov2011koch[wordlist item 'tooth', site J, Tintekiya Koch]",,,silkoch2011:J:i1:tooth,,,,dialect:Koch:koch2011-tintekiya-koch-santipuri:Tintekiya%20Koch%20%28Santipuri%20village%29
Koch,,pʰɑ,tooth,,pʰɑ,,"kondakov2011koch[wordlist item 'tooth', site K, Tintekiya Koch]",,,silkoch2011:K:i1:tooth,,,,dialect:Koch:koch2011-tintekiya-koch-haldibari:Tintekiya%20Koch%20%28Haldibari%20village%29
Garo,,ʃɾe,tongue,,ʃɾe,,"kondakov2011koch[wordlist item 'tongue', site A, Garo]",,,silkoch2011:A:i1:tongue,,,,dialect:Garo:koch2011-garo-tura:Garo%20%28Tura%29
Rabha,,kʰútlɑj,tongue,,kʰútlɑj,,"kondakov2011koch[wordlist item 'tongue', site B, Rongdani Rabha]",,,silkoch2011:B:i1:tongue,,,,dialect:Rabha:koch2011-rongdani-rabha-tura:Rongdani%20Rabha%20%28Tura%29
Koch,,tɨlɨj,tongue,,tɨlɨj,,"kondakov2011koch[wordlist item 'tongue', site F, Koch-Rabha]",,,silkoch2011:F:i1:tongue,,,,dialect:Koch:koch2011-koch-rabha-debitola:Koch-Rabha%20%28Debitola%20village%29
Koch,,tʰɑlɑj,tongue,,tʰɑlɑj,,"kondakov2011koch[wordlist item 'tongue', site I, Tintekiya Koch]",,,silkoch2011:I:i1:tongue,,,,dialect:Koch:koch2011-tintekiya-koch-noksi:Tintekiya%20Koch%20%28Noksi%20village%29
Koch,,təlɑj,tongue,,təlɑj,,"kondakov2011koch[wordlist item 'tongue', site G, Wanang Koch]",,,silkoch2011:G:i1:tongue,,,,dialect:Koch:koch2011-wanang-koch-khalpara:Wanang%20Koch%20%28Khalpara%20village%29
Koch,,telɑj,tongue,,telɑj,,"kondakov2011koch[wordlist item 'tongue', site H, Wanang Koch]",,,silkoch2011:H:i1:tongue,,,,dialect:Koch:koch2011-wanang-koch-khilbui:Wanang%20Koch%20%28Khilbui%20village%29
Koch,,tʰelɑj,tongue,,tʰelɑj,,"kondakov2011koch[wordlist item 'tongue', site D, Harigaya Koch]",,,silkoch2011:D:i1:tongue,,,,dialect:Koch:koch2011-harigaya-koch-harigaon:Harigaya%20Koch%20%28Harigaon%20village%29
Koch,,tʰelɑj,tongue,,tʰelɑj,,"kondakov2011koch[wordlist item 'tongue', site E, Harigaya Koch]",,,silkoch2011:E:i1:tongue,,,,dialect:Koch:koch2011-harigaya-koch-ampati:Harigaya%20Koch%20%28Ampati%29
Koch,,tʰelɑ,tongue,,tʰelɑ,,"kondakov2011koch[wordlist item 'tongue', site C, Margan Koch]",,,silkoch2011:C:i1:tongue,,,,dialect:Koch:koch2011-margan-koch-marganpara:Margan%20Koch%20%28Marganpara%20village%29
