Bur,,aadáatiù,"pl. ng. aadáatiù habit, custom, practice",,,,berger-auto[p. 7 (printed p. 9)],,"u. ädat, pl. ädāt",berger:p009:c2:e002:dialect:1,berger:p009:c2:e002,,,pl dialect:Nager alternate uncertain
Bur,,aadér -ććhí-,give order,,,,berger-auto[p. 7 (printed p. 9)],,e. order,berger:p009:c2:e003,,,,dialect:Hunza uncertain
Bur,,äi ét-,"ãáï ne hér- NH crying, screaming",,,,berger-auto[p. 7 (printed p. 9)],,,berger:p009:c2:e004,,,,verb dialect:Hunza dialect:NH uncertain
Bur,,aai,see ’åa,,,,berger-auto[p. 7 (printed p. 9)],,,berger:p009:c2:e005,,,,dialect:Hunza uncertain
Bur,,aaindá,"` future, coming ; adv. in future ; 22",,,,berger-auto[p. 7 (printed p. 9)],,u. äyandah,berger:p009:c2:e006,,,,adv dialect:Hunza uncertain
Bur,,áajo,"oh, hurt!",,,,berger-auto[p. 7 (printed p. 9)],,"sh. áajo, < *ajo, Opp. zu sýjo? vgl. ys. ajó ""schlecht""?; sh. áajo th-",berger:p009:c2:e007,,,,verb dialect:Hunza uncertain
Werch,,ajó,"oh, hurt!",,,,berger-auto[p. 7 (printed p. 9)],,"sh. áajo, < *ajo, Opp. zu sýjo? vgl. ys. ajó ""schlecht""?; sh. áajo th-",berger:p009:c2:e007:dialect:1,berger:p009:c2:e007,,,verb dialect:Yasin alternate uncertain
Bur,,áaąjo-páaąjo ét-,"17, ng",,,,berger-auto[p. 7 (printed p. 9)],,,berger:p009:c2:e008,,,berger:p009:c2:e007,verb derived dialect:Hunza uncertain
Bur,,áajo-áajo,"17, ng",,,,berger-auto[p. 7 (printed p. 9)],,,berger:p009:c2:e008:dialect:1,berger:p009:c2:e008,,,verb derived dialect:Nager alternate uncertain
Bur,,aalá,"superior, first-class",,,,berger-auto[p. 7 (printed p. 9)],,u. 'aʻlã,berger:p009:c2:e009,,,,dialect:Hunza uncertain
Bur,,aalám,"world, area, territory, state",,,,berger-auto[p. 7 (printed p. 9)],,u. ‘ālam,berger:p009:c2:e010,,,,dialect:Hunza uncertain
Bur,,aalám,ìn,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-2,,,,dialect:Hunza uncertain
Bur,,áale,áali s. hairáan,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-3,,,,dialect:Hunza uncertain
Bur,,áam,"ordinary, public, (people, language) simple; 17",,,,berger-auto[p. 8 (printed p. 10)],,u. ‘āĀm,berger:p010:c1:e003,,,,dialect:Hunza uncertain
Bur,,áam-qháam,same as preceding entry,,,,berger-auto[p. 8 (printed p. 10)],,,berger:p010:c1:e004,,,berger:p010:c1:e003,derived dialect:Hunza uncertain
Bur,,áam ét-,eating (children's language),,,,berger-auto[p. 8 (printed p. 10)],,sh. am th-,berger:p010:c1:e005,,,,verb dialect:Hunza uncertain
Bur,,áam-qháam,see!áam!,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-5,,,,dialect:Hunza uncertain
Bur,,áao,there I am! (answer to cry) he! (call to the distance),,,,berger-auto[p. 8 (printed p. 10)],,sh. haáo,berger:p010:c1:e007,,,,dialect:Hunza uncertain
Bur,,åaq,see also oq,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-7,,,,dialect:Hunza uncertain
Bur,,aaqhér,"adv. finally, finally",,,,berger-auto[p. 8 (printed p. 10)],,u. adj. 'Ēxir,berger-entry-8,,,,adj adv dialect:Hunza uncertain
Bur,,aaqhirí,"last-; adv. finally, finally",,,,berger-auto[p. 8 (printed p. 10)],,u. äxirī,berger-entry-9,,,berger-entry-8,adj adv noun derived dialect:Hunza uncertain
Bur,,aaqhiríkuś,"in aaqhiríkuśe gunċ, gloss to aaqhirí gunċ",,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-10,,,berger-entry-8,derived dialect:Hunza uncertain
Bur,,aaqhirkáar,same as aaqhér,,,,berger-auto[p. 8 (printed p. 10)],,u. āxir-e kār,berger-entry-11,,,berger-entry-8,derived dialect:Hunza uncertain
Bur,,aár,sS. -iaár|-aár,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-12,,,,dialect:Hunza uncertain
Bur,,aaráamy,"rest, reassurance, rest; relief (of an illness) 40",,,,berger-auto[p. 8 (printed p. 10)],,u. ärām,berger-entry-13,,,,verb dialect:Hunza uncertain
Bur,,aaráamkuś,same as preceding entry,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-14,,,berger-entry-13,derived dialect:Hunza uncertain
Bur,,di-áarč-,see gáåarċ,,,,berger-auto[p. 8 (printed p. 10)],,u. ‘arè,berger:p010:c2:e004,,,,dialect:Hunza dialect:NH uncertain
Bur,,as,see also as I,,,,berger-auto[p. 8 (printed p. 10)],,,berger:p010:c2:e005,,,,dialect:Hunza uncertain
Bur,,aasáan,easy (to make); ease,,,,berger-auto[p. 8 (printed p. 10)],,u. 'äsäān,berger-entry-15,,,,dialect:Hunza uncertain
Bur,,áaski,see -ki,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-16,,,,dialect:Hunza uncertain
Bur,,aasman,see asmåáan,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-17,,,,dialect:Hunza uncertain
Bur,,aaśíq -mán-,fall in love (in -ċe),,,,berger-auto[p. 8 (printed p. 10)],,u. ‘Āšiq,berger-entry-18,,,,verb dialect:Hunza uncertain
Bur,,ãáü-kãáűŭ ét-,` bitter weep Gh. ái,,,,berger-auto[p. 8 (printed p. 10)],,,berger-entry-19,,,,verb dialect:Hunza dialect:NH uncertain
Bur,,aayáa,ayáa question particles: whether ... (or not)?,,,,berger-auto[p. 8 (printed p. 10)],,u. °Zyā,berger-entry-20,,,,part dialect:Hunza uncertain
Bur,,áay,"patronymsuffix, cf. Gr.19. (to tuy )",,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-21,,,,dialect:Hunza uncertain
Bur,,aazáan,call of prayer . @. äzān},,,,berger-auto[p. 8 (printed p. 11)],,,berger:p011:c1:e002,,,,dialect:Nager uncertain
Bur,,abáa,(royal) robe,,,,berger-auto[p. 8 (printed p. 11)],,"u. ""abā",berger:p011:c1:e003,,,,dialect:Hunza uncertain
Bur,,abáaśo,"look, weak sighted, poorly sighted at night",,,,berger-auto[p. 8 (printed p. 11)],,"sh. awáaśo ""gelähmt, verkrüppelt""",berger-entry-22,,,,f dialect:Hunza uncertain
Bur,,abáat,"(land) populated, inhabited, cultivated; plentiful, much (mostly -an)",,,,berger-auto[p. 8 (printed p. 11)],,u. äbād,berger:p011:c1:e005,,,,dialect:Hunza uncertain
Bur,,aabaadí,population,,,,berger-auto[p. 8 (printed p. 11)],,u. äbädi,berger-entry-23,,,berger:p011:c1:e005,noun derived dialect:Hunza uncertain
Bur,,abáato,abáałṭo ng. s. abádo weak person,,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-25-dialect-1,,,,dialect:Hunza uncertain
Bur,,abaććhálo,or animal,,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-24,,,,dialect:Hunza dialect:NH uncertain
Bur,,abádo,"abáato, abáato lazy, dull, lazy",,,,berger-auto[p. 8 (printed p. 11)],,sh. abaáto,berger-entry-25,,,,f dialect:Hunza uncertain
Bur,,abáato,"abáato, abáato lazy, dull, lazy",,,,berger-auto[p. 8 (printed p. 11)],,sh. abaáto,berger-entry-25:dialect:1,berger-entry-25,,,f dialect:Nager alternate uncertain
Bur,,abatéi,"laziness, etc",,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-26,,,berger-entry-25,derived dialect:Nager uncertain
Bur,,abatá,"lost, lost from the way (astray)",,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-28,,,,dialect:Hunza dialect:NH uncertain
Bur,,abatéi,see Abadio,,,,berger-auto[p. 8 (printed p. 11)],,,berger:p011:c1:e013,,,,dialect:Nager uncertain
Bur,,abdul-śaráṅ,money (jokingly after Urduname with ‘Abd),,,,berger-auto[p. 8 (printed p. 11)],,"scherzhaft nach Urdunamen mit ‘Abd- ul- ""Sklave des .."", ZU ŚarÌ, vgl. śaráq, śardář",berger-entry-30,,,,dialect:Hunza uncertain
Bur,,abóko,"(animal, human) small, weak",,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-32,,,,dialect:Nager uncertain
Bur,,aboóm,"unhappy, unfortunate, bringing unhappiness (Opp. suboóm)",,,,berger-auto[p. 8 (printed p. 11)],,sh. aboóm,berger-entry-33,,,,dialect:Hunza dialect:Nager uncertain
Bur,,aćaáćo,"hasty, crude, pushing forward",,,,berger-auto[p. 8 (printed p. 11)],,sh. aćaáćo,berger-entry-35,,,,dialect:Hunza dialect:Nager uncertain
Bur,,aćaćéi ét-,"behave rudely, ruthlessly",,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-36,,,berger-entry-35,verb derived dialect:Hunza dialect:NH uncertain
Bur,,aćaanák,divine,,,,berger-auto[p. 8 (printed p. 11)],,u. 'ačānak,berger-entry-37,,,,adv dialect:Hunza uncertain
Bur,,aćaćéi,see aćaáćo,,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-38,,,,dialect:Hunza uncertain
Bur,,aćaħáayo,disturbing one at work; giving evil answers,,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-39,,,,dialect:Hunza uncertain
Bur,,aćás,"sheep, goat; sheep and goats, i.e. small livestock { = kuyés]",,,,berger-auto[p. 8 (printed p. 11)],,ys. aćás,berger-entry-41,,,,noun dialect:Hunza dialect:NH uncertain
Bur,,aćóq,see! ćok,,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-42,,,,dialect:Hunza uncertain
Bur,,aćhará-babalá,totally confused (by one to whom a strange work has been assigned) (vel. babalâ),,,,berger-auto[p. 8 (printed p. 11)],,,berger-entry-44,,,berger-entry-43,derived dialect:Hunza uncertain
Bur,,aćharéi,"confusion, etc",,,,berger-auto[p. 9 (printed p. 12)],,,berger-entry-45,,,,derived dialect:Hunza uncertain
Bur,,aćharáki,"trepidation, impatience, negligence",,,,berger-auto[p. 9 (printed p. 12)],,,berger-entry-46,,,,derived dialect:Hunza dialect:NH uncertain
Bur,,aćharákiski,"nervous, confused",,,,berger-auto[p. 9 (printed p. 12)],,,berger-entry-47,,,,adv derived dialect:Hunza dialect:NH uncertain
Bur,,aćhó,"in wait(t)!, equal!",,,,berger-auto[p. 9 (printed p. 12)],,vgl. Gr. 15.6.; ys. aćó -iṅù,berger-entry-48,,,,pl dialect:Hunza dialect:NH uncertain
Werch,,aćó,"in wait(t)!, equal!",,,,berger-auto[p. 9 (printed p. 12)],,vgl. Gr. 15.6.; ys. aćó -iṅù,berger-entry-48-dialect-1,berger-entry-48,,,pl dialect:Yasin dialect:NH alternate uncertain
Bur,,áçoore,sS. +ço,,,,berger-auto[p. 9 (printed p. 12)],,,berger-entry-49,,,,dialect:Nager uncertain
Bur,,açhaláù,see also Yaçhaláṅ,,,,berger-auto[p. 9 (printed p. 12)],,,berger-entry-50,,,,dialect:Hunza uncertain
Bur,,açhaméi,see the following entry,,,,berger-auto[p. 9 (printed p. 12)],,,berger-entry-51,,,,dialect:Hunza uncertain
Bur,,açhuméi,"also açhaméi -miù unchallenge, villainy ; 80",,,,berger-auto[p. 9 (printed p. 12)],,sh. açheméi,berger-entry-53,,,berger-entry-52,derived dialect:Nager uncertain
Bur,,adaalát,court of Justice,,,,berger-auto[p. 9 (printed p. 12)],,"u. ""adālat",berger-entry-54,,,,dialect:Hunza uncertain
Bur,,adáp,"annual yield, harvest (pe. hadh?)",,,,berger-auto[p. 9 (printed p. 12)],,pe. hadh?,berger:p012:c1:e011,,,,dialect:Hunza uncertain
Bur,,adáp,"courtesy, education",,,,berger-auto[p. 9 (printed p. 12)],,u. adab,berger-entry-56,,,,verb dialect:Hunza uncertain
Bur,,adaqhár,"man of the middle class, ng. coming from afar, unknown, strange (?)",,,,berger-auto[p. 9 (printed p. 12)],,áda + *qhar,berger-entry-59,,,,dialect:Hunza uncertain
Bur,,adímo,"small, physically underdeveloped human or animal",,,,berger-auto[p. 9 (printed p. 12)],,¢at/oő- + -dím + -0,berger-entry-60,,,,dialect:Hunza dialect:NH uncertain
Bur,,afsúus,apsúus y Regret (pe. 'afsūs = u. 'afsõs),,,,berger-auto[p. 9 (printed p. 12)],,pe. 'afsūs = u. 'afsõs,berger-entry-61,,,,verb dialect:Hunza uncertain
Bur,,agáayo,"weak, incapable (to -ar), (food, feed) not `satisfactory, not energizing; filthy- Big, insatiable; (land) poorly fertilized, broken; barren (Opp. suán)",,,,berger-auto[p. 9 (printed p. 12)],,sh. agáawo; vgl. agúuyo,berger-entry-62,,,,dialect:Hunza dialect:Nager uncertain
Bur,,agayéś,"unfertilized, bad land",,,,berger-auto[p. 9 (printed p. 12)],,,berger-entry-65,,,berger-entry-62,derived dialect:Hunza uncertain
Bur,,ágar,"ke if ; ; ; ; ; , cf. Gr",,,,berger-auto[p. 9 (printed p. 12)],,u. agar,berger-entry-66,,,,dialect:Hunza uncertain
Bur,,ágarći,"agárći, agárki; 9 even if, though",,,,berger-auto[p. 9 (printed p. 13)],,u. agarčih,berger-entry-67,,,,dialect:Hunza uncertain
Bur,,agayéś,see agáayo,,,,berger-auto[p. 9 (printed p. 13)],,,berger:p013:c1:e002,,,,dialect:Hunza uncertain
Bur,,agúuųyo,"raw, immature, tasteless; little or no fertilized; little fertile",,,,berger-auto[p. 9 (printed p. 13)],,vgl. agáayo und sugúuyo,berger-entry-70,,,,noun pl dialect:Hunza uncertain
Bur,,agaápo,"disgusting tasting, tasteless",,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-71,,,,dialect:Nager uncertain
Bur,,agatéś,see the following entry,,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-72,,,,dialect:Hunza uncertain
Bur,,agáto,being ashamed,,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-73,,,,dialect:Hunza uncertain
Bur,,agatés -mán-,to be ashamed,,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-74,,,berger-entry-73,verb derived dialect:Hunza uncertain
Bur,,agél,"hut for sheep in the pasture, (Kr.) night pen for small livestock in the alpine settlements",,,,berger-auto[p. 9 (printed p. 13)],,tü. ağ R I 163,berger-entry-75,,,,dialect:Hunza dialect:Nager uncertain
Bur,,aiina,spiegel ff,,,,berger-auto[p. 9 (printed p. 13)],,u. aTnah,berger-entry-76,,,,dialect:Hunza uncertain
Bur,,ainák,"brown wild cat, NH ferret (-q, ""marmot"")",,,,berger-auto[p. 9 (printed p. 13)],,wa. wīnek L,berger-entry-77,,,,dialect:Hunza dialect:NH uncertain
Bur,,ajaíp,"28, ajáp strange, strange",,,,berger-auto[p. 9 (printed p. 13)],,"u. ajib ""seltsame Dinge"", ‘ajab ""selt- sam""",berger-entry-79,,,,dialect:Hunza uncertain
Bur,,ájaly,death,,,,berger-auto[p. 9 (printed p. 13)],,u. ajal,berger-entry-80,,,,dialect:Hunza uncertain
Bur,,ajáp,see ajaip,,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-81,,,,dialect:Hunza uncertain
Bur,,ajíibu-garíip,"before vowels -b strange, strange, interesting 66",,,,berger-auto[p. 9 (printed p. 13)],,"u. ""ajib o garīb",berger-entry-82,,,,dialect:Hunza uncertain
Bur,,ajól-ajól,"`man: hesitate to be something fearful (? ""quickly"")",,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-83,,,,dialect:Hunza uncertain
Bur,,ajóo,see ajőono,,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-84,,,,dialect:Hunza uncertain
Bur,,ajőóo-kalóonta,a best. wedding song (to ajoól?),,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-85,,,,dialect:Hunza uncertain
Bur,,ajoóli,hajoóli -miṅ Wedding Song ; 190,,,,berger-auto[p. 9 (printed p. 13)],,"u. hujlah ""Brautgemach, -bett""""?",berger-entry-86,,,,verb dialect:Hunza uncertain
Bur,,ajáalo,"very large man (deprecating), ng. large and lazy",,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-88,,,,dialect:Hunza uncertain
Bur,,ak,uċ¢ round hard lumps in the flesh of weak animals; ng. hard spot in a wound,,,,berger-auto[p. 9 (printed p. 13)],,,berger:p013:c2:e010,,,,dialect:Hunza uncertain
Bur,,ak,see -k,,,,berger-auto[p. 9 (printed p. 13)],,,berger-entry-89,,,,dialect:Hunza uncertain
Bur,,akaabír,"l also -taro -daro member of the uppermost layer of the traditional Hz. society, nobleman",,,,berger-auto[p. 9 (printed p. 13)],,u. 'akābir,berger-entry-91,,,,dialect:Hunza uncertain
Bur,,akaabíriski,"according to the type of nobility, like a nobleman (behaving, etc.)",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-92,,,,derived dialect:Hunza uncertain
Bur,,ákar,in,,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-93,,,,dialect:Hunza uncertain
Bur,3057,akára,"without knowing it, without reason, without justification",,,,berger-auto[p. 10 (printed p. 14)],,"sh. akáaran ""ohne Grund"", a- + T 3057",berger-entry-94,,,,dialect:Hunza uncertain
Bur,,akáś,"misfortune, bad luck, what one must do forcibly, good or bad (Opp. sukáś)",,,,berger-auto[p. 10 (printed p. 14)],,sh. akáś,berger-entry-95,,,,adv dialect:Hunza dialect:Nager uncertain
Bur,,áki,excrement (children's language),,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-96,,,,verb dialect:Hunza uncertain
Bur,,akírċum,"terrible, terrible-looking, ng. ugly (also moral)",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-97,,,,dialect:Hunza uncertain
Bur,,häßlich,"terrible, terrible-looking, ng. ugly (also moral)",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-97:dialect:1,berger-entry-97,,,dialect:Nager alternate uncertain
Bur,,śaośáo-akírċum,"quite terrible, etc",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-98,,,berger-entry-97,derived dialect:Hunza dialect:NH uncertain
Bur,,akíyum,"ugly, repugnant, dim, desolate; wrong, inappropriate (Neg. of giyúmo)",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-100,,,,dialect:Hunza dialect:Nager uncertain
Bur,,akíiyumkuśs,"ugliness, etc",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-101,,,berger-entry-100,derived dialect:Hunza dialect:NH uncertain
Bur,,akóći,see also kóći,,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-102,,,,dialect:Hunza uncertain
Bur,,aksár,"much, often, often ; ; adv. ; (merely filling)",,,,berger-auto[p. 10 (printed p. 14)],,u. aksar,berger-entry-103,,,,adv dialect:Hunza uncertain
Bur,,akhén-,see Hén,,,,berger-auto[p. 10 (printed p. 14)],,"ys. akhéś, sh. akhéś, akéś von akhén-, Neg. zu hén-, vgl. kes",berger-entry-104,,,,dialect:Hunza uncertain
Werch,,akhéś,see Hén,,,,berger-auto[p. 10 (printed p. 14)],,"ys. akhéś, sh. akhéś, akéś von akhén-, Neg. zu hén-, vgl. kes",berger-entry-104:dialect:1,berger-entry-104,,,dialect:Yasin alternate uncertain
Bur,,akhí,see akhíl,,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-106,,,,dialect:Hunza uncertain
Bur,,akhíile,"here, at this point (pointing at a body part, for example)",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-107,,,,dialect:Hunza uncertain
Bur,,akhil,"(-īī-); ; , pl. -juko h; ; y; ; and akhi ; ; ; dakhíl -juko ; ; ; ; ; ; dakhí 13. 14; ; ; ; 108 such; adv. so, in this way",,,,berger-auto[p. 10 (printed p. 14)],,"ys. akhi, akhlê",berger-entry-108,,,,adv noun pl dialect:Hunza uncertain
Werch,,akhi,"(-īī-); ; , pl. -juko h; ; y; ; and akhi ; ; ; dakhíl -juko ; ; ; ; ; ; dakhí 13. 14; ; ; ; 108 such; adv. so, in this way",,,,berger-auto[p. 10 (printed p. 14)],,"ys. akhi, akhlê",berger-entry-108-dialect-1,berger-entry-108,,,adv noun pl dialect:Yasin alternate uncertain
Bur,,akhílpa,"dakhíilpa NH an, from this side (come and the like) (akhil, dakhíl + £pa; cf. taílpa)",,,,berger-auto[p. 10 (printed p. 14)],,"kommen u. dgl.; akhil, dakhíl + £pa; vgl. taílpa",berger-entry-109,,,,dialect:Hunza dialect:NH uncertain
Bur,,akhóle,"akhólar, akhólum s. khóle Burushaski - German - 15",,,,berger-auto[p. 10 (printed p. 14)],,,berger-entry-110,,,,dialect:Hunza uncertain
Bur,,akhúrum,"at 8.23; , akhūūruman; ; ng. akhkúrumaan; ; ; and dakhúrum(aan)",,,,berger-auto[p. 10 (printed p. 15)],,"ys. akhúrum, akhúrumes",berger-entry-111,,,,adv noun dialect:Hunza uncertain
Bur,,akhkúrumaan,"at 8.23; , akhūūruman; ; ng. akhkúrumaan; ; ; and dakhúrum(aan)",,,,berger-auto[p. 10 (printed p. 15)],,"ys. akhúrum, akhúrumes",berger-entry-111-dialect-2,berger-entry-111,,,adv noun dialect:Nager alternate uncertain
Bur,,akhúrus,"and dakhúrus hx, a",,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-113,,,berger-entry-111,noun pl derived dialect:Hunza uncertain
Bur,,akhúriki,"and dakhúriki (every one) so much, so much each",,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-114,,,berger-entry-111,derived dialect:Hunza uncertain
Bur,,akhuúlo,see also Khuúlo,,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-115,,,,dialect:Nager uncertain
Bur,,ála,"prohibition, objection, obstacle, taboo",,,,berger-auto[p. 10 (printed p. 15)],,"sh. álabila ""Hindernis, Weisung""?",berger-entry-116,,,,dialect:Hunza uncertain
Bur,,alaaqá,"and alaqá area, region ; ; ; 17",,,,berger-auto[p. 10 (printed p. 15)],,u. lāqah,berger:p015:c1:e006,,,,dialect:Hunza uncertain
Bur,,aláća,art cloth,,,,berger-auto[p. 10 (printed p. 15)],,tü. alača R I 3610,berger:p015:c1:e007,,,,dialect:Hunza uncertain
Bur,,alaleéś ét-,mix together,,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-118,,,,verb dialect:Hunza uncertain
Bur,,alaqá,see alaaqá,,,,berger-auto[p. 10 (printed p. 15)],,,berger:p015:c1:e010,,,,dialect:Hunza uncertain
Bur,,alar,see -ale,,,,berger-auto[p. 10 (printed p. 15)],,,berger:p015:c1:e011,,,,dialect:Hunza uncertain
Bur,,alawá,"elawå besides, further",,,,berger-auto[p. 10 (printed p. 15)],,u. {lāwah,berger-entry-119,,,,dialect:Nager uncertain
Bur,,albatá,"certainly, of course",,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-121,,,,adv dialect:Hunza uncertain
Bur,,aldá-aldá,"my God!, O God!",,,,berger-auto[p. 10 (printed p. 15)],,u. Allāh,berger-entry-122,,,,dialect:Hunza dialect:NH uncertain
Bur,,ale,"only hz. at (only with hx-nomina), cf. Gr.; for the circumscription of ""have"", cf. Gr. (< háale, cf. ha)",,,,berger-auto[p. 10 (printed p. 15)],,"< háale, vgl. ha",berger-entry-123,,,,dialect:Hunza uncertain
Bur,,alar,to ..,,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-124,,,berger-entry-123,derived dialect:Hunza uncertain
Bur,,alum,from ..,,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-125,,,berger-entry-123,derived dialect:Hunza uncertain
Bur,,aléċ¢,see also Ales,,,,berger-auto[p. 10 (printed p. 15)],,,berger:p015:c2:e006,,,,dialect:Hunza uncertain
Bur,,alégan,"the overhead side, i.e. in Hunza Nager, in Nager Hunza",,,,berger-auto[p. 10 (printed p. 15)],,"eléi + gan, vgl. khógan; u. saudã",berger-entry-127,,,,noun dialect:Hunza dialect:Nager uncertain
Bur,,alégane,"the overhead side, i.e. in Hunza Nager, in Nager Hunza",,,,berger-auto[p. 10 (printed p. 15)],,"eléi + gan, vgl. khógan; u. saudã",berger-entry-128-dialect-1,berger-entry-127,,,noun dialect:Nager alternate uncertain
Bur,,aléi,see éle,,,,berger-auto[p. 10 (printed p. 15)],,,berger:p015:c2:e008,,,,dialect:Nager uncertain
Bur,,?aléi,in aléi saláam peace be with him,,,,berger-auto[p. 10 (printed p. 15)],,"u. ""alaihi-s-salãm",berger:p015:c2:e009,,,,dialect:Hunza uncertain
Bur,,aléikum,see saláam,,,,berger-auto[p. 10 (printed p. 15)],,,berger-entry-131,,,,dialect:Hunza uncertain
