as,,sã,all,,,,"herin2012domari[p. 5, section 1.1];herin2012domari[p. 12, example (7a) word 2];herin2012domari[p. 27, section 2.16];herin2012domari[p. 40, section 4.1];herin2012domari[p. 44, example (37) word 5]",,,herin2012domari:s1.1:q12,,,,dialect:as:aleppo:Aleppo
as,,sɑ̄-ē-mā,all of us,,sɑːeːmæ,,"herin2012domari[p. 5, section 1.1]",,,herin2012domari:s1.1:q14,,,,dialect:as:aleppo:Aleppo
as,,čərī́,knife,,,,"herin2012domari[p. 5, section 1.1]",,,herin2012domari:s1.1:q16,,,,dialect:as:aleppo:Aleppo
as,,črī́,knife,,,,"herin2012domari[p. 5, section 1.1]",,,herin2012domari:s1.1:q16:variant:2,herin2012domari:s1.1:q16,,,alternate dialect:as:aleppo:Aleppo
as,,qr-ōm,my son,,,,"herin2012domari[p. 5, section 1.1]",,,herin2012domari:s1.1:q18,,,,dialect:as:aleppo:Aleppo
as,,yēldəz,star,,jeːlˈdɨz,,"herin2012domari[p. 5, section 1.1]",,< Turkish yɪldɪz “star”,herin2012domari:s1.1:q25,,,,loanword loan:Turkish dialect:as:aleppo:Aleppo
as,,kərī́,house,,kɵrˈiː,,"herin2012domari[p. 5, section 1.1]",,,herin2012domari:s1.1:q27,,,,dialect:as:aleppo:Aleppo
as,,xəǧã,yesterday,,xɵˈʤɑ̃ː; ˈxɵʤɑ̃ː,,"herin2012domari[p. 5, section 1.1];herin2012domari[p. 7, section 1.2];herin2012domari[p. 46, example (40c) word 4]",,,herin2012domari:s1.1:q28,,,,dialect:as:aleppo:Aleppo
as,,gəldʋānī́,sweets,,gɵldʋæːˈniː,,"herin2012domari[p. 5, section 1.1]",,,herin2012domari:s1.1:q29,,,,dialect:as:aleppo:Aleppo
as,,fəmmōme,I understand,,,,"herin2012domari[p. 7, section 1.2]",,< Arabic fham “understand”,herin2012domari:s1.2:q1,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,dahn kar-,to paint,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q3,,,,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo
as,,dāhín kar-,to paint,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q3:variant:2,herin2012domari:s1.2:q3,,,verb conjunct-verb multiword-expression alternate dialect:as:aleppo:Aleppo
as,,har,each,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 43, example (35c) word 2];herin2012domari[p. 49, example (44) word 2]",,,herin2012domari:s1.2:q4,,,,dialect:as:aleppo:Aleppo
as,,hazz,still,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 14, section 2.8]",,,herin2012domari:s1.2:q5,,,,dialect:as:aleppo:Aleppo alternate
as,,ḥawt,seven,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 14, section 2.7]",,,herin2012domari:s1.2:q6,,,,dialect:as:aleppo:Aleppo num
as,,ḥaft,seven,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 14, section 2.7]",,,herin2012domari:s1.2:q6:variant:2,herin2012domari:s1.2:q6,,,alternate dialect:as:aleppo:Aleppo num
as,,ḥašt,eight,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 14, section 2.7]",,,herin2012domari:s1.2:q7,,,,dialect:as:aleppo:Aleppo num
as,,moʿōri,ant,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q8,,,,dialect:as:aleppo:Aleppo
as,,ʿārḍ,earth,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q9,,,,dialect:as:aleppo:Aleppo
as,,qaḥwa,coffee,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 16, example (11b) word 5];herin2012domari[p. 35, example (30a) word 3]",,< Arabic qahwa,herin2012domari:s1.2:q11,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,qāpī́,door,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q12,,,,dialect:as:aleppo:Aleppo
as,,qārčī́,in front of,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q13,,,,dialect:as:aleppo:Aleppo
as,,qāšəq,spoon,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q14,,,,dialect:as:aleppo:Aleppo
as,,qər,son,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q15,,,,dialect:as:aleppo:Aleppo
as,,qālã́,black,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q16,,,,dialect:as:aleppo:Aleppo
as,,qāyī́š,food,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q17,,,,dialect:as:aleppo:Aleppo
as,,waxti,when,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 44, section 6.2]",,,herin2012domari:s1.2:q18,,,,dialect:as:aleppo:Aleppo
as,,taxt,bed,,,,"herin2012domari[p. 7, section 1.2]",,"< colloquial Arabic taxt, originally a loan from Persian",herin2012domari:s1.2:q20,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,xašt,hand,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q21,,,,dialect:as:aleppo:Aleppo
as,,xāzə́me,I laugh,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q22,,,,dialect:as:aleppo:Aleppo
as,,ġabre,dust,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q23,,,,dialect:as:aleppo:Aleppo
as,,ġalaṭ,wrong,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q24,,,,dialect:as:aleppo:Aleppo
as,,ġēr,other,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 27, section 2.16]",,< Arabic ġēr “other”,herin2012domari:s1.2:q25,,,,dialect:as:aleppo:Aleppo loanword loan:Arabic
as,,čāġã,child,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q26,,,,dialect:as:aleppo:Aleppo
as,,mə-ġaztī́,don’t laugh!,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q27,,,,dialect:as:aleppo:Aleppo
as,,xaz-,to laugh,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q28,,,,dialect:as:aleppo:Aleppo
as,,ǧāftã́,groom,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q29,,,,dialect:as:aleppo:Aleppo
as,,áǧã,today,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.2:q30,,,,dialect:as:aleppo:Aleppo
as,,ǧānə́me,I know,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q31,,,,dialect:as:aleppo:Aleppo
as,,xəžã,yesterday,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q32:variant:2,herin2012domari:s1.1:q28,,,alternate dialect:as:aleppo:Aleppo
as,,ǧu,go!,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 31, section 3.1]",,,herin2012domari:s1.2:q33,,,,dialect:as:aleppo:Aleppo
as,,žu,go!,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q33:variant:2,herin2012domari:s1.2:q33,,,alternate dialect:as:aleppo:Aleppo
as,,laǧi kar-,to be ashamed,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q34,,,,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo
as,,laži kar-,to be ashamed,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q34:variant:2,herin2012domari:s1.2:q34,,,verb conjunct-verb multiword-expression alternate dialect:as:aleppo:Aleppo
as,,sižn,prison,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q35,,,,dialect:as:aleppo:Aleppo
as,,miḥtāž=ištōme,I need,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q36,,,,dialect:as:aleppo:Aleppo
as,,lāftʸī,girl,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q37,,,,dialect:as:aleppo:Aleppo
as,,lāfčī,girl,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q37:variant:2,herin2012domari:s1.2:q37,,,alternate dialect:as:aleppo:Aleppo
as,,lāftī,girl,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q37:variant:3,herin2012domari:s1.2:q37,,,alternate dialect:as:aleppo:Aleppo
as,,pārčəm,(that) I come back,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q38,,,,dialect:as:aleppo:Aleppo
as,,pārtʸəm,(that) I come back,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q38:variant:2,herin2012domari:s1.2:q38,,,alternate dialect:as:aleppo:Aleppo
as,,kā hōčəm,I will be(come),,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q39,,,,multiword-expression dialect:as:aleppo:Aleppo
as,,kā ōčəm,I will be(come),,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q39:variant:2,herin2012domari:s1.2:q39,,,multiword-expression alternate dialect:as:aleppo:Aleppo
as,,kā hōtʸəm,I will be(come),,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q39:variant:3,herin2012domari:s1.2:q39,,,multiword-expression alternate dialect:as:aleppo:Aleppo
as,,kā ōtʸəm,I will be(come),,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q39:variant:4,herin2012domari:s1.2:q39,,,multiword-expression alternate dialect:as:aleppo:Aleppo
as,,xāšt,hand,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q40,,,,dialect:as:aleppo:Aleppo
as,,faḍḍil kar-,to prefer,,,,"herin2012domari[p. 7, section 1.2]",,< Arabic faḍḍal “he preferred”,herin2012domari:s1.2:q41,,,,verb conjunct-verb multiword-expression loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,maṭbax-ə́-mã,in the kitchen,,,,"herin2012domari[p. 7, section 1.2]",,< Arabic maṭbax “kitchen”,herin2012domari:s1.2:q43,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,ṭāwlã́,table,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 8, section 1.3]",,< Arabic ṭāwle “table”,herin2012domari:s1.2:q45,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,ẓənn hōme,I think,,,,"herin2012domari[p. 7, section 1.2]",,< Arabic ẓann “he thought”,herin2012domari:s1.2:q47,,,,multiword-expression loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,ẓənn ōme,I think,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q47:variant:2,herin2012domari:s1.2:q47,,,multiword-expression alternate dialect:as:aleppo:Aleppo
as,,pēṭ,belly,,,,"herin2012domari[p. 7, section 1.2]",,< Indo-Aryan pēṭṭa “belly”,herin2012domari:s1.2:q49,,,,dialect:as:aleppo:Aleppo
as,11346,wāṭ,stone,,wɑːt̴,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 40, example (33a) word 2]",,< Indo-Aryan varta “round stone”,herin2012domari:s1.2:q51,,,,dialect:as:aleppo:Aleppo
as,13776,təllã,fat,,,,"herin2012domari[p. 7, section 1.2]",,< Indo-Aryan sthūlá,herin2012domari:s1.2:q53,,,,dialect:as:aleppo:Aleppo
as,,ʋāl,hair,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q54,,,,dialect:as:aleppo:Aleppo
as,,ʋāy,air,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q55,,,,dialect:as:aleppo:Aleppo
as,,ʋyār,"city, market",,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q56,,,,dialect:as:aleppo:Aleppo
as,,lʋā kar-,to open,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q57,,,,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo
as,,kōwirōm,I fell,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q59,,,,dialect:as:aleppo:Aleppo
as,,kā ǧirsāwōča,You will get married,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q60,,,,multiword-expression dialect:as:aleppo:Aleppo
as,,awāsār,summer,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q61,,,,dialect:as:aleppo:Aleppo
as,,sēwi,straight,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q62,,,,dialect:as:aleppo:Aleppo
as,,ʿāwin kar-,to help,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q63,,,,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo
as,,lwī kar-,to bend,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q64,,,,verb conjunct-verb multiword-expression dialect:as:aleppo:Aleppo
as,,bē,with (instrumental),,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q65,,,,dialect:as:aleppo:Aleppo
as,,ʋē,without,,,,"herin2012domari[p. 7, section 1.2];herin2012domari[p. 10, section 2.1];herin2012domari[p. 21, section 2.13]",,< Kurdish bê,herin2012domari:s1.2:q66,,,,dialect:as:aleppo:Aleppo loanword loan:Kurdish
as,,pčā-,to ask,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q69,,,,verb stem dialect:as:aleppo:Aleppo
as,,kā pčāʋā,you will ask,,,,"herin2012domari[p. 7, section 1.2]",,,herin2012domari:s1.2:q70,,,,multiword-expression dialect:as:aleppo:Aleppo
as,,kandargī́,rabbit,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q1,,,,dialect:as:aleppo:Aleppo
as,,kərʋə́k,worm,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q2,,,,dialect:as:aleppo:Aleppo
as,,xōrānə́k,waist,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q3,,,,dialect:as:aleppo:Aleppo
as,,sə́bã,tomorrow,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q5,,,,dialect:as:aleppo:Aleppo
as,,xə́ǧã,yesterday,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q6,,,,dialect:as:aleppo:Aleppo
as,,xəǧ,yesterday,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q7,,,,dialect:as:aleppo:Aleppo
as,,xəǧōtī,yesterday,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q7:variant:2,herin2012domari:s1.3:q7,,,alternate dialect:as:aleppo:Aleppo
as,,xəǧōtīnī,yesterday,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q7:variant:3,herin2012domari:s1.3:q7,,,alternate dialect:as:aleppo:Aleppo
as,,aǧ,today,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q8,,,,dialect:as:aleppo:Aleppo
as,,aǧōtī,today,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q8:variant:2,herin2012domari:s1.3:q8,,,alternate dialect:as:aleppo:Aleppo
as,,aǧōtīnī,today,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q8:variant:3,herin2012domari:s1.3:q8,,,alternate dialect:as:aleppo:Aleppo
as,,kōmár,firewood,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q9,,,,dialect:as:aleppo:Aleppo
as,,bḗn,sister,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q10,,,,dialect:as:aleppo:Aleppo
as,,bēn-ṓr,your sister,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q11,,,,dialect:as:aleppo:Aleppo
as,,pānd-ə́-tã,on the road,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q12,,,,obl superessive dialect:as:aleppo:Aleppo
as,,pā,come,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q13:w1,,,,dialect:as:aleppo:Aleppo
as,,pās-ṓm-ān,we,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q13:w2,,,,ade 1pl pron personal dialect:as:aleppo:Aleppo
as,,mək,to let,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q14:w1,,,,impv verb dialect:as:aleppo:Aleppo
as,,ǧār,to go,,,,"herin2012domari[p. 8, section 1.3];herin2012domari[p. 18, example (17) word 4];herin2012domari[p. 37, section 3.5]",,,herin2012domari:s1.3:q14:w2,,,,subjunctive 3sg verb dialect:as:aleppo:Aleppo
as,,pās-ṓr-ā,at,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q14:w3,,,,pl dialect:as:aleppo:Aleppo
as,,hanā,"this, that",,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q15:w1,,,,demonstrative dialect:as:aleppo:Aleppo
as,,grān=é,heavy,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q15:w2,,,,copula dialect:as:aleppo:Aleppo
as,,kəry-ṓ-mān=e,it’s our house,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q16,,,,sg 1pl copula dialect:as:aleppo:Aleppo
as,,tōnde,they put,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q17,,,,dialect:as:aleppo:Aleppo
as,,tōndə́se,they put it,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q18,,,,dialect:as:aleppo:Aleppo
as,,n-ǧān-mə-sān-é,I don’t know them,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q19,,,,neg ipfv subjunctive 1sg obj 3pl contextualiser verb dialect:as:aleppo:Aleppo
as,,n-mangīšt-ōr-s-é,you don’t want it,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q20,,,,dialect:as:aleppo:Aleppo
as,,āyrṓm,I came,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q23,,,,dialect:as:aleppo:Aleppo
as,,nḗrōm,I didn’t come,,,,"herin2012domari[p. 8, section 1.3]",,,herin2012domari:s1.3:q24,,,,dialect:as:aleppo:Aleppo
as,,kursiyyã́,chair,,,,"herin2012domari[p. 8, section 1.3]",,< Arabic kursi,herin2012domari:s1.3:q26,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,dīwāniyyã́,bench,,,,"herin2012domari[p. 8, section 1.3]",,< Arabic dīwāniyye,herin2012domari:s1.3:q27,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,amā,I,,,,"herin2012domari[p. 9, Table 2, 1, Singular];herin2012domari[p. 17, example (13) word 1];herin2012domari[p. 17, example (15) word 1]",,,herin2012domari:t2:r1c1,,,,pron personal sg 1sg dialect:as:aleppo:Aleppo
as,,amīn,we,,,,"herin2012domari[p. 9, Table 2, 1, Plural];herin2012domari[p. 38, section 3.6]",,,herin2012domari:t2:r1c2,,,,pron personal pl 1pl dialect:as:aleppo:Aleppo
as,,tō,you (singular),,,,"herin2012domari[p. 9, Table 2, 2, Singular];herin2012domari[p. 33, section 3.2]",,,herin2012domari:t2:r2c1,,,,pron personal sg 2sg dialect:as:aleppo:Aleppo
as,,tər-,you (singular),,,,"herin2012domari[p. 9, Table 2, 2, Singular]",,,herin2012domari:t2:r2c1:variant:2,herin2012domari:t2:r2c1,,,pron personal sg 2sg alternate dialect:as:aleppo:Aleppo
as,,tmīn,you (plural),,,,"herin2012domari[p. 9, Table 2, 2, Plural]",,,herin2012domari:t2:r2c2,,,,pron personal pl 2pl dialect:as:aleppo:Aleppo
as,,pānǧī,"he, she",,,,"herin2012domari[p. 9, Table 2, 3, Singular]",,,herin2012domari:t2:r3c1,,,,pron personal sg 3sg dialect:as:aleppo:Aleppo
as,,hnū,that,,,,"herin2012domari[p. 9, example (1a) word 1]",,,herin2012domari:ex1a:w1,,,,dialect:as:aleppo:Aleppo
as,,n-ǧāšte,to go,,,,"herin2012domari[p. 9, example (1a) word 2]",,,herin2012domari:ex1a:w2,,,,neg progressive 3sg verb dialect:as:aleppo:Aleppo
as,,kərī,house,,,,"herin2012domari[p. 9, example (1a) word 3];herin2012domari[p. 13, example (8) word 2];herin2012domari[p. 13, example (8) word 4]",,,herin2012domari:ex1a:w3,,,,dialect:as:aleppo:Aleppo
as,,ōrīn,those,,,,"herin2012domari[p. 9, example (1b) word 1]",,,herin2012domari:ex1b:w1,,,,dialect:as:aleppo:Aleppo
as,,kēlende,to play,,,,"herin2012domari[p. 9, example (1b) word 2]",,,herin2012domari:ex1b:w2,,,,ipfv 3pl verb dialect:as:aleppo:Aleppo
as,,tạ̄bāni,football,,,,"herin2012domari[p. 9, example (1b) word 3]",,,herin2012domari:ex1b:w3,,,,noun dialect:as:aleppo:Aleppo
as,,amēn,I,,,,"herin2012domari[p. 9, Table 3, 1, Singular]",,,herin2012domari:t3:r1c1,,,,pron personal emph sg 1sg dialect:as:aleppo:Aleppo
as,,amārīn,we,,,,"herin2012domari[p. 9, Table 3, 1, Plural]",,,herin2012domari:t3:r1c2,,,,pron personal emph pl 1pl dialect:as:aleppo:Aleppo
as,,tēn,you (singular),,,,"herin2012domari[p. 9, Table 3, 2, Singular];herin2012domari[p. 9, example (2a) word 1]",,,herin2012domari:t3:r2c1,,,,pron personal emph sg 2sg dialect:as:aleppo:Aleppo
as,,tmārīn,you (plural),,,,"herin2012domari[p. 9, Table 3, 2, Plural];herin2012domari[p. 10, example (2b) word 1]",,,herin2012domari:t3:r2c2,,,,pron personal emph pl 2pl dialect:as:aleppo:Aleppo
as,,ʋērōr,to hit,,,,"herin2012domari[p. 9, example (2a) word 2]",,,herin2012domari:ex2a:w2,,,,pfv 2sg verb dialect:as:aleppo:Aleppo
as,,čāġ-əs,boy,,,,"herin2012domari[p. 9, example (2a) word 3]",,,herin2012domari:ex2a:w3,,,,acc dialect:as:aleppo:Aleppo
as,,sạ̄-ēra,all,,,,"herin2012domari[p. 10, example (2b) word 2]",,,herin2012domari:ex2b:w2,,,,2pl dialect:as:aleppo:Aleppo
as,,nạmạ̄z karse,to pray,,,,"herin2012domari[p. 10, example (2b) word 3]",,,herin2012domari:ex2b:w3,,,,ipfv 2pl verb multiword-expression dialect:as:aleppo:Aleppo
as,,qabl,before,,,,"herin2012domari[p. 10, section 2.1];herin2012domari[p. 21, section 2.13]",,< Arabic qabl,herin2012domari:s2.1:q1,,,,loanword loan:Arabic dialect:as:aleppo:Aleppo
as,,tər-ka,you,,,,"herin2012domari[p. 10, section 2.1]",,,herin2012domari:s2.1:q5:w1,,,,ade dialect:as:aleppo:Aleppo
as,,ašti,there is,,,,"herin2012domari[p. 10, section 2.1];herin2012domari[p. 14, example (10a) word 3];herin2012domari[p. 19, example (18a) word 2];herin2012domari[p. 40, section 4.2];herin2012domari[p. 40, example (33a) word 3];herin2012domari[p. 41, example (34a) word 2];herin2012domari[p. 41, example (34e) word 4]",,,herin2012domari:s2.1:q5:w2,,,,verb dialect:as:aleppo:Aleppo
as,,dī,two,,,,"herin2012domari[p. 10, section 2.1];herin2012domari[p. 19, section 2.12];herin2012domari[p. 22, section 2.14];herin2012domari[p. 27, section 2.16];herin2012domari[p. 38, example (32b) word 2]",,,herin2012domari:s2.1:q5:w3,,,,dialect:as:aleppo:Aleppo
as,,trombīlã,car,,,,"herin2012domari[p. 10, section 2.1];herin2012domari[p. 14, example (10a) word 2];herin2012domari[p. 19, example (18a) word 3]",,,herin2012domari:s2.1:q5:w4,,,,dialect:as:aleppo:Aleppo
as,,amā-kā=ši,me,,,,"herin2012domari[p. 10, section 2.1]",,,herin2012domari:s2.1:q6:w1,,,,ade dialect:as:aleppo:Aleppo
as,,āšti,there is,,,,"herin2012domari[p. 10, section 2.1];herin2012domari[p. 16, example (12b) word 2]",,,herin2012domari:s2.1:q6:w2,,,,verb dialect:as:aleppo:Aleppo
as,,guštary-ā,ring,,,,"herin2012domari[p. 10, section 2.1];herin2012domari[p. 21, example (21) word 4]",,,herin2012domari:s2.1:q6:w3,,,,indef dialect:as:aleppo:Aleppo
as,,sōwən,gold,,,,"herin2012domari[p. 10, section 2.1]",,,herin2012domari:s2.1:q6:w4,,,,dialect:as:aleppo:Aleppo
as,,hā,"this, that",,,,"herin2012domari[p. 10, example (3) word 1];herin2012domari[p. 43, example (35b) word 1];herin2012domari[p. 43, section 6.1];herin2012domari[p. 43, example (36a) word 1];herin2012domari[p. 44, example (37) word 3]",,,herin2012domari:ex3:w1,,,,demonstrative dialect:as:aleppo:Aleppo
as,,kəry-ō-mān=e,house,,,,"herin2012domari[p. 10, example (3) word 2]",,,herin2012domari:ex3:w2,,,,sg 1pl copula dialect:as:aleppo:Aleppo
as,,qaddāḥ-ē-rān,lighter,,,,"herin2012domari[p. 11, example (4) word 1]",,,herin2012domari:ex4:w1,,,,pl 2pl dialect:as:aleppo:Aleppo
as,,ētā=ye,here,,,,"herin2012domari[p. 11, example (4) word 2];herin2012domari[p. 11, example (5) word 2]",,,herin2012domari:ex4:w2,,,,copula dialect:as:aleppo:Aleppo
as,,qaddāḥ-ō-sā,lighter,,,,"herin2012domari[p. 11, example (5) word 1]",,,herin2012domari:ex5:w1,,,,sg 3pl dialect:as:aleppo:Aleppo
