OP,,upajampi,silently recite,ਉਪਜੰਪਿ,,verb intr; Shackle PDF p. 38 (printed p. 3); etym. [Sk. upajapati ‘whisper’ x JAMPI],shackle-auto
OP,1814,upaji,"be produced, created, born",ਉਪਜਿ,,verb intr; Shackle PDF p. 38 (printed p. 3); etym. [1814 utpadyate: = UPAJI]) aaa aa AIF anut > wi. a-],shackle-auto
OP,,upadesi,"teach, instruct",ਉਪਦੇਸਿ,,verb tr; Shackle PDF p. 39 (printed p. 4); etym. [< UPADESU],shackle-auto
OP,,upadesu,"instruction, direction, teaching",ਉਪਦੇਸੁ,,m; Shackle PDF p. 39 (printed p. 4); etym. [Sk. upadeśa-],shackle-auto
OP,,upamā,praise,ਉਪਮਾ,,f; Shackle PDF p. 39 (printed p. 4); etym. [Sk. upamā- ‘comparison’],shackle-auto
OP,,uppari,"up, above",ਉਪਰਿ,,adv; Shackle PDF p. 39 (printed p. 4),shackle-auto
OP,2333,AsAIl,from above,ਉਪਰਿ,,adv; Shackle PDF p. 39 (printed p. 4); etym. [2333 *uppari: = OPARI],shackle-auto
OP,,upāārajanā,creation,ਉਪਾਰਜਨਾ,,f; Shackle PDF p. 39 (printed p. 4); etym. [Sk. upārjanā- ‘acquisition’ (x UPĀI)],shackle-auto
OP,,ubāri,"save, deliver",ਉਬਾਰਿ,,verb tr; Shackle PDF p. 39 (printed p. 4); etym. [v.t. < UBBARI],shackle-auto
OP,,ummara,,ਉਂਮਰ,,f; Shackle PDF p. 39 (printed p. 4); etym. [Ar. ‘umr]; auto-review: missing_gloss,shackle-auto
OP,,umare,"nobles, grandees",ਉਮਰੇ,,"m; Shackle PDF p. 39 (printed p. 4); etym. [Ar. umarā, p. of amir]",shackle-auto
OP,,urabāru,"garland (for the breast, hearty. 1"". [URU + HAĀRU",ਉਰਹਾਰੁ,,m; Shackle PDF p. 39 (printed p. 4); etym. [URU + HAĀRU']; auto-review: suspicious_gloss,shackle-auto
OP,,uradha,"up, upwards; upside down (in the womb",ਉਰਧ,,adv; Shackle PDF p. 39 (printed p. 4); etym. [for Sk. ürdhvamj],shackle-auto
OP,,uradhāri,"fix in the heart, fix the heart upon (int. + rakkhi)",ਉਰਧਾਰਿ,,verb tr; Shackle PDF p. 39 (printed p. 4); etym. [URU + DHAĀRI)],shackle-auto
OP,,ūnavi,bow down; lower (of gathering clouds,ਉਨਵਿ,,verb intr; Shackle PDF p. 40 (printed p. 5); etym. [= unavi],shackle-auto
OP,,ūbhā,standing,ਉਤਾ,,adj; Shackle PDF p. 40 (printed p. 5); etym. [= UBBHĀ],shackle-auto
OP,,üradhi,up,ਉਰਧੀ,,adv; Shackle PDF p. 40 (printed p. 5); etym. [x OBHI))],shackle-auto
OP,,ürama,"wave, i.e. sea.",ਉਰਮ,,"f; Shackle PDF p. 40 (printed p. 5); etym. [Sk. ürmi-] ""a, HLO OVI ICALI J AL LE -]",shackle-auto
OP,,oarhkāru,God (as the primal being].,ਓਮ਼ੈਕਾਰੁ,,"m; Shackle PDF p. 41 (printed p. 6); etym. [Sk. orhkāra- ‘the sacre syllable om, etc.']",shackle-auto
OP,,ohī,"lament, moan, groan",ਓਹੀ,,interj; Shackle PDF p. 41 (printed p. 6); etym. [onom.]; auto-review: low_ocr_confidence,shackle-auto
OP,,ogāhu,witness,ਓਗਾਹੁ,,m; Shackle PDF p. 41 (printed p. 6); etym. [Pers. gavāh: cf. UGANI)],shackle-auto
OP,,otāku,"sitting place, abode",ਓਤਾਕੁ,,"m; Shackle PDF p. 41 (printed p. 6); etym. [Turk. > Pers. otāq; cf. S. otāqi ‘men’s sitting-room"": =AÙUTAĀKU]",shackle-auto
OP,1564,othai,there,ਓਥੈ,,adv; Shackle PDF p. 41 (printed p. 6); etym. [see AITHAI],shackle-auto
OP,,onamn,the letter O,ਓਨ੍ਮੁ,,m; Shackle PDF p. 41 (printed p. 6); etym. [comm. also as Sk. om namah ‘glory be to God!”],shackle-auto
OP,,omī,"illiterate, unlearned",ਓਮੀ,,"adj; Shackle PDF p. 41 (printed p. 6); etym. [Ar. ummī], (aaa maaa]; auto-review: low_ocr_confidence",shackle-auto
OP,,oru,"end, limit",ਓਰੁ,,m; Shackle PDF p. 42 (printed p. 7); etym. [=o0Ru]; auto-review: low_ocr_confidence,shackle-auto
OP,,aükhadhu,"medicinal herb, medicine",ਅਉਖਧੁ,,m; Shackle PDF p. 42 (printed p. 7); etym. [Sk. ausadha-],shackle-auto
OP,,aügaṇu,"defect, blemish; fault, sin",ਅਉਗਣ,,"m; Shackle PDF p. 42 (printed p. 7); etym. [= AŬGUNU, AVAGANUJ]",shackle-auto
OP,,aüguṇavanti,woman full of faults or sin,ਅਉਗੁਣਵੰਤੀ,,f; Shackle PDF p. 42 (printed p. 7); etym. [= AVAGANAVANTI],shackle-auto
OP,,aüguṇu,,ਅਉਗੁਣ,,m; Shackle PDF p. 42 (printed p. 7); auto-review: missing_gloss,shackle-auto
OP,,aüghaṭu,"difficult, hard (of roadY",ਅਉਘ੍ਟੁ,,adj; Shackle PDF p. 42 (printed p. 7); etym. [= AvaGHaTU],shackle-auto
OP,,aütāku,"sitting-room, reception room",ਅਉਤਾਕੁ,,m; Shackle PDF p. 42 (printed p. 7); etym. [=O0TĀKU],shackle-auto
OP,,aütāru,"birth, appearance",ਅਉਤਾਰੁ,,m; Shackle PDF p. 42 (printed p. 7); etym. [= AVATĀRU],shackle-auto
OP,,aüdhū,yogi,ਅਉਧੂ,,m; Shackle PDF p. 42 (printed p. 7); etym. [= AŬDHOTU],shackle-auto
OP,,aüdhūtu,,ਅਉਧੂਤੁ,,m; Shackle PDF p. 42 (printed p. 7); auto-review: missing_gloss,shackle-auto
OP,,aüli,first,ਅਉਲਿ,,adv; Shackle PDF p. 43 (printed p. 8); etym. [= AvaLi],shackle-auto
OP,,ansa,,ਅੰਸ,,Shackle PDF p. 43 (printed p. 8),shackle-auto
OP,,asañkha,"countless, innumerable",ਅਸੈਖ,,adj; Shackle PDF p. 43 (printed p. 8); etym. [Sk. asarhkhya-],shackle-auto
OP,,aseṭa,"eight: asata sidhi (-ïrh], f. ‘the eight magical powers",ਅਸਟ,,num; Shackle PDF p. 43 (printed p. 8); etym. [Sk. aştā: cf. ATTHA],shackle-auto
OP,,asaṭami,8th day of lunar fortnight,ਅਸਟਮੀ,,f; Shackle PDF p. 43 (printed p. 8); etym. [Sk. aştamī-],shackle-auto
OP,,asanti,is,ਅਸਤਿ,,verb; Shackle PDF p. 43 (printed p. 8); etym. [Pers. ast],shackle-auto
OP,,asathambhu,"support, prop",ਅਸਬੈਤ,,m; Shackle PDF p. 43 (printed p. 8); etym. [for Sk. stambha-: cf. THAMMHU],shackle-auto
OP,,asathānu,place,ਅਸਥਾਨ,,m; Shackle PDF p. 43 (printed p. 8); etym. [for Sk. sthāna-: cf. THANU],shackle-auto
OP,,asathiru,"fixed, firm, permanent",ਅਸਥਿ੍ਰੁ,,adj; Shackle PDF p. 43 (printed p. 8); etym. [fór Sk. sthira-: cf. THIRU],shackle-auto
OP,,asanāi,"knowledge, acquaintance",ਅਸਨਾਈ,,f; Shackle PDF p. 43 (printed p. 8); etym. [Pers. āshnāi],shackle-auto
OP,,asanehu,love,ਅਸਨੌਹੁ,,m; Shackle PDF p. 43 (printed p. 8); etym. [Pers. āsmān)],shackle-auto
OP,,assrüpu,"essential form, nature, identity",ਅਸਰੂਪ,,m; Shackle PDF p. 43 (printed p. 8); etym. [for Sk. svarüpa-: =SAROPU'],shackle-auto
OP,,asali,really,ਅਸਲਿ,,adv; Shackle PDF p. 43 (printed p. 8); etym. [Ar. asll: = AasuLOM],shackle-auto
OP,,asāhu,without breath,ਅਸਾਹੁ,,adj; Shackle PDF p. 43 (printed p. 8); etym. [<ASSĀM: equ. HAMĀRĀ'] .],shackle-auto
OP,,asura,demons,ਅਸੁਰ,,m; Shackle PDF p. 44 (printed p. 9); etym. [Sk.],shackle-auto
OP,,asulūrh,"really, basically",ਅਸੂਲੂ,,adv; Shackle PDF p. 44 (printed p. 9); etym. [Ar. asi; =Sir. aslūnhi. = ASALI],shackle-auto
OP,,abarh,"ego, pride",ਮਹ,,m; Shackle PDF p. 44 (printed p. 9); etym. [Sk. aham ‘T: cf. HaUM],shackle-auto
OP,,ahamkaraṇu,"ego, pride",ਅਹੰਕਰਣ,,m; Shackle PDF p. 44 (printed p. 9),shackle-auto
OP,,aharhkārī,proud,ਅਹੰਕਾਰੀ,,adj; Shackle PDF p. 44 (printed p. 9); etym. [Sk. aharhkārin-],shackle-auto
OP,,aharhkāru,"ego, egotism, pride, self-centredness",ਅਹੰਕਾਰੁ,,m; Shackle PDF p. 44 (printed p. 9); etym. [Sk. ahamkāra-],shackle-auto
OP,,ahaliā,"Ahalyā, wife of the rẹşi Gotama, seduced by Indra",ਅਹਲਿਆ,,f; Shackle PDF p. 44 (printed p. 9),shackle-auto
OP,,ahavāla,"state, condition",ਅਹਵਾਲ,,"m; Shackle PDF p. 44 (printed p. 9); etym. [Ar. ahvāl, p. of kāl. equ. HALU]",shackle-auto
OP,,ahāju,"not to be eaten, i.e. forbidden, unclean",ਅਹਾਜੁ,,adj; Shackle PDF p. 44 (printed p. 9); etym. [akhādya-])],shackle-auto
OP,,ahārarh,food,ਅਹਾਰੰ,,m; Shackle PDF p. 44 (printed p. 9); etym. [= AKARU],shackle-auto
OP,1473,ahārhu,the month June-July: the spring harvest,ਅਹਾ,,m; Shackle PDF p. 44 (printed p. 9); etym. [= ASĀRHU],shackle-auto
OP,,arithi,are,ਅਹਿ,,verb; Shackle PDF p. 44 (printed p. 9); etym. [see HA1],shackle-auto
OP,,ahai,is,ਅਹੈ,,verb; Shackle PDF p. 44 (printed p. 9); etym. [see HAI],shackle-auto
OP,,akka,,ਅਗ,,Shackle PDF p. 44 (printed p. 9),shackle-auto
OP,,aṅkasu,elephant goad,ਯੰਗਸੁ,,m; Shackle PDF p. 44 (printed p. 9); etym. [Sk. ankuśa-],shackle-auto
OP,,akathu,"not to be spoken of, indescribable",ਅਗ੍ਥੁ,,adj; Shackle PDF p. 44 (printed p. 9),shackle-auto
OP,,kathā,description of the indescribable,ਅਗ੍ਥੁ,,"f; Shackle PDF p. 44 (printed p. 9); etym. [Sk. akathya-] 9 aKan \-a ], I reason, SEnse, UNGETStLangIng . 11. LAI. aqij]; auto-review: unverified_cdial_candidate",shackle-auto
OP,,akalu,"ʻuncontrived, not fabricated",ਅਕ੍ਠ,,adj; Shackle PDF p. 45 (printed p. 10); etym. [a- + KALAJ],shackle-auto
OP,,akāsu,"sky, heaven",ਅਕਾਸੁ,,m; Shackle PDF p. 45 (printed p. 10); etym. [= AĀAKĀSU],shackle-auto
OP,,akāru,form,ਅਕਾਰੁ,,m; Shackle PDF p. 45 (printed p. 10); etym. [= AKÄRU],shackle-auto
OP,,akālu,not subject to time or death,ਅਕਾਲ,,adj; Shackle PDF p. 45 (printed p. 10); etym. [a- + KALU!],shackle-auto
OP,,añku,body,,,m; Shackle PDF p. 45 (printed p. 10); etym. [Sk. añka-: cf. ANGU]; auto-review: missing_native,shackle-auto
OP,,akulīṇu,without family (of God]y.,ਅਕੁਲੀਣੁ,,adj; Shackle PDF p. 45 (printed p. 10); etym. [but Sk. akulīna- ‘low- born’],shackle-auto
OP,,akulu,"without family, i.e. unrelated to anything, absolute (ol God].",ਘ੍ਰ੍ਲੁ,,adj; Shackle PDF p. 45 (printed p. 10); etym. [but Sk. akula- ‘low-born’],shackle-auto
OP,,akhalā,entire,ਅਖਲਾ,,adj; Shackle PDF p. 45 (printed p. 10); etym. [Sk. akhila-: cf. AHILAJ],shackle-auto
OP,3895,akhūṭu,,ਅਖੂਟੂ,,adj; Shackle PDF p. 45 (printed p. 10); etym. [= AKHUTTU]; auto-review: missing_gloss,shackle-auto
OP,3895,akhoṭu,,ਅੰਖੇਟੁ,,adj; Shackle PDF p. 45 (printed p. 10); etym. [= AKHUTTU]; auto-review: missing_gloss,shackle-auto
OP,3955,agacchamī,"not going, permanent",ਅਗਛਮੀ,,adj; Shackle PDF p. 46 (printed p. 11); etym. [der. of a- + 3955 gacchati (cf. Sk. agaccha-))],shackle-auto
OP,,agaṇatu,"ʻunreckonable, incalculable",ਅਗਣਤੁ,,adj; Shackle PDF p. 46 (printed p. 11); etym. [a- + GAŅATAJ],shackle-auto
OP,,agadu,marriage,ਅਗ੍ਦੂ,,m; Shackle PDF p. 46 (printed p. 11),shackle-auto
OP,,agani,fire; burning desire,ਅਗਠਿ,,"f; Shackle PDF p. 46 (printed p. 11); etym. [Sk. agni-: cf. AGGI, AGI]",shackle-auto
OP,,"agamu, also agammu","unapproachable, inaccessible (of God]: agama pure ‘into the inaccessible city (where God dwells)",ਅਗਮੁ,,adj; Shackle PDF p. 46 (printed p. 11); etym. [Sk. agamya-: = AGĀMAM],shackle-auto
OP,,agāhu,"very deep, unfathomable, bottomless",ਅਗਾਹੁ,,"adj; Shackle PDF p. 46 (printed p. 11); etym. [a- + GAHU: cf. ASAGĀHU, AGĀDHIJ]",shackle-auto
OP,,agājā,"manifested, revealed",ਅਗਾਜਾ,,adj; Shackle PDF p. 46 (printed p. 11); etym. [comm. < GĀJI(??)],shackle-auto
OP,,agādhbi,"unfathomable, bottomless",ਅਗਾਧਿ,,adj; Shackle PDF p. 46 (printed p. 11); etym. [Sk. *agādhya- (or for agādha-). cf. AGĀHU] .],shackle-auto
OP,,agāmarh,inaccessible,ਅਗਾਮੰ,,adj; Shackle PDF p. 46 (printed p. 11); etym. [= AGAMU],shackle-auto
OP,,agiāni,ignorant,ਅਗਿਆਨੀ,,adj; Shackle PDF p. 46 (printed p. 11); etym. [Sk. ajñānin-],shackle-auto
OP,,agiānu,ignorance,ਅਗਿਆਨ,,m; Shackle PDF p. 46 (printed p. 11); etym. [Sk. ajñāna-],shackle-auto
OP,,agocaru,"beyond reach (of the senses), imperceptibl inscrutable (of God",ਅੰਗੋਚਰੁ,,adj; Shackle PDF p. 47 (printed p. 12); etym. [Sk. agocara-],shackle-auto
OP,,agharu,"unfashioned, disordered",ਅਘ੍ਤ,,adj; Shackle PDF p. 47 (printed p. 12),shackle-auto
OP,,aghulli,"escape (from the world), be saved",ਅਘੁਲਿ,,verb intr; Shackle PDF p. 47 (printed p. 12); etym. [a- + GHULE],shackle-auto
OP,,añca,"injury, pain",ਅੰਚ,,f; Shackle PDF p. 47 (printed p. 12); etym. [=āmĮmcuU]; auto-review: low_ocr_confidence,shackle-auto
OP,,acaraju,"wonder, marvel",ਅਚਰਜੁ,,m; Shackle PDF p. 47 (printed p. 12); etym. [for Sk. āścarya-],shackle-auto
OP,,acaru,unconsumable,ਅਚ੍ਰੂ,,Shackle PDF p. 47 (printed p. 12); etym. [a- + CARI],shackle-auto
OP,,acāāru,"good conduct, right living; rule of conduct",ਅਚਾਰੁ,,m; Shackle PDF p. 47 (printed p. 12); etym. [= ACA],shackle-auto
OP,,acintā,"unexpectedty, suddenly",ਅਚਿੰਤਾ,,adv; Shackle PDF p. 47 (printed p. 12); etym. [Sk. acintita-],shackle-auto
OP,,acetu,"heedless, senseless, foolish",ਅਚੇਤੁ,,adj; Shackle PDF p. 47 (printed p. 12); etym. [Sk. acetas-],shackle-auto
OP,,achalu,who may not be deceiveď,ਅਛਨੁ,,adj; Shackle PDF p. 47 (printed p. 12); etym. [a- + cuai],shackle-auto
OP,,ajarhhu,"still, yet",ਅਜ੍ਹੂ,,adv; Shackle PDF p. 47 (printed p. 12); etym. [a. < AJAI],shackle-auto
OP,,ajagaru,"frightful, terribly big",ਅਜਗਰੁ,,adj; Shackle PDF p. 47 (printed p. 12); etym. [Sk. ajagara- ‘bo constrictor],shackle-auto
OP,,ajapā,ʻunrecited,ਅਜਪਾ,,adj; Shackle PDF p. 47 (printed p. 12); etym. [a- + Japu],shackle-auto
OP,,ajabu,"wonder, marvel",ਅਜ੍ਬੂ,,m; Shackle PDF p. 47 (printed p. 12); etym. [Ar. ʻajab],shackle-auto
OP,,ajarāīlu,"Azrael, the angel of death",ਅਜਰਾਈਲੂ,,m; Shackle PDF p. 47 (printed p. 12); etym. [Ar. ʻazrāil],shackle-auto
OP,,ajarāvaru,"ʻunageing, immortal",ਅਜ਼ਰਾਵਰੁ,,adj; Shackle PDF p. 47 (printed p. 12); etym. [for Sk. ajarāmara-],shackle-auto
OP,,ajāīth,in vain,ਅਜਾਈ,,adv; Shackle PDF p. 48 (printed p. 13); etym. [a- + 1419; =P.: syn. AVAI]; auto-review: unverified_cdial_candidate,shackle-auto
OP,,ajārhci,"not to be tested, not to be guessed at",ਅਜਾਚੀ,,adj; Shackle PDF p. 48 (printed p. 13); etym. [a- + JAMCI],shackle-auto
OP,,ajām,ignorant,ਅਜਾਣ,,adj; Shackle PDF p. 48 (printed p. 13); etym. [a- + JANU? (and cf. Sk. ajānant-)],shackle-auto
OP,,ajāti,"casteless, having no caste (of God); outcaste",ਅਜਾਰਿ,,adj; Shackle PDF p. 48 (printed p. 13); etym. [a- + JATI],shackle-auto
OP,,ajūnī,,ਅਜੂਨੀ,,adj; Shackle PDF p. 48 (printed p. 13); etym. [a- + JONI: =AJONI] .]; auto-review: missing_gloss,shackle-auto
OP,,ajoni,"not born, not entering existence (of Gody",ਅੰਜੋਨੀ,,adj; Shackle PDF p. 48 (printed p. 13); etym. [Sk. ayoni-: = AJNI],shackle-auto
OP,,aṭalu,,ਅਟਲ,,adj; Shackle PDF p. 48 (printed p. 13); etym. [a- + TALI]; auto-review: missing_gloss,shackle-auto
OP,,andaja,"birds, fish, snakes (which are all born from eggs), one of the four types of living creature; the world",ਅੰਤਜ,,m; Shackle PDF p. 48 (printed p. 13); etym. [Sk.],shackle-auto
OP,,aḍambaru,"pomp, display, ostentation",ਅਡੈਬ੍ਰੁ,,m; Shackle PDF p. 48 (printed p. 13); etym. [Sk. ādambara-)],shackle-auto
OP,,adolu,"unwavering, fixed",ਅੰਤੁ,,adj; Shackle PDF p. 48 (printed p. 13); etym. [a- + DOLI],shackle-auto
OP,,addhu,without,ਅੰਦੂ,,m; Shackle PDF p. 48 (printed p. 13); etym. [Sk. ana- > Pk. ana-],shackle-auto
OP,,antaragati,"inner state, the heart",ਅੰਤਰਗਤਿ,,f; Shackle PDF p. 49 (printed p. 14); etym. [Sk. antargati-],shackle-auto
OP,,antarajāmi,inner guide,ਅੰਤਰਜਾਮੀ,,m; Shackle PDF p. 49 (printed p. 14); etym. [Sk. antaryāmin-)],shackle-auto
OP,,antari,"inside, within, in the heart",ਅੰਤਰਿ,,adv; Shackle PDF p. 49 (printed p. 14); etym. [Sk. antare: cf. ANDARI],shackle-auto
OP,,antaru,"the inside, the heart",ਅੰਤਰੁ,,m; Shackle PDF p. 49 (printed p. 14); etym. [Sk. antára-],shackle-auto
OP,,ati,"very, much, extremely",ਅਤਿ,,adv; Shackle PDF p. 49 (printed p. 14); etym. [Sk.],shackle-auto
OP,,atītu,"passed beyond (the world); wholly detached (from the world]: also m. ‘yogi, sannyasi",ਅਤੀਤ,,adj; Shackle PDF p. 49 (printed p. 14); etym. [Sk. atīta-],shackle-auto
OP,,atīmu,"orphan, helpless person",ਅਤੀਮੁ,,m; Shackle PDF p. 49 (printed p. 14); etym. [Ar. yatim],shackle-auto
OP,,antu,"end, limit",ਮੀਤੁ,,"m; Shackle PDF p. 49 (printed p. 14); etym. [-e), as adv. ‘in the end, at last’, sim. ant?]",shackle-auto
OP,,atulu,not to be weighed or reckoned (of God].,ਅਤੂਲ,,adj; Shackle PDF p. 49 (printed p. 14); etym. [a- + TULI (vs. Sk. atulyu- ‘'unequalled’): equ. ATOLU],shackle-auto
OP,,atolavāmh,,ਅੰਰੋਲਵਾ,,adj; Shackle PDF p. 49 (printed p. 14); etym. [ext. of aTóLUJ]; auto-review: missing_gloss,shackle-auto
OP,,atolu,not to be weighed or reckoned [of God,ਅੰਤੋਲੁ,,adj; Shackle PDF p. 49 (printed p. 14); etym. [a- + TOLI: = ATOLAVĀM; equ. ATULU]; auto-review: suspicious_gloss,shackle-auto
OP,,athakku,"unceasing, unbroken (of lamp burningy",ਅਬ੍ਹ,,adj; Shackle PDF p. 49 (printed p. 14); etym. [a- + THAKKI],shackle-auto
OP,,atharabaṇu,the Atharvaveda,ਅਥਰਬਣੁ,,m; Shackle PDF p. 49 (printed p. 14); etym. [Sk. atharvan-],shackle-auto
OP,,andararhhu,"from inside, on the inside: from the heart",ਅੰਦਰਹੁ,,adv; Shackle PDF p. 49 (printed p. 14); etym. [a. of ANDARIJ] LIJF ARLOTE. CUL ANIAR]; auto-review: low_ocr_confidence,shackle-auto
OP,,adalī,"dispenser of justice, judge",ਅਦਲੀ,,m; Shackle PDF p. 50 (printed p. 15); etym. [< ADALU],shackle-auto
OP,,adalu,justice,ਅਦਲ,,m; Shackle PDF p. 50 (printed p. 15); etym. [Ar. ‘adl],shackle-auto
OP,,adisaṭu,invisible,ਅਦਿਸ੍ਟੁ,,adj; Shackle PDF p. 50 (printed p. 15); etym. [Sk. adrşta-: = ADRISATU; cf. ADITHUJ],shackle-auto
OP,,arhdesā,"worry, anxiety",ਅੰਦੈਸਾ,,m; Shackle PDF p. 50 (printed p. 15); etym. [Pers. andesha],shackle-auto
OP,,adrisaṭu,,ਅ੍ਦ੍ਰਿਸਟੁ,,adj; Shackle PDF p. 50 (printed p. 15); etym. [= ADISATU]; auto-review: missing_gloss,shackle-auto
OP,246,adha,below,ਅਧ,,adv; Shackle PDF p. 50 (printed p. 15); etym. [Sk. adhah: = ARADHA],shackle-auto
OP,,addha,,ਅਧ,,Shackle PDF p. 50 (printed p. 15),shackle-auto
OP,,adhakā,additional,ਅਧਕਾ,,adj; Shackle PDF p. 50 (printed p. 15); etym. [= ADHIKU],shackle-auto
OP,385,andhalā,blind,ਅੰਧਲਾ,,adj; Shackle PDF p. 50 (printed p. 15); etym. [= ANDHULA],shackle-auto
OP,385,andhā,"blind, unaware; dark",ਅੰਧਾ,,"adj; Shackle PDF p. 50 (printed p. 15); etym. [385 andha(ka)-: = ANDHU, ANNHA]",shackle-auto
OP,,adhāru,"support, prop. mainstay",ਅਧਾਰੂ,,m; Shackle PDF p. 50 (printed p. 15); etym. [= ADHAĀRU],shackle-auto
OP,,adhiātamu,"the soul (as agent of action], in adhiātama karama ‘spiritual áctions",ਅਧਿਅਤਮੁ,,m; Shackle PDF p. 50 (printed p. 15); etym. [Sk. adhyātma-)],shackle-auto
OP,,arhdhiārā,blindness; darkness,ਅੰਧਿਆਰਾ,,"adj; Shackle PDF p. 50 (printed p. 15); etym. [=AMDHERA, AMDHYĀRĀ]",shackle-auto
OP,,adhikāru,"authority, power",ਅਧਿਕਾਰੁ,,m; Shackle PDF p. 50 (printed p. 15); etym. [Sk. adhikāra-],shackle-auto
OP,,adhiku,"additional, increased; much, great",ਅਧ੍ਰ੍ਿ,,m; Shackle PDF p. 50 (printed p. 15); etym. [Sk. adhika-: = ADHAKĀ],shackle-auto
OP,,arhdhūlā,,ਅੰਧੂਲਾ,,adj; Shackle PDF p. 50 (printed p. 15); etym. [= ANDHULAJ]; auto-review: missing_gloss,shackle-auto
OP,,amdhyārā,darkness,ੰਧਰਾਰਾ,,m; Shackle PDF p. 51 (printed p. 16); etym. [= AMDHIARA],shackle-auto
OP,,ana,,ਅਨ,,Shackle PDF p. 51 (printed p. 16),shackle-auto
OP,,anahatu,,ਅਲਹਤੁ,,adj; Shackle PDF p. 51 (printed p. 16); etym. [= ANAHADU]; auto-review: missing_gloss,shackle-auto
