thar,937,aṭham,eighth day of month,,,,"thari[p. 187, col. 1, entry 7]",,,thari:p187:c1:e7,,,,noun f
thar,950,aṭhāīs,28,,,,thari,,,,,,,
thar,941,aṭhānī,eight anna piece,,,,"thari[p. 187, col. 1, entry 9]",,,thari:p187:c1:e9,,,,noun f
thar,948,aṭhāno,98,,,,thari,,,,,,,
thar,946,aṭhārā̃,18,,,,thari,,,,,,,
thar,949,aṭhāvan,58,,,,thari,,,,,,,
thar,954,aṭhotar,78,,,,thari,,,,,,,
thar,951,aṭhyāsī,88,,,,thari,,,,,,,
thar,651,aḍhāī,2 1/2,,,,thari,,,,,,,
thar,644,adh,half,,,,"thari[p. 187, col. 2, entry 28]",,,thari:p187:c2:e28,,,,adj
thar,679,adhrãg,paralysis,,,,"thari[p. 187, col. 1, entry 24]",,,thari:p187:c1:e24,,,,
thar,398,anāj,cereal,,,,"thari[p. 187, col. 1, entry 26]",,,thari:p187:c1:e26,,,,noun m
thar,10511,abhī̃,you,,,,"thari[p. 187, col. 2, entry 15]",,,thari:p187:c2:e15,,,,pron
thar,565,amās,new moon,,,,"thari[p. 187, col. 2, entry 20]",,,thari:p187:c2:e20,,,,noun f
thar,596,arṭ,spinning wheel,,,,thari,,,,,,,
thar,944,aṛtārīs,48,,,,thari,,,,,,,
thar,945,aṛtrīs,38,,,,thari,,,,,,,
thar,644,ardho,half,,,,"thari[p. 187, col. 1, entry 20]",,,thari:p187:c1:e20,,,,adj
thar,954,aṛsaṭh,68,,,,thari,,,,,,,
thar,10511,avhī̃,you,,,,"thari[p. 188, col. 1, entry 6]",,,thari:p188:c1:e6,,,,
thar,986,asī̃,we,,,,"thari[p. 188, col. 1, entry 9]",,,thari:p188:c1:e9,,,,
thar,911,asī,eighty,,,,"thari[p. 188, col. 1, entry 10]",,,thari:p188:c1:e10,,,,
thar,925,asū,seventh month of īndian year,,,,"thari[p. 188, col. 1, entry 12]",,,thari:p188:c1:e12,,,,
thar,516,ahnān,sign,,,,"thari[p. 188, col. 1, entry 16]",,,thari:p188:c1:e16,,,,
thar,137,ā̃gūṭho,thumb,,,,"thari[p. 188, col. 1, entry 19]",,,thari:p188:c1:e19,,,,
thar,135,ā̃grī,finger,,,,"thari[p. 188, col. 1, entry 20]",,,thari:p188:c1:e20,,,,
thar,1101,ā̃jṇi,sty,,,,"thari[p. 188, col. 1, entry 21]",,,thari:p188:c1:e21,,,,
thar,1182,ā̃trā,intestines,,,,"thari[p. 188, col. 1, entry 23]",,,thari:p188:c1:e23,,,,
thar,1182,ā̃tro,"guts, small intestine",,f,,"thari[p. 188, col. 1, entry 24]",,,thari:p188:c1:e24,,,,noun m
thar,1268,ā̃ḇo,mango,,,,thari,,,,,,,
thar,997,āī,grandmother,,,,thari,,,,,,,
thar,39,ākhāro,"arena, stadium",,m,,"thari[p. 188, col. 2, entry 6]",,,thari:p188:c2:e6,,,,
thar,1021,ākheṛo,nest,,,,"thari[p. 188, col. 2, entry 7]",,,thari:p188:c2:e7,,,,noun m
thar,1505,āthar,harness,,,,"thari[p. 188, col. 2, entry 18]",,,thari:p188:c2:e18,,,,
thar,1114,āno,anna,,,,thari,,,,,,,
thar,1135,āp,"self, in person",,pron,,"thari[p. 188, col. 2, entry 24]",,,thari:p188:c2:e24,,,,pron
thar,1135,āpo,"pride, ego",,m,,"thari[p. 188, col. 2, entry 25]",,,thari:p188:c2:e25,,,,
thar,549,ābho,sky,,,,"thari[p. 189, col. 1, entry 2]",,,thari:p189:c1:e2,,,,noun m
thar,1280,āmlī,tamarind,,,,"thari[p. 189, col. 1, entry 6]",,,thari:p189:c1:e6,,,,noun f
thar,1320,ārīṭho,soap-nut,,,,"thari[p. 189, col. 1, entry 8]",,,thari:p189:c1:e8,,,,noun m
thar,1143,ārīso,mirror,,,,"thari[p. 189, col. 1, entry 9]",,,thari:p189:c1:e9,,,,
thar,1295,āropār,through and through,,,,"thari[p. 189, col. 1, entry 10]",,,thari:p189:c1:e10,,,,adv
thar,8598,āṛo pāṛo,neigbourhood,,,,"thari[p. 189, col. 1, entry 11]",,,thari:p189:c1:e11,,,,
thar,1295,ārpār,through,,,,"thari[p. 189, col. 1, entry 15]",,,thari:p189:c1:e15,,,,adv
thar,708,ārsū,lazy,,,,"thari[p. 189, col. 1, entry 16]",,,thari:p189:c1:e16,,,,adj
thar,1456,ās,hope,,,,"thari[p. 189, col. 1, entry 21]",,,thari:p189:c1:e21,,,,noun f
thar,1456,āsā,hope,,,,"thari[p. 189, col. 1, entry 22]",,,thari:p189:c1:e22,,,,
thar,2472,ikāvan,51,,,,thari,,,,,,,
thar,2476,ikīs,21,,,,thari,,,,,,,
thar,2479,ikotar,71,,,,thari,,,,,,,
thar,2464,iktāṛīs,41,,,,thari,,,,,,,
thar,2469,iktrīs,31,,,,thari,,,,,,,
thar,2491,ikyāsī,81,,,,thari,,,,,,,
thar,2478,iksaṭh,71,,,,thari,,,,,,,
thar,2485,igyārā̃,11,,,,thari,,,,,,,
thar,1600,iṭ,"brick, diamonds (in cards)",,f,,"thari[p. 189, col. 2, entry 20]",,,thari:p189:c2:e20,,,,
thar,1589,iḍ̠o,so big,,,,thari,,,,,,,
thar,1589,ito,so much,,,,"thari[p. 189, col. 2, entry 23]",,,thari:p189:c2:e23,,,,adj
thar,1564,ith,here,,,,"thari[p. 190, col. 1, entry 1]",,,thari:p190:c1:e1,,,,adv
thar,603,iṛkī,elbow,,,,"thari[p. 190, col. 1, entry 8]",,,thari:p190:c1:e8,,,,noun f
thar,198,ilsī,linseed,,,,thari,,,,,,,
thar,1111,ī̃ḍ̠o,egg,,,,thari,,,,,,,
thar,2360,ukhrī,mortar,,,,thari,,,,,,,
thar,2415,ugaṇasī,79,,,,thari,,,,,,,
thar,2407,ugaṇcārīs,39,,,,thari,,,,,,,
thar,2408,ugaṇtrīs,29,,,,thari,,,,,,,
thar,2409,ugaṇnive,89,,,,thari,,,,,,,
thar,2410,ugaṇpacās,49,,,,thari,,,,,,,
thar,2411,ugaṇvīs,19,,,,thari,,,,,,,
thar,2413,ugaṇsaṭh,59,,,,thari,,,,,,,
thar,2414,ugaṇsatar,69,,,,thari,,,,,,,
thar,1972,ughāṛo,naked,,,,"thari[p. 191, col. 1, entry 1]",,,thari:p191:c1:e1,,,,
thar,1976,ughrānī,collection,,,,thari,,,,,,,
thar,1846,uchal,"throw, jerk",,f,,"thari[p. 191, col. 1, entry 4]",,,thari:p191:c1:e4,,,,noun f
thar,1670,ujaro,pure,,,,"thari[p. 191, col. 1, entry 5]",,,thari:p191:c1:e5,,,,
thar,2387,uṭh,camel,,,,thari,,,,,,,
thar,2178,uḍ̠oh,white ant,,,,"thari[p. 191, col. 1, entry 9]",,,thari:p191:c1:e9,,,,
thar,1767,utar,north,,,,thari,,,,,,,
thar,1788,utāvaro,"in haste, fast",,adj,,"thari[p. 191, col. 1, entry 14]",,,thari:p191:c1:e14,,,,adj
thar,1589,uto,that much,,,,"thari[p. 191, col. 1, entry 16]",,,thari:p191:c1:e16,,,,
thar,1564,uth,there,,,,"thari[p. 191, col. 1, entry 17]",,,thari:p191:c1:e17,,,,adv
thar,2424,un,wool,,,,"thari[p. 191, col. 1, entry 21]",,,thari:p191:c1:e21,,,,noun f
thar,2391,unhāro,summer,,,,thari,,,,,,,
thar,2389,unho,warm,,,,thari,,,,,,,
thar,2426,ubho,"vertical, steep",,adj,,"thari[p. 191, col. 2, entry 7]",,,thari:p191:c2:e7,,,,adj
thar,2426,ubhrāṇo,flat-footed,,,,"thari[p. 191, col. 2, entry 9]",,,thari:p191:c2:e9,,,,
thar,1693,urad,a kind of bean or pulse,,,,"thari[p. 191, col. 2, entry 13]",,,thari:p191:c2:e13,,,,noun
thar,2368,ulṭī,vomiting,,,,"thari[p. 191, col. 2, entry 16]",,,thari:p191:c2:e16,,,,noun f
thar,1633,ū̃gh,sleep,,,,"thari[p. 191, col. 2, entry 20]",,,thari:p191:c2:e20,,,,noun f
thar,1634,ū̃co,high,,,,"thari[p. 191, col. 2, entry 22]",,,thari:p191:c2:e22,,,,adj
thar,2095,ū̃ḍ̠ar,mouse,,,,"thari[p. 192, col. 1, entry 1]",,,thari:p192:c1:e1,,,,noun
thar,2402,ū̃ḍ̠āī,depth,,,,"thari[p. 192, col. 1, entry 2]",,,thari:p192:c1:e2,,,,
thar,2402,ū̃ḍ̠aṇ,abyss,,,,thari,,,,,,,
thar,2095,ū̃ḍ̠rī,mouse,,,,"thari[p. 192, col. 1, entry 4]",,,thari:p192:c1:e4,,,,
thar,2402,ūḍo,deep,,,,"thari[p. 192, col. 1, entry 5]",,,thari:p192:c1:e5,,,,adj
thar,2310,ūdho,inverted,,,?,"thari[p. 192, col. 1, entry 6]",,,thari:p192:c1:e6,,,,adj
thar,2471,ekānO,91,,,,thari,,,,,,,
thar,1067,eṭho,defiled,,,,"thari[p. 192, col. 1, entry 18]",,,thari:p192:c1:e18,,,,adj
thar,1589,etro,"so much, this much",,adv,,"thari[p. 192, col. 1, entry 21]",,,thari:p192:c1:e21,,,,
thar,2517,eraḍyo,castor oil seed,,,,"thari[p. 192, col. 1, entry 22]",,,thari:p192:c1:e22,,,,
thar,252,enraṇ,anvil,,,,"thari[p. 192, col. 2, entry 7]",,,thari:p192:c2:e7,,,,noun m
thar,1043,okhāṇo,proverb,,,,"thari[p. 192, col. 2, entry 13]",,,thari:p192:c2:e13,,,,noun
thar,414,okho,difficult,,,,"thari[p. 192, col. 2, entry 14]",,,thari:p192:c2:e14,,,,adj
thar,1960,oglāī,belching,,,,"thari[p. 192, col. 2, entry 16]",,,thari:p192:c2:e16,,,,noun f
thar,2544,oṭo,floor,,,,"thari[p. 192, col. 2, entry 19]",,,thari:p192:c2:e19,,,,noun
thar,2544,oṭlo,raised platform,,,note 185,"thari[p. 193, col. 1, entry 1]",,,thari:p193:c1:e1,,,,noun m
thar,2544,oṭlī,small platform,,,,"thari[p. 193, col. 1, entry 2]",,,thari:p193:c1:e2,,,,noun
thar,2547,oḍhaṇyo,headgear,,,,"thari[p. 193, col. 1, entry 3]",,,thari:p193:c1:e3,,,,noun
thar,e16,obāsī,yawn,,,,"thari[p. 193, col. 1, entry 7]",,,thari:p193:c1:e7,,,,noun f
H,e16,ubāsī,yawn,,,,arora,,,,,,,
thar,1853,osīso,"bolster, pillow",,m,,"thari[p. 193, col. 1, entry 11]",,,thari:p193:c1:e11,,,,noun m
thar,2668,kaḍo,thorn,,,,"thari[p. 193, col. 1, entry 15]",,,thari:p193:c1:e15,,,,noun m
thar,13627,kadh,"neck, head",,m,?,"thari[p. 193, col. 1, entry 16]",,,thari:p193:c1:e16,,,,noun
thar,2764,kaval,lotus,,,,"thari[p. 193, col. 1, entry 17]",,,thari:p193:c1:e17,,,,noun m
thar,e17,kakar,cloud,,,,"thari[p. 193, col. 1, entry 18]",,,thari:p193:c1:e18,,,,noun m
S,e17,kakaru,cloud,,,,arora,,,,,,,
thar,2820,kakrā,pebbles,,,,"thari[p. 193, col. 1, entry 19]",,,thari:p193:c1:e19,,,,noun
thar,2817,kakrī,cucumber,,,,"thari[p. 193, col. 1, entry 20]",,,thari:p193:c1:e20,,,,noun f
thar,2589,kakh,straw,,,,thari,,,,,,,
thar,2613,kaco,raw,,,,"thari[p. 193, col. 2, entry 2]",,,thari:p193:c2:e2,,,,adj
thar,2614,kacoṛī,fried pastry,,,,"thari[p. 193, col. 2, entry 4]",,,thari:p193:c2:e4,,,,noun f
thar,2827,kacṛī,dried vegetable used as a snack,,,,"thari[p. 193, col. 2, entry 5]",,,thari:p193:c2:e5,,,,noun f
thar,2615,kacro,"litter, trash",,m,,"thari[p. 193, col. 2, entry 7]",,,thari:p193:c2:e7,,,,noun
thar,2588,kach,armpit,,,,"thari[p. 193, col. 2, entry 8]",,,thari:p193:c2:e8,,,,noun f
thar,2592,kacho,underwear,,,,"thari[p. 193, col. 2, entry 9]",,,thari:p193:c2:e9,,,,noun m
thar,2619,kachḇo,tortoise,,,,"thari[p. 193, col. 2, entry 10]",,,thari:p193:c2:e10,,,,noun m
thar,2648,kaṭorī,small metal bowl,,,,"thari[p. 193, col. 2, entry 12]",,,thari:p193:c2:e12,,,,noun f
thar,2648,kaṭoro,small metal bowl,,,,"thari[p. 193, col. 2, entry 13]",,,thari:p193:c2:e13,,,,noun
thar,,kaḍ̠hā̃,when,,,,"thari[p. 193, col. 2, entry 16]",,,thari:p193:c2:e16,,,,adv
thar,,kaḍ̠hī̃,when,,,,"thari[p. 193, col. 2, entry 17]",,,thari:p193:c2:e17,,,,
thar,2858,katar,"scissors, diameter",,m,,"thari[p. 193, col. 2, entry 18]",,,thari:p193:c2:e18,,,,noun m
thar,2858,katarnī,manicures,,,,"thari[p. 193, col. 2, entry 19]",,,thari:p193:c2:e19,,,,noun f
thar,3070,katī,eighth month of īndian year,,,,"thari[p. 195, col. 2, entry 17]",,,thari:p195:c2:e17,,,,noun m
thar,2704,kathā,story,,,,"thari[p. 193, col. 2, entry 22]",,,thari:p193:c2:e22,,,,noun f
thar,2830,kan,ear,,,,thari,,,,,,,
thar,2680,kaṇṭhī,"goitre, necklace, ring around neck",,f,,"thari[p. 193, col. 2, entry 25]",,,thari:p193:c2:e25,,,,noun
thar,2680,kaṇṭhlo,"ornament for neck, necklace",,m,,"thari[p. 194, col. 1, entry 1]",,,thari:p194:c1:e1,,,,
thar,2877,kapā,cotton,,,,"thari[p. 194, col. 1, entry 2]",,,thari:p194:c1:e2,,,,noun f
thar,2877,kapāsyo,cotton plant,,,,"thari[p. 194, col. 1, entry 4]",,,thari:p194:c1:e4,,,,noun m
thar,2744,kapāṛ,forehead,,,,"thari[p. 194, col. 1, entry 3]",,,thari:p194:c1:e3,,,,noun
thar,2871,kapṛo,cloth,,,,"thari[p. 194, col. 1, entry 5]",,,thari:p194:c1:e5,,,,noun
thar,2892,kam,work,,,,"thari[p. 194, col. 1, entry 15]",,,thari:p194:c1:e15,,,,noun
thar,2764,kamar,"lotus, lilly",,f,,"thari[p. 194, col. 1, entry 16]",,,thari:p194:c1:e16,,,,noun f
thar,2771,kamlryo,blanket,,,,"thari[p. 198, col. 2, entry 10]",,,thari:p198:c2:e10,,,,noun
thar,2930,karāī,wrist,,,,"thari[p. 194, col. 2, entry 4]",,,thari:p194:c2:e4,,,,
thar,2638,kaṛāhī,big frying pan,,,,"thari[p. 194, col. 2, entry 5]",,,thari:p194:c2:e5,,,,noun f
thar,2629,kaṛī,anklet,,,,"thari[p. 194, col. 2, entry 6]",,,thari:p194:c2:e6,,,,noun f
thar,2814,kare,"for, due to",,postp,,"thari[p. 194, col. 2, entry 7]",,,thari:p194:c2:e7,,,,postp
thar,3061,karelo,bitter gourd,,,,"thari[p. 194, col. 2, entry 8]",,,thari:p194:c2:e8,,,,noun m
thar,2629,kaṛo,bolt,,,,"thari[p. 194, col. 2, entry 9]",,,thari:p194:c2:e9,,,,noun
thar,2629,kaṛokū̃ṭo,latch,,,,"thari[p. 194, col. 2, entry 10]",,,thari:p194:c2:e10,,,,noun
thar,2629,karḍ̠oṛo,armlet,,,,"thari[p. 194, col. 2, entry 14]",,,thari:p194:c2:e14,,,,
thar,2920,karsyo,metal vessel,,,,"thari[p. 194, col. 2, entry 16]",,,thari:p194:c2:e16,,,,noun m
thar,3637,kaṛhī,curry,,,,"thari[p. 194, col. 2, entry 17]",,,thari:p194:c2:e17,,,,noun f
thar,2927,kal,"hook, machine",,f,,"thari[p. 194, col. 2, entry 19]",,,thari:p194:c2:e19,,,,noun f
thar,2934,kalī,bud,,,,"thari[p. 194, col. 2, entry 22]",,,thari:p194:c2:e22,,,,noun f
thar,3341,kalīvāro,pot-tinner,,,,"thari[p. 194, col. 2, entry 23]",,,thari:p194:c2:e23,,,,noun
thar,3103,kalejo,liver,,,,"thari[p. 195, col. 1, entry 1]",,,thari:p195:c1:e1,,,,noun
thar,2592,kaso,belt,,,? or from [2908],"thari[p. 195, col. 1, entry 4]",,,thari:p195:c1:e4,,,,noun m
thar,2993,kā̃gṛo,crow,,,,"thari[p. 195, col. 1, entry 8]",,,thari:p195:c1:e8,,,,noun
thar,3015,kā̃cyā,lose drawers,,,,"thari[p. 195, col. 1, entry 9]",,,thari:p195:c1:e9,,,,
thar,2576,kā̃jhī,"bronze, bell-metal",,m,,"thari[p. 195, col. 1, entry 10]",,,thari:p195:c1:e10,,,,noun m
thar,2576,kā̃syā,cymbals,,,,"thari[p. 195, col. 1, entry 11]",,,thari:p195:c1:e11,,,,noun m
thar,2574,kā,or,,,?,"thari[p. 195, col. 1, entry 12]",,,thari:p195:c1:e12,,,,conj
thar,2998,kākī,father's brother's wife,,,,"thari[p. 195, col. 1, entry 14]",,,thari:p195:c1:e14,,,,noun f
thar,2998,kāko,father's brother,,,,"thari[p. 195, col. 1, entry 17]",,,thari:p195:c1:e17,,,,noun
thar,2998,kākṛo,uvula,,,,"thari[p. 195, col. 1, entry 18]",,,thari:p195:c1:e18,,,,noun m
thar,3007,kāc,glass,,,,"thari[p. 195, col. 1, entry 20]",,,thari:p195:c1:e20,,,,noun
thar,2622,kājar,lamp black,,,,"thari[p. 195, col. 1, entry 23]",,,thari:p195:c1:e23,,,,noun m
thar,3121,kāṭhorī,saddle,,,,"thari[p. 195, col. 1, entry 24]",,,thari:p195:c1:e24,,,,noun f
thar,3236,kāṭhkuṭo,woodpecker,,,,"thari[p. 195, col. 1, entry 25]",,,thari:p195:c1:e25,,,,noun
thar,3019,kāṇī,one-eyed,,,,"thari[p. 195, col. 2, entry 1]",,,thari:p195:c2:e1,,,,adj
thar,2871,kāpaṛ,cloth,,,,"thari[p. 195, col. 2, entry 3]",,,thari:p195:c2:e3,,,,noun m
thar,2880,kāphūr,camphor,,,,"thari[p. 195, col. 2, entry 6]",,,thari:p195:c2:e6,,,,noun m
thar,3078,kāraj,work,,,perhaps ardhatatsama,"thari[p. 195, col. 2, entry 8]",,,thari:p195:c2:e8,,,,noun m
thar,3100,kārīg,watermelon,,,,"thari[p. 195, col. 2, entry 12]",,,thari:p195:c2:e12,,,,noun m
thar,3637,kāṛho,decoction,,,,"thari[p. 195, col. 2, entry 19]",,,thari:p195:c2:e19,,,,noun m
thar,3104,kāl,yesterday,,,,"thari[p. 195, col. 2, entry 20]",,,thari:p195:c2:e20,,,,adv
thar,3037,kāvaṛ,"irritation, anger",,f,,"thari[p. 195, col. 2, entry 24]",,,thari:p195:c2:e24,,,,noun f
thar,3037,kāvaṛvāro,angry,,,,"thari[p. 195, col. 2, entry 25]",,,thari:p195:c2:e25,,,,adj
thar,11225,kiḍo,how big,,,,"thari[p. 196, col. 1, entry 1]",,,thari:p196:c1:e1,,,,adv
thar,3167,kitā,how many,,,,"thari[p. 196, col. 1, entry 2]",,,thari:p196:c1:e2,,,,adv
thar,1564,kith,where,,,,thari,,,,,,,
thar,3259,kino,"bad, deformed",,adj,?,thari,,,,,,,
thar,3418,kiriṛī,lizard,,,,"thari[p. 196, col. 1, entry 11]",,,thari:p196:c1:e11,,,,
thar,3498,kiroṛ,crore,,,,"thari[p. 198, col. 1, entry 13]",,,thari:p198:c1:e13,,,,adj
thar,3164,kī̃,"how, why",,adv,,"thari[p. 196, col. 1, entry 21]",,,thari:p196:c1:e21,,,,
thar,3164,kī,what,,,,"thari[p. 196, col. 2, entry 1]",,,thari:p196:c2:e1,,,,pron
thar,3193,kīṛī,ant,,,,"thari[p. 196, col. 2, entry 2]",,,thari:p196:c2:e2,,,,noun f
thar,3193,kīṛo,"insect, worm",,m,,"thari[p. 196, col. 2, entry 3]",,,thari:p196:c2:e3,,,,noun
thar,3226,kũj,arbour,,,,"thari[p. 196, col. 2, entry 4]",,,thari:p196:c2:e4,,,,noun f
thar,3898,kũḍ,corner,,,,"thari[p. 196, col. 2, entry 5]",,,thari:p196:c2:e5,,,,
thar,3310,kũbhar,potter,,,,"thari[p. 196, col. 2, entry 6]",,,thari:p196:c2:e6,,,,noun
thar,3303,kuār,bride,,,,"thari[p. 196, col. 2, entry 8]",,,thari:p196:c2:e8,,,,noun f
thar,3303,kuārī,maiden,,," adj""","thari[p. 199, col. 1, entry 15]",thari,,thari:p199:c1:e15,,,,noun f
thar,3303,kuāro,bachelor,,," adj""","thari[p. 196, col. 2, entry 10]",thari,,thari:p196:c2:e10,,,,noun m
thar,3208,kukaṛ,cock,,,,"thari[p. 196, col. 2, entry 11]",,,thari:p196:c2:e11,,,,noun
thar,3208,kukṛī,hen,,,,"thari[p. 196, col. 2, entry 12]",,,thari:p196:c2:e12,,,,noun f
thar,3208,kukṛyo,chicken,,,,"thari[p. 196, col. 2, entry 13]",,,thari:p196:c2:e13,,,,
thar,3893,kũhṭo,"bolt, hook",,m,,thari,,,,,,,
thar,3275,kuto,dog,,,,thari,,,,,,,
thar,3275,kutī,dog,,,,thari,,,,,,,
thar,3264,kuno,earthen cooking pot,,,,"thari[p. 196, col. 2, entry 17]",,,thari:p196:c2:e17,,,,noun m
thar,3301,kuḇo,hunchback,,," adj""","thari[p. 196, col. 2, entry 18]",thari,,thari:p196:c2:e18,,,,
thar,3268,kurkā̃,earrings,,,,"thari[p. 196, col. 2, entry 22]",,,thari:p196:c2:e22,,,,
thar,3730,kurpo,small scraper,,,,"thari[p. 197, col. 1, entry 1]",,,thari:p197:c1:e1,,,,
thar,3730,kurpho,scraper,,,,"thari[p. 197, col. 1, entry 3]",,,thari:p197:c1:e3,,,,noun
thar,3232,kuṛh,"stable, rectangular hut",,f,,"thari[p. 197, col. 1, entry 6]",,,thari:p197:c1:e6,,,,
thar,3225,kū̃cī,key,,,,"thari[p. 197, col. 1, entry 8]",,,thari:p197:c1:e8,,,,noun
thar,3264,kū̃ḍī,flowerpot,,,,"thari[p. 197, col. 1, entry 9]",,,thari:p197:c1:e9,,,,noun f
thar,3395,kūṛ,lie,,,,"thari[p. 197, col. 1, entry 11]",,,thari:p197:c1:e11,,,,noun
thar,3395,kūṛo,liar,,,,"thari[p. 197, col. 1, entry 12]",,,thari:p197:c1:e12,,,,
thar,3473,kesar,saffron,,,,"thari[p. 197, col. 1, entry 20]",,,thari:p197:c1:e20,,,,noun f
thar,2574,keh,someone,,,?,"thari[p. 197, col. 1, entry 21]",,,thari:p197:c1:e21,,,,
thar,2574,kehṛo,"which, who",,pronoun,,"thari[p. 197, col. 1, entry 24]",,,thari:p197:c1:e24,,,,pron
thar,2574,keho,"which, who",,pronoun,,thari,,,,,,,
thar,3483,koil,cuckoo,,,,"thari[p. 197, col. 2, entry 5]",,,thari:p197:c2:e5,,,,noun f
thar,2967,koī,someone,,,,"thari[p. 197, col. 2, entry 9]",,,thari:p197:c2:e9,,,,
thar,3614,koṭh,invitation,,,,"thari[p. 197, col. 2, entry 13]",,,thari:p197:c2:e13,,,,noun f
thar,3286,koḍ̠ar,spade,,,,"thari[p. 197, col. 2, entry 15]",,,thari:p197:c2:e15,,,,noun f
thar,2740,koḍ̠,shell,,,,"thari[p. 197, col. 2, entry 14]",,,thari:p197:c2:e14,,,,
thar,2740,koḍ̠ī,small shell,,,,"thari[p. 197, col. 2, entry 16]",,,thari:p197:c2:e16,,,,noun f
thar,2575,koṇ,who,,,,"thari[p. 197, col. 2, entry 17]",,,thari:p197:c2:e17,,,,pron
thar,3511,kothrī,bag,,,,"thari[p. 197, col. 2, entry 18]",,,thari:p197:c2:e18,,,,noun f
thar,3936,kopro,split coconut,,,,"thari[p. 197, col. 2, entry 22]",,,thari:p197:c2:e22,,,,noun m
thar,3535,korī,weaver,,,,"thari[p. 198, col. 1, entry 1]",,,thari:p198:c1:e1,,,,noun m
thar,3535,korīṛo,spider,,,,"thari[p. 198, col. 1, entry 3]",,,thari:p198:c1:e3,,,,noun m
thar,3530,koṛī,pack of 20 things,,,,"thari[p. 198, col. 1, entry 2]",,,thari:p198:c1:e2,,,,noun f
thar,2641,koṛo,bitter,,,,"thari[p. 198, col. 1, entry 4]",,,thari:p198:c1:e4,,,,adj
thar,3373,koṛyo,leper,,," adj""","thari[p. 198, col. 1, entry 5]",thari,,thari:p198:c1:e5,,,,noun m
thar,3371,koṛh,leprosy,,,,"thari[p. 198, col. 1, entry 6]",,,thari:p198:c1:e6,,,,noun m
thar,3419,kyāṛī,nape,,,,"thari[p. 198, col. 1, entry 11]",,,thari:p198:c1:e11,,,,noun f
thar,3498,kroṛ,crore,,,,"thari[p. 196, col. 1, entry 13]",,,thari:p196:c1:e13,,,,
thar,3763,khãgh,cough,,,,"thari[p. 198, col. 1, entry 15]",,,thari:p198:c1:e15,,,,noun f
thar,3800,khãḍ̠,sugar,,,,"thari[p. 198, col. 1, entry 17]",,,thari:p198:c1:e17,,,,noun f
thar,3828,khajūr,date-palm,,,,"thari[p. 198, col. 2, entry 1]",,,thari:p198:c2:e1,,,,noun f
thar,3781,khaṭ,cot,,,,"thari[p. 198, col. 2, entry 2]",,,thari:p198:c2:e2,,,,noun f
thar,3777,khaṭo,sour,,,,"thari[p. 198, col. 2, entry 3]",,,thari:p198:c2:e3,,,,adj
thar,3790,khaḍ̠,ditch,,,,"thari[p. 198, col. 2, entry 5]",,,thari:p198:c2:e5,,,,noun f
thar,3647,khatrī,washerman,,,,"thari[p. 198, col. 2, entry 8]",,,thari:p198:c2:e8,,,,
thar,2721,khatho,blanket,,,,thari,,,,,,,
thar,3769,khar,oilcake,,,,"thari[p. 198, col. 2, entry 18]",,,thari:p198:c2:e18,,,,
