Noiri,,sindʒe,hair,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 3, list AST]",,,watters2013northerndhule:item:003:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,dʒuta,hair,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 3, list MAN]",,,watters2013northerndhule:item:003:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,dʒuta,hair,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 3, list BHU]",,,watters2013northerndhule:item:003:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,dʒhʌʈa,hair,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 3, list AML]",,,watters2013northerndhule:item:003:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,kesː,hair,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 3, list SEG]",,,watters2013northerndhule:item:003:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,dʒhʌʈa,hair,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 3, list KAN]",,,watters2013northerndhule:item:003:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,dʒuta,hair,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 3, list SHA]",,,watters2013northerndhule:item:003:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,mwɪ,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list KEL]",,,watters2013northerndhule:item:004:site:KEL,,,,dialect:Vasavi:sil-dhule-2013-vasavi-kelpada:Kelpada
Vasavi,,mwi,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list DHA]",,,watters2013northerndhule:item:004:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,mwɪ,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list DIG]",,,watters2013northerndhule:item:004:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
Vasavi,,mwi,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list AMO]",,,watters2013northerndhule:item:004:site:AMO,,,,dialect:Vasavi:sil-dhule-2013-vasavi-amoda:Amoda
Noiri,,sob,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list MUN]",,,watters2013northerndhule:item:004:site:MUN,,,,dialect:Noiri:sil-dhule-2013-noiri-mundalwad:Mundalwad
Noiri,,sob,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list AST]",,,watters2013northerndhule:item:004:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,mui,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list MAN]",,,watters2013northerndhule:item:004:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,moi,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list BHU]",,,watters2013northerndhule:item:004:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,mwi,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list AML]",,,watters2013northerndhule:item:004:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,mukh,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list SEG]",,,watters2013northerndhule:item:004:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,mwi,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list KAN]",,,watters2013northerndhule:item:004:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,mwi,face,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 4, list SHA]",,,watters2013northerndhule:item:004:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,ɖo,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list KEL]",,,watters2013northerndhule:item:005:site:KEL,,,,dialect:Vasavi:sil-dhule-2013-vasavi-kelpada:Kelpada
Vasavi,,ɖo,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list DHA]",,,watters2013northerndhule:item:005:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,ɖo,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list DIG]",,,watters2013northerndhule:item:005:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
Vasavi,,ɖolo,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list AMO]",,,watters2013northerndhule:item:005:site:AMO,,,,dialect:Vasavi:sil-dhule-2013-vasavi-amoda:Amoda
Noiri,,ɖou,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list MUN]",,,watters2013northerndhule:item:005:site:MUN,,,,dialect:Noiri:sil-dhule-2013-noiri-mundalwad:Mundalwad
Noiri,,ɖou,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list AST]",,,watters2013northerndhule:item:005:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,ɖula,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list MAN]",,,watters2013northerndhule:item:005:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,ɖuɭa,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list BHU]",,,watters2013northerndhule:item:005:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,ɖuwa,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list AML]",,,watters2013northerndhule:item:005:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,ɖuɭu,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list SEG]",,,watters2013northerndhule:item:005:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,ɖuɭu,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list KAN]",,,watters2013northerndhule:item:005:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,ɖuwa,eye,,,,"watters2013northerndhule[Appendix C, printed p. 83, item 5, list SHA]",,,watters2013northerndhule:item:005:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list KEL]",,,watters2013northerndhule:item:006:site:KEL,,,,dialect:Vasavi:sil-dhule-2013-vasavi-kelpada:Kelpada
Vasavi,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list DHA]",,,watters2013northerndhule:item:006:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,kan,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list DIG]",,,watters2013northerndhule:item:006:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
Vasavi,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list AMO]",,,watters2013northerndhule:item:006:site:AMO,,,,dialect:Vasavi:sil-dhule-2013-vasavi-amoda:Amoda
Noiri,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list MUN]",,,watters2013northerndhule:item:006:site:MUN,,,,dialect:Noiri:sil-dhule-2013-noiri-mundalwad:Mundalwad
Noiri,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list AST]",,,watters2013northerndhule:item:006:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list MAN]",,,watters2013northerndhule:item:006:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list BHU]",,,watters2013northerndhule:item:006:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,kanto,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list AML]",,,watters2013northerndhule:item:006:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list SEG]",,,watters2013northerndhule:item:006:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list KAN]",,,watters2013northerndhule:item:006:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,kaŋ,ear,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 6, list SHA]",,,watters2013northerndhule:item:006:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,nak,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list KEL]",,,watters2013northerndhule:item:007:site:KEL,,,,dialect:Vasavi:sil-dhule-2013-vasavi-kelpada:Kelpada
Vasavi,,nak,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list DHA]",,,watters2013northerndhule:item:007:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,nak,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list DIG]",,,watters2013northerndhule:item:007:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
Vasavi,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list AMO]",,,watters2013northerndhule:item:007:site:AMO,,,,dialect:Vasavi:sil-dhule-2013-vasavi-amoda:Amoda
Noiri,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list MUN]",,,watters2013northerndhule:item:007:site:MUN,,,,dialect:Noiri:sil-dhule-2013-noiri-mundalwad:Mundalwad
Noiri,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list AST]",,,watters2013northerndhule:item:007:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list MAN]",,,watters2013northerndhule:item:007:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list BHU]",,,watters2013northerndhule:item:007:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list AML]",,,watters2013northerndhule:item:007:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list SEG]",,,watters2013northerndhule:item:007:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list KAN]",,,watters2013northerndhule:item:007:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,nakh,nose,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 7, list SHA]",,,watters2013northerndhule:item:007:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,mwɪ,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list KEL]",,,watters2013northerndhule:item:008:site:KEL,,,,dialect:Vasavi:sil-dhule-2013-vasavi-kelpada:Kelpada
Vasavi,,mwi,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list DHA]",,,watters2013northerndhule:item:008:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,mwi,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list DIG]",,,watters2013northerndhule:item:008:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
Vasavi,,mwi,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list AMO]",,,watters2013northerndhule:item:008:site:AMO,,,,dialect:Vasavi:sil-dhule-2013-vasavi-amoda:Amoda
Noiri,,sob,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list MUN]",,,watters2013northerndhule:item:008:site:MUN,,,,dialect:Noiri:sil-dhule-2013-noiri-mundalwad:Mundalwad
Noiri,,sob,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list AST]",,,watters2013northerndhule:item:008:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,mui,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list MAN]",,,watters2013northerndhule:item:008:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,moi,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list BHU]",,,watters2013northerndhule:item:008:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,mui,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list AML]",,,watters2013northerndhule:item:008:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,mui,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list SEG]",,,watters2013northerndhule:item:008:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,mui,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list KAN]",,,watters2013northerndhule:item:008:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,mui,mouth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 8, list SHA]",,,watters2013northerndhule:item:008:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,ɖaʈh,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list KEL]",,,watters2013northerndhule:item:009:site:KEL,,,,dialect:Vasavi:sil-dhule-2013-vasavi-kelpada:Kelpada
Vasavi,,ɖaʈh,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list DHA]",,,watters2013northerndhule:item:009:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,ɖaʈ,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list DIG]",,,watters2013northerndhule:item:009:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
Vasavi,,ɖaʈ,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list AMO]",,,watters2013northerndhule:item:009:site:AMO,,,,dialect:Vasavi:sil-dhule-2013-vasavi-amoda:Amoda
Noiri,,ɖaʈh,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list MUN]",,,watters2013northerndhule:item:009:site:MUN,,,,dialect:Noiri:sil-dhule-2013-noiri-mundalwad:Mundalwad
Noiri,,ɖaʈh,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list AST]",,,watters2013northerndhule:item:009:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,ɖaʈh,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list MAN]",,,watters2013northerndhule:item:009:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,ɖaʈ,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list BHU]",,,watters2013northerndhule:item:009:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,ɖaʈ,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list AML]",,,watters2013northerndhule:item:009:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,ɖaʈh,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list SEG]",,,watters2013northerndhule:item:009:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,ɖaʈ,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list KAN]",,,watters2013northerndhule:item:009:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,ɖaʈ,teeth,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 9, list SHA]",,,watters2013northerndhule:item:009:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list DHA]",,,watters2013northerndhule:item:010:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list DIG]",,,watters2013northerndhule:item:010:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
Vasavi,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list AMO]",,,watters2013northerndhule:item:010:site:AMO,,,,dialect:Vasavi:sil-dhule-2013-vasavi-amoda:Amoda
Noiri,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list MUN]",,,watters2013northerndhule:item:010:site:MUN,,,,dialect:Noiri:sil-dhule-2013-noiri-mundalwad:Mundalwad
Noiri,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list AST]",,,watters2013northerndhule:item:010:site:AST,,,,dialect:Noiri:sil-dhule-2013-noiri-astamba:Astamba
PauriBareli,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list MAN]",,,watters2013northerndhule:item:010:site:MAN,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-mandvi:Mandvi
PauriBareli,,dʒip,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list BHU]",,,watters2013northerndhule:item:010:site:BHU,,,,dialect:PauriBareli:sil-dhule-2013-pauri-bhusha:Bhusha
RathwiBareli,,dʒip,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list AML]",,,watters2013northerndhule:item:010:site:AML,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-amalwadi:Amalwadi
RathwiBareli,,dʒip,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list SEG]",,,watters2013northerndhule:item:010:site:SEG,,,,dialect:RathwiBareli:sil-bareli-2018-rathwi-pauri-segwi:Segwi
RathwiBareli,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list KAN]",,,watters2013northerndhule:item:010:site:KAN,,,,dialect:RathwiBareli:sil-dhule-2013-rathwi-kangai:Kangai
PauriBareli,,dʒib,tongue,,,,"watters2013northerndhule[Appendix C, printed p. 84, item 10, list SHA]",,,watters2013northerndhule:item:010:site:SHA,,,,dialect:PauriBareli:sil-bareli-2018-bareli-pauri-shahana:Shahana
Vasavi,,budʒʌlo,breast,,,,"watters2013northerndhule[Appendix C, printed p. 85, item 11, list DHA]",,,watters2013northerndhule:item:011:site:DHA,,,,dialect:Vasavi:sil-dhule-2013-vasavi-dhanoura:Dhanoura
Vasavi,,budʒʌlo,breast,,,,"watters2013northerndhule[Appendix C, printed p. 85, item 11, list DIG]",,,watters2013northerndhule:item:011:site:DIG,,,,dialect:Vasavi:sil-dhule-2013-vasavi-digiamba:Digiamba
