Toda,,agaṟ,n. (1) a beam made of bundle of bamboos kept at the top of a threshold. PB 6,,,,"bhaskararao-toda2025[p. 2, entry 2]",,,bhaskararao-toda2025:p2:e2,,,,
Toda,,agaṟ,n. (2) place in dairy where bell is kept. RSLST 73,,,,"bhaskararao-toda2025[p. 2, entry 3]",,,bhaskararao-toda2025:p2:e3,,,,
Toda,d253,ageḷf,n. buttocks and thighs. DEDR 253,,,,"bhaskararao-toda2025[p. 2, entry 4]",,Bhaskararao and Kobayashi cite DEDR 253,bhaskararao-toda2025:p2:e4,,,,inherited
Toda,d1,a(g) gïs,"dem.adv. (doing) in that manner, that way, like that. DEDR 1, TGT 101, PB 13",,,,"bhaskararao-toda2025[p. 2, entry 5]",,Bhaskararao and Kobayashi cite DEDR 1,bhaskararao-toda2025:p2:e5,,,,inherited
Toda,,agïlkwïːṛ,n. ball and socket arrangement where the arm joins the shoulder (nïp- kwïːṛ). PB 6,,,,"bhaskararao-toda2025[p. 2, entry 6]",,,bhaskararao-toda2025:p2:e6,,,,
Toda,,aɦaː¿,itj. excl. of surprise. TGT 188,,,,"bhaskararao-toda2025[p. 2, entry 7]",,,bhaskararao-toda2025:p2:e7,,,,
Toda,d397,ak,"n. the ačok measure for ghee or liquid (in numeration: wïːr ak ‘one ačok’, iːr ak ‘two ačok’, oy ak ‘five ačok’, maːk ‘three ačok’; as milk measure = 1/4 koːṇy or 1/8 piṇ). DEDR 397, TGT 107",,,,"bhaskararao-toda2025[p. 2, entry 8]",,Bhaskararao and Kobayashi cite DEDR 397,bhaskararao-toda2025:p2:e8,,,,inherited
Toda,d1,al,"dem.adv. in that place, there, al =θon ‘just there’, cf. as̱-n ‘from there’, as̱- nïḏ-s ‘from there on’. DEDR 1, TGT 61, 179, PB 6, 13",,,,"bhaskararao-toda2025[p. 2, entry 9]",,Bhaskararao and Kobayashi cite DEDR 1,bhaskararao-toda2025:p2:e9,,,,inherited
Toda,,al-al,adv. here and there. PB 127,,,,"bhaskararao-toda2025[p. 2, entry 10]",,,bhaskararao-toda2025:p2:e10,,,,
Toda,,alaːk,"a. alone, lonely; alaːkaːs ‘separatehouse’, alaːkoːɫ‘separatẹ people’. PB 6",,,,"bhaskararao-toda2025[p. 2, entry 11]",,,bhaskararao-toda2025:p2:e11,,,,
Toda,,aleː,dem.adv. in that very place. TGT 180,,,,"bhaskararao-toda2025[p. 2, entry 12]",,,bhaskararao-toda2025:p2:e12,,,,
Toda,,alg-,vi. to shake. PB 6 2,,,,"bhaskararao-toda2025[p. 2, entry 13]",,,bhaskararao-toda2025:p2:e13,,,,
Toda,,algy-,vi. to shake. PB 6 2,,,,"bhaskararao-toda2025[p. 2, entry 13]",,Printed S2 or alternate stem of alg-,bhaskararao-toda2025:p2:e13:variant:1,bhaskararao-toda2025:p2:e13,,bhaskararao-toda2025:p2:e13,variant
Toda,,algy-,v. S of alg-,,,,"bhaskararao-toda2025[p. 2, entry 14]",,,bhaskararao-toda2025:p2:e14,,,,
Toda,d240,alk-,"vt. to shake (tr.). DEDR 240, TGT 120, PB 6 2",,,,"bhaskararao-toda2025[p. 2, entry 15]",,Bhaskararao and Kobayashi cite DEDR 240,bhaskararao-toda2025:p2:e15,,,,inherited
Toda,,alky-,"vt. to shake (tr.). DEDR 240, TGT 120, PB 6 2",,,,"bhaskararao-toda2025[p. 2, entry 15]",,Printed S2 or alternate stem of alk-,bhaskararao-toda2025:p2:e15:variant:1,bhaskararao-toda2025:p2:e15,,bhaskararao-toda2025:p2:e15,variant
Toda,,alky-,v. S ofalk-,,,,"bhaskararao-toda2025[p. 2, entry 16]",,,bhaskararao-toda2025:p2:e16,,,,
Toda,,almaːr,n. almirah. Sak. 268,,,,"bhaskararao-toda2025[p. 2, entry 17]",,,bhaskararao-toda2025:p2:e17,,,,
Toda,,almoːṟy,"n. almirah (pl. almoːṟyaːm, loc. almoːṟys̱). PB 6",,,,"bhaskararao-toda2025[p. 2, entry 18]",,,bhaskararao-toda2025:p2:e18,,,,
Toda,d234,alos̱y,"postp. except (lit. not being). DEDR 234, TGT 149",,,,"bhaskararao-toda2025[p. 2, entry 19]",,Bhaskararao and Kobayashi cite DEDR 234,bhaskararao-toda2025:p2:e19,,,,inherited
Toda,,alöːṇy,n. month name. PB 6,,,,"bhaskararao-toda2025[p. 2, entry 20]",,,bhaskararao-toda2025:p2:e20,,,,
Toda,,alp,n. a sweet dish. Sak. 268,,,,"bhaskararao-toda2025[p. 2, entry 21]",,,bhaskararao-toda2025:p2:e21,,,,
Toda,d240,alx-,"vi. to shake (intr.). DEDR 240, TGT 121 2",,,,"bhaskararao-toda2025[p. 2, entry 22]",,Bhaskararao and Kobayashi cite DEDR 240,bhaskararao-toda2025:p2:e22,,,,inherited
Toda,,alxy-,"vi. to shake (intr.). DEDR 240, TGT 121 2",,,,"bhaskararao-toda2025[p. 2, entry 22]",,Printed S2 or alternate stem of alx-,bhaskararao-toda2025:p2:e22:variant:1,bhaskararao-toda2025:p2:e22,,bhaskararao-toda2025:p2:e22,variant
Toda,,alxy-,v. S ofalx-,,,,"bhaskararao-toda2025[p. 2, entry 23]",,,bhaskararao-toda2025:p2:e23,,,,
Toda,,aly,n. (1) wooden shelf (pl. alyaːm). PB 6,,,,"bhaskararao-toda2025[p. 2, entry 24]",,,bhaskararao-toda2025:p2:e24,,,,
Toda,,aly,n. (2) wave (pl. alyaːm). PB 6,,,,"bhaskararao-toda2025[p. 2, entry 25]",,,bhaskararao-toda2025:p2:e25,,,,
Toda,,aḷf,"n. limit, size; kaṟwïḍ kuposm aḷf aṟspini ‘I know the size of the child’s shirt’, aḷf aṟyoːs upum tïḏči ‘He eats a lot without knowing the limit’, aḷf-wïṟ an-boːḍy paḷx ‘Be friendly with him within a limit’, aθ tïd-t aḷf-k oːn tïd kïs̱-ïni ‘I cannot eat as much as he can.’ PB 6",,,,"bhaskararao-toda2025[p. 2, entry 26]",,,bhaskararao-toda2025:p2:e26,,,,
Toda,,aḷfk,adv. to that extent. Sak. 268,,,,"bhaskararao-toda2025[p. 3, entry 1]",,,bhaskararao-toda2025:p3:e1,,,,
Toda,,aḷk,"a. dirty (other than clothes); koṇmun aḷk oːy fiːšši ‘The face became dirty’, köːf aḷk oːy fiːšši ‘The wall became dirty.’ PB 7, 106",,,,"bhaskararao-toda2025[p. 3, entry 2]",,,bhaskararao-toda2025:p3:e2,,,,
Toda,,aɫ̣,n. the deposit after the clarification of butter used as food. Sak. 268,,,,"bhaskararao-toda2025[p. 3, entry 3]",,,bhaskararao-toda2025:p3:e3,,,,
Toda,d295,aɫ-̣ (aɫθ-)̣,"vt. to measure. DEDR 295, TGT 122",,,,"bhaskararao-toda2025[p. 3, entry 4]",,Bhaskararao and Kobayashi cite DEDR 295,bhaskararao-toda2025:p3:e4,,,,inherited
Toda,d4112,- a ɫ f̣,"n. an element in many dairy names (e.g. moːs̱a ɫ f̣ ‘beside the pen’, moːṯwïː: moːs + twïː). RSLST 21, DEDR 4112, TGT 8, 33",,,,"bhaskararao-toda2025[p. 3, entry 5]",,Bhaskararao and Kobayashi cite DEDR 4112,bhaskararao-toda2025:p3:e5,,,,inherited
Toda,,a ɫṃ,"n. measure, extent (obl. a ɫ t -̣, dat. a ɫ tḳ ). TGT 71, 73",,,,"bhaskararao-toda2025[p. 3, entry 6]",,,bhaskararao-toda2025:p3:e6,,,,
Toda,,a ɫ t-̣,"n. obl. of a ɫ ṃ ‘measure, extent’",,,,"bhaskararao-toda2025[p. 3, entry 7]",,,bhaskararao-toda2025:p3:e7,,,,
Toda,,aɫtkṃ,"adv. andtotheextent; nwïːṭyšpaɫtkṃ ‘andtotheextentthat(I)haveseen’, aṟyoθ aɫtkṃ ‘and to the extent that (I) have not known’, koːṇoθ aɫtkṃ ‘and to the extent that (I) have seen’. TGT 130 2",,,,"bhaskararao-toda2025[p. 3, entry 8]",,,bhaskararao-toda2025:p3:e8,,,,
Toda,,a ɫθ̣ -,v. S ofa ɫ -̣,,,,"bhaskararao-toda2025[p. 3, entry 9]",,,bhaskararao-toda2025:p3:e9,,,,
Toda,,a ɫθ̣ t,n. act of measuring. Sak. 268,,,,"bhaskararao-toda2025[p. 3, entry 10]",,,bhaskararao-toda2025:p3:e10,,,,
Toda,,am,"n. lady, woman to whom respect is due. RSLST 84",,,,"bhaskararao-toda2025[p. 3, entry 11]",,,bhaskararao-toda2025:p3:e11,,,,
Toda,,amaːṟ,"dem.n. thatside, a-maːṟ-t aːs ‘next house’. PB 75, 203",,,,"bhaskararao-toda2025[p. 3, entry 12]",,,bhaskararao-toda2025:p3:e12,,,,
Toda,,a-maːṟ-s̱,"adv. aside, beside. PB 86",,,,"bhaskararao-toda2025[p. 3, entry 13]",,,bhaskararao-toda2025:p3:e13,,,,
Toda,,amaːṟ-t,"a. of that side, a maːṟt oːɫ ‘unrelateḍ people’. PB 7",,,,"bhaskararao-toda2025[p. 3, entry 14]",,,bhaskararao-toda2025:p3:e14,,,,
Toda,,a-maːṟ-t oːɫ̣,"n. a person not a close relative, a person from another community, person from the other side. PB 75, 203",,,,"bhaskararao-toda2025[p. 3, entry 15]",,,bhaskararao-toda2025:p3:e15,,,,
Toda,,a-maː-s̱n,abl. from the other side. PB 203,,,,"bhaskararao-toda2025[p. 3, entry 16]",,,bhaskararao-toda2025:p3:e16,,,,
Toda,,amerika noːḍ,n. America. PB 181,,,,"bhaskararao-toda2025[p. 3, entry 17]",,,bhaskararao-toda2025:p3:e17,,,,
Toda,,am-moḏ,"n. that clan, that village; am-moḏ oːɫ ‘̣people of that clan’, am-moḏ-ṣ wïḍ-fy oːɫ ‘peoplẹ whostayinthat village’. PB 158",,,,"bhaskararao-toda2025[p. 3, entry 18]",,,bhaskararao-toda2025:p3:e18,,,,
Toda,,amn,"n. (1) god and goddess (Ta. ammaṉ, Malayalam amma, Kota amn, Kan- nada amma), goddess. TGT 375; RSLST 33",,,,"bhaskararao-toda2025[p. 3, entry 19]",,,bhaskararao-toda2025:p3:e19,,,,
Toda,,amn,"n. (2)smallpox, chicken pox, amn fodn-wïṛ swïːθyky koːtt ïyi ‘When amn strikes one should maintain purity.’ PB 7",,,,"bhaskararao-toda2025[p. 3, entry 20]",,,bhaskararao-toda2025:p3:e20,,,,
Toda,d1,amun,"n. thatside, the other side (obl. a mut). DEDR 1, TGT 71, PB 7, 14, 89",,,,"bhaskararao-toda2025[p. 3, entry 21]",,Bhaskararao and Kobayashi cite DEDR 1,bhaskararao-toda2025:p3:e21,,,,inherited
Toda,d3638,a-munnoːṛ,"n. theworldofthedead, theworldonthatside(cf.i-mun noːṛ ‘this living world’) (cf. DEDR 3638, Ta. nāṭu), a-mun noːṭ-ṣ ‘in the nether world (loc.)’. DEDR 1, PB 7, 89",,,,"bhaskararao-toda2025[p. 3, entry 22]",,Bhaskararao and Kobayashi cite DEDR 3638,bhaskararao-toda2025:p3:e22,,,,inherited
Toda,d1,a-munnoːṛ,"n. theworldofthedead, theworldonthatside(cf.i-mun noːṛ ‘this living world’) (cf. DEDR 3638, Ta. nāṭu), a-mun noːṭ-ṣ ‘in the nether world (loc.)’. DEDR 1, PB 7, 89",,,,"bhaskararao-toda2025[p. 3, entry 22]",,Bhaskararao and Kobayashi cite DEDR 1,bhaskararao-toda2025:p3:e22:link:2,,,,inherited
Toda,,a-munoːɫ̣,n. people of that side. PB 89,,,,"bhaskararao-toda2025[p. 3, entry 23]",,,bhaskararao-toda2025:p3:e23,,,,
Toda,,amunpaːkyt,n. action of turning inside out in stitching puːtxuɫỵ. PB 191,,,,"bhaskararao-toda2025[p. 3, entry 24]",,,bhaskararao-toda2025:p3:e24,,,,
Toda,,amut,"n. obl. of a mun ‘that side, the other side’",,,,"bhaskararao-toda2025[p. 3, entry 25]",,,bhaskararao-toda2025:p3:e25,,,,
Toda,,amut-aːṟ,dem.adv. on the other side. TGT 86,,,,"bhaskararao-toda2025[p. 3, entry 26]",,,bhaskararao-toda2025:p3:e26,,,,
Toda,,amut-k,dem.adv. to that side (dat.). PB 89,,,,"bhaskararao-toda2025[p. 4, entry 1]",,,bhaskararao-toda2025:p4:e1,,,,
Toda,,a-mut oːɫ̣,"n. people of a-mun noːṛ, Todas in a-mun noːṛ ‘the other world’, dead Todas. cf. i-mut oːɫ ‘peoplẹof the living world’. PB 7, 89",,,,"bhaskararao-toda2025[p. 4, entry 2]",,,bhaskararao-toda2025:p4:e2,,,,
Toda,,a mut-s̱,"a., adv. on the other side, a-t waːs̱-s̱ püs̱y a mut-s̱ kuṟb ‘In the forest there is a tiger and on the other side there is a Kurumba person (Tiger is waiting to catch and kill, and a Kurumba is waiting to do sorcery).’ PB 7, 89",,,,"bhaskararao-toda2025[p. 4, entry 3]",,,bhaskararao-toda2025:p4:e3,,,,
Toda,,amut-s̱n,dem.adv. fromthat side (abl.). PB 89,,,,"bhaskararao-toda2025[p. 4, entry 4]",,,bhaskararao-toda2025:p4:e4,,,,
Toda,,an-,"pron. human obl. of aθ ‘that person, he/she’",,,,"bhaskararao-toda2025[p. 4, entry 5]",,,bhaskararao-toda2025:p4:e5,,,,
Toda,,an,"dem.pron. his, her (obl. of aθ ‘that person’), an boḏy ‘following him/her’, anïṭ ‘with him/her’. TGT 97, 98",,,,"bhaskararao-toda2025[p. 4, entry 6]",,,bhaskararao-toda2025:p4:e6,,,,
Toda,,anbuːfm,n. experience (Skt. anubhavam). PB 7,,,,"bhaskararao-toda2025[p. 4, entry 7]",,,bhaskararao-toda2025:p4:e7,,,,
Toda,,andan-oːɫ̣,n. her husband. TGT 37,,,,"bhaskararao-toda2025[p. 4, entry 8]",,,bhaskararao-toda2025:p4:e8,,,,
Toda,,aneːrkiḷy,prop. name of a person. Sak. 268,,,,"bhaskararao-toda2025[p. 4, entry 9]",,,bhaskararao-toda2025:p4:e9,,,,
Toda,,an-g,"pron. to him, to her (dat. of aθ), cf. aθ-k non-human; an-g oːy ‘for his/her sake’. TGT 79,98",,,,"bhaskararao-toda2025[p. 4, entry 10]",,,bhaskararao-toda2025:p4:e10,,,,
Toda,,angaːṟm,dem.adv. until then. TGT 87,,,,"bhaskararao-toda2025[p. 4, entry 11]",,,bhaskararao-toda2025:p4:e11,,,,
Toda,,an-ïd,"caus. because of him/her, by him/her. TGT 98; PB 14",,,,"bhaskararao-toda2025[p. 4, entry 12]",,,bhaskararao-toda2025:p4:e12,,,,
Toda,,anoːxoːɫỵ,"dem.adv. immediately then (TGT a noxoɫỵ ). TGT 27, PB 13",,,,"bhaskararao-toda2025[p. 4, entry 13]",,,bhaskararao-toda2025:p4:e13,,,,
Toda,d2315,aṇil,"n. squirrel. DEDR 2315, TGT 26",,,,"bhaskararao-toda2025[p. 4, entry 14]",,Bhaskararao and Kobayashi cite DEDR 2315,bhaskararao-toda2025:p4:e14,,,,inherited
Toda,,apiny mad,"n. (also apiːny-mad) opium in paste consistency. PB 7,73",,,,"bhaskararao-toda2025[p. 4, entry 15]",,,bhaskararao-toda2025:p4:e15,,,,
Toda,,apkwïːṛ töw,n. the Shiva temple in Appu Kodu village of Badagas. PB 7,,,,"bhaskararao-toda2025[p. 4, entry 16]",,,bhaskararao-toda2025:p4:e16,,,,
Toda,d229,ar,"n. half, half of the body = waist.DEDR 229, TGT 7, PB 8, 9",,,,"bhaskararao-toda2025[p. 4, entry 17]",,Bhaskararao and Kobayashi cite DEDR 229,bhaskararao-toda2025:p4:e17,,,,inherited
Toda,d232,arb,n. good life (with nothing to do but eat). DEDR 232,,,,"bhaskararao-toda2025[p. 4, entry 18]",,Bhaskararao and Kobayashi cite DEDR 232,bhaskararao-toda2025:p4:e18,,,,inherited
Toda,,ar-biṯ,"a. insane, also pronounced as /erbiṯ/ (?pïṟ (pïṯ) ‘carry’). PB 10 2",,,,"bhaskararao-toda2025[p. 4, entry 19]",,,bhaskararao-toda2025:p4:e19,,,,
Toda,,arc-,v. S of ary-,,,,"bhaskararao-toda2025[p. 4, entry 20]",,,bhaskararao-toda2025:p4:e20,,,,
Toda,,arf,n. knowledge. PB 10,,,,"bhaskararao-toda2025[p. 4, entry 21]",,,bhaskararao-toda2025:p4:e21,,,,
Toda,,arf eːf-,vi. to control oneself and behave well. PB 10,,,,"bhaskararao-toda2025[p. 4, entry 22]",,,bhaskararao-toda2025:p4:e22,,,,
Toda,,eːt-,vi. to control oneself and behave well. PB 10,,,,"bhaskararao-toda2025[p. 4, entry 22]",,Printed S2 or alternate stem of arf eːf-,bhaskararao-toda2025:p4:e22:variant:1,bhaskararao-toda2025:p4:e22,,bhaskararao-toda2025:p4:e22,variant
Toda,,ar-foːy,n. half-opened door (poːy ‘mouth’). PB 8,,,,"bhaskararao-toda2025[p. 4, entry 23]",,,bhaskararao-toda2025:p4:e23,,,,
Toda,,ar-goṇ,a. half-asleep (cf. wïːṟ-goṇ). PB 8,,,,"bhaskararao-toda2025[p. 4, entry 24]",,,bhaskararao-toda2025:p4:e24,,,,
Toda,,ar-k,"adv. uptothemiddle, uptohalf, aṇḍaː-sar-̱kniːrwïḍḍi ‘Inthe(largemetal) pot, there is water up to the middle.’ PB 8",,,,"bhaskararao-toda2025[p. 4, entry 25]",,,bhaskararao-toda2025:p4:e25,,,,
Toda,,ark,"n. glass piece; ark-kaḷaːs ‘glass tumbler’, ark-kïṟm ‘glass bowl’, ark-faḷ ‘glass bangle(s)’. PB 8, Sak. 268",,,,"bhaskararao-toda2025[p. 4, entry 26]",,,bhaskararao-toda2025:p4:e26,,,,
Toda,d212,ark-,"vt. (1) to chip, cut square (end of plank or post). DEDR 212, TGT 120",,,,"bhaskararao-toda2025[p. 4, entry 27]",,Bhaskararao and Kobayashi cite DEDR 212,bhaskararao-toda2025:p4:e27,,,,inherited
Toda,,arky-,"vt. (1) to chip, cut square (end of plank or post). DEDR 212, TGT 120",,,,"bhaskararao-toda2025[p. 4, entry 27]",,Printed S2 or alternate stem of ark-,bhaskararao-toda2025:p4:e27:variant:1,bhaskararao-toda2025:p4:e27,,bhaskararao-toda2025:p4:e27,variant
Toda,,ark-,"vt. (2) to file, rub (to be checked). PB 8",,,,"bhaskararao-toda2025[p. 4, entry 28]",,,bhaskararao-toda2025:p4:e28,,,,
Toda,,arky-,"vt. (2) to file, rub (to be checked). PB 8",,,,"bhaskararao-toda2025[p. 4, entry 28]",,Printed S2 or alternate stem of ark-,bhaskararao-toda2025:p4:e28:variant:1,bhaskararao-toda2025:p4:e28,,bhaskararao-toda2025:p4:e28,variant
Toda,d212,ark-,"vt. (3) to subdue. DEDR 212, 0221, TGT 120, 127, PB 8",,,,"bhaskararao-toda2025[p. 5, entry 1]",,Bhaskararao and Kobayashi cite DEDR 212,bhaskararao-toda2025:p5:e1,,,,inherited
Toda,d221,ark-,"vt. (3) to subdue. DEDR 212, 0221, TGT 120, 127, PB 8",,,,"bhaskararao-toda2025[p. 5, entry 1]",,Bhaskararao and Kobayashi cite DEDR 221,bhaskararao-toda2025:p5:e1:link:2,,,,inherited
Toda,,arky-,"vt. (3) to subdue. DEDR 212, 0221, TGT 120, 127, PB 8",,,,"bhaskararao-toda2025[p. 5, entry 1]",,Printed S2 or alternate stem of ark-,bhaskararao-toda2025:p5:e1:variant:1,bhaskararao-toda2025:p5:e1,,bhaskararao-toda2025:p5:e1,variant
Toda,,arkïl,"n. sorrow, arkïl oːyp oːɫ ‘persoṇwhoissuffering’. PB 8",,,,"bhaskararao-toda2025[p. 5, entry 2]",,,bhaskararao-toda2025:p5:e2,,,,
Toda,,arkïl fuːf,n. the arkïl flower. PB 8,,,,"bhaskararao-toda2025[p. 5, entry 3]",,,bhaskararao-toda2025:p5:e3,,,,
Toda,,arkïl poːr-,"v. (pain) to come; arkïl pod enk muːxč-fiṭṣi ‘Troubles having come, drowned me.’ PB 8",,,,"bhaskararao-toda2025[p. 5, entry 4]",,,bhaskararao-toda2025:p5:e4,,,,
Toda,,pod-,"v. (pain) to come; arkïl pod enk muːxč-fiṭṣi ‘Troubles having come, drowned me.’ PB 8",,,,"bhaskararao-toda2025[p. 5, entry 4]",,Printed S2 or alternate stem of arkïl poːr-,bhaskararao-toda2025:p5:e4:variant:1,bhaskararao-toda2025:p5:e4,,bhaskararao-toda2025:p5:e4,variant
Toda,d221,arkm,"n. state of being subdued. DEDR 221, TGT 23",,,,"bhaskararao-toda2025[p. 5, entry 5]",,Bhaskararao and Kobayashi cite DEDR 221,bhaskararao-toda2025:p5:e5,,,,inherited
Toda,,arkoj,"n. the demon, devil (< Badaga arakasi < Skt. rākṣasa). TGT 210, PB 156",,,,"bhaskararao-toda2025[p. 5, entry 6]",,,bhaskararao-toda2025:p5:e6,,,,
Toda,,ar-koṇ,a. half-blind (either both eyes are working but half-sighted or one eye is blind and the other is sighted). PB 8,,,,"bhaskararao-toda2025[p. 5, entry 7]",,,bhaskararao-toda2025:p5:e7,,,,
Toda,,ar-koy,n. half-sleeved shirt. PB 8,,,,"bhaskararao-toda2025[p. 5, entry 8]",,,bhaskararao-toda2025:p5:e8,,,,
