biori,,-ái,Infinitive suffix added to the verb root,,,Restriction: Usually suffixed to a complement-clause verb with a modality verb following it; Variant restriction: Biori,liljegren,,,liljegren-LX000004-variant-2,liljegren-LX000004,,,suffix dialect:Biori
Phal,,-aá,Converb suffix (with a-ending verb stems),,-aá,Morphemic form: á-í,liljegren,,,liljegren-LX000005,,,,suffix
Phal,,aabaád,dwelling,آباد,aabaád,"Inflection: i-decl (Obl, pl): -í",liljegren,,Origin: Urdu (Persian): aabaad,liljegren-LX000006,,,,noun f Palula-noun-class-i loanword loan:Persian loan:Urdu
Phal,549,áabru,cloud,آبروۡ,áabru,"Inflection: a-decl (Obl, pl): áabra",liljegren,,"abhrá- 'cloud, rainy weather (n, rarely m)' (T: 549)",liljegren-LX000007,,,,noun m Palula-noun-class-a
Phal,549,áabur,cloud,,,"Inflection: a-decl (Obl, pl): áabra",liljegren,,"abhrá- 'cloud, rainy weather (n, rarely m)' (T: 549)",liljegren-LX000007-variant-1,liljegren-LX000007,,,noun m Palula-noun-class-a
Phal,227,áača,to enter; come inside; move into,آچہ,áatɕa,"Inflection: T (Prs): ačáanu, (Pfv): ačíitu, (Cv): ačí, (Imp): áač; Morphemic form: ač-, ač-íit-",liljegren,,"átyēti 'comes upon, goes; enters' (T: 227)",liljegren-LX000008,,,,verb intr Palula-verb-class-T
biori,227,áače,to enter; come inside; move into,,,"Inflection: T (Prs): ačáanu, (Pfv): ačíitu, (Cv): ačí, (Imp): áač; Morphemic form: ač-, ač-íit-; Variant restriction: Biori",liljegren,,"átyēti 'comes upon, goes; enters' (T: 227)",liljegren-LX000008-variant-1,liljegren-LX000008,,,verb intr Palula-verb-class-T dialect:Biori
Phal,30,aac̣háaru,a pine tree,آڇھاروۡ,aaʈʂʰáaru,"Inflection: a-decl (Obl, pl): aac̣háara",liljegren,,*akṣadāruka- 'a partic. tree' (T: 30),liljegren-LX000009,,,,noun m Palula-noun-class-a
Phal,644,áaḍu,"half; half of, some of; the one half; half of the people; some of them, etc.",آڈوۡ,áaɖu,Inflection: Uml (Fem): éeḍi; Morphemic form: aḍ-,liljegren,,ardhá- 'half (masc.neut)' (T: 644),liljegren-LX000010,,,,adj
Phal,,áahoola,"repeatedly, again and again; continuously",آک ہولہ,áahoola,,liljegren,,,liljegren-LX000011,,,,adv manner
Phal,,aaindá,"in the future; next time, another time",آئندہ,aajindá,,liljegren,,"Origin: Urdu (Persian): aayanda, aainda",liljegren-LX000012,,,,adv temporal loanword loan:Persian loan:Urdu
Phal,242,aáǰ,today,آج,"áaʑ, áadʑ",,liljegren,,adyá 'today' (T: 242),liljegren-LX000013,,,,adv temporal
biori,242,aǰ,today,,,Variant restriction: Biori,liljegren,,adyá 'today' (T: 242),liljegren-LX000013-variant-1,liljegren-LX000013,,,adv temporal dialect:Biori
Phal,,aáǰ tií,until today,آج تی,aádʑ tií,,liljegren,,,liljegren-LX000014,,,,multiword-expression
Phal,,aaǰíi baád,after today,آجی باد,aadʑíi baád,,liljegren,,,liljegren-LX000015,,,,multiword-expression
Phal,,aaǰíi pahúrta,after today,,,,liljegren,,,liljegren-LX000015-variant-1,liljegren-LX000015,,,multiword-expression
Phal,,aaǰíi niigiraá,from today,آجی نِیگِرا,aadʑíi niiɡiraá,,liljegren,,,liljegren-LX000016,,,,multiword-expression
Phal,,aáǰkal,nowadays,آجکل,aáʑkal,,liljegren,,Origin: Urdu: aaǰ-kal,liljegren-LX000017,,,,adv temporal loanword loan:Urdu
Phal,,aaǰúku,today's,آجُکوۡ,aadʑúko,Inflection: Reg (Fem): aaǰúki,liljegren,,,liljegren-LX000018,,,,adj
Phal,2462,áak,"one; one (person), someone",آک,áak,Morphemic form: ak,liljegren,,*ēkka- 'one' (T: 2462),liljegren-LX000019,,,,num
Phal,2462,áa,"one; one (person), someone",,,Morphemic form: ak,liljegren,,*ēkka- 'one' (T: 2462),liljegren-LX000019-variant-1,liljegren-LX000019,,,num
biori,2462,ak,"one; one (person), someone",,,Morphemic form: ak; Variant restriction: Biori,liljegren,,*ēkka- 'one' (T: 2462),liljegren-LX000019-variant-2,liljegren-LX000019,,,num dialect:Biori
biori,2462,a,"one; one (person), someone",,,Morphemic form: ak; Variant restriction: Biori,liljegren,,*ēkka- 'one' (T: 2462),liljegren-LX000019-variant-3,liljegren-LX000019,,,num dialect:Biori
Phal,,áak,"a, an; a certain",آک,áak,Morphemic form: ak,liljegren,,,liljegren-LX000020,,,,determiner
Phal,,áa,"a, an; a certain",,,Morphemic form: ak,liljegren,,,liljegren-LX000020-variant-1,liljegren-LX000020,,,determiner
biori,,ak,"a, an; a certain",,,Morphemic form: ak; Variant restriction: Biori,liljegren,,,liljegren-LX000020-variant-2,liljegren-LX000020,,,determiner dialect:Biori
biori,,a,"a, an; a certain",,,Morphemic form: ak; Variant restriction: Biori,liljegren,,,liljegren-LX000020-variant-3,liljegren-LX000020,,,determiner dialect:Biori
Phal,,áak thiáaḍu,one and a half,آک تِھئاڈوۡ,áak tʰjáaɖu,Inflection: Uml (Fem): áak thiéeḍi,liljegren,,,liljegren-LX000021,,,,multiword-expression
Phal,,aakáak,one each,آکاک,aakáak,,liljegren,,,liljegren-LX000022,,,,num
Phal,,aakaaghuúṛ,thunder,آکاگُھوڑ,aakaaɡhuúɽ,,liljegren,,,liljegren-LX000023,,,,noun f
Phal,,aakatí,some; a few,آکتیۡ,aakatí,Morphemic form: ak-katí,liljegren,,,liljegren-LX000024,,,,num indef interr
Phal,,áak katí,some; a few,,,Morphemic form: ak-katí,liljegren,,,liljegren-LX000024-variant-1,liljegren-LX000024,,,num indef interr
Phal,,katí,some; a few,,,Morphemic form: ak-katí,liljegren,,,liljegren-LX000024-variant-2,liljegren-LX000024,,,num indef interr
biori,,akatí,some; a few,,,Morphemic form: ak-katí; Variant restriction: Biori,liljegren,,,liljegren-LX000024-variant-3,liljegren-LX000024,,,num indef interr dialect:Biori
Phal,,aalmaarí,cupboard,آلماریۡ,aalmaarí,Inflection: a-decl (Pl): -á,liljegren,,Origin: Urdu: almaarii,liljegren-LX000025,,,,noun f Palula-noun-class-a loanword loan:Urdu
Phal,,aalúg,potato,آلُگ,aalúɡ,"Inflection: aan-decl (Obl): -á, (Pl): -aán",liljegren,,"Origin: Pashto (Urdu): aluu, aluugaan",liljegren-LX000026,,,,noun m Palula-noun-class-aan loanword loan:Pashto loan:Urdu
Phal,,aám,"ordinary, common",عام,aám,,liljegren,,Origin: Urdu (Arabic): aam,liljegren-LX000027,,,,adj indecl loanword loan:Arabic loan:Urdu
Phal,,aambúr,instrument to pull out teeth or nails,آمبُر,aambúr,"Inflection: a-decl (Obl, pl): -á",liljegren,,,liljegren-LX000028,,,,noun m Palula-noun-class-a
Phal,1252,aamburíi,rub; wrinkle,آمبُری,aamburíi,"Inflection: L:e (Prs): aamburáanu, (Pfv): aamburílu, (Cv): aamburí, (Imp): aamburá; Morphemic form: aambúr-é-",liljegren,,*āmārayati 'rubs' (T: 1252),liljegren-LX000029,,,,verb tr Palula-verb-class-L-e
Phal,,aambúuṛu,grain sack (a large measure),آمبُوڑوۡ,aambúuɽo,"Inflection: a-decl (Obl, pl): áambúuṛa",liljegren,,,liljegren-LX000030,,,,noun m Palula-noun-class-a
Phal,1265,aamúuṣa,to forget,آمُوݜہ,aamúuʂa,"Inflection: T (Prs): aamuṣáanu, (Pfv): aamúuṣṭu, (Cv): aamuṣí, (Imp): aamúuṣ; Morphemic form: aamúṣ-, aamúuṣṭ-",liljegren,,āmr̥ṣyate ; *āmr̥ṣṭa- 'bears patiently' (T: 1265),liljegren-LX000031,,,,verb tr Palula-verb-class-T
biori,1265,aamúuṣe,to forget,,,"Inflection: T (Prs): aamuṣáanu, (Pfv): aamúuṣṭu, (Cv): aamuṣí, (Imp): aamúuṣ; Morphemic form: aamúṣ-, aamúuṣṭ-; Variant restriction: Biori",liljegren,,āmr̥ṣyate ; *āmr̥ṣṭa- 'bears patiently' (T: 1265),liljegren-LX000031-variant-1,liljegren-LX000031,,,verb tr Palula-verb-class-T dialect:Biori
Phal,,aamúuṣṭu,forgot (masc sg),آمُوݜٹوۡ,aamúuʂʈo,,liljegren,,,liljegren-LX000032,,,,verb tr
Phal,,-áan,Present tense suffix,,-áan,Morphemic form: -án; Restriction: Invariably followed by a gender/number agreement suffix,liljegren,,,liljegren-LX000033,,,,suffix
Phal,,-áand,Present tense suffix,,,Morphemic form: -án; Restriction: Invariably followed by a gender/number agreement suffix; Variant restriction: With a closed class of (motion) verbs,liljegren,,,liljegren-LX000033-variant-1,liljegren-LX000033,,,suffix
Phal,,-éend,Present tense suffix,,,Morphemic form: -án; Restriction: Invariably followed by a gender/number agreement suffix; Variant restriction: With a closed class of (motion) verbs,liljegren,,,liljegren-LX000033-variant-2,liljegren-LX000033,,,suffix
Phal,,-éen,Present tense suffix,,,Morphemic form: -án; Restriction: Invariably followed by a gender/number agreement suffix; Variant restriction: When followed by feminine agreement suffix -i,liljegren,,,liljegren-LX000033-variant-3,liljegren-LX000033,,,suffix
Phal,,-aán,Plural suffix (with aan-declension nouns),,-aán,,liljegren,,,liljegren-LX000034,,,,suffix
Phal,,-áand,Present tense suffix (with a closed class of (motion) verbs followed by masculine agreement suffix),,-áand,,liljegren,,,liljegren-LX000035,,,,suffix
Phal,,aandáaru,intestine; guts,آنداروۡ,aandáaru,"Inflection: a-decl (Obl, pl): aandáara",liljegren,,,liljegren-LX000036,,,,noun m Palula-noun-class-a
Phal,100,áangu,sickle,آںگوۡ,áaŋɡu,"Inflection: a-decl (Obl, pl): áanga",liljegren,,anká- 'hook (masc)' (T: 100),liljegren-LX000037,,,,noun m Palula-noun-class-a
Phal,,áaṇc̣u,raspberry,آنڇوۡ,áaɳʈʂu,"Inflection: a-decl (Obl, pl): áaṇc̣a",liljegren,,,liljegren-LX000038,,,,noun m Palula-noun-class-a
Phal,,aaraám,rest; ease,آرام,aaraám,Inflection: i-decl (Obl): aareemí,liljegren,,Origin: Urdu (Persian): aaraam,liljegren-LX000039,,,,noun f Palula-noun-class-i loanword loan:Persian loan:Urdu
Phal,,aaraám ki,"at rest, at ease",آرام کیۡ,aaraám ki,,liljegren,,,liljegren-LX000040,,,,multiword-expression
Phal,,aaraám thíi,to rest,آرام تھی,aaraám tʰíi,Restriction: Fem agr with non-verb element in pfv,liljegren,,,liljegren-LX000041,,,,verb tr compound conjunct-verb non-incorporating
Phal,,aarakiloóṛ,sapling of peach tree,آرہ کِلوڑ,aarakiloóɽ,"Inflection: a-decl (Obl, pl): -á",liljegren,,,liljegren-LX000042,,,,noun m Palula-noun-class-a
Phal,,aaramúṭ,peach tree,آرہ مُٹ,aaramúʈ,"Inflection: a-decl (Obl, pl): -á",liljegren,,,liljegren-LX000043,,,,noun m Palula-noun-class-a
Phal,,áaru,awl (for sewing shoes),آروۡ,áaru,"Inflection: a-decl (Obl, pl): áara",liljegren,,,liljegren-LX000044,,,,noun m Palula-noun-class-a
Phal,,aarúuṣṭi,chin,آرُوݜٹیۡ,aarúuʂʈi,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000045,,,,noun f Palula-noun-class-m
Phal,,aarzaán,cheap,آرزان,aarzaán,,liljegren,,Origin: Pashto (Persian): ar-zaan,liljegren-LX000046,,,,adj indecl loanword loan:Pashto loan:Persian
Phal,,aaṛaíǰa,"to turn, twist",آڑئِجہ,aaɽajídʑa,"Inflection: L:cons (Prs): aaṛaiǰáanu, (Pfv): aaṛaiǰílu, (Cv): aaṛaiǰí; Morphemic form: ́aaṛáy-íǰ",liljegren,,,liljegren-LX000047,,,,verb intr Palula-verb-class-L-consonant
Phal,,áaṛu,knot (in wood),آڑوۡ,áaɽu,"Inflection: a-decl (Obl, pl): áaṛa; Morphemic form: áṛu",liljegren,,,liljegren-LX000048,,,,noun m Palula-noun-class-a
Phal,910,áašuṇ,hail,آشُݨ,áaɕuɳ,Inflection: a-decl (Obl): -a,liljegren,,aśáni- 'thunderbolt (fem)' (T: 910),liljegren-LX000049,,,,noun f Palula-noun-class-a
Phal,910,áašuṇḍ,hail,,,Inflection: a-decl (Obl): -a,liljegren,,aśáni- 'thunderbolt (fem)' (T: 910),liljegren-LX000049-variant-1,liljegren-LX000049,,,noun f Palula-noun-class-a
biori,910,áašum,hail,,,Inflection: a-decl (Obl): -a; Variant restriction: Biori,liljegren,,aśáni- 'thunderbolt (fem)' (T: 910),liljegren-LX000049-variant-2,liljegren-LX000049,,,noun f Palula-noun-class-a dialect:Biori
biori,910,háašum,hail,,,Inflection: a-decl (Obl): -a; Variant restriction: Biori,liljegren,,aśáni- 'thunderbolt (fem)' (T: 910),liljegren-LX000049-variant-3,liljegren-LX000049,,,noun f Palula-noun-class-a dialect:Biori
Phal,1474,aaṣaáṛ,apricot,آݜاڑ,"aaʂaáɽ, aaʈʂʰaáɽ","Inflection: i-decl (Obl, pl): aaṣaṛí; Morphemic form: aaṣáṛ",liljegren,,āṣāḍhīya- '*pertaining to the month Āṣāḍha' (T: 1474),liljegren-LX000050,,,,noun f Palula-noun-class-i
Phal,,aaṣaṛkiloóṛ,sapling of apricot tree,آݜڑ کِلوڑ,aaʂaɽkiloóɽ,"Inflection: a-decl (Obl, pl): -á",liljegren,,,liljegren-LX000051,,,,noun m Palula-noun-class-a
Phal,,aaṣaṛmúṭ,apricot tree,آݜڑ مُٹ,aaʂaɽmuʈ,"Inflection: a-decl (Obl, pl): -á",liljegren,,,liljegren-LX000052,,,,noun m Palula-noun-class-a
Phal,,aaṣaṛpéeči,season when apricots are ripe,آݜڑ پیچیۡ,aaʂaɽpéetɕi,,liljegren,,,liljegren-LX000053,,,,noun f
Phal,,aaṣaṛphúṇḍi,season when the apricot flowers are in bloom,آݜڑ پُھنڈیۡ,aaʂaɽpʰúɳɖi,,liljegren,,,liljegren-LX000054,,,,noun f
Phal,941,áaṣṭ,eight,آݜٹ,áaʂʈ,Morphemic form: aṣṭ,liljegren,,aṣṭā́ 'eight' (T: 941),liljegren-LX000055,,,,num
biori,941,aṣṭ,eight,,,Morphemic form: aṣṭ; Variant restriction: Biori,liljegren,,aṣṭā́ 'eight' (T: 941),liljegren-LX000055-variant-1,liljegren-LX000055,,,num dialect:Biori
Phal,,áaṣṭ bhišá,160 (lit. eight twenties),آݜٹ بِھشہ,áaʂʈ bhiɕá,,liljegren,,,liljegren-LX000056,,,,multiword-expression
Phal,,aaṣúuṛu,a small brown bird usually found flying over fields,آݜوڑوۡ,aaʂúuɽo,"Inflection: a-decl (Obl, pl): aaṣúuṛa",liljegren,,,liljegren-LX000057,,,,noun m Palula-noun-class-a
Phal,,-áaṭ,Suffix added to verb stem to form agentive verbal noun,,-áaʈ,Morphemic form: -áṭ; Restriction: Invariably followed by a gender/number agreement suffix,liljegren,,,liljegren-LX000058,,,,suffix
Phal,,-éeṭ,Suffix added to verb stem to form agentive verbal noun,,,Morphemic form: -áṭ; Restriction: Invariably followed by a gender/number agreement suffix; Variant restriction: When followed by feminine agreement suffix -i,liljegren,,,liljegren-LX000058-variant-1,liljegren-LX000058,,,suffix
Phal,,aawaáz,sound,آواز,aawaáz,"Inflection: i-decl (Obl, pl): aaweezí",liljegren,,Origin: Urdu (Persian): aawaaz,liljegren-LX000059,,,,noun m Palula-noun-class-i loanword loan:Persian loan:Urdu
Phal,,haawaáz,sound,,,"Inflection: i-decl (Obl, pl): aaweezí",liljegren,,Origin: Urdu (Persian): aawaaz,liljegren-LX000059-variant-1,liljegren-LX000059,,,noun m Palula-noun-class-i loanword loan:Persian loan:Urdu
Phal,,aawaṛíi,to get stuck,آوڑی,aawaɽíi,"Inflection: T (Prs): aawaṛáanu, (Pfv): aawaríitu, (Cv): aawaṛí",liljegren,,,liljegren-LX000060,,,,verb intr Palula-verb-class-T
Phal,,aaweelíi,first,آویلی,"aaweelíi, aawelíi",,liljegren,,Origin: Pashto (Arabic): aw-wal,liljegren-LX000061,,,,determiner loanword loan:Arabic loan:Pashto
Phal,,aaweél,first,,,,liljegren,,Origin: Pashto (Arabic): aw-wal,liljegren-LX000061-variant-1,liljegren-LX000061,,,determiner loanword loan:Arabic loan:Pashto
Phal,,aaweelóoi,first,,,,liljegren,,Origin: Pashto (Arabic): aw-wal,liljegren-LX000061-variant-2,liljegren-LX000061,,,determiner loanword loan:Arabic loan:Pashto
biori,,aaweloó,first,,,Variant restriction: Biori,liljegren,,Origin: Pashto (Arabic): aw-wal,liljegren-LX000061-variant-3,liljegren-LX000061,,,determiner loanword loan:Arabic loan:Pashto dialect:Biori
Phal,1440,aawíiṛu,narrow ; tight,آوِیڑوۡ,aawíiɽo,Inflection: Reg (Fem): aawíiṛi,liljegren,,ā́vr̥ta- 'covered ; surrounded' (T: 1440),liljegren-LX000062,,,,adj
Phal,,aaxér,"eventually; in the end, at last",آخیۡر,aaxér,,liljegren,,Origin: Urdu (Arabic): axiir,liljegren-LX000063,,,,adv temporal loanword loan:Arabic loan:Urdu
Phal,,aaxeér,"eventually; in the end, at last",,,,liljegren,,Origin: Urdu (Arabic): axiir,liljegren-LX000063-variant-1,liljegren-LX000063,,,adv temporal loanword loan:Arabic loan:Urdu
Phal,,aaxér kaár,"eventually, finally",آخیۡر کار,aaxér kaár,,liljegren,,,liljegren-LX000064,,,,multiword-expression
Phal,,aaxeríi,at last; finally; in the end,آخیۡری,aaxeríi,,liljegren,,,liljegren-LX000065,,,,adv temporal
Phal,,aaxeríi waxtíi,at last; finally; in the end,,,,liljegren,,,liljegren-LX000065-variant-1,liljegren-LX000065,,,adv temporal
Phal,,-áaya,First person plural suffix (with a-ending verb stems),,-áaja,,liljegren,,,liljegren-LX000066,,,,suffix
Phal,,aayaát,verse (in the Qur'an),آیات,aajaát,"Inflection: i-decl (Obl, pl): aayeetí",liljegren,,Origin: Urdu (Persian/Arabic): aayat,liljegren-LX000067,,,,noun f Palula-noun-class-i loanword loan:Arabic loan:Persian loan:Urdu
Phal,1008,aaghaá,sky,آگھا,aaɡʰaá,"Inflection: i-decl (Obl): aaghaá, (Pl): aaghaái",liljegren,,ākāśá- 'sky (masc)' (T: 1008),liljegren-LX000068,,,,noun m Palula-noun-class-i
Phal,11338,aaghaabáanu,sky-coloured,آگھا بانوۡ,aaɡhabáanu,Inflection: Uml (Fem): aaghaabéeni,liljegren,,"várna- 'appearance, colour, class (masc)' (T: 11338)",liljegren-LX000069,,,,adj
Phal,,abaí,half-grown she-goat,ابئیۡ,abáj,Inflection: m-decl (Pl): abaíim,liljegren,,,liljegren-LX000070,,,,noun f Palula-noun-class-m
biori,,abéi,half-grown she-goat,,,Inflection: m-decl (Pl): abaíim; Variant restriction: Biori,liljegren,,,liljegren-LX000070-variant-1,liljegren-LX000070,,,noun f Palula-noun-class-m dialect:Biori
Phal,,abás,worthless; wasted,ابس,abás,,liljegren,,Origin: Urdu: abas,liljegren-LX000071,,,,adj indecl loanword loan:Urdu
Phal,,abás bhíi,to go wasted; to become useless,ابس بھی,abás bhíi,,liljegren,,,liljegren-LX000072,,,,verb intr compound conjunct-verb incorporating
Phal,6534,abhíiṇi,cowife,ابِھیݨیۡ,abhíiɳi,Inflection: m-decl (Pl): -m,liljegren,,*dēvarajāni- 'husband's younger brother's wife' (T: 6534),liljegren-LX000073,,,,noun f Palula-noun-class-m
Phal,,ačíitu,entered (masc sg),اچِیتوۡ,atɕíito,,liljegren,,,liljegren-LX000074,,,,verb intr
Phal,,ac̣hibáaṛu,eyebrow,اڇِھباڑوۡ,aʈʂʰibáaɽu,"Inflection: a-decl (Obl, pl): ac̣hibáaṛa",liljegren,,,liljegren-LX000075,,,,noun m Palula-noun-class-a
Phal,,ac̣hibéeṛi,eyelashes,اڇِھبیڑیۡ,aʈʂʰibéeṛi,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000076,,,,noun f Palula-noun-class-m
Phal,43,ac̣híi,eye,اڇھی,aʈʂíi,"Inflection: a-decl (Obl, pl): -a; Morphemic form: ac̣hí",liljegren,,ákṣi- 'eye (neut)' (T: 43),liljegren-LX000077,,,,noun f Palula-noun-class-a
Phal,,ac̣híiwu,sane,اڇِھیوۡ,aʈʂíiwo,,liljegren,,,liljegren-LX000078,,,,adj
Phal,,ac̣hikhípi,blinking (involuntary),اڇِھکِھپیۡ,aʈʂikʰípi,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000079,,,,noun f Palula-noun-class-m
Phal,,ac̣hikúi,winking (signalling to sb),اڇِھکُئیۡ,aʈʂʰikúj,Inflection: m-decl (Pl): -m,liljegren,,,liljegren-LX000080,,,,noun f Palula-noun-class-m
Phal,48,ac̣hoóṛ,walnut,اڇھوڑ,aʈʂʰoóɽ,"Inflection: a-decl (Obl, pl): -á",liljegren,,akṣōṭa- 'walnut (or pistachio nut?)' (T: 48),liljegren-LX000081,,,,noun m Palula-noun-class-a
Phal,,ac̣hooṛpéeči,fourth month of summer [lit. ripening of walnuts] (according to one traditional calender),اڇھوڑ پیچیۡ,aʈʂʰooɽpéetɕi,Inflection: m-decl,liljegren,,,liljegren-LX000082,,,,noun f Palula-noun-class-m
Phal,48,ac̣húuṛi,walnut tree,اڇُھوڑیۡ,aʈʂúuɽi,Inflection: m-decl (Pl): -m; Morphemic form: ac̣hóoṛ-i,liljegren,,akṣōṭa- 'walnut (or pistacio nut?)' (T: 48),liljegren-LX000083,,,,noun f Palula-noun-class-m
Phal,,adáb,respect,ادب,adáb,Inflection: i-decl (Obl): -í; Usage: Primarily used as a non-verb element in complex predicates,liljegren,,Origin: Urdu (Arabic): adab,liljegren-LX000084,,,,noun f Palula-noun-class-i loanword loan:Arabic loan:Urdu
Phal,,adáb thíi,to show respect,ادب تھی,adáb tʰíi,Restriction: Fem agr with non-verb element in pfv,liljegren,,,liljegren-LX000085,,,,verb tr compound conjunct-verb non-incorporating
Phal,,adráx,forest; upper part of hill (not part of anyone's private property),ادرخ,adráx,Inflection: i-decl (Obl): -í,liljegren,,,liljegren-LX000086,,,,noun f Palula-noun-class-i
Phal,,aḍaphaár,halfway,اڈپھار,aɖapʰaár,,liljegren,,,liljegren-LX000087,,,,adv spatial
Phal,,aḍaphará,halfway,,,,liljegren,,,liljegren-LX000087-variant-1,liljegren-LX000087,,,adv spatial
Phal,,aḍaphaár tií,as far as halfway,اڈپھار تی,aɖapʰaár tií,,liljegren,,,liljegren-LX000088,,,,multiword-expression
Phal,,aḍaphará,halfway,اڈپھرہ,aɖapʰará,,liljegren,,,liljegren-LX000089,,,,adv spatial
Phal,,aḍapharíi,from the middle,اڈپھری,aɖapʰaríi,Morphemic form: aḍaphár-ii,liljegren,,,liljegren-LX000090,,,,adv spatial
Phal,,ahám,important,اھم,ahám,,liljegren,,Origin: Urdu (Arabic): ahamm,liljegren-LX000091,,,,adj indecl loanword loan:Arabic loan:Urdu
Phal,,-ainií,Verbal Noun suffix,,-ajnií,,liljegren,,,liljegren-LX000092,,,,suffix
biori,,-anií,Verbal Noun suffix,,,Variant restriction: Biori,liljegren,,,liljegren-LX000092-variant-1,liljegren-LX000092,,,suffix dialect:Biori
Phal,,-aiṇḍeéu,Obligative suffix,,-ajɳɖeéw,,liljegren,,,liljegren-LX000093,,,,suffix
Phal,,aǰá,"up, up there",اجہ,adʑá,,liljegren,,,liljegren-LX000094,,,,adv spatial
biori,,aǰé,"up, up there",,,Variant restriction: Biori,liljegren,,,liljegren-LX000094-variant-1,liljegren-LX000094,,,adv spatial dialect:Biori
Phal,,aǰá mooṣṭá,at the (uppermost) end,اجہ موݜٹہ,adʑá mooʂʈá,,liljegren,,,liljegren-LX000095,,,,multiword-expression
Phal,,aǰá giraá,upwards (direction),اجہ گِرا,adʑá ɡiraá,,liljegren,,,liljegren-LX000096,,,,multiword-expression
Phal,,aǰaṛáa,up/over there,اجہ ڑا,adʑaɽáa,,liljegren,,,liljegren-LX000097,,,,adv spatial
Phal,,aǰaṛó,that up (upstream) /over there (agr: dist nom masc sg),اجہ ڑوۡ,adʑaɽó,,liljegren,,,liljegren-LX000098,,,,determiner demonstrative
Phal,,aǰá aṛó,that up (upstream) /over there (agr: dist nom masc sg),,,,liljegren,,,liljegren-LX000098-variant-1,liljegren-LX000098,,,determiner demonstrative
Phal,,aǰaṛó,"that one (he, it) up/over there",اجہ ڑوۡ,adʑaɽó,,liljegren,,,liljegren-LX000099,,,,pron demonstrative
Phal,,aǰá aṛó,"that one (he, it) up/over there",,,,liljegren,,,liljegren-LX000099-variant-1,liljegren-LX000099,,,pron demonstrative
Phal,,aǰdahaá,dragon,اژدھا,adʑdahaá,"Inflection: i-decl (Obl): aǰdahaá, (Pl): aǰdaheeí",liljegren,,Origin: Urdu (Persian): aždahaa,liljegren-LX000100,,,,noun m Palula-noun-class-i loanword loan:Persian loan:Urdu
Phal,,aǰíi,"from upstream, from uphill",اجی,adʑíi,,liljegren,,,liljegren-LX000101,,,,adv spatial
