sec,n33,av′â,apple,,, [+; - T. 9051 ph′ala- ‘fruit; grain’],morgenstierne
sec,n33,v′â,apple,,, [+; - T. 9051 ph′ala- ‘fruit; grain’],morgenstierne
ktivi,n33,pâř′a,apple,,, [+; - T. 9051 ph′ala- ‘fruit; grain’],strand
Kam,n33,pâř′a,apple,,, [+; - T. 9051 ph′ala- ‘fruit; grain’],strand
Kam,n34,pâṭ′ol,vulture; lammergeier,,,,strand
sanu,n34,pâṭ′âːl,vulture; lammergeier,,,,strand
ktivi,n35,pâṣâ·′i,Pašaī,,,,strand
Kam,n35,pâṣ′âa,Pašaī,,,,strand
sanu,n35,pâːṣ′âi,Pashaī,,,,strand
usut,n36,uṣ′üt,"Pâṣki, the lowermost Vasi village",,, [?; v. Morgenstierne 1949: 192],strand
sec,n36,uṣ′üt,"Pâṣki, the lowermost Vasi village",,, [?; v. Morgenstierne 1949: 192],morgenstierne
ktivi,n37,pâr′ek,shoulder blade,,,,strand
Kam,n37,pâr′ik,shoulder blade,,,,strand
sanu,n37,pâr′ik,shoulder blade,,,,strand
Kam,n38,pât′a bu-,"remain, be left",,,,strand
ktivi,8061,"p′ovkâřu 
štum",cottonwood,,, [+],strand
Kam,8061,p′okořa_kâno,cottonwood,,, [+],strand
sanu,n39,pâd′i,dry volume measure: “bushel” (about 14 Kabuli paw in weight of grain),,,,strand
nis,n39,pâdi,volume measure (= 2 dübaka),,,,strand
Kam,n40,bâč′o,king,,,,strand
nis,n40,pâc̣â,king,,, [whence c̣?],strand
ktivi,8082,pař′e-,irrigate,,, [+],strand
Kam,8082,pâň′e-,irrigate,,, [+],strand
Kam,8047.1,p′ânṭâri,cow-name,,, [+; < IA.],strand
zumu,n41,pâṇ′a,Pâṇḍava,,,,morgenstierne
Kam,n41,"pâṇ′u 
břâźo",seven heroic mythical brothers (“seven Pâṇḍavas”),,,,strand
nis,n41,paṇâv,"Pâṇḍava, a local mountain-top diety",,,,strand
ktivi,n42,p′upu,cuff,,,,strand
Kam,n42,p′o#pa,cuff,,,,strand
Kam,n42,k′ür popa,sole (of foot),,,,strand
sanu,n42,pâp′oː,sole (of foot),,,,strand
Kam,n43,pâir′â,sentry,,,,strand
Kam,n44,pk′ü,wall brace,,,,strand
sanu,n44,pik′o,wall brace,,,,strand
Kam,8217,pć′a-,chop into small pieces; dice,,, [+],strand
sec,n45,vaz,light cloud,,, [+],morgenstierne
Kam,n45,p′ič,“skin” on milk; cream,,, [+],strand
sanu,n45,p′ić,“skin” on milk; cream,,, [+],strand
sanu,n46,pis′a˜,crop,,,,strand
nis,n46,pšu˜,grain,,,,strand
ktivi,n47,pṣk′ok,goat or sheep dung,,, [relationship to T. 8139.1 *parṣi- ‘dung’ is unclear],strand
Kam,n47,ṣki′âk,goat or sheep dung,,, [relationship to T. 8139.1 *parṣi- ‘dung’ is unclear],strand
sanu,n47,pstik′âːk,goat or sheep dung,,, [relationship to T. 8139.1 *parṣi- ‘dung’ is unclear],strand
nis,n47,pištik,goat or sheep dung,,, [relationship to T. 8139.1 *parṣi- ‘dung’ is unclear],strand
ktivi,n48,p′iṭ,"ridge, mountain spur",,, [cf. Kalaṣa-mandr piṣṭ ‘ridge’],strand
Kam,n48,p′iṭ,"ridge, mountain spur",,, [cf. Kalaṣa-mandr piṣṭ ‘ridge’],strand
nis,n48,paṭa,ridge; mountain spur,,, [cf. Kalaṣa-mandr piṣṭ ‘ridge’],strand
Kam,n49,pit′ea,kind of gun,,,,strand
nis,n49,pitei,Snyder rifle (?),,,,strand
ktivi,n50,pi′uř,gallbladder,,, [+],strand
ktivi,n50,pi′uć,gallbladder,,, [+],strand
Kam,n50,p′üt,gallbladder,,, [+],strand
nis,n50,pit,gallbladder,,, [+],strand
Kam,n51,p′iṣ,fart (silent),,,,strand
nis,n51,pis,fart (silent),,,,strand
ktivi,n55,při·′i,deflowered vagina,,, [Pok. +?],strand
Kam,n55,př′ia,vagina,,, [Pok. +?],strand
sanu,n55,piṛ′i,vagina,,, [Pok. +?],strand
sanu,n56,p′il,shallow wooden bowl,,,,strand
nis,n56,dapel,shallow wooden bowl,,,,strand
nis,n56,dâpilig,kind of wooden pot,,,,strand
sec,n57,âb′iŋgʸâ,next day; tomorrow,,, [?],morgenstierne
nis,8201,pilik,ant,,,,strand
usut,8222,pir′e:,stone wall; livestock enclosure,,,,buddruss
sec,8222,p′ira,outside wall,,,,morgenstierne
sec,8222,pira,wall (outside),,,,morgenstierne
ktivi,8227,pišd′o,"blowing snow (especially, off a mountaintop)",,," [- T. 8227 pi:ḍ′â- ‘pain; damage’; form is a modern 
compound]",strand
Kam,8227,p′iš do,"blowing snow (especially, off a mountaintop)",,," [- T. 8227 pi:ḍ′â- ‘pain; damage’; form is a modern 
compound]",strand
ktivi,n58,pâ,across (in a horizontal plane),,,,strand
Kam,n58,p′e,across (in a horizontal plane),,,,strand
sanu,n58,pâ,across (in a horizontal plane),,,,strand
nis,n58,pe,across (in a horizontal plane),,,,strand
Kam,n62,′ić püṇ,bear fat,,, [+; whence ṇ?],strand
Kam,n62,p′üṇ bu-,become very fat,,, [+; whence ṇ?],strand
sanu,n62,p′iːn,bear fat,,, [+],strand
sec,n66,peš′âši,a goddess (Nirmali),,,,morgenstierne
supu,n66,pas′âsi,a goddess (Nirmali),,,,strand
sec,n69,-ṣü-,crush,,, [?],morgenstierne
ktivi,n70,pš′e-,grind; crush into small pieces,,,,strand
Kam,n70,pš′a-,grind; crush into small pieces,,,,strand
nis,n70,piša-,grind; crush into small pieces,,,,strand
sec,n74,vyoć,pine,,,,morgenstierne
ktivi,n74,p′iaći,pine (Pinus excelsa),,,,strand
Kam,n74,p′üaći_kâno,pine (Pinus excelsa),,, [whence üa?],strand
sanu,n74,p′iːć,pine (Pinus excelsa),,,,strand
nis,n74,püć,pine (Pinus excelsa),,,,strand
zumu,n78,′uzâ,herdsman,,,,morgenstierne
sec,n78,vuz′â,herdsman,,,,morgenstierne
Kam,n78,pâć′o,caretaker; upbringer,,,,strand
sanu,n80,pašpâm′âć,goatherd,,, [also Pok. 839 pō(i)-₁ ‘graze’ > PrAr. pâ- ‘herder’],strand
nis,n80,gâ-pašpâ,cow herder,,, [also Pok. 839 pō(i)-₁ ‘graze’ > PrAr. pâ- ‘herder’],strand
nis,n80,pašpâ,herdsman,,,,strand
ktivi,n85,pč′e-,broil,,,,strand
Kam,n85,pâč′a-,broil,,,,strand
nis,n85,pača-,cook,,,,strand
Kam,n88,-puk,ripening; ripening-time,,,,strand
nis,n88,-pok,ripening; ripening-time,,,,strand
ktivi,n89,pk′e-,ripen; be cooked [grain products?],,,,strand
Kam,n89,pâk′a-,ripen; be cooked [grain products?],,,,strand
nis,n89,pukâla,rotten; crumbling,,,,strand
sanu,n90,p′oːc̣-ie,ripen; be cooked,,,,strand
sec,n93,peǰa-,cook; boil,,,,morgenstierne
sec,n96,üšum-vić′i,bat,,,,morgenstierne
usut,n98,ob′uć,side,,, [or T. 8118 ?],buddruss
sec,n98,ob′uć,side; direction,,, [or T. 8118 ?],morgenstierne
nis,n98,pâći,side,,, [or T. 8118 ?],strand
usut,n100,ust′u,breast; rib,,, [< PIE peḱt-? Cf. Latin pectus],morgenstierne
sec,n100,vust′u,breast; rib,,, [< PIE peḱt-? Cf. Latin pectus],morgenstierne
Kam,n104,přâ-,outward,,, [+],strand
nis,n104,pra-,outward,,, [+],strand
usut,n107,pâ,to; at,,, [?; or < pr′a ‘forward’ with r lost in weak position],buddruss
sec,n107,pâ,to,,, [?; or < pr′a ‘forward’ with r lost in weak position],morgenstierne
ktivi,n107,pa-,to; in; at; [direction not toward speaker],,, [?; or < pr′a ‘forward’ with r lost in weak position],strand
Kam,n107,pâ-,to; in; at; [direction not toward speaker],,, [?; or < pr′a ‘forward’ with r lost in weak position],strand
sanu,n107,pa-,to; in; at; [direction not toward speaker],,, [?; or < pr′a ‘forward’ with r lost in weak position],strand
Kam,n109,purk′uř,stepchild,,,,strand
Kam,n110,pâr′iṣ,an Afghan (Sâlârz′i) village on the east bank of the Kunar River: âsm′âr,,, [+],strand
ktivi,n113,p′uve,last year,,, [v. Hamp 1968: 135],strand
Kam,n113,p′ua,last year,,, [v. Hamp 1968: 135],strand
sanu,n113,p′au,last year,,, [v. Hamp 1968: 135],strand
nis,n113,pöv,last year,,, [v. Hamp 1968: 135],strand
sec,n118,pâr-,win,,,,morgenstierne
Kam,n118,′u pârâ-,"put up, set up; build [a house]; string [a bow]; open [an umbrella]",,, [+?],strand
sec,n121,p′ârag,leaf,,,,morgenstierne
ktivi,n121,př′or,"leaf; sheet, page; razor blade",,,,strand
Kam,n121,p′or,"leaf; sheet, page; razor blade",,,,strand
sanu,n121,p′âːr,"leaf; sheet, page; razor blade",,,,strand
nis,n123,poṭ,"leaf; sheet, page; razor blade",,,,strand
gamb,n123,p′åṭ,leaf,,, [+],morgenstierne
ktivi,n127,p′un,leek (wild),,,,strand
Kam,n127,p′on,leek (wild),,,,strand
sanu,n127,p′â˜t,leek (wild),,,,strand
nis,n127,pân,leek (wild),,,,strand
sec,n131,pâš′i,breast,,,,morgenstierne
Kam,n131,pâṣ′ü,upper rib,,,,strand
sanu,n131,pâṣ′u,upper rib,,,,strand
nis,n131,pâṣü,upper rib,,,,strand
sanu,n132,pâṣuâṭ′iː,floating rib,,,,strand
ktivi,n133,p′âṣčuṭ,floating rib,,,,strand
Kam,n133,pâšš′üṭ,floating rib,,,,strand
ktivi,n136,pâṣ′i,mountainside; slope,,," [+; - T. 8140 pâṣ′i:- ‘stone, rock’ on semantic grounds]",strand
Kam,n136,pâṣ′ü,mountainside; slope,,," [+; -T. 8140 pâṣ′i-:- ‘stone, rock’ on semantic grounds]",strand
sanu,n136,pâṣ′u,mountainside; slope,,," [+; -T. 8140 pâṣ′i-:- ‘stone, rock’ on semantic grounds]",strand
ktivi,n140,pṣi′e-,drip almost dry,,," [+; cf. `ṣpiṣ ‘drizzle’, OIA pruṣ ‘sprinkle’]",strand
Kam,n140,pṣ′ia-,drip almost dry,,," [+; cf. `ṣpiṣ ‘drizzle’, OIA pruṣ ‘sprinkle’]",strand
usut,n144,′aṣe˜,heel,,,,morgenstierne
zumu,n144,′aṣa˜,heel,,,,morgenstierne
sec,n144,v′iṣe,heel,,,,morgenstierne
sec,n144,v′iṣa,heel,,,,morgenstierne
Kam,n148,u·p′o břâźa,cholera,,, [+],strand
sec,n151,ap′a,scorpion,,,,morgenstierne
ktivi,n151,up′a,scorpion,,, [whence a?],strand
Kam,n151,u·p′a,scorpion,,, [whence a?],strand
sanu,n151,up′a,scorpion,,, [whence a?],strand
usut,n153,vaṭ,wing,,,,morgenstierne
sec,n153,viṭa,wing,,,,morgenstierne
sec,n153,v′âṭaga,letter,,,,morgenstierne
sec,n154,paṭega,feather,,,,morgenstierne
ktivi,n154,pâṭ′a,feather,,, [+],strand
Kam,n154,pâṭ′ü,feather,,, [+],strand
sanu,n154,pâṭ′u,feather,,,,strand
nis,n154,paṭä,feather; wing,,, [+],strand
ktivi,n156,pṭ′ila,man's name,,, [+],strand
ktivi,n156,pṭ′ila,foliated; shaggy; hairy; having many children,,, [+],strand
Kam,n156,pâṭl′a,foliated; shaggy; hairy; having many children,,, [+],strand
usut,n159,-pt-,go,,, [?],buddruss
sec,n159,paza-,go,,, [? cf. Kmkt.ktv p′eć ‘go on!’],morgenstierne
ktivi,n163,ubaǰ′ak,life,,,,strand
Kam,n163,up′aǰak,life,,,,strand
Kam,n163,up′aǰa-,"be reared, brought up; grow up; be started up (fight, affair, etc.)",,, [+],strand
nis,n163,upuǰe,descendant,,,,strand
nis,n163,upuǰa-,be born,,, [+],strand
sec,n164,-nǰi-,fall,,, [?],morgenstierne
usut,n167,-piti-,press; stroke,,,,buddruss
sec,n167,-pta-,go,,, [< root pad ‘fall’?],morgenstierne
ktivi,n167,p′et-,go [past only],,, [< root pad ‘fall’?],strand
Kam,n171,p′o te-,step,,, [+],strand
sec,n173,-val,-foot,,,,morgenstierne
ktivi,n173,p′u,heel,,, [+],strand
Kam,n173,p′u,step,,, [+],strand
sanu,n173,p′oː,step,,, [+],strand
Kam,n176,p′ur mos,full moon,,,,strand
Kam,n176,p′ur bu-,be full [moon],,, [+?; probably < Prs. por ‘full’],strand
ktivi,n177,par′i mus,full moon,,,,strand
nis,n178,mâs-pâr,full moon,,,,strand
sec,n181,lâ:-r-,fill right up,,, [= T. 14698],morgenstierne
sec,n181,t-ür-,fill,,, [= T. 14564; - T. 5814 *ti-pu:r-’aya-ti],morgenstierne
sec,n181,lâ:-r,satisfied,,, [= T. 14698; - T. 6890.2 *dhrâta-],morgenstierne
sec,n181,bi-r-,fill from above,,, [= T. 14698],morgenstierne
sec,n181,lâ:-r-ok-su-m,I've been filled up,,, [= T. 14698; - T. 6890.2 *dhrâta-],morgenstierne
sec,n181,â-r-,fill up,,, [= T. 14698],morgenstierne
ktivi,n185,par′e,all; full,,,,strand
Kam,n185,pâr′ea,all; full,,,,strand
nis,n186,pâra-,fill up,,,,strand
nis,n187,pari-sta,all; entire,,,,strand
ktivi,n189,pař′as,dust,,," [- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",strand
Kam,n189,pâř′asa,gray; dusty,,," [- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",strand
Kam,n189,pâř′asa duř,dust,,," [- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",strand
sec,n190,parć′a,earth; soil,,," [- T. 8019 pâ˜šu- ‘dust’; < IA.?, cf. Hindi puras ‘dust’]",morgenstierne
ktivi,n194,pal′ol,dirt,,,,strand
Kam,n194,pâl′ol,dirt,,,,strand
sanu,n194,pâl′âl,dirt,,,,strand
nis,n194,palâl,dirt,,,,strand
nis,n196,pel,skin used as covering,,, [?;  e < ?; ancient loanword from Greek πέλας ‘skin’?],strand
sec,n199,iži-p′âṭek,eyelashes,,,,morgenstierne
Kam,n203,pâl′i,gray hair,,, [+],strand
sanu,n203,pal′u,gray hair,,, [+],strand
nis,n203,pali,gray hair,,, [+],strand
sec,n207,inik,palm (of hand),,,,morgenstierne
sanu,n207,pâṇḍavar′a,palm (of hand),,,,strand
nis,n207,čapâl-pňe,palm (of hand),,,,strand
ktivi,n210,duštp′âř,palm (of hand),,," [+; for Kâmkata - T. 8045 pâṇ′i- ‘hand’, which, however, applies to Kalaṣa-alâ and Saňu-
vi:ri]",strand
Kam,n210,dâšp′âř,palm (of hand),,," [+; for Kâmkata - T. 8045 pâṇ′i- ‘hand’, which, however, applies to Kalaṣa-alâ and Saňu-
vīri]",strand
zumu,n214,vuč,five,,,,morgenstierne
sec,n214,v′uču,five,,,,morgenstierne
ktivi,n214,p′uč,five,,,,strand
Kam,n214,p′uč,five,,,,strand
sanu,n214,p′o˜ć,five,,,,strand
nis,n214,pu˜č,five,,,,strand
gamb,n214,p′o˜č,five,,, [+],morgenstierne
ktivi,n216,pč′ić,fifteen,,,,strand
Kam,n216,pâč′ić,fifteen,,,,strand
sec,n217,viš′ilć,fifteen,,,,morgenstierne
sanu,n219,pâć′aus,fifteen,,,,strand
nis,n220,pačiš,fifteen,,,,strand
gamb,n220,pâč′e˜š,fifteen,,, [+],morgenstierne
sec,n223,puć′e,earth; soil,,,,morgenstierne
nis,n225,pasalä,dust,,,,strand
Kam,8363,peṣ_vo,,,, [+?],strand
Kam,n226,př′ek,lone; single (immediately before nouns only),,, [+?],strand
nis,n226,pṛöki manaṣ,man without brothers,,, [+?],strand
nis,n226,pṛöki amâ,house standing by itself,,, [+?],strand
zumu,n230,püp′üs,lungs,,,,morgenstierne
zumu,n230,püsugu,lungs,,,,morgenstierne
sec,n230,püb′üs,lungs,,,,morgenstierne
ktivi,n230,p′is,lung,,,,strand
Kam,n230,pâp′üs,lung,,,,strand
sanu,n230,pâp′us,lung,,,,strand
nis,n230,papüs,lung,,,,strand
gamb,n230,pap′us,lungs,,, [+],morgenstierne
sanu,n232,pus′up,flower,,,,strand
usut,n233,višp′ik,flower,,,,morgenstierne
sec,n233,išp′ik,flower,,,,morgenstierne
ktivi,n236,p′iš,flower,,,,strand
Kam,n236,p′iš,flower,,,,strand
nis,n236,püš,flower,,,,strand
sec,n237,pšig′i,cat,,,,morgenstierne
nis,n237,pišâ˜,cat,,,,strand
ktivi,n238,pš′âš,cat,,,,strand
Kam,n238,pš′âš,cat,,,,strand
sanu,n238,pis′â˜s,cat,,,,strand
sec,8255.1,-pürü-,hide,,,,morgenstierne
nis,n239,-prüi-sta,like __ (with oblique),,,,strand
Kam,n239,pürük,the same age as ___,,,,strand
Kam,n239,pur sta,like (in form or behavior),,,,strand
sec,n240,vy′öinu,male calf,,,,morgenstierne
ktivi,n240,p′uřa,calf (1-2 years),,,,strand
Kam,n240,p′uň,calf (1-2 years),,,,strand
ktivi,n241,p′itr,son; son of a bř′o,,,,strand
Kam,n241,p′ütr,son; son of a bř′o,,,,strand
vagal,n241,pütr,son,,, [+],strand
ames,n241,pütr,son,,, [+],strand
nis,n241,-ütr,son of an uncle or aunt,,,,strand
gamb,n241,p′utr,son,,, [+],morgenstierne
sec,n242,uć′âṭ,comrade,,,,morgenstierne
Kam,n242,pâss′oṭ,fellow-traveller; accomplice,,,,strand
sec,n243,ps-,leave behind; lose [?],,,,morgenstierne
Kam,n244,ps′oa-,lose,,,,strand
nis,n244,püsâ-,lose,,,,strand
Kam,n245,p′üs bu-,be lost,,,,strand
sec,n246,yüṇḍ-,swell up,,, [+],morgenstierne
Kam,n246,puṇ′a-,puff up or out; get fat; swell up [animate],,, [+],strand
sanu,n246,puṇ′e-,swell up,,, [+],strand
usut,n247,oḍob-ig′i,thumb,,,,morgenstierne
sec,n247,oḍ′ub,kind of tree with fruit (“resembling a chestnut”),,,,morgenstierne
sec,n247,puṇḍik,knob (on ax),,,,morgenstierne
sec,n248,yüṇḍo-bokso,swollen (boil),,,,morgenstierne
sec,n249,p′uḍo-musuk,calf (of leg),,,,morgenstierne
ktivi,n249,puṇ′a,calf (muscle),,,,strand
ktivi,n250,puṇ′u,kidney,,,,strand
sanu,n250,piṇ′oː,calf (muscle),,,,strand
sanu,n250,puṇ′u,kidney,,,,strand
Kam,n251,püṇ′ü,calf (muscle),,,,strand
Kam,n251,püṇ′ü,kidney,,,,strand
nis,n251,püṇi,calf (muscle),,,,strand
nis,n252,punḍura,round,,,,strand
Kam,n253,puṇr′ik,bullet,,,,strand
sec,n254,puḍ′uk,bullet,,,,morgenstierne
nis,n254,punḍrok,kidney,,,,strand
Kam,n255,puṇr′aň,round,,,,strand
sec,n256,p′uṭi,red [f.],,, [?],morgenstierne
sec,n256,p′uṭu,red; rainbow,,, [?],morgenstierne
ktivi,n256,p′uḍ,red; shiny,,, [?],strand
Kam,n256,p′uṭ,red; shiny,,, [?],strand
nis,8329,püri,coal; charcoal,,,,strand
ktivi,8323,pi′u,small intestine,,, [+],strand
Kam,8323,p′ü,small intestine,,, [+],strand
ktivi,8349,pi′uř,straw; chaff,,, [+],strand
Kam,8349,p′üř,straw; chaff,,, [+],strand
sec,n257,p′učuk,clothes; dress,,,,morgenstierne
ktivi,n257,p′uč,cotton cloth,,,,strand
ktivi,n257,p′uč,woman's small white hat (pre-Islamic),,,,strand
Kam,n257,p′uč,cotton cloth,,,,strand
Kam,n257,p′uč,woman's small white hat (pre-Islamic),,,,strand
sanu,n257,p′oć,cotton cloth,,,,strand
nis,n257,poč,cotton (plant); cotton cloth (hand-loomed),,,,strand
sec,8408,p′usuk,ear of corn,,,,morgenstierne
vagal,n261,vavei,sister's husband; wife's brother; brother's wife's brother; sister's husband's brother  (male ego),,, [?],strand
ames,n261,vavei,sister's husband; wife's brother (male ego),,, [?],strand
nis,n261,vâvei,"brother-in-law (male ego; SiHu, WiBr, BrWiBr, SiHuBr)",,, [?],strand
usut,n263,s′u:tu,wife's mother,,,,strand
sec,n263,s′ut-nân,wife's mother,,,,morgenstierne
sec,n263,süt,mother-in-law,,,,morgenstierne
supu,n263,s′ut nân,wife's mother,,,,strand
zumu,n267,′ut,road,,,,morgenstierne
sec,n267,v′utu,road,,,,morgenstierne
ktivi,n267,p′ut,path; road,,,,strand
Kam,n267,p′ut,path; road,,, [= T. 14670],strand
nis,n267,pu˜t,path; road,,,,strand
sec,n271,pâl′e,servant,,,,morgenstierne
Kam,n271,pâl′a,sentry,,, [+],strand
nis,n271,pâla,field guard,,, [+],strand
ktivi,n274,pâl′i,flock (100 animals); group,,, [+],strand
Kam,n274,pâl′i,flock (100 animals); group,,, [+],strand
sanu,n274,pâl′i,flock (100 animals); group,,, [+],strand
sec,n278,vi:-,drink,,,,morgenstierne
ktivi,n278,pai′e-,drink,,,,strand
Kam,n278,p′ia-,drink,,,,strand
sanu,n278,p′iː-,drink,,,,strand
nis,n278,piia-,drink,,,,strand
Kam,n280,p′ek,drinking-cup for milk or buttermilk,,, [+],strand
ktivi,n281,pi′oz,onion,,,,strand
sec,8956,piǰg′im,guest,,,,morgenstierne
sec,8429,pârn′a,morning,,,,morgenstierne
sec,8489,pšly′u,woman's long hair,,,,morgenstierne
Kam,n282,"přâćpř′eć bu-
",be smashed into pieces; be beaten [rug or clothes] (for cleaning),,,,strand
nis,n282,praća-,shake (a washed skin) to remove water,,,,strand
sec,8587,p′urǰu,thin thread,,,,morgenstierne
Kam,n283,pili′â-,turn [livestock] loose close to town (during p′âṭli),,, [+],strand
nis,n283,pilâ-,bring goats from summer pasture,,, [+],strand
ktivi,10993,pals′e-,flash; be shiny,,, [+],strand
Kam,10993,pils′a-,flash; be shiny,,, [+],strand
Kam,n284,pilŋ′i-,turn; walk around; be used; be driven [vehicle],,,,strand
sanu,n284,pal′aŋ-ie-,turn; walk around; be used; be driven [vehicle],,,,strand
nis,n284,piliŋa-,turn over; turn around,,,,strand
Kam,8824,ps′ar âmo,spare room,,, [+],strand
usut,8757,pul-,speak; say,,, [+],buddruss
ktivi,8770,palṭi′e-,fall down [animate subject],,, [pra-ti- rather than pra-],strand
Kam,8770,pilṭ′a-,fall down [animate subject],,, [pra-ti- rather than pra-],strand
sec,n285,pâ:r′a,wounded,,,,morgenstierne
ktivi,n285,př′or,wound,,,,strand
Kam,n285,př′or,wound,,,,strand
nis,8929,praŋaŋ,son (archaic),,,,strand
