187,? Cf. Skt. <b>ambu-.</b> DED(S) 158.			 <div>  						</div>
196,? Cf. Skt. <b>ārya-</b>; Pali <b>ayya-</b>. DED(N) 163.			 <div>  						</div>
196,"? Cf. Skt. <b>ārya-</b>; Pali <b>ayya-</b>. DED(N) 163.<b><i>(b) Ta.</i> aiya</b> excl. of wonder; excl. of pity, concern; <b>aiyakō</b> excl. of pity, sorrow; <b>ai</b> wonder, astonishment; <b>aiy-eṉal</b> uttering ai expressive of wonder, of distress or mental suffering, of assent; <b>aiyaiyō</b> excl. of pity or grief; <b>aiyō</b> excl. of wonder; excl. of pity, concern; excl. of poignant grief. <b><i>Ma.</i> ayyā</b> interj. of derision; <b>ayyō, ayyayyō</b> interj. of pain, grief. <b><i>Ko.</i> aya·</b> excl. of surprise or grief; <b>aya· ava·</b> excl. of grief. <b><i>To.</i> eya·</b> excl. of surprise. <b><i>Ka.</i> ayyō, ayyayyō, ayyayyē</b> interj. expr. grief; interj. expr. astonishment; interj. expr. compassion. <b><i>Tu.</i> ayyō, ayyayyō</b> interj. of grief, annoyance, pain. <b><i>Te.</i> ayyo, ayyō, ayyayō, ayyayyō, ayayō</b> interj. denoting sorrow, lamentation, pity, pain, etc. <b><i>Kui</i> āige, āigo, āigōna, āike, āiko, āikōna</b> interj. indicating annoyance, impatience, or disgust. <i><b>Kuwi</b></i> (S.) <b>īyaliyō, īyalesa</b> alas! <b><i>Kur.</i> ayō, ayō ge</b> excl. of pain or surprise. <b><i>Malt.</i> aya, ayyi, ayyu</b> O my! (wonder, joy, woe); <b>ay(y)oke, ay(y)okaboke</b> alas! Cf. 364 Ta. <b>āy.</b> / Cf. Skt. <b>aye</b> excl. of surprise, recollection, fear (esp. used in dramas). DED 780.			 <div>  						</div>"
199,Cf. Skt. <b>lākṣā-</b> (Mbh.); <b>rākṣā-</b> (<i>lex.</i>) lac. Cf. also Skt. <b>alakta(ka)-.</b> DED 164.			 <div>  						</div>
201,"&lt; Skt. <b>rājan-</b>. A form in an unknown, but presumably SDr., language is <b>arahaṇasha, <i>gen. sg.</i></b> of <b>arahaṇa-</b> (cf. Ta. <b>aracaṉ</b>), in a 'Dravidian Prakrit' legend on a Śātavāhana coin (2nd cent. A.D.); D. C. Sircar, <i><b>Epigraphia Indica</b></i> 35.247-52 (1961). DED 167.			 <div>  						</div>"
236,"&gt; Skt. <b>alasa-</b> lazy, tired, faint. Are Skt. <b>lampaṭa-</b> desirous (Kāv., Pur.), Pkt. <b>lampaḍa-</b> covetous, from Te. <b>lampaṭa,</b> Ka. <b>lampaṭe</b> (cf. Koḍ. <b>ala-</b>)? DED(S) 200.			 "
240,"? Cf. Skt. <b>alaka-</b> lock, curl. DED(S, N) 203.			 <div>  						</div>"
241,Cf. Skt. <b>kallola-</b> wave. DED 204.			 <div>  						</div>
242,"Cf. Pkt. <b>ālisaṃdaga-, ālisaṃdaya-</b> a kind of corn; Mar. <b>aḷasudā</b> a creeper bearing a kind of bean. DED(S) 205.			 <div>  						</div>"
247,Cf. Mar. <b>araḷ</b> a flower; OMar. (Master) <b>arala</b> id. DED(S) 209.			 <div>  						</div>
253,"? Cf. Skt. <b>alga-</b> the groin (VS, MS). DED 214.			 <div>  						</div>"
263,"? Cf. Pali <b>ambaṇa-, ammaṇa-</b> a measure of capacity; Skt. <b>armaṇa-</b> a measure of one droṇa; Turner, <i>CDIAL</i>, no. 688. DED 223.			 <div>  						</div>"
273,"Cf. Pkt. <b>avvā-</b> mother, Mar. <b>avā, avāji</b> term of courtesy in addressing a Śūdra woman; Turner, <i>CDIAL</i>, no. 904. DED (S, N) 232.			 "
280,"Cf. Skt. <b>aṅkoṭa-, aṅkoṭha-, aṅkola-, aṅkolla-, aṅkolaka- <i>A. hexapetalum</i></b>; Turner, <i>CDIAL</i>, no. 113. DED(S) 238.			 <div>  						</div>"
282,"Cf. OMar. (Master) <b>āli-</b> to weep. DED(S, N) 240.			 <div>  						</div>"
300,"Cf. Mar. <b>aḷãbẽ, aḷãbhẽ</b> mushroom; Pkt. (<i>DNM</i>) <b>ālamba-</b> id.; Turner, <i>CDIAL</i>, no. 1365. DED(N) 305.			 <div>  						</div>"
327,Cf. Skt. <b>anala-.</b> DED 277.			 <div>  						</div>
333,"Cf. Skt. (Pāṇini) <b>ām</b> yes, Pali Pkt. <b>āma</b>, etc.; Turner, <i><b><xref=""cdial"">CDIAL</xref=""cdial""></b></i>, no. 1235; Parpola 1977-78, pp. 251-2. DED(S) 282.			 <div>  						</div>"
346,"Cf. Skt. <b>āṭarū˘ṣa-, aṭarū˘ṣa-, aṭarūṣaka- <i>J. adhatoda</i></b>; Turner, <i><b><xref=""cdial"">CDIAL</xref=""cdial""></b></i>, no. 176. DED 289.			 <div>  						</div>"
349,Cf. Skt. <b>āṭi-. āti- <i>T. ginginianus</i></b> (to be separated from <b>āti-</b> an aquatic bird). DED 291.			 <div>  						</div>
349,"Cf. Skt. <b>āṭi-. āti- <i>T. ginginianus</i></b> (to be separated from <b>āti-</b> an aquatic bird). DED 291.<b>(<i>b</i>) <i>Konḍa</i></b> (BB 1972) <b>lēṛ</b> hawk. <b><i>Pe.</i> lēṛ, ṛēl</b> kite. Kuwi (Su.) <b>lēṛu</b>, (F.) <b>leṛū (<i>pl.</i> lēṛka)</b> hawk; (S.) <b>lēḍu</b> kite. (? <b>āḍēlu</b> &gt; <b>ṛēl</b> &gt; <b>lēṛ.</b>)			 <div>  						</div>"
360,"Cf. Skt. <b>āmaṇḍa(ka)-, amaṇḍa-, maṇḍa-</b>; Turner, <i><b><xref=""cdial"">CDIAL</xref=""cdial""></b></i>, no. 1240. DED(S) 302.			</b><b> <div>  						</div></b>"
364,"Cf. Pkt. <b>ijjā-</b> mother. Cf. <b>Ass. āī</b> mother, Beng. <b>āi</b> mother's mother or aunt, Or. <b>āī</b> id., Si. <b>āī</b> mother, aunt, Guj. <b>āī</b> mother, grandmother, <b>Mar. āī</b> mother; Turner, <i><b><xref=""cdial"">CDIAL</xref=""cdial""></b></i>, no. 997. DED(S) 308.			 <div>  						</div>"
367,"Cf. Mar. <b>ārṇẽ</b> to utter its cry, crow (like cock) (Turner, <i><b><xref=""cdial"">CDIAL</xref=""cdial""></b></i>, no. 1310). ? &gt; Skt. <b>raṭ-</b> to howl, roar, yell, etc. (ibid., no. 10590). DED(S) 312.			 <div>  						</div>"
372,"Cf. Skt. <b>ālu-, āluka-</b> ebony; <b>kāñcanāra-, kāñcanāla-, kudāra-, kudāla-, kuddā̆la-, kovidāra-, kāntāra-</b> mountain ebony.			 <div>  						</div>"
372,"Cf. Skt. <b>ālu-, āluka-</b> ebony; <b>kāñcanāra-, kāñcanāla-, kudāra-, kudāla-, kuddā̆la-, kovidāra-, kāntāra-</b> mountain ebony.<b><i>(b) Ta.</i> ātti</b> common mountain ebony, <i><b>B. racemosa</b></i>; holy mountain ebony, <b><i>B. tomentosa</i>; kāṭṭ-ātti</b> mountain ebony; <b>ā</b> ebony. <b><i>Ma.</i> kāṭṭatti, atti <i>B. tomentosa</i></b> (Winslow), <i><b>B. parviflora</b></i> (Bailey). <b><i>Ka.</i> kāḍatti <i>B. tomentosa</i></b> L. <b><i>Tu.</i> kāṭarti <i>B. tomentosa.</i></b> DED(S) 315.			 <div>  						</div>"
386,"Cf. Skt. <b>ālita-</b> = <b>śabdita-</b> (R. Schmidt, <i><b>Nachträge</b></i>). DED 328.			 <div>  						</div>"
390,? &lt; Skt. <b>cāpa-;</b> Pkt. <b>cāva-</b> bow. DED 331.			 <div>  						</div>
397,"? Cf. Skt. <b>āḍhaka-</b> (Turner, <i>CDIAL</i>, no. 1106). DED 339.			 <div>  						</div>"
400,"Cf. Skt. <b>ālī̆-</b> a woman's female friend (this is borrowed back as Ma. <b>āḷi</b>, Ka. <b>āli, āḷi</b>, Te. <b>āli, āḷi</b> id.). DED(S) 342(<i><b>b</b></i>), DEDS 47.			 <div>  						</div>"
429,"Cf. <b>Pali siṅgī̆-, siṅgivera-</b>; Skt. <b>śṛṅgavera-.</b> (Turner, <i>CDIAL</i>, no. 12588); for <b>-vera-</b>, see 5535 <b>*vēr-</b> root. DED 363.			 <div>  						</div>"
446,"Cf. Nahali <b>dhava</b> far, distant. DED(S) 379, DED(S) 2540.			 "
450,Cf. Sgh. <b>eňḍēra</b> herdsmen. DED(S) 382.			 <div>  						</div>
455,"Cf. Skt. <b>iṇḍarī-, iṇḍalī-</b> a kind of cake (<i><b>lex</b></i>). DED(S) 385.			 <div>  						</div>"
474,"Cf. Nahali <b>irar</b> two (masc); <b>ir</b> (<i>fem., neut.</i>). DED(S) 401.			 <div>  						</div>"
488,"Cf. Skt. <b>hrīvera-, hrīvela(ka)-, hirivera-</b> a kind of <i><b>Andropogon</b></i> (acc. to some, <i><b>Pavonia odorata</b></i>); Parpola 1977-78, pp. 252-4. DED 413.			 <div>  						</div>"
489,"Cf. Skt. <b>rambh-, ramb-</b> to sound; <b>rambhā-</b> sounding, roaring, lowing; Turner, <i>CDIAL</i>, no. 10634. DED(S, N) 414, DED(N) 4237.			 "
513,"Cf. Pkt. <b>līva-</b> child, boy. DED(S, N) 436, and from DED(S) 248.			 "
550,"? &lt; Skt. <b>siṃhala-</b>, Pkt. <b>sīhala-.</b> DED 469.			 <div>  						</div>"
552,Cf. Mar. <b>īḍ <i>Citrus aurantium</i></b>. DEDS 69.			 <div>  						</div>
564,? Cf. Skt. <b>ukhá- <i>neut.</i></b> a particular part of the upper leg (RV +). DED(S) 481.			 <div>  						</div>
568,"Cf. Pkt. (<i>DNM</i>) <b>ukkola-</b> heat, sultriness. DED(S) 486.			 <div>  						</div>"
569,"<b>Te. ukkisa</b> possibly &lt; Skt. <b>ut-kāsate</b>, Pali <b>ukkāsati</b> coughs; Turner, <i>CDIAL</i>, no. 1722. DED 487.			 <div>  						</div>"
570,Cf. Pkt. (<i>DNM</i>) <b>ukkā- = kūpatulā-.</b> DED(S) 488.			 <div>  						</div>
583,"Cf. Pkt. <b>usuyāla-</b> mortar (see Turner, <i>CDIAL</i>, no. 2360). DED(S, N) 498.			 <div>  						</div>"
589,Cf. Skt. <b>huḍukka-</b> a kind of rattle or small drum; <b>huḍukkā-</b> a kind of drum. DED 505.			 <div>  						</div>
593,Cf. OMar. (Master) <b>oḍēra</b> owner. DED(N) 510.			 
602,Cf. Skt. <b>ulupin-</b> id. From DED 597.			 <div>  						</div>
620,"Cf. Mar. <b>utoti</b> date. DED(S, N) 530.			 <div>  						</div>"
643,"Cf. Skt. <b>huṃ, hūṃ</b> and MIA and NIA derivatives, espressive of attention and assent, Turner, <i>CDIAL</i>, nos. 14132, 14133; e.g. Līlāśuka Bilvamaṅgala's <i><b>Kṛṣṇakarṇāmṛta</b></i> II.72, in Frances Wilson, <i><b>The Love of Krishna</b></i> (University of Pennsylvania Press, 1975), pp. 166-7; Parpola 1977-78, pp. 246-50. DED 552.			 <div>  						</div>"
657,? &lt; Skt. <b>rūpa-.</b> DED(S) 566.			 
664,"Cf. Skt. <b>uṇḍeraka-</b> ball of flour, roll, loaf; Pkt. <b>uṇḍeraya-</b> id.; <b>uṇḍī-</b> lump; Mar. <b>ūḍā</b> lump of kneaded dough, etc. (Turner, <i>CDIAL</i>, no. 1699). DED(S, N) 571.			 <div>  						</div>"
665,"? Cf. Skt. <b>uñch-</b> to glean [i.e. scrape up gleanings], <b>proñch- (pra + uñch-)</b> to rub, wipe, wipe out, efface (Turner, <i>CDIAL</i>, nos. 1680, 9011); OMar. (Master) <b>orakalu, vorakala</b> touchstone. DED(S) 572.			 "
666,"Cf. Pali <b>ubbilla-</b> elation, elated state of mind; <b>ubbilāvita-</b> happy, elated, buoyant; BHS <b>udbilya-,</b> <b>udvilya-, audbilya-, audvilya-</b> joy, pleasurable excitement. Cf. Turner, <i>CDIAL</i>, nos. 2338, 2339; ? borrowing or convergence. DED(S) 573.			 "
672,"? Cf. Skt. <b>ulūkhala-</b> mortar; Turner, <i>CDIAL</i>, no. 2360. DED(N) 580.			 <div>  						</div>"
683,"? Cf. Skt. <b>huḍukka-</b> the bar or bolt of a door (<i><b>lex.</b></i>), H. <b>huṛuk, huṛkā</b> (Kur. <b>huṛuk</b> wooden bar or bolt of a door &lt; NIA). DED(N) 544, DEDS 85.			 "
690,"Cf. Pkt. (<i>DNM</i>) <b>uḍida-</b>; H. <b>uṛad, urad, urd</b>, Mar. <b>uḍīd</b>; Turner, <i>CDIAL</i>, no. 1693. DED 594.			 <div>  						</div>"
705,"Cf. Skt. <b>ūlī-</b> id. (Schmidt, <i>Nachträge</i>), Or. <b>uli</b> id. DED(S) 605.			 <div>  						</div>"
708,Cf. Mar. <b>utav</b> a sort of arched framework hung from the roof. DED(S) 607.			 
718,Cf. Apabhraṃśa <b>(<i>Mahāpūrāṇa</i>) orāl-</b> to roar. DED(S) 616.			 
752,Cf. Pkt. (<i>DNM</i>) <b>ūra-</b> village. DED(S) 643.			 <div>  						</div>
758,"Cf. OMar. (Master, p. 28, § 55) <b>uḷiga</b> service. DED(S) 646.			 <div>  						</div>"
769,? &lt; Skt. <b>eka-.</b> DED 656.			 <div>  						</div>
780,"Cf. Sgh. <b>iňdul</b> broken, desecrated food, anything defiled by contact with the mouth (Turner, <i>CDIAL</i>, no. 1850). DED(S, N) 666.			 <div>  						</div>"
812,"Cf. Skt. <b>rāgā-, rāgī-</b> id. (<i><b>lex.</b></i>). DED 695.			 <div>  						</div>"
814,Cf. Skt. <b>arka- <i>C. gigantea.</i></b> DED 697.			</b><b> <div>  						</div></b>
829,? Cf. Pkt. (<i>DNM</i>) <b>alla-</b> day. DED(S) 707.			 <div>  						</div>
839,"Cf. Skt. <b>eḍū˘ka-</b>, BHS <b>eluka-</b> monument containing the ashes or bones of a dead person. DED(S) 714.			 <div>  						</div>"
903,"Cf. Skt. <b>heraka-</b> spy, Pkt. <b>her-</b> to look at or for, and many NIA verbs; Turner, <i>CDIAL</i>, no. 14165. DED(S) 765.			 <div>  						</div>"
907,"Cf. Skt. <b>elā-</b>; Turner, <i>CDIAL</i>, no. 2522. DED 768.			 <div>  						</div>"
925,"Cf. Pkt. <b>okkia-</b> a dwelling, residence. DED 782.			 "
927,? Cf. Pkt. <b>ukkhaṇ-</b> to thresh. DED(S) 784.			 <div>  						</div>
959,"Cf. Pkt. (<i>DNM</i>) <b>huḍḍā̆-</b> a wager; <b>hoḍḍa-</b> id.; Turner, <i>CDIAL</i>, no. 14175. DED(S, N) 808.			 <div>  						</div>"
962,"Cf. Pali <b>oḍḍeti</b> to throw out (a net), lay (snare). DED(S) 811.			 "
1029,"Cf. Mar. <b>okṇẽ</b> to vomit; Turner, <i>CDIAL</i>, no. 2538, <b>*ōkk</b>-. DED(S) 866.			 <div>  						</div>"
1030,"Cf. OMar. (Master) <b>ogara, vogara</b> rice, food. DED(S) 867.			 <div>  						</div>"
1039,"Cf. Skt. <b>hoḍa-</b> boat, raft; Turner, <i>CDIAL</i>, no. 14174. The IA words are probably &lt; Dr.; Parpola 1977-78, pp. 243 ff. DED(N) 876.			 <div>  						</div>"
1054,"Cf. Mar. <b>ō̃vā <i>L. ajwaen</i></b>; bishop's weed, or the seed of it, <i><b>S. ammi. [C. copticum</b></i> Benth. = <i><b>L. ajawain</b></i> Fleming = <i><b>L. ajouan</b></i> Roxb. = <i><b>P. ajowan</b></i> DC. = <i><b>S. ammi</b></i> Jacq.] DED 890.			 <div>  						</div>"
1076,Cf. Skt. <b>(<i>lex.</i>) karkaśa-</b> sword. DED 907.			 <div>  						</div>
1078,"Cf. Skt. (<i><b>Śabdaratnākara</b></i> 1624) <b>karkara-</b> a gallinaceous bird, Pali <b>kakkara-</b> jungle cock. DED 908.			 <div>  						</div>"
1088,"Cf. Turner, <i>CDIAL</i>, no. 2615, Skt. <b>kaccara-</b> dirty, foul; wicked, etc.; no. 2980, Pali <b>kasaṭa-</b> nasty.			 <div>  						</div>"
1088,"Cf. Turner, <i>CDIAL</i>, no. 2615, Skt. <b>kaccara-</b> dirty, foul; wicked, etc.; no. 2980, Pali <b>kasaṭa-</b> nasty.<b><i>(b) Ko.</i> kacp- (kacpy-)</b> to be exposed to pollution (funeral, disease), have forbidden sexual intercourse; <b>kacpl</b> pollution caused by having sexual intercourse on day of godceremony. <b><i>To.</i> kasp- (kaspy-)</b> to break rules of the sacred dairies; <b>kaspïl</b> transgression of dairy rules. DED(S, N) 916.			 <div>  						</div>"
1091,"Cf. Pkt. <b>kasavva-</b> wet, damp. DED(S) 918.			 <div>  						</div>"
1096,"? &lt; IA; Turner, <i>CDIAL</i>, no. 2866. DEDS 138.			 <div>  						</div>"
1098,? &lt; Skt. <b>kañcuka-.</b> DED 921.			 <div>  						</div>
1104,"Cf. Turner, <i>CDIAL</i>, no. 2621, <b>kacchū-</b>; no. 3827, <b>kharjū˘-</b>, Pkt. <b>khajjū-</b>; no. 3854, <b>khasa-</b>, Pkt. (Ardhamāgadhī) <b>kasara-, khasara-, H. khasrā</b> (whence Kur. <b>khasrā</b>). DED(S) 925.			 <div>  						</div>"
1106,Cf. Pkt. (<i>DNM</i>) <b>gajja-</b> id. DED(S) 926.			 <div>  						</div>
1107,"Cf. Turner, <i>CDIAL</i>, no. 3016, Skt. <b>kāñjī̆ka-, kāñjī-, kāñcika-</b> water of boiled rice in a state of spontaneous fermentation. DED(S) 927.			 "
1109,"Cf. OMar. (Master) <b>kaḍe, kaḍa</b> edge, side. DED(S, N) 929.			 <div>  						</div>"
1110,"MBE 1969, p. 288, no. 1, for areal etymology, with reference to Turner, <i>CDIAL</i>, no. 3972, <b>*gaḍagaḍa-</b>, no. 4419 <b>*ghaḍaghaḍa-</b>; also cf. Apabhraṃśa <b>(<i>Mahāpurāṇa</i>) kaḍayaḍ-</b> to crush, crack, crackle, and <b>kaḍatti</b> imit. of crackling. DED 930(<i><b>a</b></i>).			 <div>  						</div>"
1110,"MBE 1969, p. 288, no. 1, for areal etymology, with reference to Turner, <i>CDIAL</i>, no. 3972, <b>*gaḍagaḍa-</b>, no. 4419 <b>*ghaḍaghaḍa-</b>; also cf. Apabhraṃśa <b>(<i>Mahāpurāṇa</i>) kaḍayaḍ-</b> to crush, crack, crackle, and <b>kaḍatti</b> imit. of crackling. DED 930(<i><b>a</b></i>).<b><i>(b) Ka.</i> kaṭakaṭa kaḍi, kaṭṭane kaḍi</b> to grind one's teeth (also <b>kaṭṭakaṭṭa kaḍi</b>); to produce the sound <b>kaṭakaṭa</b> in chewing a hard or crisp substance; <b>kaṭakaṭennu</b> to crackle; <b>kaṭakane</b> with the sound of kaṭa, produced when one bites a hard or crisp substance; <b>kaṭaku, kaṭuku, kaṭikaṭi</b> crispness (of bread and other eatables). <b><i>Tu.</i> kaṭůkuṭů</b> noise produced in biting or chewing any hard substance. <b><i>Te.</i> kaṭukku</b> sound produced in biting or in cutting with nippers; (B.) <b>kaṭakaṭa</b> a crackling noise, as in chewing, etc. /MBE 1969, pp. 288-9, no. 2, for areal etymology, with reference to Turner, <i>CDIAL</i>, no. 2632, <b>kaṭakaṭāpayati</b> gnashes the teeth, H. <b>kaṭkaṭī</b> grinding the teeth; also no. 3771 H. <b>khaṛkhaṛānā</b> to grind the teeth. DED(N) 930(<i><b>b</b></i>).			 "
1117,"Cf. Skt. <b>kaṇabha-</b> a kind of fly with a sting; cf. Skt. <b>gandhālī-, gandholī-</b> wasp, Pkt. (<i>DNM</i>) <b>gandhellī-</b> bee, Mar. <b>gã̄ndhīl (māśī)</b> gadfly or other fly of which the bite occasions a bump. DED(S, N) 938.			 <div>  						</div>"
1123,"Cf. Turner, <i>CDIAL</i>, no. 2645 <b>*kaṭṭa-</b> (also Skt. [<i>lex.</i>] <b>kaṭāha-</b> a young female buffalo whose horns are just appearing), and no. 2658 <b>*kaḍḍa-</b>. DED(S) 943.			 <div>  						</div>"
1132,Cf. Pkt. (<i>DNM</i>) <b>karaḍa-</b> id. DED (S) 1059(<i>b</i>).			 <div>  						</div>
1135,"Cf. Turner, <i>CDIAL</i>, no. 2641, Skt. <b>kaṭu-, kaṭuka-</b> pungent (taste or smell), sharp, fierce, impetuous. DED(S, N) 952.			 "
1139,Cf. Mar. <b>kaḍbū</b> a cake stuffed and rolled up. DED(S) 955.			 <div>  						</div>
1145,"Cf. Turner, <i>CDIAL</i>, no. 3781, <b>kháṭvā-</b> cot; no. 3785, <b>khaṭṭi-</b> bier (<i>lex.</i>); also <b>kaṭāha-</b> cot (<i>lex.</i>). From IA: Pa. <b>kaṭeya</b> cot (&lt; Halbi); <b><i>Kui</i> kaṭe</b> id.; <b><i>Kur.</i> khaṭī</b> bedstead, bed; <b><i>Malt.</i> kaṭe, káṭi</b> id. DED(S) 960.			 <div>  						</div>"
1147,"Cf. (with Ka. Te. <b>gaṭṭu</b>, etc.) Turner <i>CDIAL</i>, no. 4414, Skt. <b>ghaṭṭa-</b> quay, landing-place, bathing place. DED(S, N) 961.			 <div>  						</div>"
1148,"Cf. Turner, <i>CDIAL</i>, no. 2650, <b>kaṭhina-</b> hard, firm, stiff; no. 2651, <b>kaṭhara-, kaṭhura-, káṭhora-</b> hard; no. 2657, <b>kaḍḍ-</b> to be hard, severe (<i>DhP.</i>). DED(S, N) 962.			 "
1150,"Cf. Mar. <b>kaṭ</b> decoction of pulse. DED(S, N) 964.			 <div>  						</div>"
1151,"Cf. Turner, <i>CDIAL</i>, no. 4112 <b>*gāṭṭa-, *gāṇṭa-</b> short, stunted (Burrow 1967, p. 41); cf. also Skt. (<i>Paramānandīyanāmamālā</i> 4.116) <b>khaṭṭana-</b> dwarf. DED(S, N) 965.			 <div>  						</div>"
1152,Cf. Skt. <b>(<i>lex.</i>) kaṭa-</b> corpse. DED 966.			 <div>  						</div>
1156,Cf. Pkt. (<i>DNM</i>) <b>khaḍḍa-</b> = śmaśru-. DED(S) 970.			 <div>  						</div>
1158,"Cf. Turner, <i>CDIAL</i>, no. 2630, <b>kaṭa-</b>; no. 3769 <b>khaṭa-, khaḍa-</b>; no. 3917 <b>kheṭa-</b>, all 'grass' and lexical. DED(S, N) 972.			 <div>  						</div>"
1162,"MBE 1969, p. 289, no. 3, for areal etymology, with reference to Turner, <i>CDIAL</i>, no. 3791, <b>khaṇakhaṇāyate</b>, and no. 4425, <b>*ghanaghana-</b> (or <b>*ghaṇaghaṇa-</b>). DEDS (N) 148.			 <div>  						</div>"
1164,"Cf. Turner, <i>CDIAL</i>, no. 2800, Skt. <b>karavīra-</b>, Pkt. <b>kaṇavīra-</b>; Skt. <b>karṇikāra-</b>, Pkt. <b>kaṇṇiāra-, kaṇṇēra-</b>; but Te. <b>gannēru</b>, etc. are probably &lt; IA. DED(S) 977.			 <div>  						</div>"
1166,"Cf. Skt., Pali <b>kaṇaya-</b> a kind of spear or lance. DED(S, N) 979.			 <div>  						</div>"
1167,Cf. Skt. <b>kaṇā-</b> id. DED 980.			 <div>  						</div>
1171,Cf. Sgh. <b>kaḍol</b> mangrove. DED(S) 984.			 <div>  						</div>
1173,"Cf. Skt. <b>(<i>lex.</i>) gaṇḍa-, gaṇḍīra-</b> hero. DED(S) 986.			 <div>  						</div>"
1174,Cf. Mar. <b>kaṇṭhāḷī</b> a bag having opening in the middle. DED 987.			 <div>  						</div>
1175,"Probably &lt; Skt. <b>khaṇḍa-</b> (Turner, <i>CDIAL</i>, no. 3792) with development of meaning: piece &gt; piece of flesh &gt; flesh. DED(S) 988.			 <div>  						</div>"
1180,"Cf. Or. <b>khaṇḍuā</b> shawl, etc. (Turner, <i>CDIAL</i>, no. 3801); Krishnamurti, <i>Language</i> 39.563 (Dr. &lt; IA). DED(S, N) 991.			 <div>  						</div>"
1192,Cf. Halbi <b>gadeya</b> granary. DEDS 152.			 <div>  						</div>
1198,"? Cf. Skt. <b>kadamba(ka)-</b> multitude, troop. DED(S) 1006.			 <div>  						</div>"
1213,Cf. Or. <b>kāndula</b> id. DED(S) 1019.			 <div>  						</div>
1218,"Cf. Apabhraṃśa <b>(<i>Mahāpurāṇa</i>) kappa-</b> tribute, tax, ransom. DED 1021.			 <div>  						</div>"
1221,"Cf. Turner, <i>CDIAL</i>, no. 2957, <b>kávaca-</b> armour, and no. 3816, <b>*khappa-</b> cover (Burrow 1967, p. 41). DED (S, N) 1024.			 "
