Toda,dbia3,okira'm,okira'm treachery.,,,,"dbia[p. 9, no. 3]",,,dbia-3-Toda-5,,,,loanword
Kannada,dbia3,akrama,"akrama confusion, injustice.",,,,"dbia[p. 9, no. 3]",,,dbia-3-Kannada-6,,,,loanword
Tulu,dbia3,akrama,"akrama irregularity, confusion.",,,,"dbia[p. 9, no. 3]",,,dbia-3-Tulu-7,,,,loanword
Telugu,dbia3,akramamu,"akramamu irregularity, misconduct, injustice, impropriety.",,,,"dbia[p. 9, no. 3]",,,dbia-3-Telugu-8,,,,loanword
Tam,dbia4,akkam,akkam price of grain.,,,,"dbia[p. 9, no. 4]",,,dbia-4-Tam-1,,,,loanword
Kota,dbia4,agm,agm rate at which measures of grain are sold for the rupee.,,,,"dbia[p. 9, no. 4]",,,dbia-4-Kota-2,,,,loanword
Kannada,dbia4,agga,"agga, hagga price, cheapness, cheap.",,,,"dbia[p. 9, no. 4]",,,dbia-4-Kannada-3,,,,loanword
Tulu,dbia4,agga,"agga cheapness; aggalāsy, aggysy cheap.",,,,"dbia[p. 9, no. 4]",,,dbia-4-Tulu-4,,,,loanword
Telugu,dbia4,agguva,agguva cheapness; (K) agguvu price.,,,,"dbia[p. 9, no. 4]",,,dbia-4-Telugu-5,,,,loanword
Tam,dbia5,akki,"akki fire, heat.",,,,"dbia[p. 9, no. 5]",,,dbia-5-Tam-1,,,,loanword
Mal,dbia5,akki,akki fire.,,,,"dbia[p. 9, no. 5]",,,dbia-5-Mal-2,,,,loanword
Toda,dbia5,ox-,"ox- (oxy-) to burn to ashes (intr.; wood, house, corpse).",,,,"dbia[p. 9, no. 5]",,,dbia-5-Toda-3,,,,loanword
Kannada,dbia5,ag,"ag(g)i, haggi fire.",,,,"dbia[p. 9, no. 5]",,,dbia-5-Kannada-4,,,,loanword
Kodagu,dbia5,agg-,agg- (aggi-) (fire) consumes everything and becomes bed of coals.,,,,"dbia[p. 9, no. 5]",,,dbia-5-Kodagu-5,,,,loanword
Tulu,dbia5,aggi,aggi fire.,,,,"dbia[p. 9, no. 5]",,,dbia-5-Tulu-6,,,,loanword
Telugu,dbia5,aggi,aggi id.,,,,"dbia[p. 9, no. 5]",,,dbia-5-Telugu-7,,,,loanword
Tam,dbia6,acațțai,"acațțai contempt, disdain, inattention, indifference; acattālam filthiness, disorder, muddle.",,,,"dbia[p. 10, no. 6]",,,dbia-6-Tam-1,,,,loanword
Mal,dbia6,aśraddha,aśraddha neglect.,,,,"dbia[p. 10, no. 6]",,,dbia-6-Mal-2,,,,loanword
Kannada,dbia6,asadde,"asadde dislike, disdain, scorn; asadļāla contemptibleness, unlawful action, ugliness.",,,,"dbia[p. 10, no. 6]",,,dbia-6-Kannada-3,,,,loanword
Tulu,dbia6,asadde,"asadde disdain, contempt, negligence.",,,,"dbia[p. 10, no. 6]",,,dbia-6-Tulu-4,,,,loanword
Telugu,dbia6,asadda,"asadda neglect, inattention, (B also) disdain, contempt; aśraddha neglect, inattention, carelessness.",,,,"dbia[p. 10, no. 6]",,,dbia-6-Telugu-5,,,,loanword
Tam,dbia7,accu,"accu axle, axle-bolt.",,,,"dbia[p. 10, no. 7]",,,dbia-7-Tam-1,,,,loanword
Mal,dbia7,accu,"accu, accittați axle-tree.",,,,"dbia[p. 10, no. 7]",,,dbia-7-Mal-2,,,,loanword
Kannada,dbia7,axle,axle.,,,,"dbia[p. 10, no. 7]",,,dbia-7-Kannada-3,,,,loanword
Tulu,dbia7,accida,accida mara axle-tree; add-acci axle.,,,,"dbia[p. 10, no. 7]",,,dbia-7-Tulu-4,,,,loanword
Kolami,dbia7,äskud,(SR) äskud id.,,,,"dbia[p. 10, no. 7]",,,dbia-7-Kolami-5,,,,loanword
Naikri,dbia7,āk,"āk, āckurid.",,,,"dbia[p. 10, no. 7]",,,dbia-7-Naikri-6,,,,loanword
Parji,dbia7,ackurid,ackurid.,,,,"dbia[p. 10, no. 7]",,,dbia-7-Parji-7,,,,loanword
Tam,dbia8,aticayam,"aticayam excellence, pre-eminence; astonishment, wonder; aticayi (-pp-, -tt-) to wonder, be surprised.",,,,"dbia[p. 10, no. 8]",,,dbia-8-Tam-1,,,,loanword
Mal,dbia8,atiśayam,"atiśayam pre-eminence, uncommon; marvel, wonder; atiśayikka to excel; to wonder, be surprised.",,,,"dbia[p. 10, no. 8]",,,dbia-8-Mal-2,,,,loanword
Kota,dbia8,adycm,"adycm (obl. adyct-) wonder, a wonder.",,,,"dbia[p. 10, no. 8]",,,dbia-8-Kota-3,,,,loanword
Kannada,dbia8,atiśaya,"atiśaya pre-eminence; wonder, surprise; pre-eminent; wonderful; atiśayam-badu to wonder, be surprised; atiśayisu to become, or make, great; to wonder. Koờ. adi a wonder.",,,,"dbia[p. 10, no. 8]",,,dbia-8-Kannada-4,,,,loanword
Tulu,dbia8,atiśaya,"atiśaya pre-eminence; wonder, marvel.",,,,"dbia[p. 10, no. 8]",,,dbia-8-Tulu-5,,,,loanword
Telugu,dbia8,atiśayamu,"atiśayamu pre-eminence; marvellous, excessive, wonderful; atiśayincu, atiśayillu to increase, surpass.",,,,"dbia[p. 10, no. 8]",,,dbia-8-Telugu-6,,,,loanword
Tam,dbia9,atiţtam,"atiţtam that which is unseen; merit or sin accruing from actions; luck, fortune; atirustam that which is not seen; luck, good luck.",,,,"dbia[p. 10, no. 9]",,,dbia-9-Tam-1,,,,loanword
Mal,dbia9,adſştam,"adſştam fortune, luck; (coll.) atiștam ill-luck, influence of the evil eye.",,,,"dbia[p. 10, no. 9]",,,dbia-9-Mal-2,,,,loanword
Kota,dbia9,adişțm,adişțm (obl. adiștt-) good fortune.,,,,"dbia[p. 10, no. 9]",,,dbia-9-Kota-3,,,,loanword
Kannada,dbia9,adrsta,"adrsta destiny; luck, good luck.",,,,"dbia[p. 10, no. 9]",,,dbia-9-Kannada-4,,,,loanword
Tulu,dbia9,adrșța,"adrșța fortune, fate.",,,,"dbia[p. 10, no. 9]",,,dbia-9-Tulu-5,,,,loanword
Telugu,dbia9,adrșțamu,"adrșțamu fortune, luck; adſșțavantūņu, adṛṣṭaśāli a fortunate man.",,,,"dbia[p. 10, no. 9]",,,dbia-9-Telugu-6,,,,loanword
Tam,dbia10,atti,atti long pepper.,,,,"dbia[p. 10, no. 10]",,,dbia-10-Tam-1,,,,loanword
Mal,dbia10,atti,atti elephant pepper. /? <,,,,"dbia[p. 10, no. 10]",,,dbia-10-Mal-2,,,,loanword
Tam,dbia11,attuvānam,"attuvānam ruins, desert, desolate place.",,,,"dbia[p. 10, no. 11]",,,dbia-11-Tam-1,,,,loanword
Mal,dbia11,addhvānam,"addhvānam great exertion, fatigue; addhvāni diligent; addhvānikka to labor, work hard, exert oneself.",,,,"dbia[p. 10, no. 11]",,,dbia-11-Mal-2,,,,loanword
Kannada,dbia11,adhvāna,"adhvāna wilderness, forest, desert; misfortune; dearness, excess of price; (coll., L. V.R. 1934.255) immethodical, weak, bad, spoiled, useless.",,,,"dbia[p. 10, no. 11]",,,dbia-11-Kannada-3,,,,loanword
Tulu,dbia11,adhvana,"adhvana, advåna labor, immethodical effort; tired, weak, wrong, spoiled; addana weakness, sickness, affliction.",,,,"dbia[p. 10, no. 11]",,,dbia-11-Tulu-4,,,,loanword
Telugu,dbia11,adhvānamu,"adhvānamu desolation, waste, ruin; adhvānapu desolate, waste, spoiled, bad, (B also) perplexing; adhvānamu cēyu to ruin, lay waste, spoil.",,,,"dbia[p. 10, no. 11]",,,dbia-11-Telugu-5,,,,loanword
Tam,dbia12,antastu,"antastu rank, condition; story of a building.",,,,"dbia[p. 11, no. 12]",,,dbia-12-Tam-1,,,,loanword
Kannada,dbia12,antastu,"antastu being between; being one above another, tier, story of a building; degree of dignity, rank.",,,,"dbia[p. 11, no. 12]",,,dbia-12-Kannada-2,,,,loanword
Tulu,dbia12,antasty,antasty upper story or room; a secret.,,,,"dbia[p. 11, no. 12]",,,dbia-12-Tulu-3,,,,loanword
Telugu,dbia12,antastu,"antastu story of a house; arrangement of one above another; dignity, prestige.",,,,"dbia[p. 11, no. 12]",,,dbia-12-Telugu-4,,,,loanword
Tam,dbia13,anti,"anti twilight, morning and evening prayers.",,,,"dbia[p. 11, no. 13]",,,dbia-13-Tam-1,,,,loanword
Mal,dbia13,anti,anti ing.,,,,"dbia[p. 11, no. 13]",,,dbia-13-Mal-2,,,,loanword
Kota,dbia13,ande:l,"ande:l time after sunset until about 9 P. M.; ande:l poſt afternoon from about 4 to 6 P. M.; inde:l this last night, yesterday night; this coming evening. Koạ. andi evening just after dark; andi-kotti evening star in west.",,,,"dbia[p. 11, no. 13]",,,dbia-13-Kota-3,,,,loanword
Tam,dbia14,appatſam,"appatſam unmixed, pure.",,,,"dbia[p. 11, no. 14]",,,dbia-14-Tam-1,,,,loanword
Kannada,dbia14,appața,appața id.,,,,"dbia[p. 11, no. 14]",,,dbia-14-Kannada-2,,,,loanword
Telugu,dbia14,appațamu,"appațamu id., unadulterated.",,,,"dbia[p. 11, no. 14]",,,dbia-14-Telugu-3,,,,loanword
Tam,dbia15,appaņai,appaņai command.,,,,"dbia[p. 11, no. 15]",,,dbia-15-Tam-1,,,,loanword
Kannada,dbia15,appane,"appane order, command, law; permission, leave.",,,,"dbia[p. 11, no. 15]",,,dbia-15-Kannada-2,,,,loanword
Kodagu,dbia15,appaņe,appaņe order.,,,,"dbia[p. 11, no. 15]",,,dbia-15-Kodagu-3,,,,loanword
Tulu,dbia15,appaņè,"appaņè command, order; permission, leave.",,,,"dbia[p. 11, no. 15]",,,dbia-15-Tulu-4,,,,loanword
Telugu,dbia15,appaņa,"appaņa, appana id.",,,,"dbia[p. 11, no. 15]",,,dbia-15-Telugu-5,,,,loanword
Tam,dbia16,amayam,"amayam, amaiyam opportunity, occasion. fit or convenient time, opportunity, festive occasion, season.",,,,"dbia[p. 11, no. 16]",,,dbia-16-Tam-1,,,,loanword
Mal,dbia17,amparam,"amparam, amparam hog-plum, wild mango, Spondias mangifera.",,,,"dbia[p. 11, no. 17]",,,dbia-17-Mal-1,,,,loanword
Kannada,dbia17,amațe,"amațe, ambațe, ambața, ambāde, avaje id.",,,,"dbia[p. 11, no. 17]",,,dbia-17-Kannada-2,,,,loanword
Tulu,dbia17,ambațe,"ambațe, ambaờè id.",,,,"dbia[p. 11, no. 17]",,,dbia-17-Tulu-3,,,,loanword
Tam,dbia18,arankam,"arankam island formed by a river or rivers, delta.",,,,"dbia[p. 11, no. 18]",,,dbia-18-Tam-1,,,,loanword
Telugu,dbia18,lanka,"lanka island, islet. (Cf.",,,,"dbia[p. 11, no. 18]",,,dbia-18-Telugu-2,,,,loanword
Tam,dbia19,aran,"aran, aranam defence, fortress; araņi (-pp-, -tt-) to fortify, defend; araņiya adj. defended; araṇ-manai royal palace, mansion.",,,,"dbia[p. 11, no. 19]",,,dbia-19-Tam-1,,,,loanword
Mal,dbia19,aran,aran stronghold; araṇippu being impregnable.,,,,"dbia[p. 11, no. 19]",,,dbia-19-Mal-2,,,,loanword
Tam,dbia20,aruttam,"aruttam, arttam meaning, intention, wealth, usefulness, etc.",,,,"dbia[p. 11, no. 20]",,,dbia-20-Tam-1,,,,loanword
Mal,dbia20,artham,"artham aim, wealth, meaning.",,,,"dbia[p. 11, no. 20]",,,dbia-20-Mal-2,,,,loanword
Kota,dbia20,artm,"artm (obl. art(t)-) meaning, a sententia, proverbial saying.",,,,"dbia[p. 11, no. 20]",,,dbia-20-Kota-3,,,,loanword
Toda,dbia20,artm,"artm (obl. art-) meaning, useful-",,,,"dbia[p. 11, no. 20]",,,dbia-20-Toda-4,,,,loanword
Kannada,dbia20,artha,"artha aim, utility, meaning, wealth, etc.",,,,"dbia[p. 11, no. 20]",,,dbia-20-Kannada-5,,,,loanword
Tulu,dbia20,artha,"artha wealth, meaning.",,,,"dbia[p. 11, no. 20]",,,dbia-20-Tulu-6,,,,loanword
Telugu,dbia20,arthamu,"arthamu meaning, object, wealth, use, etc.",,,,"dbia[p. 11, no. 20]",,,dbia-20-Telugu-7,,,,loanword
Tam,dbia21,arukkam,arukkam crystal.,,,,"dbia[p. 12, no. 21]",,,dbia-21-Tam-1,,,,loanword
Toda,dbia21,ark,ark glass (window or a piece of glass).,,,,"dbia[p. 12, no. 21]",,,dbia-21-Toda-2,,,,loanword
Kannada,dbia21,arka,arka crystal.,,,,"dbia[p. 12, no. 21]",,,dbia-21-Kannada-3,,,,loanword
Tulu,dbia21,arka,arka id.,,,,"dbia[p. 12, no. 21]",,,dbia-21-Tulu-4,,,,loanword
Telugu,dbia21,arkamu,arkamu id.,,,,"dbia[p. 12, no. 21]",,,dbia-21-Telugu-5,,,,loanword
Tam,dbia22,allam,"allam, nallam ginger; ? ellam id.",,,,"dbia[p. 12, no. 22]",,,dbia-22-Tam-1,,,,loanword
Kannada,dbia22,alla,alla green ginger.,,,,"dbia[p. 12, no. 22]",,,dbia-22-Kannada-2,,,,loanword
Telugu,dbia22,allamu,allamu id. Kuwi (S) alomi ginger.,,,,"dbia[p. 12, no. 22]",,,dbia-22-Telugu-3,,,,loanword
Mal,dbia23,avakațam,"avakațam, apakațam mischief, danger.",,,,"dbia[p. 12, no. 23]",,,dbia-23-Mal-1,,,,loanword
Kannada,dbia23,avagada,"avagada, avagadike obstruction, jeopardy, monstrosity.",,,,"dbia[p. 12, no. 23]",,,dbia-23-Kannada-2,,,,loanword
Tulu,dbia23,avagada,"avagada calamity, mischief, danger; disorder, confusion.",,,,"dbia[p. 12, no. 23]",,,dbia-23-Tulu-3,,,,loanword
Telugu,dbia23,avakațamu,avakațamu,,,,"dbia[p. 12, no. 23]",,,dbia-23-Telugu-4,,,,loanword
Telugu,dbia23,avakatamu,"avakatamu opposition; avagadamu mischief, mischievous deed, carelessness, danger; bad, undesirable.",,,,"dbia[p. 12, no. 23]",,,dbia-23-Telugu-5,,,,loanword
Tam,dbia24,avacaram,"avacaram favorable opportunity; hurry, urgency, necessity, compulsion.",,,,"dbia[p. 12, no. 24]",,,dbia-24-Tam-1,,,,loanword
Kota,dbia24,avca.rm,"avca.rm (obl. avca'rt-) hurry, urgency.",,,,"dbia[p. 12, no. 24]",,,dbia-24-Kota-2,,,,loanword
Toda,dbia24,ofso'rm,ofso'rm id.,,,,"dbia[p. 12, no. 24]",,,dbia-24-Toda-3,,,,loanword
Kannada,dbia24,avasara,"avasara necessity, urgency, hurry; avasarisu to make haste, be eager.",,,,"dbia[p. 12, no. 24]",,,dbia-24-Kannada-4,,,,loanword
Tulu,dbia24,avasara,"avasara, avasāra, amasara necessity, urgency, hurry.",,,,"dbia[p. 12, no. 24]",,,dbia-24-Tulu-5,,,,loanword
Telugu,dbia24,avasaramu,"avasaramu occasion; necessity, need, urgency, haste, hurry; necessary, urgent; avasara-padu to hurry, hasten.",,,,"dbia[p. 12, no. 24]",,,dbia-24-Telugu-6,,,,loanword
Tam,dbia25,avati,"avati limit; suffering, distress.",,,,"dbia[p. 12, no. 25]",,,dbia-25-Tam-1,,,,loanword
Mal,dbia25,avadhi-ppețuka,avadhi-ppețuka to be pressed,,,,"dbia[p. 12, no. 25]",,,dbia-25-Mal-2,,,,loanword
Kannada,dbia25,avadhi,"avadhi limit; extremity, calamity, misfortune.",,,,"dbia[p. 12, no. 25]",,,dbia-25-Kannada-3,,,,loanword
Telugu,dbia25,avadhi,"avadhi (B.; coll.) calamity, misfortune; (K) avadhĩ-bettu to put to trouble; avadhĩ -bovu to be troubled, perish, go to waste.",,,,"dbia[p. 12, no. 25]",,,dbia-25-Telugu-4,,,,loanword
Tam,dbia26,avantarai,"avantarai disorder, confusion, forlornness, becoming useless, fruitless.",,,,"dbia[p. 12, no. 26]",,,dbia-26-Tam-1,,,,loanword
Kannada,dbia26,abandara,"abandara, abandare disorder, irregularity, uselessness, waste.",,,,"dbia[p. 12, no. 26]",,,dbia-26-Kannada-2,,,,loanword
Telugu,dbia26,abandara,"abandara disorder, confusion, irregularity.",,,,"dbia[p. 12, no. 26]",,,dbia-26-Telugu-3,,,,loanword
Tam,dbia27,aniram,"aniram, anutam, anuşam the 17th nakṣatra (i.e. lupus and scorpion's head).",,,,"dbia[p. 12, no. 27]",,,dbia-27-Tam-1,,,,loanword
Mal,dbia27,anuram,anuram id.,,,,"dbia[p. 12, no. 27]",,,dbia-27-Mal-2,,,,loanword
Tam,dbia28,akațiyam,"akațiyam mockery, ridicule, mischief, cruelty.",,,,"dbia[p. 12, no. 28]",,,dbia-28-Tam-1,,,,loanword
Kannada,dbia28,āgada,"āgada sport, jesting, mockery, insult, wantonness; āgadakāra scoffer; ägaļigatana insulting behavior.",,,,"dbia[p. 12, no. 28]",,,dbia-28-Kannada-2,,,,loanword
Telugu,dbia28,āgadamu,"āgadamu mischief, wantonness, prankishness; āgadakõdu, āgaļīdu scoffer, mischievous man. [Cf. 23",,,,"dbia[p. 12, no. 28]",,,dbia-28-Telugu-3,,,,loanword
Mal,dbia28,avakatam,"avakatam, DICTIONARY 13 com-",,,,"dbia[p. 12, no. 28]",,,dbia-28-Mal-4,,,,loanword
Tam,dbia29,ākāttiyam,"ākāttiyam pretence simulating agony or injury, outrageous behavior such as threatening to commit suicide.",,,,"dbia[p. 13, no. 29]",,,dbia-29-Tam-1,,,,loanword
Kannada,dbia29,agātya,agātya id.,,,,"dbia[p. 13, no. 29]",,,dbia-29-Kannada-2,,,,loanword
Telugu,dbia29,āgātyamu,"āgātyamu, āgāyityamu outrageous behavior, obstinacy, a desperate act, pretence of agony or injury, impropriety. Prob.",,,,"dbia[p. 13, no. 29]",,,dbia-29-Telugu-3,,,,loanword
Tam,dbia30,ācāri,"ācāri title adopted by Madhva and śri Vaişņava Brāhmans; title of the five artisan castes; ācān teacher, elder, priest; ācāļ priest's wife, lady of position; āciriyan priest, teacher, author of any literary work, scholar.",,,,"dbia[p. 13, no. 30]",,,dbia-30-Tam-1,,,,loanword
Mal,dbia30,ācāryyan,"ācāryyan fencing-master, schoolmaster, carpenter; ācăn, āśān schoolmaster; ācāri, aśări carpenter, sculptor of idols.",,,,"dbia[p. 13, no. 30]",,,dbia-30-Mal-2,,,,loanword
Kannada,dbia30,ācāri,"ācāri title assumed by brahmin cooks, idol-makers, smiths, carpenters, goldsmiths, artificers.",,,,"dbia[p. 13, no. 30]",,,dbia-30-Kannada-3,,,,loanword
Kodagu,dbia30,ayri,"ayri (? a'yri) man of carpenter caste, blacksmith.",,,,"dbia[p. 13, no. 30]",,,dbia-30-Kodagu-4,,,,loanword
Tulu,dbia30,acari,acari a smith or carpenter.,,,,"dbia[p. 13, no. 30]",,,dbia-30-Tulu-5,,,,loanword
Telugu,dbia30,acāri,acāri (=,,,,"dbia[p. 13, no. 30]",,,dbia-30-Telugu-6,,,,loanword
Tam,dbia31,āți,"āți the fourth Tamil month, July-August; the 21st nakṣatra.",,,,"dbia[p. 13, no. 31]",,,dbia-31-Tam-1,,,,loanword
Mal,dbia31,āți,āți id.,,,,"dbia[p. 13, no. 31]",,,dbia-31-Mal-2,,,,loanword
Tulu,dbia31,āți,āți id.,,,,"dbia[p. 13, no. 31]",,,dbia-31-Tulu-3,,,,loanword
Tam,dbia32,āņai,"āņai command; oath (as in a court of justice), profane swearing, vow; āņaiy-iţu to issue an order, take an oath, swear.",,,,"dbia[p. 13, no. 32]",,,dbia-32-Tam-1,,,,loanword
Mal,dbia32,āņa,"āņa command, oath, adjuration; āņay-ițuka to swear, adjure.",,,,"dbia[p. 13, no. 32]",,,dbia-32-Mal-2,,,,loanword
Kannada,dbia32,āne,"āne mand; oath, adjuration; āņe idu to swear.",,,,"dbia[p. 13, no. 32]",,,dbia-32-Kannada-3,,,,loanword
Tulu,dbia32,āne,"āne oath; āja oath, curse, swearing; āja korpuni to swear; āja pāņuni to curse.",,,,"dbia[p. 13, no. 32]",,,dbia-32-Tulu-4,,,,loanword
Telugu,dbia32,ana,"ana order, command; oath, adjuration; ană-bettu to adjure.",,,,"dbia[p. 13, no. 32]",,,dbia-32-Telugu-5,,,,loanword
Tam,dbia33,ātēcam,"ātēcam rule, command, precept.",,,,"dbia[p. 13, no. 33]",,,dbia-33-Tam-1,,,,loanword
Mal,dbia33,ādēsam,"ādēsam order, command.",,,,"dbia[p. 13, no. 33]",,,dbia-33-Mal-2,,,,loanword
Kota,dbia33,a'de:cm,a'de:cm (obl. a.de.ct-) allotted or fated span of life.,,,,"dbia[p. 13, no. 33]",,,dbia-33-Kota-3,,,,loanword
Toda,dbia33,o,"o Dişțm (obl. o Biștt-) fore-ordained length of life, long life.",,,,"dbia[p. 13, no. 33]",,,dbia-33-Toda-4,,,,loanword
Kannada,dbia33,ādēša,"ādēša precept, order, command; adişța commanded.",,,,"dbia[p. 13, no. 33]",,,dbia-33-Kannada-5,,,,loanword
Telugu,dbia33,adēšamu,"adēšamu order, precept.",,,,"dbia[p. 13, no. 33]",,,dbia-33-Telugu-6,,,,loanword
Tam,dbia34,åttiram,"åttiram impatience, eager haste, hastiness of temper; ättirakkāran over-anxious person, one who is impatient; aturam impatience, undue haste.",,,,"dbia[p. 13, no. 34]",,,dbia-34-Tam-1,,,,loanword
Mal,dbia34,āttaram,āttaram necessity of engaging in a work.,,,,"dbia[p. 13, no. 34]",,,dbia-34-Mal-2,,,,loanword
Kannada,dbia34,ãtura,"ãtura diseased, agitated by morbid desire; agitation, excitement, haste, hurry; longing for, great desire; aturagāra man who acts hastily or inconsiderately; āturisu to feel desire, etc.",,,,"dbia[p. 13, no. 34]",,,dbia-34-Kannada-3,,,,loanword
Tulu,dbia34,atura,"atura eagerness, haste.",,,,"dbia[p. 13, no. 34]",,,dbia-34-Tulu-4,,,,loanword
Tam,dbia35,āpācam,"āpācam fallacy, reflection; that which is filthy; apātan impure person, wicked man.",,,,"dbia[p. 14, no. 35]",,,dbia-35-Tam-1,,,,loanword
Mal,dbia35,ābhāsam,"ābhāsam low, vulgar.",,,,"dbia[p. 14, no. 35]",,,dbia-35-Mal-2,,,,loanword
Kannada,dbia35,ābāsa,"ābāsa, ābāsu fallacy, incorrectness (as of speech), failure, defect, insufficiency (as of a meal); abāsa incongruity; abāsu disagreeableness of smell.",,,,"dbia[p. 14, no. 35]",,,dbia-35-Kannada-3,,,,loanword
Tulu,dbia35,abhāsa,"abhāsa worthless, vulgar, corrupt.",,,,"dbia[p. 14, no. 35]",,,dbia-35-Tulu-4,,,,loanword
Telugu,dbia35,abhāsamu,"abhāsamu, abhāsu disagreeable, bad, worthless; embarrassment.",,,,"dbia[p. 14, no. 35]",,,dbia-35-Telugu-5,,,,loanword
Kota,dbia36,a'rabm,a'rabm work of cultivation.,,,,"dbia[p. 14, no. 36]",,,dbia-36-Kota-1,,,,loanword
Kannada,dbia36,aramba,"aramba, ārambu tillage, cultivation.",,,,"dbia[p. 14, no. 36]",,,dbia-36-Kannada-2,,,,loanword
Telugu,dbia36,ārabamu,"ārabamu vegetation, crops, (B also) cultivation, tillage. Prob.",,,,"dbia[p. 14, no. 36]",,,dbia-36-Telugu-3,,,,loanword
Kannada,dbia37,ārõgisu,"ārõgisu to eat; ārögana, ārögane eating, a meal.",,,,"dbia[p. 14, no. 37]",,,dbia-37-Kannada-1,,,,loanword
Tulu,dbia37,ārögane,"ārögane meal, repast.",,,,"dbia[p. 14, no. 37]",,,dbia-37-Tulu-2,,,,loanword
Telugu,dbia37,āragincu,"āragincu to eat, drink; āraginta, āragimpu, ārögiņamu eating.",,,,"dbia[p. 14, no. 37]",,,dbia-37-Telugu-3,,,,loanword
Tam,dbia38,ārccanam,"ārccanam earning, acquisition; ārcci (-pp-, -tt-) to earn, acquire.",,,,"dbia[p. 14, no. 38]",,,dbia-38-Tam-1,,,,loanword
Mal,dbia38,arjanam,arjanam acquiring.,,,,"dbia[p. 14, no. 38]",,,dbia-38-Mal-2,,,,loanword
Kannada,dbia38,arjana,"arjana, ārjane procuring, gaining; ărjisu to acquire, earn.",,,,"dbia[p. 14, no. 38]",,,dbia-38-Kannada-3,,,,loanword
Tulu,dbia38,ārjita,"ārjita acquired, inherited.",,,,"dbia[p. 14, no. 38]",,,dbia-38-Tulu-4,,,,loanword
Telugu,dbia38,ārjana,"ārjana income, remunerative job; ārjincu to earn, acquire, gain. Kui arji income, return for expenditure; arji āva to earn, receive an income.",,,,"dbia[p. 14, no. 38]",,,dbia-38-Telugu-5,,,,loanword
Kurux,dbia38,arja'ānā,"arja'ānā to earn, gain (as a profit or advantage), acquire.",,,,"dbia[p. 14, no. 38]",,,dbia-38-Kurux-6,,,,loanword
Tam,dbia39,avaại,"avaại the 5th Tamil month, August-September; the 22nd nakṣatra.",,,,"dbia[p. 14, no. 39]",,,dbia-39-Tam-1,,,,loanword
Mal,dbia39,avaņi,avaņi id.,,,,"dbia[p. 14, no. 39]",,,dbia-39-Mal-2,,,,loanword
Kannada,dbia39,āvaņi,āvaņi id.,,,,"dbia[p. 14, no. 39]",,,dbia-39-Kannada-3,,,,loanword
Tam,dbia40,asti,"asti property, wealth.",,,,"dbia[p. 14, no. 40]",,,dbia-40-Tam-1,,,,loanword
Mal,dbia40,asti,asti id.; ästikäran wealthy.,,,,"dbia[p. 14, no. 40]",,,dbia-40-Mal-2,,,,loanword
