ID,Entry_ID,Compared_Entry_ID,Relation,Direction,Confidence,Source,Evidence
dbia:dbia11:281,dbia11,281,loan,entry-from-compared,high,"dbia[p. 10, no. 11]","Ta. attuvānam ruins, desert, desolate place. Ma. addhvānam great exertion, fatigue; addhvāni diligent; addhvānikka to labor, work hard, exert oneself. Ka. adhvāna wilderness, forest, desert; misfortune; dearness, excess of price; (coll., L. V.R. 1934.255) immethodical, weak, bad, spoiled, useless. Tu. adhvana, advåna labor, immethodical effort; tired, weak, wrong, spoiled; addana weakness, sickness, affliction. Te. adhvānamu desolation, waste, ruin; adhvānapu desolate, waste, spoiled, bad, (B also) perplexing; adhvānamu cēyu to ruin, lay waste, spoil. /Skt. adhvan- (acc. adhvānam) road, journey, distance. L. V.R. 1934. 255-256. DICTIONARY 11 even-"
dbia:dbia12:dbia12-ia,dbia12,dbia12-ia,loan,entry-from-compared,high,"dbia[p. 11, no. 12]","Ta. antastu rank, condition; story of a building. Ka. antastu being between; being one above another, tier, story of a building; degree of dignity, rank. Tu. antasty upper story or room; a secret. Te. antastu story of a house; arrangement of one above another; dignity, prestige. Skt. antaḥstha- being in the midst or between. L. V.R. 1934.257."
dbia:dbia13:12913,dbia13,12913,loan,entry-from-compared,high,"dbia[p. 11, no. 13]","Ta. anti twilight, morning and evening prayers. Ma. anti ing. Ko. ande:l time after sunset until about 9 P. M.; ande:l poſt afternoon from about 4 to 6 P. M.; inde:l this last night, yesterday night; this coming evening. Koạ. andi evening just after dark; andi-kotti evening star in west. Skt. samdhi- interval between day and night, twilight."
dbia:dbia14:984,dbia14,984,loan,entry-from-compared,high,"dbia[p. 11, no. 14]","Ta. appatſam unmixed, pure. Ka. appața id. Te. appațamu id., unadulterated. Skt. asprsta- untouched. But the MIA forms of Skt. sprś- have u in general."
dbia:dbia15:683a,dbia15,683a,loan,entry-from-compared,high,"dbia[p. 11, no. 15]","Ta. appaņai command. Ka. appane order, command, law; permission, leave. Kod. appaņe order. Tu. appaņè command, order; permission, leave. Te. appaņa, appana id. Skt. ājñāpana- ordering (so Ta. Lex., Kitt.). ? Skt. arpaņa- consigning, entrusting; Pkt. appaņaid."
dbia:dbia16:13185,dbia16,13185,loan,entry-from-compared,high,"dbia[p. 11, no. 16]","Ta. amayam, amaiyam opportunity, occasion. fit or convenient time, opportunity, festive occasion, season. /Skt. samayaopportunity, occasion, season."
dbia:dbia17:dbia17-ia,dbia17,dbia17-ia,loan,entry-from-compared,high,"dbia[p. 11, no. 17]","Ma. amparam, amparam hog-plum, wild mango, Spondias mangifera. Ka. amațe, ambațe, ambața, ambāde, avaje id. Tu. ambațe, ambaờè id. Skt. ambarișa-, amlavāțaka-, ämravățaka-, āmrātaka- id. Pa. ambāțaka id. Pkt. ambāda(g)a- id. H. ābārā, Mar. ābādā id. Turner, S. V. amaro."
dbia:dbia18:dbia18-ia,dbia18,dbia18-ia,loan,entry-from-compared,high,"dbia[p. 11, no. 18]","Ta. arankam island formed by a river or rivers, delta. Te. lanka island, islet. (Cf. Skt. lankā-."
dbia:dbia19:12326,dbia19,12326,loan,entry-from-compared,high,"dbia[p. 11, no. 19]","Ta. aran, aranam defence, fortress; araņi (-pp-, -tt-) to fortify, defend; araņiya adj. defended; araṇ-manai royal palace, mansion. Ma. aran stronghold; araṇippu being impregnable. /Skt. śaraṇa- shelter. Skt. arana- refuge < Dr."
dbia:dbia20:638,dbia20,638,loan,entry-from-compared,high,"dbia[p. 11, no. 20]","Ta. aruttam, arttam meaning, intention, wealth, usefulness, etc. Ma. artham aim, wealth, meaning. Ko. artm (obl. art(t)-) meaning, a sententia, proverbial saying. To. artm (obl. art-) meaning, useful- Ka. artha aim, utility, meaning, wealth, etc. Tu. artha wealth, meaning. Te. arthamu meaning, object, wealth, use, etc. /Skt. arthaaim, use, object, wealth, meaning, etc. Ka. amaga 18 ness. 12 DRAVIDIAN BORROWINGS FROM INDO-ARYAN 22"
dbia:dbia21:dbia21-ia,dbia21,dbia21-ia,loan,entry-from-compared,high,"dbia[p. 12, no. 21]",Ta. arukkam crystal. To. ark glass (window or a piece of glass). Ka. arka crystal. Tu. arka id. Te. arkamu id. /Skt. arka- crystal.
dbia:dbia22:1340,dbia22,1340,loan,entry-from-compared,high,"dbia[p. 12, no. 22]","Ta. allam, nallam ginger; ? ellam id. Ka. alla green ginger. Te. allamu id. Kuwi (S) alomi ginger. Skt. ārdra(ka)- fresh ginger. Pkt. alla-, allaa- id. Mar. ălē id. Turner, s.v. aduwa."
dbia:dbia23:dbia23-ia,dbia23,dbia23-ia,loan,entry-from-compared,high,"dbia[p. 12, no. 23]","Ma. avakațam, apakațam mischief, danger. Ka. avagada, avagadike obstruction, jeopardy, monstrosity. Tu. avagada calamity, mischief, danger; disorder, confusion. Te. avakațamu Te. avakatamu opposition; avagadamu mischief, mischievous deed, carelessness, danger; bad, undesirable. Skt. avakața- opposite, contrary (so apparently in the lexica; taught in Pāṇini 5.2.30, but without meaning); L. V.R. 1934. 257. Mar. avaghad difficult, difficulty, calamity; avaghadņē to be in straits. Godavarma, p. 14: Skt. apakşta- injury, offence > Pkt. *apakața-. Cf. also 28 Ta. akațiyam."
dbia:dbia24:858,dbia24,858,loan,entry-from-compared,high,"dbia[p. 12, no. 24]","Ta. avacaram favorable opportunity; hurry, urgency, necessity, compulsion. Ko. avca.rm (obl. avca'rt-) hurry, urgency. To. ofso'rm id. Ka. avasara necessity, urgency, hurry; avasarisu to make haste, be eager. Tu. avasara, avasāra, amasara necessity, urgency, hurry. Te. avasaramu occasion; necessity, need, urgency, haste, hurry; necessary, urgent; avasara-padu to hurry, hasten. Skt. avasara favorable opportunity, seasonableness. L. V. R. 1934, 258."
dbia:dbia25:dbia25-ia,dbia25,dbia25-ia,loan,entry-from-compared,high,"dbia[p. 12, no. 25]","Ta. avati limit; suffering, distress. Ma. avadhi-ppețuka to be pressed Ka. avadhi limit; extremity, calamity, misfortune. Te, avadhi (B.; coll.) calamity, misfortune; (K) avadhĩ-bettu to put to trouble; avadhĩ -bovu to be troubled, perish, go to waste. /Skt. avadhi- term, limit. L. V.R. 1934, 257-8."
dbia:dbia26:dbia26-ia,dbia26,dbia26-ia,loan,entry-from-compared,high,"dbia[p. 12, no. 26]","Ta. avantarai disorder, confusion, forlornness, becoming useless, fruitless. Ka, abandara, abandare disorder, irregularity, uselessness, waste. Te. abandara disorder, confusion, irregularity. /Skt. abandhuram dejectedly, sadly (śiśupālavadha 6.29; comm., - aśobhana-)."
dbia:dbia27:332,dbia27,332,loan,entry-from-compared,high,"dbia[p. 12, no. 27]","Ta. aniram, anutam, anuşam the 17th nakṣatra (i.e. lupus and scorpion's head). Ma. anuram id. Skt. anurādhā- id. Ā"
dbia:dbia29:dbia29-ia,dbia29,dbia29-ia,loan,entry-from-compared,medium,"dbia[p. 13, no. 29]","Ta. ākāttiyam pretence simulating agony or injury, outrageous behavior such as threatening to commit suicide. Ka. agātya id. Te. āgātyamu, āgāyityamu outrageous behavior, obstinacy, a desperate act, pretence of agony or injury, impropriety. Prob. Skt. āghātay-; cf. esp. BHS āghāta- malicious feeling, anger, hatred."
dbia:dbia30:dbia30-ia,dbia30,dbia30-ia,loan,entry-from-compared,high,"dbia[p. 13, no. 30]","Ta. ācāri title adopted by Madhva and śri Vaişņava Brāhmans; title of the five artisan castes; ācān teacher, elder, priest; ācāļ priest's wife, lady of position; āciriyan priest, teacher, author of any literary work, scholar. Ma. ācāryyan fencing-master, schoolmaster, carpenter; ācăn, āśān schoolmaster; ācāri, aśări carpenter, sculptor of idols. Ka. ācāri title assumed by brahmin cooks, idol-makers, smiths, carpenters, goldsmiths, artificers. Kod. ayri (? a'yri) man of carpenter caste, blacksmith. Tu. acari a smith or carpenter. Te. acāri (= Ka.). /Skt. ācārya a spiritual guide or teacher. L. V.R. 1934. 259."
dbia:dbia31:dbia31-ia,dbia31,dbia31-ia,loan,entry-from-compared,high,"dbia[p. 13, no. 31]","Ta. āți the fourth Tamil month, July-August; the 21st nakṣatra. Ma. āți id. Tu. āți id. Skt. äşāṇhā- the 21st and 22nd nakșatras."
dbia:dbia32:1095,dbia32,1095,loan,entry-from-compared,high,"dbia[p. 13, no. 32]","Ta. āņai command; oath (as in a court of justice), profane swearing, vow; āņaiy-iţu to issue an order, take an oath, swear. Ma. āņa command, oath, adjuration; āņay-ițuka to swear, adjure. Ka. āne mand; oath, adjuration; āņe idu to swear. Kod. a ne a curse; a'ạe idto curse. Tu. āne oath; āja oath, curse, swearing; āja korpuni to swear; āja pāņuni to curse. Te. ana order, command; oath, adjuration; ană-bettu to adjure. /Skt. ājñā- order, command; (L. V. R. 1934. 260). Pkt. āņaid. H. an id. Mar. āņ oath, vow. Turner, s. v. jännu (Add.)."
dbia:dbia33:1157,dbia33,1157,loan,entry-from-compared,high,"dbia[p. 13, no. 33]","Ta. ātēcam rule, command, precept. Ma. ādēsam order, command. Ko. a'de:cm (obl. a.de.ct-) allotted or fated span of life. To. o Dişțm (obl. o Biștt-) fore-ordained length of life, long life. Ka. ādēša precept, order, command; adişța commanded. Te. adēšamu order, precept. Skt. adeśa- instruction, rule, order, foretelling; ādişța- directed, ordered."
dbia:dbia34:dbia34-ia,dbia34,dbia34-ia,loan,entry-from-compared,high,"dbia[p. 13, no. 34]","Ta. åttiram impatience, eager haste, hastiness of temper; ättirakkāran over-anxious person, one who is impatient; aturam impatience, undue haste. Ma. āttaram necessity of engaging in a work. Ka. ãtura diseased, agitated by morbid desire; agitation, excitement, haste, hurry; longing for, great desire; aturagāra man who acts hastily or inconsiderately; āturisu to feel desire, etc. Tu. atura eagerness, haste. Te. at(u)ramu haste, impatience; atura-paļu to hurry; aturapāțu haste; atragădu a hasty man; (K; modern) adurdā haste, anxiety (< Skt. ãturată-). [Skt. åtura- suffering, sick, desirous. 14 DRAVIDIAN BORROWINGS FROM INDO- ARYAN"
dbia:dbia35:dbia35-ia,dbia35,dbia35-ia,loan,entry-from-compared,high,"dbia[p. 14, no. 35]","Ta. āpācam fallacy, reflection; that which is filthy; apātan impure person, wicked man. Ma. ābhāsam low, vulgar. Ka. ābāsa, ābāsu fallacy, incorrectness (as of speech), failure, defect, insufficiency (as of a meal); abāsa incongruity; abāsu disagreeableness of smell. Tu. abhāsa worthless, vulgar, corrupt. Te. abhāsamu, abhāsu disagreeable, bad, worthless; embarrassment. / Skt. abhāsa splendor, color, appearance, phantom, fallacious appearance, fallacy. L. V.R. 1934. 261."
dbia:dbia36:1307,dbia36,1307,loan,entry-from-compared,medium,"dbia[p. 14, no. 36]","Ko. a'rabm work of cultivation. Ka. aramba, ārambu tillage, cultivation. Te. ārabamu vegetation, crops, (B also) cultivation, tillage. Prob. Skt. arambha- undertaking, beginning."
dbia:dbia37:dbia37-ia,dbia37,dbia37-ia,loan,entry-from-compared,high,"dbia[p. 14, no. 37]","Ka. ārõgisu to eat; ārögana, ārögane eating, a meal. Tu. ārögane meal, repast. Te, āragincu to eat, drink; āraginta, āragimpu, ārögiņamu eating. /Pkt. aroggia- 'bhukta-' (DNM). Mar. arogan making a meal, eating."
dbia:dbia38:dbia38-ia,dbia38,dbia38-ia,loan,entry-from-compared,high,"dbia[p. 14, no. 38]","Ta. ārccanam earning, acquisition; ārcci (-pp-, -tt-) to earn, acquire. Ma. arjanam acquiring. Ka. arjana, ārjane procuring, gaining; ărjisu to acquire, earn. Tu. ārjita acquired, inherited. Te. ārjana income, remunerative job; ārjincu to earn, acquire, gain. Kui arji income, return for expenditure; arji āva to earn, receive an income. Kur. arja'ānā to earn, gain (as a profit or advantage), acquire. Skt. arjto acquire, gain, earn. BHS ārjanā- winning, acquisition; ārjay- to win. . H. arjnā to acquire, earn; v.n. arjan. Turner, s. v. arjan and arjan."
dbia:dbia39:dbia39-ia,dbia39,dbia39-ia,loan,entry-from-compared,high,"dbia[p. 14, no. 39]","Ta. avaại the 5th Tamil month, August-September; the 22nd nakṣatra. Ma. avaņi id. Ka. āvaņi id. Skt. śrāvaņa- id. Cf. 62 Ta. õņam."
dbia:dbia40:dbia40-ia,dbia40,dbia40-ia,loan,entry-from-compared,low,"dbia[p. 14, no. 40]","Ta. asti property, wealth. Ma. asti id.; ästikäran wealthy. Ka. ăsti property, wealth; ăstika, āstigāra man of property. Kod. a'sti property. Tu. āsti property, wealth. Te. asti id.; astikādu wealthy man. /Skt. astimat- possessed of property, opulent. BHS asti (? ăsti), abstracted from sarvāsti 'all property.' 40 I"
dbia:dbia41:dbia41-ia,dbia41,dbia41-ia,loan,entry-from-compared,high,"dbia[p. 14, no. 41]","Ta. ițți, īțți spear, lance. Ma. itti stick, spear; iſti staff of spear, pike. Ko. ic sword, spear, sharp point. To. ițy, i'ty spear. Ka. içți, iți lance, spear, javelin. Kod. îțți ferrule of stick; i:ți, (Mercara) ï'ți spear. Tu. īți id. Te. ite, ſtiya id. Konda īța id. Kuwi (S) ite id. Skt. ſștí- spear, lance. Pa. ițțhi- id. (Jätaka vi.223, which Pali Text Society Dict. erroneously tries to correct). DICTIONARY 15"
dbia:dbia42:1600,dbia42,1600,loan,entry-from-compared,high,"dbia[p. 15, no. 42]","Ta. ițţikai brick. Ma. ițţika id. Ko. it gal id. To. ițy, ity xal id. (in poetry). Ka. ițțige, ițțage, ițțangi, īțangi id. Tu. ittige id. Te. it(t)ika id. Kuwi (S) itteke illu tiled house. /Skt. iştakā-, işţikābrick. Pa. ițțhakā- id. Pkt. itthagā- id. U 43 ance."
dbia:dbia43:dbia43-ia,dbia43,dbia43-ia,loan,entry-from-compared,high,"dbia[p. 15, no. 43]","Ta. ukkirāņam storehouse for provisions, granary; ukkirāņi storekeeper, steward. Ma. ugrānam (g, not k) storehouse, granary. Ka. ugrāņa id., treasury; ugrāņi storekeeper. Tu. ugrāņa, ugrāṇige storeroom; ugrāņi storekeeper, steward. Te. ugrāṇamu storehouse, storeroom. /Mar. ugrāņi gathering in of moneys due, sum aggregate of moneys collected."
dbia:dbia44:dbia44-ia,dbia44,dbia44-ia,loan,entry-from-compared,high,"dbia[p. 15, no. 44]","Ta. uti (-pp-, -tt-) to swell, increase in size; rise, appear (as a heavenly body), come into existence, be born; utippu birth, appear- Ma. udikka (d, not t) to rise; udyal (d, not t) the rising sun. Ko. ut- (uty-) (sun, moon) rises; utn the east. To. wït- (wïty-) to increase (rain, wind), rise in pride; ut- (uty-) to increase (song-word; borrowed). Ka. uday(i)su, udisu to rise, be born. Kod. udi- (udip-, udic-) (sun) rises. Tu. udiyuni, udipini to rise (as the sun), be generated; udipāvuni to beget; udi, udaya rising of the sun, moon, or other heavenly bodies; udupu act of coming into existence. Te. udayamu rising of the sun, etc.; udayincu to rise, be born. /Skt. ud-i to rise; vin. udaya-."
dbia:dbia45:1767,dbia45,1767,loan,entry-from-compared,high,"dbia[p. 15, no. 45]","Ta. uttaravu answer, reply; order, command, grant, leave; uttaram answer, reply. Ma. uttaravu command, leave; uttaram answer; command, letter. Ko. utarv permission, order. To, uturm (obl. uturt-) permission, order. Ka. uttara answer, reply; a mandate. Te. uttaruvu order, command, permission, leave; uttaramu answer, reply; letter, epistle. / Skt. uttara answer, reply. L. V.R. 1934, 261."
dbia:dbia46:1921,dbia46,1921,loan,entry-from-compared,high,"dbia[p. 15, no. 46]","Ta. utakam water; utakännam food and drink. Ma. udakam (d, not t) water. Ko. udk broth (esp. made from meat). Ka. udaka water. Tu. udaka id. Te. udakamu id. /Skt. udaka water."
dbia:dbia47:2055,dbia47,2055,loan,entry-from-compared,high,"dbia[p. 15, no. 47]","Ta. uttiyokam effort, exertion; business, employment. Ma. udyõgam exertion, industry; office, employment. Ko. udye v government appointment; udye.ga'rn government official. To. udy government appointment. Ka, udyoga exertion; business, an occupation, an office. Tu, udyoga exertion; business, occupation, employment. Te. udyogamu exertion; work, employment, occupation, office. /Skt. udyoga- act of undertaking, exertion. 16 DRAVIDIAN BORROWINGS FROM INDO-ARYAN 1 Ka. unne 51"
dbia:dbia48:2096,dbia48,2096,loan,entry-from-compared,high,"dbia[p. 16, no. 48]","Ma. unnam stuffing, the cotton of the silk-cotton tree. wool. Te. unni wool. /Pkt. uņņā-, unna wool (< Skt. úrņā- id.)."
dbia:dbia49:2441,dbia49,2441,loan,entry-from-compared,high,"dbia[p. 16, no. 49]","To. uby heat. Ka. ubbe heat, steam. Tu. ube steam. Te. ubba closeness of weather, sultriness, heat. Kol. uba, (Haig) ubbā heat of sun. Nk. ubba id. /Mar. ūb, ub heat (cf. H. übh; < *umbha- (cf. Pischel $267] < Pkt. umha- < Skt. ūşman-)."
dbia:dbia50:dbia50-ia,dbia50,dbia50-ia,loan,entry-from-compared,low,"dbia[p. 16, no. 50]","Ta. upparikai, uparikai upper story. Ka. upparige palace, upper story of a house. Tu. upparige upper story of a house. Te. uppariga, upparige id. Skt. upakārikā- palace; ? influenced by upari."
dbia:dbia51:2112,dbia51,2112,loan,entry-from-compared,high,"dbia[p. 16, no. 51]","Ta. ūmattai, ūmattam, ūmattu thorn-apple, Datura. Ma. ummam, ummattu D. metel. Ko. umat D. stramonium. Ka. um(m)atta, ummata, ummat(t)i, ummutta, ummetti thorn-apple, D. metel and fastuosa. Tu. ummuta purple thorn-apple, D. fastuosa; umbuge, umbucce, umbè whiteflowered thorn-apple, D. alba. Te. ummet(t)a D. alba and fastuosa. /Skt. unmatta D. metel and fastuosa. Pkt. ummatta- id. (DNM). (D. fastuosa Linn.; var. alba (D. alba Nees = D. metel Roxb.). D. metel Linn.)"
dbia:dbia52:dbia52-ia,dbia52,dbia52-ia,loan,entry-from-compared,high,"dbia[p. 16, no. 52]","Ta. ulakam, ulaku the earth, world, country, mankind, usage, sky; ulakattār people of the world, great men; ulakar, ulakor people of the world; ulak-iyal custom; ulokam the world. Ma. ulakam, ulaku world, earth. Ko. olgm (obl. olgt-) the world. /Skt. uloká-, lokáworld."
dbia:dbia54:2244,dbia54,2244,loan,entry-from-compared,high,"dbia[p. 16, no. 54]","Ta. uvā, uvavu, vāvu full moon, new moon. Ma. uvā fullness; uvāvu full moon; vāvu change of moon (chiefly full moon), holiday. Ko. una v full moon (un full); ața'v 8th day after new moon or after full moon (aŭ eight). Kod. ba'vu day of new moon or full moon. /Skt. upavāsa- a fast. Pkt. ovāsa id. Ē То. e'ny"
dbia:dbia55:12718,dbia55,12718,loan,entry-from-compared,high,"dbia[p. 16, no. 55]","Ta. ēņi, cēņi tier, ladder. Ma, ēņi ladder, bamboo used as ladder. Ko. e'n! ladder. id. Ka. ēņi id. Kod. ë:ņi id. Tu. ēņi, eņci id. Skt. śreņi- line, row. Pkt. seņi- id. Cf. Skt. nilḥ)śrayaņi-, nilḥ)śreņi-, niḥśreņikā- ladder."
dbia:dbia56:dbia56-ia,dbia56,dbia56-ia,loan,entry-from-compared,high,"dbia[p. 16, no. 56]","Ta. ēļitam, ēļanam mockery, jeer. Ma. ēļitam contempt, DICTIONARY 17 mockery. Ka. ēļida id., abuse, disgrace; a contemptible man; ēļisu to censure, reprove, contemn, throw into the shade, eclipse. Te. ēlidamu, ellidamu scorn, contempt, disregard, inferiority; ellidūdu a contemptible person, man of low rank (cf. DED 728). Skt. helana- disregard, contempt. Godavarma gives helita-, which seems not to be attested in the literature. The Skt. hel-, heç- may be borrowed from Dr.; cf. DED 676."
dbia:dbia58:dbia58-ia,dbia58,dbia58-ia,loan,entry-from-compared,medium,"dbia[p. 17, no. 58]","Ta. oñcari to go sideways; close partially (as a door). Ka. õsarisu to go to one side, sideways, or aside, turn aside, retreat, yield, go away, keep aloof, hesitate, stop; put to one side, remove, abandon; osara going to one side, sloping; õsarike state of bending to one side, etc. Te. Ösarincu to put aside; osarinta, orasimpu ing aside; osarilu, ösaru, õrasilu to move aside (intr.). /Turner, s.v. osārnu, says: ""Skt. apasărayati lets go, removes; or (more probably) avasarayati moves aside."" But Pa. avasarati, osarati, and BHS avasarati, osarati, mean approaches, arrives, while Pkt. has osar leave, which must surely (with Pischel SS154, 477, and Sheth) be < apa-sſ (Pkt. acc. to Sheth also has osar arrive <ava-sp)."
dbia:dbia59:2549,dbia59,2549,loan,entry-from-compared,high,"dbia[p. 17, no. 59]","Ta. oțțan member of a caste of diggers; fem. oțțacci. Ma. oţtar, oțțiyar people of the tank-digger's caste. Ka. odda class of people who cut stones from the earth, dig tanks and wells, etc.; fem. oddati; adj. odại. Kod. oddë man of caste of snake-charmers; fem. oddati. Te. odde man of the tribe of tank-diggers; native of Orissa. /Skt. odra- Orissa; the inhabitants of Orissa; (acc. to Manu) a tribe of Śūdras. Pkt. odda Orissa; inhabitant of Orissa. Turner, s.v. or."
dbia:dbia60:12033,dbia60,12033,loan,entry-from-compared,high,"dbia[p. 17, no. 60]","Ta, oyyāram gracefulness of movement, foppery. Ka. oyyāra, vayyāra going about for show, parade, coquetry, beauty, grace; oyyāri showy man or woman. Tu. oyyāra coquetry, foppery. Te. oy(y)āramu beauty, affectation, coquetry; oy(y)āri beautiful woman. /Skt. vihārawalking for pleasure or amusement, play, pastime, diversion (so Kitt.). 18 DRAVIDIAN BORROWINGS FROM INDO-ARYAN o"
dbia:dbia61:dbia61-ia,dbia61,dbia61-ia,loan,entry-from-compared,high,"dbia[p. 18, no. 61]","Ta. Öcan preceptor, teacher. Ka. õja teacher, guru; artificer, carpenter, blacksmith, goldsmith. Te. õja, ojja teacher, tutor, master; (B) õju id.; goldsmith. Skt. upādhāya- teacher. Turner, s.v. ojhā. Cf. DED 874."
dbia:dbia62:dbia62-ia,dbia62,dbia62-ia,loan,entry-from-compared,high,"dbia[p. 18, no. 62]","Ta. õņam the fifth Tamil month, August-September; the 22nd nakṣatra. Ma. õņam the 22nd constellation, Aquila; the national feast on new moon of September. Kod. 0'ņa the Malabar festival corresponding to Coorg puttëri rice harvest festival, /Skt. śroņă-, śrāvaņa- n. pr. nakșatra. Cf. 39 Ta. avaņi."
dbia:dbia63:822,dbia63,822,loan,entry-from-compared,high,"dbia[p. 18, no. 63]","Ta. õlakkam assembly of state, durbar, hall. Ma. õlakkam splendor, majesty. Ka. Olaga service, homage; assembly, durbar; õlagisu, olaysu, õlavisu to serve, pay homage to; assemble, bring together. Tu. õlaga, õlega band of musicians; royal assembly, durbar; õlayi menial service of Pariahs; Õlayipuni to serve, do homage; öleguni to sit in state. Te. õlagamu assembly, meeting, court held by a sovereign, hall of audience; õlagincu to serve. | Pkt. olagg- to follow (cf. Skt. avalagna- hanging down from), do service; olaggā- attendance, service."
