dbia25,avadhi-,Indo-Aryan,"<html><body><p>Ta. avati limit; suffering, distress. Ma. avadhi-ppețuka to be pressed Ka. avadhi limit; extremity, calamity, misfortune. Te, avadhi (B.; coll.) calamity, misfortune; (K) avadhĩ-bettu to put to trouble; avadhĩ -bovu to be troubled, perish, go to waste. /Skt. avadhi- term, limit. L. V.R. 1934, 257-8.</p></body></html>",
dbia26,abandhuram,Indo-Aryan,"<html><body><p>Ta. avantarai disorder, confusion, forlornness, becoming useless, fruitless. Ka, abandara, abandare disorder, irregularity, uselessness, waste. Te. abandara disorder, confusion, irregularity. /Skt. abandhuram dejectedly, sadly (śiśupālavadha 6.29; comm., - aśobhana-).</p></body></html>",
dbia27,anurādhā-,Indo-Aryan,"<html><body><p>Ta. aniram, anutam, anuşam the 17th nakṣatra (i.e. lupus and scorpion&#x27;s head). Ma. anuram id. Skt. anurādhā- id. Ā</p></body></html>",
dbia28,DBIA 28,Indo-Aryan,"<html><body><p>Ta. akațiyam mockery, ridicule, mischief, cruelty. Ka, āgada sport, jesting, mockery, insult, wantonness; āgadakāra scoffer; ägaļigatana insulting behavior. Te, āgadamu mischief, wantonness, prankishness; āgadakõdu, āgaļīdu scoffer, mischievous man. [Cf. 23 Ma. avakatam, DICTIONARY 13 com-</p></body></html>",
dbia29,āghātay-,Indo-Aryan,"<html><body><p>Ta. ākāttiyam pretence simulating agony or injury, outrageous behavior such as threatening to commit suicide. Ka. agātya id. Te. āgātyamu, āgāyityamu outrageous behavior, obstinacy, a desperate act, pretence of agony or injury, impropriety. Prob. Skt. āghātay-; cf. esp. BHS āghāta- malicious feeling, anger, hatred.</p></body></html>",
dbia30,ācārya,Indo-Aryan,"<html><body><p>Ta. ācāri title adopted by Madhva and śri Vaişņava Brāhmans; title of the five artisan castes; ācān teacher, elder, priest; ācāļ priest&#x27;s wife, lady of position; āciriyan priest, teacher, author of any literary work, scholar. Ma. ācāryyan fencing-master, schoolmaster, carpenter; ācăn, āśān schoolmaster; ācāri, aśări carpenter, sculptor of idols. Ka. ācāri title assumed by brahmin cooks, idol-makers, smiths, carpenters, goldsmiths, artificers. Kod. ayri (? a&#x27;yri) man of carpenter caste, blacksmith. Tu. acari a smith or carpenter. Te. acāri (= Ka.). /Skt. ācārya a spiritual guide or teacher. L. V.R. 1934. 259.</p></body></html>",
dbia31,äşāṇhā-,Indo-Aryan,"<html><body><p>Ta. āți the fourth Tamil month, July-August; the 21st nakṣatra. Ma. āți id. Tu. āți id. Skt. äşāṇhā- the 21st and 22nd nakșatras.</p></body></html>",
dbia32,ājñā-,Indo-Aryan,"<html><body><p>Ta. āņai command; oath (as in a court of justice), profane swearing, vow; āņaiy-iţu to issue an order, take an oath, swear. Ma. āņa command, oath, adjuration; āņay-ițuka to swear, adjure. Ka. āne mand; oath, adjuration; āņe idu to swear. Kod. a ne a curse; a&#x27;ạe idto curse. Tu. āne oath; āja oath, curse, swearing; āja korpuni to swear; āja pāņuni to curse. Te. ana order, command; oath, adjuration; ană-bettu to adjure. /Skt. ājñā- order, command; (L. V. R. 1934. 260). Pkt. āņaid. H. an id. Mar. āņ oath, vow. Turner, s. v. jännu (Add.).</p></body></html>",
dbia33,adeśa-,Indo-Aryan,"<html><body><p>Ta. ātēcam rule, command, precept. Ma. ādēsam order, command. Ko. a&#x27;de:cm (obl. a.de.ct-) allotted or fated span of life. To. o Dişțm (obl. o Biștt-) fore-ordained length of life, long life. Ka. ādēša precept, order, command; adişța commanded. Te. adēšamu order, precept. Skt. adeśa- instruction, rule, order, foretelling; ādişța- directed, ordered.</p></body></html>",
dbia34,ãturată-,Indo-Aryan,"<html><body><p>Ta. åttiram impatience, eager haste, hastiness of temper; ättirakkāran over-anxious person, one who is impatient; aturam impatience, undue haste. Ma. āttaram necessity of engaging in a work. Ka. ãtura diseased, agitated by morbid desire; agitation, excitement, haste, hurry; longing for, great desire; aturagāra man who acts hastily or inconsiderately; āturisu to feel desire, etc. Tu. atura eagerness, haste. Te. at(u)ramu haste, impatience; atura-paļu to hurry; aturapāțu haste; atragădu a hasty man; (K; modern) adurdā haste, anxiety (&lt; Skt. ãturată-). [Skt. åtura- suffering, sick, desirous. 14 DRAVIDIAN BORROWINGS FROM INDO- ARYAN</p></body></html>",
dbia35,abhāsa,Indo-Aryan,"<html><body><p>Ta. āpācam fallacy, reflection; that which is filthy; apātan impure person, wicked man. Ma. ābhāsam low, vulgar. Ka. ābāsa, ābāsu fallacy, incorrectness (as of speech), failure, defect, insufficiency (as of a meal); abāsa incongruity; abāsu disagreeableness of smell. Tu. abhāsa worthless, vulgar, corrupt. Te. abhāsamu, abhāsu disagreeable, bad, worthless; embarrassment. / Skt. abhāsa splendor, color, appearance, phantom, fallacious appearance, fallacy. L. V.R. 1934. 261.</p></body></html>",
dbia36,arambha-,Indo-Aryan,"<html><body><p>Ko. a&#x27;rabm work of cultivation. Ka. aramba, ārambu tillage, cultivation. Te. ārabamu vegetation, crops, (B also) cultivation, tillage. Prob. Skt. arambha- undertaking, beginning.</p></body></html>",
dbia37,aroggia-,Indo-Aryan,"<html><body><p>Ka. ārõgisu to eat; ārögana, ārögane eating, a meal. Tu. ārögane meal, repast. Te, āragincu to eat, drink; āraginta, āragimpu, ārögiņamu eating. /Pkt. aroggia- &#x27;bhukta-&#x27; (DNM). Mar. arogan making a meal, eating.</p></body></html>",
dbia38,arjto,Indo-Aryan,"<html><body><p>Ta. ārccanam earning, acquisition; ārcci (-pp-, -tt-) to earn, acquire. Ma. arjanam acquiring. Ka. arjana, ārjane procuring, gaining; ărjisu to acquire, earn. Tu. ārjita acquired, inherited. Te. ārjana income, remunerative job; ārjincu to earn, acquire, gain. Kui arji income, return for expenditure; arji āva to earn, receive an income. Kur. arja&#x27;ānā to earn, gain (as a profit or advantage), acquire. Skt. arjto acquire, gain, earn. BHS ārjanā- winning, acquisition; ārjay- to win. . H. arjnā to acquire, earn; v.n. arjan. Turner, s. v. arjan and arjan.</p></body></html>",
dbia39,śrāvaņa-,Indo-Aryan,"<html><body><p>Ta. avaại the 5th Tamil month, August-September; the 22nd nakṣatra. Ma. avaņi id. Ka. āvaņi id. Skt. śrāvaņa- id. Cf. 62 Ta. õņam.</p></body></html>",
dbia40,astimat-,Indo-Aryan,"<html><body><p>Ta. asti property, wealth. Ma. asti id.; ästikäran wealthy. Ka. ăsti property, wealth; ăstika, āstigāra man of property. Kod. a&#x27;sti property. Tu. āsti property, wealth. Te. asti id.; astikādu wealthy man. /Skt. astimat- possessed of property, opulent. BHS asti (? ăsti), abstracted from sarvāsti &#x27;all property.&#x27; 40 I</p></body></html>",
dbia41,ſștí-,Indo-Aryan,"<html><body><p>Ta. ițți, īțți spear, lance. Ma. itti stick, spear; iſti staff of spear, pike. Ko. ic sword, spear, sharp point. To. ițy, i&#x27;ty spear. Ka. içți, iți lance, spear, javelin. Kod. îțți ferrule of stick; i:ți, (Mercara) ï&#x27;ți spear. Tu. īți id. Te. ite, ſtiya id. Konda īța id. Kuwi (S) ite id. Skt. ſștí- spear, lance. Pa. ițțhi- id. (Jätaka vi.223, which Pali Text Society Dict. erroneously tries to correct). DICTIONARY 15</p></body></html>",
dbia42,iştakā-,Indo-Aryan,"<html><body><p>Ta. ițţikai brick. Ma. ițţika id. Ko. it gal id. To. ițy, ity xal id. (in poetry). Ka. ițțige, ițțage, ițțangi, īțangi id. Tu. ittige id. Te. it(t)ika id. Kuwi (S) itteke illu tiled house. /Skt. iştakā-, işţikābrick. Pa. ițțhakā- id. Pkt. itthagā- id. U 43 ance.</p></body></html>",
dbia43,ugrāņi,Indo-Aryan,"<html><body><p>Ta. ukkirāņam storehouse for provisions, granary; ukkirāņi storekeeper, steward. Ma. ugrānam (g, not k) storehouse, granary. Ka. ugrāņa id., treasury; ugrāņi storekeeper. Tu. ugrāņa, ugrāṇige storeroom; ugrāņi storekeeper, steward. Te. ugrāṇamu storehouse, storeroom. /Mar. ugrāņi gathering in of moneys due, sum aggregate of moneys collected.</p></body></html>",
dbia44,ud-i,Indo-Aryan,"<html><body><p>Ta. uti (-pp-, -tt-) to swell, increase in size; rise, appear (as a heavenly body), come into existence, be born; utippu birth, appear- Ma. udikka (d, not t) to rise; udyal (d, not t) the rising sun. Ko. ut- (uty-) (sun, moon) rises; utn the east. To. wït- (wïty-) to increase (rain, wind), rise in pride; ut- (uty-) to increase (song-word; borrowed). Ka. uday(i)su, udisu to rise, be born. Kod. udi- (udip-, udic-) (sun) rises. Tu. udiyuni, udipini to rise (as the sun), be generated; udipāvuni to beget; udi, udaya rising of the sun, moon, or other heavenly bodies; udupu act of coming into existence. Te. udayamu rising of the sun, etc.; udayincu to rise, be born. /Skt. ud-i to rise; vin. udaya-.</p></body></html>",
dbia45,uttara,Indo-Aryan,"<html><body><p>Ta. uttaravu answer, reply; order, command, grant, leave; uttaram answer, reply. Ma. uttaravu command, leave; uttaram answer; command, letter. Ko. utarv permission, order. To, uturm (obl. uturt-) permission, order. Ka. uttara answer, reply; a mandate. Te. uttaruvu order, command, permission, leave; uttaramu answer, reply; letter, epistle. / Skt. uttara answer, reply. L. V.R. 1934, 261.</p></body></html>",
dbia46,udaka,Indo-Aryan,"<html><body><p>Ta. utakam water; utakännam food and drink. Ma. udakam (d, not t) water. Ko. udk broth (esp. made from meat). Ka. udaka water. Tu. udaka id. Te. udakamu id. /Skt. udaka water.</p></body></html>",
dbia47,udyoga-,Indo-Aryan,"<html><body><p>Ta. uttiyokam effort, exertion; business, employment. Ma. udyõgam exertion, industry; office, employment. Ko. udye v government appointment; udye.ga&#x27;rn government official. To. udy government appointment. Ka, udyoga exertion; business, an occupation, an office. Tu, udyoga exertion; business, occupation, employment. Te. udyogamu exertion; work, employment, occupation, office. /Skt. udyoga- act of undertaking, exertion. 16 DRAVIDIAN BORROWINGS FROM INDO-ARYAN 1 Ka. unne 51</p></body></html>",
dbia48,uņņā-,Indo-Aryan,"<html><body><p>Ma. unnam stuffing, the cotton of the silk-cotton tree. wool. Te. unni wool. /Pkt. uņņā-, unna wool (&lt; Skt. úrņā- id.).</p></body></html>",
dbia49,ūşman-,Indo-Aryan,"<html><body><p>To. uby heat. Ka. ubbe heat, steam. Tu. ube steam. Te. ubba closeness of weather, sultriness, heat. Kol. uba, (Haig) ubbā heat of sun. Nk. ubba id. /Mar. ūb, ub heat (cf. H. übh; &lt; *umbha- (cf. Pischel $267] &lt; Pkt. umha- &lt; Skt. ūşman-).</p></body></html>",
dbia50,upakārikā-,Indo-Aryan,"<html><body><p>Ta. upparikai, uparikai upper story. Ka. upparige palace, upper story of a house. Tu. upparige upper story of a house. Te. uppariga, upparige id. Skt. upakārikā- palace; ? influenced by upari.</p></body></html>",
dbia51,unmatta,Indo-Aryan,"<html><body><p>Ta. ūmattai, ūmattam, ūmattu thorn-apple, Datura. Ma. ummam, ummattu D. metel. Ko. umat D. stramonium. Ka. um(m)atta, ummata, ummat(t)i, ummutta, ummetti thorn-apple, D. metel and fastuosa. Tu. ummuta purple thorn-apple, D. fastuosa; umbuge, umbucce, umbè whiteflowered thorn-apple, D. alba. Te. ummet(t)a D. alba and fastuosa. /Skt. unmatta D. metel and fastuosa. Pkt. ummatta- id. (DNM). (D. fastuosa Linn.; var. alba (D. alba Nees = D. metel Roxb.). D. metel Linn.)</p></body></html>",
dbia52,uloká-,Indo-Aryan,"<html><body><p>Ta. ulakam, ulaku the earth, world, country, mankind, usage, sky; ulakattār people of the world, great men; ulakar, ulakor people of the world; ulak-iyal custom; ulokam the world. Ma. ulakam, ulaku world, earth. Ko. olgm (obl. olgt-) the world. /Skt. uloká-, lokáworld.</p></body></html>",
dbia53,DBIA 53,Indo-Aryan,"<html><body><p>Ta. uluppai presents or supplies given to great personage. To. wilpy things bought for ceremonies or festivals. Ka. uluphe, ulipe supplies furnished gratuitously to great persons on a journey by villagers. Te, ulupă id. / H. ‘ulūfa rations, subsistence allowance (&lt; Ar.).</p></body></html>",
dbia54,upavāsa-,Indo-Aryan,"<html><body><p>Ta. uvā, uvavu, vāvu full moon, new moon. Ma. uvā fullness; uvāvu full moon; vāvu change of moon (chiefly full moon), holiday. Ko. una v full moon (un full); ața&#x27;v 8th day after new moon or after full moon (aŭ eight). Kod. ba&#x27;vu day of new moon or full moon. /Skt. upavāsa- a fast. Pkt. ovāsa id. Ē То. e&#x27;ny</p></body></html>",
dbia55,śreņi-,Indo-Aryan,"<html><body><p>Ta. ēņi, cēņi tier, ladder. Ma, ēņi ladder, bamboo used as ladder. Ko. e&#x27;n! ladder. id. Ka. ēņi id. Kod. ë:ņi id. Tu. ēņi, eņci id. Skt. śreņi- line, row. Pkt. seņi- id. Cf. Skt. nilḥ)śrayaņi-, nilḥ)śreņi-, niḥśreņikā- ladder.</p></body></html>",
dbia56,helana-,Indo-Aryan,"<html><body><p>Ta. ēļitam, ēļanam mockery, jeer. Ma. ēļitam contempt, DICTIONARY 17 mockery. Ka. ēļida id., abuse, disgrace; a contemptible man; ēļisu to censure, reprove, contemn, throw into the shade, eclipse. Te. ēlidamu, ellidamu scorn, contempt, disregard, inferiority; ellidūdu a contemptible person, man of low rank (cf. DED 728). Skt. helana- disregard, contempt. Godavarma gives helita-, which seems not to be attested in the literature. The Skt. hel-, heç- may be borrowed from Dr.; cf. DED 676.</p></body></html>",
dbia57,DBIA 57,Indo-Aryan,"<html><body><p>Ta ēsaņai desire. Ma. ēşanam seeking, wishing. Ko. e&#x27;can reflection within the mind, consultation between people. To. e&#x27;za&#x27;n giy to ponder. Ka. ēşaņe seeking, begging, desire; ēşaņa seeking, begging O n, mov-</p></body></html>",
dbia58,apasărayati,Indo-Aryan,"<html><body><p>Ta. oñcari to go sideways; close partially (as a door). Ka. õsarisu to go to one side, sideways, or aside, turn aside, retreat, yield, go away, keep aloof, hesitate, stop; put to one side, remove, abandon; osara going to one side, sloping; õsarike state of bending to one side, etc. Te. Ösarincu to put aside; osarinta, orasimpu ing aside; osarilu, ösaru, õrasilu to move aside (intr.). /Turner, s.v. osārnu, says: &quot;Skt. apasărayati lets go, removes; or (more probably) avasarayati moves aside.&quot; But Pa. avasarati, osarati, and BHS avasarati, osarati, mean approaches, arrives, while Pkt. has osar leave, which must surely (with Pischel SS154, 477, and Sheth) be &lt; apa-sſ (Pkt. acc. to Sheth also has osar arrive &lt;ava-sp).</p></body></html>",
dbia59,odra-,Indo-Aryan,"<html><body><p>Ta. oțțan member of a caste of diggers; fem. oțțacci. Ma. oţtar, oțțiyar people of the tank-digger&#x27;s caste. Ka. odda class of people who cut stones from the earth, dig tanks and wells, etc.; fem. oddati; adj. odại. Kod. oddë man of caste of snake-charmers; fem. oddati. Te. odde man of the tribe of tank-diggers; native of Orissa. /Skt. odra- Orissa; the inhabitants of Orissa; (acc. to Manu) a tribe of Śūdras. Pkt. odda Orissa; inhabitant of Orissa. Turner, s.v. or.</p></body></html>",
dbia60,vihārawalking,Indo-Aryan,"<html><body><p>Ta, oyyāram gracefulness of movement, foppery. Ka. oyyāra, vayyāra going about for show, parade, coquetry, beauty, grace; oyyāri showy man or woman. Tu. oyyāra coquetry, foppery. Te. oy(y)āramu beauty, affectation, coquetry; oy(y)āri beautiful woman. /Skt. vihārawalking for pleasure or amusement, play, pastime, diversion (so Kitt.). 18 DRAVIDIAN BORROWINGS FROM INDO-ARYAN o</p></body></html>",
dbia61,upādhāya-,Indo-Aryan,"<html><body><p>Ta. Öcan preceptor, teacher. Ka. õja teacher, guru; artificer, carpenter, blacksmith, goldsmith. Te. õja, ojja teacher, tutor, master; (B) õju id.; goldsmith. Skt. upādhāya- teacher. Turner, s.v. ojhā. Cf. DED 874.</p></body></html>",
dbia62,śroņă-,Indo-Aryan,"<html><body><p>Ta. õņam the fifth Tamil month, August-September; the 22nd nakṣatra. Ma. õņam the 22nd constellation, Aquila; the national feast on new moon of September. Kod. 0&#x27;ņa the Malabar festival corresponding to Coorg puttëri rice harvest festival, /Skt. śroņă-, śrāvaņa- n. pr. nakșatra. Cf. 39 Ta. avaņi.</p></body></html>",
dbia63,avalagna-,Indo-Aryan,"<html><body><p>Ta. õlakkam assembly of state, durbar, hall. Ma. õlakkam splendor, majesty. Ka. Olaga service, homage; assembly, durbar; õlagisu, olaysu, õlavisu to serve, pay homage to; assemble, bring together. Tu. õlaga, õlega band of musicians; royal assembly, durbar; õlayi menial service of Pariahs; Õlayipuni to serve, do homage; öleguni to sit in state. Te. õlagamu assembly, meeting, court held by a sovereign, hall of audience; õlagincu to serve. | Pkt. olagg- to follow (cf. Skt. avalagna- hanging down from), do service; olaggā- attendance, service.</p></body></html>",
dbia64,avali-,Indo-Aryan,"<html><body><p>Ta. Õļi a continuous line, row. Ka. oļi, öņi id., multitude, succession. Te. õli a row, line, order. Malt. oli lineage, descent. Skt. avali- row, line, series, lineage. Pkt. oli- id. K, G mus.</p></body></html>",
dbia65,karkați-,Indo-Aryan,"<html><body><p>Ta. kakkari kakri-melon, Cucumis melo-utilissimus. Ma. kakkari, kakkiri C. sativus. Ka. karkați, kankadi id. Skt. karkați- C. utilissi- Pkt. kakkadi- id. H. kakşi id. Turner, s.v. kẫkri, kəkro. [C. melo Linn. C. utilissimus Roxb. C. sativus Linn. is another species.)</p></body></html>",
